,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Progress,Personal Notes,Co-Op,Vs.,Speedrun
41,5918,Wank8734,PlayStation 4,30h,NR,,1763670,Completed,First,"September 12, 2015",30h,,,,,,,
42,5918,Wank8734,PlayStation 4,30h,NR,,1818493,Completed,First,"September 11, 2015",30h,,,,,,,
43,5918,billy2513,PlayStation 4,30h,NR,,4332923,Completed,Replay,"April 19, 2017",30h,,60h,,,,,
44,5918,col0037,PlayStation 4,30h,NR,,1895348,Completed,First,"October 02, 2015",30h,,,,,,,
45,5918,pnxbwood,PC,30h,NR,,10324801,Completed,First,"October 30, 2019",30h,,,,,,,
46,5918,yigitkoparan123,PC,30h,90%,,4917401,Completed,First,"August 16, 2015",30h,,,,,,,
47,5918,,PlayStation 4,30h 05m,NR,,5165509,Completed,First,,30h 05m 47s,40h 55m 07s,80h 54m 08s,,,,,
48,5918,SarcasmAbound,PlayStation 4,30h 12m,100%,All missions and side-ops complete.,1749735,Completed Retired,First,"September 05, 2015",30h 12m 20s,97h 28m 56s,,,,,,
49,5918,Private,PlayStation 4,30h 34m,80%,No chapter 2,3264665,Completed,First,"July 27, 2016",30h 34m 06s,43h 28m 09s,,,,,,
50,5918,Ramasit,PC,31h,NR,,1763873,Backlog Completed,First,"September 03, 2015",31h,55h,,31h /,,,,
51,5918,,PC,31h 09m,NR,,8096002,Completed,First,,31h 09m,51h 30m,,,,,,
52,5918,,PlayStation 4,31h 09m,NR,,1748497,Completed,First,,31h 09m 22s,50h 07m,,,,,,
53,5918,MorphineBear,PC,31h 12m,NR,"Truth ending, 59% mission completion, https://steamcommunity.com/sharedfiles/filedetails/?id=1592035319",7527043,Completed,First,"November 25, 2018",31h 12m,55h 13m 47s,,,Main story time is from Steam. Main Story + Extra Quests/Unlockables time comes from the Play Records in-game and goes to the true ending of the game barring the extreme replay missions.,,,
54,5918,,PlayStation 4,31h 43m,NR,,2499165,Completed,First,,31h 43m,,90h 34m,,,,,
55,5918,,PlayStation 4,31h 44m,NR,,4513547,Completed,First,,31h 44m 26s,,,,,,,
56,5918,sapphirone,PlayStation 4,31h 46m,NR,"43% completion, Finished Mission 45 and 46.",3334340,Completed,First,"August 16, 2016",31h 46m 58s,,,,,,,
57,5918,Cass_se,PC,32h,NR,,1843014,Completed,First,"September 14, 2015",32h,,,,,,,
58,5918,Freiol,PC,32h,80%,,9471935,Completed,First,"August 28, 2019",32h,,,,,,,
59,5918,GlitchdBacon,PC,32h,NR,,9678572,Completed,First,"June 07, 2016",32h,,,,,,,
60,5918,opwarchef,PC,32h,NR,İf you dont played any previous games you need to look at metal gear timeline,8106170,Completed,First,"January 23, 2019",32h,,,,,,,
61,5918,xriothx,PC,32h,NR,,10166467,Completed,First,,32h,,,,,,,
62,5918,SanfordJS,PC,32h 12m,NR,,8563826,Completed,First,"April 04, 2019",32h 12m,35h 45m 14s,,,,,,
63,5918,,PlayStation 4,32h 15m,NR,This is only after just completing chapter 1 and I would consider myself A slightly above average gamer,5319387,Completed,First,,32h 15m 51s,,,,,,,
64,5918,,PC,32h 30m,NR,,1760304,Completed,First,,32h 30m 30s,,,,,,,
65,5918,,PC,32h 30m,NR,Did 46/50 missions because the game crashed afterwards. About 53% completion. (Double the time including dying..),2930554,Completed,First,,32h 30m 30s,51h 18m 15s,,,,,,
66,5918,Darthaegis,PC,32h 40m,40%,,6221226,Completed,First,"May 08, 2018",32h 40m,,,,,,,
67,5918,,Xbox One,33h,NR,,1767723,Completed,First,,33h,,,,,,,
68,5918,brianos1611,PC,33h,NR,,1647151,Completed,First,"September 24, 2015",33h,53h 43m 11s,,,,,,
69,5918,wobblesplat,PC,33h,NR,,6503687,Completed,First,"June 14, 2018",33h,,,,,,,
70,5918,Private,PC,33h 22m,NR,,3724438,Completed,First,"December 06, 2016",33h 22m 15s,,,,,,,
71,5918,,PC,33h 32m,NR,,1772708,Completed,First,,33h 32m 15s,,,,,,,
72,5918,,PC,33h 54m,NR,,6499004,Completed,First,,33h 54m,,,,,,,
73,5918,SirMick56,PC,34h,80%,,1907412,Completed,First,"October 04, 2015",34h,,,,,,,
74,5918,chris4276,PC,34h,100%,,1787998,Completed,First,"September 08, 2015",34h,,,,,,,
75,5918,BruceL337,PC,34h 18m,NR,,1873636,Completed,First,"October 13, 2015",34h 18m,,,,Chapter 1 fin: 34:18,,,
76,5918,ANDY_8472,Xbox One,34h 22m,NR,,1829545,Completed,First,"September 15, 2015",34h 22m,,,,,,,
77,5918,Nader_Hakami,PlayStation 4,34h 25m,NR,,8897104,Completed,First,"June 05, 2019",34h 25m 37s,,,,,,,
78,5918,Saladfingers,PlayStation 4,34h 28m,90%,,5533842,Completed,First,"December 28, 2017",34h 28m 18s,,,,,,,
79,5918,,PlayStation 4,34h 33m,NR,,3645704,Completed,First,,34h 33m,,,,,,,
80,5918,,PlayStation 4,34h 35m,NR,,1929409,Completed,First,,34h 35m,109h 24m,,,,,,
81,5918,Civilwarfare101,PlayStation 4,34h 47m,80%,,7355478,Replay Completed,Replay,"October 25, 2019",34h 47m 57s,,,,,,,
82,5918,,PlayStation 4,35h,NR,,2126467,Completed,First,,35h,55h,,,,,,
83,5918,,PC,35h,NR,,2601294,Completed,First,,35h,44h,,,,,,
84,5918,,PlayStation 3,35h,NR,,5348186,Completed,First,,35h,,,,,,,
85,5918,Jaycee,PC,35h,NR,35,1832937,Playing Completed,First,"September 17, 2015",35h,70h,,,,,,
86,5918,JohnSixxScott,PC,35h,10%,Previous + all mission tasks + achievements,2279281,Completed Retired,First,"September 30, 2015",35h,75h,150h,,,,,
87,5918,MiniMica90,PC,35h,NR,,10693908,Completed,First,,35h,,,,,,,
88,5918,RealBig_Boss,PlayStation 4,35h,100%,,9316943,Playing Completed,First,"May 01, 2018",35h,60h,,,,,,
89,5918,alexisplaying,PC,35h,90%,,1869650,Completed,First,"September 26, 2015",35h,,,,,,,
90,5918,datamonkey,PlayStation 4,35h,90%,,1821179,Completed,First,,35h,100h,,,,,,
91,5918,Private,PlayStation 3,35h,NR,,7440480,Completed,First,"November 13, 2018",35h,,,,,,,
92,5918,kolzo,PlayStation 4,35h,NR,,3855089,Completed,First,"September 07, 2015",35h,,,,,,,
93,5918,notshyam,PC,35h,100%,,11368391,Completed,First,"March 06, 2020",35h,55h,,,,,,
94,5918,Private,PC,35h,NR,,3958321,Completed,First,"January 22, 2017",35h,65h,,,,,,
95,5918,samiii11,PC,35h,70%,,8202328,Completed,First,"February 04, 2019",35h,,,,,,,
96,5918,Sharean,PlayStation 4,35h 13m,70%,,11097046,Completed,First,"March 03, 2020",35h 13m,,,,,,,
97,5918,DarkStallion,PC,35h 18m,NR,,6165805,Completed,First,"November 18, 2015",35h 18m,,,,,,,
98,5918,Kalbomb,Xbox One,35h 24m,90%,,5495098,Completed,First,"December 21, 2017",35h 24m,,,,,,,
99,5918,Hivemind,Xbox One,35h 25m,80%,,3946955,Completed,First,"January 20, 2017",35h 25m,,,,,,,
100,5918,,PC,35h 47m,NR,,2268977,Completed,First,,35h 47m 16s,58h 33m 23s,,,,,,
101,5918,,PlayStation 3,35h 57m,NR,,5296719,Completed,First,,35h 57m 36s,,,,,,,
102,5918,,PlayStation 4,36h,NR,,1864433,Completed,First,,36h,,,,,,,
103,5918,Steamplayer1,PC,36h 12m,NR,"Stuck with main story where i could, only did side ops when i was forced to",7080614,Completed,First,"September 19, 2018",36h 12m,,,,,,,
104,5918,,PC,36h 16m,NR,,10466861,Completed,First,,36h 16m,,,,,,,
105,5918,Bogdan62,PC,36h 39m,100%,,4096089,Completed,First,"March 17, 2017",36h 39m 45s,,,,,,,
106,5918,,PC,37h,NR,,10552458,Completed,First,,37h,,,,,,,
107,5918,DrakeMcHale,PlayStation 4,37h,NR,,1748847,Completed,First,"November 02, 2015",37h,65h 20m,,,,,,
108,5918,Fichox,PC,37h,100%,,3239208,Completed,First,"July 19, 2016",37h,,,,,,,
109,5918,Jjzwak,Xbox One,37h,80%,,5403273,Completed,First,"September 14, 2018",37h,,,,,,,
110,5918,Repayable,PlayStation 4,37h,60%,,9408994,Completed,First,"August 17, 2019",37h,,,,,,,
111,5918,Skrimir,PC,37h,NR,,6303051,Completed,First,"May 01, 2018",37h,,,,,,,
112,5918,danshik5,PC,37h,NR,,6638745,Completed,First,"July 21, 2018",37h,,,,,,,
113,5918,siriffe,PC,37h,NR,,6919592,Completed,First,"July 22, 2017",37h,42h,,,,,,
114,5918,Anthracks,Xbox One,37h 42m,90%,,1801205,Completed,First,"December 18, 2015",37h 42m,,,,,,,
115,5918,sikapwach,Xbox One,37h 42m,NR,,3567896,Completed,First,"April 01, 2017",37h 42m,,,,,,,
116,5918,LogLadyLand,PlayStation 4,37h 48m,90%,,11392436,Playing Completed,First,"April 27, 2020",37h 48m 48s,,,40h 42m 48s /,,,,
117,5918,Kuruwin,PlayStation 3,37h 53m,NR,,2725163,Completed,First,"March 14, 2016",37h 53m,,,,"Chapter 1:37.53
Chapter 2: 52h",,,
118,5918,Gidner,PC,38h,100%,,7191456,Completed,First,"December 30, 2016",38h,,,,,,,
119,5918,Myrmidon,Xbox One,38h,NR,,1895374,Completed,First,"October 02, 2015",38h,160h,180h,,,,,
120,5918,SorensenxD,PlayStation 4,38h,NR,,5234314,Completed,First,"November 19, 2017",38h,,,,,,,
121,5918,lqd5,PC,38h,NR,,2387728,Completed,First,"October 09, 2015",38h,,,,,,,
122,5918,chadilak,PlayStation 4,38h 05m,100%,,5893375,Completed,First,"February 25, 2016",38h 05m,,,,,,,
123,5918,,Xbox One,38h 12m,NR,,5712580,Completed,First,,38h 12m 07s,,,,,,,
124,5918,Jaksu,PC,38h 15m,NR,,1784858,Completed,First,"September 11, 2015",38h 15m 02s,,,,,,,
125,5918,Dutii,PC,38h 25m,90%,,10453159,Completed,First,,38h 25m,,,,,,,
126,5918,R_Masamune,PC,38h 42m,80%,,4454705,Completed,First,"May 14, 2017",38h 42m,,,,,,,
127,5918,,PlayStation 4,38h 53m,NR,,1763971,Completed,First,,38h 53m,,,,,,,
128,5918,cabal901,PC,39h,NR,,4303578,Completed,First,"April 12, 2017",39h,,,,,,,
129,5918,electonthefire,PC,39h,70%,,4264243,Completed,First,"April 02, 2017",39h,,,,,,,
130,5918,faemir,PC,39h,NR,,2339025,Completed,First,"December 15, 2015",39h,,,,,,,
131,5918,hypocrite,PC,39h,80%,,3369136,Completed,First,,39h,,,,,,,
132,5918,Private,Xbox One,39h,80%,,1741519,Completed,First,"September 16, 2015",39h,50h,,,,,,
133,5918,nowbear,PlayStation 4,39h,NR,,10250160,Completed,Replay,"October 15, 2019",39h,73h,156h,,,,,
134,5918,Private,PC,39h 15m,80%,,2839763,Completed,First,"April 10, 2016",39h 15m,,,,,,,
135,5918,,PlayStation 4,40h,NR,,1780949,Completed,First,,40h,,,,,,,
136,5918,,PlayStation 4,40h,NR,,1792406,Completed,First,,40h,60h,120h,,,,,
137,5918,,PC,40h,NR,,1816540,Completed,First,,40h,,,,,,,
138,5918,,PC,40h,NR,,1855172,Completed,First,,40h,,,,,,,
139,5918,,PC,40h,NR,,2010654,Completed,First,,40h,,,,,,,
140,5918,,PlayStation 3,40h,NR,,2058092,Completed,First,,40h,110h 40m,130h,,,,,
141,5918,,PC,40h,NR,,2084237,Completed,First,,40h,,170h,,,,,
142,5918,,PC,40h,NR,,2524320,Completed,First,,40h,80h,100h,,,,,
143,5918,,PlayStation 4,40h,NR,,2719636,Completed,First,,40h,,,,,,,
144,5918,,Xbox One,40h,NR,,3373124,Completed,First,,40h,60h,70h,,,,,
145,5918,,PlayStation 4,40h,NR,,3387564,Completed,First,,40h,,120h,,,,,
146,5918,,PC,40h,NR,,3478295,Completed,First,,40h,,,,,,,
147,5918,,PlayStation 4,40h,NR,,4150638,Completed,First,,40h,80h,120h,,,,,
148,5918,,PC,40h,NR,,6919586,Completed,First,,40h,,,,,,,
149,5918,,PC,40h,NR,,7759640,Completed,First,,40h,80h,,,,,,
150,5918,CrftZombiee,PlayStation 4,40h,100%,,3428384,Completed,First,"September 11, 2016",40h,,,,,,,
151,5918,Godgaz,PC,40h,NR,,1959758,Completed,First,"October 05, 2015",40h,58h 30m,150h,,,,,
152,5918,Hunk_pl,PlayStation 4,40h,NR,,3363079,Completed,First,"October 21, 2015",40h,65h,225h,,,,,
153,5918,Joey8Bit,PlayStation 4,40h,80%,,1968743,Completed,First,"September 23, 2015",40h,75h 20m,,,,,,
154,5918,KamikotoGasai,PC,40h,NR,,6471759,Completed,First,"June 25, 2018",40h,,,,,,,
155,5918,Moeed30,Xbox 360,40h,NR,,3313833,Completed,Replay,"August 10, 2016",40h,,155h,,,,,
156,5918,Nephiera,PC,40h,90%,,10809896,Replay Completed,Replay,"January 14, 2020",40h,200h,,240h /,,,,
157,5918,PuttyGod,PC,40h,90%,,3377789,Completed,First,,40h,80h,160h,,,,,
158,5918,Stelemems,PC,40h,NR,,7958623,Completed,First,"January 06, 2019",40h,,,,,,,
159,5918,Vagviolator69,PC,40h,100%,,2078262,Completed,First,"November 10, 2015",40h,150h,205h,,,,,
160,5918,bohaterowie77,PC,40h,90%,,2850974,Playing Completed,First,"October 06, 2015",40h,,,176h /,,,,
161,5918,dodomania8,PlayStation 4,40h,100%,,2922025,Completed,First,,40h,,,,,,,
162,5918,edxxd,PC,40h,NR,,6955484,Completed,First,"September 01, 2018",40h,,,,,,,
163,5918,hwmizu,PC,40h,NR,,6181689,Completed,First,,40h,,,,,,,
164,5918,ikari88,PlayStation 4,40h,90%,,5210354,Completed,First,"October 24, 2017",40h,,,,,,,
165,5918,iz302,PlayStation 4,40h,80%,,11498551,Completed,First,"April 20, 2020",40h,90h,180h,,,,,
166,5918,kosmi,PlayStation 4,40h,80%,,4661315,Completed,First,,40h,,,,,,,
167,5918,neoXclusive,PC,40h,NR,,8530166,Completed,First,,40h,,,,,,,
168,5918,opusMX,PlayStation 4,40h,NR,,3902819,Completed,Replay,,40h,100h,,,,,,
169,5918,piec,PC,40h,90%,,1895521,Completed,First,"October 01, 2015",40h,70h,141h,,,,,
170,5918,shakl25,PC,40h,NR,,10322159,Completed,First,"April 13, 2018",40h,80h,149h,,,,,
171,5918,xDarkProdigy,PC,40h,NR,,3505180,Completed,First,"November 26, 2016",40h,65h,,,,,,
172,5918,,PlayStation 4,40h 30m,NR,,3881296,Completed,First,,40h 30m 56s,,,,,,,
173,5918,,PlayStation 4,40h 35m,NR,,10614814,Completed,First,,40h 35m,85h 20m,96h 50m,,,,,
174,5918,marcialwar,PlayStation 4,40h 39m,NR,,6313097,Completed,First,2016,40h 39m,,,,,,,
175,5918,,PlayStation 4,40h 39m,NR,,7993333,Completed,First,,40h 39m 17s,80h 34m 35s,,,,,,
176,5918,,PlayStation 4,40h 48m,NR,,2541093,Completed,First,,40h 48m,,,,,,,
177,5918,,PlayStation 4,40h 49m,NR,,2883225,Completed,First,,40h 49m 33s,,,,,,,
178,5918,,PC,41h,NR,,2185776,Completed,First,,41h,,,,,,,
179,5918,,PC,41h,NR,,3440049,Completed,First,,41h,,,,,,,
180,5918,,PC,41h,NR,,4289147,Completed,First,,41h,,,,,,,
181,5918,Omegason,PC,41h,80%,,2451494,Completed,First,"January 19, 2016",41h,,,,,,,
182,5918,burney105,PC,41h,NR,,4428490,Completed,First,"May 14, 2017",41h,,,,,,,
183,5918,s1acer,PC,41h,NR,,1825025,Completed,First,"September 15, 2015",41h,,,,,,,
184,5918,ToastyFrog,PC,41h 04m,80%,,1859694,Completed,First,"December 15, 2015",41h 04m 34s,,,,,,,
185,5918,AidanAK47,PC,41h 06m,80%,,2827868,Completed,First,"July 30, 2016",41h 06m,,,,,,,
186,5918,Private,PC,41h 20m,90%,,1721374,Completed,First,"September 12, 2015",41h 20m 42s,,,,,,,
187,5918,web_slinger_62,Xbox One,41h 41m,NR,,2000380,Completed,First,"July 06, 2016",41h 41m,,,,,,,
188,5918,,PlayStation 4,42h,NR,,2661556,Completed,First,,42h,,,,,,,
189,5918,3pacalypse,PlayStation 4,42h,NR,,2214384,Completed,First,"December 11, 2015",42h,,,,,,,
190,5918,McPhoenix,PC,42h,NR,,11978355,Completed,First,,42h,,,,,,,
191,5918,shol1122,Xbox One,42h,90%,,1881181,Completed,First,"October 06, 2015",42h,65h,,,,,,
192,5918,smmac41,PlayStation 4,42h 29m,100%,,10458183,Completed,First,"November 20, 2019",42h 29m 02s,,,,,,,
193,5918,Jmoore750,PlayStation 4,43h,100%,,5046746,Completed,First,"March 13, 2017",43h,,,,,,,
194,5918,d1astola,PC,43h,70%,,11238313,Completed,First,"March 25, 2020",43h,,,,,,,
195,5918,Grayfox001,PlayStation 4,43h 12m,NR,,6122374,Completed,First,"September 23, 2015",43h 12m,,,,,,,
196,5918,8BitWalugi,PlayStation 4,43h 14m,NR,Only main story and important Side Ops,11199836,Completed,Replay,"March 20, 2020",43h 14m 46s,,,,,,,
197,5918,andrewl3779,PC,43h 20m,90%,Majority of the game was already played on PS4. Got the true ending.,6552625,Completed,First,"July 08, 2018",43h 20m 40s,,,,,,,
198,5918,primetime49,PlayStation 4,43h 30m,NR,,4174761,Completed Retired,First,"March 25, 2017",43h 30m,,,,,,,
199,5918,,PlayStation 4,43h 33m,NR,,2331027,Completed,First,,43h 33m 02s,79h 25m 12s,205h 04m 24s,,,,,
200,5918,Bazzadwarf,PlayStation 4,43h 33m,100%,,2696491,Completed,First,"January 17, 2016",43h 33m 35s,,,,,,,
201,5918,,Xbox One,44h,NR,,3424303,Completed,First,,44h,78h,180h,,,,,
202,5918,,PC,44h,NR,,3965826,Completed,First,,44h,,,,,,,
203,5918,,PC,44h,NR,,4976863,Completed,First,,44h,52h,,,,,,
204,5918,RiptoR,PC,44h,NR,"All primary and secondary missions, 69%",10623886,Completed,First,"December 20, 2019",44h,71h,,,,,,
205,5918,kerlon,PC,44h,NR,,11803089,Completed,First,,44h,,,,,,,
206,5918,leonkenedystan1,PlayStation 4,44h,80%,,10938433,Completed,First,"February 04, 2020",44h,,,,,,,
207,5918,seppcness,PC,44h,NR,,6220910,Completed,First,"May 08, 2018",44h,,,,,,,
208,5918,JoelPLay,PC,44h 02m,90%,,5622695,Completed,First,"December 25, 2017",44h 02m,,,,,,,
209,5918,Tiltcontrols,PlayStation 4,44h 21m,NR,,8624622,Completed,First,"June 06, 2016",44h 21m,,,,,,,
210,5918,scoveleski,PlayStation 4,44h 37m,NR,,4805316,Completed,First,"July 22, 2017",44h 37m,,,,,,,
211,5918,,PlayStation 4,44h 38m,NR,,3289376,Completed,First,,44h 38m 13s,,,,,,,
212,5918,,PlayStation 4,44h 57m,NR,I was fooling around doing crazy stuff on extra missions,5158326,Completed,First,,44h 57m 02s,77h 52m 44s,,,,,,
213,5918,,Xbox One,45h,NR,,1887548,Completed,First,,45h,,,,,,,
214,5918,,PlayStation 4,45h,NR,,2002261,Completed,First,,45h,70h,150h,,,,,
215,5918,,PlayStation 3,45h,NR,,2729794,Completed,First,,45h,90h,170h,,,,,
216,5918,,PlayStation 4,45h,NR,,3356404,Completed,First,,45h,55h,,,,,,
217,5918,,PC,45h,NR,,3805507,Completed,First,,45h,,,,,,,
218,5918,,PC,45h,NR,,9296169,Completed,Replay,,45h,,,,,,,
219,5918,,PlayStation 4,45h,NR,,9703405,Completed,First,,45h,,,,,,,
220,5918,500kevc,PC,45h,80%,,7520532,Completed,First,"April 05, 2016",45h,,,,,,,
221,5918,AngryCherry,PC,45h,100%,,9521847,Completed,First,"September 03, 2019",45h,,,,,,,
222,5918,Brak,PlayStation 4,45h,80%,,2945025,Completed,First,"May 08, 2016",45h,,,,,,,
223,5918,Happybiff,PlayStation 4,45h,NR,,2598681,Completed,First,"September 15, 2016",45h,110h,,,,,,
224,5918,Hugo_P,PlayStation 4,45h,90%,,8293553,Completed,First,,45h,105h,,,,,,
225,5918,Ican111,PC,45h,NR,,5843285,Completed,First,"February 15, 2018",45h,,,,,,,
226,5918,Icarium,PlayStation 4,45h,NR,,10997890,Completed,First,"March 10, 2016",45h,75h,,,,,,
227,5918,Jeveritt117,Xbox 360,45h,NR,,6533757,Completed,First,"February 16, 2016",45h,95h,,,,,,
228,5918,Libbro_11037,PC,45h,NR,,9052372,Completed,First,"June 28, 2019",45h,,,,,,,
229,5918,Likemiii,PlayStation 4,45h,100%,,9336125,Completed,First,"August 10, 2019",45h,,,,,,,
230,5918,Mateyo,PlayStation 4,45h,NR,,8065524,Completed,First,"January 18, 2019",45h,,,,,,,
231,5918,Mithrava,PlayStation 4,45h,90%,,2683891,Completed,First,March 2016,45h,85h,,,,,,
232,5918,OneGriff,PlayStation 4,45h,NR,,10411272,Completed,First,"December 12, 2015",45h,,,,,,,
233,5918,RevelGrande,PC,45h,NR,,5861108,Completed,First,"May 08, 2017",45h,51h 37m,,,,,,
234,5918,Rydia,PlayStation 4,45h,NR,,10170021,Completed,First,,45h,,,,,,,
235,5918,SatyricalObject,PlayStation 4,45h,NR,,6074842,Completed,First,,45h,,,,,,,
236,5918,ashktree,PC,45h,NR,,8280024,Completed,First,"February 16, 2019",45h,,,,,,,
237,5918,boiafria,PlayStation 3,45h,100%,,8290150,Completed,First,,45h,,,,,,,
238,5918,denniskj,PC,45h,NR,,10746758,Completed,Replay,"January 04, 2020",45h,73h,,,,,,
239,5918,jack_gllghr,PlayStation 4,45h,NR,,1972397,Completed,First,"September 09, 2015",45h,,,,,,,
240,5918,kelvingoh89,PlayStation 4,45h,NR,"Play on Normal, Do so side mission",6447592,Completed,First,"May 21, 2017",45h,,,,,,,
241,5918,repulsionslayer,PC,45h,100%,,1892007,Completed,First,"October 01, 2015",45h,120h,160h,,,,,
242,5918,seFausto,PlayStation 4,45h,NR,,3491140,Completed,First,"October 05, 2016",45h,,,,,,,
243,5918,stay4everGaming,PlayStation 4,45h,NR,,6157384,Completed,First,"April 04, 2018",45h,,,,,,,
244,5918,xBlitzerx,PC,45h,NR,,1887336,Completed,First,"September 27, 2015",45h,,,,,,,
245,5918,Bassweiser,PC,45h 01m,NR,,9195193,Completed,First,"July 21, 2019",45h 01m 16s,,,,,,,
246,5918,,PC,45h 18m,NR,"It was a marathon but definitely worth every minute, sad to see Kojima go i hope he'd save this franchise from Konami",4450212,Completed,First,,45h 18m,,123h 45m,,,,,
247,5918,Krio4Krio,PC,45h 23m,NR,,6780088,Completed,First,"July 09, 2018",45h 23m 13s,76h 37m,,,,10h,,
248,5918,sarteg,PlayStation 4,45h 24m,90%,,4970925,Completed,First,"July 14, 2016",45h 24m,,200h,,,,,
249,5918,,PlayStation 4,45h 24m,NR,,1921991,Completed,First,,45h 24m 12s,65h 12m 11s,206h 42m 24s,,,,,
250,5918,,PlayStation 3,45h 30m,NR,,3505106,Completed,First,,45h 30m,85h,,,,,,
251,5918,,PlayStation 4,45h 30m,NR,,10812440,Completed,First,,45h 30m,,,,,,,
252,5918,Private,PC,45h 30m,NR,,4341658,Completed,First,"February 12, 2017",45h 30m,100h,,,,,,
