,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Progress,Personal Notes,Main+Extras,Co-Op,Completionist
45,68240,Quetzalorado,Nintendo Switch,42h,90%,"My gf lives on the island and helps develop, which is why I ""beat"" it a lot earlier.",11895226,Playing Completed,First,"May 28, 2020",42h,46h /,,,1h,
46,68240,Odma,Nintendo Switch,43h,80%,,11195743,Completed,First,"April 03, 2020",43h,,,,,
47,68240,TheDiggleGod,Nintendo Switch,43h,70%,,11556000,Completed,First,"April 25, 2020",43h,,,,,
48,68240,SantiRod64,Nintendo Switch,43h 30m,NR,KK Slider concert and crédits rolling,11335627,Completed,First,"April 13, 2020",43h 30m,,,,,
49,68240,EpicBro99,Nintendo Switch,44h,NR,,11215166,Completed,First,"April 21, 2020",44h,,,,,
50,68240,,Nintendo Switch,45h,NR,,11319243,Completed,First,,45h,,,,,
51,68240,,Nintendo Switch,45h,NR,,11479502,Completed,First,,45h,,,,,
52,68240,Arsonist180,Nintendo Switch,45h,70%,,11496349,Completed,First,"April 19, 2020",45h,,,,,
53,68240,Blurbs,Nintendo Switch,45h,NR,,11322036,Playing Completed,First,"April 02, 2020",45h,,,,,
54,68240,BrittleBonesJones,Nintendo Switch,45h,80%,,11408366,Completed,First,,45h,,,,,
55,68240,Cammykar,Nintendo Switch,45h,70%,,11573770,Completed Retired,First,"May 16, 2020",45h,,,,,
56,68240,DeWalli,Nintendo Switch,45h,90%,,11617793,Completed,First,"May 23, 2020",45h,,,,,
57,68240,Dukio,Nintendo Switch,45h,NR,,11467616,Completed,First,"April 16, 2020",45h,,,,,
58,68240,GreatWalker,Nintendo Switch,45h,80%,,11600042,Completed,First,"April 29, 2020",45h,,Started playing on the 11 of April,,,
59,68240,Private,Nintendo Switch,45h,NR,45 hours to KK,11519626,Playing Completed,First,"April 21, 2020",45h,45h /,,,,
60,68240,Private,Nintendo Switch,45h,NR,,11336857,Completed,First,"March 24, 2020",45h,,,,,
61,68240,SweLoFe,Nintendo Switch,45h,NR,Time until credits,10217773,Completed,First,"April 18, 2020",45h,,,,,
62,68240,dexterpalmer,Nintendo Switch,45h,NR,K. K. Slider visited; saw the credits.,11636575,Completed,First,"May 03, 2020",45h,,,,,
63,68240,dzhang101,Nintendo Switch,45h,NR,,11618977,Completed,First,"May 02, 2020",45h,,,,,
64,68240,Private,Nintendo Switch,45h,80%,"KK performed on this date. Didn't rush through but did prioritize getting terraforming tools over house upgrades, etc.",11213315,Completed,First,"April 18, 2020",45h,,,,,
65,68240,gameburke,Nintendo Switch,45h,NR,"House fully upgraded, 3 star island, credits.",11200843,Completed,First,"April 19, 2020",45h,,,,,
66,68240,sagesfootball20,Nintendo Switch,45h,NR,,11258815,Completed,First,"April 15, 2020",45h,,,,,
67,68240,thomashalbritter,Nintendo Switch,45h,NR,,11647332,Completed,First,"May 04, 2020",45h,,,,,
68,68240,SneppeYo,Nintendo Switch,45h 10m,100%,,11475376,Playing Completed,First,"April 17, 2020",45h 10m,,,,,
69,68240,shaazimaan404,Nintendo Switch,45h 15m,70%,,11599938,Completed,First,"April 25, 2020",45h 15m,,,,,
70,68240,,Nintendo Switch,45h 20m,NR,,11490936,Completed,First,,45h 20m,,,,,
71,68240,JameSdEke,Nintendo Switch,45h 25m,NR,,11357779,Completed,First,"April 10, 2020",45h 25m,,,,,
72,68240,PumaZebrato,Nintendo Switch,45h 30m,NR,,11482156,Completed,First,"April 18, 2020",45h 30m,,,,,
73,68240,CosmicDashie,Nintendo Switch,46h,80%,KK Slider 1st concert and post credit roll time,11329861,Completed,First,"April 13, 2020",46h,,,,,
74,68240,Hennessy,Nintendo Switch,47h,NR,KK Slider concert and credit roll. House not fully upgraded,11379233,Playing Custom List Completed,First,"April 07, 2020",47h,140h /,,,,
75,68240,Kylo_Hen,Nintendo Switch,47h,NR,,11322378,Completed,First,"April 02, 2020",47h,,,,,
76,68240,anonym6000,Nintendo Switch,48h,NR,Bis K.K.,11473122,Playing Completed,First,"April 17, 2020",48h,,,,,
77,68240,The16BitCharade,Nintendo Switch,49h 02m,NR,Where beating the game is defined by watching the credits roll. There's definitely more to do!,11386791,Custom List Completed,First,"April 13, 2020",49h 02m 31s,58h 53m 41s /,,,,
78,68240,,Nintendo Switch,50h,NR,,11547501,Completed,First,,50h,,,,,
79,68240,,Nintendo Switch,50h,NR,,11819352,Completed,First,,50h,,,,,
80,68240,Blourghi,Nintendo Switch,50h,NR,to keke's live concert,11447383,Completed,First,"May 04, 2020",50h,,,,,
81,68240,ClawFinger56,Nintendo Switch,50h,NR,,11776908,Playing Completed,First,"May 19, 2020",50h,,,,,
82,68240,Eira,Nintendo Switch,50h,NR,,11376301,Playing Completed,First,"April 07, 2020",50h,,,,,
83,68240,Guendolin,Nintendo Switch,50h,70%,,11463501,Completed,First,"April 15, 2020",50h,,Time is to credits.,,,
84,68240,HTownBoi,Nintendo Switch,50h,80%,,11196365,Completed,First,"June 14, 2020",50h,,,,,
85,68240,Huhn0rNud3lSupp3,Nintendo Switch,50h,NR,,11429953,Completed,First,"April 13, 2020",50h,,,,,
86,68240,Kinbur,Nintendo Switch,50h,NR,,11984654,Completed,First,"June 14, 2020",50h,,,,,
87,68240,Lirrsie,Nintendo Switch,50h,NR,,11948106,Completed,First,"April 28, 2020",50h,,,,,
88,68240,MootToot,Nintendo Switch,50h,90%,,11396148,Completed,First,"April 09, 2020",50h,,,,,
89,68240,Never4ever4,Nintendo Switch,50h,90%,Got KK to show up + credit roll,11538511,Completed,First,"April 23, 2020",50h,,,,,
90,68240,NintendoByNature,Nintendo Switch,50h,NR,,11270745,Completed,First,"April 19, 2020",50h,,,,,
91,68240,Sampson,Nintendo Switch,50h,70%,,11249993,Completed,First,"May 28, 2020",50h,,,,,
92,68240,TheMSN,Nintendo Switch,50h,80%,,11403776,Playing Completed,First,"April 10, 2020",50h,,,,,
93,68240,Toadster,Nintendo Switch,50h,NR,"To End Credits, lots of farming so playtime is irrelevant but still",11703799,Completed,First,"April 15, 2020",50h,,,,,
94,68240,TraxDave,Nintendo Switch,50h,NR,,11195645,Completed,First,"June 05, 2020",50h,,,,,
95,68240,UnHoly89,Nintendo Switch,50h,NR,,11556583,Playing Completed,First,"April 18, 2020",50h,,,,,
96,68240,alejo58,Nintendo Switch,50h,NR,,11440106,Playing Completed,First,"April 27, 2020",50h,150h /,,,,
97,68240,danmonse,Nintendo Switch,50h,90%,Rolled the credits.,11590948,Playing Completed,First,"April 20, 2020",50h,,,85h,,
98,68240,Private,Nintendo Switch,50h,NR,,11447862,Completed,First,"May 11, 2020",50h,,,,,
99,68240,rsaesha,Nintendo Switch,50h,NR,,11353930,Completed,First,"April 05, 2020",50h,,,,,
100,68240,Private,Nintendo Switch,50h,NR,Nintendo Switch only gives user data in intervals of 5 hours.,11498700,Completed,First,"April 22, 2020",50h,,,,,
101,68240,,Nintendo Switch,50h 26m,NR,,11326455,Completed,First,,50h 26m,,,,,
102,68240,Bigbellyburger,Nintendo Switch,50h 30m,90%,KK Slider Concert Credits rolled,11026394,Completed,First,"April 08, 2020",50h 30m,,,,,
103,68240,munki331,Nintendo Switch,50h 30m,NR,,11513191,Completed,First,"April 20, 2020",50h 30m,,,,,
104,68240,Jaspion8,Nintendo Switch,50h 45m,NR,,11413234,Completed,First,"April 11, 2020",50h 45m,,,55h,,
105,68240,slipknotx666x,Nintendo Switch,51h 35m,NR,,11029963,Playing Completed,First,"June 14, 2020",51h 35m,52h 15m /,⏱6/15,,,
106,68240,,Nintendo Switch,52h,NR,Until K.K Slider,11421501,Completed,First,,52h,,,,,
107,68240,Flourite,Nintendo Switch,52h,80%,"Time to get K.K, used time travel, 2 rooms in house. 10/10 villagers",11420812,Playing Completed,First,"March 29, 2020",52h,,,,,
108,68240,TheSeahorse,Nintendo Switch,52h,90%,,11366196,Completed,First,"April 06, 2020",52h,,,,,
109,68240,Kentor7,Nintendo Switch,52h 14m,80%,,11224429,Playing Custom List Completed,First,"April 24, 2020",52h 14m,88h 49m /,,,,
110,68240,m00shpit,Nintendo Switch,52h 24m,NR,K.K. was here,11216899,Backlog Completed,First,"May 09, 2020",52h 24m 33s,64h 20m 55s /,,,,
111,68240,Nossda,Nintendo Switch,52h 42m,90%,,11377546,Completed,First,"April 07, 2020",52h 42m 06s,,,,,
112,68240,CaptainPants43,Nintendo Switch,53h,NR,,11203379,Completed,First,"May 17, 2020",53h,,,,,
113,68240,Dario64,Nintendo Switch,53h 10m,80%,Up until the Credits Screen,11253134,Completed,First,"April 29, 2020",53h 10m,,,75h,,
114,68240,,Nintendo Switch,55h,NR,,11302344,Completed,First,,55h,,,,,
115,68240,,Nintendo Switch,55h,NR,,11324612,Completed,First,,55h,,,,,
116,68240,,Nintendo Switch,55h,NR,,11595046,Completed,First,,55h,,,,,
117,68240,,Nintendo Switch,55h,NR,,11891917,Completed,First,,55h,,,,,
118,68240,,Nintendo Switch,55h,NR,,11982928,Completed,First,,55h,,,,,
119,68240,Infinityz,Nintendo Switch,55h,NR,,11595730,Completed,First,"April 03, 2020",55h,,,,,
120,68240,Nanakix,Nintendo Switch,55h,80%,"all house upgrades (last not paid), many fishes and insects, and KK Came live !",11753553,Completed,First,"May 16, 2020",55h,,,,,
121,68240,Ninavigation,Nintendo Switch,55h,100%,,11432438,Playing Completed,First,"April 14, 2020",55h,,,,,
122,68240,OneMinusTwoPlus,Nintendo Switch,55h,70%,,11703500,Completed,First,"April 30, 2020",55h,,,,,
123,68240,Perhapsually,Nintendo Switch,55h,80%,I really only played for about 30 minutes each day. The only reason my hours went up were for the first couple of days.,11797571,Completed,First,"April 20, 2020",55h,,"Still trying to get to 5 stars. I'm not in too much of a rush. I got most of the fossils, but not many of the bugs, fishes, and art pieces. Also trying to get blue roses is such a pain in the ass lol",,,
124,68240,Subjugglator,Nintendo Switch,55h,100%,,11496566,Playing Completed,First,"April 23, 2020",55h,90h /,,90h,,
125,68240,Yoshi1497,Nintendo Switch,55h,NR,,11768104,Playing Completed,First,"May 17, 2020",55h,75h /,,,,
126,68240,andrewl3779,Nintendo Switch,55h,NR,Time taken from Nintendo Switch's profile page. Didn't know the credits would eventually show up.,11582864,Completed,First,"April 27, 2020",55h,,,,,
127,68240,ayanami3,Nintendo Switch,55h,NR,,11199936,Custom List Completed,First,"April 18, 2020",55h,130h /,,,4h 30m,
128,68240,Private,Nintendo Switch,55h,90%,,11508522,Completed,First,"April 20, 2020",55h,,,,,
129,68240,KhanCyrano,Nintendo Switch,58h,70%,,11644404,Completed,First,,58h,,,,,
130,68240,,Nintendo Switch,60h,NR,"Getting to see credits, no time travel",11424921,Completed,First,,60h,,,,,
131,68240,,Nintendo Switch,60h,NR,,11951087,Completed,First,,60h,,,110h,,
132,68240,500kevc,Nintendo Switch,60h,80%,"Going to count seeing the credits roll as completing the ""story."" Still have a lot to do.",10424939,Completed,First,"April 08, 2020",60h,,,,,
133,68240,Private,Nintendo Switch,60h,80%,,11553277,Completed,First,"April 11, 2020",60h,,,,,
134,68240,BowmaniaRules,Nintendo Switch,60h,NR,,11928578,Completed,First,"June 10, 2020",60h,,,,,
135,68240,Colossus816,Nintendo Switch,60h,NR,Credits rolled after KK Slider visited. Still planning on doing much more,11484654,Completed,First,"April 18, 2020",60h,,,,,
136,68240,Croner97,Nintendo Switch,60h,NR,,11518927,Playing Completed,First,"April 15, 2020",60h,,,,,
137,68240,Devars,Nintendo Switch,60h,90%,,11495507,Playing Completed,First,"April 09, 2020",60h,,,,,
138,68240,DoctorPinp,Nintendo Switch,60h,90%,,11624517,Completed,First,,60h,,,,,
139,68240,Katya,Nintendo Switch,60h,70%,,11498241,Backlog Completed,First,"April 18, 2020",60h,75h /,,,,
140,68240,Leroyyy,Nintendo Switch,60h,90%,,11472899,Playing Completed,First,,60h,,,,,
141,68240,Lus146,Nintendo Switch,60h,NR,,11821861,Completed,First,"March 30, 2020",60h,,,110h,,
142,68240,MikeyMalibu,Nintendo Switch,60h,NR,From town start to K. K. Performance,11498212,Completed,First,"April 19, 2020",60h,,"About 2 hours a day since the games launch, at just about 1 month. This is something I'll still be playing naturally, just not as frequently. This game was something special at a special time and I think anybody on this earth with a copy can say that.",,,
143,68240,NerdRope,Nintendo Switch,60h,80%,,11517679,Completed,First,"April 21, 2020",60h,,,,,
144,68240,Private,Nintendo Switch,60h,NR,,11690730,Completed,First,"May 09, 2020",60h,,,,,
145,68240,Pomettini,Nintendo Switch,60h,90%,,11330300,Completed,First,"April 03, 2020",60h,,,,,
146,68240,Private,Nintendo Switch,60h,100%,,11232376,Playing Completed,First,"April 09, 2020",60h,120h /,,,,
147,68240,Sora1248,Nintendo Switch,60h,NR,"Time until the credits rolled at the concert. Haven't stopped the time; ""60h or more"" playtime according to the Switch.",11284990,Playing Backlog Completed,First,"May 19, 2020",60h,60h /,,,,
148,68240,TOPHATANT123,Nintendo Switch,60h,NR,,11608242,Completed,First,"April 30, 2020",60h,,,,,
149,68240,TiavioliGaming,Nintendo Switch,60h,NR,,11944740,Completed,First,"June 09, 2020",60h,,,,,
150,68240,TrevortheDogg,Nintendo Switch,60h,NR,,11989353,Playing Completed,First,"April 04, 2020",60h,115h /,,,,
151,68240,alexo774,Nintendo Switch,60h,90%,,11994436,Custom List Completed,First,"June 14, 2020",60h,110h /,,,,
152,68240,alexo774,Nintendo Switch,60h,90%,,11994439,Completed,First,"April 02, 2020",60h,,,,,
153,68240,bilouy,Nintendo Switch,60h,90%,Time until the first credit rolled.,11426766,Completed,First,"April 12, 2020",60h,,,,,
154,68240,branden1011,Nintendo Switch,60h,NR,,11202793,Completed,First,"April 28, 2020",60h,,,,,
155,68240,dzbnkx,Nintendo Switch,60h,100%,,11615310,Playing Backlog Completed,First,"April 15, 2020",60h,90h /,,,,
156,68240,kaikarinha,Nintendo Switch,60h,NR,,11563053,Completed,First,"April 13, 2020",60h,,,,,
157,68240,kayjoon,Nintendo Switch,60h,NR,,11626021,Playing Completed,First,"April 18, 2020",60h,150h /,,,,
158,68240,pastelninetales,Nintendo Switch,60h,80%,made it to the credits!,11534623,Completed,First,"April 18, 2020",60h,,,,,
159,68240,raegazel,Nintendo Switch,60h,80%,,12036204,Completed,First,"June 13, 2020",60h,,,,,
160,68240,Private,Nintendo Switch,60h,NR,,11312883,Completed,First,"April 28, 2020",60h,,,,,
161,68240,xLastSamuraix,Nintendo Switch,60h,NR,,11277319,Completed,First,"April 06, 2020",60h,,,,,
162,68240,ygee,Nintendo Switch,60h,NR,,11232610,Playing Completed,First,"March 27, 2020",60h,105h /,,,,
163,68240,coleneff,Nintendo Switch,60h 10m,90%,,11552231,Completed,First,"April 25, 2020",60h 10m,,,,,
164,68240,lukagamedev,Nintendo Switch,60h 25m,90%,,11718464,Playing Completed,First,"May 13, 2020",60h 25m,,,,,
165,68240,BreakoutAR,Nintendo Switch,60h 38m,80%,,11957931,Custom List 2 Completed,First,"June 13, 2020",60h 38m,93h 04m /,,,,
166,68240,Private,Nintendo Switch,60h 46m,80%,,11573779,Playing Custom List Completed,First,"April 24, 2020",60h 46m,90h /,,,,
167,68240,Cithiel,Nintendo Switch,61h,80%,,11474697,Completed,First,"April 19, 2020",61h,,,75h,,
168,68240,aleqhz,Nintendo Switch,61h,NR,,10849875,Completed,First,"June 18, 2020",61h,,,75h,,180h
169,68240,Alexsanlo,Nintendo Switch,62h,80%,,11234770,Custom List Completed,First,"April 07, 2020",62h,79h 15m /,,,,
170,68240,Pach,Nintendo Switch,62h,NR,,12007619,Playing Completed,First,"June 15, 2020",62h,,,,,
171,68240,,Nintendo Switch,62h 30m,NR,,11566079,Completed,First,,62h 30m,,,,,
172,68240,TommyGun,Nintendo Switch,63h,80%,,11461693,Completed,First,"April 14, 2020",63h,,,,,
173,68240,Raftacon,Nintendo Switch,64h 30m,80%,,11198422,Completed,First,"April 21, 2020",64h 30m,,,,,
174,68240,OGX1,Nintendo Switch,64h 37m,NR,,11895438,Completed,First,,64h 37m,,,,,
175,68240,,Nintendo Switch,65h,NR,,11396989,Completed,First,,65h,,,,,
176,68240,,Nintendo Switch,65h,NR,,11401936,Completed,First,,65h,,,,,
177,68240,70457,Nintendo Switch,65h,NR,KK Slider,11175202,Completed,First,"April 06, 2020",65h,,,,,
178,68240,Bluziken,Nintendo Switch,65h,90%,,11317447,Completed,First,"April 01, 2020",65h,,,120h,,
179,68240,Dierce,Nintendo Switch,65h,90%,,11364020,Completed,First,"April 16, 2020",65h,,,,,
180,68240,EcchiHybrid,Nintendo Switch,65h,NR,,11450318,Playing Completed,First,"March 20, 2020",65h,180h /,,,,
181,68240,HecTiicClaw,Nintendo Switch,65h,90%,,11396391,Completed,First,"April 09, 2020",65h,,,,,
182,68240,JamaicanBacon08,Nintendo Switch,65h,NR,,11777653,Completed,First,"May 18, 2020",65h,,,,,
183,68240,Obscho,Nintendo Switch,65h,NR,,11756101,Completed,First,"May 16, 2020",65h,,,,,
184,68240,ScreamingNarwhal,Nintendo Switch,65h,NR,,11260795,Completed,First,"April 24, 2020",65h,,,,,
185,68240,Shima,Nintendo Switch,65h,90%,,11287663,Completed,First,"April 01, 2020",65h,,,,,
186,68240,Sparontax,Nintendo Switch,65h,NR,,11378809,Completed,First,"April 04, 2020",65h,,,,,
187,68240,grendel,Nintendo Switch,65h,90%,,11343328,Playing Backlog Completed,First,"April 13, 2020",65h,,,,,
188,68240,kingdomjoeyy,Nintendo Switch,65h,80%,,11467631,Completed,First,"April 03, 2020",65h,,,,,
189,68240,midsch,Nintendo Switch,65h,NR,,11615445,Completed,First,"May 01, 2020",65h,,,,,
190,68240,,Nintendo Switch,65h 22m,NR,,11275231,Completed,First,,65h 22m,,,,,
191,68240,Viboras,Nintendo Switch,65h 40m,70%,Getting the credits roll,11488413,Completed,First,"April 04, 2020",65h 40m,,,,,
192,68240,,Nintendo Switch,65h 49m,NR,,11309464,Completed,First,,65h 49m,,,,,
193,68240,Private,Nintendo Switch,66h,NR,,11565116,Playing Completed,First,"April 26, 2020",66h,85h /,,,,
194,68240,HORSE_LORD,Nintendo Switch,67h,NR,,11308520,Playing Completed,First,"March 31, 2020",67h,,,,,
195,68240,,Nintendo Switch,68h,NR,,11395751,Completed,First,,68h,,,,,
196,68240,Mellori,Nintendo Switch,68h,NR,Hours are estimated based on play activity and time I assume was afk.,11098340,Custom List 2 Completed,First,"April 06, 2020",68h,,,,,
197,68240,Sosios,Nintendo Switch,68h,NR,,11548790,Playing Completed,First,"April 24, 2020",68h,85h /,,,,
198,68240,tanaka2687,Nintendo Switch,68h,90%,,11547076,Completed,First,,68h,,,,,
199,68240,,Nintendo Switch,70h,NR,,11395403,Completed,First,,70h,,,,,
200,68240,,Nintendo Switch,70h,NR,,11538589,Completed,First,,70h,,,,,
201,68240,,Nintendo Switch,70h,NR,,11597593,Completed,First,,70h,,,,,
202,68240,9dbc9,Nintendo Switch,70h,90%,,11393150,Playing Completed,First,"April 05, 2020",70h,275h /,,150h,,
203,68240,AlbeerBeto,Nintendo Switch,70h,NR,,11442961,Playing Completed,First,"April 11, 2020",70h,80h /,,,,
204,68240,Chill200,Nintendo Switch,70h,NR,,11233252,Playing Completed,First,"May 05, 2020",70h,70h /,,,,
205,68240,Private,Nintendo Switch,70h,NR,,11378061,Completed,First,"April 07, 2020",70h,,,,,
206,68240,Montimorti,Nintendo Switch,70h,100%,This is up until the credits came along.,9020571,Custom List Completed,First,"April 29, 2020",70h,90h /,,,,
207,68240,Private,Nintendo Switch,70h,NR,,11467437,Completed,First,,70h,,,,,
208,68240,Nicholas4Tech,Nintendo Switch,70h,NR,,11940696,Completed,First,"April 04, 2020",70h,,,,,
209,68240,Noka,Nintendo Switch,70h,80%,,11275022,Playing Completed,First,"April 08, 2020",70h,90h /,,,,
210,68240,PurpleCrab,Nintendo Switch,70h,100%,"KK Slider Concert Unlocked, Second-to-last house upgrade.",11365702,Custom List 2 Completed,First,"April 06, 2020",70h,,,,,
211,68240,Private,Nintendo Switch,70h,100%,,11195577,Completed,First,"April 07, 2020",70h,,,,,
212,68240,gobby,Nintendo Switch,70h,NR,,11672341,Completed,First,,70h,,,,,
213,68240,kotra97,Nintendo Switch,70h,NR,Finish buy house,11705891,Completed,First,"May 11, 2020",70h,,,,,
214,68240,liamner,Nintendo Switch,70h,90%,,11315333,Playing Completed,First,"April 03, 2020",70h,215h /,,85h,1h 30m,
215,68240,rocchan,Nintendo Switch,70h,80%,,9155570,Completed,First,"April 18, 2020",70h,,,105h,,
216,68240,RSGabe,Nintendo Switch,72h,90%,,11457319,Completed,First,"April 12, 2020",72h,,,,,
217,68240,,Nintendo Switch,75h,NR,,11318445,Completed,First,,75h,,,,,
218,68240,,Nintendo Switch,75h,NR,,11320874,Completed,First,,75h,,,,,
219,68240,,Nintendo Switch,75h,NR,,11346305,Completed,First,,75h,,,,,
220,68240,,Nintendo Switch,75h,NR,,11381512,Completed,First,,75h,,,,,
221,68240,Marowhacker,Nintendo Switch,75h,80%,,11747438,Completed,First,"May 15, 2020",75h,,,,,
222,68240,PTChesnaught,Nintendo Switch,75h,100%,"Unlocked KK Slider Concert, not all house upgrades",11351653,Completed,First,"April 03, 2020",75h,,,,,
223,68240,Prissou,Nintendo Switch,75h,NR,,11630189,Playing Completed,First,"May 02, 2020",75h,,,,,
224,68240,WaveSquirrel,Nintendo Switch,75h,NR,Reorganized village and lots of items and stuff,11199287,Playing Completed,First,"June 05, 2020",75h,120h /,,120h,,
225,68240,YoungHades,Nintendo Switch,75h,90%,,11612887,Completed,First,"April 18, 2020",75h,,,,,
226,68240,blackMamba1187,Nintendo Switch,75h,90%,KK played and credits,11279706,Completed,First,"April 19, 2020",75h,,played all portable,,,
227,68240,glossynooter,Nintendo Switch,75h,100%,,11435703,Completed,First,"April 13, 2020",75h,,,,,
228,68240,x4Electr0n,Nintendo Switch,75h,NR,,11588655,Completed,First,"April 28, 2020",75h,,,,,
229,68240,,Nintendo Switch,80h,NR,"All house upgrades, 5 star rating, no time travel, not rushed",11608589,Completed,First,,80h,,,180h,,
230,68240,Alpharad,Nintendo Switch,80h,80%,,11516633,Completed,First,,80h,,,,,
