,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Progress,Main+Extras,Completionist,Personal Notes,Co-Op,Speedrun,100% Speedrun
28,14443,,PC,7h,NR,,4836404,Completed,First,7h,,,,,,,,
29,14443,500kevc,PC,7h,50%,,8035702,Completed,First,7h,"January 28, 2019",,,,,,,
30,14443,AirPotato,PC,7h,NR,,3440723,Completed,Replay,7h,"September 20, 2016",,,,,,,
31,14443,Azareth,PC,7h,NR,,4390077,Completed,First,7h,"May 06, 2017",,,,,,,
32,14443,Bouland,PC,7h,NR,Easy. steam time. includes all cutscenes and end credits. 60% completed at end report,8280327,Completed,First,7h,"February 16, 2019",,,,,,,
33,14443,CaptainPeanut,PC,7h,100%,,9314686,Completed,First,7h,"August 06, 2019",,,,,,,
34,14443,Degeto,PC,7h,90%,,4033328,Completed,First,7h,,,,,,,,
35,14443,DirtyMac,PC,7h,90%,,602509,Completed,First,7h,"January 29, 2014",,,,,,,
36,14443,Dynow,PC,7h,50%,,2066888,Completed,First,7h,,,,,,,,
37,14443,Fevream,PC,7h,80%,Very nice Batman game ever made.,10624064,Completed,Replay,7h,"December 20, 2019",,,,,,,
38,14443,FortunaK,PC,7h,NR,,9343823,Completed,First,7h,"August 11, 2019",,,,,,,
39,14443,GamesBrit,PC,7h,NR,,12021757,Completed,First,7h,"June 17, 2020",,,,,,,
40,14443,Private,PlayStation 3,7h,NR,,6383946,Completed,First,7h,"June 10, 2018",,,,,,,
41,14443,Scythe_Raid,PC,7h,90%,,6345611,Completed,Replay,7h,,,20h,27h 30m,,,,
42,14443,blindtiger,PC,7h,80%,,723969,Completed,First,7h,,,,,,,,
43,14443,brunolpu,PC,7h,NR,,3357058,Completed,Replay,7h,"August 24, 2016",,,,,,,
44,14443,jack_van_charro,PC,7h,NR,,11153598,Completed,First,7h,"November 26, 2013",,,,,,,
45,14443,nick2017,PC,7h,NR,,10252435,Completed,First,7h,,,,,,,,
46,14443,oguzhan96,PC,7h,NR,,2275362,Completed,First,7h,"December 26, 2015",,,,,,,
47,14443,sajmon213,PC,7h,NR,,9261864,Completed,First,7h,"July 29, 2019",,,,,,,
48,14443,tussar,PC,7h,NR,,4126536,Completed,First,7h,"February 28, 2017",,,,,,,
49,14443,victori91,PC,7h,NR,,7376195,Completed,First,7h,"August 17, 2019",,,,,,,
50,14443,ThunderGame,PC,7h 01m,NR,,10635485,Completed,First,7h 01m 56s,"December 22, 2019",,,,,,,
51,14443,gingijackson,PC,7h 06m,NR,,11001558,Completed,Replay,7h 06m,"January 29, 2020",,,,,,,
52,14443,TamaHawk,PC,7h 08m,90%,Completed in 1 sitting,7147086,Completed,Replay,7h 08m 41s,"September 30, 2018",,,,,,,
53,14443,mcollier416,PC,7h 10m,NR,,10527760,Completed,First,7h 10m,"December 02, 2019",,,,,,,
54,14443,,PC,7h 12m,NR,,3489218,Completed,Replay,7h 12m,,,10h,24h,,,,
55,14443,Private,PC,7h 12m,NR,,6895325,Replay Completed,Replay,7h 12m 15s,"February 13, 2018",,,,,,,
56,14443,Namaku64,PC,7h 20m,NR,,11250744,Completed,First,7h 20m,"November 29, 2017",,,,,,,
57,14443,wolcin,PC,7h 20m,NR,,4392122,Completed,First,7h 20m,"May 10, 2017",,,,,,,
58,14443,theplump,PC,7h 21m,90%,,1776613,Completed,First,7h 21m,"December 24, 2012",,,,,,,
59,14443,,PC,7h 30m,NR,,4406269,Completed,First,7h 30m,,,,,,,,
60,14443,Ifrit30,PC,7h 30m,90%,,699093,Completed,First,7h 30m,"April 19, 2014",,,,,,,
61,14443,Tirach,PC,7h 30m,70%,,5818737,Completed,First,7h 30m,"February 12, 2018",,,,,,,
62,14443,Raoulospipitos,PC,7h 36m,NR,,8284189,Completed,First,7h 36m,"February 17, 2019",,,,,,,
63,14443,coldfusuin,PC,7h 36m,80%,,5296817,Completed,First,7h 36m,"November 10, 2017",,,,,,,
64,14443,Private,PC,7h 40m,70%,,4578831,Custom List 2 Completed,First,7h 40m,"June 17, 2017",,,,,,,
65,14443,,PC,7h 42m,NR,,6013596,Completed,First,7h 42m 01s,,,,,,,,
66,14443,,PC,7h 45m,NR,,958029,Completed,First,7h 45m,,,,,,,,
67,14443,,PlayStation 4,7h 45m,NR,Some Riddler trophies and riddles were collected,9027901,Completed,Replay,7h 45m 20s,,,,,,,,
68,14443,Moddr1n,PC,7h 45m,80%,,8316137,Completed,First,7h 45m 55s,"April 16, 2018",,,,,,,
69,14443,Echdout,PC,7h 46m,80%,,5457730,Completed,First,7h 46m 54s,"December 13, 2017",,,,,,,
70,14443,limitlessbritt,PC,7h 49m,80%,,8208417,Completed,First,7h 49m 06s,"October 18, 2019",,,,,,,
71,14443,,PC,7h 55m,NR,,7574180,Completed,First,7h 55m,,,,,,,,
72,14443,Private,PlayStation 3,7h 57m,90%,,1193978,Completed,First,7h 57m,"March 15, 2015",,,,,,,
73,14443,,PC,8h,NR,,654013,Completed,First,8h,,,,,,,,
74,14443,,PC,8h,NR,,1221662,Completed,First,8h,,,9h 30m,12h,,,,
75,14443,,PC,8h,NR,,5284734,Completed,First,8h,,,,,,,,
76,14443,,PC,8h,NR,,8961691,Completed,First,8h,,,,,,,,
77,14443,,PC,8h,NR,,9397489,Completed,First,8h,,,,,,,,
78,14443,,PC,8h,NR,,10146738,Completed,Replay,8h,,,,,,,,
79,14443,,PC,8h,NR,,11993952,Completed,First,8h,,,,,,,,
80,14443,2theTardis,PlayStation 4,8h,NR,,4804957,Completed,First,8h,"July 22, 2017",,,,,,,
81,14443,Private,PC,8h,90%,,11576984,Completed,First,8h,"October 25, 2013",,,,,,,
82,14443,AndreyATGB,PC,8h,NR,,1458189,Completed,First,8h,"June 21, 2015",,,,,,,
83,14443,BruunGaming,PC,8h,NR,,8978169,Completed,First,8h,,,,,,,,
84,14443,CygnusX1,PC,8h,NR,,11209852,Completed,First,8h,,,,,,,,
85,14443,DaddyDan,PC,8h,NR,,10231633,Completed,First,8h,"October 11, 2019",,,,,,,
86,14443,ErsatzWasTaken,PC,8h,40%,,5547573,Completed,First,8h,,,,,,,,
87,14443,Flipsider,PC,8h,70%,,8505293,Completed,First,8h,,,,,,,,
88,14443,Gidner,PC,8h,80%,,7191434,Completed,First,8h,"October 06, 2018",,,,,,,
89,14443,Private,PC,8h,NR,,4611588,Completed,First,8h,"June 22, 2017",,,,,,,
90,14443,Jasper,PC,8h,NR,,2203309,Completed,First,8h,2013,,,,,,,
91,14443,Madd,PC,8h,70%,,519268,Completed,First,8h,"November 09, 2015",,,,,,,
92,14443,Private,PC,8h,NR,,1321377,Completed,First,8h,"April 28, 2015",,,,,,,
93,14443,Poplecznik,PC,8h,NR,,10583267,Completed,Replay,8h,"December 13, 2019",,,,,,,
94,14443,Satoko,PC,8h,NR,,7281103,Completed,First,8h,"October 20, 2018",,,,,,,
95,14443,Stromblad,PC,8h,70%,,2935806,Completed,First,8h,2013,,,,,,,
96,14443,Private,PC,8h,NR,,1589415,Completed,First,8h,"March 12, 2015",,,,,,,
97,14443,Tottie,PC,8h,NR,,8491828,Completed,First,8h,"March 24, 2019",,,,,,,
98,14443,Tyril132,PC,8h,90%,,482205,Completed,First,8h,,,11h,22h,,,,
99,14443,all2surreal,PC,8h,100%,,1040366,Completed,First,8h,"December 31, 2014",,,,,,,
100,14443,bdjammin99,PC,8h,NR,,8689719,Completed,First,8h,"April 30, 2019",,,,,,,
101,14443,bravo626,PlayStation 3,8h,100%,,4116684,Completed,First,8h,"February 26, 2017",,,20h,,,,
102,14443,craigx1995,PC,8h,90%,,7775651,Completed,Replay,8h,"December 18, 2018",,,,,,,
103,14443,dawezer,PC,8h,NR,,1404692,Completed,First,8h,"July 03, 2015",,,,,,,
104,14443,fvonk,PC,8h,NR,,11013068,Completed,Replay,8h,"February 18, 2020",,,,,,,
105,14443,inautumn,PC,8h,NR,,539842,Completed,Replay,8h,"December 21, 2013",,,,,,,
106,14443,jpt11399,PC,8h,NR,,2666029,Completed,Replay,8h,"February 28, 2016",,,,,,,
107,14443,kitfistoexe,PC,8h,NR,,765729,Completed,First,8h,,,,,,,,
108,14443,konxhimself,PC,8h,70%,,4567222,Completed,First,8h,,,,,,,,
109,14443,marcelsl,PC,8h,70%,,5926521,Completed,First,8h,,,,,,,,
110,14443,Private,PC,8h,NR,,11135496,Completed,First,8h,"March 11, 2020",,10h,,,,,
111,14443,mjricco,PC,8h,90%,,3225317,Backlog Completed,Replay,8h,"May 13, 2015",,,,,,,
112,14443,omaroofshady,PC,8h,NR,,10394879,Completed,Replay,8h,"January 05, 2019",,,,,,,
113,14443,shaazimaan404,PC,8h,80%,,10945680,Completed,First,8h,2019,,,,,,,
114,14443,spes,PC,8h,NR,,1446240,Completed,First,8h,"November 05, 2013",,,,,,,
115,14443,supertoast3000,PC,8h,NR,,6664523,Completed,First,8h,,,,,,,,
116,14443,xsuffer,PC,8h,70%,,3731281,Completed,First,8h,"December 07, 2016",,,,,,,
117,14443,,PC,8h 06m,NR,,493042,Completed,Replay,8h 06m,,,,,,,,
118,14443,Private,PC,8h 10m,100%,,1059582,Completed,Replay,8h 10m,"April 15, 2014",,,,,,,
119,14443,,PC,8h 12m,NR,,1398258,Completed,First,8h 12m,,,,,,,,
120,14443,,PC,8h 12m,NR,,11832548,Completed,First,8h 12m,,,,,,,,
121,14443,alittlecoldoutside,PC,8h 12m,80%,,506624,Completed,First,8h 12m,"December 09, 2013",,,,,,,
122,14443,zkas90,PC,8h 12m,NR,,2100049,Completed,First,8h 12m,"November 17, 2015",,,,,,,
123,14443,SanfordJS,PC,8h 12m,NR,,9099550,Completed,Replay,8h 12m 45s,"July 07, 2019",,10h 32m 11s,,,,,
124,14443,Private,PC,8h 17m,NR,,2598320,Completed,First,8h 17m,,,,,,,,
125,14443,Private,PC,8h 18m,80%,,661708,Completed,Replay,8h 18m,,,,,,,,
126,14443,,PlayStation 4,8h 20m,NR,,5633535,Completed,Replay,8h 20m,,,,,,,,
127,14443,Private,PC,8h 20m,NR,,1858032,Completed,First,8h 20m,"September 22, 2015",,,,,,,
128,14443,,PC,8h 20m,NR,,11426612,Completed,Replay,8h 20m 45s,,,,,,,,
129,14443,Ciclon,PC,8h 22m,40%,,7496628,Completed,First,8h 22m,"October 06, 2018",,,,,,,
130,14443,kyoukishoji,PC,8h 23m,NR,,780152,Completed,First,8h 23m 30s,"September 23, 2014",,,,,,,
131,14443,TriKi,PC,8h 24m,80%,,10679500,Completed,First,8h 24m,,,,,,,,
132,14443,Shromp,PC,8h 25m,90%,,10837915,Custom List Completed,First,8h 25m,,,,,,,,
133,14443,,PC,8h 30m,NR,,1237678,Completed,First,8h 30m,,,,,,,,
134,14443,,PC,8h 30m,NR,,7303392,Completed,First,8h 30m,,,,,,,,
135,14443,Kekachino,PC,8h 30m,70%,,11003481,Completed,First,8h 30m,"January 17, 2020",,,,,,,
136,14443,Private,PC,8h 30m,NR,,732752,Completed,First,8h 30m,,,,,,,,
137,14443,Phane,PC,8h 31m,70%,I only got Perfect Knight achievement. I still didn't played it on hard or any other difficulty.,7995166,Completed,First,8h 31m 10s,"January 12, 2019",,16h,28h 51m 57s,Blind. First Playtrough. I had a lot of fun. Took me 2 weeks for full completion. (2 hours a day of playing),,,
138,14443,Oniaku,PlayStation 3,8h 31m,100%,,965516,Completed,First,8h 31m 42s,"October 06, 2014",,,,,,,
139,14443,TheInfection43,PC,8h 35m,NR,,1218424,Completed,First,8h 35m,,,,,,,,
140,14443,Sarrkey,PC,8h 35m,NR,,6623443,Completed,Replay,8h 35m 26s,"July 20, 2018",,,,,,,
141,14443,Sinrah,PC,8h 36m,80%,,2771296,Completed,First,8h 36m,,,,,,,,
142,14443,Xbai,PC,8h 36m,NR,,1015880,Completed,First,8h 36m,"September 16, 2014",,,,,,,
143,14443,AHNS,PC,8h 37m,NR,,11031862,Completed,First,8h 37m,"February 22, 2020",,,,,,,
144,14443,Mosky,PC,8h 37m,NR,,10146218,Completed,First,8h 37m,"September 25, 2019",,,,,,,
145,14443,,PC,8h 40m,NR,,1465877,Completed,First,8h 40m,,,,,,,,
146,14443,BeroeZara,PC,8h 40m,90%,,521507,Completed,First,8h 40m,"January 24, 2014",,,,,,,
147,14443,aigis,PC,8h 40m,NR,,4856708,Completed,First,8h 40m,,,,,,,,
148,14443,fierymuffin,PC,8h 40m,90%,,4042062,Completed,First,8h 40m,"February 09, 2017",,,,,,,
149,14443,Lukakico,PC,8h 42m,90%,,10491345,Completed,First,8h 42m,,,,,,,,
150,14443,GOMIS88,PC,8h 45m,90%,,8233079,Completed,First,8h 45m,"February 09, 2017",,,,,,,
151,14443,ROBALEXXX_CP,Xbox One,8h 45m,80%,,11892760,Completed,First,8h 45m,"June 02, 2020",,,,,,,
152,14443,TGRacing23,PC,8h 45m,80%,,11446677,Completed,Replay,8h 45m,"April 14, 2020",,,,,,,
153,14443,ViPeZz,PC,8h 45m,100%,Finished Main + Most Challenger Modes and had 80% Riddles finished,9061277,Custom List Completed,First,8h 45m,"July 04, 2019",10h 18m /,10h 18m,,Finished Main + Most Challenger Modes and had 80% Riddles finished (I may comeback to 100% the game),,,
154,14443,jacobop13,PC,8h 48m,80%,66% completion,8239882,Completed,First,8h 48m,"November 24, 2019",,,,,,,
155,14443,,PC,8h 50m,NR,,4541174,Completed,Replay,8h 50m,,,,,,,,
156,14443,AlexChac,Xbox 360,8h 50m,90%,,812432,Completed,First,8h 50m 48s,,,14h 30m,,,,,
157,14443,Zevik1999,PC,8h 56m,100%,Main story in normal difficulty.,11070392,Completed,First,8h 56m 35s,"February 29, 2020",,,,,,,
158,14443,,PC,9h,NR,,509836,Completed,First,9h,,,,,,,,
159,14443,,PC,9h,NR,,1087050,Completed,First,9h,,,,,,,,
160,14443,,PC,9h,NR,,3729767,Completed,First,9h,,,,,,,,
161,14443,,PC,9h,NR,,7913159,Completed,First,9h,,,,,,,,
162,14443,,PC,9h,NR,,8643237,Completed,First,9h,,,,,,,,
163,14443,,PC,9h,NR,,9059144,Completed,First,9h,,,,,,,,
164,14443,,PC,9h,NR,,10146413,Completed,First,9h,,,,,,,,
165,14443,49Zipper,Xbox One,9h,NR,,9235167,Replay Completed,Replay,9h,"July 26, 2019",9h 51m /,,,,,,
166,14443,Artemis_Fowl,PC,9h,NR,,2706179,Completed,First,9h,"March 08, 2016",,12h,13h,,,,
167,14443,Berkki,PC,9h,NR,,11482284,Completed,First,9h,"April 26, 2017",,,,,,,
168,14443,BradyBrade,PC,9h,NR,,1283024,Completed,First,9h,"April 06, 2015",,,,,,,
169,14443,CRMSYN,PC,9h,NR,,4380717,Custom List Completed,First,9h,"May 03, 2017",,,,,,,
170,14443,DanilHendra,PC,9h,90%,,4675505,Completed,First,9h,"February 14, 2017",,,,,,,
171,14443,Dimitrij1337,PC,9h,NR,,1361130,Completed,First,9h,"May 26, 2015",,,,,,,
172,14443,FarCraw,PC,9h,NR,,722227,Completed,First,9h,"April 29, 2014",,,,,,,
173,14443,Fundyracer,PC,9h,70%,,10596278,Completed,First,9h,"October 30, 2016",,,,,,,
174,14443,HecTiicClaw,PC,9h,80%,,8907959,Completed,First,9h,"June 08, 2019",,,,,,,
175,14443,Henkkles,PC,9h,80%,,2949878,Completed,First,9h,,,,,,,,
176,14443,Henkkles,PC,9h,NR,,5332479,Completed,First,9h,,,,,,,,
177,14443,Henry_G,PC,9h,70%,,1085909,Completed,First,9h,,,,,,,,
178,14443,Private,PC,9h,NR,,9682525,Completed,First,9h,,,,,,,,
179,14443,Informal,PC,9h,NR,,6508960,Completed,First,9h,,,,,,,,
180,14443,Ir0n_Agr0,PlayStation 3,9h,80%,,4352011,Completed,First,9h,,,,,,,,
181,14443,Kauk,PC,9h,80%,,5198548,Completed,First,9h,"November 10, 2013",,,,,,,
182,14443,KummaChristopher,PC,9h,80%,,10536875,Completed,First,9h,"December 04, 2019",,,,,,,
183,14443,ManosPer23,PC,9h,NR,,11416407,Completed,First,9h,"January 25, 2017",,,,,,,
184,14443,Martillo,PC,9h,100%,,2188968,Completed,First,9h,"January 03, 2015",,11h,12h,,,,
185,14443,Netherstorms,PC,9h,NR,,1175532,Completed,First,9h,,,,,,,,
186,14443,NicolasDSTR,PC,9h,70%,,10751676,Completed,Replay,9h,"March 05, 2016",,,,,,,
187,14443,Nilmon,PC,9h,70%,,8361588,Completed,First,9h,"March 19, 2018",,,,,,,
188,14443,Pluwo4,PC,9h,90%,A lot of fun.,482461,Completed,First,9h,"November 17, 2013",,,,,,,
189,14443,Seroon,PC,9h,NR,Tracked time.,6948413,Completed,First,9h,March 2015,,,,,,,
190,14443,Sikmeister,PlayStation 4,9h,NR,,7699832,Completed,First,9h,"January 01, 2019",,,,,,,
191,14443,SpaceboyP,PC,9h,NR,,9661186,Replay Completed,Replay,9h,"September 16, 2019",,,,,,,
192,14443,Tagggy,PC,9h,NR,,4440229,Completed,First,9h,"May 17, 2017",,,,,,,
193,14443,Tiiberiius,PC,9h,90%,,1422513,Completed,First,9h,"November 12, 2013",,,,,,,
194,14443,Unoriginalname52,PC,9h,NR,,8575631,Completed,Replay,9h,"April 07, 2019",,,,,,,
195,14443,VoidVarjo,PC,9h,NR,,5385159,Completed,First,9h,"November 26, 2017",,,,,,,
196,14443,Vuuchie,PC,9h,80%,,11383885,Completed,First,9h,"May 31, 2020",,,,,,,
197,14443,Xor_van_Dorf,PC,9h,NR,,3465084,Completed,Replay,9h,"March 13, 2010",,,,,,,
198,14443,Xor_van_Dorf,PlayStation 4,9h,NR,,7580070,Completed,Replay,9h,"November 25, 2018",,,,,,,
199,14443,Zupupu,PC,9h,NR,,11339350,Completed,First,9h,,,,,,,,
200,14443,ati,PC,9h,NR,,8113335,Completed,First,9h,"January 24, 2019",,,,,,,
201,14443,brownmagic,PC,9h,NR,,7731346,Completed,First,9h,"June 26, 2014",,,,,,,
202,14443,carlingas,PC,9h,NR,,10670438,Completed,First,9h,,,,,,,,
203,14443,eliasaj92,PC,9h,80%,,9036288,Completed,First,9h,"July 13, 2019",,,,,,,
204,14443,galafle,PC,9h,100%,,9545444,Completed,First,9h,,,15h,,,,,
205,14443,haisoj,PC,9h,80%,68% completion on normal,3286426,Completed,First,9h,"August 22, 2017",,,,,,,
206,14443,iCookieJar,PC,9h,NR,,4029781,Completed,First,9h,,,,,,,,
207,14443,inevias,PC,9h,NR,,1231746,Completed,Replay,9h,"April 27, 2014",,,,,,,
208,14443,jadrianr,PC,9h,70%,,10175334,Completed,First,9h,"October 02, 2019",,,,,,,
209,14443,leonskye,PC,9h,NR,,11005581,Completed,First,9h,"October 18, 2018",,,,,,,
210,14443,Private,PC,9h,80%,,8313976,Completed,First,9h,"July 10, 2019",,,,,,,
211,14443,mastershake575,PC,9h,NR,,2771818,Completed,First,9h,,,,,,,,
212,14443,mcsquib377,PC,9h,NR,,3133291,Completed,First,9h,"October 21, 2015",,,,,,,
213,14443,mightyelk,PC,9h,NR,,4208944,Completed,First,9h,,,,,,,,
214,14443,oxitorenk,PC,9h,NR,,7842091,Completed,First,9h,"December 27, 2018",,,,,,,
215,14443,surreal,PC,9h,NR,,10674784,Completed,First,9h,"December 28, 2019",,,,,,,
216,14443,sw38130,PC,9h,NR,,4395446,Completed,First,9h,"May 07, 2017",,,,,,,
217,14443,thephantomtimelord1,Mac,9h,70%,,5637898,Completed,First,9h,,,10h,15h,,,,
218,14443,trophytroll,PC,9h,NR,All base game challenges and all achievements,11052093,Playing Completed,First,9h,"February 25, 2020",9h /,14h,24h 48m,,,,
219,14443,uzomi,PC,9h,NR,"Hard Mode, did get some of the extra content, but not all of them.",4682923,Completed,First,9h,"July 03, 2017",,,,,,,
220,14443,w920528,PC,9h,70%,,680214,Completed,First,9h,,,,,,,,
221,14443,Private,PC,9h,70%,,8114061,Completed,First,9h,"December 09, 2018",,,,,,,
222,14443,yigitkoparan123,PC,9h,80%,,4917269,Completed,First,9h,"August 16, 2014",,,,,,,
223,14443,Mechanox,PC,9h 01m,NR,,10362332,Completed,First,9h 01m 01s,"November 04, 2019",,,,,,,
224,14443,thegreatcraig,Xbox One,9h 04m,NR,,7112247,Completed,First,9h 04m,"September 14, 2019",,,,,,,
225,14443,defcon1,PC,9h 05m,80%,,5260308,Completed,First,9h 05m,,,,,,,,
226,14443,instinxys,PC,9h 05m,70%,,11815825,Completed,First,9h 05m 43s,"May 23, 2020",,,,,,,
227,14443,MarkOfGilead19,PC,9h 05m,NR,,6991232,Completed,Replay,9h 05m 45s,"September 06, 2018",,11h 43m 08s,14h 15m 35s,,,,
228,14443,antonmannen,PC,9h 06m,80%,,11132920,Custom List 2 Completed,First,9h 06m,"February 27, 2020",,,,,,,
229,14443,mikahasala,PC,9h 10m,90%,,10452457,Completed,First,9h 10m,"November 19, 2019",,,,,,,
230,14443,Katerona,Xbox One,9h 12m,NR,,11588674,Completed,First,9h 12m,"April 16, 2020",,,,,,,
231,14443,LinealJerk,PC,9h 13m,NR,,8962975,Completed,First,9h 13m,"February 22, 2020",,,,,,,
232,14443,levitlp,PlayStation 3,9h 13m,90%,,2861179,Completed,First,9h 13m 15s,"April 19, 2016",,,,,,,
233,14443,,PC,9h 15m,NR,,1135992,Completed,First,9h 15m,,,,,,,,
234,14443,,PC,9h 15m,NR,,4141522,Completed,First,9h 15m,,,,,,,,
235,14443,SweLoFe,PC,9h 15m,NR,"Normal Difficulty, 64% Completion",4389850,Completed,First,9h 15m,"April 18, 2018",,,,,,,
236,14443,,PC,9h 15m,NR,,958012,Completed,First,9h 15m 24s,,,,,,,,
237,14443,Private,Xbox One,9h 20m,80%,,10900828,Completed,First,9h 20m,"September 04, 2019",,,,,,,
238,14443,can0109,PC,9h 20m,NR,,6449533,Completed,First,9h 20m,"June 22, 2018",,,,,,,
239,14443,,PC,9h 20m,NR,,10870185,Completed,Replay,9h 20m 19s,,,,,,,,
240,14443,Biendeo,PC,9h 21m,100%,"Hard mode, single-segment. Not 100%.",497078,Completed,Replay,9h 21m 55s,"November 02, 2013",,,,,,,
241,14443,Sorakun,PC,9h 24m,50%,,2612282,Completed,First,9h 24m,"February 19, 2016",,,,,,,
242,14443,doh60,PC,9h 24m,90%,,1847767,Completed,First,9h 24m 50s,,,,,,,,
243,14443,Lord_Voleran,Xbox 360,9h 25m,NR,,4274149,Completed,First,9h 25m,"October 06, 2017",,,,,,,
244,14443,PMGthe3rd,PC,9h 25m,NR,,3948548,Completed,First,9h 25m,"May 31, 2014",,,,,,,
245,14443,Copeland1994,Xbox One,9h 30m,90%,,10985920,Completed,First,9h 30m,"December 12, 2019",,,,,,,
246,14443,JDRT1,PC,9h 30m,NR,"Played just the main story line, got some Riddle Trophy's if they were right in front of me.",4273622,Completed,First,9h 30m,"April 02, 2017",,,,,,,
247,14443,Private,PC,9h 30m,NR,,633043,Completed,First,9h 30m,,,,,,,,
248,14443,Video_Game_King,PC,9h 30m,NR,,867035,Completed,First,9h 30m,"July 30, 2014",,,,,,,
249,14443,dephix,PC,9h 30m,NR,,3825970,Completed,First,9h 30m,,,,,,,,
250,14443,Private,PC,9h 30m,70%,,11513197,Completed,First,9h 30m 24s,"April 20, 2020",,,,,,,
251,14443,Private,PC,9h 36m,90%,,1957100,Completed,First,9h 36m,"August 09, 2016",,,,,,,
252,14443,zerosuitmichael,PlayStation 3,9h 38m,90%,,3991795,Completed,First,9h 38m,"February 07, 2017",,,,,,,
253,14443,CoffeeMage,PC,9h 42m,NR,,5083613,Completed,First,9h 42m,"September 22, 2017",,,,,,,
254,14443,,PlayStation 4,9h 45m,NR,,11507584,Completed,First,9h 45m,,,,,,,,
255,14443,Dispator,PC,9h 45m,NR,,3668730,Completed,First,9h 45m,,,14h,,,,,
256,14443,Wuii,PC,9h 45m,NR,,10621616,Completed,First,9h 45m,,,,,,,,
257,14443,balitingtong1,PC,9h 45m,90%,Found all Ridler's challenge with help from the Map. Did not attempt any challenge maps,2116369,Completed,First,9h 45m,"November 20, 2015",,10h 30m,,,,,
258,14443,Thekoolbean,PlayStation 4,9h 47m,90%,,4365098,Completed,First,9h 47m,"May 04, 2017",,,,,,,
259,14443,xbeeivan,PC,9h 50m,NR,,1412481,Completed,First,9h 50m,"June 24, 2015",,,,,,,
260,14443,Metakirby22,Mac,9h 51m,NR,,4633195,Completed,First,9h 51m,"July 12, 2017",,,,,,,
261,14443,pirakavezok,PC,9h 52m,NR,,11427091,Completed,First,9h 52m,,,,,,,,
