,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Personal Notes,Completionist,Progress,Retired Notes,Speedrun,100% Speedrun
26,10267,,PC,21h 59m,NR,,5007895,Completed,First,21h 59m 32s,,28h 55m 54s,,45h 25m 18s,,,,
27,10267,Kapsfire,PC,22h,NR,With mods to finish it faster.,9304351,Completed,First,22h,"August 04, 2019",,Bad game with an excellent story.,,,,,
28,10267,,PC,23h,NR,,8366509,Completed,First,23h,,,,,,,,
29,10267,Melbo,PC,23h,80%,,10297005,Completed,First,23h,,,,,,,,
30,10267,robak141,PC,23h,NR,with mods,5126055,Completed,Replay,23h,,,,,,,,
31,10267,,PC,23h 06m,NR,,2989816,Completed,Replay,23h 06m,,31h 16m,,,,,,
32,10267,ntylerwetrust,PC,23h 15m,80%,,637341,Completed,First,23h 15m 11s,"June 03, 2015",,,,,,,
33,10267,snappums,PC,23h 54m,NR,,2165716,Completed,First,23h 54m,"July 24, 2015",,,,,,,
34,10267,,PC,24h,NR,,1387925,Completed,First,24h,,,,,,,,
35,10267,,PC,24h,NR,,11898649,Completed,First,24h,,,,,,,,
36,10267,DuckYde,PC,24h,NR,,8460531,Completed,First,24h,"March 13, 2019",,,,,,,
37,10267,KomarMen,PC,24h,NR,,4443762,Completed,First,24h,"May 17, 2017",,,,,,,
38,10267,sansa,PC,24h 45m,NR,,6774584,Completed,First,24h 45m,,,,,,,,
39,10267,,PC,25h,NR,,6965630,Completed,First,25h,,29h,,,,,,
40,10267,,PC,25h,NR,,11384491,Completed,First,25h,,,,,,,,
41,10267,Bovbed,PC,25h,NR,,6476520,Completed,First,25h,"June 26, 2018",30h,,42h,,,,
42,10267,Earion,PC,25h,NR,,1369335,Completed,First,25h,"June 02, 2015",,,,,,,
43,10267,Scedobear,PC,25h,NR,,6084388,Completed,First,25h,"April 05, 2018",,,,,,,
44,10267,fetahundenyoda,PC,25h,70%,,1285972,Completed,First,25h,"April 08, 2015",,,,,,,
45,10267,kyorue,PC,25h,80%,,67907,Completed,First,25h,,,,,,,,
46,10267,mojomoyo,PC,25h,80%,,8325751,Completed,First,25h,,50h,,80h,,,,
47,10267,pkkyle19,PC,25h,NR,"great game, bad combat. pushed myself through it.",2235761,Completed,First,25h,"October 02, 2015",,,,,,,
48,10267,riquerico,PC,25h,NR,Replay. Easy difficulty. I completed very few side-quests. Time from Steam.,1286029,Completed,Replay,25h,"April 08, 2015",,,,,,,
49,10267,slickochet,PC,25h,NR,,602124,Completed,First,25h,"January 28, 2014",,,,,,,
50,10267,twolves21235,,25h,90%,,234783,Completed,First,25h,"September 22, 2013",,,,,,,
51,10267,TheFizz,PC,25h 15m,70%,,819639,Completed,First,25h 15m 35s,"July 27, 2014",,,,,,,
52,10267,tstddj,PC,25h 18m,60%,,3410572,Completed,First,25h 18m,"September 10, 2016",,,,,,,
53,10267,,PC,25h 34m,NR,,9048390,Completed,First,25h 34m 16s,,32h 16m 44s,,48h 12m 03s,,,,
54,10267,JepzHD,PC,25h 43m,40%,Rushed,3472278,Completed,First,25h 43m 29s,,,,,,,,
55,10267,Private,PC,25h 47m,NR,,2369514,Completed,First,25h 47m,,,,,,,,
56,10267,martin,PC,25h 48m,70%,,1366272,Completed,First,25h 48m,"May 30, 2015",,,,,,,
57,10267,,PC,26h,NR,,1087700,Completed,First,26h,,,,,,,,
58,10267,,PC,26h,NR,,2065801,Completed,First,26h,,,,,,,,
59,10267,,PC,26h,NR,,3933913,Completed,First,26h,,,,,,,,
60,10267,,PC,26h,NR,,9017056,Completed,Replay,26h,,,,,,,,
61,10267,Jocta,PC,26h,NR,,11841432,Completed,First,26h,"December 02, 2019",,,,,,,
62,10267,kingarthassolo,PC,26h,80%,Meaning at least two playthroughs to see everything the game has to offer,2227249,Completed,First,26h,,40h,,60h,,,,
63,10267,BAMitsPat,PC,26h 30m,80%,,3881622,Completed,First,26h 30m,"January 07, 2017",,,,,,,
64,10267,,PC,27h,NR,Did the main story with a few side quests...mostly those needed to get some romance action...haha :),1360958,Completed,First,27h,,,,,,,,
65,10267,,PC,27h,NR,,9012571,Completed,First,27h,,,,,,,,
66,10267,Brujalosmares,PC,27h,NR,,10708206,Completed,First,27h,,,,,,,,
67,10267,Private,PC,27h,NR,,1186098,Completed,First,27h,"February 09, 2015",,,,,,,
68,10267,Colette,PC,27h,NR,,11697656,Completed,First,27h,,,,,,,,
69,10267,Fistberg,PC,27h,70%,,1254155,Completed,First,27h,,,,,,,,
70,10267,Galaron_Shuri,PC,27h,50%,,9080477,Completed,First,27h,,,,,,,,
71,10267,Wordingofspay,PC,27h,80%,,4451213,Completed,First,27h,"March 25, 2014",,,,,,,
72,10267,lolsogood,PC,27h,60%,,11208323,Completed,First,27h,,,,,,,,
73,10267,mrcheese,PC,27h,NR,,6626,Completed,First,27h,,,,,,,,
74,10267,rakeshra96,PC,27h,NR,,10961209,Completed,First,27h,"February 08, 2020",,,,,,,
75,10267,tso184,PC,27h 18m,60%,,944331,Completed,First,27h 18m,"October 19, 2017",,,,,,,
76,10267,theplump,PC,27h 30m,100%,,1776640,Completed,First,27h 30m,"February 28, 2015",,,,,,,
77,10267,Gayfraud,PC,27h 30m,70%,,1034907,Completed,First,27h 30m 56s,"December 30, 2016",,,,,,,
78,10267,KerfMerf,PC,27h 38m,50%,"A few side quests, but not enough to noticeably impact my overall time",2140404,Completed,First,27h 38m 30s,"May 12, 2017",,,,,,,
79,10267,JoshieYoshie,PC,27h 57m,60%,,10658227,Completed,First,27h 57m,"January 04, 2020",,,,,,,
80,10267,,PC,28h,NR,,801473,Completed,First,28h,,,,,,,,
81,10267,,PC,28h,NR,,1001324,Completed,First,28h,,38h,,,,,,
82,10267,Archengeia,PC,28h,NR,,820897,Completed,First,28h,"June 24, 2014",,,,,,,
83,10267,Private,PC,28h,60%,,11678023,Completed,First,28h,,,,,,,,
84,10267,Henkkles,PC,28h,70%,,2949895,Completed,First,28h,,,,,,,,
85,10267,Kihvel1,PC,28h,80%,,6214776,Completed,First,28h,"October 19, 2018",,,,,,,
86,10267,Nuralim,PC,28h,NR,,2580787,Completed,Replay,28h,"February 15, 2016",30h,,,,,,
87,10267,Private,PC,28h,90%,,1365105,Completed,First,28h,,,,,,,,
88,10267,Poutine14,PC,28h,NR,,3613948,Completed,First,28h,"November 11, 2016",,,,,,,
89,10267,Rhisthel,PC,28h,70%,,4061111,Completed,Replay,28h,,31h 22m,,65h,,,,
90,10267,Rupio,PC,28h,NR,,501703,Completed,First,28h,,,,,,,,
91,10267,Shwade,PC,28h,70%,,2436698,Completed,First,28h,"May 23, 2015",,,,,,,
92,10267,geecko,PC,28h,80%,,6632160,Completed,First,28h,"July 28, 2018",,,,,,,
93,10267,Private,PC,28h,70%,,767802,Completed,First,28h,"January 12, 2014",,,,,,,
94,10267,jeremy70583,PC,28h,70%,,3732864,Completed,First,28h,"March 14, 2017",,,,,,,
95,10267,jstalin,PC,28h,NR,,7952215,Completed,First,28h,"January 05, 2019",,,,,,,
96,10267,PlushWraith,PC,28h 03m,NR,,409524,Completed,First,28h 03m,"September 26, 2014",,,,,,,
97,10267,Uthek,PC,28h 18m,NR,,10929494,Completed,First,28h 18m,"February 02, 2020",,,,,,,
98,10267,TrillCozbey,PC,28h 19m,NR,,2205530,Completed,First,28h 19m,,,,,,,,
99,10267,Private,PC,28h 20m,80%,,7806991,Completed,First,28h 20m,,,,,,,,
100,10267,,PC,28h 32m,NR,,10688331,Completed,First,28h 32m 11s,,,,,,,,
101,10267,r33Cy,PC,28h 34m,60%,,7670171,Completed,First,28h 34m,"November 16, 2018",,,,,,,
102,10267,,PC,29h,NR,,1295464,Completed,First,29h,,,,,,,,
103,10267,,PC,29h,NR,"Fast forwarding dialogue (reading with subtitles since I like the story but not letting it just ""play/watch"")",3615415,Completed,First,29h,,,,,,,,
104,10267,,PC,29h,NR,,9629788,Completed,First,29h,,,,,,,,
105,10267,Omland,PC,29h,80%,"Finished the main story in roughly 29 hours, had an amazing time!",12022811,Completed,First,29h,"April 19, 2020",,Did not go for 100% as I wanted to quickly finish the story so I could play The Witcher 3. Dunno if i'll ever get 100% on the Witcher as I've got many games before that.,,,,,
106,10267,calvacade,PC,29h,NR,,1701215,Completed,First,29h,,,,,,,,
107,10267,lob19,PC,29h,NR,,7246017,Completed,First,29h,,,,,,,,
108,10267,mdb37,PC,29h,70%,,26471,Completed,First,29h,,,,,,,,
109,10267,petefic,PC,29h,NR,,2699386,Completed,First,29h,,,,,,,,
110,10267,phemios,PC,29h,NR,,6585357,Completed,First,29h,,,,,,,,
111,10267,Cekkins,PC,29h 08m,NR,Done 85% of secondary quests. Rushed a bit in the end.,1530660,Completed,First,29h 08m,"July 22, 2015",,,,,,,
112,10267,SecondManRex,PC,29h 12m,90%,,265851,Completed,First,29h 12m,,,,,,,,
113,10267,BrickTrain,PC,29h 34m,70%,,6308659,Completed,First,29h 34m,"June 24, 2019",,,,,,,
114,10267,Jailander,PC,29h 37m,NR,,2455604,Completed,First,29h 37m,,,,,,,,
115,10267,,PC,30h,NR,,1339704,Completed,First,30h,,,,,,,,
116,10267,,PC,30h,NR,,1374713,Completed,First,30h,,35h,,,,,,
117,10267,,PC,30h,NR,,4410501,Completed,First,30h,,,,,,,,
118,10267,BolTedrp,Mac,30h,NR,,5131051,Completed,First,30h,"October 04, 2017",,,,,,,
119,10267,Codykk850,PC,30h,NR,,1431228,Completed,First,30h,,,,,,,,
120,10267,GATIRCAN,PC,30h,90%,,4563102,Completed,First,30h,"June 13, 2014",40h,,,,,,
121,10267,Gaerrus,PC,30h,70%,,2390918,Completed,First,30h,"January 12, 2016",,,,,,,
122,10267,Gidner,PC,30h,70%,,7191473,Completed,First,30h,"August 24, 2016",,,,,,,
123,10267,Grimcross,PC,30h,90%,,591739,Completed,First,30h,"January 23, 2014",,,,,,,
124,10267,KamikotoGasai,PC,30h,NR,,6750308,Completed,First,30h,"August 03, 2018",,,,,,,
125,10267,KuroDora,PC,30h,80%,,10501394,Completed,First,30h,"November 28, 2019",,,,,,,
126,10267,STFP,PC,30h,90%,,4905959,Completed,First,30h,"August 13, 2017",42h,,,,,,
127,10267,SourSpecialist,PC,30h,40%,,8929406,Completed,First,30h,"June 10, 2019",,,,,,,
128,10267,Thaxtal,PC,30h,NR,,2100030,Completed,First,30h,,55h,,62h,,,,
129,10267,UnearthlyTrance,PC,30h,NR,,1228938,Completed,First,30h,"April 15, 2015",,,,,,,
130,10267,artur102430,PC,30h,80%,,11766631,Completed,First,30h,"November 12, 2016",,,,,,,
131,10267,fasmas,PC,30h,NR,,3895414,Completed,First,30h,"January 03, 2017",,,,,,,
132,10267,ggg128,PC,30h,NR,,4641781,Completed,First,30h,"June 27, 2017",50h,,,,,,
133,10267,Private,PC,30h,60%,,10960,Completed,First,30h,"May 13, 2012",,,,,,,
134,10267,memeloser,PC,30h,40%,Skipped almost all sidequests,2508630,Completed,First,30h,,,i hate this game,,,,,
135,10267,webertsilva,PC,30h,80%,,9612447,Completed,First,30h,"September 13, 2018",,,,,,,
136,10267,zoza,PC,30h,NR,,6474010,Completed,First,30h,"June 25, 2018",,,,,,,
137,10267,limitlessbritt,PC,30h 10m,80%,,7765102,Completed,First,30h 10m 13s,"April 07, 2020",,,,,,,
138,10267,Terlan_357,PC,30h 16m,90%,,1273843,Completed,First,30h 16m,"April 01, 2015",35h 38m,,,,,,
139,10267,Reqruiz,PC,30h 20m,NR,,3686473,Completed,First,30h 20m,"November 27, 2016",,,,,,,
140,10267,kervinho,PC,30h 24m,90%,,9014372,Completed,First,30h 24m,"June 30, 2017",,,,,,,
141,10267,ae_zaqweerty09,PC,30h 25m,NR,,7811826,Playing Completed,First,30h 25m 25s,"December 24, 2018",40h 40m 40s,,55h 55m 55s,,,,
142,10267,Phaz,PC,30h 29m,NR,,3141748,Completed,First,30h 29m 54s,"July 12, 2016",,,,,,,
143,10267,KushMasta,PC,30h 30m,NR,,11576732,Completed,First,30h 30m,"April 27, 2020",40h,,62h,,,,
144,10267,Paarthurnaxx,PC,30h 47m,100%,,392203,Completed,First,30h 47m,"August 27, 2013",,,,,,,
145,10267,,PC,30h 50m,NR,,1402838,Completed,First,30h 50m 01s,,,,,,,,
146,10267,,PC,31h,NR,,3182224,Completed,First,31h,,,,,,,,
147,10267,,PC,31h,NR,,4418331,Completed,First,31h,,,,,,,,
148,10267,,PC,31h,NR,,5453057,Completed,First,31h,,,,,,,,
149,10267,,PC,31h,NR,,10686140,Completed,First,31h,,,,,,,,
150,10267,AcidCreeper,PC,31h,NR,,1925031,Completed,First,31h,"October 09, 2015",,,,,,,
151,10267,CygnusX1,PC,31h,NR,,11210504,Completed,First,31h,"November 19, 2013",,,,,,,
152,10267,Raoulospipitos,PC,31h,NR,,8283928,Completed,First,31h,"February 17, 2019",,,,,,,
153,10267,TiesKing,PC,31h,NR,,1348179,Completed,First,31h,"May 17, 2015",37h,,,,,,
154,10267,Travanoid,PC,31h,80%,,10165848,Completed,First,31h,"July 14, 2013",,,,,,,
155,10267,Wrathzog,PC,31h,70%,,3812705,Completed,First,31h,"December 20, 2008",,,,,,,
156,10267,khyos,PC,31h,NR,,1047368,Completed,First,31h,,,,,,,,
157,10267,kokoklems,PC,31h,NR,"Easy mode, very few side quests. Played for story.",8863510,Completed,First,31h,"May 24, 2019",,,,,,,
158,10267,lauren,PC,31h,NR,,3885050,Completed,First,31h,,,,,,,,
159,10267,liorfigman,PC,31h,70%,,1917494,Completed,First,31h,,,,,,,,
160,10267,manoslo,PC,31h,NR,,8030780,Completed,First,31h,"January 13, 2019",,,,,,,
161,10267,mjricco,PC,31h,80%,,402816,Backlog Completed,First,31h,"December 30, 2013",,,,31h /,,,
162,10267,,PC,31h 20m,NR,,3055503,Completed,First,31h 20m,,32h,,,,,,
163,10267,Velzak,PC,31h 23m,NR,,331404,Completed,First,31h 23m 41s,"August 18, 2012",,,,,,,
164,10267,Private,PC,31h 34m,NR,,10734885,Completed,First,31h 34m,"May 22, 2011",,,,,,,
165,10267,Henri,PC,31h 48m,90%,Main story and most of the side quests. Some stuff left.,8664632,Completed,First,31h 48m,"September 12, 2015",,,,,,,
166,10267,spaagerken,PC,31h 55m,NR,,1388602,Completed,First,31h 55m,"June 09, 2015",,,,,,,
167,10267,ESKI514,PC,31h 59m,NR,,3085628,Completed,First,31h 59m,"June 13, 2016",,Approximate time taken from GOG Galaxy My Activity counter. Possibly with Director's Cut(?). Beaten on Easy.,,,,,
168,10267,,PC,32h,NR,,589500,Completed,First,32h,,,,,,,,
169,10267,,PC,32h,NR,,785774,Completed,First,32h,,,,,,,,
170,10267,,PC,32h,NR,,854158,Completed,Replay,32h,,,,,,,,
171,10267,,PC,32h,NR,,1597723,Completed,First,32h,,,,,,,,
172,10267,,PC,32h,NR,,2004647,Completed,First,32h,,,,,,,,
173,10267,,PC,32h,NR,,7423894,Completed,First,32h,,,,,,,,
174,10267,DaDaChuck,PC,32h,NR,,11066136,Completed,First,32h,"January 15, 2020",45h,,,,,,
175,10267,Dispator,PC,32h,NR,,3668729,Completed,First,32h,"August 08, 2016",40h,,68h,,,,
176,10267,Fortuzen,PC,32h,NR,,779525,Completed,First,32h,,,,,,,,
177,10267,JoDarr,PC,32h,80%,,5709936,Completed,First,32h,"January 23, 2018",,,,,,,
178,10267,pylsy,PC,32h,NR,Completed about 50% of the side quests that I saw. Played on normal,6441813,Completed,First,32h,"June 20, 2018",,,,,,,
179,10267,zumalo,PC,32h,NR,,899502,Completed,First,32h,"August 17, 2014",,,,,,,
180,10267,,PC,32h 15m,NR,Main story and most side quests completed,5535272,Completed,First,32h 15m,,,,,,,,
181,10267,Jaksu,PC,32h 15m,NR,,1982852,Completed,First,32h 15m 32s,"October 22, 2015",,,,,,,
182,10267,Shantir,PC,32h 17m,70%,,2154629,Completed,First,32h 17m,,,,,,,,
183,10267,lackofselfcontrol,PC,32h 30m,NR,,4609866,Completed,First,32h 30m,"June 22, 2017",,,,,,,
184,10267,,PC,33h,NR,,748481,Completed,First,33h,,,,,,,,
185,10267,,PC,33h,NR,,1622580,Completed,First,33h,,,,,,,,
186,10267,,PC,33h,NR,,8603165,Completed,First,33h,,,,62h,,,,
187,10267,Caretoffel,PC,33h,NR,"Lots of Idle time, but rushed. Didn't like the game.",10664699,Completed,First,33h,"December 27, 2019",,,,,,,
188,10267,ItsDanBull,PC,33h,NR,,1368028,Completed,First,33h,"May 31, 2015",,,,,,,
189,10267,Shenyan,PC,33h,80%,,11226018,Completed,First,33h,,,,,,,,
190,10267,Soulless,PC,33h,90%,,512493,Completed,First,33h,"December 09, 2013",,,,,,,
191,10267,Synecdoche,PC,33h,NR,,799394,Completed,First,33h,,,,,,,,
192,10267,VdelaRosa,PC,33h,80%,,856270,Completed,First,33h,"July 26, 2014",,,,,,,
193,10267,Zangreus,PC,33h,NR,,5653696,Completed,First,33h,"January 13, 2018",,,,,,,
194,10267,Private,PC,33h,NR,,545655,Completed,First,33h,"December 31, 2013",,,,,,,
195,10267,lonesoldier09,PC,33h,NR,,1417829,Completed,First,33h,,,,,,,,
196,10267,rodtavares,PC,33h,NR,,3573896,Completed,First,33h,"November 01, 2016",,,,,,,
197,10267,Private,PC,33h 10m,NR,,3190745,Completed,First,33h 10m 39s,"October 12, 2017",,,,,,,
198,10267,Private,PC,33h 12m,NR,,1112591,Completed,First,33h 12m,"March 08, 2014",,,,,,,
199,10267,silow,PC,33h 12m,80%,,10914563,Completed,First,33h 12m 12s,"January 13, 2020",45h 12m 12s,,,,,,
200,10267,DamTheLad,PC,33h 15m,NR,,831620,Completed,First,33h 15m,"May 30, 2015",,,,,,,
201,10267,veeX,PC,33h 17m,80%,,4994216,Completed,First,33h 17m,"October 08, 2016",,,,,,,
202,10267,Electry,PC,33h 21m,NR,Normal difficulty,10250250,Completed,First,33h 21m 12s,"October 15, 2019",,,,,,,
203,10267,SuicideMachine,PC,33h 25m,90%,,10417,Completed,First,33h 25m,,,,,,,,
204,10267,noter,PC,33h 35m,NR,,11501990,Completed,First,33h 35m,"April 20, 2020",,,,,,,
205,10267,,PC,33h 41m,NR,,7901662,Completed,First,33h 41m,,,,,,,,
206,10267,,PC,34h,NR,,320691,Completed,First,34h,,,,,,,,
207,10267,,PC,34h,NR,,1349657,Completed,First,34h,,,,,,,,
208,10267,,PC,34h,NR,,1545224,Completed,First,34h,,,,,,,,
209,10267,,PC,34h,NR,,1572559,Completed,First,34h,,,,,,,,
210,10267,,PC,34h,NR,,2891278,Completed,First,34h,,,,,,,,
211,10267,AmateurDan,PC,34h,70%,,922213,Completed,First,34h,"September 16, 2014",,,,,,,
212,10267,BlakeBurch,PC,34h,NR,,4058938,Completed,First,34h,"February 12, 2017",,,,,,,
213,10267,CanBilzerian,PC,34h,100%,,5319705,Completed,First,34h,,,,,,,,
214,10267,Private,PC,34h,NR,Did about half or a bit more of the side quests,6664840,Completed,First,34h,"July 25, 2018",,,,,,,
215,10267,Private,PC,34h,NR,,906738,Completed,First,34h,"March 25, 2015",,,,,,,
216,10267,MrLuchador,PC,34h,NR,,676525,Completed,First,34h,"March 07, 2014",,,,,,,
217,10267,Vallaqan,PC,34h,NR,,3223000,Completed,First,34h,"July 13, 2016",,,,,,,
218,10267,Zuccico,PC,34h,NR,,10458403,Completed,First,34h,"July 22, 2019",,,,,,,
219,10267,cawZ0,PC,34h,90%,,11096840,Completed,First,34h,"March 04, 2020",,,,,,,
220,10267,codeafin,PC,34h,23%,,4926263,Completed,First,34h,"May 17, 2018",,,,,,,
221,10267,plaidtopia,PC,34h,NR,,491419,Completed,First,34h,"November 22, 2013",,,,,,,
222,10267,polilladefuego,PC,34h,70%,,955570,Completed,First,34h,"September 28, 2014",37h,,,,,,
223,10267,Private,PC,34h,NR,,3151718,Completed,First,34h,,,,,,,,
224,10267,,PC,34h 05m,NR,,1369913,Completed,First,34h 05m 23s,,,,,,,,
225,10267,Haf,PC,34h 15m,NR,,10969583,Completed,First,34h 15m,,,,,,,,
226,10267,linkhimura,PC,34h 15m,70%,,4753522,Completed,First,34h 15m,"July 15, 2017",,,,,,,
227,10267,,PC,34h 16m,NR,,6290398,Completed,First,34h 16m,,,,,,,,
228,10267,VHSdinosaurGO,PC,34h 20m,NR,,169891,Completed,First,34h 20m,"December 23, 2016",,,,,,,
229,10267,R4bert,PC,34h 22m,100%,,607264,Playing Backlog Replay Custom List Completed Retired,First,34h 22m 01s,"August 31, 2008",38h 12m 11s,,55h 02m 11s,,,,
230,10267,studiosoho,PC,34h 29m,80%,,1563727,Completed,First,34h 29m,"May 28, 2015",,,,,,,
231,10267,ReddoDrago,PC,34h 57m,90%,,11870327,Completed,First,34h 57m,"July 11, 2015",,,,,,,
232,10267,,PC,35h,NR,,994052,Completed,First,35h,,,,,,,,
233,10267,,PC,35h,NR,,7292611,Completed,First,35h,,47h,,,,,,
234,10267,,PC,35h,NR,,10808881,Completed,First,35h,,,,,,,,
235,10267,,PC,35h,NR,,10869649,Completed,First,35h,,,,,,,,
236,10267,Carb0nite,PC,35h,70%,,4457906,Completed,First,35h,"March 15, 2017",,,,,,,
237,10267,Casval_Deikun,PC,35h,60%,,6161855,Completed,First,35h,May 2015,,,,,,,
238,10267,Dova,PC,35h,70%,,11574275,Completed,First,35h,"August 03, 2018",40h,,,,,,
239,10267,Enreyha,PC,35h,NR,,6199567,Completed,First,35h,"May 02, 2018",45h,,,,,,
240,10267,HAGROLD,PC,35h,NR,,11610463,Completed,First,35h,"January 12, 2020",,,,,,,
241,10267,Joemoe117,PC,35h,NR,,7433194,Completed,First,35h,"November 12, 2018",45h,,60h,,,,
242,10267,Miikue,PC,35h,NR,,10602119,Completed,First,35h,"December 16, 2019",45h,,60h,,,,
243,10267,SchnitzlXXL,PC,35h,NR,,4520353,Completed,Replay,35h,"June 02, 2017",45h,,60h,,,,
244,10267,Scorpus,PC,35h,80%,,1133392,Completed,First,35h,,,,,,,,
245,10267,Subtext,PC,35h,NR,,1345076,Completed,First,35h,,,,,,,,
246,10267,dunhili,PC,35h,NR,,3531460,Completed,First,35h,,,,,,,,
247,10267,frodprefect,PC,35h,NR,,1017477,Completed,First,35h,"November 09, 2014",,,,,,,
248,10267,hennejoe,PC,35h,80%,,8601320,Completed,First,35h,"December 24, 2019",,,,,,,
249,10267,lampard23,PC,35h,90%,,1367289,Completed,First,35h,,,,,,,,
250,10267,lliuttuk,PC,35h,90%,,5364176,Completed,First,35h,"August 14, 2016",,,,,,,
251,10267,mcouthon,PC,35h,NR,,753932,Completed,First,35h,"June 10, 2014",,,,,,,
252,10267,rasulllikmallll,PC,35h,NR,,6640023,Completed,First,35h,"July 22, 2018",43h,,50h,,,,
253,10267,rizefall,PC,35h,60%,,4523378,Completed,First,35h,"June 03, 2017",,,,,,,
254,10267,sgwinner,PC,35h,NR,,1394230,Completed,First,35h,,,,,,,,
255,10267,t0kidoki,PC,35h,NR,,6077791,Completed,First,35h,"April 03, 2018",,,,,,,
256,10267,tenebrarum,PC,35h,80%,,10785254,Completed,First,35h,"June 15, 2019",45h,,63h 31m,,,,
257,10267,GenioGege,PC,35h 20m,NR,,2888928,Completed,First,35h 20m,"April 20, 2016",,,,,,,
258,10267,,PC,35h 20m,NR,,1368738,Completed,First,35h 20m 50s,,,,,,,,
259,10267,,PC,35h 27m,NR,,10811333,Completed,First,35h 27m 17s,,,,,,,,
260,10267,MrPidf,PC,35h 30m,NR,,10594182,Completed,First,35h 30m,"January 12, 2020",,,,,,,
261,10267,SilverLake,PC,35h 35m,NR,,7861706,Completed,First,35h 35m,"December 29, 2018",,,,,,,
262,10267,DIXIEKNORMOUS,PC,35h 36m,80%,,10897435,Completed,First,35h 36m,"January 26, 2020",,,,,,,
263,10267,Strasko,PC,35h 38m,NR,,8222989,Completed,First,35h 38m,,,,,,,,
264,10267,Private,PC,35h 40m,NR,,6354718,Completed,First,35h 40m,"December 01, 2011",,,,,,,
265,10267,,PC,35h 50m,NR,,693831,Completed,First,35h 50m 30s,,,,,,,,
266,10267,,PC,36h,NR,,291746,Completed,First,36h,,,,,,,,
267,10267,,PC,36h,NR,,330904,Completed,First,36h,,,,,,,,
268,10267,,PC,36h,NR,,6422684,Completed,First,36h,,,,,,,,
269,10267,,PC,36h,NR,,8885523,Completed,First,36h,,45h,,,,,,
270,10267,Alcarin,PC,36h,NR,,7765184,Completed,First,36h,"June 21, 2019",,,,,,,
271,10267,AtreidesXXI,PC,36h,NR,,6178143,Completed,First,36h,"July 27, 2012",,,,,,,
272,10267,Colmopi,PC,36h,80%,,6248501,Completed,First,36h,"November 17, 2014",52h,,,,,,
273,10267,Dimitrij1337,PC,36h,100%,,1361129,Completed,First,36h,"May 26, 2015",,,,,,,
274,10267,FrankHowley,Mac,36h,60%,,1388689,Completed,First,36h,"June 14, 2015",,,,,,,
