,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Speedrun,Completionist,Co-Op,Progress
109,21248,killsport13,PC,17h,80%,,1286631,Completed,First,"April 08, 2015",17h,,,,,,
110,21248,ei02028,PC,17h 02m,70%,,6619384,Completed,First,"March 26, 2019",17h 02m 05s,,,,,,
111,21248,Private,PC,17h 15m,NR,,7958339,Completed,First,"January 06, 2019",17h 15m,,,,,,
112,21248,,Xbox One,17h 30m,NR,,8564598,Completed,First,,17h 30m,,20h 30m,,,,
113,21248,shiek403,PC,17h 30m,NR,,6216150,Completed,First,,17h 30m,,,,,,
114,21248,hollrob,PlayStation 3,17h 33m,90%,,1021632,Completed,First,"November 11, 2014",17h 33m 15s,,,,35h 33m,,
115,21248,Lv25_Magikarp,PlayStation 4,17h 34m,90%,,5520960,Completed,First,"October 28, 2017",17h 34m 54s,,,,,,
116,21248,ClipState,PC,17h 43m,80%,,982629,Completed,First,"October 18, 2014",17h 43m 05s,,,,,,
117,21248,,PC,18h,NR,,1193441,Completed,First,,18h,,,,,,
118,21248,,PC,18h,NR,,1374910,Completed,First,,18h,,23h,,,,
119,21248,,PC,18h,NR,,3284600,Completed,First,,18h,,,,,,
120,21248,,PC,18h,NR,,7562687,Completed,First,,18h,,,,,,
121,21248,,PC,18h,NR,Normal Difficulty + All Side Quests,8555929,Completed,First,,18h,,28h,,,,
122,21248,Akunamus,PC,18h,NR,,11356747,Completed,First,"March 03, 2019",18h,,25h,,,,
123,21248,Alex5101,Xbox 360,18h,NR,,6684691,Completed,First,,18h,,,,,,
124,21248,Desser,PC,18h,70%,,5419011,Completed,First,"December 04, 2017",18h,,26h,,,,
125,21248,Flawii,PC,18h,NR,,2625274,Completed,First,,18h,,,,,,
126,21248,Hanni16,PC,18h,80%,,2879935,Completed,First,"April 18, 2016",18h,,,,,,
127,21248,Javibot1,PC,18h,70%,Main Story + Extra + Played Multiplayer more than 10 hours,3158311,Completed,First,,18h,,31h,,,,
128,21248,LavaPotato,PC,18h,NR,,6399838,Completed,First,"June 13, 2018",18h,"Athena , level 21.",,,,,
129,21248,Lopezp,PlayStation 4,18h,90%,,11012911,Completed,First,"December 25, 2019",18h,,30h,,,,
130,21248,MalconVoker,PC,18h,NR,,9079405,Completed,First,"July 04, 2019",18h,,,,,,
131,21248,MoonBear,PC,18h,NR,,11705702,Replay Completed,Replay,"May 11, 2020",18h,,,,,,
132,21248,MrPidf,PC,18h,NR,,11084089,Completed,First,"May 03, 2020",18h,,,,,,
133,21248,NiallM,PlayStation 4,18h,NR,,1435033,Completed,First,,18h,,25h,,,,
134,21248,NoobPlayZZ,PC,18h,80%,,11473144,Completed,First,,18h,,,,,,
135,21248,SoyaEau,PC,18h,NR,,10784385,Completed,First,"June 09, 2018",18h,,30h,,61h,,
136,21248,TehPryceIsRight,PC,18h,NR,,3030615,Completed,First,,18h,,24h,,,,
137,21248,bariktanmoy98,PC,18h,NR,,10265777,Completed,First,"October 18, 2019",18h,,,,,,
138,21248,brownmagic,Xbox One,18h,NR,,6795408,Completed,First,"April 24, 2019",18h,,,,,,
139,21248,dreadcaptainjames,PC,18h,NR,,10737338,Completed,First,"January 03, 2020",18h,,,,,,
140,21248,Private,PC,18h,NR,,11395772,Completed,First,"April 09, 2020",18h,,,,,,
141,21248,Private,PC,18h,NR,,1880728,Completed Retired,First,"December 04, 2016",18h,,,,,,
142,21248,jro3000,Xbox One,18h,NR,,4572650,Completed,First,,18h,,,,,,
143,21248,kibik,PC,18h,NR,,6381131,Completed,First,,18h,,,,,,
144,21248,l0g1,PC,18h,70%,,5223767,Completed,First,"October 27, 2017",18h,,,,,,
145,21248,Private,PC,18h,NR,,11940759,Completed,First,,18h,,,,,,
146,21248,Private,PC,18h,40%,,5335997,Completed,First,"November 06, 2016",18h,,,,,,
147,21248,ninmars,PC,18h,NR,,10838876,Completed,First,,18h,,,,,,
148,21248,robo300,PC,18h,NR,,8224026,Completed,First,"December 19, 2019",18h,,,,,,
149,21248,Private,PlayStation 4,18h 08m,80%,,11572593,Completed,First,"April 27, 2020",18h 08m,,,,,,
150,21248,Private,PlayStation 4,18h 08m,80%,,11640116,Completed,First,"April 27, 2020",18h 08m,,,,,,
151,21248,Private,PlayStation 4,18h 09m,NR,,11295177,Completed,First,"March 30, 2020",18h 09m,,,,,,
152,21248,mikasaessukasa,PlayStation 4,18h 16m,70%,,994690,Completed,First,"July 07, 2019",18h 16m,,,,,,
153,21248,Jokey665,PC,18h 24m,60%,,5215739,Completed,First,"October 25, 2017",18h 24m,,,,,,
154,21248,Pyeff,PC,18h 28m,40%,,8141952,Completed,First,"January 28, 2019",18h 28m,,,,,,
155,21248,ethnictrailmix,PC,18h 54m,70%,,2298510,Completed,First,"October 04, 2015",18h 54m,,,,,,
156,21248,Amsekal,PC,19h,NR,,10864324,Completed,First,"January 23, 2020",19h,,,,,19h,
157,21248,FUki,PlayStation 4,19h,70%,,7278914,Completed,First,,19h,,,,,,
158,21248,Grundike,PC,19h,NR,One regular play + all side quests,11677783,Completed,First,"May 08, 2020",19h,,,,,,
159,21248,Private,PC,19h,70%,"80% Side Quests, 45%	Achievements",10890361,Completed,First,"January 26, 2020",19h,,25h,,,,
160,21248,Private,PC,19h,NR,Main Story + Side Quests,3367326,Completed,First,"January 16, 2016",19h,,31h 02m,,,31h 02m,
161,21248,adamcy_,PC,19h,NR,made a few quests extra,11858781,Completed,First,"June 16, 2020",19h,,20h 30m,,,,
162,21248,daiwulf,PC,19h,NR,,6506275,Completed,First,,19h,,,,,,
163,21248,fonnie,PC,19h,70%,,1211493,Completed,First,"October 15, 2014",19h,,,,,,
164,21248,jookarsmk,PC,19h,NR,,11574063,Completed,First,"June 01, 2017",19h,,,,,,
165,21248,Private,PC,19h 06m,70%,,6515129,Completed,First,"April 28, 2020",19h 06m,,,,,,
166,21248,finaltom,PlayStation 4,19h 31m,NR,,10494357,Completed,First,"April 01, 2019",19h 31m,,,,,,
167,21248,,PC,19h 34m,NR,,3853150,Completed,First,,19h 34m 22s,,,,,,
168,21248,LewaOhato,Xbox 360,19h 45m,NR,,3423573,Completed,First,"September 13, 2016",19h 45m,,,,,,
169,21248,,PC,20h,NR,,982635,Completed,First,,20h,,25h,,,,
170,21248,,PC,20h,NR,,1118959,Completed,First,,20h,,26h,,34h,,
171,21248,,PC,20h,NR,,8495904,Completed,First,,20h,,,,,,
172,21248,Alexsanlo,PlayStation 3,20h,70%,,5332299,Completed,First,"June 18, 2016",20h,,,,,,
173,21248,Aruki,PC,20h,NR,,4992372,Completed,First,,20h,,,,,,
174,21248,Choca,PC,20h,60%,,4372400,Completed,First,"May 01, 2015",20h,,51h 41m,,,,
175,21248,Private,PC,20h,NR,,10227589,Completed,First,"July 12, 2016",20h,,,,,,
176,21248,Holy_Sparks,PC,20h,80%,,3403789,Completed,First,"February 05, 2020",20h,,,,,,
177,21248,ItsDanBull,PC,20h,NR,,2590875,Completed,First,"February 17, 2016",20h,,,,,,
178,21248,Private,PC,20h,NR,,3025264,Completed,First,"January 08, 2017",20h,,,,,,
179,21248,Mechoshira,PC,20h,70%,,1152564,Completed,First,"January 26, 2015",20h,,,,,,
180,21248,QuantuM,PC,20h,NR,,6880713,Completed,First,"August 21, 2018",20h,,,,,,
181,21248,Silent_blue,PlayStation 4,20h,NR,,3153824,Completed,First,,20h,,,,,,
182,21248,Private,PC,20h,NR,,10307588,Completed,First,"October 26, 2019",20h,,25h,,,,
183,21248,Zephyr_wish,PC,20h,NR,,9195123,Completed,First,,20h,,30h,,,,
184,21248,Zirtonic,PC,20h,70%,,6505661,Completed Retired,First,,20h,,,,,,
185,21248,blitzfire,PC,20h,80%,,8826262,Completed,First,,20h,,,,,,
186,21248,etali_16,PC,20h,70%,,7600586,Completed,First,"December 03, 2018",20h,,35h,,50h,,
187,21248,konin,PC,20h,NR,,9005120,Completed,First,"June 17, 2019",20h,,,,,,
188,21248,schiemann,PlayStation 4,20h,90%,,11855786,Completed,First,,20h,,,,,,
189,21248,thunderhawk862002,PlayStation 3,20h,NR,,1401111,Completed,First,,20h,,,,,,
190,21248,webertsilva,PC,20h,80%,,9603690,Completed,First,"September 13, 2018",20h,,,,,,
191,21248,Jst1n,PlayStation 4,20h 10m,70%,,8747093,Completed,First,"May 07, 2019",20h 10m 01s,,,,,,
192,21248,Aquarium78,PC,20h 20m,70%,,5304391,Completed,First,"January 06, 2017",20h 20m,,,,,,
193,21248,,PlayStation 3,20h 30m,NR,,1260883,Completed,First,,20h 30m,,,,115h 10m,,
194,21248,alexandreloones,PC,21h,NR,,11127412,Completed,First,"October 11, 2019",21h,,,,,,
195,21248,bunnyavenger,PC,21h,NR,,1640724,Completed,First,,21h,,,,,,
196,21248,nahandevir,PC,21h,NR,,2241530,Completed,First,"July 15, 2015",21h,,,,,,
197,21248,willwill,PC,21h,NR,,8725917,Completed,First,"May 06, 2019",21h,,,,,,
198,21248,mjricco,PlayStation 4,21h 30m,70%,,8747065,Backlog Completed,First,"June 20, 2019",21h 30m,,,,,,
199,21248,,PC,22h,NR,,11056748,Completed,First,,22h,,,,,,
200,21248,Zapkaos,Xbox One,22h,80%,,9470074,Completed,First,"September 03, 2019",22h,,,,,,
201,21248,eagleclaw6,PC,22h,NR,,984396,Completed,First,,22h,,,,,,
202,21248,fierymuffin,PC,22h,70%,,11499285,Completed,First,"May 07, 2020",22h,,,,,,
203,21248,hally,PC,22h,80%,,11419310,Completed,First,"April 11, 2020",22h,,,,,,
204,21248,smmac41,PlayStation 4,22h 33m,90%,,7819657,Completed,First,"December 25, 2018",22h 33m 25s,,,,,,
205,21248,Nightclam,PlayStation 4,22h 35m,100%,Great fun!,1287590,Completed,First,"January 03, 2016",22h 35m,So much fun! How can you not like any Borderlands game!?!,,,,,
206,21248,Private,PC,23h,80%,,8022933,Completed,First,"September 11, 2017",23h,,,,,,
207,21248,Private,Xbox One,24h 25m,80%,Just enough side missions to level up to Normal difficulty for the story line missions,4097964,Completed,First,"February 19, 2017",24h 25m,,,,,,
208,21248,pinkzep360,PlayStation 4,24h 25m,NR,,2981865,Completed,First,"May 17, 2016",24h 25m,,,,,,
209,21248,JohnnyLeven,PC,25h,NR,Played as Claptrap. Did all sidequests but the ones from the last area. Not my first Borderlands game.,1412879,Completed,First,"June 24, 2015",25h,,,,,,
210,21248,MiniMica90,PC,25h,NR,,10693941,Completed,First,,25h,,,,,,
211,21248,allangawy,PC,25h,NR,,5243196,Completed,First,"October 31, 2017",25h,,,,,,
212,21248,lliuttuk,PC,25h,80%,,5368019,Completed,First,"August 30, 2017",25h,,,,,,
213,21248,overclicked,PC,25h 30m,70%,,8810027,Completed,Replay,"May 18, 2016",25h 30m,,,,,,
214,21248,,PC,26h,NR,,1147351,Completed,First,,26h,,,,,,
215,21248,Private,PC,26h,NR,,4273736,Completed,First,,26h,,,,,,
216,21248,rabelloo,PC,26h,90%,,8135000,Completed,First,"November 04, 2017",26h,,,,,,
217,21248,,PC,26h 01m,NR,,986864,Completed,First,,26h 01m,,,,,,
218,21248,Private,PC,27h,NR,,10580345,Completed,First,"June 29, 2015",27h,,,,,,
219,21248,JuTu,PC,27h,NR,,10648002,Completed,First,"January 26, 2016",27h,,,,,,
220,21248,israel_hlc,PC,27h,NR,,7529981,Completed,First,"November 26, 2018",27h,,,,,,
221,21248,Vryolaka,Xbox One,28h,NR,,2361630,Completed,First,"September 01, 2015",28h,,,,,,
222,21248,gamemaster1991,Xbox 360,28h 04m,NR,,3419461,Completed,First,"December 07, 2016",28h 04m 31s,,,,,,
223,21248,ajfaan13,PlayStation 4,29h 53m,70%,,3564500,Completed,First,"August 08, 2016",29h 53m,,,,,,
224,21248,Polar,PC,30h,40%,,10554716,Completed,First,"December 02, 2018",30h,,,,,,
225,21248,Santiago,PC,30h,70%,Main + Sides + True vault hunter mode + Ultimate vault hunter mode,9205032,Completed,First,"July 26, 2019",30h,,42h,,95h,,
226,21248,nobodynews,PC,30h,NR,,4652285,Completed,First,,30h,,,,,,
227,21248,togusa12,PC,30h,60%,,3224012,Completed,First,"December 24, 2014",30h,,,,,,
228,21248,shinbun,PC,30h 06m,80%,,4678310,Replay Completed,First,"June 08, 2018",30h 06m,,,,,,
229,21248,sqlds,PC,30h 42m,NR,,11008270,Completed,First,"February 17, 2020",30h 42m 32s,,,,,,
230,21248,Montimorti,PlayStation 3,31h,80%,,983619,Completed,First,"April 25, 2015",31h,Athena.,,,,,
231,21248,victori91,PC,31h,NR,,9515601,Completed,First,"October 16, 2019",31h,,,,,,
232,21248,yattote,PC,31h 13m,60%,,5849259,Completed,First,,31h 13m,,,,,,
233,21248,Jezusoid,PC,31h 33m,60%,"all game solo, did about half of sidequestes",982931,Completed,First,"October 23, 2014",31h 33m 21s,,,,,,
234,21248,Shadax,PC,32h 33m,80%,,981131,Completed,First,"December 17, 2014",32h 33m,Normal Mode Complete - LVL 26,,,,,
235,21248,Nemys,PC,33h,70%,,8828758,Completed,Replay,"October 05, 2018",33h,,,,,,
236,21248,geomegatest,PC,35h,NR,,11884717,Completed,First,"June 01, 2020",35h,,,,,,
237,21248,Treecko99,PC,38h 57m,NR,,3793883,Completed,First,"December 27, 2016",38h 57m,,,,,,
238,21248,RODILLATOR,PlayStation 3,40h 54m,80%,,2135053,Completed,First,"November 15, 2015",40h 54m,,46h 22m,,,,
239,21248,,Linux,10h,NR,Vault Hunter Mode; Some sidequests,3489217,Completed,Replay,,,,10h,,,,
240,21248,,PC,10h 09m,NR,Needed to do some extra questing for the last levels,985137,Completed,First,,,,10h 09m 34s,,,,
241,21248,DevoidLazarus,PC,11h,70%,,8510144,Completed,First,"March 24, 2019",,,11h,,,11h,
242,21248,Rus_Kulyasov,PC,12h 48m,NR,,5834899,Completed,Replay,,,,12h 48m,,,,
243,21248,KubaSypka,PC,12h 53m,NR,,8695156,Playing Completed,First,"May 01, 2019",7h 30m 01s,,12h 53m 01s,4h 30m 01s,,,
244,21248,Ashkaan,Xbox One,13h,70%,,8621358,Completed,First,"April 28, 2019",,,13h,,,,
245,21248,jeffs24,PC,13h 12m,70%,Baroness Lv. 27 - Normal Mode,8538519,Playing Backlog Completed,First,"March 25, 2020",,,13h 12m 45s,,,,7h 06m 42s /
246,21248,b7ad,PC,14h 30m,NR,,2002216,Completed,First,"November 28, 2014",,,14h 30m,,,,
247,21248,Azareth,PC,14h 35m,NR,,2412787,Completed,First,"November 12, 2016",,,14h 35m,,,,
248,21248,Valefar,PC,14h 50m,NR,,2171750,Completed,First,"December 01, 2015",,,14h 50m,,,,
249,21248,,PC,15h 05m,NR,"Beaten with Jack's Doppelganger, level 28.",1079848,Completed,First,,,,15h 05m 01s,,,,
250,21248,Spirit0fChaos,Xbox One,15h 32m,80%,,8398260,Completed,First,"March 31, 2019",,,15h 32m,,,,
251,21248,,PC,16h,NR,,7574124,Completed,First,,13h,,16h,,20h,,
252,21248,DrDoodle,PC,16h,NR,,8521348,Completed,Replay,"November 25, 2018",10h,,16h,,35h,,
253,21248,StarvingPoet,PC,16h,NR,,11989264,Completed,First,"June 10, 2020",,,16h,,,,
254,21248,jakomocha,PC,16h,NR,,1286075,Completed,First,"April 29, 2015",,,16h,,,16h,
255,21248,Daiki820,PC,16h 42m,80%,Almost all sidequests without DLC's,7798190,Custom List Completed,First,"December 29, 2018",,,16h 42m,,,,16h 42m /
256,21248,hagspam,PC,16h 48m,80%,,987745,Completed,First,"October 20, 2014",,,16h 48m,,,,
257,21248,,PC,17h,NR,,982552,Completed,First,,15h,,17h,,,,
258,21248,,PC,17h,NR,,7547589,Completed,First,,,,17h,,,,
259,21248,,PC,17h,NR,About 75% of side quests. Only 1st difficulty. No weapon farming.,8729103,Completed,First,,,,17h,,,,
260,21248,Dinho,PC,17h,90%,,1144733,Completed,First,"January 30, 2015",,,17h,,,,
261,21248,CBlade,PC,17h 01m,NR,,3429902,Completed,Replay,"September 16, 2016",,,17h 01m 10s,,,,
262,21248,ThreePinkApples,PC,17h 05m,NR,,8917364,Completed,First,"June 09, 2019",,,17h 05m,,,,
263,21248,haberserk,PlayStation 4,17h 18m,80%,,8872366,Completed,First,"September 27, 2019",,,17h 18m,,,,
264,21248,Fistberg,PC,17h 45m,70%,"Not all extra quest, but enough to be at roughly the same level as the enemies I encountered.",6303941,Completed,First,,,,17h 45m,,,,
