,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Speedrun,Personal Notes,100% Speedrun,Progress
92,5304,bigphil2003,Android,2h,100%,,1285553,Completed,Replay,"February 13, 2016",2h,,,,,,
93,5304,carlingas,PC,2h,NR,,10670502,Completed,First,,2h,,,,,,
94,5304,combatwaffle,Xbox 360,2h,80%,,43896,Completed,First,,2h,,,,,,
95,5304,cyberangel,PC,2h,80%,+ some secrets,11814962,Completed,Replay,"May 23, 2020",2h,2h 20m,,,,,
96,5304,dizzykei,PC,2h,40%,,11892476,Completed,First,"June 02, 2020",2h,,,,,,
97,5304,doxus,PC,2h,NR,,3333536,Completed,First,"August 15, 2016",2h,,,,,,
98,5304,hoova,PC,2h,NR,,225626,Completed,First,"January 09, 2013",2h,,,,,,
99,5304,Private,Xbox 360,2h,NR,,8521491,Completed,Replay,"March 27, 2019",2h,,,,,,
100,5304,ikari88,PlayStation 3,2h,70%,,5217935,Completed,First,"October 25, 2017",2h,,,,,,
101,5304,jakeakatheone,PlayStation 4,2h,NR,,8382134,Completed,Replay,"March 01, 2019",2h,,,,,,
102,5304,jcbvickers,PC,2h,70%,,3222779,Completed,First,,2h,,,,,,
103,5304,kanabalt,PC,2h,NR,,4289470,Completed,Replay,,2h,,,,,,
104,5304,kjellbo,PC,2h,70%,,6066656,Completed,First,"September 19, 2013",2h,,,,,,
105,5304,krysztal,PC,2h,NR,,1038814,Completed,First,"November 28, 2014",2h,,,,,,
106,5304,liorfigman,PC,2h,90%,,3368082,Completed,First,,2h,,,,,,
107,5304,maxwell,PC,2h,NR,,8699609,Completed,First,,2h,,,,,,
108,5304,myst_eri,PC,2h,NR,,6646466,Completed,First,"November 03, 2016",2h,,,,,,
109,5304,Private,PC,2h,NR,,4008213,Completed,First,"February 25, 2017",2h,,,,,,
110,5304,phracture,PC,2h,90%,,377302,Completed,First,"August 16, 2013",2h,,3h,,,,
111,5304,slyse,PC,2h,NR,,2853780,Completed,First,"April 14, 2016",2h,,,,,,
112,5304,solairesflair,PC,2h,NR,,6594928,Completed,First,,2h,,,,,,
113,5304,taviox_sensei,PC,2h,NR,,1316459,Completed,First,"December 24, 2011",2h,,,,,,
114,5304,Private,PC,2h,NR,,3542662,Completed,First,,2h,,,,,,
115,5304,uvehj,PC,2h,NR,,655286,Completed,First,"September 19, 2013",2h,,,,,,
116,5304,wanderlan,PC,2h,NR,,10549249,Completed,First,"December 06, 2019",2h,,,,,,
117,5304,xNexu5x,PC,2h,70%,,11983494,Completed,First,"December 31, 2018",2h,,,,,,
118,5304,yattaah,PC,2h,100%,,1071639,Completed,Replay,"September 10, 2014",2h,,,,,,
119,5304,Mokatavatah,PC,2h 04m,NR,,8456995,Completed,First,"April 15, 2020",2h 04m,,,,,,
120,5304,Private,PC,2h 04m,NR,,3190682,Completed,First,"August 07, 2016",2h 04m 16s,,,,,,
121,5304,Private,PC,2h 05m,NR,,6948339,Completed,Replay,"August 30, 2018",2h 05m,,,,,,
122,5304,zaroff90,PC,2h 05m,NR,,171700,Completed,First,"July 07, 2012",2h 05m 13s,,,,,,
123,5304,WaldoWonderful,PC,2h 05m,NR,,1797037,Completed,First,"September 18, 2015",2h 05m 24s,,,,,,
124,5304,FibberSteve,,2h 06m,NR,,171381,Completed,First,"August 22, 2012",2h 06m 24s,,,,,,
125,5304,n00bOfficial,PC,2h 09m,80%,,10309608,Completed,First,"October 30, 2019",2h 09m 04s,,,,,,
126,5304,BeetBeetGaming,PlayStation 4,2h 10m,NR,,1620855,Completed,First,"August 07, 2015",2h 10m,,,,,,
127,5304,JOSHDILISI,PlayStation 4,2h 10m,NR,,2702575,Completed,First,"August 07, 2015",2h 10m,,,,,,
128,5304,MegaGiga,PC,2h 10m,NR,,2122763,Completed,First,,2h 10m,,,,,,
129,5304,MustKillMoWhee,Xbox One,2h 10m,NR,,1341534,Completed,First,"December 13, 2014",2h 10m,,14h 07m,57m,,,
130,5304,Myerz,PC,2h 10m,80%,,479785,Completed,First,"November 16, 2013",2h 10m,,,,,,
131,5304,Oddsor,PC,2h 10m,NR,,154557,Completed,First,"July 29, 2012",2h 10m,,,,,,
132,5304,Stex,PC,2h 10m,80%,,687735,Completed,First,"April 04, 2014",2h 10m,,,,,,
133,5304,Nik_,PC,2h 11m,NR,,4396338,Completed,Replay,"February 21, 2017",2h 11m,,,,,,
134,5304,,PC,2h 12m,NR,,4813109,Completed,First,,2h 12m,,,,,,
135,5304,yoshicooper2,PC,2h 12m,NR,,4038327,Completed,First,"February 08, 2017",2h 12m,,,,,,
136,5304,HelloJapan960,PC,2h 13m,NR,,167946,Completed,First,"July 09, 2012",2h 13m 39s,,,,,,
137,5304,,PlayStation 4,2h 14m,NR,,1832290,Completed,First,,2h 14m,,,,,,
138,5304,Caliburn89,PC,2h 14m,NR,A handful of the optional extras.,4872582,Completed,First,"August 07, 2017",2h 14m 17s,,,,,,
139,5304,Blautkake,PC,2h 15m,NR,,3770208,Completed,First,,2h 15m,,,,,,
140,5304,Chewstay,PC,2h 15m,60%,,827323,Completed,First,"July 19, 2014",2h 15m,,,,,,
141,5304,CookieMonster,,2h 15m,NR,,38359,Completed,First,,2h 15m,,,,,,
142,5304,DrunkDionysos,PC,2h 15m,NR,,4807849,Completed,First,"July 23, 2017",2h 15m,,,,,,
143,5304,WereWolf_PL,PC,2h 15m,40%,,238432,Completed,First,,2h 15m,,,,,,
144,5304,cpo0408,Mac,2h 15m,NR,,3760866,Completed,First,"February 24, 2017",2h 15m,,,,,,
145,5304,robogiraffe,PlayStation 4,2h 15m,70%,got 1 secret collectible on accident,7608571,Completed,First,"July 13, 2019",2h 15m,,,,,,
146,5304,slhgo,PC,2h 15m,70%,,4532456,Completed,First,,2h 15m,,,,,,
147,5304,u_r_lolz,PC,2h 15m,70%,,5688069,Completed,Replay,"January 19, 2018",2h 15m,,,,,,
148,5304,Jowy,PC,2h 15m,80%,,5696322,Completed,First,"February 03, 2018",2h 15m 04s,,,,,,
149,5304,Brettimaeus,PC,2h 16m,NR,,10766616,Completed,Replay,"January 01, 2020",2h 16m,,,,,,
150,5304,Private,PC,2h 16m,70%,,3339186,Completed,First,"December 26, 2014",2h 16m,,,,,,
151,5304,Private,PC,2h 17m,70%,,7064339,Completed,First,"September 16, 2018",2h 17m,,,,,,
152,5304,Private,PC,2h 18m,NR,Playthrough #2?,4052103,Replay Completed,Replay,"February 09, 2017",2h 18m,,,,,,
153,5304,,PC,2h 18m,NR,,4303188,Completed,First,,2h 18m 05s,,,,,,
154,5304,Lionax,Mobile,2h 19m,NR,,11193692,Completed,First,"March 19, 2020",2h 19m,,,,,,
155,5304,,PC,2h 20m,NR,,5202404,Completed,First,,2h 20m,2h 40m,,,,,
156,5304,LaunchpadMcRoss,PC,2h 20m,NR,,7938842,Completed,First,"January 04, 2019",2h 20m,,,,,,
157,5304,Tumayto,PC,2h 20m,80%,,6829056,Completed,Replay,"November 27, 2011",2h 20m,,,,,,
158,5304,blast664,PC,2h 20m,80%,,595464,Completed,First,"January 24, 2014",2h 20m,,,,,,
159,5304,A_Sneaky_Box,PC,2h 20m,NR,,542784,Completed,First,"March 20, 2013",2h 20m 24s,,,,,,
160,5304,illwittdeez,Xbox One,2h 22m,60%,,5918623,Completed,First,"March 01, 2018",2h 22m 44s,,,,,,
161,5304,,PC,2h 24m,NR,,524416,Completed,First,,2h 24m,,,,,,
162,5304,SerMim,PC,2h 24m,100%,,202652,Completed,First,"November 11, 2012",2h 24m,,,,,,
163,5304,SerMim,PC,2h 24m,100%,,202653,Completed,First,"November 11, 2012",2h 24m,,,,,,
164,5304,Battery_Man,PlayStation 3,2h 25m,80%,,1041218,Completed,First,"November 28, 2014",2h 25m,,,,,,
165,5304,candlescandles,PC,2h 25m,70%,,510456,Completed,First,,2h 25m,,,,,,
166,5304,carrotocn,PC,2h 25m,90%,Blind playthrough.,3933925,Completed,First,"January 16, 2017",2h 25m 29s,,,,A fun little puzzle platformer. Watch my first playthrough here: https://www.youtube.com/watch?v=2iRpTDwQ9qQ&list=PLe-xNCevGAaX52_CvYBUBTsPXHmzwp9mg,,
167,5304,MrMista,PC,2h 26m,NR,,924531,Completed,First,"September 02, 2014",2h 26m,,,,,,
168,5304,Thranto,PlayStation 4,2h 26m,60%,,3199541,Completed,First,"July 14, 2016",2h 26m,,,,,,
169,5304,,PC,2h 26m,NR,,11746707,Completed,First,,2h 26m 05s,,,,,,
170,5304,Jeen0808,PC,2h 26m,80%,,3537445,Completed,First,"October 21, 2016",2h 26m 28s,,,,,,
171,5304,,PC,2h 27m,NR,,5334561,Completed,First,,2h 27m,,,,,,
172,5304,DarkSoul,PC,2h 27m,NR,,975274,Completed,First,"October 12, 2014",2h 27m,,,,,,
173,5304,Private,PC,2h 28m,70%,,7008486,Completed,First,"October 03, 2013",2h 28m 52s,,,,Start: 2013-10-03 | Beat: 2013-10-03,,
174,5304,bsinky,PC,2h 29m,NR,,7113541,Completed,First,"September 28, 2014",2h 29m,,,,,,
175,5304,,PC,2h 30m,NR,,494951,Completed,First,,2h 30m,,,,,,
176,5304,,PC,2h 30m,NR,,931120,Completed,First,,2h 30m,3h,4h 30m,,,,
177,5304,,Xbox One,2h 30m,NR,,4339167,Completed,First,,2h 30m,,,,,,
178,5304,,PC,2h 30m,NR,,5175330,Completed,First,,2h 30m,,,,,,
179,5304,AndcrewTR,PC,2h 30m,NR,,9075100,Completed,First,,2h 30m,,,,,,
180,5304,Arlecchino,PC,2h 30m,90%,,84104,Completed,First,"June 11, 2012",2h 30m,,,,,,
181,5304,Azraden,PC,2h 30m,NR,,63127,Completed,First,,2h 30m,,,,,,
182,5304,Private,PC,2h 30m,NR,,4353631,Completed,First,"October 17, 2013",2h 30m,,,,,,
183,5304,Caretoffel,PC,2h 30m,NR,,7646109,Completed,First,"December 06, 2016",2h 30m,,,,,,
184,5304,Fresh_Chris,PC,2h 30m,NR,,2447441,Completed,First,"October 30, 2011",2h 30m,,,,,,
185,5304,H0rm0N,PC,2h 30m,NR,,3432558,Completed,First,"September 10, 2016",2h 30m,,,,,,
186,5304,Hanni16,PC,2h 30m,80%,,1713242,Completed,First,"August 25, 2015",2h 30m,,,,,,
187,5304,Kiwista,PC,2h 30m,80%,,3366543,Completed,First,"August 26, 2016",2h 30m,,,,,,
188,5304,Mithrileyes,PC,2h 30m,NR,,125644,Completed,First,"June 05, 2012",2h 30m,,,,,,
189,5304,Private,PC,2h 30m,NR,,633285,Completed,First,,2h 30m,,,,,,
190,5304,MrNinjaSquirrel,PC,2h 30m,NR,,873549,Completed,First,"August 02, 2014",2h 30m,,,,,,
191,5304,Nebulos,PC,2h 30m,70%,,9301414,Completed,First,"August 04, 2019",2h 30m,,,,,,
192,5304,RCQ,PC,2h 30m,100%,,5858492,Completed,First,,2h 30m,,,,,,
193,5304,RagingZombie,PC,2h 30m,80%,Fun. Perfect length game for this style of gameplay. On the morbid side.,266103,Completed,First,"May 25, 2013",2h 30m,,,,,,
194,5304,Sajlenty,PC,2h 30m,NR,,4148190,Completed,Replay,"March 05, 2017",2h 30m,,,,,,
195,5304,Sonium,PC,2h 30m,90%,,110040,Completed,First,,2h 30m,,,,,,
196,5304,StoneySMH,Nintendo Switch,2h 30m,NR,,11968119,Completed,First,"June 11, 2020",2h 30m,,,,,,
197,5304,Xor_van_Dorf,PC,2h 30m,NR,,3465334,Completed,First,"November 26, 2011",2h 30m,,,,,,
198,5304,eigenvals,PC,2h 30m,NR,,5894417,Completed,First,"February 24, 2018",2h 30m,,,,,,
199,5304,estiflan,PC,2h 30m,80%,,2116345,Completed,First,,2h 30m,,,,,,
200,5304,gcrock77,Xbox 360,2h 30m,90%,,50219,Completed,First,,2h 30m,,,,,,
201,5304,gollitito,PC,2h 30m,NR,,4558230,Completed,First,"June 12, 2017",2h 30m,,,,,,
202,5304,jc726,Nintendo Switch,2h 30m,NR,,7440246,Completed,First,November 2018,2h 30m,,,,,,
203,5304,kriterer,Xbox 360,2h 30m,NR,,3817756,Completed,First,2013,2h 30m,,,,,,
204,5304,lemon_pickle,PC,2h 30m,NR,,5829191,Completed,First,,2h 30m,,,,,,
205,5304,ntylerwetrust,PlayStation Vita,2h 30m,20%,,645519,Completed,First,"July 15, 2016",2h 30m,,,,,,
206,5304,slaus0n,PC,2h 30m,NR,,360372,Completed,First,,2h 30m,,,,,,
207,5304,spawn_92,PC,2h 30m,NR,,3617111,Completed,First,"November 12, 2016",2h 30m,,,,,,
208,5304,Private,PC,2h 30m,NR,,11450931,Completed,First,"April 25, 2020",2h 30m,,,,,,
209,5304,vr4g,PC,2h 30m,NR,,806162,Completed,First,,2h 30m,,,,,,
210,5304,Jerromy,PC,2h 30m,NR,,10799855,Completed,First,"February 13, 2019",2h 30m 55s,,,,,,
211,5304,Mad_5oap,PC,2h 32m,NR,,10820270,Completed,First,"January 22, 2020",2h 32m 53s,,,,,,
212,5304,PaleoSteno,PC,2h 34m,NR,,2143980,Completed,First,,2h 34m,,,,,,
213,5304,chiefwhodey,PlayStation 4,2h 34m,70%,,3575079,Completed,First,"November 25, 2016",2h 34m,,,,,,
214,5304,0577215,PC,2h 34m,70%,,10786839,Completed,First,"September 04, 2017",2h 34m 15s,,,,,,
215,5304,,PC,2h 34m,NR,,9206808,Completed,First,,2h 34m 36s,,,,,,
216,5304,Blizniak,PC,2h 35m,60%,,321835,Completed,First,"July 12, 2013",2h 35m,,,,,,
217,5304,LethalDyne,Xbox One,2h 35m,NR,,5738557,Replay Completed,Replay,,2h 35m,,,,,,
218,5304,duvadan,PC,2h 35m,NR,,605825,Completed,First,"January 31, 2014",2h 35m,,,,,,
219,5304,einari,PC,2h 35m,90%,,276602,Completed,First,"March 02, 2017",2h 35m,,,,,,
220,5304,borisignatievich,PC,2h 35m,NR,,1198898,Completed,First,"July 14, 2015",2h 35m 14s,,,,,,
221,5304,MattB,PC,2h 36m,NR,,11630377,Completed Retired,First,"January 05, 2017",2h 36m,,,,,,
222,5304,MetalheadPlaysGames,PC,2h 36m,60%,,1078518,Completed,First,"January 17, 2016",2h 36m,,,,,,
223,5304,Sakeuon,PC,2h 36m,NR,,1751,Completed,First,"February 03, 2013",2h 36m,,,,,,
224,5304,Seelad,PC,2h 36m,80%,"It is a good puzzle game, sometimes confusing but generally simple. If you like Portal's puzzles you may like this game.",109549,Completed,First,"June 11, 2012",2h 36m,,,,,,
225,5304,Private,PC,2h 36m,NR,,5293630,Completed,First,,2h 36m,,,,,,
226,5304,kafaw,PC,2h 36m,NR,,9092295,Completed,First,"January 18, 2012",2h 36m,,,,,,
227,5304,lastremote,PC,2h 36m,NR,,738393,Completed,First,"May 25, 2014",2h 36m,,,,,,
228,5304,snappums,PC,2h 36m,NR,,2165584,Completed,First,"March 25, 2013",2h 36m,,,,,,
229,5304,CelticLion17,PC,2h 36m,50%,,3814147,Completed,First,"January 02, 2017",2h 36m 06s,,,,,,
230,5304,,PC,2h 36m,NR,,2554230,Completed,First,,2h 36m 12s,,,,,,
231,5304,KMoney,Xbox 360,2h 36m,80%,,5395,Completed,First,,2h 36m 39s,,,,,,
232,5304,Kjempeklikk,PC,2h 36m,NR,,10858091,Completed,First,"January 20, 2020",2h 36m 50s,,,,Gameplay: https://www.youtube.com/watch?v=yOKX8URzvho,,
233,5304,NukeYourNanny,PC,2h 37m,NR,,3575534,Completed,First,"November 02, 2016",2h 37m,,,,,,
234,5304,Strandomguy,PC,2h 37m,NR,,2273607,Completed,First,"December 26, 2015",2h 37m,,,,,,
235,5304,Pinski,Xbox One,2h 38m,100%,,1223268,Completed Retired,Replay,"March 03, 2015",2h 38m,3h 13m,,,,,
236,5304,luddydrag,PC,2h 38m,NR,,5773931,Completed,First,"February 04, 2018",2h 38m,,,,,,
237,5304,python37,PC,2h 39m,70%,,11066530,Completed,First,"February 28, 2020",2h 39m 50s,,,,,,
238,5304,,PC,2h 40m,NR,,540233,Completed,Replay,,2h 40m,,,,,,
239,5304,Everdred,Xbox 360,2h 40m,80%,,95,Completed,First,,2h 40m,,,,,,
240,5304,FrozZerrer,Xbox One,2h 40m,NR,,4162038,Completed,First,"July 07, 2016",2h 40m,3h,,,,,
241,5304,Leatus,PC,2h 40m,40%,,752279,Completed,First,"June 08, 2014",2h 40m,3h,,,,,
242,5304,SavePoint,PC,2h 40m,80%,,78121,Completed,First,,2h 40m,,,,,,
243,5304,Threel,PC,2h 40m,70%,,750122,Completed,First,"June 07, 2014",2h 40m,,,,Had seen the first 30 ish min before. rest was all new,,
244,5304,aaba2004,Linux,2h 40m,NR,,10302062,Completed,First,"October 25, 2019",2h 40m,,,,,,
245,5304,splinkter,PlayStation 3,2h 41m,NR,Done in one sitting with countless deaths.,63062,Completed,First,"March 12, 2013",2h 41m 46s,,,,,,
246,5304,,PC,2h 42m,NR,"Short, but lost of fun. Wear headphones to take in the atmosphere of this game.",288347,Completed,First,,2h 42m,,,,,,
247,5304,,PC,2h 42m,NR,,3178809,Completed,First,,2h 42m,,,,,,
248,5304,,PC,2h 42m,NR,,5838212,Completed,First,,2h 42m,,,,,,
249,5304,,PC,2h 42m,NR,,9165058,Completed,First,,2h 42m,,,,,,
250,5304,BlonD1E,PC,2h 42m,30%,,26107,Completed,First,"June 01, 2012",2h 42m,,,,,,
251,5304,Karin,Mac,2h 42m,100%,"Got the puzzles fairly quick, was never stuck for more than a few minutes.",10555,Completed,First,"June 03, 2012",2h 42m,,,,,,
252,5304,Lemmi,PC,2h 42m,NR,,10556563,Completed,Replay,"December 07, 2019",2h 42m,,,,,,
253,5304,Private,PC,2h 42m,70%,,8063943,Completed,First,"January 18, 2019",2h 42m,,,,,,
254,5304,Private,PC,2h 42m,NR,,6533093,Completed,First,"July 05, 2018",2h 42m,,,,,,
255,5304,justym,PC,2h 42m,NR,,972774,Completed,First,"October 10, 2014",2h 42m,,,,,,
256,5304,outblast77,PC,2h 42m,NR,,746971,Completed,First,"June 03, 2014",2h 42m,,,,,,
257,5304,Private,PlayStation Vita,2h 42m,NR,,786302,Completed,First,"July 03, 2014",2h 42m 05s,,,,Had this on PC but it felt better to play on a handheld or controller instead of keyboard for that matter,,
258,5304,GFrom,PC,2h 42m,80%,,4357550,Completed,First,"November 05, 2012",2h 42m 36s,,,,,,
259,5304,Private,PC,2h 43m,NR,,8173474,Completed,Replay,"July 16, 2018",2h 43m,,,,,,
260,5304,luisroco,PC,2h 43m,90%,,539598,Completed,First,"January 01, 2013",2h 43m 52s,,,,,,
