,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress
63,38061,Rarokko,PlayStation 4,31h,100%,,10808241,Completed,First,"January 08, 2020",31h,,,,
64,38061,Zolak,PlayStation 4,31h,NR,,11458972,Completed,First,,31h,,,,
65,38061,eliasaj92,PlayStation 4,31h,90%,,10351630,Completed,First,"November 16, 2019",31h,,,,
66,38061,gamole,PlayStation 4,31h,NR,,11749623,Completed,First,,31h,,,,
67,38061,,PlayStation 4,31h 09m,NR,,10479688,Completed,First,,31h 09m 26s,,,,
68,38061,,PlayStation 4,31h 13m,NR,,11087532,Completed,First,,31h 13m 20s,,,,
69,38061,YuckKarma,PlayStation 4,31h 42m,100%,,10493635,Completed,First,"November 23, 2019",31h 42m 23s,,,,
70,38061,theplump,PlayStation 4,31h 44m,100%,,10694317,Completed,First,"January 15, 2020",31h 44m,,,,
71,38061,PurpleCrab,PlayStation 4,31h 49m,80%,From in-game timer.,10505272,Custom List Completed,First,"November 28, 2019",31h 49m 21s,,,,
72,38061,Kuruwin,PlayStation 4,31h 54m,NR,,10511845,Completed,First,"November 30, 2019",31h 54m 43s,,,,
73,38061,,PlayStation 4,32h,NR,,10414286,Completed,First,,32h,,,,
74,38061,,PlayStation 4,32h,NR,,10636874,Completed,First,,32h,,,,
75,38061,,PlayStation 4,32h,NR,Just wanted to see the story,10726862,Completed,First,,32h,,,,
76,38061,,PlayStation 4,32h,NR,,11460274,Completed,First,,32h,,,,
77,38061,JFK108,PlayStation 4,32h,NR,,11367108,Completed,First,,32h,,,,
78,38061,Mapacherrr,PlayStation 4,32h,NR,,11832335,Completed,First,"November 25, 2019",32h,,,,
79,38061,bernatsgrau,PlayStation 4,32h,NR,,11212022,Completed,First,"March 21, 2020",32h,,,,
80,38061,citrusburk,PlayStation 4,32h,NR,,10571166,Playing Completed,First,"December 10, 2019",32h,,,,
81,38061,,PlayStation 4,32h 04m,NR,,10827710,Completed,First,,32h 04m 55s,,,,
82,38061,Kehltusa,PlayStation 4,32h 05m,NR,,11434780,Completed,First,"April 13, 2020",32h 05m,,,,
83,38061,SJSJ,PlayStation 4,32h 10m,80%,,11118500,Completed,First,"March 07, 2020",32h 10m,,,,
84,38061,golok,PlayStation 4,32h 20m,NR,,10626137,Completed,First,"December 19, 2019",32h 20m,,,,
85,38061,,PlayStation 4,32h 24m,NR,,10634128,Completed,First,,32h 24m 07s,,,,
86,38061,Private,PlayStation 4,32h 25m,NR,,10399871,Completed,First,"November 10, 2019",32h 25m 15s,,,,
87,38061,The_Leachman,PlayStation 4,32h 30m,NR,,10452814,Completed,First,"November 27, 2019",32h 30m,,,,
88,38061,,PlayStation 4,32h 30m,NR,,10902779,Completed,First,,32h 30m 51s,,,,
89,38061,arcng,PlayStation 4,32h 33m,100%,"Bunch of Sidequests completed, didn't reached 100 percent completion.",10381006,Completed,First,"October 29, 2019",32h 33m,56h 21m 59s,,,
90,38061,smmac41,PlayStation 4,32h 33m,80%,,10428506,Completed,First,"November 15, 2019",32h 33m 15s,,,,
91,38061,beastis,PlayStation 4,32h 40m,90%,,10466976,Completed,First,"November 22, 2019",32h 40m,,,,
92,38061,,PlayStation 4,32h 42m,NR,,10545990,Completed,First,,32h 42m 36s,,,,
93,38061,LogLadyLand,PlayStation 4,32h 43m,100%,,11496107,Playing Completed,First,"April 27, 2020",32h 43m 33s,,,,63h 48m 09s /
94,38061,,PlayStation 4,32h 43m,NR,,10533294,Completed,First,,32h 43m 48s,,,,
95,38061,sasliquid,PlayStation 4,32h 47m,NR,,10475863,Completed,First,"November 23, 2019",32h 47m 02s,,,,
96,38061,,PlayStation 4,32h 50m,NR,,10393957,Completed,First,,32h 50m,,,,
97,38061,,PlayStation 4,33h,NR,,10427714,Completed,First,,33h,,,,
98,38061,,PlayStation 4,33h,NR,,10437295,Completed,First,,33h,,,,
99,38061,,PlayStation 4,33h,NR,,10438631,Completed,First,,33h,,,,
100,38061,JKPhones,PlayStation 4,33h,100%,,10486489,Completed,First,"December 20, 2019",33h,,,,
101,38061,beware98,PlayStation 4,33h,80%,,10606068,Completed,First,"December 17, 2019",33h,,,,
102,38061,domsavethequeen,PlayStation 4,33h,NR,,11932406,Completed,First,"December 03, 2019",33h,,,,
103,38061,fkkcloud,PlayStation 4,33h,NR,,10563166,Completed,First,"December 08, 2019",33h,,,,
104,38061,,PlayStation 4,33h 02m,NR,,10614018,Completed,First,,33h 02m,,,,
105,38061,BruunGaming,PlayStation 4,33h 04m,NR,,10843447,Completed,First,"January 19, 2020",33h 04m 55s,,,,
106,38061,,PlayStation 4,33h 21m,NR,Only main story,10422079,Completed,First,,33h 21m 22s,,,,
107,38061,,PlayStation 4,33h 21m,NR,,11274725,Completed,First,,33h 21m 38s,,,,
108,38061,slithersloth,PlayStation 4,33h 22m,80%,,10428377,Completed,First,"November 13, 2019",33h 22m,,,,
109,38061,,PlayStation 4,33h 25m,NR,,10777417,Completed,First,,33h 25m 59s,,,,
110,38061,,PlayStation 4,33h 27m,NR,,10524454,Completed,First,,33h 27m 14s,,,,
111,38061,,PlayStation 4,33h 28m,NR,,10572049,Completed,First,,33h 28m,,,,
112,38061,Grimluck343,PlayStation 4,33h 35m,80%,,10415493,Completed,First,"May 21, 2020",33h 35m,,,,
113,38061,,PlayStation 4,33h 36m,NR,,10721470,Completed,First,,33h 36m 54s,,,,
114,38061,novaviking,PlayStation 4,33h 38m,NR,,10940607,Completed,First,"November 23, 2019",33h 38m 26s,,,,
115,38061,AzbestosCool,PlayStation 4,33h 40m,NR,,10432964,Completed,First,"November 16, 2019",33h 40m 23s,,,,
116,38061,skualninja,PlayStation 4,33h 40m,60%,,10487965,Completed,First,"November 12, 2019",33h 40m 36s,,,,
117,38061,,PlayStation 4,33h 50m,NR,,10422669,Completed,First,,33h 50m 10s,,,,
118,38061,,PlayStation 4,34h,NR,,10746318,Completed,First,,34h,,,,
119,38061,,PlayStation 4,34h,NR,,11040064,Completed,First,,34h,,,,
120,38061,Zsombro,PlayStation 4,34h,NR,,11672642,Completed,First,"May 07, 2020",34h,,,,
121,38061,jat243,PlayStation 4,34h,NR,,11303713,Completed,First,"March 30, 2020",34h,,,,
122,38061,megacomma,PlayStation 4,34h,NR,,11374001,Completed,First,"April 06, 2020",34h,,,,
123,38061,raegazel,PlayStation 4,34h,60%,,10346557,Completed,First,"November 14, 2019",34h,,,,
124,38061,wcchristian,PlayStation 4,34h 01m,100%,,10459721,Completed,First,"November 19, 2019",34h 01m,,,,
125,38061,Nossda,PlayStation 4,34h 03m,90%,,10428579,Completed,First,"November 15, 2019",34h 03m 30s,,,,
126,38061,jakeakatheone,PlayStation 4,34h 15m,NR,,10593807,Completed,First,"December 14, 2019",34h 15m 15s,,,,
127,38061,wesleybarbaree,PlayStation 4,34h 26m,NR,,10521092,Completed,First,"December 01, 2019",34h 26m,,,,
128,38061,,PlayStation 4,34h 26m,NR,,10526904,Completed,First,,34h 26m 17s,,,,
129,38061,,PlayStation 4,34h 29m,NR,,11532604,Completed,First,,34h 29m 20s,,,,
130,38061,,PlayStation 4,34h 30m,NR,,10462846,Completed,First,,34h 30m,,,,
131,38061,midsch,PlayStation 4,34h 30m,NR,,10469556,Completed,First,"November 23, 2019",34h 30m,,,,
132,38061,TheoKeane,PlayStation 4,34h 35m,100%,,10477234,Completed,First,"November 24, 2019",34h 35m 56s,,,,
133,38061,Sabin5995,PlayStation 4,34h 46m,NR,,10579800,Completed,First,"April 26, 2020",34h 46m 13s,,,,
134,38061,HenryVIIII,PlayStation 4,34h 47m,50%,,10373427,Completed,First,"March 18, 2020",34h 47m,,,,
135,38061,Throwaway_Name,PlayStation 4,34h 53m,90%,,10530436,Completed,First,"January 05, 2020",34h 53m 38s,,,,
136,38061,,PlayStation 4,34h 55m,NR,,10695039,Completed,First,,34h 55m,,,,
137,38061,,PlayStation 4,35h,NR,,10442769,Completed,First,,35h,,,,
138,38061,,PlayStation 4,35h,NR,,10959623,Completed,First,,35h,,112h,,
139,38061,,PlayStation 4,35h,NR,"Some to 5 star, others not",11057207,Completed,First,,35h,50h,,,
140,38061,,PlayStation 4,35h,NR,,11146348,Completed,First,,35h,,,,
141,38061,,PlayStation 4,35h,NR,,11992929,Completed,First,,35h,,,,
142,38061,ChaoticLightning,PlayStation 4,35h,NR,,11117506,Completed,First,"March 07, 2020",35h,,,,
143,38061,Copeland1994,PlayStation 4,35h,90%,,10985934,Completed,First,"November 23, 2019",35h,,,,
144,38061,aoki2,PlayStation 4,35h,80%,,10419047,Completed,First,"November 16, 2019",35h,,,,
145,38061,bendikts,PlayStation 4,35h,NR,,10417410,Completed,First,"January 04, 2020",35h,,,,
146,38061,mrbaggs,PlayStation 4,35h,NR,,10936544,Completed,First,"February 04, 2020",35h,,,,
147,38061,slurmstorm,PlayStation 4,35h,NR,,10440150,Completed,First,"November 17, 2019",35h,,,,
148,38061,valero,PlayStation 4,35h,100%,,10466133,Completed,First,"November 22, 2019",35h,,,,
149,38061,,PlayStation 4,35h 05m,NR,,10736037,Completed,First,,35h 05m 34s,,,,
150,38061,,PlayStation 4,35h 06m,NR,,10685867,Completed,First,,35h 06m 30s,,,,
151,38061,Private,PlayStation 4,35h 11m,80%,Goddammit those end credits take forever,11083681,Completed,First,"May 18, 2020",35h 11m 09s,,,,
152,38061,atesman,PlayStation 4,35h 12m,70%,,11214093,Completed,First,"March 22, 2020",35h 12m 45s,,,,
153,38061,chadilak,PlayStation 4,35h 21m,100%,IGT.,10380927,Completed,First,"November 19, 2019",35h 21m 41s,,,,
154,38061,,PlayStation 4,35h 24m,NR,Time may vary due to different strategies,10870628,Completed,First,,35h 24m 33s,,,,
155,38061,thelastofus95,PlayStation 4,35h 24m,NR,,10452887,Completed,First,"November 19, 2019",35h 24m 52s,,,,
156,38061,,PlayStation 4,35h 32m,NR,,10423458,Completed,First,,35h 32m,,,,
157,38061,mikeekert,PlayStation 4,35h 32m,NR,,10400589,Completed,First,"November 10, 2019",35h 32m 51s,,,,
158,38061,Mikelson,PlayStation 4,35h 33m,NR,,10490064,Completed,First,"November 25, 2019",35h 33m 51s,,,,
159,38061,savepointsam,PlayStation 4,35h 38m,90%,,10415557,Completed,First,"November 11, 2019",35h 38m,,,,
160,38061,chadma,PlayStation 4,35h 46m,NR,,10574607,Completed,First,"December 11, 2019",35h 46m,,,,
161,38061,,PlayStation 4,35h 50m,NR,,10516041,Completed,First,,35h 50m,,,,
162,38061,,PlayStation 4,35h 56m,NR,,10419956,Completed,First,,35h 56m 56s,,,,
163,38061,,PlayStation 4,36h,NR,,10439504,Completed,First,,36h,,,,
164,38061,,PlayStation 4,36h,NR,,10493822,Completed,First,,36h,,,,
165,38061,,PlayStation 4,36h,NR,,10560010,Completed,First,,36h,,,,
166,38061,FrostyAssassin,PlayStation 4,36h,NR,,11857990,Completed,First,"May 28, 2020",36h,,,,
167,38061,alevit,PlayStation 4,36h,NR,,10583122,Completed,First,"December 23, 2019",36h,,,,
168,38061,isolatedspaceman,PlayStation 4,36h,NR,,10641178,Completed,First,,36h,,,,
169,38061,jeepee73,PlayStation 4,36h,70%,No side quest at all,11142517,Completed,First,"March 11, 2020",36h,,,,
170,38061,yaxes,PlayStation 4,36h,NR,,10550190,Completed,First,,36h,,,,
171,38061,theimpudentwanderer,PlayStation 4,36h 04m,80%,,11465340,Completed,First,"April 16, 2020",36h 04m,,,,
172,38061,BrightDragoon44,PlayStation 4,36h 05m,NR,,11475815,Completed,Replay,"April 17, 2020",36h 05m 50s,,,,
173,38061,cjschris,PlayStation 4,36h 07m,NR,,10477626,Completed,First,"November 24, 2019",36h 07m 17s,,,,
174,38061,,PlayStation 4,36h 10m,NR,,10519588,Completed,First,,36h 10m,,,,
175,38061,,PlayStation 4,36h 19m,NR,,10974721,Completed,First,,36h 19m,,,,
176,38061,Cragscorner,PlayStation 4,36h 28m,NR,,10787307,Completed,First,"January 09, 2020",36h 28m,,,,
177,38061,,PlayStation 4,36h 30m,NR,,10914775,Completed,First,,36h 30m,,,,
178,38061,,PlayStation 4,36h 30m,NR,,11082887,Completed,First,,36h 30m,,,,
179,38061,brandondelvalle,PlayStation 4,36h 30m,90%,,10454973,Completed,First,"November 12, 2019",36h 30m,,,,
180,38061,,PlayStation 4,36h 40m,NR,,11402004,Completed,First,,36h 40m,,,,
181,38061,sunspear16,PlayStation 4,36h 56m,NR,,10424357,Completed,First,"January 24, 2020",36h 56m,,,,
182,38061,,PlayStation 4,37h,NR,,10770217,Completed,First,,37h,41h,,,
183,38061,ColdDevil,PlayStation 4,37h,70%,,11279979,Completed,First,"March 29, 2020",37h,,,"I did some (very few) optional quests, and almost none of them needed to take a way longer than the one the main story got me through",
184,38061,PixelZ8,PlayStation 4,37h,NR,,10449452,Completed,First,"November 16, 2019",37h,,,,
185,38061,TG_Rising,PlayStation 4,37h,70%,,11491260,Completed,First,"May 02, 2020",37h,,,,
186,38061,distefano83,PlayStation 4,37h,NR,,10469429,Completed,First,"November 23, 2019",37h,43h 50m,,,
187,38061,Sisus17,PlayStation 4,37h 01m,100%,"Difficulty set to ""hard""",11016895,Completed,First,"January 06, 2020",37h 01m 27s,,,,
188,38061,Yoshikenny_Kira,PlayStation 4,37h 03m,80%,,11721038,Completed,First,"May 12, 2020",37h 03m,,,,
189,38061,ei02028,PlayStation 4,37h 06m,90%,,10389086,Completed,First,"February 11, 2020",37h 06m 17s,,,,
190,38061,DrakeMcHale,PlayStation 4,37h 08m,NR,,10382199,Completed,First,"December 01, 2019",37h 08m,,,,
191,38061,,PlayStation 4,37h 16m,NR,,11877961,Completed,First,,37h 16m 41s,,,,
192,38061,,PlayStation 4,37h 20m,NR,,10426252,Completed,First,,37h 20m,,,,
193,38061,,PlayStation 4,37h 20m,NR,,10709760,Completed,First,,37h 20m,45h,,,
194,38061,chozoknight,PlayStation 4,37h 20m,NR,,9067476,Completed,First,"November 24, 2019",37h 20m 50s,,,,
195,38061,DecemberStyle,PlayStation 4,37h 22m,80%,,10500495,Completed,First,"February 28, 2020",37h 22m 39s,,,,
196,38061,Private,PlayStation 4,37h 26m,80%,Did all “Sam” orders until Mountain Knot City then essential orders only,10423303,Completed,First,"November 14, 2019",37h 26m 09s,,,,
197,38061,cellslayer78,PlayStation 4,37h 27m,60%,,10469353,Completed,First,"November 23, 2019",37h 27m 59s,,,,
198,38061,,PlayStation 4,37h 30m,NR,,10529265,Completed,First,,37h 30m,,,,
199,38061,nuber1gamer,PlayStation 4,37h 42m,20%,Focused solely on main story,10426233,Completed,First,"November 15, 2019",37h 42m 28s,,,Focused solely on main story,
200,38061,,PlayStation 4,37h 45m,NR,,10520980,Completed,First,,37h 45m,,,,
201,38061,kevschee,PlayStation 4,37h 45m,NR,,10679683,Completed,First,"December 28, 2019",37h 45m,,,,
202,38061,,PlayStation 4,37h 45m,NR,,10423651,Completed,First,,37h 45m 23s,,,,
203,38061,Hallgier,PlayStation 4,37h 52m,100%,,10390908,Completed,First,"December 14, 2019",37h 52m 25s,,,,
204,38061,,PlayStation 4,37h 58m,NR,,10453970,Completed,First,,37h 58m 33s,,,,
205,38061,,PlayStation 4,38h,NR,,10463821,Completed,First,,38h,55h,,,
206,38061,,PlayStation 4,38h,NR,,11378049,Completed,First,,38h,,,,
207,38061,,PlayStation 4,38h,NR,,11996477,Completed,First,,38h,,,,
208,38061,AZRoboto,PlayStation 4,38h,NR,,10514978,Completed,First,"December 06, 2019",38h,52h 30m,,,
209,38061,GrubberOX,PlayStation 4,38h,NR,,10985131,Completed,First,"February 13, 2020",38h,,,,
210,38061,KINGXKUMA,PlayStation 4,38h,NR,,11385801,Completed,First,"April 17, 2020",38h,,,,
211,38061,MilitisSanctus,PlayStation 4,38h,NR,,10515605,Completed,First,"November 30, 2019",38h,,,,
212,38061,Pikmin,PlayStation 4,38h,100%,"Extra side 'Interviews' add tons to the game's lore and characters, and a few re essential to understanding some concept",11489233,Completed,First,"April 14, 2020",38h,40h,,,
213,38061,nonamewolf,PlayStation 4,38h,NR,,10748937,Completed,First,"December 04, 2020",38h,59h,,,
214,38061,s1acer,PlayStation 4,38h,NR,,10545983,Completed,First,"December 05, 2019",38h,,,,
215,38061,Skyloftgames,PlayStation 4,38h,90%,,11552937,Completed,First,"May 13, 2020",38h 02s,,,,
216,38061,,PlayStation 4,38h 20m,NR,,10574068,Completed,First,,38h 20m,,,,
217,38061,Digiclone,PlayStation 4,38h 20m,NR,,10507301,Completed,First,"November 28, 2019",38h 20m,,,,
218,38061,Critter2003,PlayStation 4,38h 20m,NR,,10532247,Completed,First,"December 04, 2019",38h 20m 21s,,,,
219,38061,Subtle_Villainy,PlayStation 4,38h 23m,90%,Normal difficulty. Blind.,10413005,Completed,First,"November 28, 2019",38h 23m 28s,,,,
220,38061,Mansheek,PlayStation 4,38h 26m,NR,,10860477,Completed,First,"January 22, 2020",38h 26m 29s,,97h 03m 17s,,
221,38061,Balamung,PlayStation 4,38h 30m,NR,"A bit of side construction and deliveries, but not that much",10422125,Completed,First,"November 12, 2019",38h 30m,,,,
222,38061,ROBALEXXX_CP,PlayStation 4,38h 30m,90%,,10505683,Completed,First,"November 28, 2019",38h 30m 15s,,,,
223,38061,,PlayStation 4,38h 35m,NR,,10495292,Completed,First,,38h 35m,,,,
224,38061,,PlayStation 4,38h 40m,NR,,10452999,Completed,First,,38h 40m,,,,
225,38061,,PlayStation 4,38h 40m,NR,,10535336,Completed,First,,38h 40m,,,,
226,38061,JasIruka,PlayStation 4,38h 44m,80%,,10382427,Playing Replay Custom List Completed,First,"November 19, 2019",38h 44m 33s,,,38:44:33,38h 33m /
227,38061,dejaypiii,PlayStation 4,38h 45m,80%,,10658777,Completed,First,"December 27, 2019",38h 45m,,,,
228,38061,,PlayStation 4,38h 59m,NR,,10784045,Completed,First,,38h 59m,,,,
229,38061,,PlayStation 4,39h,NR,,11514380,Completed,First,,39h,,100h,,
230,38061,Ideomotor,PlayStation 4,39h,80%,,10531904,Completed,First,"December 03, 2019",39h,,,,
231,38061,Private,PlayStation 4,39h,NR,,10387002,Completed,First,"November 29, 2019",39h,,,,
232,38061,alexeystg,PlayStation 4,39h,NR,,10486812,Completed,First,"November 25, 2019",39h,,,,
233,38061,ao311,PlayStation 4,39h,NR,,10400377,Completed,First,"November 30, 2019",39h,,,,
234,38061,nemesisbreaker,PlayStation 4,39h,NR,,11187699,Completed,First,"May 01, 2020",39h,,,,
235,38061,Suicidelbunnyz,PlayStation 4,39h 07m,100%,,10916734,Completed,First,"January 30, 2020",39h 07m 17s,,,,
236,38061,ghrbkramer,PlayStation 4,39h 11m,NR,,10678650,Completed,First,"December 28, 2019",39h 11m,,,,
237,38061,modaren,PlayStation 4,39h 11m,NR,hard difficulty lvl 242 150 orders completed,10382905,Completed,First,"November 12, 2019",39h 11m 18s,,,,
238,38061,CosmicOmega,PlayStation 4,39h 13m,100%,,10438015,Playing Completed,First,"November 16, 2019",39h 13m 24s,,,,42h /
239,38061,x1123jbcx,PlayStation 4,39h 19m,80%,,10442901,Completed,First,"November 17, 2019",39h 19m 18s,,,,
240,38061,,PlayStation 4,39h 20m,NR,,10465664,Completed,First,,39h 20m,,,,
241,38061,ghornett,PlayStation 4,39h 23m,NR,,10431662,Completed,First,"November 15, 2019",39h 23m 11s,,,,
242,38061,,PlayStation 4,39h 30m,NR,,10446426,Completed,First,,39h 30m,,,,
243,38061,,PlayStation 4,39h 30m,NR,,10732400,Completed,First,,39h 30m,,,,
244,38061,tremotino,PlayStation 4,39h 30m,NR,,10526844,Completed,First,"December 03, 2019",39h 30m,,,,
245,38061,KamSung,PlayStation 4,39h 30m,NR,,10962663,Completed,First,"March 26, 2020",39h 30m 36s,,,,
246,38061,,PlayStation 4,39h 38m,NR,,10477279,Completed,First,,39h 38m,,,,
247,38061,Akatsuki200,PlayStation 4,39h 41m,90%,,10415396,Completed,First,"November 24, 2019",39h 41m 45s,,,,
248,38061,janozman,PlayStation 4,39h 43m,NR,,10416207,Completed,First,"November 11, 2019",39h 43m,,,,
249,38061,,PlayStation 4,39h 43m,NR,,10423004,Completed,First,,39h 43m 39s,,,,
250,38061,,PlayStation 4,39h 45m,NR,,11703000,Completed,First,,39h 45m,,,,
251,38061,Private,PlayStation 4,39h 49m,90%,,11419359,Completed,First,November 2019,39h 49m,,,,
252,38061,Bouland,PlayStation 4,39h 52m,80%,Normal. end report time. didn't skip cinematics and end credits,10417855,Completed,First,"November 12, 2019",39h 52m,,,,
253,38061,,PlayStation 4,39h 54m,NR,,10420554,Completed,First,,39h 54m,,,,
254,38061,,PlayStation 4,39h 55m,NR,,10830492,Completed,First,,39h 55m 55s,,,,
255,38061,,PlayStation 4,40h,NR,,10666510,Completed,First,,40h,,,,
256,38061,,PlayStation 4,40h,NR,,10666597,Completed,First,,40h,,110h,,
257,38061,,PlayStation 4,40h,NR,,10925135,Completed,First,,40h,,,,
258,38061,,PlayStation 4,40h,NR,,11025194,Completed,First,,40h,,85h,,
