,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Progress,Speedrun,Personal Notes,Retired Notes,100% Speedrun
35,38050,benipersia,PlayStation 4,13h 30m,NR,,7814741,Completed,First,13h 30m,"December 27, 2018",,,,,,,
36,38050,f1267905,PlayStation 4,13h 30m,NR,,6210103,Completed,Replay,13h 30m,"May 05, 2018",,,,,,,
37,38050,theplump,PlayStation 4,13h 41m,100%,,6264639,Completed,First,13h 41m,"May 27, 2018",,,,,,,
38,38050,Everdred,PlayStation 4,13h 41m,90%,Default difficulty. No side quests. Manually timed.,6148840,Completed,First,13h 41m 16s,"April 21, 2018",,,,,,,
39,38050,SLO7H,PlayStation 4,13h 45m,NR,,6156044,Completed,First,13h 45m,"April 22, 2018",,,,,,,
40,38050,,PlayStation 4,14h,NR,,10366958,Completed,First,14h,,,,,,,,
41,38050,Sobecc,PlayStation 4,14h,NR,,11727481,Completed,First,14h,,,,,,,,
42,38050,Private,PlayStation 4,14h,NR,,7762808,Completed,First,14h,"November 14, 2019",,,,,,,
43,38050,slickochet,PlayStation 4,14h 09m,NR,Give me a story difficulty.,6146985,Completed,First,14h 09m,"April 27, 2018",,,,,,,
44,38050,PXSausage,PlayStation 4,14h 13m,70%,"Playing on Easy, ignoring most of the side content.",7839492,Completed,First,14h 13m,"May 29, 2018",,,,,,,
45,38050,DannosPlz,PlayStation 4,14h 30m,80%,,8553454,Completed,First,14h 30m,"April 01, 2019",,,,,,,
46,38050,Jacob_Darka,PlayStation Now,14h 30m,90%,,10393929,Custom List Completed,First,14h 30m 27s,"November 14, 2019",,,14h 30m 27s /,,,,
47,38050,aeromentality,PlayStation 4,14h 30m,100%,,7235226,Completed,First,14h 30m 45s,"June 24, 2018",,,,,,,
48,38050,IdiotProfessor,PlayStation 4,14h 33m,NR,,8395612,Completed,First,14h 33m,"April 21, 2018",,,,,,,
49,38050,Private,PlayStation 4,14h 33m,NR,,11226041,Completed,First,14h 33m,"March 23, 2020",,,,,,,
50,38050,rafaa14,PlayStation 4,14h 35m,90%,,6492222,Completed,First,14h 35m,"July 05, 2018",14h 40m,,,,,,
51,38050,Private,PlayStation 4,14h 35m,NR,,6386034,Completed,First,14h 35m 54s,"November 12, 2018",,,,,,,
52,38050,chadilak,PlayStation 4,14h 58m,100%,,6189031,Completed,First,14h 58m,"May 03, 2018",,,,,,,
53,38050,yungfalcon,PlayStation 4,14h 58m,NR,,6488093,Completed,First,14h 58m 35s,"July 10, 2018",,,,,,,
54,38050,,PlayStation 4,15h,NR,,6153784,Completed,First,15h,,,,,,,,
55,38050,,PlayStation 4,15h,NR,,6166794,Completed,First,15h,,35h,59h 36m,,,,,
56,38050,,PlayStation 4,15h,NR,,8107512,Completed,First,15h,,,,,,,,
57,38050,,PlayStation 4,15h,NR,,11828628,Completed,First,15h,,17h,28h,,,,,
58,38050,AwDeathsmile,PlayStation 4,15h,NR,,9007966,Completed,First,15h,"May 06, 2018",,,,,,,
59,38050,Caspel,PlayStation 4,15h,100%,,7957495,Completed,First,15h,"December 27, 2018",,,,,,,
60,38050,DarkSydeKid,PlayStation 4,15h,NR,,6278649,Completed Retired,First,15h,"May 28, 2018",25h,45h,,,,,
61,38050,Grayfox001,PlayStation 4,15h,NR,,6174512,Completed,First,15h,"April 23, 2018",,,,,,,
62,38050,KingZ_of_QueenSt,PlayStation 4,15h,NR,,6172823,Completed,First,15h,"April 25, 2018",30h,40h,,,,,
63,38050,Private,PlayStation 4,15h,NR,,6680230,Completed,First,15h,"July 27, 2018",24h,35h,,,,,
64,38050,Nerdran,PlayStation 4,15h,100%,,6495778,Completed,First,15h,"June 24, 2018",19h 54m,,,,,,
65,38050,Parillan,PlayStation 4,15h,NR,,8635999,Completed,First,15h,"April 21, 2019",,,,,,,
66,38050,XDDX,PlayStation 4,15h,NR,,6182477,Completed,First,15h,"April 27, 2018",,,,,,,
67,38050,Zapkaos,PlayStation 4,15h,100%,,6911398,Completed,First,15h,"December 30, 2018",,,,,,,
68,38050,bilbomcbaggins,PlayStation 4,15h,NR,,7114434,Completed,First,15h,"September 25, 2018",,,,,,,
69,38050,gamblor88,PlayStation 4,15h,100%,,6595589,Completed,First,15h,"July 15, 2018",,,,,,,
70,38050,mehdibeldji,PlayStation 4,15h,NR,,7313500,Completed,First,15h,"October 15, 2018",25h,,,,,,
71,38050,twweps,PlayStation 4,15h,NR,,7605270,Completed,First,15h,"November 20, 2018",,,,,,,
72,38050,Melbo,PlayStation 4,15h,80%,,10276930,Completed,First,15h 48s,,,,,,,,
73,38050,HappyNeko,PlayStation 4,15h 14m,90%,,8689641,Completed,First,15h 14m,"May 25, 2019",,,,,,,
74,38050,Hakaana,PlayStation 4,15h 15m,100%,,7495868,Completed,First,15h 15m,"November 25, 2018",,,,,,,
75,38050,ericwf123,PlayStation 4,15h 16m,100%,,9524187,Completed,First,15h 16m 22s,"May 05, 2020",,37h 33m 56s,,,,,
76,38050,,PlayStation 4,15h 20m,NR,,6159336,Completed,First,15h 20m,,,,,,,,
77,38050,steamteam,PlayStation 4,15h 20m,NR,,6372073,Completed,First,15h 20m 15s,"June 08, 2018",,,,,,,
78,38050,Akitrotro,PlayStation 4,15h 30m,NR,,10229413,Completed,First,15h 30m,"October 11, 2019",,,,,,,
79,38050,BelthicGaming,PlayStation 4,15h 30m,80%,,8139970,Completed,First,15h 30m,"January 27, 2019",,,,,,,
80,38050,brandondelvalle,PlayStation 4,15h 30m,90%,,8071908,Completed,First,15h 30m,"April 25, 2018",,,,,,,
81,38050,dochaesz,PlayStation 4,15h 30m,NR,,6346547,Completed,First,15h 30m,"June 03, 2018",,,,,,,
82,38050,geralt_aloy,PlayStation 4,15h 30m,100%,,10910688,Completed,First,15h 30m,"January 30, 2020",20h 30m,,,,,,
83,38050,,PlayStation 4,15h 40m,NR,,6157372,Completed,First,15h 40m 30s,,,,,,,,
84,38050,Joshster_1,PlayStation 4,15h 50m,90%,,6436791,Completed,First,15h 50m 59s,"June 12, 2018",30h 45m 06s,60h 25m 30s,,,,,
85,38050,,PlayStation 4,16h,NR,,6177841,Completed,First,16h,,28h,46h,,,,,
86,38050,,PlayStation 4,16h,NR,,7344456,Completed,First,16h,,,,,,,,
87,38050,GameCrazyDaisy1,PlayStation 4,16h,NR,,6162069,Completed,First,16h,"April 23, 2018",,,,,,,
88,38050,Zangreus,PlayStation 4,16h,NR,,6229996,Completed,First,16h,"May 25, 2018",,,,,,,
89,38050,dcomarata,PlayStation 4,16h,90%,,8677596,Completed,First,16h,"January 03, 2019",,,,,,,
90,38050,fg01,PlayStation 4,16h,90%,,9302621,Completed,First,16h,"April 04, 2019",20h,,,,,,
91,38050,sturdyserpent,PlayStation 4,16h,70%,,7395150,Completed,First,16h,,,,,,,,
92,38050,t0nin0t,PlayStation 4,16h,70%,,6305676,Completed,First,16h,"October 06, 2018",,,,,,,
93,38050,Excelsior,PlayStation 4,16h 01m,100%,Main story plus a LOT of side-stuff.,7483015,Completed,First,16h 01m 26s,"January 03, 2019",25h 54m 45s,,,,Moderate difficulty.,,
94,38050,modaren,PlayStation 4,16h 05m,NR,,8724363,Completed,First,16h 05m,"May 05, 2019",,,,,,,
95,38050,NukeYourNanny,PlayStation 4,16h 05m,NR,all main sidequests completed (sindri & brok + valkyries),9362954,Completed,First,16h 05m 38s,"October 07, 2019",21h 50m 57s,,,,,,
96,38050,Alexsanlo,PlayStation 4,16h 15m,90%,,6154821,Completed,First,16h 15m,"April 25, 2018",,,,,,,
97,38050,Private,PlayStation 4,16h 15m,NR,,6153737,Completed,First,16h 15m,"April 21, 2018",,,,,,,
98,38050,,PlayStation 4,16h 15m,NR,,11535029,Completed,First,16h 15m 05s,,,,,,,,
99,38050,Homesick89,PlayStation 4,16h 17m,100%,,7617896,Completed,First,16h 17m 40s,"December 10, 2018",,,,,,,
100,38050,,PlayStation 4,16h 20m,NR,,6921615,Completed,First,16h 20m,,,,,,,,
101,38050,zukowitz,PlayStation 4,16h 22m,NR,,11311971,Completed,First,16h 22m,"April 26, 2020",,,,,,,
102,38050,,PlayStation 4,16h 24m,NR,,6218297,Completed,First,16h 24m 21s,,,,,,,,
103,38050,molemelester,PlayStation 4,16h 25m,90%,,10606670,Completed,First,16h 25m,"February 19, 2020",,,,,,,
104,38050,,PlayStation 4,16h 30m,NR,,6215235,Completed,First,16h 30m,,30h,,,,,,
105,38050,,PlayStation 4,16h 30m,NR,,6153575,Completed,First,16h 30m 20s,,,,,,,,
106,38050,,PlayStation 4,16h 30m,NR,,6161159,Completed,First,16h 30m 25s,,,,,,,,
107,38050,Tangerinesv,PlayStation 4,16h 34m,NR,,9077803,Completed,First,16h 34m,"July 03, 2019",,,,,,,
108,38050,Bikioman,PlayStation 4,16h 35m,100%,,6850222,Completed,First,16h 35m,"April 29, 2018",,,,,,,
109,38050,Zomoniac,PlayStation 4,16h 35m,90%,,6148433,Completed,First,16h 35m,"May 09, 2018",,38h 25m,,,,,
110,38050,Barch,PlayStation 4,16h 40m,NR,,8514861,Backlog Completed,Replay,16h 40m 06s,"March 30, 2019",,,16h 40m 06s /,,,,
111,38050,,PlayStation 4,16h 51m,NR,,6190663,Completed,First,16h 51m,,,,,,,,
112,38050,,PlayStation 4,17h,NR,,8998351,Completed,First,17h,,,,,,,,
113,38050,Gallucci,PlayStation 4,17h,100%,,6179641,Completed,First,17h,"April 28, 2018",30h,,,,,,
114,38050,RatColony,PlayStation 4,17h,90%,,6349895,Completed,First,17h,"June 04, 2018",20h,,,,,,
115,38050,Venvenicio16,PlayStation 4,17h,NR,,10629865,Completed,First,17h,"December 22, 2019",,,,,,,
116,38050,serenasboard,PlayStation 4,17h,NR,,6246791,Completed,First,17h,"May 14, 2018",,,,,,,
117,38050,tausiftt5238,PlayStation 4,17h,NR,,6179688,Completed,First,17h,"April 28, 2018",,,,,,,
118,38050,thewongs,PlayStation 4,17h,NR,,6309655,Completed,First,17h,"May 27, 2018",,,,,,,
119,38050,web_slinger_62,PlayStation 4,17h,NR,,6611347,Completed,First,17h,"November 06, 2018",,,,,,,
120,38050,xBlitzerx,PlayStation 4,17h,NR,,6177603,Completed,First,17h,"April 26, 2018",,,,,,,
121,38050,Neo1771991,PlayStation 4,17h 12m,NR,,6149946,Completed,First,17h 12m,"May 01, 2018",,,,,,,
122,38050,Rakay,PlayStation 4,17h 15m,NR,,6256642,Completed,First,17h 15m,"May 10, 2018",,,,,,,
123,38050,ismail777b,PlayStation 4,17h 15m,NR,,6954731,Completed,Replay,17h 15m,"August 28, 2018",,,,,,,
124,38050,jacobop13,PlayStation 4,17h 18m,100%,,7494444,Completed,First,17h 18m,"December 23, 2018",,,,,,,
125,38050,343kassie,PlayStation 4,17h 30m,NR,,8928414,Completed,First,17h 30m,"June 10, 2019",,,,,,,
126,38050,FrietMan,PlayStation 4,17h 30m,100%,,9678005,Completed,First,17h 30m,"September 19, 2019",,,,,,,
127,38050,TheBluePhoenix_0,PlayStation 4,17h 30m,100%,,6158593,Completed,First,17h 30m,"April 22, 2018",,,,,,,
128,38050,ideateGaming,PlayStation 4,17h 30m,NR,,6160428,Completed,First,17h 30m,,,,,,,,
129,38050,Private,PlayStation 4,17h 30m,90%,,7678896,Completed,First,17h 30m,"December 24, 2018",,,,,,,
130,38050,inhost,PlayStation 4,17h 32m,NR,,6501587,Completed,First,17h 32m,,,,,,,,
131,38050,Unknown_guy_,PlayStation 4,17h 35m,NR,,6176400,Completed,First,17h 35m 10s,"April 27, 2018",,,,,,,
132,38050,Private,PlayStation 4,17h 42m,NR,Very good,7949062,Playing Completed,First,17h 42m,"January 05, 2019",,,,,,,
133,38050,sidmeister007,PlayStation 4,17h 43m,NR,,11713993,Playing Completed,First,17h 43m,"May 21, 2020",,,,,,,
134,38050,girlgamer,PlayStation 4,17h 45m,90%,I played it on Balanced difficulty and also played some optional content.,6371040,Completed,First,17h 45m,"May 26, 2018",,,,,I recommend playing it on Balanced difficulty first then upgrading the difficulty if you find it too easy. Personally I found balanced difficulty good for a first time playthrough and didn't raise the difficulty at all but I am planning to play the game again on a higher difficulty to challenge myself.,,
135,38050,CaptainAmerica,PlayStation 4,17h 45m,80%,,6110299,Completed,First,17h 45m 21s,"May 11, 2018",,,,,,,
136,38050,lookitswaldo,PlayStation 4,17h 46m,NR,,6995584,Completed,First,17h 46m,"August 12, 2018",,,,,,,
137,38050,Luky369,PlayStation 4,17h 50m,100%,,3797173,Custom List Completed,First,17h 50m,"June 25, 2018",,,,,,,
138,38050,JasIruka,PlayStation 4,17h 51m,80%,,8568291,Completed,First,17h 51m 46s,"January 07, 2019",,,,,,,
139,38050,,PlayStation 4,18h,NR,go back to your home,6154014,Completed,First,18h,,,,,,,,
140,38050,,PlayStation 4,18h,NR,,6158260,Completed,First,18h,,,,,,,,
141,38050,,PlayStation 4,18h,NR,,6163823,Completed,First,18h,,,,,,,,
142,38050,,PlayStation 4,18h,NR,,6279984,Completed,First,18h,,20h,45h,,,,,
143,38050,,PlayStation 4,18h,NR,,6486892,Completed,First,18h,,25h,50h,,,,,
144,38050,,PlayStation 4,18h,NR,,6961609,Completed,First,18h,,,,,,,,
145,38050,,PlayStation 4,18h,NR,,10699512,Completed,First,18h,,,,,,,,
146,38050,,PlayStation 4,18h,NR,,11680437,Completed,First,18h,,,,,,,,
147,38050,Bravehearte,PlayStation 4,18h,NR,,8131868,Completed,First,18h,,,,,,,,
148,38050,Carlito09,PlayStation 4,18h,90%,,7942969,Completed,First,18h,"May 28, 2018",,,,,,,
149,38050,Cezawy,PlayStation 4,18h,NR,,7516625,Completed,First,18h,"July 20, 2018",,,,,,,
150,38050,CyDi,PlayStation 4,18h,60%,,6156021,Completed,First,18h,"April 21, 2018",,,,,,,
151,38050,Private,PlayStation 4,18h,NR,,6303157,Completed,First,18h,"May 14, 2018",30h,,,,,,
152,38050,DreamEaglr,PlayStation 4,18h,NR,,6181740,Completed,First,18h,"April 28, 2018",25h,40h,,,,,
153,38050,Duckhorse,PlayStation 4,18h,100%,,6866974,Completed,First,18h,"August 18, 2018",,,,,,,
154,38050,Edward979797,PlayStation 4,18h,80%,,11672818,Completed,First,18h,"October 27, 2019",,,,,,,
155,38050,Freiol,PlayStation 4,18h,100%,,6671549,Completed,First,18h,"July 25, 2018",,,,,,,
156,38050,GroovyRuby,PlayStation 4,18h,NR,,6236301,Completed,First,18h,"April 27, 2018",,,,,,,
157,38050,Hatake278,PlayStation 4,18h,NR,,8502597,Completed,First,18h,"March 22, 2019",,,,,,,
158,38050,HecTiicClaw,PlayStation 4,18h,90%,,6214807,Completed,First,18h,"May 07, 2018",,,,,,,
159,38050,HesitantHegemon,PlayStation 4,18h,80%,,10771533,Completed,First,18h,"June 15, 2020",,,,,,,
160,38050,Hilliam,PlayStation 4,18h,NR,,6971551,Completed,First,18h,"September 04, 2018",,,,,,,
161,38050,Neyllon,PlayStation 4,18h,NR,,8885407,Completed,First,18h,,,54h,,,,,
162,38050,NicolasT,PlayStation 4,18h,NR,,8581031,Completed,First,18h,,,,,,,,
163,38050,Omegason,PlayStation 4,18h,90%,,7009555,Completed,First,18h,"September 09, 2018",,,,,,,
164,38050,Rginkel,PlayStation 4,18h,100%,,7600689,Completed,First,18h,"December 27, 2018",,,,,,,
165,38050,Shenyan,PlayStation 4,18h,50%,,11225916,Completed,First,18h,,,,,,,,
166,38050,TheMiles197,PlayStation 4,18h,100%,,6238469,Completed,First,18h,"May 12, 2018",20h,,,,,,
167,38050,Wild170,PlayStation 4,18h,NR,,11440248,Completed,First,18h,"April 19, 2020",19h,50h,,,,,
168,38050,Private,PlayStation 4,18h,NR,With lot of extra stuff,9086408,Completed,First,18h,"July 19, 2019",18h 30m,,,,,,
169,38050,fugater096,PlayStation 4,18h,NR,,6342474,Completed,First,18h,,,,,,,,
170,38050,gcurbelo,PlayStation 4,18h,100%,,9093908,Completed,First,18h,"July 06, 2019",,,,,,,
171,38050,izZzi,PlayStation 4,18h,100%,,8197280,Completed,First,18h,"February 03, 2019",,,,,,,
172,38050,johnburo,PlayStation 4,18h,100%,,7259214,Completed,First,18h,"October 16, 2018",28h,48h,,,,,
173,38050,mrwarcriminal,PlayStation 4,18h,NR,,6487085,Completed,First,18h,"June 27, 2018",26h,45h,,,,,
174,38050,nathansamander,PlayStation 4,18h,NR,,6560940,Completed,First,18h,"May 23, 2018",,,,,,,
175,38050,phantomlord,PlayStation 4,18h,NR,,6158937,Completed,First,18h,"April 22, 2018",24h,,,,,,
176,38050,pnxbwood,PlayStation 4,18h,NR,,10324787,Completed,First,18h,"October 30, 2019",,,,,,,
177,38050,shou112,PlayStation 4,18h,NR,,6194615,Completed,First,18h,"May 01, 2018",,,,,,,
178,38050,vuchkov,PlayStation 4,18h,NR,,11472857,Completed,First,18h,,,,,,,,
179,38050,yaminm24,PlayStation 4,18h,NR,,6218111,Completed,First,18h,"May 08, 2018",,,,,,,
180,38050,amal,PlayStation 4,18h 05m,90%,,6204449,Completed,First,18h 05m,"June 09, 2018",,,,,,,
181,38050,SpiderBolado,PlayStation 4,18h 10m,NR,,10485405,Completed,First,18h 10m,"July 12, 2019",,,,,,,
182,38050,BrickTrain,PlayStation 4,18h 13m,90%,,7859358,Completed,First,18h 13m,"December 28, 2018",,,,,,,
183,38050,mr_sash79,PlayStation 4,18h 17m,NR,,10971706,Completed,First,18h 17m 54s,"August 09, 2019",,,,,,,
184,38050,Marktech,PlayStation 4,18h 20m,NR,,6157512,Completed,First,18h 20m,"April 22, 2018",,,,,,,
185,38050,MinRose,PlayStation 4,18h 23m,100%,,7520710,Completed,First,18h 23m,,,,,,,,
186,38050,,PlayStation 4,18h 23m,NR,,6247665,Completed,First,18h 23m 17s,,,,,,,,
187,38050,Private,PlayStation 4,18h 24m,NR,,6307883,Completed,First,18h 24m 25s,"March 01, 2019",,,,,,,
188,38050,Private,PlayStation 4,18h 25m,100%,,6152908,Completed,First,18h 25m 15s,"April 21, 2018",,,,,,,
189,38050,SethimusPrime,PlayStation 4,18h 29m,100%,,10853936,Completed,First,18h 29m 10s,"January 08, 2019",,,,,,,
190,38050,,PlayStation 4,18h 30m,NR,,6412783,Completed,First,18h 30m,,25h,38h,,,,,
191,38050,Private,PlayStation 4,18h 30m,90%,,10672931,Completed,First,18h 30m,"December 28, 2019",,,,,,,
192,38050,mattworthy,PlayStation 4,18h 30m,NR,What is concidered side content is subjective. Some side missions are required to continue the story,6415582,Completed,First,18h 30m 22s,"June 16, 2018",22h 22m 11s,,,,,,
193,38050,redInfinite,PlayStation 4,18h 34m,90%,,6984549,Completed,First,18h 34m,"September 15, 2018",,,,,,,
194,38050,EnigmaTizando,PlayStation 4,18h 42m,NR,,6929583,Playing Completed,First,18h 42m 11s,"August 27, 2018",,30h 24m,,,,,
195,38050,,PlayStation 4,18h 44m,NR,Magnificent......,10302063,Completed,Replay,18h 44m 22s,,,,,,,,
196,38050,rakeshra96,PlayStation 4,18h 45m,NR,,9696240,Completed,First,18h 45m,"October 05, 2019",,,,,,,
197,38050,Barch,PlayStation 4,18h 49m,NR,,6247596,Backlog Completed,First,18h 49m 27s,"August 26, 2018",,,18h 49m 27s /,,,,
198,38050,,PlayStation 4,18h 56m,NR,,11084762,Completed,Replay,18h 56m 23s,,30h 45m 55s,48h 56m 23s,,,,,
199,38050,,PlayStation 4,19h,NR,,6156273,Completed,First,19h,,30h,53h,,,,,
200,38050,,PlayStation 4,19h,NR,,6419163,Completed,First,19h,,,,,,,,
201,38050,500kevc,PlayStation 4,19h,80%,,7515117,Completed,First,19h,"April 23, 2018",,,,,,,
202,38050,Cass_se,PlayStation 4,19h,NR,,6812569,Completed,First,19h,"August 12, 2018",,,,,,,
203,38050,Edin1010555,PlayStation 4,19h,100%,,7107185,Replay Completed,First,19h,"September 23, 2018",40h,50h,60h /,,,,
204,38050,Jelikey,PlayStation 4,19h,100%,,7186218,Completed,First,19h,"October 05, 2018",,,,,,,
205,38050,RiderofDeath1989,PlayStation 4,19h,NR,,7236840,Completed,First,19h,"October 13, 2018",31h,,,,,,
206,38050,The_Leachman,PlayStation 4,19h,NR,,6154403,Completed,First,19h,"May 08, 2018",,,,,,,
207,38050,Viroxx,PlayStation 4,19h,NR,,6323375,Completed,First,19h,"May 29, 2018",,,,,,,
208,38050,brownmagic,PlayStation 4,19h,NR,,8727055,Completed,First,19h,"September 27, 2019",,,,,,,
209,38050,kemosabe112,PlayStation 4,19h,100%,,9192989,Completed,First,19h,"October 27, 2018",,,,,,,
210,38050,Private,PlayStation 4,19h,NR,,6212642,Completed,First,19h,"May 06, 2018",25h,,,,,,
211,38050,pjstran,PlayStation 4,19h,NR,,6524229,Completed,First,19h,"July 06, 2018",,,,,,,
212,38050,Private,PlayStation 4,19h,NR,,7003615,Completed,First,19h,"September 07, 2018",,,,,,,
213,38050,varex,PlayStation 4,19h,90%,,6470351,Completed,First,19h,"June 24, 2018",,,,,,,
214,38050,viinaji,PlayStation 4,19h,NR,,7928522,Completed,First,19h,"January 03, 2019",,,,,,,
215,38050,ei02028,PlayStation 4,19h 03m,100%,,6151367,Completed,First,19h 03m,"June 01, 2018",,,,,,,
216,38050,Saifcreed89,PlayStation 4,19h 12m,NR,,8200022,Completed,First,19h 12m,"February 04, 2019",19h 13m,24h 56m,,,,,
217,38050,Omega_312,PlayStation 4,19h 15m,NR,,6251119,Completed,First,19h 15m 38s,"July 30, 2018",,,,,,,
218,38050,Nebiros,PlayStation 4,19h 19m,80%,,11422900,Completed,First,19h 19m,"December 26, 2018",,,,,,,
219,38050,BewaretheBatman,PlayStation 4,19h 20m,100%,,6150259,Completed,First,19h 20m 54s,"April 22, 2018",45h 18m 09s,,,,"This game has been absolutely amazing thus far. The combat is fluid and rewarding, the bosses are eye popping, and the story is one of the best I've seen in a video game. Hands down one of the best games I've had the pleasure of playing.",,
220,38050,,PlayStation 4,19h 23m,NR,,6160169,Completed,First,19h 23m 14s,,,,,,,,
221,38050,,PlayStation 4,19h 30m,NR,,10937340,Completed,First,19h 30m,,,,,,,,
222,38050,Aech_AS,PlayStation 4,19h 30m,NR,,11011666,Completed,First,19h 30m,,,,,,,,
223,38050,KinkyMong,PlayStation 4,19h 30m,NR,Story and all Midgard favours complete,6155898,Completed,First,19h 30m,"April 30, 2018",,,,,,,
224,38050,nitchbigga,PlayStation 4,19h 30m,100%,,6519953,Completed,First,19h 30m,,23h,,,,,,
225,38050,dustdingo,PlayStation 4,19h 33m,100%,,7051977,Completed,First,19h 33m,"September 14, 2018",,,,,,,
226,38050,murdoc,PlayStation 4,19h 33m,NR,,10181752,Completed,First,19h 33m,"April 29, 2018",30h 22m,,,,,,
227,38050,mallratking,PlayStation 4,19h 34m,NR,,6217949,Completed,First,19h 34m,"May 22, 2018",,,,,,,
228,38050,,PlayStation 4,19h 34m,NR,,6342659,Completed,First,19h 34m 10s,,,,,,,,
229,38050,,PlayStation 4,19h 36m,NR,,6140127,Completed,First,19h 36m 41s,,,,,,,,
230,38050,,PlayStation 4,19h 38m,NR,,6335724,Completed,Replay,19h 38m,,,,,,,,
231,38050,,PlayStation 4,19h 38m,NR,,6618342,Completed,First,19h 38m 55s,,,,,,,,
232,38050,Fanha,PlayStation 4,19h 39m,100%,,6180014,Completed,First,19h 39m,"April 28, 2018",,,,,,,
