,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Progress,Speedrun,Personal Notes,100% Speedrun,Retired Notes
23,10270,,Xbox One,20h 30m,NR,,3599597,Completed,First,20h 30m 30s,,,,,,,,
24,10270,,PlayStation 4,20h 36m,NR,,4798063,Completed,First,20h 36m 54s,,,,,,,,
25,10270,,Xbox One,20h 38m,NR,,4577426,Completed,First,20h 38m,,,,,,,,
26,10270,,PC,21h,NR,,1390542,Completed,First,21h,,50h,,,,,,
27,10270,ramine,PC,21h,NR,,1370146,Completed,First,21h,"June 02, 2015",,,,,,,
28,10270,Private,PlayStation 4,21h 30m,10%,,4285597,Completed,First,21h 30m,"January 08, 2017",,,,,,,
29,10270,,PC,21h 45m,NR,,5884860,Completed,Replay,21h 45m 37s,,,,,,,,
30,10270,,PC,22h,NR,,10734304,Completed,First,22h,,,,,,,,
31,10270,djembaa,PlayStation 4,22h,NR,,7057419,Completed,First,22h,"September 15, 2018",30h,,,,,,
32,10270,minyase,Nintendo Switch,22h,80%,,10796130,Completed,First,22h,"June 07, 2020",,,,,,,
33,10270,,PC,22h 22m,NR,,8023342,Completed,First,22h 22m 22s,,,,,,,,
34,10270,,Xbox One,22h 30m,NR,,1359344,Completed,First,22h 30m,,29h 45m,68h,,,,,
35,10270,,PlayStation 4,22h 32m,NR,,6942795,Completed,Replay,22h 32m,,47h 56m,,,,,,
36,10270,,PC,23h 10m,NR,skipped some dialogue,11036226,Completed,First,23h 10m 32s,,,,,,,,
37,10270,,Xbox One,23h 20m,NR,Hecking difficult,6143591,Completed,First,23h 20m 05s,,80h 05m 03s,100h 22m 04s,,,,,
38,10270,,PC,23h 30m,NR,,2504531,Completed,First,23h 30m 56s,,78h 15m 19s,125h 23m 54s,,,,,
39,10270,,PC,23h 43m,NR,Extra quests for weapons +/- 2-3 hours. Skipped many of the cut scenes and the game mode was on Sword + Story. No rush.,1369365,Completed,First,23h 43m,,,,,,,,
40,10270,,PlayStation 4,23h 54m,NR,,2683680,Completed,First,23h 54m 05s,,,,,,,,
41,10270,danielk,PlayStation 4,24h,80%,,6606007,Completed,First,24h,,,,,,,,
42,10270,,PC,24h 05m,NR,,10936588,Completed,First,24h 05m,,,,,,,,
43,10270,,PC,24h 19m,NR,,7918868,Completed,Replay,24h 19m 51s,,,,,,,,
44,10270,,Xbox One,24h 30m,NR,,1355831,Completed,First,24h 30m,,37h,,,,,,
45,10270,,PlayStation 4,24h 30m,NR,,3055505,Completed,First,24h 30m,,,,,,,,
46,10270,,PlayStation 4,24h 32m,NR,,4726789,Completed,Replay,24h 32m,,49h 58m,98h 42m,,,,,
47,10270,,PC,25h,NR,,1356676,Completed,Replay,25h,,200h,250h,,,,,
48,10270,,PC,25h,NR,,4028064,Completed,First,25h,,34h,,,,,,
49,10270,Private,PlayStation 4,25h,NR,,11952086,Completed,First,25h,"June 10, 2020",,,,,,,
50,10270,,PlayStation 4,25h 04m,NR,,11191771,Completed,First,25h 04m,,,,,,,,
51,10270,,Xbox One,25h 09m,NR,,10633625,Completed,First,25h 09m 46s,,25h 30m 34s,,,,,,
52,10270,Aeron_ZX,PlayStation 4,25h 30m,NR,,11798062,Completed,Replay,25h 30m,"May 20, 2020",,,,,,,
53,10270,,PC,25h 35m,NR,,10464365,Completed,First,25h 35m,,,,,,,,
54,10270,rafiaksd,PC,25h 45m,NR,,2566489,Completed,First,25h 45m,"February 13, 2016",,,,,,,
55,10270,,PC,26h,NR,,9120689,Completed,First,26h,,,,,,,,
56,10270,,PC,26h,NR,,10949866,Completed,First,26h,,,,,,,,
57,10270,fasol4,PlayStation 4,26h,100%,,4105989,Playing Replay Completed,First,26h,"February 23, 2017",100h 40m 01s,200h,300h 07m 12s /,,,,
58,10270,snuler,PC,26h,NR,,10842485,Completed,First,26h,"January 19, 2020",,,,,,,
59,10270,,PC,26h 33m,NR,,5835812,Completed,First,26h 33m 21s,,62h 32m 14s,,,,,,
60,10270,MartinKQE,PC,26h 47m,NR,Main Story Only,11702770,Playing Completed,First,26h 47m 13s,"May 10, 2020",,,,,,,
61,10270,theplump,PC,26h 48m,100%,,1872154,Completed,First,26h 48m,"May 11, 2018",,,,,,,
62,10270,,PC,26h 59m,NR,,4200116,Completed,Replay,26h 59m 26s,,95h 26m 20s,,,,,,
63,10270,henstheman,PC,27h,NR,,11464957,Completed,First,27h,"November 19, 2017",,,,,,,
64,10270,RobinMicek,PlayStation 4,27h 10m,NR,,11057228,Completed,Replay,27h 10m,"February 26, 2020",,,,,,,
65,10270,,PlayStation 4,27h 39m,NR,Main with few optional,6970295,Completed,First,27h 39m,,,,,,,,
66,10270,YouriB,PC,27h 59m,NR,,6453334,Completed,First,27h 59m,"June 22, 2018",,,,,,,
67,10270,,Xbox One,28h,NR,,1349168,Completed,First,28h,,,,,,,,
68,10270,,PlayStation 4,28h,NR,,4589010,Completed,First,28h,,50h,100h,,,,,
69,10270,lukinhasx3,PC,28h,90%,,9362646,Completed,First,28h,"August 14, 2019",,,,,,,
70,10270,,PlayStation 4,28h 12m,NR,,6799115,Completed,Replay,28h 12m,,,200h,,,,,
71,10270,martin,PC,28h 18m,80%,,2353856,Completed,First,28h 18m,"January 04, 2016",,,,,,,
72,10270,,PC,28h 24m,NR,,1362890,Completed,First,28h 24m,,43h 50m,,,,,,
73,10270,Private,PlayStation 4,28h 48m,NR,,3648443,Completed,First,28h 48m,"November 21, 2016",,,,,,,
74,10270,,PC,28h 56m,NR,,5853812,Completed,First,28h 56m,,96h 21m,137h 42m,,,,,
75,10270,Trollkastel,PC,29h,40%,,9302817,Completed,First,29h,"August 08, 2019",,,,,,,
76,10270,mhare,PC,29h,100%,,5098868,Completed,First,29h,,,,,,,,
77,10270,mirfanrais,PlayStation 4,29h,NR,,5943429,Completed,First,29h,"March 06, 2018",,,,,,,
78,10270,thechamp,PC,29h,NR,,3887064,Completed,First,29h,,,,,,,,
79,10270,,PC,29h 32m,NR,,1996628,Completed,First,29h 32m 18s,,,,,,,,
80,10270,Kutjoch_,PC,29h 33m,NR,,8265093,Completed,First,29h 33m,"February 14, 2019",,,,,,,
81,10270,ismail777b,PlayStation 4,29h 35m,50%,,6954725,Playing Completed,First,29h 35m,"July 30, 2018",,,,,,,
82,10270,,Xbox One,29h 50m,NR,,1356119,Completed,First,29h 50m 11s,,,,,,,,
83,10270,,Xbox One,30h,NR,,1353760,Completed,First,30h,,50h,65h,,,,,
84,10270,,PC,30h,NR,,1356364,Completed,First,30h,,,,,,,,
85,10270,,PC,30h,NR,There is so much more that I didn't do.,1364591,Completed,First,30h,,52h,,,,,,
86,10270,,PlayStation 4,30h,NR,,1707269,Completed,First,30h,,,,,,,,
87,10270,,PC,30h,NR,,3400194,Completed,First,30h,,36h,,,,,,
88,10270,,PC,30h,NR,,4154205,Completed,First,30h,,40h,,,,,,
89,10270,,PC,30h,NR,,5219803,Completed,First,30h,,,,,,,,
90,10270,,PC,30h,NR,,6231617,Completed,First,30h,,90h,150h,,,,,
91,10270,,PlayStation 4,30h,NR,,6461055,Completed,First,30h,,90h,,,,,,
92,10270,,PlayStation 4,30h,NR,,8445397,Completed,First,30h,,,,,,,,
93,10270,,PC,30h,NR,did not rush and did some sidequests,9091343,Completed,First,30h,,,,,,,,
94,10270,,PC,30h,NR,,9684659,Completed,First,30h,,,,,,,,
95,10270,,PlayStation 4,30h,NR,,10794663,Completed,First,30h,,38h,,,,,,
96,10270,,PC,30h,NR,,10968886,Completed,First,30h,,42h,,,,,,
97,10270,,PC,30h,NR,,11239402,Completed,First,30h,,,,,,,,
98,10270,KnightNabs,PlayStation 4,30h,NR,,9249568,Completed,First,30h,"July 29, 2019",50h,,,,,,
99,10270,M_Monster_D,Xbox One,30h,NR,,5895788,Completed,First,30h,"February 26, 2018",40h,,,,,,
100,10270,Oberlexia,PC,30h,NR,,8690026,Completed,First,30h,"April 30, 2019",32h,,,,,,
101,10270,Obsedien,Xbox One,30h,NR,,8247431,Completed,First,30h,,,,,,,,
102,10270,VSemenchenko,PC,30h,NR,,7870902,Completed,First,30h,"December 29, 2018",60h,100h,,,,,
103,10270,gapposai,PC,30h,60%,,4059128,Completed,First,30h,"January 04, 2016",,,,,,,
104,10270,jeevsus,PC,30h,NR,,6113024,Completed,First,30h,,,,,,,,
105,10270,misterbola8,PC,30h,90%,,7011953,Completed,First,30h,"September 10, 2018",,,,,,,
106,10270,nabil2199,PlayStation 4,30h,NR,,4258517,Completed,First,30h,"April 09, 2017",,,,,,,
107,10270,nocnoc,PlayStation 4,30h,NR,,5665671,Completed,First,30h,"January 15, 2018",80h,,,,,,
108,10270,Private,PC,30h,NR,,6750678,Completed,First,30h,"August 03, 2018",45h,,,,,,
109,10270,tausiftt5238,PlayStation 4,30h,NR,,4451979,Completed,First,30h,,,,,,,,
110,10270,,PC,30h 05m,NR,,11528481,Completed,First,30h 05m,,,,,29h 05m,,,
111,10270,AndaluciaNC,PC,30h 16m,70%,"98% quests, every map location. gwent and ultra-completionist city, settlements and npcs exploration/spying/parkour.",3524585,Completed,First,30h 16m,"October 10, 2016",41h 22m,94h 40m,,,,,
112,10270,,PC,30h 22m,NR,,7382539,Completed,First,30h 22m,,50h,,,,,,
113,10270,slickochet,PC,30h 28m,NR,,1350746,Completed,First,30h 28m 51s,"May 22, 2015",,,,,,,
114,10270,,PlayStation 4,30h 30m,NR,,1958408,Completed,Replay,30h 30m,,,,,,,,
115,10270,,PlayStation 4,30h 30m,NR,,2645083,Completed,First,30h 30m 30s,,,,,,,,
116,10270,,PC,30h 34m,NR,,10913442,Completed,First,30h 34m 43s,,,,,,,,
117,10270,,PC,30h 50m,NR,,8761502,Completed,First,30h 50m 20s,,,,,,,,
118,10270,,PC,31h,NR,,3345486,Completed,First,31h,,95h,190h,,,,,
119,10270,,PC,31h,NR,,10376945,Completed,Replay,31h,,,,,,,,
120,10270,ColonialDagger,PC,31h,NR,,3965074,Completed,First,31h,"December 20, 2016",,,,,,,
121,10270,Private,PC,31h,100%,,11851662,Playing Completed,First,31h,,64h,75h 42m,,,,,
122,10270,K_is_king,Xbox One,31h,100%,,3886660,Completed,First,31h,"November 20, 2016",,,,,,,
123,10270,,PlayStation 4,31h 03m,NR,,4283280,Completed,First,31h 03m,,,,,,,,
124,10270,Creeding,PC,31h 03m,NR,,10413569,Completed,First,31h 03m 31s,"May 01, 2019",,,,,,,
125,10270,,Xbox One,31h 24m,NR,,6723344,Completed,First,31h 24m,,,,,,,,
126,10270,,Xbox One,31h 29m,NR,,11637891,Completed,First,31h 29m,,,,,,,,
127,10270,,PlayStation 4,31h 33m,NR,,3293204,Completed,First,31h 33m 55s,,55h 07m,61h 08m 38s,,,,,
128,10270,,PC,31h 52m,NR,,7771167,Completed,First,31h 52m 34s,,45h 33m 47s,,,,,,
129,10270,,PC,31h 55m,NR,,8498453,Completed,First,31h 55m,,,,,,,,
130,10270,YhonathonPlayz,Nintendo Switch,31h 55m,100%,,10370038,Completed,First,31h 55m,"November 16, 2019",,,,,I got the worst ending,,
131,10270,hyperL0x,PC,31h 55m,NR,,11159054,Completed,First,31h 55m,"March 15, 2020",,,,,,,
132,10270,,PlayStation 4,32h,NR,,1353705,Completed,First,32h,,43h 30m,,,,,,
133,10270,,PC,32h,NR,,2276145,Completed,First,32h,,,,,,,,
134,10270,,PC,32h,NR,,2465720,Completed,Replay,32h,,,,,,,,
135,10270,,PC,32h,NR,,3931446,Completed,First,32h,,80h,120h,,,,,
136,10270,,PC,32h,NR,,8431156,Completed,First,32h,,,,,,,,
137,10270,,PC,32h,NR,,10792448,Completed,First,32h,,,,,,,,
138,10270,,Nintendo Switch,32h,NR,,11859780,Completed,Replay,32h,,,,,,,,
139,10270,Invictus,PC,32h,90%,,6134818,Completed,First,32h,"April 16, 2018",,,,,,,
140,10270,Minhs2,PC,32h,100%,,5435972,Completed,First,32h,"December 08, 2017",90h,,,,,,
141,10270,Nova_Night,PC,32h,NR,,3250025,Completed,First,32h,"February 20, 2017",,,,,,,
142,10270,WhyMyNameWontFi,PC,32h,NR,"Donne all the extra quests, not the scavenging. Full gwent set :)",4593924,Completed,First,32h,"March 25, 2015",46h,,,,,,
143,10270,cyalins,PC,32h,NR,,8256297,Completed,First,32h,"February 13, 2019",,,,,,,
144,10270,mark182,PC,32h,NR,,4256071,Completed,First,32h,"March 31, 2017",,,,,,,
145,10270,taylom22,PC,32h,NR,,4104285,Completed,First,32h,"February 20, 2017",45h,,,,,,
146,10270,,PC,32h 10m,NR,,4354927,Completed,First,32h 10m 24s,,,,,,,,
147,10270,braintumor1,PC,32h 14m,NR,Good... too good,7417156,Completed,First,32h 14m 02s,"November 10, 2018",,,,,,,
148,10270,Lotus,PC,32h 24m,NR,,7193626,Completed,First,32h 24m,"February 20, 2018",,,,,,,
149,10270,SpeedyAj3121,PlayStation 4,32h 24m,40%,,4177169,Completed,First,32h 24m,,,,,,,,
150,10270,,PC,32h 27m,NR,,7917773,Completed,First,32h 27m,,52h 12m,,,,,,
151,10270,,PC,32h 30m,NR,,10855443,Completed,First,32h 30m,,,,,,,,
152,10270,Musty,PlayStation 4,32h 40m,NR,,5418663,Completed,First,32h 40m,,39h 23m,,,,,,
153,10270,NightSlade,PC,32h 45m,90%,,4410122,Completed,First,32h 45m,"July 08, 2016",50h 12m,,,,,,
154,10270,,PlayStation 4,32h 56m,NR,,1374857,Completed,First,32h 56m 21s,,,,,,,,
155,10270,,PC,33h,NR,,5447944,Completed,First,33h,,,,,,,,
156,10270,,PC,33h,NR,,9092350,Completed,First,33h,,62h,,,,,,
157,10270,,PC,33h,NR,,10453945,Completed,First,33h,,,,,,,,
158,10270,,PC,33h,NR,,11971946,Completed,First,33h,,,,,,,,
159,10270,DarkAcreJack,PC,33h,80%,"Quen + Heavy Attack build, no crafting/alchemy.",11629810,Completed,First,33h,"May 01, 2020",,,,,,,
160,10270,DeeeFoo,PC,33h,NR,,9183921,Completed,First,33h,"July 18, 2019",,,,,,,
161,10270,HAGROLD,PC,33h,NR,,11611254,Completed,First,33h,"April 30, 2018",,,,,,,
162,10270,Sadlyfe,PlayStation 4,33h,NR,,3813850,Completed Retired,First,33h,"December 27, 2016",,,,,,,
163,10270,cawZ0,PC,33h,80%,,11096837,Completed,First,33h,"March 04, 2020",,,,,,,
164,10270,sahilnagrale,PC,33h 15m,NR,,3858497,Completed,First,33h 15m 20s,"January 03, 2017",,,,,,,
165,10270,,PC,33h 28m,NR,,3489613,Completed,First,33h 28m 46s,,,,,,,,
166,10270,Thekoolbean,Xbox One,33h 30m,100%,,1337982,Completed,First,33h 30m,"May 26, 2015",,,,,,,
167,10270,Bazzadwarf,PlayStation 4,33h 36m,90%,,2696495,Completed,First,33h 36m,"June 20, 2017",,,,,5/4/2016,,
168,10270,automaticfox,PlayStation 4,33h 38m,80%,,1877472,Completed,First,33h 38m,"May 17, 2016",,,,,,,
169,10270,luizbuschetto,Xbox One,33h 38m,NR,,11053427,Completed,First,33h 38m,"February 25, 2020",,,,,,,
170,10270,,PlayStation 4,33h 45m,NR,,4996614,Completed,First,33h 45m,,,,,,,,
171,10270,,PC,33h 53m,NR,,6283236,Completed,First,33h 53m,,,,,,,,
172,10270,,Xbox One,34h,NR,,1362793,Completed,First,34h,,,,,,,,
173,10270,,Nintendo Switch,34h,NR,,10576196,Completed,First,34h,,,,,,,,
174,10270,abdrs,Xbox One,34h,NR,,3633630,Completed,First,34h,"November 15, 2016",,,,,,,
175,10270,Private,PlayStation 4,34h,100%,,8050102,Completed,First,34h,,,,,,,,
176,10270,fetahundenyoda,PC,34h,90%,,2787874,Completed,First,34h,"March 28, 2016",,,,,,,
177,10270,m21423,PC,34h,100%,,8215341,Completed,First,34h,"August 12, 2018",,,,,,,
178,10270,,PC,34h 10m,NR,,7870967,Completed,First,34h 10m,,,,,,,,
179,10270,,PlayStation 4,34h 22m,NR,,11707580,Completed,First,34h 22m 23s,,62h 22m 34s,92h 22m 34s,,,,,
180,10270,Private,PlayStation 4,34h 55m,100%,Rushed a bit near the end but took my time in the first 5-6 hours,4233376,Playing Completed,First,34h 55m,"March 26, 2017",,,,,,,
181,10270,joshknowles12,PlayStation 4,34h 57m,NR,,3852603,Completed,First,34h 57m,"January 01, 2017",,,,,,,
182,10270,,PlayStation 4,35h,NR,,1360336,Completed,First,35h,,70h,175h,,,,,
183,10270,,PC,35h,NR,,3043669,Completed,First,35h,,,,,,,,
184,10270,,PlayStation 4,35h,NR,,3225748,Completed,First,35h,,112h,112h 01m,,,,,
185,10270,,Xbox One,35h,NR,,3433072,Completed,First,35h,,50h,,,,,,
186,10270,,PC,35h,NR,,4096791,Completed,Replay,35h,,60h,167h,,,,,
187,10270,,PC,35h,NR,,4732196,Completed,First,35h,,,,,,,,
188,10270,,PC,35h,NR,,4818607,Completed,First,35h,,,,,,,,
189,10270,,PC,35h,NR,,4822766,Completed,First,35h,,,,,,,,
190,10270,,PC,35h,NR,,5477184,Completed,First,35h,,,,,,,,
191,10270,,PC,35h,NR,,5510482,Completed,Replay,35h,,45h,80h,,,,,
192,10270,,PlayStation 4,35h,NR,,5637778,Completed,First,35h,,50h,,,,,,
193,10270,,PC,35h,NR,,6362739,Completed,First,35h,,,,,,,,
194,10270,,PC,35h,NR,,8668227,Completed,First,35h,,45h,,,,,,
195,10270,,PC,35h,NR,,8775910,Completed,Replay,35h,,70h,110h,,,,,
196,10270,,PC,35h,NR,,10202590,Completed,First,35h,,,,,,,,
197,10270,,PC,35h,NR,,10798295,Completed,Replay,35h,,100h,,,,,,
198,10270,,PlayStation 4,35h,NR,,12021519,Completed,Replay,35h,,60h,110h,,,,,
199,10270,ByLiner,PC,35h,NR,,6509501,Completed,First,35h,"July 02, 2017",,,,,,,
200,10270,Edward979797,PlayStation 4,35h,100%,,10993376,Completed,First,35h,"October 22, 2019",,,,,,,
201,10270,Iforgotmybrain,PC,35h,NR,,3787946,Completed,First,35h,"May 14, 2016",100h,200h,,,,,
202,10270,Matija007,PlayStation 4,35h,80%,,3489995,Completed,First,35h,"October 05, 2015",70h,300h,,,,,
203,10270,Personnage,PC,35h,NR,,7073681,Completed,First,35h,"September 17, 2018",,,,,,,
204,10270,Rugger092,PlayStation 4,35h,NR,,9518005,Completed,First,35h,"March 03, 2019",,,,,,,
205,10270,SirMick56,PC,35h,80%,,1375023,Completed,First,35h,"April 08, 2017",,,,,,,
206,10270,TT1990,PC,35h,NR,,4118984,Completed,First,35h,"February 16, 2017",109h,,,,,,
207,10270,butters,PC,35h,100%,,6089237,Completed,Replay,35h,,95h,180h,,22h,,,
208,10270,dotneko,PlayStation 4,35h,NR,,5618675,Completed,First,35h,"January 08, 2018",,,,,,,
209,10270,Private,PC,35h,100%,,4854704,Completed,First,35h,"August 04, 2017",,,,,,,
210,10270,shaolin2010,PC,35h 07m,NR,Doar main quest storyline,11203538,Playing Completed,First,35h 07m,"March 20, 2020",,,35h 07m /,,,,
211,10270,,Xbox One,35h 15m,NR,,7334543,Completed,First,35h 15m,,,,,,,,
212,10270,Alien101002,PlayStation 4,35h 23m,NR,,4113953,Completed,First,35h 23m,"February 25, 2017",,,,,,,
213,10270,HitaroYuma,PlayStation 4,35h 23m,70%,,6476224,Completed,First,35h 23m,"January 27, 2018",37h 06m 22s,,,,,,
214,10270,,PlayStation 4,35h 26m,NR,,1355952,Completed,First,35h 26m,,,,,,,,
215,10270,,PlayStation 4,35h 29m,NR,,3662296,Completed,First,35h 29m 16s,,102h 09m 15s,135h 42m 35s,,,,,
216,10270,,PlayStation 4,35h 30m,NR,,2152462,Completed,First,35h 30m,,72h 25m,90h 30m,,,,,
217,10270,,PC,35h 30m,NR,,3939527,Completed,First,35h 30m,,91h 30m,92h 30m,,,,,
218,10270,,PC,35h 30m,NR,,11658236,Completed,First,35h 30m,,56h 40m,,,,,,
219,10270,NintendoGalaxy,Nintendo Switch,35h 30m,NR,,10774983,Completed,First,35h 30m,"January 08, 2020",,,,,,,
220,10270,poto,PC,35h 32m,NR,,6059997,Completed,First,35h 32m 12s,"March 31, 2018",,,,,,,
221,10270,,PlayStation 4,35h 35m,NR,,6862418,Completed,Replay,35h 35m,,,,,,,,
222,10270,,PC,35h 39m,NR,,2675776,Completed,First,35h 39m 11s,,,,,,,,
223,10270,,PlayStation 4,35h 44m,NR,,3413181,Completed,First,35h 44m,,,,,,,,
224,10270,Everdred,PC,35h 45m,100%,,1365789,Completed,First,35h 45m,"September 10, 2015",,,,,,,
225,10270,,PC,35h 54m,NR,,10697555,Completed,First,35h 54m 27s,,,,,,,,
226,10270,,PlayStation 4,36h,NR,,1356864,Completed,First,36h,,50h,,,,,,
227,10270,,PC,36h,NR,,8979099,Completed,First,36h,,,,,,,,
228,10270,AmsherR,PC,36h,100%,,6519946,Completed,First,36h,"January 17, 2018",45h,130h,,,,,
229,10270,Private,PlayStation 4,36h,NR,,4373286,Backlog Completed,First,36h,April 2017,,,,,,,
230,10270,Ayalaskin,PC,36h,NR,,4522335,Completed,First,36h,"June 02, 2017",,,,,,,
231,10270,Lilthrasher,PC,36h,NR,,5557032,Completed,First,36h,"January 01, 2018",,,,,,,
232,10270,Thaxtal,PC,36h,NR,,2100032,Completed,First,36h,,112h,181h,,,,,
233,10270,Veci24,PC,36h,NR,,6803237,Completed,First,36h,"August 10, 2018",41h 50m,,,,,,
234,10270,couchbattle,PC,36h,NR,,1392703,Completed,First,36h,"June 03, 2015",38h 15m,,,,,,
235,10270,dreamformula,PlayStation 4,36h,NR,,2286735,Completed,First,36h,"December 28, 2015",,,,,,,
236,10270,tcorrin,Xbox One,36h,NR,,11422792,Completed,First,36h,"April 12, 2020",,,,,,,
237,10270,thomasjip,PC,36h,NR,,8616820,Completed,First,36h,"April 14, 2019",,,,,,,
238,10270,,PC,36h 10m,NR,,4613432,Completed,First,36h 10m,,,,,,,,
239,10270,,PC,36h 12m,NR,,5645060,Completed,First,36h 12m,,,,,,,,
240,10270,,PC,36h 12m,NR,,10892502,Completed,First,36h 12m,,,,,,,,
241,10270,,PlayStation 4,36h 17m,NR,,6765941,Completed,First,36h 17m,,,,,,,,
242,10270,lil_Crackerr,PlayStation 4,36h 22m,100%,"I focused mainly on the main story; however, I did a handful of side quests to bump me up to level 35.",6291490,Completed,First,36h 22m 13s,"September 09, 2018",,,,,,,
243,10270,web_slinger_62,Xbox One,36h 24m,NR,,3073675,Completed,First,36h 24m,"June 10, 2016",,,,,,,
244,10270,,PlayStation 4,36h 26m,NR,,5038772,Completed,First,36h 26m,,,,,,,,
245,10270,,Xbox One,36h 27m,NR,,4175960,Completed,First,36h 27m,,,,,,,,
246,10270,,PC,36h 30m,NR,,8465642,Completed,First,36h 30m,,,,,,,,
247,10270,Dispy,PC,36h 34m,NR,Did some side missions aswell on normal,2287002,Completed,First,36h 34m,"December 28, 2015",,,,,,,
248,10270,,PlayStation 4,36h 41m,NR,,4736440,Completed,First,36h 41m 42s,,,,,,,,
249,10270,,PlayStation 4,36h 45m,NR,Brilliant,4366692,Completed,First,36h 45m,,,,,,,,
250,10270,brianos1611,PC,36h 48m,NR,,1359910,Completed,First,36h 48m 09s,"August 30, 2015",,,,,,,
251,10270,,PC,36h 55m,NR,,11653498,Completed,First,36h 55m 20s,,111h 36m 28s,184h 02m 10s,,,,,
252,10270,,PlayStation 4,36h 56m,NR,,4209764,Completed,Replay,36h 56m,,91h 53m,102h 36m,,,,,
253,10270,,Xbox One,37h,NR,,1382636,Completed,First,37h,,,,,,,,
254,10270,,PC,37h,NR,,5186257,Completed,First,37h,,,,,,,,
255,10270,,PlayStation 4,37h,NR,,5813524,Completed,First,37h,,,,,,,,
256,10270,,PlayStation 4,37h,NR,,5877970,Completed,First,37h,,,,,,,,
257,10270,,PC,37h,NR,,7121470,Completed,First,37h,,170h,400h,,,,,
258,10270,,PC,37h,NR,,8967426,Completed,Replay,37h,,,,,,,,
259,10270,,PC,37h,NR,,10278061,Completed,First,37h,,,,,,,,
260,10270,Private,PC,37h,100%,,4986845,Completed,First,37h,"July 19, 2017",,,,,,,
261,10270,Megaslayer777,PlayStation 4,37h,NR,,5896035,Completed,First,37h,,47h,,,,,,
262,10270,Merijnj,PC,37h,100%,,5296249,Playing Completed,First,37h,"November 10, 2017",,,37h /,,,,
263,10270,Mr_Robo,PlayStation 4,37h,90%,,1969698,Completed,First,37h,"May 31, 2016",,,,,,,
264,10270,Mylifeis4me,PC,37h,NR,,9389917,Completed,Replay,37h,"August 19, 2019",,,,,"Main story, no DLC played",,
265,10270,Skleebz,PC,37h,40%,,6544687,Completed,First,37h,"May 18, 2019",,,,,,,
266,10270,TKSpartan777,PC,37h,70%,,11386022,Playing Completed,First,37h,"April 09, 2020",,,37h /,,,,
267,10270,brentthecutie,PC,37h,100%,,3283784,Completed,First,37h,"July 02, 2015",95h,,,,,,
268,10270,lucasduarte03,PC,37h,NR,,8995214,Playing Completed,Replay,37h,"June 18, 2019",153h 51m,,,,,,
269,10270,,PC,37h 02m,NR,,7959922,Completed,First,37h 02m 36s,,,,,,,,
