,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Speedrun,Progress,Personal Notes,Co-Op,Retired Notes,Vs.,100% Speedrun
53,7231,JaKiNaBoX,PC,4h,NR,,772669,Completed,First,"June 24, 2014",4h,,,,,,,,,
54,7231,OxoTheAlien,PC,4h,NR,,6952895,Completed,Replay,"July 14, 2018",4h,,,,,,,,,
55,7231,SonOfWinter,PC,4h,80%,,3060908,Completed,First,,4h,,,,,,5h,,,
56,7231,SuperPayne,PC,4h,NR,,639833,Completed,First,,4h,,,,,,,,,
57,7231,adam445,PC,4h,NR,,745996,Backlog Replay Completed,Replay,,4h,,,,,,,,,
58,7231,fgqwrtk,PC,4h,80%,,6533433,Completed,First,"July 14, 2018",4h,,,,,,,,,
59,7231,naruto14,PC,4h,NR,,8890336,Completed,First,,4h,,,,,,20h,,,
60,7231,spades46,PC,4h,NR,,9156915,Completed,First,"July 14, 2019",4h,,,,,,,,,
61,7231,Private,PC,4h,70%,,7951122,Completed,First,"November 26, 2015",4h,,,,,,,,,
62,7231,zombeescott,PC,4h,NR,,7111842,Replay Completed,Replay,"July 10, 2018",4h,,,,5h /,,,,,
63,7231,Private,PC,4h 03m,100%,,10911730,Completed,Replay,"January 29, 2020",4h 03m 19s,,,,,,,,,
64,7231,Strazdas,PC,4h 12m,100%,,5477345,Custom List Completed,First,"July 09, 2015",4h 12m,,,,4h 12m /,,,,,
65,7231,Private,PC,4h 16m,NR,,255918,Completed,Replay,"April 06, 2013",4h 16m,,,,,"(Single Player) Having played this game when it originally came out, I remembered most of the chambers, with a few exceptions. Took quite a lot longer than I expected, considering the first game took 45 minutes on a replay. Definitely worth it.",,,,
66,7231,DuckYde,PC,4h 17m,NR,,8460616,Completed Retired,First,"March 13, 2019",4h 17m,,,,,,,,,
67,7231,dmuma,PlayStation 3,4h 17m,100%,,15113,Completed,First,"May 28, 2012",4h 17m 01s,,,,,,,,,
68,7231,,PC,4h 17m,NR,,6497159,Completed,First,,4h 17m 06s,,,,,,,,,
69,7231,,PC,4h 20m,NR,,2315433,Completed,Replay,,4h 20m,,,,,,,,,
70,7231,,PC,4h 20m,NR,,6534885,Completed,First,,4h 20m,,,,,,,,,
71,7231,TheGreatGallus,PC,4h 21m,NR,Video Archive: https://www.youtube.com/playlist?list=PLG0ua_DL3eE47n2luFPsMc1rs3MnmosoD&disable_polymer=true,5842257,Completed,Replay,"February 14, 2018",4h 21m 09s,,,,,,,,,
72,7231,,Xbox 360,4h 21m,NR,,293409,Completed,First,,4h 21m 20s,,,,,,,,,
73,7231,FearedAngel,Xbox 360,4h 21m,NR,,44522,Completed,First,,4h 21m 26s,,,,,,,,,
74,7231,MaxMonkey,Xbox 360,4h 21m,NR,,1904978,Completed,First,,4h 21m 34s,,,,,,,,,
75,7231,gnarvin,,4h 23m,100%,Portal 2 is one of the few sequels that actually live up to the hype of the first game.,144195,Completed,First,"June 07, 2011",4h 23m 36s,,,,,,,,,
76,7231,messi371210,PC,4h 25m,NR,,4872539,Completed,Replay,"September 03, 2013",4h 25m 30s,,,,,,,,,
77,7231,MiSP,PC,4h 28m,NR,,950328,Completed,Replay,"September 28, 2014",4h 28m 47s,,,,,,,,,
78,7231,,PC,4h 30m,NR,,293359,Completed,First,,4h 30m,,,,,,,,,
79,7231,,PC,4h 30m,NR,"finished it before, so I knew all the puzzles",293393,Completed,First,,4h 30m,,,,,,,,,
80,7231,,PC,4h 30m,NR,,5313694,Completed,Replay,,4h 30m,,,,,,,,,
81,7231,,PC,4h 30m,NR,,6680895,Completed,First,,4h 30m,,,,,,,,,
82,7231,,PC,4h 30m,NR,,11559547,Completed,First,,4h 30m,,,,,,,,,
83,7231,,PC,4h 30m,NR,,11808580,Completed,Replay,,4h 30m,,,,,,,,,
84,7231,crjjx,PC,4h 30m,80%,,123071,Completed,Replay,"June 12, 2012",4h 30m,,,,,,,,,
85,7231,sackboy97,PC,4h 30m,90%,,11495456,Completed,Replay,April 2020,4h 30m,,,,,,,,,
86,7231,sapphirone,PC,4h 30m,NR,,3223883,Completed,First,"July 13, 2016",4h 30m,,,,,,,,,
87,7231,shabreeze,Xbox 360,4h 30m,NR,,116537,Completed,Replay,"May 09, 2012",4h 30m,,,,,,,,,
88,7231,,PC,4h 31m,NR,,7148686,Completed,Replay,,4h 31m 23s,,,,,,,,,
89,7231,rinbooty,PC,4h 32m,NR,,3858589,Completed,Replay,"December 25, 2016",4h 32m,,,,,,,,,
90,7231,,,4h 35m,NR,,293392,Completed,First,,4h 35m,,,,,,,,,
91,7231,SpeakNoEvil,Xbox 360,4h 35m,70%,,11559947,Replay Completed,First,"July 14, 2014",4h 35m,9h 15m,,,9h 15m /,,,,,
92,7231,luddydrag,PC,4h 35m,NR,,5742555,Completed,Replay,,4h 35m,,,,,,,,,
93,7231,xX_Draconis_Xx,PC,4h 35m,100%,,1282577,Completed,Replay,"April 20, 2011",4h 35m 34s,,,,,"https://www.youtube.com/playlist?list=PL77723C0F7EBA35E5
https://www.youtube.com/playlist?list=PLsQf5Ybf2it1ZUxeetfRqxbn79A6rThsY",3h 03m 38s,,,
94,7231,Sethinon,PC,4h 36m,100%,,171813,Completed,Replay,"May 22, 2013",4h 36m,,,,,,,,,
95,7231,icedemon72,PC,4h 36m,100%,,5379336,Completed,Replay,"November 24, 2017",4h 36m,,,,,,,,,
96,7231,mrazgrass,PC,4h 37m,NR,,9335420,Completed,Replay,"August 09, 2019",4h 37m 37s,,,,,,,,,
97,7231,,PC,4h 45m,NR,,293367,Completed,First,,4h 45m,,,,,,,,,
98,7231,,Mac,4h 45m,NR,,4926272,Completed,First,,4h 45m,,,,,,,,,
99,7231,,PC,4h 45m,NR,,7885941,Completed,Replay,,4h 45m,,,,,,,,,
100,7231,ApolloZani,PC,4h 45m,NR,,180029,Completed,First,"April 19, 2011",4h 45m,,,,,,,,,
101,7231,AqVadPlay,PC,4h 47m,NR,,12002106,Completed,Replay,"June 15, 2020",4h 47m 50s,,,,,,,,,
102,7231,DOUGLAS,PC,4h 48m,80%,,6525541,Completed,Replay,"July 04, 2018",4h 48m,,,,,,,,,
103,7231,JJS11,PC,4h 48m,NR,,11368876,Completed,First,"January 16, 2020",4h 48m,,,,,,,,,
104,7231,,PC,4h 50m,NR,Was far easier than the first portal and a relatively short game,293369,Completed,First,,4h 50m,,,,,,,,,
105,7231,,PC,4h 52m,NR,,10311129,Completed,First,,4h 52m,,,,,,,,,
106,7231,B4sketC4se,PC,4h 53m,100%,,7910759,Completed,First,"October 10, 2019",4h 53m,,,,,,,,,
107,7231,,PC,4h 54m,NR,,3256429,Completed,Replay,,4h 54m,,,,,,,,,
108,7231,Miggins,PC,4h 54m,NR,,11449756,Completed,First,"April 14, 2020",4h 54m,,,,,,,,,
109,7231,gregduffman,PC,4h 58m,NR,,117050,Completed,First,"May 11, 2012",4h 58m,,,,,,,,,
110,7231,Edvinas,PC,4h 59m,NR,,4989957,Completed,Replay,"September 06, 2017",4h 59m 53s,,,,,,,,,
111,7231,,PC,5h,NR,,293336,Completed,First,,5h,,,,,,,,,
112,7231,,PC,5h,NR,,293337,Completed,First,,5h,,,,,,,,,
113,7231,,PC,5h,NR,,293362,Completed,First,,5h,,,,,,,,,
114,7231,,PC,5h,NR,,293370,Completed,First,,5h,,,,,,,,,
115,7231,,PC,5h,NR,"without coop, 2nd run.",293387,Completed,First,,5h,,,,,,,,,
116,7231,,PC,5h,NR,Completed it a few years ago off steam. Now bought it and replayed so basically I knew what I had to do immediately.,515140,Completed,Replay,,5h,,,,,,,,,
117,7231,,PC,5h,NR,,534869,Completed,Replay,,5h,8h,10h,,,,,,,
118,7231,,PC,5h,NR,,1386718,Completed,First,,5h,,,,,,,,,
119,7231,,PC,5h,NR,,2137476,Completed,First,,5h,,,,,,,,,
120,7231,,PC,5h,NR,,4129447,Completed,First,,5h,,,,,,,,,
121,7231,,PC,5h,NR,,4615318,Completed,First,,5h,,,,,,,,,
122,7231,,PC,5h,NR,,4628017,Completed,First,,5h,,,,,,,,,
123,7231,,PC,5h,NR,,4827474,Completed,Replay,,5h,,,,,,,,,
124,7231,,PC,5h,NR,,5529642,Completed,First,,5h,,,,,,,,,
125,7231,,PC,5h,NR,,5831318,Completed,Replay,,5h,,,,,,,,,
126,7231,,PC,5h,NR,,6639873,Completed,First,,5h,,,,,,,,,
127,7231,,PC,5h,NR,,8113931,Completed,First,,5h,,,,,,,,,
128,7231,,PC,5h,NR,,9304322,Completed,First,,5h,,,,,,,,,
129,7231,,PC,5h,NR,,9397386,Completed,First,,5h,,,,,,,,,
130,7231,,PC,5h,NR,,11733244,Completed,First,,5h,,,,,,,,,
131,7231,Arlecchino,PC,5h,100%,,84102,Completed,First,,5h,,,,,,,,,
132,7231,Azathanai,PC,5h,NR,,3366612,Completed,First,"August 27, 2014",5h,,,,,,,,,
133,7231,BloSheetUp,PC,5h,NR,,3986007,Completed,Replay,,5h,,,,,,,,,
134,7231,DavidDuchovnyFanClub,PC,5h,90%,,4517719,Completed,Replay,,5h,,,,,,,,,
135,7231,Decabit,PC,5h,NR,,4100510,Completed,First,"February 21, 2017",5h,,,,,,,,,
136,7231,Decim,PC,5h,NR,,6605977,Completed,First,"July 17, 2018",5h,,,,,,,,,
137,7231,DolanSpaghetti,PC,5h,NR,,3519426,Completed,First,"October 14, 2016",5h,,,,,,,,,
138,7231,Dradis,PC,5h,NR,,3389068,Completed,First,"September 04, 2016",5h,,,,,,,,,
139,7231,FwadzZ,PC,5h,NR,,3537948,Completed,First,,5h,,,,,,,,,
140,7231,GeneralNeb,PC,5h,NR,,392769,Completed,First,"February 13, 2012",5h,,,,,,,,,
141,7231,Goregonzola,PC,5h,NR,,11283833,Completed,First,,5h,,,,,,,,,
142,7231,Hyuna,PC,5h,100%,,2877464,Completed,Replay,"January 01, 2015",5h,6h,10h,,,,25h,,,
143,7231,IcedHeat,PC,5h,90%,,532667,Completed,Replay,"August 03, 2013",5h,,,,,,,,,
144,7231,Jackehatti,PC,5h,NR,,263770,Completed,First,,5h,,,,,,,,,
145,7231,JosiahBradley,PC,5h,NR,,6164777,Completed,First,"February 27, 2018",5h,,,,,,,,,
146,7231,Kapture,PC,5h,NR,,10256862,Completed,First,"October 16, 2019",5h,,,,,,,,,
147,7231,Kriger,PC,5h,NR,,4805212,Completed,First,,5h,,,,,,,,,
148,7231,LouisTyr,PC,5h,NR,,10276834,Completed,First,"October 20, 2019",5h,,,,,,,,,
149,7231,Moist_Wrist,PC,5h,90%,the co-op campaign too,9039988,Completed,First,"December 15, 2019",5h,9h,,,,,4h,,,
150,7231,MrNinjaSquirrel,PC,5h,NR,,874713,Completed,Replay,"August 03, 2014",5h,,,,,,,,,
151,7231,Mrlinkzify,PC,5h,70%,,8973296,Completed,First,,5h,,,,,,,,,
152,7231,One_Armed_Scissor,PC,5h,80%,,544173,Completed,First,,5h,,,,,,,,,
153,7231,Orangelover180,PC,5h,NR,,10905139,Completed,Replay,"January 29, 2020",5h,,,,,,,,,
154,7231,Private,PC,5h,80%,,857011,Completed,First,"July 27, 2014",5h,,,,,,,,,
155,7231,Sable,PC,5h,NR,"Already played once up to chapter 5, after that first time",5672980,Replay Completed,Replay,"January 16, 2018",5h,,,,5h /,,,,,
156,7231,SoulOkamii,Xbox,5h,70%,,9109432,Completed,First,"December 26, 2017",5h,,,,,,6h 21m,,,
157,7231,SpicyWaffle,PC,5h,NR,,4893171,Completed,Replay,"August 11, 2017",5h,,,,,,,,,
158,7231,Private,PC,5h,NR,,1239090,Completed,First,"December 12, 2015",5h,,,,,,,,,
159,7231,ZodyarkXV,PC,5h,80%,,6094058,Completed,First,,5h,5h 30m,8h,,,,,,,
160,7231,Private,PC,5h,100%,,6577072,Custom List Completed,Replay,"July 11, 2018",5h,,,,5h /,,,,,
161,7231,Private,PC,5h,70%,,1813214,Completed,First,"September 12, 2015",5h,,,,,,,,,
162,7231,averywetfrog,PC,5h,NR,,4002272,Completed,First,"April 19, 2011",5h,,,,,,,,,
163,7231,Private,PC,5h,NR,,530003,Completed,First,,5h,,,,,,,,,
164,7231,bran98n,PC,5h,100%,,1988525,Completed,First,"February 07, 2015",5h,,,,,,,,,
165,7231,brotherwolf99,PC,5h,NR,Only the Coop,10596178,Completed Retired,First,"December 15, 2019",5h,,,,,,9h,,,
166,7231,caticulated,Xbox One,5h,NR,,3975585,Completed,Replay,"January 24, 2017",5h,,,,,,,,,
167,7231,ellieon,PC,5h,NR,,11264496,Replay Completed,Replay,"March 27, 2020",5h,,,,,,,,,
168,7231,greatjedi7,PC,5h,NR,,11888406,Completed,Replay,"May 20, 2020",5h,,,,,,,,,
169,7231,grimwold,PC,5h,100%,,265298,Completed,Replay,"March 21, 2013",5h,,,,,,,,,
170,7231,ikari88,Xbox 360,5h,90%,,5217874,Completed,First,"October 25, 2017",5h,,,,,,,,,
171,7231,jeenyus024,PC,5h,NR,,11570585,Completed,First,"April 26, 2020",5h,,,,,,6h,,,
172,7231,kaz9399,PC,5h,80%,,8879906,Completed,First,,5h,,,,,,,,,
173,7231,konxhimself,PC,5h,90%,,4645010,Completed,First,"February 25, 2018",5h,,,,,,,,,
174,7231,legacyme3,,5h,NR,,17620,Completed,First,,5h,,,,,I made the mistake of beating the co-op mode first. So my story line time was much faster than it probably should have been.,,,,
175,7231,mcc_br,PC,5h,NR,,5777081,Completed,First,,5h,,,,,,,,,
176,7231,pfmpaulo,PC,5h,NR,,1494760,Completed,First,"July 17, 2015",5h,,,,,,,,,
177,7231,razzlo,PC,5h,NR,,215123,Backlog Completed,First,,5h,,,,,,,,,
178,7231,rcbe,PC,5h,NR,,7452037,Completed,First,,5h,,,,,,,,,
179,7231,scorchll7,PC,5h,90%,,25520,Completed,First,,5h,,,,,,,,,
180,7231,thephoenixking43,PC,5h,100%,,8280695,Completed,Replay,,5h,,,,,,,,,
181,7231,treemeisterdood,PC,5h,NR,,10365879,Completed,First,"November 04, 2019",5h,,,,,,,,,
182,7231,vekobr,PC,5h,NR,,9579753,Completed,First,,5h,,,,,,,,,
183,7231,xJakeyy,PC,5h,NR,,371954,Completed,First,"August 12, 2013",5h,,,,,,,,,
184,7231,,PC,5h,NR,"Just played through single player, didn't make an effort to find ratman rooms.",293363,Completed,First,,5h 01s,,,,,,,,,
185,7231,awesomemattg,PC,5h 01m,NR,,3518246,Completed,Replay,,5h 01m 51s,,,,,,,,,
186,7231,WaldoWonderful,PC,5h 02m,NR,16/51 Achievements,8659348,Completed,First,"April 26, 2019",5h 02m 07s,,,,,,,,,
187,7231,Epun,PC,5h 03m,NR,,11272093,Completed,First,"March 28, 2020",5h 03m 51s,,,,,,,,,
188,7231,Surrealness,PC,5h 04m,NR,,9112872,Completed,First,,5h 04m,,,,,,,,,
189,7231,LocalAutist,PC,5h 06m,80%,,11121173,Completed,First,,5h 06m,,,,,,,,,
190,7231,JasIruka,PC,5h 06m,90%,,8567613,Completed,First,"April 25, 2020",5h 06m 47s,,,,,,19h 02m 57s,,,
191,7231,Ecks927,PC,5h 07m,NR,,11062996,Completed,Replay,"June 09, 2020",5h 07m,,,,,,,,,
192,7231,belgischefriet,PC,5h 10m,90%,,490867,Completed,First,"April 22, 2011",5h 10m,,,,,,,,,
193,7231,,,5h 10m,NR,,293361,Completed,First,,5h 10m 10s,,,,,,,,,
194,7231,PapaStalin,PC,5h 10m,80%,,6683777,Completed,First,"August 29, 2018",5h 10m 12s,,,,,,,,,
195,7231,,PC,5h 12m,NR,,5503771,Completed,First,,5h 12m,,,,,,,,,
196,7231,CreepahWeegee,PC,5h 12m,80%,,11926697,Completed,Replay,June 2020,5h 12m,,,,,,,,,
197,7231,NellieTheElephant,PC,5h 12m,NR,,4189303,Completed,Replay,,5h 12m,,,,,,,,,
198,7231,TopStiGear,PC,5h 12m,NR,,3612492,Completed,First,,5h 12m 08s,,,,,,,,,
199,7231,,PC,5h 13m,NR,,9172057,Completed,First,,5h 13m,,,,,,,,,
200,7231,,,5h 13m,NR,,440581,Completed,First,,5h 13m 22s,,,,,,,,,
201,7231,Lumpwimp,PC,5h 14m,80%,,11958358,Completed,First,,5h 14m,,,,,,,,,
202,7231,ZediHunter,PC,5h 14m,NR,,6385867,Completed,First,,5h 14m,,,,,,,,,
203,7231,DeadlyTigger,PC,5h 14m,90%,,323959,Completed,First,"July 21, 2013",5h 14m 33s,,,,,,10h,,,
204,7231,BreckenTheDude,PC,5h 15m,NR,,235057,Completed,Replay,,5h 15m,,,,,,,,,
205,7231,Mooddie,PC,5h 15m,NR,,11810573,Replay Completed,Replay,"May 22, 2020",5h 15m,,,,,,,,,
206,7231,,PC,5h 15m,NR,,293448,Completed,First,,5h 15m 20s,,,,,,,,,
207,7231,,PC,5h 15m,NR,,9089349,Completed,First,,5h 15m 22s,,,,,,,,,
208,7231,,,5h 20m,NR,,293389,Completed,First,,5h 20m,,,,,,,,,
209,7231,,PC,5h 20m,NR,,5867134,Completed,First,,5h 20m,,,,,,,,,
210,7231,PaulDS,PC,5h 20m,NR,,7676556,Completed,First,"December 09, 2018",5h 20m,,,,,,,,,
211,7231,XSonicBlaster,Xbox 360,5h 20m,NR,,3762992,Completed,Replay,,5h 20m,,,,,,,,,
212,7231,deviser,PC,5h 21m,90%,,9075046,Completed,First,"August 19, 2019",5h 21m,,,,,,,,,
213,7231,,PC,5h 22m,NR,,293466,Completed,Replay,,5h 22m,,,,,,,,,
214,7231,evilwild,PC,5h 23m,NR,,11903633,Completed,First,,5h 23m,,,,,,,,,
215,7231,Canadian,PC,5h 25m,NR,,273521,Completed,Replay,,5h 25m,,,,,,,,,
216,7231,,PC,5h 26m,NR,,303372,Completed,First,,5h 26m,,,,,,,,,
217,7231,einstein2203,PC,5h 27m,100%,,3262718,Completed,First,"July 09, 2016",5h 27m,,,,,,,,,
218,7231,Velkin,PC,5h 28m,NR,,3478732,Completed,Replay,"October 08, 2016",5h 28m 17s,,,,,,,,,
219,7231,,PC,5h 30m,NR,,293400,Completed,First,,5h 30m,,,,,,,,,
220,7231,,PC,5h 30m,NR,,5748580,Completed,First,,5h 30m,,,,,,,,,
221,7231,Private,PC,5h 30m,NR,,5551,Completed,First,,5h 30m,,,,,,,,,
222,7231,Huhn0rNud3lSupp3,PlayStation 3,5h 30m,NR,,1638890,Completed,Replay,"August 09, 2015",5h 30m,,,,,,,,,
223,7231,ISlide,PC,5h 30m,100%,,8297637,Completed,First,2016,5h 30m,,,,,,,,,
224,7231,JeffCharizardFlame,PC,5h 30m,NR,,2452083,Backlog Completed,First,"July 23, 2015",5h 30m,6h,,,7h 21m /,Co-Op has yet to be completed.,1h 21m,,,
225,7231,SwornEnema,PC,5h 30m,90%,"First time through, Single player only",174507,Completed,First,"September 30, 2012",5h 30m,,,,,,,,,
226,7231,TheRowGow,PC,5h 30m,90%,,3163965,Completed,First,"July 02, 2016",5h 30m,,,,,,,,,
227,7231,bashynx,PC,5h 30m,90%,,11730787,Completed,Replay,"May 16, 2020",5h 30m,,,,,,,,,
228,7231,subyman,PC,5h 30m,NR,,106019,Completed,First,,5h 30m,,,,,,,,,
229,7231,wdfoster,PC,5h 30m,NR,,220046,Completed,First,"March 04, 2013",5h 30m,,,,,,,,,
230,7231,Private,PC,5h 31m,NR,,6412912,Completed,First,"June 18, 2018",5h 31m,,,,,,,,,
231,7231,RebelBlob,PC,5h 33m,100%,,5842634,Completed,Replay,"February 14, 2018",5h 33m,,,,,,,,,
232,7231,Blizniak,PC,5h 35m,80%,,170165,Completed,First,,5h 35m,,,,,,,,,
233,7231,Private,PC,5h 36m,NR,,171098,Completed,First,,5h 36m,,,,,,,,,
234,7231,Private,PC,5h 36m,90%,,6546790,Completed,First,"July 21, 2018",5h 36m,,,,,,3h 42m,,,
235,7231,RzR,PC,5h 36m,100%,,7509521,Completed,Replay,"October 10, 2013",5h 36m,,,,,,,,,
236,7231,Infinite,Xbox 360,5h 37m,NR,,3977005,Completed,Replay,"January 15, 2017",5h 37m 18s,,,,,,,,,
237,7231,Skylight,PC,5h 38m,NR,,584114,Completed,Replay,2013,5h 38m,,,,,,,,,
238,7231,kopop8,PC,5h 40m,NR,,4673470,Completed,First,"July 01, 2017",5h 40m,,,,,,,,,
239,7231,Wahlen,PC,5h 42m,90%,,7813769,Completed,First,"December 25, 2018",5h 42m,,,,,,,,,
240,7231,brockm218,PC,5h 42m,NR,,9090661,Completed,First,"July 05, 2019",5h 42m,,,,,,,,,
241,7231,Private,PC,5h 43m,100%,,7542745,Completed,First,"December 26, 2018",5h 43m 20s,,,,,,,,,
242,7231,Zunt2311,PC,5h 44m,NR,,11941621,Completed,First,"January 26, 2020",5h 44m,,,,,,,,,
243,7231,,PC,5h 45m,NR,,5090627,Completed,First,,5h 45m,,,,,,,,,
244,7231,Owawauba,PC,5h 45m,NR,,841703,Completed,First,"July 22, 2014",5h 45m,,,,,,,,,
245,7231,JourneyOver,PC,5h 47m,NR,"SP story complete, haven't touched MP/worked on achievements",5746942,Completed,First,"March 23, 2018",5h 47m 30s,,,,,,,,,
246,7231,AlabastreAizo,PC,5h 48m,NR,,5866703,Completed,First,"February 19, 2018",5h 48m,,,,,,,,,
247,7231,,PC,5h 50m,NR,BEST PUZZLE GAME EVER!,293402,Completed,First,,5h 50m,,,,,,,,,
248,7231,,PC,5h 50m,NR,,625093,Completed,Replay,,5h 50m,,,,,,,,,
249,7231,,PC,5h 50m,NR,,4626835,Completed,First,,5h 50m,,,,,,,,,
250,7231,1337pengwin,PC,5h 50m,NR,,378298,Completed,First,,5h 50m,,,,,,,,,
251,7231,stormbrewer,Xbox 360,5h 50m,NR,Single player only,3382966,Completed,First,"September 02, 2016",5h 50m,,,,,,,,,
