,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Retired Notes
41,57507,coleneff,PlayStation 4,9h 30m,80%,,10850826,Completed,First,"February 03, 2020",9h 30m,,,,,
42,57507,dwoodsy,PC,9h 30m,NR,,11315300,Completed,First,"January 28, 2020",9h 30m,,,,,
43,57507,Subtle_Villainy,Xbox One,9h 30m,80%,,10654058,Completed,First,"January 06, 2020",9h 30m 33s,,,,,
44,57507,,PC,9h 37m,NR,,9758488,Completed,First,,9h 37m,,,,,
45,57507,Mangonisium,PC,9h 42m,70%,,10972319,Completed,First,"February 10, 2020",9h 42m,,,,,
46,57507,Lewdmajesco,PC,9h 53m,NR,,10495367,Completed,First,"November 30, 2019",9h 53m,,,,,
47,57507,,PC,10h,NR,,9692569,Completed,First,,10h,16h,,,,
48,57507,,PC,10h,NR,,10634596,Completed,First,,10h,,,,,
49,57507,Anthracks,Xbox One,10h,80%,,10380459,Completed,First,"March 07, 2020",10h,,,,,
50,57507,Fehu666,PC,10h,70%,,10687237,Completed,First,"December 29, 2019",10h,,,,,
51,57507,Graphmaxer,PC,10h,NR,,10564456,Completed,First,,10h,,,,,
52,57507,HumboShot,PC,10h,NR,,10794016,Completed,First,"January 11, 2020",10h,,,,,
53,57507,KamikotoGasai,PC,10h,NR,,9464863,Completed,First,"August 27, 2019",10h,,,,,
54,57507,PlanetWyh,PC,10h,80%,,11787489,Completed,First,"May 22, 2020",10h,,,,,
55,57507,Revenlear,PC,10h,NR,,11973534,Completed,First,"June 12, 2020",10h,,,,,
56,57507,Sferruzza40,PC,10h,NR,,10681475,Completed,First,"December 28, 2019",10h,,,,,
57,57507,Sora_O,PC,10h,NR,,10310789,Completed,First,"October 27, 2019",10h,,,,,
58,57507,Private,Xbox One,10h,NR,,10795179,Completed,First,"January 15, 2020",10h,,,,,
59,57507,Throwaway_Name,PlayStation 4,10h,80%,,10653867,Completed,First,"February 03, 2020",10h,,,,,
60,57507,albyok,PC,10h,90%,,11756195,Completed,First,"May 17, 2020",10h,,,,,
61,57507,cloud12817,PlayStation 4,10h,NR,,11995290,Completed,First,"June 14, 2020",10h,,,,,
62,57507,desmayer,PlayStation 4,10h,NR,,10727877,Completed,First,"January 01, 2020",10h,,,,,
63,57507,endvj,Xbox One,10h,80%,,10825241,Completed,First,"January 11, 2020",10h,,,,,
64,57507,final4ik,PC,10h,NR,,9579042,Completed,First,"September 11, 2019",10h,,,,,
65,57507,ikari88,PlayStation 4,10h,80%,,9456808,Completed,First,"October 15, 2019",10h,,,,,
66,57507,Private,PlayStation 4,10h,40%,,10311934,Completed,First,"October 27, 2019",10h,,,,,
67,57507,jkoh95,PlayStation 4,10h,80%,,11941317,Completed,First,"March 28, 2020",10h,,,,,
68,57507,Private,PC,10h,90%,,9450998,Completed,First,"August 25, 2019",10h,15h,,,,
69,57507,konami,PlayStation 4,10h,80%,,10979251,Completed,First,"December 12, 2019",10h,15h,,,,
70,57507,mitherx,PC,10h,NR,,9502360,Completed,First,"September 01, 2019",10h,,,,,
71,57507,mrbaggs,PC,10h,NR,,9474553,Completed,First,"August 29, 2019",10h,,,,,
72,57507,savepointsam,PC,10h,100%,,10995095,Completed,First,"February 22, 2020",10h,,,,,
73,57507,yigitkoparan123,PC,10h,80%,,9550373,Completed,First,"September 07, 2019",10h,,,,,
74,57507,zoinkmeister,PlayStation 4,10h,80%,,10145225,Completed,First,,10h,25h,,,,
75,57507,,PC,10h 12m,NR,,9535430,Completed,First,,10h 12m,,,,,
76,57507,gabsond,PlayStation 4,10h 12m,60%,,11342625,Completed,First,"April 04, 2020",10h 12m,,,,,
77,57507,t0x_,PC,10h 20m,90%,,11306648,Completed,First,"March 31, 2020",10h 20m,,,,,
78,57507,blitzfire,PC,10h 21m,80%,,10284508,Completed,First,"October 22, 2019",10h 21m,,,,,
79,57507,,PC,10h 30m,NR,,9582243,Completed,First,,10h 30m,,,,,
80,57507,Bflynny,Xbox One,10h 30m,90%,,10147575,Completed,First,"September 26, 2019",10h 30m,,,,,
81,57507,Private,PC,10h 30m,NR,,9492978,Completed,First,"August 31, 2019",10h 30m,13h,,,,
82,57507,KinkyMong,PlayStation 4,10h 30m,NR,,10519890,Completed,First,"December 22, 2019",10h 30m,,,,,
83,57507,notanaiyet,PC,10h 30m,60%,,10812346,Completed,First,"February 07, 2020",10h 30m,,,,,
84,57507,OceanMaster,Xbox One,10h 36m,90%,,11309717,Completed,First,"April 10, 2020",10h 36m 57s,,,,,
85,57507,Execro,PC,10h 38m,NR,,9474045,Playing Completed,First,"September 04, 2019",10h 38m 28s,,,,11h 28m 28s /,
86,57507,,PlayStation 4,10h 40m,NR,,11763375,Completed,First,,10h 40m,,,,,
87,57507,Civilwarfare101,PlayStation 4,10h 41m,90%,,7468963,Completed,First,"October 13, 2019",10h 41m,,,,,
88,57507,,PC,10h 48m,NR,,10506664,Completed,First,,10h 48m,,,,,
89,57507,,PC,10h 50m,NR,,9518275,Completed,First,,10h 50m,13h 12m,20h 13m,,,
90,57507,Luzifferx,PlayStation 4,10h 56m,60%,,11467846,Completed,First,"April 20, 2020",10h 56m,,,,,
91,57507,Alex5101,PlayStation 4,11h,80%,,10507109,Completed,First,"January 18, 2020",11h,,,,,
92,57507,Private,Xbox One,11h,80%,,9527651,Completed,First,"September 04, 2019",11h,,,,,
93,57507,GodotIV,PlayStation 4,11h,70%,,11177542,Completed,First,"March 18, 2020",11h,,,,,
94,57507,KawaiiGuy,Xbox One,11h,NR,,11795790,Completed,First,,11h,,,,,
95,57507,KummaChristopher,PlayStation 4,11h,90%,,10459727,Completed,First,"November 20, 2019",11h,,,,,
96,57507,Logan1108,PC,11h,80%,,11122230,Completed,First,"September 08, 2019",11h,,,,,
97,57507,Miszelek,PC,11h,NR,,9559781,Completed,First,"September 08, 2019",11h,,,,,
98,57507,PulpDog,PlayStation 4,11h,NR,,11522352,Completed,First,"April 21, 2020",11h,,,,,
99,57507,RedLyone,PC,11h,80%,,10824085,Completed,First,"January 06, 2020",11h,,,"Will definitely have to replay once the Nvidia RTX 3000 series drops, assuming the RTX 3080 can do RT at 1440p without too much trouble.",,
100,57507,Private,PlayStation 4,11h,NR,,9464503,Completed,First,"February 24, 2020",11h,,,,,
101,57507,Private,PC,11h,100%,,9502397,Completed,First,"September 01, 2019",11h,,,,,
102,57507,crypt4c,PC,11h,NR,,11762345,Completed,First,"May 16, 2020",11h,,,,,
103,57507,famouscustard,PlayStation 4,11h,80%,,10886187,Completed,First,,11h,,,,,
104,57507,hikle00,PlayStation 4,11h,NR,,10778749,Completed,First,"January 12, 2020",11h,24h,27h,,,
105,57507,Private,PlayStation 4,11h,70%,,11419348,Completed,First,"March 23, 2020",11h,,,,,
106,57507,lochu99,PC,11h,80%,,11525391,Completed,First,"April 22, 2020",11h,,,,,
107,57507,raegazel,PC,11h,80%,,9523929,Completed,First,"September 03, 2019",11h,,,,,
108,57507,,PC,11h 02m,NR,,10153567,Completed,First,,11h 02m 31s,,,,,
109,57507,Jacob_Darka,PC,11h 05m,80%,,9505437,Completed,First,"September 01, 2019",11h 05m,15h 48m,20h 14m 36s,,,
110,57507,Lothermus,PlayStation 4,11h 12m,80%,,10367239,Completed,First,"August 28, 2019",11h 12m,,,,,
111,57507,DrakeMcHale,PlayStation 4,11h 15m,NR,,10636955,Completed,First,"May 09, 2020",11h 15m,,,,,
112,57507,Private,PlayStation 4,11h 15m,80%,,9499442,Completed,First,"August 31, 2019",11h 15m,,,,,
113,57507,BewaretheBatman,PC,11h 18m,80%,,9456818,Completed,First,"September 02, 2019",11h 18m 03s,,,"Really digging it so far, I like how the story is progressing and how the gameplay complements the narrative. Good stuff.",,
114,57507,Aech_AS,PlayStation 4,11h 20m,NR,,11012985,Completed,First,,11h 20m,,,,,
115,57507,Cragscorner,PlayStation 4,11h 30m,NR,,10787308,Completed,First,"January 18, 2020",11h 30m,,,,,
116,57507,Eternitype_YT,PlayStation 4,11h 30m,90%,,11600238,Completed Retired,First,"April 29, 2020",11h 30m,16h,24h,,,
117,57507,ei02028,PlayStation 4,11h 42m,90%,,10978135,Completed,First,"March 04, 2020",11h 42m,,,,,
118,57507,kesovitch,PC,11h 43m,NR,,10843323,Playing Completed,First,"January 19, 2020",11h 43m,,,,12h 36m /,
119,57507,pakindew,PC,11h 53m,80%,,11581272,Completed,First,"May 17, 2020",11h 53m 49s,,,,,
120,57507,Dark_Disciple09,PC,11h 58m,NR,,10890375,Completed,First,"January 26, 2020",11h 58m,,,,,
121,57507,,PC,12h,NR,,9495414,Completed,First,,12h,20h,22h,,,
122,57507,,PC,12h,NR,,9578970,Completed,First,,12h,,25h,,,
123,57507,,PC,12h,NR,,9908216,Completed,First,,12h,20h,,,,
124,57507,,PlayStation 4,12h,NR,,10256542,Completed,First,,12h,20h,30h,,,
125,57507,,PC,12h,NR,,11067658,Completed,First,,12h,24h,,,,
126,57507,ArticoDelNorte,PlayStation 4,12h,90%,,11239410,Completed,First,"March 23, 2020",12h,,,,,
127,57507,Colonel_Onyx,PC,12h,80%,,11429165,Completed,First,"March 22, 2020",12h,,,,,
128,57507,DeathPotato,Xbox One,12h,NR,,9516758,Completed,First,"September 01, 2019",12h,,,,,
129,57507,Grayfox001,PlayStation 4,12h,NR,,11635002,Completed,First,"January 12, 2020",12h,,,,,
130,57507,JoseSLD,PC,12h,60%,,10189507,Completed,First,"October 05, 2019",12h,,,,,
131,57507,Luxar,PC,12h,70%,,10469586,Completed,First,,12h,,,,,
132,57507,MischienWelJordi,PC,12h,NR,,11999388,Completed,First,,12h,,,,,
133,57507,One_Speed94,PlayStation Now,12h,90%,,11463240,Completed,First,"March 30, 2020",12h,20h,,,,
134,57507,OverlordPryce,PC,12h,NR,,11427969,Completed,First,"April 25, 2020",12h,,,,,
135,57507,SmashAndRun,Xbox One,12h,NR,,10601816,Completed,First,"January 18, 2020",12h,24h,,,,
136,57507,Uganda2,Xbox One,12h,80%,,11559995,Completed,First,"April 09, 2020",12h,20h,,,,
137,57507,Private,PlayStation 4,12h,80%,,11259257,Custom List Completed,First,"April 07, 2020",12h,18h,20h,,20h /,
138,57507,dodomania8,PlayStation 4,12h,70%,,9473838,Completed,First,"May 05, 2020",12h,,,,,
139,57507,eliasaj92,PC,12h,90%,,9458145,Completed,First,"September 01, 2019",12h,,,,,
140,57507,ellieon,PC,12h,NR,,11795289,Completed,First,"May 20, 2020",12h,,,,,
141,57507,kiki1980,PlayStation 4,12h,NR,,10617652,Completed,First,"December 16, 2019",12h,15h,,,,
142,57507,leyeti,PlayStation 4,12h,80%,,10150357,Completed,First,"September 28, 2019",12h,,16h,,,
143,57507,Private,PC,12h,80%,,10993429,Completed,First,"March 22, 2020",12h,,,,,
144,57507,subrussian,PlayStation 4,12h,80%,,11930316,Completed,First,"June 07, 2020",12h,,,,,
145,57507,viper,PC,12h,90%,,11700405,Completed,First,"May 10, 2020",12h,,,,,
146,57507,x4Electr0n,PlayStation 4,12h,80%,IDK,11482453,Completed,First,"April 20, 2020",12h,,,,,
147,57507,zolebug,PC,12h,NR,,9654773,Completed,First,"September 15, 2019",12h,,,,,
148,57507,adriantoine,PC,12h 02m,90%,,11285858,Completed,First,"March 29, 2020",12h 02m,,,,,
149,57507,,PC,12h 02m,NR,,9463597,Completed,First,,12h 02m 57s,,,,,
150,57507,,PC,12h 05m,NR,,11955730,Completed,First,,12h 05m 50s,28h 55m 11s,,,,
151,57507,,PC,12h 10m,NR,,11002037,Completed,First,,12h 10m,,,,,
152,57507,Angmar,PC,12h 10m,80%,,9568458,Completed,First,"September 27, 2019",12h 10m,,,,,
153,57507,zwoin,PlayStation 4,12h 15m,90%,,11524806,Completed,First,"May 12, 2020",12h 15m,,,,,
154,57507,morse86,PC,12h 16m,NR,,11588425,Completed,First,"December 22, 2019",12h 16m,,,,,
155,57507,mrbibo1,PC,12h 17m,NR,,10311384,Completed,First,"October 16, 2019",12h 17m,,,,,
156,57507,Mamalos,PC,12h 31m,100%,Kinda Confusing but still awesome.,10788985,Completed,First,"May 29, 2020",12h 31m 22s,,,i really like it. i am a big fan of remedy entertaiment. so im hyped af and i really enjoying it :),,
157,57507,Danicontador,PlayStation 4,12h 40m,NR,,11350122,Completed,First,"April 16, 2020",12h 40m,,,,,
158,57507,Noopinho,Xbox One,12h 45m,NR,,10679756,Completed,First,"March 13, 2020",12h 45m,,,,,
159,57507,romancook,PlayStation 4,12h 45m,50%,,11385559,Completed,First,"April 08, 2020",12h 45m,,,,,
160,57507,Private,PC,12h 48m,NR,+few Extra Quest,11436918,Backlog Completed,First,"April 14, 2020",12h 48m,,,,12h 48m /,
161,57507,,Xbox One,13h,NR,,9468485,Completed,First,,13h,18h,20h,,,
162,57507,,PC,13h,NR,,10908495,Completed,First,,13h,,,,,
163,57507,,PC,13h,NR,,11061153,Completed,First,,13h,18h,,,,
164,57507,Alex_1011,PlayStation 4,13h,90%,,11747532,Completed,First,"December 27, 2019",13h,,,,,
165,57507,AliGamer,PC,13h,NR,Perfect,10464417,Completed,First,"November 05, 2019",13h,15h 30m,,,,
166,57507,Benb998,PC,13h,80%,,10760239,Completed,First,"January 04, 2020",13h,,,,,
167,57507,DMC_Dante,Xbox One,13h,NR,,9523304,Completed,First,"September 02, 2019",13h,,,,,
168,57507,EnderWiggin,PC,13h,NR,,11475381,Completed,First,"March 16, 2020",13h,,,,,
169,57507,Flipp147,PC,13h,80%,,10396762,Completed,First,October 2019,13h,,,,,
170,57507,Private,PC,13h,NR,,10611979,Completed,First,"December 18, 2019",13h,,,,,
171,57507,dsimm,PlayStation 4,13h,NR,,9306366,Completed,First,"August 31, 2019",13h,,,,,
172,57507,Private,PC,13h,100%,,10911126,Completed,First,"January 29, 2020",13h,18h,,,,
173,57507,paleselan,PlayStation 4,13h,NR,,10692637,Completed,First,"December 30, 2019",13h,,,,,
174,57507,sidshaw,Xbox One,13h,NR,,10654546,Completed,First,"December 26, 2019",13h,,,,,
175,57507,victorprs,PC,13h,NR,,11070851,Completed,First,"February 29, 2020",13h,,,,,
176,57507,BlazeBlurTV,PC,13h 10m,NR,,9490163,Completed,First,,13h 10m,,,,,
177,57507,maurynator,Xbox One,13h 15m,NR,,10667708,Completed,First,"April 02, 2020",13h 15m,,,,,
178,57507,,PlayStation 4,13h 17m,NR,,11488450,Completed,First,,13h 17m 09s,20h 34m 22s,,,,
179,57507,Barch,PlayStation 4,13h 20m,NR,,11495392,Backlog Completed,First,"April 19, 2020",13h 20m,,,,13h 20m /,
180,57507,Ciclon,PlayStation 4,13h 30m,80%,,10507420,Completed,First,"November 28, 2019",13h 30m,,,,,
181,57507,goodnitenite,PC,13h 31m,NR,,10815964,Completed,First,"February 29, 2020",13h 31m,24h 16m,,,,
182,57507,Firegon,PC,13h 42m,NR,,10966457,Completed,First,"February 09, 2020",13h 42m,,,,,
183,57507,Gman450,PC,13h 46m,80%,,10272940,Completed,First,"December 01, 2019",13h 46m,,,,,
184,57507,,PC,14h,NR,,9565230,Completed,First,,14h,16h,20h,,,
185,57507,,Xbox One,14h,NR,,10631490,Completed,First,,14h,,,,,
186,57507,Bee892,PC,14h,NR,,10969505,Completed,First,,14h,,,,,
187,57507,Jon10r,PC,14h,NR,,10649231,Playing Replay Completed,First,"December 24, 2019",14h,,,,,
188,57507,MajKSA,PC,14h,100%,,10780642,Completed,First,"December 14, 2019",14h,16h,,,,
189,57507,Max24,PlayStation 4,14h,NR,,11046264,Completed,First,"February 24, 2020",14h,17h,,,,
190,57507,PXSausage,Xbox One,14h,100%,38/46 Achievements Unlocked. 19 Missions Completed. 214 Collectibles Found.,10688529,Completed,First,"December 29, 2019",14h,,18h,,,
191,57507,bobcuzi,PC,14h,NR,,11237580,Completed,First,"March 20, 2020",14h,,,,,
192,57507,JoshieYoshie,PC,14h 21m,70%,,10150725,Completed,First,"September 30, 2019",14h 21m,,,,,
193,57507,,PC,15h,NR,,9472779,Completed,First,,15h,17h,,,,
194,57507,,PC,15h,NR,,11362103,Completed,First,,15h,,,,,
195,57507,CaptainPants43,PC,15h,NR,,10623304,Completed,First,"January 25, 2020",15h,,,,,
196,57507,Eyzmaster,PlayStation 4,15h,NR,,10560232,Completed,First,"April 30, 2020",15h,,,,,
197,57507,PulpoPaul425,PC,15h,NR,,9517114,Completed,First,"September 02, 2019",15h,,,,,
198,57507,VatikanKlopper,PlayStation 4,15h,90%,,10547534,Completed,First,"December 06, 2019",15h,,,,,
199,57507,brandondelvalle,PlayStation 4,15h,80%,,9634051,Completed,First,"September 18, 2019",15h,,,,,
200,57507,cottboi,PlayStation 4,15h,90%,,10780582,Completed,First,,15h,,,,,
201,57507,sleeply,Xbox One,15h,90%,,11011727,Completed,First,"January 18, 2020",15h,,,,,
202,57507,yukokano22,PC,15h,NR,,11203258,Completed,First,"May 17, 2020",15h,22h,33h,,,
203,57507,rcreger,PlayStation 4,15h 11m,100%,Trophy hunting is definitely rewarding,11803401,Playing Replay Completed,First,"May 21, 2020",15h 11m 56s,26h 54m 10s,33h 12m 34s,,,
204,57507,,PlayStation 4,15h 30m,NR,,10750755,Completed,First,,15h 30m,,,,,
205,57507,BraisC,PC,16h,90%,,10442890,Completed,First,"November 18, 2019",16h,,,,,
206,57507,Private,PlayStation 4,16h,80%,,11204050,Completed,First,"March 21, 2020",16h,,22h,,,
207,57507,raytsh,PlayStation 4,16h,NR,,10622533,Completed,First,"August 29, 2019",16h,,,,,
208,57507,RezMarcher,PC,17h,NR,,10267627,Completed,First,"January 04, 2020",17h,,,,,
209,57507,Stes,PC,17h,NR,,9542563,Completed,First,"September 03, 2019",17h,,,,,
210,57507,Ultima893,PlayStation 4,17h,NR,,11826556,Completed,First,"May 24, 2020",17h,25h,31h,,,
211,57507,Bluewhite,PC,17h 26m,70%,,10581551,Completed,First,"December 15, 2019",17h 26m 17s,,,,,
212,57507,Macxim,PC,17h 46m,80%,,11489220,Completed,First,"April 19, 2020",17h 46m,,,,,
213,57507,FireAgostini,PC,18h,NR,,9568713,Completed,First,"September 04, 2019",18h,22h,,,,
214,57507,firegamer273,PC,8h 01m,NR,,6959210,Completed,First,"August 30, 2019",,8h 01m 06s,,,,
215,57507,Savrals,PC,8h 10m,80%,,11331057,Completed,First,"April 19, 2020",,8h 10m 49s,,,,
216,57507,Ideomotor,PC,10h,80%,,9480118,Completed,First,"August 30, 2019",,10h,,,,
217,57507,Private,PC,10h,60%,,9440755,Completed,First,"September 03, 2019",,10h,,,,
218,57507,smmac41,PlayStation 4,10h,90%,,9456558,Completed,First,"August 26, 2019",,10h,,,,
219,57507,Blackpetrus,PC,10h 19m,NR,,11618531,Completed,First,"October 10, 2019",,10h 19m,,,,
220,57507,aviggo77,PC,10h 25m,80%,,9572195,Completed,First,"September 09, 2019",,10h 25m,,,,
221,57507,TheKoob90,PC,10h 30m,70%,,10788425,Completed,First,"January 06, 2020",,10h 30m,,,,
222,57507,HideKINGplay,PC,10h 45m,NR,,9553727,Completed,First,"November 11, 2019",,10h 45m,,,,
223,57507,Daigoro,PC,10h 50m,70%,,11145266,Completed,First,"March 13, 2020",,10h 50m 25s,,,,
224,57507,,Xbox One,11h,NR,,9460707,Completed,First,,,11h,,,,
225,57507,,PC,11h,NR,,9473669,Completed,First,,7h 30m,11h,,,,
226,57507,,PC,11h,NR,,10382463,Completed,First,,,11h,,,,
227,57507,ctech6967,PC,11h,NR,,10582087,Completed,First,"December 12, 2019",,11h,,,,
228,57507,mostafa631,PlayStation 4,11h,70%,,11351153,Completed,First,,9h,11h,20h,,,
229,57507,wilson576,PC,11h,NR,,9490171,Completed,First,"August 31, 2019",,11h,,,,
230,57507,xgogo9,PC,11h,90%,,9548492,Completed,First,"September 05, 2019",8h 10m,11h,,,,
231,57507,shepard153,PC,11h,NR,,10811926,Completed,First,"January 16, 2020",,11h 21s,,,,
232,57507,,PC,11h 05m,NR,,9491779,Completed,First,,,11h 05m,,,,
233,57507,Baylife,PC,11h 14m,80%,Main story and a few extra side missions,10584885,Completed,First,"May 12, 2020",,11h 14m,,,,
234,57507,Alexsanlo,Xbox One,11h 15m,70%,,10493570,Completed,First,"December 12, 2019",,11h 15m,,,,
235,57507,MatterofM,PlayStation 4,11h 16m,70%,61% trophy completion. Some side quests completed,10739477,Completed,First,"January 03, 2020",,11h 16m 17s,,,,
236,57507,RyukoMatoi,PlayStation 4,11h 49m,70%,,10146447,Completed,First,"August 29, 2019",9h 21m 43s,11h 49m 07s,14h 57m 34s,,,
237,57507,Ravagezx,PlayStation 4,11h 51m,NR,,9465294,Completed,First,"September 01, 2019",,11h 51m,,,,
238,57507,CyDi,PC,12h,90%,,10237225,Completed,First,"October 12, 2019",,12h,,,,
239,57507,Darthaegis,PC,12h,60%,,9515926,Completed,First,"September 02, 2019",,12h,,,,
240,57507,DreamEaglr,Xbox One,12h,NR,,10192661,Completed,First,"October 06, 2019",8h,12h,15h,,,
241,57507,Private,Xbox One,12h,90%,,9537715,Completed,First,"September 27, 2019",,12h,,,,
242,57507,HoHo23,PC,12h,NR,,10604235,Completed,First,"December 22, 2019",,12h,,,,
243,57507,JacobMckinley,Xbox One,12h,90%,,10146554,Completed,First,"September 25, 2019",,12h,,,,
244,57507,QuaintAmerican,PC,12h,NR,,10839684,Completed,First,"January 19, 2020",,12h,,,,
245,57507,Silvak,PC,12h,NR,,9524239,Completed,First,"September 03, 2019",,12h,,,,
246,57507,TheJoschka,Xbox One,12h,70%,,10604344,Completed,First,"December 17, 2019",9h,12h,16h,,,
247,57507,demonswordsman,Xbox One,12h,NR,,10767303,Completed,First,"June 06, 2019",,12h,,,,
248,57507,dmgash,PC,12h,NR,,9565215,Completed,First,"September 08, 2019",,12h,,,,
249,57507,k3yblademast3r,Xbox One,12h,60%,,11070871,Completed,First,"March 20, 2020",,12h,,,,
250,57507,saaaahil,PC,12h,100%,Stopped doing side quests about 4 hours from the end,9545491,Completed,First,"October 20, 2019",,12h,,,,
251,57507,ApexImperium,PC,12h 04m,NR,,10313937,Completed,First,"November 02, 2019",,12h 04m,,,,
252,57507,Turtle0,PC,12h 10m,NR,,9516383,Completed,First,"September 02, 2019",,12h 10m,,,,
253,57507,,PlayStation 4,12h 15m,NR,,11294387,Completed,First,,,12h 15m,,,,
254,57507,narsilarg,PC,12h 21m,NR,,9483469,Completed,First,"September 07, 2019",,12h 21m,,,,
255,57507,Thomakaze,PC,12h 22m,NR,,10811194,Completed,First,"January 13, 2020",,12h 22m,,,,
256,57507,ogromm,PlayStation 4,12h 22m,70%,,10684327,Completed,First,"January 01, 2020",,12h 22m 56s,,,,
257,57507,Copeland1994,Xbox One,12h 30m,90%,,10985997,Completed,First,"September 06, 2019",,12h 30m,,,,
258,57507,Thekoolbean,Xbox One,12h 34m,70%,,9538882,Completed,First,"September 11, 2019",,12h 34m,,,,
259,57507,cyberfaltas,PlayStation 4,12h 34m,100%,,10141542,Completed,First,"September 24, 2019",,12h 34m,15h 24m,,,
260,57507,Private,Xbox One,12h 45m,NR,,9560729,Completed,First,"September 08, 2019",,12h 45m,,,,
