,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Retired Notes,Co-Op
102,34716,lenmqlenmq,PC,55h,NR,,6769595,Replay Completed,First,"August 05, 2018",55h,,,,,,
103,34716,sensualettuce,PC,55h,NR,,4148611,Completed,First,"March 06, 2017",55h,,,,,,
104,34716,xLastSamuraix,PC,55h,NR,,11275582,Completed,First,"February 29, 2020",55h,,,,,,
105,34716,tiler1053,Nintendo Switch,56h 02m,100%,,11930218,Completed,First,"May 16, 2020",56h 02m 37s,86h 22m 14s,,,,,
106,34716,,PC,58h,NR,,3493692,Completed,First,,58h,,284h,,,,
107,34716,,PC,58h,NR,,3619174,Completed,First,,58h,,,,,,
108,34716,,PC,58h,NR,,3993074,Completed,First,,58h,,,,,,
109,34716,Private,Nintendo Switch,58h 11m,NR,,7236620,Completed,First,"May 11, 2019",58h 11m,,,,,,
110,34716,unluckyprimes,PC,58h 11m,100%,,11479620,Replay Completed,Replay,April 2017,58h 11m,,,,,,
111,34716,lassarina,Nintendo Switch,58h 31m,NR,Four candle evaluation at start Y2,3443883,Completed,First,"March 16, 2019",58h 31m,,,,,,
112,34716,unluckyprimes,PC,58h 51m,100%,,11479624,Replay Completed,Replay,2017,58h 51m,,,,,,
113,34716,,Xbox One,59h,NR,,5383417,Completed,First,,59h,70h,,,,,
114,34716,pokepaw,PC,59h 30m,80%,,4651982,Completed,First,"January 17, 2018",59h 30m,,,,,,
115,34716,,PC,59h 32m,NR,,5622400,Completed,Replay,,59h 32m,140h,,,,,
116,34716,unluckyprimes,PC,59h 55m,100%,,11479578,Completed,First,"June 12, 2016",59h 55m,,,,,,
117,34716,,PC,60h,NR,,3788124,Completed,First,,60h,90h,,,,,
118,34716,,PlayStation 4,60h,NR,,11535661,Completed,First,,60h,150h,,,,,
119,34716,Cooby,Nintendo Switch,60h,80%,,11112609,Completed,First,"February 23, 2020",60h,90h,135h,,,,
120,34716,GIBellagio,Nintendo Switch,60h,NR,,11243080,Completed Retired,First,"March 25, 2020",60h,,,,,Endless Game,
121,34716,GodotIV,PC,60h,100%,,8087117,Completed,First,"January 21, 2019",60h,,,,,,
122,34716,Porkchop118,Xbox One,60h,NR,,7737964,Completed,First,"December 14, 2018",60h,,130h,,,,
123,34716,aurorapercivalus,PC,60h,NR,,10492073,Completed,First,"November 26, 2019",60h,100h,,,,,
124,34716,avalynnrose,Nintendo Switch,60h,NR,,9084632,Completed,First,,60h,,,,,,
125,34716,Private,Nintendo Switch,60h,NR,,7764014,Completed,First,"December 12, 2018",60h,,,,,,
126,34716,lvchessick,Nintendo Switch,60h,NR,,9246582,Completed,First,,60h,100h,200h,,,,
127,34716,Private,Nintendo Switch,60h,100%,,5843318,Custom List Completed,First,,60h,,,,75h /,,
128,34716,traydor,Nintendo Switch,60h,NR,,11315681,Completed,First,"April 01, 2020",60h,,,,,,
129,34716,traydor,PlayStation 4,60h,NR,,11315682,Completed,First,"April 01, 2020",60h,,,,,,
130,34716,WaveSquirrel,PlayStation 4,60h 02m,80%,,5306127,Completed,First,"November 26, 2017",60h 02m,60h 03m,,,,,
131,34716,unluckyprimes,PC,60h 24m,100%,,11479619,Replay Completed,Replay,October 2016,60h 24m,,,,,,
132,34716,Zumigon,PC,61h,60%,,10512525,Replay Completed,Replay,"November 30, 2017",61h,,,,237h /,,
133,34716,unluckyprimes,PC,61h 05m,100%,,11479627,Replay Completed,Replay,"April 24, 2018",61h 05m,,,,,,
134,34716,Private,PC,61h 43m,NR,"Finished Community Centre, married w/ children, year 3",7799160,Completed,First,"December 22, 2018",61h 43m,,,"done with playing for now, will probably return in the future",,,
135,34716,Billob,PC,62h,80%,community center,5544427,Completed,First,"February 13, 2018",62h,80h 12m 56s,,,,,
136,34716,CaptainPatate,PC,62h,NR,,9316266,Completed,First,,62h,,,,,,
137,34716,Zaphod0,Nintendo Switch,62h,NR,,8431230,Completed,First,"March 08, 2019",62h,,,,,,
138,34716,,PC,63h 42m,NR,,9140585,Completed,Replay,,63h 42m 04s,97h 33m 13s,,,,,
139,34716,,PC,64h,NR,,3617390,Completed,First,,64h,,,,,,
140,34716,Jokey665,PC,64h,NR,,2932903,Completed,First,"April 25, 2016",64h,,,,,,
141,34716,SavePoint,PC,64h,100%,,6514683,Completed,First,"August 03, 2017",64h,,,,,,
142,34716,Private,Nintendo Switch,65h,100%,,5194641,Completed,First,"April 26, 2018",65h,,,,,,
143,34716,blitzfire,Nintendo Switch,65h 21m,100%,,10775020,Completed,First,"January 08, 2020",65h 21m,,,,,,
144,34716,,PC,66h,NR,,4126445,Completed,First,,66h,,,,,,
145,34716,Private,PC,66h 53m,80%,"reached year 3, 4 candles, 28/40 achievements",3989737,Completed,First,"February 10, 2017",66h 53m,,,,,,
146,34716,Jeen0808,PC,68h 51m,90%,,3231676,Completed,First,"July 16, 2016",68h 51m 37s,,,,,,
147,34716,,PC,70h,NR,,2735588,Completed,First,,70h,,,,,,
148,34716,,Nintendo Switch,70h,NR,All achievements and 100%,11613816,Completed,First,,70h,120h,135h,,,,
149,34716,AOVirtue,PC,70h,NR,,9263091,Completed,First,"July 25, 2019",70h,100h,119h,,,,
150,34716,mhlover,PC,70h,NR,,10597090,Completed,First,,70h,,,,,,
151,34716,oli306,Nintendo Switch,70h,NR,,9362666,Completed,First,"August 14, 2019",70h,,,,,,
152,34716,rafebelmont,Linux,70h,NR,,3827450,Completed,First,"June 23, 2017",70h,,,,,,
153,34716,revs_87,Nintendo Switch,70h,NR,,8127854,Playing Replay Completed,Replay,"January 26, 2019",70h,,,,70h /,,
154,34716,radr,Nintendo Switch,74h 19m,NR,through year 2 to Grandpa's evaluation; community center complete,6164827,Completed,Replay,"December 17, 2017",74h 19m,,,,,,
155,34716,MrWolfArtworks,PC,75h,90%,,11039066,Completed,First,"February 23, 2020",75h,,,,,,
156,34716,bancotsu,PC,75h,100%,,4126587,Completed,First,,75h,,,,,,
157,34716,tacosbob,PC,75h,NR,,6248574,Completed,First,,75h,,,,,,
158,34716,crisbg,PC,78h,NR,"Finished community center, earn 1.2m, year 3",9695583,Completed,First,"September 22, 2019",78h,,,,,,
159,34716,Private,PC,78h,NR,,9155883,Playing Completed,First,"July 14, 2019",78h,,,,,,
160,34716,Dangitjessica,Nintendo Switch,80h,NR,,8592087,Playing Completed,First,"April 09, 2019",80h,,,,160h /,,
161,34716,Renatman,Xbox One,80h,NR,,6929686,Playing Completed,First,"August 27, 2018",80h,120h,152h 32m,,150h 32m /,,
162,34716,hdubbs22,Nintendo Switch,80h,NR,,11062002,Completed,First,"June 15, 2020",80h,,,,,,
163,34716,Jarakeen,Xbox One,85h,NR,,6453876,Completed,First,"June 01, 2018",85h,,,,,,
164,34716,bwuh,PC,85h,100%,"Marriage & Community Center completed. Year 3 Day 4, Fall.",11951456,Completed,First,"June 10, 2020",85h,,,"Marriage & Community Center completed. Year 3 Day 4, Fall.",,,
165,34716,gamov,Mac,95h,80%,"All levels 10, married with children and one quest left (dessert mine)",7887892,Completed,First,"October 31, 2019",95h,,,,,,
166,34716,Terentiy,PC,40h,90%,,7000097,Completed,First,"November 18, 2018",,40h,,,,,60h
167,34716,mikasaessukasa,PC,40h,80%,,2929851,Completed,First,,,40h,,,,,
168,34716,minyase,Nintendo Switch,40h,80%,,10796143,Completed,First,"January 11, 2018",,40h,,,,,
169,34716,danbarret,PC,41h,NR,,6093978,Completed,First,"April 08, 2018",,41h,,,,,
170,34716,benderisgreat,PC,43h,100%,,2786543,Completed,First,"March 28, 2016",,43h,,,,,
171,34716,sindarak,PC,45h,NR,,8818240,Completed,First,"May 19, 2019",,45h,,,,,
172,34716,mnop,Nintendo Switch,47h,90%,,5729114,Completed,First,"January 03, 2019",,47h,,,,,
173,34716,Kektklik,PC,47h 33m,NR,first file,2959629,Playing Completed,First,"May 11, 2016",,47h 33m,,"Have multiple files. Lowest completion at 47:33, highest completion at 68:25; Museum RNG tho",140h /,,
174,34716,ThatMasterLemon,PC,48h,90%,,6019975,Completed,First,"December 01, 2018",,48h,,,,,
175,34716,Grimluck343,PC,49h,90%,,3504903,Completed,First,"October 09, 2016",,49h,,,,,
176,34716,Matttske,PC,50h,90%,,9600972,Completed,First,"September 13, 2019",,50h,,,,,
177,34716,Private,Nintendo Switch,50h,90%,,11488002,Completed,Replay,"June 07, 2020",,50h,,,,,
178,34716,cmthunbe,PC,50h,100%,,11611117,Completed,First,"October 28, 2018",,50h,,,,,
179,34716,honorablebear,PC,51h 22m,NR,,10638709,Replay Completed,First,,,51h 22m,,,,,
180,34716,kotoribun,PlayStation 4,53h 09m,NR,,9573642,Completed,Replay,"September 09, 2019",,53h 09m,,,,,
181,34716,aoki2,PC,54h,70%,,11851639,Completed,First,"May 27, 2020",,54h,,,,,
182,34716,zelenyzidan,PC,54h 30m,90%,,6963083,Completed,First,"September 14, 2018",,54h 30m,,,,,
183,34716,RebelBlob,PC,54h 47m,80%,,8771881,Completed,First,"May 14, 2019",,54h 47m 28s,,,,,
184,34716,BillEQ,PC,55h,NR,Community Center + Full Shipment + Level 50 + Master Angler + Grand[a,4003812,Completed,First,"February 02, 2017",,55h,,,,,
185,34716,BrittleBonesJones,Nintendo Switch,55h,90%,,11078462,Completed,First,,,55h,,,,,
186,34716,Jjzwak,Nintendo Switch,55h,90%,,5403313,Custom List Completed,First,"May 20, 2018",,55h,,,,,
187,34716,MessyPizzaBoy,Nintendo Switch,55h,NR,Finished Community Center,5624470,Completed,First,"December 31, 2017",53h,55h,,,,,
188,34716,laurenhiya21,PC,55h,100%,,2732074,Completed,First,"April 06, 2016",,55h,,,,,
189,34716,lonnied123,Nintendo Switch,55h,NR,,8313128,Completed,First,"May 11, 2020",,55h,,,,,
190,34716,EpochKid,PC,56h,100%,,2691973,Completed,First,"April 09, 2016",,56h,,Married Sebastian. Restored the Town Hall. :),,,
191,34716,Vildhjarta,Nintendo Switch,56h,NR,,10892679,Completed,First,,,56h,,,,,
192,34716,KohakuZeta,PC,56h 51m,80%,Community Center + Abandoned JojaMart,11326934,Completed,Replay,"April 02, 2020",,56h 51m,,,,,
193,34716,thelusive,PC,57h,70%,,7170962,Completed,First,"June 25, 2017",,57h,,,,,
194,34716,varex,PC,57h,90%,Community centre rebuilt. Married w/ baby. Friends with pretty much everyone in town. Rich w/ endless potential for more,2734889,Completed,First,"April 06, 2016",,57h,,,,,
195,34716,IAmThatIs,PC,59h,NR,,2969703,Completed,First,"April 02, 2016",,59h,,,,,
196,34716,kotoribun,PC,59h 03m,NR,,9469655,Completed,Replay,2017,,59h 03m,,,,,
197,34716,Hottston,PC,59h 52m,90%,,2699021,Completed,First,"April 08, 2016",,59h 52m,,Time it took to get to the 'end' where grandpa grades your farm and to restore the community center.,,,
198,34716,,PC,60h,NR,,4123863,Completed,Replay,,50h,60h,250h 46m,,,,
199,34716,,PC,60h,NR,,11371572,Completed,First,,40h,60h,180h,,,,
200,34716,Private,PC,60h,NR,,10964246,Completed,First,"April 28, 2020",,60h,,,,owned on switch,
201,34716,Bravelion609,Nintendo Switch,60h,NR,,11326990,Completed,First,"April 02, 2020",,60h,,,,,
202,34716,PurpleHead,PlayStation Vita,60h,80%,60+,10234234,Replay Completed,Replay,"October 12, 2019",,60h,,,,,
203,34716,Private,Nintendo Switch,60h,NR,,10672201,Completed,First,"December 28, 2019",,60h,,,,,
204,34716,andrelvb,Nintendo Switch,60h,90%,,5517072,Completed,First,"December 25, 2017",,60h,,,,,
205,34716,kingdomjoeyy,PC,60h,90%,,11467629,Completed,Replay,"March 15, 2020",,60h,,,,,
206,34716,Private,PC,60h,NR,,6291658,Completed,First,"May 30, 2018",,60h,,,,,60h
207,34716,Private,PC,60h,NR,"One farm play-through until ""end""",7834934,Completed,First,"January 15, 2017",,60h,,,,,
208,34716,WaveSquirrel,PlayStation 4,60h 03m,80%,,5306127,Completed,First,"November 26, 2017",60h 02m,60h 03m,,,,,
209,34716,maximpactgames,PC,60h 51m,100%,,5150286,Completed,First,,,60h 51m,,,,,
210,34716,Private,PC,60h 51m,100%,,4648460,Completed,First,,,60h 51m,,,,,
211,34716,NinaNami2014,PlayStation 4,61h 17m,80%,,9703856,Completed,First,"December 08, 2017",,61h 17m,,,,,
212,34716,Alteekay,PC,62h,90%,,10486495,Completed,First,,,62h,,,,,
213,34716,ClickRex,PC,62h,NR,,3435557,Completed,First,"March 25, 2016",,62h,,,,,
214,34716,tso184,PC,62h,80%,65% Steam achievements,2843610,Completed,First,"April 19, 2016",,62h,,,,,
215,34716,Private,PC,62h 38m,NR,Community Center + Skull Cavern + socializing time,2869048,Completed,First,"May 13, 2016",,62h 38m 12s,,,,,
216,34716,GoldenSpaceman,PC,64h 53m,100%,Finished 2 full years and completed the community centre,10978811,Completed,First,"February 25, 2020",,64h 53m,,,,,
217,34716,,Xbox One,65h,NR,,8538919,Completed,First,,50h,65h,,,,,
218,34716,DasMatze,PC,65h,NR,,2789551,Completed,First,"March 12, 2016",,65h,,,,,
219,34716,Private,Nintendo Switch,65h,NR,,9316265,Completed,First,"August 06, 2019",,65h,,,,,
220,34716,JamaicanBacon08,PlayStation 4,65h,NR,,10551373,Completed,Replay,"December 06, 2019",,65h,,,,,
221,34716,Private,Nintendo Switch,65h,NR,,6004602,Completed,First,"March 18, 2018",,65h,,,,,
222,34716,Radvvan,PC,65h,NR,"First two years, Community Center completed, all possible quests done, married with two kids, 80% of achivements done",6065549,Completed,First,,,65h,,,,,
223,34716,Tarnop,PC,65h 48m,NR,,5296051,Completed,First,"November 12, 2017",,65h 48m,,,,,
224,34716,Private,PC,66h 13m,100%,,3919256,Completed,First,"January 14, 2017",,66h 13m,,,,,
225,34716,Adoru,Linux,66h 17m,90%,,7493338,Completed,First,"November 20, 2018",,66h 17m,,Second year completed with four candles.,,,
226,34716,smudo,PC,66h 22m,NR,,6176005,Completed,First,"April 26, 2018",,66h 22m,,,,,
227,34716,UrFriendXD,PC,66h 47m,NR,"All community, all tool upgraded.",5148850,Completed,First,,,66h 47m,,,,,
228,34716,Wulfon,PC,67h,90%,"Time according to Steam. End of 3rd year. 2 player co-op. Community center finished, married with 2 kids.",6968314,Completed,First,"September 03, 2018",,67h,,,,,
229,34716,Lungkisser,Nintendo Switch,67h 26m,90%,Got the Statue of Perfection.,5774733,Completed,First,"February 04, 2018",,67h 26m,,"fwiw, Switch reports 75+ hours. Some mixture of idling and resetting.",,,
230,34716,LdotRage,PC,68h,NR,,8298176,Replay Completed,First,"February 18, 2019",,68h,,,68h /,,
231,34716,peterclo,Nintendo Switch,68h 47m,90%,,6370054,Completed,First,"December 16, 2018",,68h 47m,,,,,
232,34716,muetimueti,PC,69h,NR,,3509914,Completed,First,,,69h,,,,,
233,34716,,PC,70h,NR,,4007374,Completed,First,,50h,70h,,,,,
234,34716,,Xbox One,70h,NR,,5383417,Completed,First,,59h,70h,,,,,
235,34716,,PC,70h,NR,,11016449,Completed,First,,,70h,,,,,
236,34716,JamaicanBacon08,Nintendo Switch,70h,NR,,10551382,Completed,First,"December 06, 2019",,70h,,,,,
237,34716,NoodleSundays,Nintendo Switch,70h,100%,,11302451,Completed,First,August 2018,,70h,,,,,
238,34716,Private,PC,70h,100%,,11971932,Completed,First,"February 10, 2018",,70h,,,,,
239,34716,SVadeX,PC,70h,70%,,3373441,Completed,First,"October 24, 2017",,70h,,,,,
240,34716,Skyloftgames,Nintendo Switch,70h,90%,,11561664,Completed,First,October 2017,,70h,,,,,
241,34716,Swiftwinter,PC,70h,NR,,2907583,Completed,First,,,70h,,,,,
242,34716,chocletychip,Nintendo Switch,70h,100%,Whatever completing this means. I'm done with it.,6072260,Completed,First,"March 21, 2018",,70h,,,,,
243,34716,savscarlett,PC,70h,NR,,11905061,Completed,First,"July 01, 2019",,70h,,,,,
244,34716,snubbybill,PC,70h,80%,,4243685,Completed,First,"May 03, 2017",,70h,,,,,
245,34716,PlushWraith,PC,70h 13m,NR,End of year 3. 26/40 achievements.,6762327,Completed,First,"January 09, 2019",,70h 13m,,,,,
246,34716,Zednek,PC,70h 29m,80%,,2706533,Completed,First,"May 24, 2016",,70h 29m 54s,,,,,
247,34716,,PC,71h,NR,,3391840,Completed,First,,,71h,,,,,
248,34716,narvs,PC,71h,100%,"2 full years to grandpa score, community center completed",4471631,Completed,First,"June 11, 2017",,71h,,,,,
249,34716,Lotark,Nintendo Switch,72h,NR,"2 years, completed export list, fishing, community center",6669975,Completed,First,"July 16, 2018",,72h,,,,,
250,34716,digitalschism96,PC,72h,100%,,8552618,Completed,First,"March 31, 2019",,72h,,,,,
251,34716,Private,PC,72h 18m,NR,,4255246,Completed,First,"March 31, 2017",,72h 18m,,,,,
252,34716,Bryantt,Nintendo Switch,72h 34m,90%,,5436934,Completed,First,"October 30, 2017",,72h 34m,,,,,
253,34716,Private,PC,73h,NR,"Year 3: 1.5M g, married with baby, Grandpa happy, 24/40 achivements.",3258247,Completed,First,"July 25, 2016",,73h,,,,,
