,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Completionist,Main+Extras,Speedrun,100% Speedrun,Progress,Personal Notes,Vs.,Co-Op
56,20077,WhySoSad,PlayStation 4,11h 27m,80%,,4099374,Backlog Completed,First,11h 27m,"September 21, 2017",,,,,,,,
57,20077,,PlayStation 4,11h 28m,NR,,5875058,Completed,First,11h 28m 04s,,,,,,,,,
58,20077,,PlayStation 4,11h 28m,NR,,11392093,Completed,First,11h 28m 59s,,,,,,,,,
59,20077,Tangerz,PlayStation 4,11h 29m,90%,,7348539,Completed,First,11h 29m 47s,"October 29, 2018",,,,,,,,
60,20077,,PlayStation 4,11h 30m,NR,,3006198,Completed,First,11h 30m,,,,,,,,,
61,20077,Caliburn89,PlayStation 4,11h 30m,NR,"""3"" treasures. Very minimal extras.",3118306,Completed,First,11h 30m,"June 21, 2016",,,,,,,,
62,20077,GabiTR,PlayStation 4,11h 30m,100%,,3250997,Completed,First,11h 30m,"July 17, 2016",,,,,,,,
63,20077,Knurek,PlayStation 4,11h 30m,NR,,5244479,Completed,First,11h 30m,"May 30, 2016",,,,,,,,
64,20077,ShawnReardon,PlayStation 4,11h 30m,80%,,3978027,Completed,First,11h 30m,"January 26, 2017",,,,,,,,
65,20077,Private,PlayStation 4,11h 30m,NR,,2958944,Completed,First,11h 30m,"May 10, 2016",,,,,,,,
66,20077,talbrecht,PlayStation 4,11h 30m,NR,,11816101,Completed,Replay,11h 30m,"May 23, 2020",,,,,,,,
67,20077,,PlayStation 4,11h 32m,NR,Rushed,7661088,Completed,First,11h 32m 40s,,,,,,,,,
68,20077,,PlayStation 4,11h 38m,NR,,6148113,Completed,Replay,11h 38m,,,,,,,,,
69,20077,theplump,PlayStation 4,11h 38m,100%,Explorer Difficulty,2935524,Completed,First,11h 38m,"May 21, 2016",,,,,,,,
70,20077,Doomes,PlayStation 4,11h 39m,80%,,7165176,Completed,First,11h 39m,"October 01, 2018",,,,,,,,
71,20077,Private,PlayStation 4,11h 39m,NR,,11820531,Completed,First,11h 39m 29s,"May 17, 2020",,,,,,,,
72,20077,Private,PlayStation 4,11h 40m,80%,,9247723,Completed,First,11h 40m,"November 25, 2017",,,,,,11/19 - 11/25,,
73,20077,,PlayStation 4,11h 41m,NR,,2997574,Completed,First,11h 41m 14s,,,,,,,,,
74,20077,,PlayStation 4,11h 42m,NR,,5190274,Completed,First,11h 42m,,,,,,,,,
75,20077,Wolfe_Stedro,PlayStation 4,11h 42m,70%,,6972673,Completed,First,11h 42m,"February 21, 2017",,,,,,,,
76,20077,,PlayStation Now,11h 42m,NR,,10483219,Completed,First,11h 42m 44s,,,,,,,,,
77,20077,ericwf123,PlayStation 4,11h 43m,80%,,10450377,Completed,First,11h 43m 35s,"April 14, 2020",,,,,,,,
78,20077,Private,PlayStation 4,11h 44m,NR,,10324843,Completed,First,11h 44m,"November 09, 2019",,,,,,,,
79,20077,,PlayStation 4,11h 45m,NR,,5545155,Completed,First,11h 45m,,,,,,,,,
80,20077,ModoRB,PlayStation 4,11h 46m,NR,,3983212,Completed,First,11h 46m 44s,"January 29, 2017",,,,,,,,
81,20077,whyrecon,PlayStation 4,11h 47m,90%,,4745907,Completed,First,11h 47m,"September 08, 2017",,,,,,,,
82,20077,Thekoolbean,PlayStation 4,11h 48m,90%,,2944816,Completed,First,11h 48m,"May 11, 2016",,,,,,,,
83,20077,,PlayStation 4,11h 55m,NR,,6668641,Completed,First,11h 55m 12s,,,,,,,,,
84,20077,Thalaban,PlayStation 4,11h 56m,90%,,2963078,Completed,First,11h 56m 17s,"May 12, 2016",,,,,,,,
85,20077,,PlayStation 4,11h 56m,NR,,3001450,Completed,First,11h 56m 28s,,,,,,,,,
86,20077,,PlayStation 4,11h 58m,NR,,2995429,Completed,First,11h 58m 24s,,,,,,,,,
87,20077,,PlayStation 4,11h 58m,NR,,3851454,Completed,First,11h 58m 24s,,,,,,,,,
88,20077,ingridje1986,PlayStation 4,11h 58m,80%,,4633505,Completed,First,11h 58m 44s,"May 15, 2016",,,,,,,,
89,20077,,PlayStation 4,11h 59m,NR,,5482745,Completed,First,11h 59m 20s,,,,,,,,,
90,20077,,PlayStation 4,12h,NR,EGM Now,2937668,Completed,First,12h,,,,,,,,,
91,20077,,PlayStation 4,12h,NR,,3057310,Completed,First,12h,,,,,,,,,
92,20077,,PlayStation 4,12h,NR,,3528213,Completed,First,12h,,,,,,,,,
93,20077,,PlayStation 4,12h,NR,,3538482,Completed,First,12h,,,,,,,,,
94,20077,,PlayStation 4,12h,NR,,4395168,Completed,First,12h,,,15h,,,,,,
95,20077,,PlayStation 4,12h,NR,,4988414,Completed,First,12h,,,19h,,,,,87h 44m 03s,
96,20077,,PlayStation 4,12h,NR,,5398841,Completed,First,12h,,,,,,,,,
97,20077,,PlayStation 4,12h,NR,,6049696,Completed,First,12h,,,,,,,,,
98,20077,,PlayStation 4,12h,NR,,6727878,Completed,First,12h,,,,,,,,,
99,20077,,PlayStation 4,12h,NR,,7244008,Completed,First,12h,,20h,15h,,,,,,
100,20077,,PlayStation 4,12h,NR,,7780583,Completed,First,12h,,,,,,,,,
101,20077,,PlayStation 4,12h,NR,,8581917,Completed,First,12h,,,,,,,,,
102,20077,,PlayStation 4,12h,NR,,11298315,Completed,First,12h,,,,,,,,,
103,20077,BossPT,PlayStation 4,12h,NR,,9296065,Completed,First,12h,"July 19, 2019",,,,,,,,
104,20077,Bravehearte,PlayStation 4,12h,NR,,8131926,Completed,First,12h,,,,,,,,,
105,20077,Brun0Duart3,PlayStation 4,12h,70%,,8129002,Completed,First,12h,"February 12, 2019",,,,,,,,
106,20077,Chono,PlayStation 4,12h,NR,,2970693,Completed,First,12h,"May 13, 2016",,,,,,,,
107,20077,CyDi,PlayStation 4,12h,60%,,8589111,Completed,First,12h,"April 09, 2019",,,,,,,,
108,20077,Freiol,PlayStation 4,12h,70%,,8437289,Completed,First,12h,"January 15, 2019",,,,,,,,
109,20077,Frensis13,PlayStation 4,12h,50%,,10166838,Completed,First,12h,"July 22, 2019",,,,,,,,
110,20077,Giggykibbles709,PlayStation 4,12h,NR,,10934329,Completed,First,12h,"February 03, 2020",,13h,,,,,,
111,20077,Private,PlayStation 4,12h,80%,,3204479,Completed,First,12h,,,,,,,,,
112,20077,JacobMckinley,PlayStation 4,12h,100%,,2972112,Completed,First,12h,"May 14, 2016",,,,,,,,
113,20077,Jaigerbot,PlayStation 4,12h,100%,,5173525,Completed,First,12h,,,,,,,,,
114,20077,Jows,PlayStation 4,12h,NR,,4022170,Completed,First,12h,"February 06, 2017",40h,16h,,5h 55m 48s,,,,
115,20077,Mir0zz,PlayStation 4,12h,90%,,6162361,Completed Retired,Replay,12h,"April 23, 2017",,,,,,,,
116,20077,MrAliHD123,PlayStation 4,12h,NR,,8664415,Completed,First,12h,"June 21, 2018",25h,20h,,,,,,
117,20077,Mr_Gingersaurus,PlayStation 4,12h,NR,,3735276,Replay Completed Retired,Replay,12h,"December 07, 2016",20h,16h,,,20h /,,,
118,20077,Private,PlayStation 4,12h,NR,,11111213,Completed,First,12h,"March 07, 2020",,,,,,,,
119,20077,Retroagv,PlayStation 4,12h,70%,"main story, 3 treasures lmao",6249622,Completed,First,12h,,,,,,,,,
120,20077,Taco4000,PlayStation 4,12h,NR,,4606187,Completed,First,12h,"June 21, 2017",,,,,,,,
121,20077,ThePlunderer,PlayStation 4,12h,NR,,5806447,Completed,First,12h,"February 10, 2018",,,,,,,,
122,20077,TheSuperBrioche,PlayStation 4,12h,NR,,4366132,Completed,First,12h,,,,,,,,,
123,20077,aerisDies,PlayStation 4,12h,NR,,3073703,Completed,First,12h,,,,,,,,,
124,20077,amirseinn,PlayStation 4,12h,NR,,5047834,Completed,Replay,12h,"September 14, 2017",,17h,,,,,,
125,20077,colinnoel,PlayStation 4,12h,NR,,4074566,Completed,First,12h,"December 11, 2016",,,,,,,,
126,20077,danahan,PlayStation 4,12h,NR,,6045586,Completed,First,12h,"March 26, 2018",,,,,,,,
127,20077,eatpie75,PlayStation 4,12h,NR,,4728900,Completed,First,12h,"April 15, 2017",,,,,,,,
128,20077,fluffylag,PlayStation 4,12h,NR,,3329199,Completed,First,12h,"August 14, 2016",,,,,,,,
129,20077,fred2078,PlayStation 4,12h,NR,,3043666,Completed,First,12h,"June 03, 2016",,,,,,,,
130,20077,ikari88,PlayStation 4,12h,80%,,5217924,Completed,First,12h,"October 25, 2017",,,,,,,,
131,20077,motatnema,PlayStation 4,12h,NR,,4225730,Completed,First,12h,"June 14, 2016",,,,,,,,
132,20077,sapphirone,PlayStation 4,12h,NR,,3024961,Completed,First,12h,"May 29, 2016",,,,,,,,
133,20077,sunspear16,PlayStation 4,12h,NR,,3493705,Completed,First,12h,"June 12, 2017",,,,,,,,
134,20077,tip,PlayStation 4,12h,80%,,11097973,Completed,First,12h,"March 04, 2020",,,,,,,,
135,20077,BrickTrain,PlayStation 4,12h 01m,80%,,8279967,Completed,First,12h 01m,"February 16, 2019",,,,,,,,
136,20077,limination,PlayStation 4,12h 01m,NR,,10707333,Completed,First,12h 01m,"December 31, 2019",,,,,,,,
137,20077,JakeMuzz,PlayStation 4,12h 03m,NR,,3053083,Completed,First,12h 03m,"June 03, 2016",,,,,,,,
138,20077,,PlayStation 4,12h 04m,NR,,2985338,Completed,First,12h 04m,,,,,,,,,
139,20077,,PlayStation 4,12h 04m,NR,,3873376,Completed,First,12h 04m,,,,,,,,,
140,20077,manicpunk,PlayStation 4,12h 05m,90%,,4363133,Completed,First,12h 05m 05s,"May 29, 2017",,,,,,,,
141,20077,,PlayStation 4,12h 06m,NR,,3773651,Completed,First,12h 06m,,,,,,,,,
142,20077,PringCan,PlayStation 4,12h 06m,NR,,10968802,Completed,First,12h 06m,"February 09, 2020",,,,,,,,
143,20077,FrietMan,PlayStation 4,12h 07m,100%,,9674236,Completed,First,12h 07m,"April 29, 2017",,,,,,,,
144,20077,H3llra1n,PlayStation 4,12h 07m,NR,,3042990,Completed,First,12h 07m,"May 30, 2016",,,,,,,,
145,20077,TheoKeane,PlayStation 4,12h 10m,90%,,7100270,Completed,First,12h 10m 51s,"September 22, 2018",,,,,,,,
146,20077,Bazzadwarf,PlayStation 4,12h 10m,90%,,4601224,Completed,First,12h 10m 52s,"July 05, 2017",,,,,,,,
147,20077,LastPixl,PlayStation 4,12h 12m,NR,,6036232,Completed,First,12h 12m 45s,"March 25, 2018",,,,,,,,
148,20077,mattmalott,PlayStation 4,12h 14m,NR,,2973353,Completed,First,12h 14m 44s,"May 13, 2016",,,,,,,,
149,20077,Raytreau,PlayStation 4,12h 15m,NR,,4794778,Completed,First,12h 15m 06s,"July 19, 2017",,,,,,,,
150,20077,jas0n,PlayStation 4,12h 15m,NR,,3921954,Completed,First,12h 15m 25s,"January 15, 2017",,,,,,,,
151,20077,,PlayStation 4,12h 16m,NR,,8670433,Completed,First,12h 16m,,,,,,,,,
152,20077,,PlayStation 4,12h 19m,NR,,5538226,Completed,First,12h 19m,,,,,,,,,
153,20077,Neo1771991,PlayStation 4,12h 19m,NR,,5145444,Replay Completed,Replay,12h 19m,"November 04, 2017",,,,,12h 19m /,,,
154,20077,SLO7H,PlayStation 4,12h 19m,NR,,5062908,Completed,First,12h 19m 19s,"September 17, 2017",,,,,,,,
155,20077,Rolzi,PlayStation 4,12h 20m,NR,,9105013,Completed,First,12h 20m,"July 08, 2019",,,,,,,,
156,20077,YobaFromStarWars,PlayStation 4,12h 20m,80%,the game says that i've spent about 54 minutes standing still,10255952,Completed,First,12h 20m,"February 02, 2019",,,,,,,,
157,20077,esq373,PlayStation 4,12h 20m,90%,,3845054,Completed,First,12h 20m,"December 31, 2016",,,,,,,,
158,20077,fierymuffin,PlayStation 4,12h 20m,100%,,2963823,Completed,First,12h 20m,"May 12, 2016",,,,,,,,
159,20077,FAQU,PlayStation 4,12h 20m,NR,,6144356,Completed,First,12h 20m 30s,,,,,,,,,
160,20077,,PlayStation 4,12h 23m,NR,,6333842,Completed,First,12h 23m,,,,,,,,,
161,20077,TheDarkLordSnow,PlayStation 4,12h 23m,90%,,7038172,Completed,First,12h 23m 47s,"March 13, 2019",,,,,,,,
162,20077,dud0,PlayStation 4,12h 24m,NR,,5031724,Completed,Replay,12h 24m 32s,"October 27, 2017",,,,,,,,
163,20077,Burretploof,PlayStation 4,12h 24m,90%,"Normal difficulty. Only collected treasures I stumbled upon, didn't specifically spend time looking.",11766810,Completed,First,12h 24m 38s,"May 21, 2020",,,,,,,,
164,20077,Spizzik,PlayStation 4,12h 24m,NR,,6130010,Completed,First,12h 24m 56s,"December 15, 2018",,,,,,,,
165,20077,,PlayStation 4,12h 25m,NR,,7822076,Completed,First,12h 25m,,,,,,,,,
166,20077,bl4ckout,PlayStation 4,12h 25m,NR,Normal difficulty,6161295,Completed,First,12h 25m,"April 21, 2018",,,,,,,,
167,20077,Private,PlayStation 4,12h 25m,100%,,7542702,Completed,First,12h 25m 18s,"November 05, 2019",,,,,,,,
168,20077,LaunchpadMcRoss,PlayStation 4,12h 25m,NR,,3182856,Completed,First,12h 25m 21s,"July 10, 2016",,,,,,,,
169,20077,,PlayStation 4,12h 26m,NR,,6452533,Completed,First,12h 26m,,,,,,,,,
170,20077,DeeMoney,PlayStation 4,12h 26m,NR,,3053582,Completed,First,12h 26m 04s,"June 03, 2016",,,,,,,,
171,20077,Wank8734,PlayStation 4,12h 27m,NR,,2985133,Completed,First,12h 27m,"May 17, 2016",,,,,,,,
172,20077,Darasta44,PlayStation 4,12h 27m,NR,,5873808,Completed,First,12h 27m 35s,"March 08, 2018",,,,,,,,
173,20077,Javibot1,PlayStation 4,12h 27m,100%,I did this Speedrun for the under 6 hours trophy.,3158283,Completed,Replay,12h 27m 54s,,32h 30m 14s,15h 02m 54s,5h 06s,,,,15h,
174,20077,pasha_pirozhok,PlayStation 4,12h 27m,NR,,4458880,Completed,First,12h 27m 58s,"June 30, 2017",,,,,,,,
175,20077,,PlayStation 4,12h 28m,NR,,5794769,Completed,First,12h 28m,,,,,,,,,
176,20077,Athruntalan,PlayStation 4,12h 28m,90%,,3300419,Completed,First,12h 28m,"November 30, 2016",,,,,,,,
177,20077,Raccoon17,PlayStation 4,12h 29m,NR,,7797715,Completed,First,12h 29m,"December 21, 2018",,,,,,,,
178,20077,guntercrambell,PlayStation 4,12h 29m,NR,"Collected barely any treasures, mostly stuck to the main path. Easy",4003786,Completed,First,12h 29m,"February 01, 2017",,,,,,,,
179,20077,,PlayStation 4,12h 30m,NR,,3038349,Completed,First,12h 30m,,,,,,,,,
180,20077,,PlayStation 4,12h 30m,NR,,4366754,Completed,First,12h 30m,,,,,,,,,
181,20077,,PlayStation 4,12h 30m,NR,,4867434,Completed,First,12h 30m,,,30h,,,,,,
182,20077,AverageGreg,PlayStation 4,12h 30m,80%,,3895409,Completed,First,12h 30m,"January 07, 2017",,,,,,,,
183,20077,Private,PlayStation 4,12h 30m,NR,,5675441,Completed,First,12h 30m,"January 16, 2018",,,,,,,,
184,20077,SlimSh4dy,PlayStation 4,12h 30m,100%,,2992294,Completed,First,12h 30m,"May 13, 2016",,,,,,,,
185,20077,greatjhawk,PlayStation 4,12h 30m,NR,,2708083,Completed,First,12h 30m,"May 18, 2016",,,,,,,,
186,20077,markeddonn,PlayStation 4,12h 30m,90%,,10875167,Completed,First,12h 30m,"January 24, 2020",,,,,,,,
187,20077,roboonekonobi,PlayStation 4,12h 30m,NR,,3287762,Completed,First,12h 30m,"August 04, 2016",,,,,,,,
188,20077,,PlayStation 4,12h 30m,NR,,8917502,Completed,First,12h 30m 20s,,,,,,,,,
189,20077,cellslayer78,PlayStation 4,12h 30m,90%,,3005520,Completed,First,12h 30m 38s,"May 23, 2016",,,,,,,,
190,20077,Frugajn,PlayStation 4,12h 31m,100%,,5296926,Completed,First,12h 31m 18s,"January 23, 2019",,,,,,,,
191,20077,Kraskaff,PlayStation 4,12h 32m,70%,,6257904,Completed,First,12h 32m 22s,"May 17, 2018",,,,,,,,
192,20077,donly,PlayStation 4,12h 33m,90%,,11583235,Completed,First,12h 33m 49s,"June 14, 2020",,,,,,,,
193,20077,Private,PlayStation 4,12h 33m,90%,,7870933,Completed,First,12h 33m 57s,"December 29, 2018",,,,,,,,
194,20077,,PlayStation 4,12h 34m,NR,,4361091,Completed,First,12h 34m 26s,,18h 35m 13s,16h 18m 38s,,,,,,
195,20077,,PlayStation 4,12h 35m,NR,,5996951,Completed,First,12h 35m,,,,,,,,,
196,20077,,PlayStation 4,12h 35m,NR,,11404810,Completed,First,12h 35m 10s,,,,,,,,,
197,20077,,PlayStation 4,12h 35m,NR,,3021746,Completed,First,12h 35m 41s,,,,,,,,,
198,20077,ntylerwetrust,PlayStation 4,12h 35m,80%,,2958883,Completed,First,12h 35m 43s,"May 31, 2016",,,,,,,,
199,20077,,PlayStation 4,12h 36m,NR,,6087881,Completed,First,12h 36m,,,,,,,,,
200,20077,Private,PlayStation 4,12h 36m,80%,,7848665,Completed,First,12h 36m,"December 27, 2018",,,,,,,,
201,20077,MonokumaLord,PlayStation 4,12h 36m,80%,,7061026,Completed,First,12h 36m,"May 16, 2016",,,,,,,,
202,20077,,PlayStation 4,12h 36m,NR,,4052743,Completed,First,12h 36m 53s,,,,,,,,,
203,20077,ROBALEXXX_CP,PlayStation 4,12h 37m,90%,,3131959,Completed,First,12h 37m,"June 18, 2016",,,,,,,,
204,20077,Lego893,PlayStation 4,12h 37m,90%,,3245561,Completed,First,12h 37m 22s,"July 20, 2016",,,,,,,,
205,20077,XDDX,PlayStation 4,12h 38m,NR,Normal/Moderate Difficulty,3616393,Completed,First,12h 38m,"November 10, 2016",,,,,,,,
206,20077,reaper140592,PlayStation 4,12h 38m,100%,,3715063,Completed,First,12h 38m,"December 04, 2016",,,,,,,,
207,20077,Private,PlayStation 4,12h 38m,80%,,11584118,Completed,First,12h 38m 50s,"May 10, 2020",,,,,,,,
208,20077,,PlayStation 4,12h 39m,NR,"Played on second lowest ""Explorer"" difficulty",2988283,Completed,First,12h 39m,,,,,,,,,
209,20077,,PlayStation 4,12h 39m,NR,,2976914,Completed,First,12h 39m 10s,,,,,,,,,
210,20077,,PlayStation 4,12h 39m,NR,,11578912,Completed,First,12h 39m 12s,,,,,,,,,
211,20077,,PlayStation 4,12h 40m,NR,with a bit of side wandering for treasure collecting,8191605,Completed,First,12h 40m,,,,,,,,,
212,20077,HellKove,PlayStation 4,12h 40m,90%,,4578769,Completed,First,12h 40m,"June 16, 2017",,,,,,,,
213,20077,Private,PlayStation 4,12h 40m,NR,,5220825,Completed,First,12h 40m,"October 26, 2017",,,,,,,,
214,20077,griffey244230,PlayStation 4,12h 41m,NR,,2981345,Completed,First,12h 41m,"May 15, 2016",,,,,,,,
215,20077,shockzz1234,PlayStation 4,12h 42m,80%,,9361268,Completed,First,12h 42m,"December 11, 2018",,,,,,,,
216,20077,,PlayStation 4,12h 43m,NR,,6127324,Completed,First,12h 43m,,,,,,,,,
217,20077,,PlayStation 4,12h 43m,NR,,3759878,Completed,First,12h 43m 17s,,,,,,,,,
218,20077,Codc,PlayStation 4,12h 44m,90%,"Normal difficulty, 14/109 treasures. 10% PSN trophies",10597546,Completed,First,12h 44m,"December 22, 2019",,,,,,,,
219,20077,markx182,PlayStation 4,12h 44m,90%,,3000832,Completed,First,12h 44m 52s,"May 22, 2016",,,,,,,,
220,20077,,PlayStation 4,12h 45m,NR,,2969380,Completed,First,12h 45m,,,,,,,,,
221,20077,,PlayStation 4,12h 45m,NR,awsome,6184207,Completed,First,12h 45m,,,,,,,,,
222,20077,,PlayStation 4,12h 45m,NR,,11401295,Completed,First,12h 45m,,,,,,,,,
223,20077,Private,PlayStation 4,12h 45m,NR,,4123871,Completed,First,12h 45m,"May 06, 2017",,,,,,,,
224,20077,zuilopez,PlayStation 4,12h 45m,NR,,3529316,Completed,First,12h 45m,"October 18, 2016",,,,,,,,
225,20077,,PlayStation 4,12h 45m,NR,,11421124,Completed,First,12h 45m 07s,,,,,,,,,
226,20077,wolfer255,PlayStation 4,12h 45m,NR,,3079323,Completed,First,12h 45m 38s,"June 08, 2016",,,,,,,,
227,20077,,PlayStation 4,12h 45m,NR,,7387149,Completed,First,12h 45m 53s,,,,,,,,,
228,20077,,PlayStation 4,12h 46m,NR,,2993711,Completed,First,12h 46m,,,,,,,,,
229,20077,,PlayStation 4,12h 48m,NR,,2973071,Completed,First,12h 48m,,,,,,,,,
230,20077,,PlayStation 4,12h 48m,NR,,3038710,Completed,First,12h 48m,,,,,,,,,
231,20077,nekosama7734,PlayStation 4,12h 48m,NR,,8859659,Completed,First,12h 48m,"May 26, 2019",,,,,,,,
232,20077,Hinkelvinkel,PlayStation 4,12h 48m,90%,,2974178,Completed,First,12h 48m 01s,"May 19, 2016",,,,,,,,
233,20077,,PlayStation 4,12h 48m,NR,,2972921,Completed,First,12h 48m 13s,,,,,,,,,
234,20077,psudio,PlayStation 4,12h 49m,NR,,5684231,Completed,First,12h 49m,,,,,,,,,
235,20077,Private,PlayStation 4,12h 49m,NR,,11538355,Completed,First,12h 49m 29s,"April 23, 2020",,,,,,,,
