,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Progress,Completionist,Personal Notes,Speedrun
116,16886,awesomenash,PC,8h,NR,,10739239,Completed,First,8h,"January 02, 2020",,,,,
117,16886,axyo,PC,8h,NR,,3871490,Completed,First,8h,August,,,,,
118,16886,billyf431,PC,8h,NR,,2652580,Completed,First,8h,"February 04, 2016",,,,,
119,16886,dmgash,PC,8h,NR,,6536879,Completed,First,8h,"July 06, 2018",,,,,
120,16886,dullestknife,PC,8h,NR,,3496433,Completed,First,8h,"November 22, 2015",,,,,
121,16886,fetahundenyoda,PC,8h,80%,,1600427,Completed,First,8h,"August 03, 2015",,,,,
122,16886,iixprostarzhd,PC,8h,NR,,4622831,Completed,First,8h,"June 23, 2017",,,,,
123,16886,ipoood,PC,8h,70%,,10692615,Completed,First,8h,"December 21, 2017",,,,,
124,16886,jono51,PC,8h,90%,Normal,7817858,Completed,First,8h,"December 28, 2018",,,13h,,
125,16886,jstalin,PC,8h,NR,,7952212,Completed,First,8h,"January 05, 2019",,,,,
126,16886,lonesoldier09,PC,8h,NR,,1417832,Completed,First,8h,,,,,,
127,16886,pixelatio,PC,8h,NR,,5925244,Completed,First,8h,"March 03, 2018",,,,,
128,16886,qurao,PC,8h,NR,,735121,Completed,First,8h,"May 21, 2014",,,,,
129,16886,robob1988,PC,8h,70%,,1607413,Completed,First,8h,"August 04, 2015",,,,,
130,16886,sajmon213,PC,8h,NR,,7096305,Completed,First,8h,"July 28, 2019",,,,,
131,16886,samtheazn,PC,8h,NR,,5657941,Completed,First,8h,"January 14, 2018",,,,,
132,16886,skjthan,PC,8h,90%,,5938710,Completed,First,8h,,10h,,12h,,
133,16886,supertoast3000,PC,8h,NR,,6664828,Completed,First,8h,,,,,,
134,16886,z7enX,PC,8h,60%,,5534390,Completed,First,8h,"December 29, 2017",,,,,
135,16886,zeuswaffle19,Xbox One,8h,80%,,10727989,Completed,First,8h,,,,,,
136,16886,,PC,8h 03m,NR,,6486747,Completed,First,8h 03m 36s,,,,,,
137,16886,AephK,PC,8h 04m,NR,,3729003,Completed,First,8h 04m,,,,,,
138,16886,sansa,PC,8h 04m,NR,,6774596,Completed,First,8h 04m,,,,,,
139,16886,2F2F,PC,8h 05m,100%,,1043159,Completed,First,8h 05m 25s,"December 01, 2014",,,,,
140,16886,,PC,8h 06m,NR,,2885360,Completed,First,8h 06m,,,,,,
141,16886,HONDOMAN,PC,8h 06m,60%,,935362,Completed,First,8h 06m,"September 11, 2014",,,,,
142,16886,mikerowland96,PC,8h 06m,NR,,1872573,Completed,First,8h 06m,"September 27, 2015",,,,,
143,16886,,PC,8h 10m,NR,,4677713,Completed,First,8h 10m 15s,,,,,,
144,16886,,PC,8h 12m,NR,"Amazing, first time playing a Wolfenstein game, recommended.",5859231,Completed,First,8h 12m,,,,,,
145,16886,neozylom,PC,8h 12m,NR,,4645707,Completed,First,8h 12m,"August 22, 2017",,,,,
146,16886,pjstran,PC,8h 12m,NR,,2438708,Completed,First,8h 12m,"September 05, 2016",,,,,
147,16886,,PC,8h 13m,NR,,1097695,Completed,First,8h 13m,,,,,,
148,16886,Loupikan,PC,8h 14m,NR,,10272789,Completed,First,8h 14m,"December 23, 2018",,,,,
149,16886,,PC,8h 14m,NR,,795687,Completed,First,8h 14m 24s,,,,,,
150,16886,IdiotEastwood,PC,8h 15m,80%,,8574593,Completed,First,8h 15m,,,,,,
151,16886,Private,PC,8h 15m,NR,,8490107,Completed,First,8h 15m,"March 19, 2019",,,,,
152,16886,TheRealKarimman,PC,8h 15m,90%,,10741738,Completed Retired,First,8h 15m,"July 10, 2019",12h 25m,,21h 15m,,
153,16886,fygar0,PC,8h 15m,100%,,4258220,Completed,First,8h 15m,"April 01, 2017",,,,,
154,16886,piousapostasy,PC,8h 15m,80%,,2711370,Completed,First,8h 15m,"March 08, 2016",,,,,
155,16886,brownmagic,Xbox One,8h 18m,NR,,5511144,Completed,First,8h 18m,"March 16, 2018",,,,,
156,16886,xScaryKidx,PC,8h 19m,90%,,754694,Completed,First,8h 19m 41s,"June 15, 2014",,,,,
157,16886,,PC,8h 20m,NR,,6558222,Completed,First,8h 20m,,,,,,
158,16886,Private,PC,8h 20m,80%,,10629251,Completed,Replay,8h 20m,"December 21, 2019",,,,,
159,16886,GTBAtom,PC,8h 20m,NR,,6485834,Completed,First,8h 20m,"January 02, 2015",,,,,
160,16886,keyer,PC,8h 20m,NR,,7801839,Completed,First,8h 20m,,,,,,
161,16886,kibik,PC,8h 20m,NR,,6381341,Completed,First,8h 20m,,,,,,
162,16886,tobesplays,PC,8h 20m,NR,,11537247,Completed,First,8h 20m,,,,,,
163,16886,itswallsss,PC,8h 21m,NR,,11421244,Completed,First,8h 21m,,,,,,
164,16886,,PC,8h 24m,NR,,8559231,Completed,First,8h 24m,,,,,,
165,16886,zeppoles,PC,8h 24m,80%,,2551633,Completed,First,8h 24m,"February 10, 2016",,,,,
166,16886,,Xbox One,8h 25m,NR,,734656,Completed,First,8h 25m 16s,,,,,,
167,16886,tbkh91,Xbox One,8h 26m,90%,,744665,Completed,First,8h 26m 19s,"June 03, 2014",,,,,
168,16886,Private,PlayStation 4,8h 29m,80%,,735366,Completed,First,8h 29m,"July 17, 2014",,,,,
169,16886,,PC,8h 30m,NR,,4156786,Completed,First,8h 30m,,,,,,
170,16886,,PC,8h 30m,NR,,4797650,Completed,First,8h 30m,,,,,,
171,16886,,Xbox One,8h 30m,NR,,8838135,Completed,First,8h 30m,,,,,,
172,16886,,PC,8h 30m,NR,,11324472,Completed,First,8h 30m,,,,,,
173,16886,Asenita,PC,8h 30m,70%,,9363113,Completed,First,8h 30m,,,,,,
174,16886,Balamung,PC,8h 30m,NR,"""BRING'EM ON!"" Difficulty",10729517,Completed,First,8h 30m,"January 01, 2020",,,,,
175,16886,DPSderulo,PC,8h 30m,NR,,11296507,Completed,First,8h 30m,"March 30, 2020",,,,,
176,16886,Fr0s7y,PC,8h 30m,80%,,5283237,Completed,First,8h 30m,"November 05, 2017",,,,,
177,16886,MiniMica90,PC,8h 30m,NR,,10693957,Completed,First,8h 30m,,,,,,
178,16886,Parkas,PC,8h 30m,NR,,3198655,Completed,First,8h 30m,"July 09, 2016",,,,,
179,16886,Private,PC,8h 30m,NR,,2391842,Completed,First,8h 30m,"January 25, 2016",,,,,
180,16886,santiagoqrg,PlayStation 4,8h 30m,90%,,3908242,Completed,First,8h 30m,"July 05, 2017",,,,,
181,16886,ziggystardust65,PlayStation 3,8h 30m,90%,,5376080,Completed,First,8h 30m,"November 28, 2017",,,,,
182,16886,,PlayStation 4,8h 30m,NR,,1083796,Completed,First,8h 30m 22s,,,,,,
183,16886,Mechanox,PC,8h 30m,NR,,10358424,Completed,First,8h 30m 22s,"November 04, 2019",,,,,
184,16886,blutank24,PC,8h 31m,NR,,2393867,Completed,First,8h 31m,,,,,,
185,16886,ei02028,PC,8h 33m,80%,,1426554,Completed,First,8h 33m 27s,"July 06, 2015",,,,,
186,16886,JoelPLay,PC,8h 35m,NR,,5622518,Completed,First,8h 35m,"August 28, 2017",,,,,
187,16886,Scorpus,PC,8h 35m,60%,,1134223,Completed,First,8h 35m,"July 28, 2017",,,,,
188,16886,ironicmoustache,PC,8h 35m,80%,,11412882,Completed,First,8h 35m,,,,,,
189,16886,,PC,8h 35m,NR,,8168379,Completed,First,8h 35m 23s,,,,,,
190,16886,,PC,8h 35m,NR,,8168380,Completed,First,8h 35m 23s,,,,,,
191,16886,TT1990,PC,8h 37m,NR,,5369042,Completed,First,8h 37m,"November 08, 2017",,,,,
192,16886,MisterJimmyJam,PC,8h 39m,100%,,11058749,Completed,First,8h 39m 34s,"November 28, 2017",,,,,
193,16886,CelticLion17,PlayStation 4,8h 39m,50%,Platinum Trophy,1958509,Completed,First,8h 39m 44s,"October 17, 2015",,,,,
194,16886,,PC,8h 40m,NR,,8472212,Completed,First,8h 40m,,,,,,
195,16886,FlashMasterBrown,PC,8h 40m,NR,,4630467,Completed,First,8h 40m,"June 25, 2017",,,,,
196,16886,Private,PC,8h 42m,80%,,988190,Completed,First,8h 42m,"October 21, 2014",,,,,
197,16886,MrMista,PC,8h 42m,NR,,3006045,Completed,First,8h 42m,"May 23, 2016",,,,,
198,16886,WillSnow,PC,8h 42m,NR,,6770969,Completed,First,8h 42m,"August 05, 2018",,,,,
199,16886,spawn_92,PC,8h 42m,NR,,878358,Completed,First,8h 42m,"August 05, 2014",,,,,
200,16886,BruceL337,PC,8h 43m,NR,,736432,Completed,First,8h 43m,"September 04, 2014",,,,,
201,16886,GRT42,PC,8h 43m,NR,,10593290,Completed,First,8h 43m,"December 14, 2019",,,,,
202,16886,Private,PC,8h 43m,NR,,2458743,Completed,First,8h 43m,"January 20, 2016",,,,,
203,16886,theplump,PC,8h 43m,90%,,1872156,Completed,First,8h 43m,"July 02, 2015",,,,,
204,16886,,PC,8h 44m,NR,,734647,Completed,First,8h 44m,,,,,,
205,16886,GhostMaster,PC,8h 44m,NR,,10899247,Completed,First,8h 44m,"January 27, 2020",,,,,
206,16886,ToastyFrog,PC,8h 48m,80%,,5851133,Completed,First,8h 48m,"February 16, 2018",,,,Easiest difficulty,
207,16886,markx182,PC,8h 48m,80%,,1242935,Completed,First,8h 48m,"March 14, 2015",,,,,
208,16886,pirakavezok,PC,8h 48m,NR,,11426947,Completed,First,8h 48m,"April 10, 2020",,,,,
209,16886,,PC,8h 50m,NR,,2769498,Completed,First,8h 50m,,,,,,
210,16886,,PlayStation 4,8h 50m,NR,,6110564,Completed,First,8h 50m,,,,,,
211,16886,ItzBeeZy,Xbox One,8h 50m,NR,Easiest difficulty. Mainly played for the story,10588400,Completed,First,8h 50m,"December 14, 2019",,,,,
212,16886,awildbrysen,PC,8h 50m,NR,,9157265,Completed,First,8h 50m,,,,,,
213,16886,dukemaroon,PC,8h 50m,90%,Main Story Only,4616403,Completed,First,8h 50m,"June 23, 2017",,,,"Not a rushed playthrough, but not the slowest either. Main story only, mostly ignored extras.",
214,16886,frizbee,PC,8h 50m,NR,,5615556,Completed,First,8h 50m,,,,,,
215,16886,graydon,PC,8h 50m,NR,,1193037,Completed,First,8h 50m,"February 14, 2015",,,,,
216,16886,FreeSyder,PlayStation 3,8h 53m,NR,,1079204,Completed,First,8h 53m,"December 21, 2014",,,,,
217,16886,,Xbox One,8h 54m,NR,,4578174,Completed,First,8h 54m,,,,,,
218,16886,,PC,8h 55m,NR,Hard difficulty,6482764,Completed,First,8h 55m,,,,,,
219,16886,kyoukishoji,PC,8h 56m,NR,,1036378,Completed,First,8h 56m 26s,"May 14, 2015",,,,,
220,16886,ntylerwetrust,PlayStation 4,8h 56m,100%,Little to no side stuff so mainly a rushed playthrough,960641,Completed,First,8h 56m 57s,"October 29, 2014",,,,,
221,16886,pasel,PC,8h 57m,70%,,741792,Completed,First,8h 57m 01s,"August 08, 2015",,,,,
222,16886,joelthelemon,PC,8h 57m,NR,,8612464,Completed,First,8h 57m 19s,"April 06, 2019",,,,,
223,16886,,PC,9h,NR,,945933,Completed,First,9h,,,,,,
224,16886,,PC,9h,NR,,1091883,Completed,First,9h,,,,,,
225,16886,,PC,9h,NR,,1390690,Completed,First,9h,,,,,,
226,16886,,PC,9h,NR,,1396938,Completed,First,9h,,,,,,
227,16886,,PC,9h,NR,,1873188,Completed,First,9h,,,,,,
228,16886,,PC,9h,NR,,3487925,Completed,First,9h,,,,,,
229,16886,,PC,9h,NR,,4578806,Completed,First,9h,,,,,,
230,16886,,PC,9h,NR,,4631700,Completed,First,9h,,,,,,
231,16886,,PC,9h,NR,,4651503,Completed,First,9h,,,,,,
232,16886,,PC,9h,NR,,6356128,Completed,First,9h,,,,,,
233,16886,,PC,9h,NR,,6579464,Completed,First,9h,,,,,,
234,16886,,PC,9h,NR,,6655761,Completed,First,9h,,,,,,
235,16886,,PC,9h,NR,"Just did main story, I didn't look for collectables",7186219,Completed,First,9h,,,,,,
236,16886,,PC,9h,NR,,7996876,Completed,First,9h,,,,,,
237,16886,,PC,9h,NR,,10290423,Completed,First,9h,,,,,,
238,16886,,PC,9h,NR,,11803338,Completed,First,9h,,,,,,
239,16886,005alpha,PlayStation 4,9h,70%,,5806039,Completed,First,9h,December 2017,,,,,
240,16886,Alexsanlo,PlayStation 4,9h,80%,,5317875,Completed,First,9h,"October 15, 2017",,,,,
241,16886,Ayalaskin,PC,9h,NR,,2253564,Completed,First,9h,"April 28, 2015",,,,,
242,16886,BCarsonElite,PlayStation 4,9h,NR,,8924379,Completed,First,9h,,,,,,
243,16886,BSchwarz95,PlayStation 4,9h,80%,,9358098,Completed,First,9h,"January 27, 2019",,,,,
244,16886,Carra,PC,9h,NR,,5506134,Completed,First,9h,"December 23, 2017",,,,,
245,16886,ChromeDivision,PC,9h,80%,,799922,Completed,First,9h,"July 06, 2014",,,,,
246,16886,Deranes,PC,9h,NR,,3305459,Completed,First,9h,"July 26, 2016",,,,,
247,16886,Dmoney,PC,9h,40%,,9205118,Completed,First,9h,"September 04, 2018",,,,,
248,16886,Private,PC,9h,NR,,2341677,Completed,First,9h,"January 03, 2016",,,,,
249,16886,Gaptr,PC,9h,NR,,3287497,Completed,First,9h,"August 04, 2016",,,,,
250,16886,Private,PC,9h,NR,,5383346,Completed,First,9h,"May 30, 2014",,,,,
251,16886,Jwood97,PC,9h,80%,,6655009,Completed Retired,First,9h,,,,,,
252,16886,Locoloco143,PC,9h,NR,,3492893,Completed,First,9h,,,,,,
253,16886,Marre4099,PC,9h,NR,,3077485,Completed,First,9h,"June 11, 2016",,,,,
254,16886,Private,PC,9h,NR,,11787293,Completed,First,9h,"December 31, 2018",,,,,
255,16886,MrJimmyJam,PC,9h,NR,,5395956,Completed,First,9h,"November 22, 2017",,,,,
256,16886,Nina2701,PC,9h,80%,,5285540,Completed,Replay,9h,"June 25, 2017",,,,,
257,16886,Pavalon,PC,9h,NR,,6269284,Completed,First,9h,"October 18, 2017",,,,,
258,16886,Reaper,PC,9h,NR,,7104731,Completed,First,9h,"September 23, 2018",,,,,
259,16886,Ruruja,PC,9h,NR,,3108551,Completed,First,9h,"June 18, 2016",,,,,
260,16886,Shambler1998,PC,9h,NR,,8163292,Completed,First,9h,,,,,,
261,16886,Private,PC,9h,NR,,751203,Completed,First,9h,"June 07, 2014",,,,,
262,16886,Stillborn,PC,9h,NR,,8398369,Completed,First,9h,,,,,,
263,16886,Suicidelbunnyz,PC,9h,80%,,5535368,Completed,First,9h,"August 31, 2017",,,,,
264,16886,Towtow10,PC,9h,NR,,9336963,Completed,First,9h,"August 10, 2019",,,,,
265,16886,VoidGear,PC,9h,NR,,3105623,Completed,First,9h,"June 18, 2016",,,,,
266,16886,WazzaBoi,PC,9h,NR,,11900557,Completed,First,9h,"June 03, 2020",,,,,
267,16886,WesleyCheong,PC,9h,NR,,9064487,Completed,First,9h,,,,,,
268,16886,WhiteFire,PC,9h,NR,,1445166,Completed,First,9h,"July 06, 2015",,,,,
269,16886,Youjair,PC,9h,NR,,4417629,Completed,First,9h,"May 12, 2017",,,,,
270,16886,Zirtonic,PC,9h,80%,,6505595,Completed Retired,First,9h,,,,,,
271,16886,aaronwotuk,PC,9h,NR,,4449479,Completed,First,9h,,,,,,
272,16886,addek,PC,9h,NR,,11061863,Completed,First,9h,"September 29, 2016",,,,,
273,16886,bendikts,PC,9h,NR,,5486953,Completed,First,9h,"January 31, 2018",,,,,
274,16886,bonay53,PC,9h,NR,,6181091,Completed,First,9h,"January 29, 2015",,,,,
275,16886,eliasaj92,PC,9h,80%,,8714926,Completed,First,9h,"March 15, 2019",,,,,
276,16886,htranou,PC,9h,NR,,973356,Completed,First,9h,"October 12, 2014",,,,,
277,16886,jakey028,Xbox One,9h,70%,,8607869,Completed,First,9h,,,,,,
278,16886,jcbvickers,PC,9h,100%,,5371781,Completed,First,9h,,,,,,
279,16886,jonathan_g21,PC,9h,NR,,3024031,Completed,Replay,9h,"May 29, 2016",,,,,
280,16886,Private,PC,9h,NR,,1754139,Completed,First,9h,,,,,,
281,16886,lqd5,PC,9h,NR,,864587,Completed,First,9h,"July 29, 2014",,,,,
282,16886,marebrood,PC,9h,NR,,8312562,Completed,First,9h,"August 04, 2019",,,,,
283,16886,mb031,PC,9h,NR,,10963084,Completed,First,9h,"February 07, 2020",,,,,
