,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Progress,Speedrun,Completionist
133,2602,,PC,8h,NR,,3138352,Completed,First,,8h,,,,,
134,2602,,PC,8h,NR,low chaos run,4025082,Completed,First,,8h,,,,,
135,2602,,PC,8h,NR,,5016016,Completed,Replay,,8h,,9h 17m 32s,,,
136,2602,,PC,8h,NR,,6825834,Completed,First,,8h,,12h,,,32h
137,2602,,PC,8h,NR,,7100853,Completed,Replay,,8h,,15h,,,20h
138,2602,,PC,8h,NR,,8559228,Completed,First,,8h,,,,,
139,2602,,PC,8h,NR,,9057346,Completed,First,,8h,,,,,
140,2602,,PC,8h,NR,,9667780,Completed,Replay,,8h,,,,,
141,2602,,PC,8h,NR,,11440838,Completed,First,,8h,,,,59m 45s,
142,2602,Akitrotro,PC,8h,NR,,8519962,Completed,First,"March 25, 2019",8h,,,,,
143,2602,Alos,PC,8h,NR,,3678788,Completed,First,"November 26, 2016",8h,,,,,
144,2602,Beat_Ginger,PlayStation 3,8h,NR,,1691593,Completed,First,"August 13, 2015",8h,,,,,
145,2602,Cribba,PC,8h,NR,High Chaos,821920,Completed,First,"July 19, 2014",8h,,,,,
146,2602,FakeFear,PC,8h,NR,,1029139,Completed,First,"November 18, 2014",8h,,,,,
147,2602,Hershal,PC,8h,NR,,898929,Completed,First,,8h,,,,,
148,2602,Hexovian,PC,8h,NR,,11369784,Completed,First,2017,8h,,15h,,,
149,2602,HowlinMadSnake,PlayStation 3,8h,80%,,1523135,Completed,First,"October 28, 2012",8h,,,,,
150,2602,Jace,PC,8h,NR,,1258275,Completed,First,"March 22, 2015",8h,,,,,
151,2602,JustL2Q,PC,8h,90%,,3845048,Completed,First,"December 31, 2016",8h,,,,,
152,2602,Mesiex,PC,8h,NR,,8106751,Completed,Replay,"January 23, 2019",8h,,,,,
153,2602,Naxilus,PC,8h,NR,"Second Hardest, Killed everything i saw",7493159,Completed,First,"November 20, 2018",8h,,,,,
154,2602,NicolasDSTR,PC,8h,70%,,10825210,Completed,First,2019,8h,,,,,
155,2602,PrincessAdelaide,PC,8h,NR,,3043121,Completed,First,"June 03, 2016",8h,,14h,,,23h
156,2602,QuantuM,PC,8h,NR,,6880716,Completed,First,"August 21, 2018",8h,,,,,
157,2602,SeanKR,PC,8h,NR,,11379589,Completed,First,,8h,,,,,
158,2602,SeraphGamer,Xbox 360,8h,NR,,1780980,Completed,First,"November 23, 2012",8h,,16h,,,18h
159,2602,SeraphimBey,PC,8h,NR,,6015006,Completed,First,"March 21, 2018",8h,,,,,
160,2602,Swiftwinter,PC,8h,NR,,904081,Completed,First,,8h,,,,,
161,2602,TLDart,PC,8h,NR,,10900560,Completed,First,"January 28, 2020",8h,,,,,
162,2602,Tramadoll,PC,8h,NR,,6273818,Completed,First,,8h,,,,,
163,2602,Private,PC,8h,NR,,7060591,Replay Completed,Replay,"January 14, 2018",8h,,,,,
164,2602,Zyloma,PC,8h,80%,,417682,Completed,First,"September 18, 2013",8h,,,,,
165,2602,boxofcereal,PC,8h,80%,,2272832,Completed,First,"December 25, 2015",8h,"High Chaos, Emily saved.",,,,
166,2602,brentthecutie,PC,8h,90%,,3283785,Completed,First,"July 14, 2016",8h,,10h,,,
167,2602,bunnyavenger,PC,8h,NR,,4088763,Completed,First,"January 01, 2017",8h,,,,,
168,2602,falcon92,PC,8h,90%,,4956502,Completed,First,,8h,,,,,
169,2602,Private,PC,8h,NR,,1382999,Completed,First,"June 11, 2015",8h,,,,,
170,2602,jonesiscool7,PC,8h,NR,,7922669,Completed,First,"January 03, 2019",8h,,,,,
171,2602,koket,PC,8h,NR,,5772994,Completed,Replay,"February 04, 2018",8h,,10h,,,
172,2602,mandark3434,PC,8h,NR,,3575128,Completed,First,"November 01, 2016",8h,,,,,
173,2602,noahkiwi,PC,8h,NR,,4118728,Completed,First,"February 26, 2017",8h,,10h,,,
174,2602,rivalz,PC,8h,80%,,375422,Completed,First,"May 03, 2014",8h,,,,,
175,2602,shadowbreakqr,PC,8h,NR,,11592826,Completed,Replay,,8h,"mostly flesh and steel, clean hands",,,,
176,2602,sheodox,PC,8h,NR,,1076215,Completed,First,,8h,,,,,
177,2602,stuka06,PC,8h,NR,,278655,Completed,First,"December 21, 2013",8h,,,,,
178,2602,superleam,PC,8h,NR,,1543292,Completed,First,"July 26, 2015",8h,,,,,
179,2602,Private,PC,8h 05m,90%,,907966,Completed,Replay,"August 23, 2014",8h 05m,"Second playthrough,normal, high chaos",,,,
180,2602,Henkkles,PC,8h 06m,80%,,5621558,Completed,First,"January 08, 2018",8h 06m,,,,,
181,2602,Nina2701,PC,8h 07m,80%,,5285543,Completed,Replay,"July 02, 2017",8h 07m,,,,,
182,2602,Benzhebuth,PC,8h 10m,NR,,8356478,Completed,First,"February 25, 2019",8h 10m,,,,,
183,2602,IxWolfie,Xbox 360,8h 11m,NR,"Upgraded everything, found all Rune Stones.",1374707,Completed,First,,8h 11m 41s,,12h 37m 58s,,,17h 26m 39s
184,2602,veinott1,PlayStation 4,8h 12m,NR,,3812163,Completed,First,"December 27, 2016",8h 12m,,,,,
185,2602,Private,PC,8h 12m,80%,,1059579,Completed,First,"July 07, 2014",8h 12m 02s,,,,,
186,2602,RandomHobo,PlayStation 3,8h 14m,90%,,510298,Completed,Replay,"December 08, 2013",8h 14m 35s,,,,,
187,2602,Forrister,,8h 15m,100%,,113216,Completed,First,"April 21, 2013",8h 15m,,,,,
188,2602,Labyras,PC,8h 15m,90%,,217714,Completed,First,"January 24, 2013",8h 15m,,,,,
189,2602,helenaengel,PC,8h 15m,NR,,3137174,Completed,First,"May 31, 2017",8h 15m,,,,,
190,2602,AidanAK47,PC,8h 18m,70%,,2115874,Completed,First,"January 15, 2016",8h 18m,,,,,
191,2602,,PC,8h 20m,NR,,296915,Completed,First,,8h 20m,,,,,
192,2602,Cailiil,PC,8h 20m,80%,,6075827,Completed,First,"September 02, 2018",8h 20m,,,,,
193,2602,Xalehander,PC,8h 20m,70%,Completed the game and did some optional stuff,342267,Completed,First,"July 22, 2014",8h 20m,,,,,
194,2602,fetahundenyoda,PC,8h 20m,80%,,679864,Completed,First,"July 25, 2013",8h 20m,,,,,
195,2602,TopStiGear,PC,8h 23m,NR,,3447498,Completed,First,,8h 23m 19s,,,,,
196,2602,B4sketC4se,PC,8h 24m,100%,,7910693,Completed,First,"April 27, 2020",8h 24m,,,,,
197,2602,,PC,8h 30m,NR,,5053063,Completed,Replay,,8h 30m,,12h,,2h 30m,16h
198,2602,,PC,8h 30m,NR,,10399249,Completed,Replay,,8h 30m,,13h 50m,,,25h 50m
199,2602,DougDevor,Xbox 360,8h 30m,90%,,523836,Completed,First,"January 04, 2017",8h 30m,,,,,
200,2602,Lock_Down_Leo,PC,8h 30m,80%,,6060316,Completed,First,"March 31, 2018",8h 30m,,,,,
201,2602,TheRamadu,PC,8h 30m,90%,,534790,Completed,First,"December 27, 2013",8h 30m,,9h 30m,,,
202,2602,WetBullet,PlayStation 4,8h 30m,NR,,8137494,Completed,First,"January 27, 2019",8h 30m,,,,,
203,2602,fleshgolem,PC,8h 30m,NR,,1082100,Completed,First,,8h 30m,,,,,
204,2602,j1966g,PlayStation 3,8h 30m,NR,,264152,Completed,First,"January 15, 2013",8h 30m,,,,,
205,2602,skualninja,PC,8h 30m,NR,,1394270,Completed,First,"June 17, 2015",8h 30m,,,,,
206,2602,skeetsen,PC,8h 37m,NR,,3441294,Completed,Replay,,8h 37m,,,,,
207,2602,hi_im_loki,PC,8h 38m,NR,,1151879,Completed,First,"January 26, 2015",8h 38m,,,,,
208,2602,Private,PC,8h 40m,90%,,8356262,Completed,First,,8h 40m,,,,,
209,2602,Private,PC,8h 40m,NR,,908631,Completed,First,"August 24, 2014",8h 40m,,,,,
210,2602,GTBAtom,PC,8h 42m,NR,,6476198,Completed,First,"July 23, 2017",8h 42m,,,,,
211,2602,aaku143,PC,8h 42m,NR,,3818868,Completed,First,"December 31, 2016",8h 42m,,,,,
212,2602,,PC,8h 44m,NR,,5281895,Completed,First,,8h 44m 51s,,,,,
213,2602,,PC,8h 45m,NR,Finished all the story missions,1434791,Completed,First,,8h 45m,,,,,
214,2602,Private,PC,8h 48m,NR,,4372371,Completed,First,"May 01, 2017",8h 48m,,,,,
215,2602,AcidCreeper,PC,8h 50m,NR,,1925063,Completed,First,"October 09, 2015",8h 50m,,,,,
216,2602,Hohoimanneke,PC,8h 50m,70%,,1096097,Completed,First,"January 03, 2015",8h 50m,,,,,
217,2602,Realtione,PC,8h 50m,90%,,5026366,Completed,First,"August 02, 2014",8h 50m,,,,,
218,2602,nhitzel,PC,8h 52m,90%,,780275,Completed,First,"June 29, 2014",8h 52m 11s,,,,,
219,2602,landavaranda,PC,8h 54m,NR,,8681792,Completed,First,,8h 54m,,,,,
220,2602,vorpal_117,Xbox 360,8h 56m,100%,100% completion includes a low chaos and high chaos playthrough which why it's so long,8496781,Replay Completed,Replay,,8h 56m 57s,,13h 35m 48s,12h 05m 45s /,,26h
221,2602,,PC,9h,NR,,296868,Completed,First,,9h,,,,,
222,2602,,PC,9h,NR,,296914,Completed,First,,9h,,,,,
223,2602,,PC,9h,NR,,657249,Completed,First,,9h,,,,,
224,2602,,PC,9h,NR,,694192,Completed,First,,9h,,,,,
225,2602,,PC,9h,NR,,770552,Completed,First,,9h,,,,,
226,2602,,PC,9h,NR,,1212474,Completed,First,,9h,,,,,
227,2602,,PC,9h,NR,,1709889,Completed,First,,9h,,,,,
228,2602,,PC,9h,NR,,3684990,Completed,First,,9h,,,,,
229,2602,,PC,9h,NR,,3969191,Completed,First,,9h,,,,,
230,2602,,PC,9h,NR,,4055882,Completed,First,,9h,,,,,
231,2602,,PC,9h,NR,,7464126,Completed,First,,9h,,,,,
232,2602,3ventic,PC,9h,100%,,560936,Completed,First,,9h,,,,,
233,2602,AnayTekstar,PC,9h,NR,,10892705,Completed,First,"January 27, 2020",9h,,,,,
234,2602,AnneMunition,PC,9h,80%,,3511370,Completed,First,"December 08, 2015",9h,,,,,
235,2602,BlueFox098,PC,9h,80%,,6762886,Completed,First,"August 04, 2018",9h,,,,,
236,2602,Carra,PC,9h,NR,,3892965,Completed,First,"January 09, 2017",9h,,,,,
237,2602,Celadorn,PC,9h,80%,,686404,Completed,First,"April 02, 2014",9h,,,,,
238,2602,Chado,PC,9h,NR,,4549169,Completed,First,"June 09, 2017",9h,,,,,
239,2602,Private,PC,9h,80%,,347093,Completed,First,"January 25, 2014",9h,,,,,
240,2602,DeathKillerNOR,PC,9h,NR,https://www.youtube.com/playlist?list=PLFswjBcT5amy7cuJyLldD89Ew6jejDJpN,11828136,Completed,First,"January 14, 2019",9h,,,,,
241,2602,Drbassexpert24,PC,9h,NR,,4801200,Replay Completed,Replay,"June 15, 2017",9h,,,,,
242,2602,FarCraw,PC,9h,NR,,722424,Completed,First,"October 31, 2016",9h,,,,,
243,2602,HTViper,PC,9h,80%,,204911,Completed,First,"January 07, 2013",9h,,,,,
244,2602,HipsterSatan,PC,9h,NR,,5264576,Completed,First,"November 04, 2017",9h,,,,,
245,2602,Iforgotmybrain,PC,9h,NR,,2277365,Completed,First,"October 21, 2016",9h,,11h,,,65h
246,2602,J3rome,PC,9h,NR,,1083219,Completed,First,"October 25, 2015",9h,I am not good at stealth games so I just ran through the game.,,,,
247,2602,J_Rantanen,PC,9h,50%,,6497216,Completed,First,"June 30, 2018",9h,,,,,
248,2602,KohakuZeta,PC,9h,90%,,5485909,Completed,First,"November 12, 2017",9h,,,,,
249,2602,LamarVultureMan,PC,9h,NR,,8392641,Completed,First,,9h,,,,,
250,2602,LittleRobot,PC,9h,NR,,7249476,Completed,First,"October 14, 2018",9h,,,,,
251,2602,NomadaLunar,PC,9h,NR,,5159899,Completed,First,"October 11, 2017",9h,,,,,
252,2602,Oprahtrain,PC,9h,NR,,6479462,Completed,First,"June 26, 2018",9h,,11h,,,
253,2602,REVOLVER44,PC,9h,NR,,7083109,Completed,First,,9h,,32h,,,
254,2602,Reestbeast,PC,9h,80%,,3876118,Completed,First,"January 06, 2017",9h,,,,,
255,2602,Private,PC,9h,80%,,7086128,Completed,First,,9h,,,,,
256,2602,SourSpecialist,PC,9h,60%,,9321656,Completed,First,"August 05, 2019",9h,,,,,
257,2602,Private,PC,9h,80%,,933314,Completed,First,"September 09, 2014",9h,,,,,
258,2602,Torahl,PC,9h,NR,,5128974,Completed,First,,9h,,,,,
259,2602,TurtleWake,PC,9h,NR,,324967,Completed,First,"July 14, 2013",9h,,,,,
260,2602,UnearthlyTrance,PC,9h,NR,,1711061,Completed,First,"August 25, 2015",9h,,,,,
261,2602,ZoK_,PC,9h,60%,,8146735,Completed,First,2012,9h,,,,,
262,2602,bobhoffnee,PC,9h,80%,,391705,Completed,First,,9h,,,,,
263,2602,brianos1611,PC,9h,NR,,536714,Completed,First,"July 01, 2016",9h,,,,,
264,2602,brunolift,PC,9h,NR,,8839239,Completed,First,"July 01, 2019",9h,,,,,
265,2602,calvport,PlayStation 3,9h,NR,,510261,Completed,First,"December 07, 2013",9h,,,,,
266,2602,covert_elephant,PC,9h,NR,,4661965,Completed,First,,9h,,,,,
267,2602,deadman_m,PC,9h,70%,,9462715,Completed,First,"13, 2019",9h,,11h,,,
268,2602,dimodc,PC,9h,NR,,8975317,Completed,First,"October 30, 2018",9h,,,,,
269,2602,flyagin,PC,9h,80%,,10885163,Completed,First,"December 30, 2017",9h,,,,,
270,2602,hulasticpanda,PC,9h,90%,,6186763,Completed,First,,9h,,,,,
271,2602,jbeaulieu59,PC,9h,NR,,2994754,Completed,First,"May 20, 2016",9h,,,,,
272,2602,machomadness,PC,9h,NR,"Low chaos, minimal runes/charms",6586856,Completed,First,"July 13, 2018",9h,,,,,
273,2602,origin415,PC,9h,NR,,326271,Completed,First,"August 05, 2013",9h,,,,,
274,2602,orkslayer12,PC,9h,NR,,6486729,Completed,Replay,"June 27, 2018",9h,,,,,
