,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Progress,Personal Notes,Retired Notes
57,60145,ErikPerikSperik,PC,13h,NR,,10779032,Completed,First,13h,"January 06, 2020",,,,,
58,60145,Fehu666,PC,13h,70%,,10464107,Completed,First,13h,"November 21, 2019",,,,,
59,60145,NicolasDSTR,PC,13h,80%,,10751638,Completed,First,13h,"November 21, 2019",,,,,
60,60145,Rodimuss,PC,13h,NR,,10789208,Completed,First,13h,"December 12, 2019",,,,,
61,60145,bendikts,PC,13h,NR,,10426059,Completed,First,13h,"November 21, 2019",,,,,
62,60145,crug1,PC,13h,NR,,10672156,Completed,First,13h,"December 28, 2019",,,,,
63,60145,mitherx,PC,13h,NR,,10433360,Completed,First,13h,"November 16, 2019",,,,,
64,60145,KevinWI,PC,13h 07m,90%,,10714096,Completed,First,13h 07m,"December 31, 2019",,,,,
65,60145,,PC,13h 12m,NR,,10462114,Completed,First,13h 12m,,,,,,
66,60145,hdkeegan,PC,13h 15m,70%,,11704692,Completed,First,13h 15m,"May 10, 2020",,,,,
67,60145,,PC,13h 20m,NR,,10439336,Completed,First,13h 20m,,,,,,
68,60145,melloch_,PC,13h 21m,NR,,10800205,Completed,First,13h 21m,"January 12, 2020",,,,,
69,60145,Freak0104,PlayStation 4,13h 30m,NR,,11769778,Completed,First,13h 30m,"June 05, 2020",,,,,
70,60145,Private,PC,13h 41m,NR,,10638599,Completed,First,13h 41m 47s,"January 19, 2020",,,,,
71,60145,chadilak,PC,13h 43m,90%,,10466942,Completed,First,13h 43m,"November 22, 2019",,,,,
72,60145,TheRAVAGE,PC,13h 45m,NR,,10615024,Completed,First,13h 45m,"December 19, 2019",,,,,
73,60145,iwanjoness,PlayStation 4,13h 45m,NR,,12011675,Completed,First,13h 45m,"November 16, 2019",27h 23m,30h 18m,,,
74,60145,T_Roy,PlayStation 4,13h 46m,90%,,11435147,Completed,First,13h 46m 08s,"January 15, 2020",,,,"A great game in general, some of the puzzles are a but hard, but gameplay and story more than make up for it.",
75,60145,Ampnoise,PC,13h 48m,NR,,10941816,Completed,First,13h 48m,"January 25, 2020",,,,,
76,60145,Private,Xbox One,13h 50m,NR,,10441201,Completed,First,13h 50m,"November 18, 2019",,,,,
77,60145,MPell3,PlayStation 4,13h 53m,70%,Spent extra time on collectables,10840428,Completed,First,13h 53m 51s,"January 19, 2020",,,,,
78,60145,,PC,14h,NR,,10459349,Completed,First,14h,,,,,,
79,60145,,PC,14h,NR,,10461964,Completed,First,14h,,18h,,,,
80,60145,,PC,14h,NR,,10506904,Completed,First,14h,,,,,,
81,60145,,PC,14h,NR,,10533892,Completed,First,14h,,,,,,
82,60145,,PC,14h,NR,,10653414,Completed,First,14h,,,,,,
83,60145,,PC,14h,NR,,10706762,Completed,First,14h,,,,,,
84,60145,,PlayStation 4,14h,NR,,10710139,Completed,First,14h,,,,,,
85,60145,,PC,14h,NR,,10788555,Completed,First,14h,,,,,,
86,60145,,PC,14h,NR,,10801951,Completed,First,14h,,16h,,,,
87,60145,,PC,14h,NR,,10992058,Completed,First,14h,,,,,,
88,60145,,PC,14h,NR,,11286166,Completed,First,14h,,,,,,
89,60145,,PlayStation 4,14h,NR,,11395468,Completed,First,14h,,,,,,
90,60145,500kevc,PlayStation 4,14h,60%,Played on Jedi Grandmaster,9100699,Completed,First,14h,"November 16, 2019",,,,,
91,60145,CyDi,PC,14h,50%,,10477421,Completed,First,14h,"November 24, 2019",,,,,
92,60145,GoldenGman,PC,14h,NR,,10479816,Completed,First,14h,"November 24, 2019",,,,,
93,60145,IrishSheep,PC,14h,NR,,10456612,Completed,First,14h,"November 19, 2019",16h,,,,
94,60145,JacobMckinley,Xbox One,14h,80%,,10519179,Completed,First,14h,"December 01, 2019",,,,,
95,60145,Private,PC,14h,100%,,10450480,Completed,First,14h,"November 18, 2019",18h,,,,
96,60145,Jutral,PC,14h,NR,,10736401,Completed,First,14h,"January 03, 2020",,,,,
97,60145,ShiftyPowers57,PC,14h,NR,,10504647,Completed,First,14h,"December 01, 2019",,,,,
98,60145,Themilnoy,PC,14h,NR,,10892449,Completed,First,14h,"January 27, 2020",,,,,
99,60145,ViPe268,PC,14h,NR,,10685541,Completed,First,14h,"December 29, 2019",,,,,
100,60145,goldeneyeonline,PlayStation 4,14h,NR,Some on Story Mode,11083479,Completed,First,14h,"February 29, 2020",,,,,
101,60145,inselwissen,PC,14h,70%,,10906406,Completed,First,14h,"January 29, 2020",,,,,
102,60145,zukowitz,PC,14h,NR,,10602485,Completed,First,14h,"December 16, 2019",,,,,
103,60145,,PC,14h 05m,NR,,10435255,Completed,First,14h 05m 12s,,,,,,
104,60145,sikapwach,Xbox One,14h 05m,70%,Turned down to easy for last two bosses,8964064,Completed,First,14h 05m 17s,"November 22, 2019",,,,,
105,60145,darkzerock83,PC,14h 13m,NR,,11070112,Completed,First,14h 13m,"February 29, 2020",,,,,
106,60145,Blubbpaule,PC,14h 15m,90%,,11729738,Completed,First,14h 15m,,,,,,
107,60145,Suicidelbunnyz,PC,14h 15m,90%,,10464046,Completed,First,14h 15m,"November 21, 2019",,,,,
108,60145,,PlayStation 4,14h 16m,NR,,10495297,Completed,First,14h 16m,,,,,,
109,60145,PlanetWyh,PC,14h 20m,90%,,11797759,Completed,First,14h 20m,"June 02, 2020",,,,,
110,60145,,PC,14h 22m,NR,,10453421,Completed,First,14h 22m,,17h 10m,30h 11m,,,
111,60145,,PC,14h 27m,NR,,10664575,Completed,First,14h 27m,,,,,,
112,60145,Subtle_Villainy,Xbox One,14h 31m,90%,Beat the story. Jedi Master difficulty (Normal equivalent). Blind.,10894508,Completed,First,14h 31m 11s,"February 25, 2020",,,,Jedi Master difficulty. Normal equivalent.,
113,60145,,PC,14h 32m,NR,100% completed on all difficulties.,10494220,Completed,First,14h 32m,,17h 57m,67h 54m,,,
114,60145,MrEdel,PlayStation 4,14h 35m,80%,,10546988,Completed,First,14h 35m,"November 22, 2019",,,,,
115,60145,revirdsub,PC,14h 48m,NR,,10514956,Completed,First,14h 48m,"November 30, 2019",,,,,
116,60145,Okerlund,PC,14h 50m,NR,,11371145,Completed,First,14h 50m,"April 06, 2020",,,,,
117,60145,,PC,15h,NR,,10429082,Completed,First,15h,,20h,30h,,,
118,60145,,PlayStation 4,15h,NR,,10438424,Completed,First,15h,,,,,,
119,60145,,PC,15h,NR,,10440382,Completed,First,15h,,16h,18h,,,
120,60145,,PC,15h,NR,,10451136,Completed,First,15h,,,,,,
121,60145,,PC,15h,NR,,10460314,Completed,First,15h,,20h,35h,,,
122,60145,,Xbox One,15h,NR,,10462786,Completed,First,15h,,20h,25h,,,
123,60145,,PC,15h,NR,,10650039,Completed,First,15h,,21h,29h,,,
124,60145,,Xbox One,15h,NR,,11012723,Completed,First,15h,,,,,,
125,60145,,PC,15h,NR,,11297186,Completed,First,15h,,20h,22h,,,
126,60145,,PC,15h,NR,,11508909,Completed,First,15h,,,,,,
127,60145,AhkmedWithers,PC,15h,NR,,11943364,Playing Completed,First,15h,"June 09, 2020",,,,,
128,60145,Camph,PC,15h,NR,,10691097,Completed,First,15h,"December 29, 2019",,,,,
129,60145,CaptainGaptooth,PlayStation 4,15h,90%,,10915744,Completed,First,15h,"January 30, 2020",,,,,
130,60145,Captrico,PlayStation 4,15h,80%,,10654354,Completed,First,15h,"January 01, 2020",,,,,
131,60145,CygnusX1,PC,15h,NR,,11209724,Completed,First,15h,"November 29, 2019",,,,,
132,60145,Private,PC,15h,NR,,11678095,Completed,First,15h,"May 08, 2020",,,,,
133,60145,Darasta,PC,15h,NR,,10465177,Completed,First,15h,"December 01, 2019",,,,,
134,60145,Darkoverlord,PlayStation 4,15h,NR,,10539522,Completed,First,15h,"December 05, 2019",,35h,,,
135,60145,Darthaegis,PC,15h,60%,,10497693,Completed,First,15h,"November 27, 2019",,,,,
136,60145,Derivitives,PC,15h,NR,,10446006,Completed,First,15h,"November 17, 2019",19h,,,,
137,60145,Dunkinator,PC,15h,NR,,10579913,Completed,First,15h,"December 12, 2019",18h,,,,
138,60145,ECGCblu,Xbox One,15h,70%,,11294734,Completed,First,15h,"March 09, 2020",,,,,
139,60145,Elficzek,PC,15h,80%,,10529960,Completed,First,15h,"December 03, 2019",,,,,
140,60145,Ezarus,PC,15h,NR,,10653804,Completed,First,15h,"December 25, 2019",,,,,
141,60145,HarryTheKoala,PC,15h,NR,,10692162,Completed,First,15h,"December 29, 2019",,,,,
142,60145,Ideomotor,PC,15h,70%,,10564496,Completed,First,15h,"December 09, 2019",,,,,
143,60145,Janson_Lives,PC,15h,80%,,10756603,Completed,First,15h,"January 01, 2020",,,,,
144,60145,JeteySquhg,PC,15h,100%,,10915156,Completed,First,15h,"January 30, 2020",20h,30h,,,
145,60145,Layzie,PC,15h,80%,,10519865,Completed,First,15h,"December 06, 2019",,,,,
146,60145,Lewf,PC,15h,NR,,10815795,Completed,First,15h,"January 14, 2020",,,,,
147,60145,MarcosBellido,PC,15h,NR,Bastante buenardo,10495092,Completed,First,15h,"November 27, 2019",,,,,
148,60145,Private,PC,15h,NR,,10623475,Completed,First,15h,"December 01, 2019",,,,,
149,60145,Neo1771991,PC,15h,NR,,10614931,Completed,First,15h,"December 18, 2019",,,,,
150,60145,Private,PC,15h,NR,,11224079,Completed,First,15h,"March 23, 2020",,,,,
151,60145,Private,PlayStation 4,15h,80%,,10560118,Completed,First,15h,"December 13, 2019",,,,,
152,60145,RedLyone,PC,15h,90%,,10824077,Completed,First,15h,"January 06, 2020",,,,,
153,60145,SirVorg,PC,15h,NR,,10610345,Completed,First,15h,,,,,,
154,60145,Sorren101,Xbox One,15h,NR,,10516268,Completed,First,15h,"November 21, 2019",,20h,,,
155,60145,SrAaron227,PlayStation 4,15h,NR,,10568987,Completed,First,15h,"December 07, 2019",,,,,
156,60145,Tanjid,PlayStation 4,15h,NR,,10450028,Completed,First,15h,"November 19, 2019",,22h,,,
157,60145,Tydek,PC,15h,NR,,11789928,Completed,First,15h,"May 20, 2020",,,,,
158,60145,VitorVex,PlayStation 4,15h,NR,,11204309,Completed,First,15h,,,,,,
159,60145,Zemnas,PC,15h,80%,,10664578,Completed,First,15h,"December 27, 2019",,,,,
160,60145,Private,PC,15h,NR,,11686700,Completed,First,15h,"May 24, 2020",,,,,
161,60145,Private,PlayStation 4,15h,80%,,10484740,Completed,First,15h,"November 22, 2019",,,,,
162,60145,danielmc42,PlayStation 4,15h,80%,,10426677,Completed,First,15h,"April 28, 2020",,,,,
163,60145,davidmaggs,PlayStation 4,15h,NR,,11614797,Completed,First,15h,"December 28, 2019",,,,,
164,60145,dodomania8,PlayStation 4,15h,100%,,10440863,Completed,First,15h,"November 30, 2019",,,,,
165,60145,Private,PC,15h,NR,,10553987,Completed,First,15h,"December 07, 2019",,,,,
166,60145,gamblor88,PlayStation 4,15h,100%,,11013662,Completed,First,15h,"February 18, 2020",,,,,
167,60145,gamerjeffro,PlayStation 4,15h,NR,,10491957,Completed,First,15h,"November 26, 2019",,,,,
168,60145,ikari88,PlayStation 4,15h,80%,,10425909,Completed,First,15h,"November 18, 2019",,,,,
169,60145,Private,PlayStation 4,15h,NR,,10812407,Completed,First,15h,"January 14, 2020",,,,,
170,60145,kamwu,PC,15h,80%,,10678989,Completed,First,15h,"December 28, 2019",,,,,
171,60145,mrbaggs,PC,15h,NR,,10936551,Completed,First,15h,"February 04, 2020",,,,,
172,60145,Private,PC,15h,NR,,11775131,Completed,First,15h,"January 03, 2020",,,,,
173,60145,tntbuffalo,Xbox One,15h,NR,,10742500,Completed,First,15h,"December 03, 2020",,30h,,,
174,60145,varlope,PC,15h,80%,,10515839,Completed,First,15h,"November 30, 2019",,,,,
175,60145,webravenz,PC,15h,NR,,11102101,Completed,First,15h,"March 05, 2020",,,,,
176,60145,xBlitzerx,PC,15h,NR,,10493804,Completed,First,15h,"November 26, 2019",,,,,
177,60145,z7enX,PC,15h,70%,,10664888,Completed,First,15h,"December 26, 2019",,,,,
178,60145,JayTheTechGuy,PC,15h 05m,NR,,10746997,Completed,First,15h 05m,"December 11, 2019",20h 02m,26h 05m,,,
179,60145,,Xbox One,15h 08m,NR,,10463652,Completed,First,15h 08m,,20h 02m,34h 38m,,,
180,60145,Private,Xbox One,15h 11m,80%,,10899517,Completed,First,15h 11m,"January 21, 2020",16h 25m,,,,
181,60145,Alex_1011,PC,15h 20m,100%,,11747482,Completed,First,15h 20m,"May 19, 2020",,,,,
182,60145,,PlayStation 4,15h 25m,NR,,10466190,Completed,First,15h 25m 30s,,,,,,
183,60145,,PC,15h 26m,NR,,11819952,Completed,First,15h 26m,,,,,,
184,60145,,PC,15h 30m,NR,I ignored like 40% of the Optional content,10434139,Completed,First,15h 30m,,,,,,
185,60145,,PC,15h 30m,NR,,11167035,Completed,First,15h 30m,,,,,,
186,60145,Deathglider,PC,15h 30m,NR,,11992980,Completed,First,15h 30m,"June 14, 2020",,,,,
187,60145,JoshJ,PC,15h 30m,NR,,10519494,Completed,First,15h 30m,"December 08, 2019",,,,,
188,60145,KinkyMong,PlayStation 4,15h 30m,NR,Main story with a lot of side exploration as well,11051833,Completed,First,15h 30m,"March 06, 2020",,,,,
189,60145,TheZipe,PC,15h 30m,NR,On Jedi Master difficulty,11861871,Completed,First,15h 30m,"May 31, 2020",,,,,
190,60145,Private,PC,15h 30m,NR,,11637303,Completed,First,15h 30m,"November 22, 2019",,,,,
191,60145,sarge007,PlayStation 4,15h 30m,NR,,10939168,Completed,First,15h 30m,"February 04, 2020",,,,,
192,60145,xAlexFusion,PC,15h 30m,NR,,10659337,Completed,First,15h 30m,,18h 30m,,,,
193,60145,cmmndr,PC,15h 31m,70%,,11809779,Completed,First,15h 31m,"June 09, 2020",,,,,
194,60145,Unbound_Selrahc,PlayStation 4,15h 32m,NR,,10927882,Completed,First,15h 32m,"November 22, 2019",,27h 34m 12s,,,
195,60145,Arsonist180,Xbox One,15h 35m,90%,,10606834,Completed,First,15h 35m,"December 17, 2019",,,,,
196,60145,,Xbox One,15h 38m,NR,,10445319,Completed,First,15h 38m,,20h 10m,35h,,,
197,60145,mikahasala,PC,15h 42m,90%,,10461617,Completed,First,15h 42m 41s,"November 21, 2019",,,,,
198,60145,Risenful,Xbox One,15h 45m,NR,,10729868,Completed,First,15h 45m,"December 10, 2019",,,,,
199,60145,Anthlon,PC,15h 46m,70%,,10751919,Completed,First,15h 46m,"January 09, 2020",,,,,
200,60145,EmperorGandhi,PC,15h 49m,80%,,10844956,Completed,First,15h 49m,"January 19, 2020",,,,,
201,60145,gringlas,PC,15h 50m,80%,,10562811,Completed,First,15h 50m,"December 08, 2019",,,,,
202,60145,,PlayStation 4,15h 55m,NR,,10431079,Completed,First,15h 55m,,,,,,
203,60145,Badinfos,PC,15h 55m,NR,,11333422,Completed,First,15h 55m 16s,December 2019,,,,,
204,60145,,PC,16h,NR,,10460512,Completed,First,16h,,,,,,
205,60145,,PC,16h,NR,,10547054,Completed,First,16h,,,,,,
206,60145,,PC,16h,NR,,10592162,Completed,First,16h,,,,,,
207,60145,,PlayStation 4,16h,NR,,10596851,Completed,First,16h,,20h,,,,
208,60145,,PC,16h,NR,,10634595,Completed,First,16h,,,,,,
209,60145,,PC,16h,NR,,10742497,Completed,First,16h,,,,,,
210,60145,,PC,16h,NR,100%,10750704,Completed,First,16h,,22h,30h,,,
211,60145,,PlayStation 4,16h,NR,,10843363,Completed,First,16h,,,,,,
212,60145,,PlayStation 4,16h,NR,"100% of trophies, planets, skills, and collectibles.",11119676,Completed,First,16h,,20h,24h,,,
213,60145,,PlayStation 4,16h,NR,,11166402,Completed,First,16h,,,22h,,,
214,60145,,PC,16h,NR,,11538524,Completed,First,16h,,,,,,
215,60145,AidanIsAChair,PlayStation 4,16h,90%,,10986934,Completed,First,16h,"February 08, 2020",,,,,
216,60145,Akunamus,PC,16h,NR,,10894440,Completed,First,16h,"January 11, 2020",20h,22h,,,
217,60145,Angela812PL,PlayStation 4,16h,NR,,11296721,Completed,First,16h,"March 30, 2020",,,,,
218,60145,Etone,PC,16h,NR,,11906125,Completed,First,16h,,,,,,
219,60145,Excecior,PC,16h,80%,,10765381,Completed,First,16h,"December 15, 2019",,,,,
220,60145,Flawii,PC,16h,NR,,11753523,Completed,First,16h,"May 16, 2020",,,,,
221,60145,Fliktor,PC,16h,NR,,11723010,Completed,First,16h,"May 12, 2020",,,,,
222,60145,Hexovian,Xbox One,16h,NR,,10937736,Completed,First,16h,,,,,,
223,60145,Horsen,PC,16h,100%,,10513294,Completed,First,16h,"November 30, 2019",,,,,
224,60145,Jodin,PC,16h,100%,,11016460,Completed,First,16h,"February 19, 2020",,,,,
225,60145,JohnnyHendrix,PlayStation 4,16h,70%,,10739760,Completed,First,16h,,,,,,
226,60145,Private,PC,16h,NR,,11035306,Completed,First,16h,"February 22, 2020",,,,,
227,60145,Mancold1123,PC,16h,NR,,10606455,Completed,First,16h,"December 17, 2019",,,,,
228,60145,MoonBear,PC,16h,NR,,11705719,Completed,First,16h,"May 11, 2020",18h 15m,,,,
229,60145,Private,PC,16h,NR,,10440717,Completed,First,16h,"November 17, 2019",,,,,
230,60145,Sindiewen,PlayStation 4,16h,NR,,10675246,Completed,First,16h,"December 28, 2019",,,,,
231,60145,The_Leachman,PlayStation 4,16h,NR,,10770191,Completed,First,16h,"January 11, 2020",,,,,
232,60145,Twoducksonacloud,PlayStation 4,16h,NR,,10520703,Completed,First,16h,"December 02, 2019",25h,30h,,,
233,60145,aleek556,PlayStation 4,16h,NR,,10637002,Completed,First,16h,"December 22, 2019",30h,,,,
234,60145,demonswordsman,PlayStation 4,16h,NR,,10601133,Completed,First,16h,"December 18, 2019",,,,,
235,60145,ezzra,PlayStation 4,16h,NR,,10963873,Completed,First,16h,"January 09, 2020",,,,,
236,60145,gauci_20,PC,16h,NR,,11991618,Completed,First,16h,"June 14, 2020",,,,,
237,60145,jonasmind,PC,16h,NR,,11666270,Completed,First,16h,"May 07, 2020",,,,,
238,60145,konami,PlayStation 4,16h,90%,,10979226,Completed,First,16h,"February 01, 2020",21h,,,,
239,60145,Private,PC,16h,NR,,11135812,Completed,First,16h,"March 11, 2020",20h,,,,
240,60145,Private,PC,16h,NR,,10895384,Completed,First,16h,"January 27, 2020",,,,,
241,60145,oonsy,PC,16h,NR,,10781025,Completed,First,16h,"January 08, 2020",20h,,,,
242,60145,piousapostasy,PlayStation 4,16h,80%,,10833878,Completed,First,16h,"January 17, 2020",,,,,
243,60145,Private,PlayStation 4,16h,NR,,11318447,Completed,First,16h,"March 29, 2020",,,,,
244,60145,sharingan846,PC,16h,90%,,11624706,Completed,First,16h,"January 20, 2020",,,,,
245,60145,Private,PlayStation 4,16h,80%,,10452795,Completed,First,16h,"November 19, 2019",,,,,
246,60145,Sparontax,PC,16h 10m,NR,,11378807,Completed,First,16h 10m,"April 11, 2020",20h,25h,,,
247,60145,BreakoutAR,PC,16h 15m,80%,,11957421,Completed,First,16h 15m,"November 26, 2019",,,,,
248,60145,NeverHookFirst,PC,16h 15m,70%,,10574466,Completed,First,16h 15m,"December 10, 2019",,,,,
249,60145,ROBALEXXX_CP,Xbox One,16h 15m,90%,,10893692,Completed,First,16h 15m,"January 26, 2020",,,,,
250,60145,BSPBear,PC,16h 22m,NR,,10467107,Completed,First,16h 22m,"November 23, 2019",,,,,
251,60145,,Xbox One,16h 24m,NR,,10461155,Completed,First,16h 24m,,22h 36m,37h 54m,,,
252,60145,rakeshra96,PlayStation 4,16h 28m,NR,,10468613,Completed,First,16h 28m,"November 24, 2019",,,,,
253,60145,Eternitype_YT,PlayStation 4,16h 30m,90%,,11600248,Completed Retired,First,16h 30m,"April 29, 2020",29h,31h,,,
254,60145,PulpDog,Xbox One,16h 30m,NR,,11522348,Completed,First,16h 30m,"April 21, 2020",,,,,
255,60145,renzoe,Xbox One,16h 30m,80%,,10428523,Completed,First,16h 30m 43s,"April 15, 2020",,,,,
256,60145,Private,PC,16h 40m,NR,,10562118,Completed,First,16h 40m,"December 08, 2019",20h 10m,,,,
257,60145,FrietMan,PC,16h 40m,90%,,11767585,Completed,First,16h 40m,"May 17, 2020",,,,,
258,60145,OllieVader,PlayStation 4,16h 44m,NR,,11613158,Completed,First,16h 44m,"May 01, 2020",,,,,
259,60145,KMoney,Xbox One,16h 45m,100%,,10465842,Completed,First,16h 45m,"March 08, 2020",,,,,
260,60145,,PC,16h 47m,NR,,10771200,Completed,First,16h 47m,,21h 15m,,,,
261,60145,aeromentality,PC,16h 49m,70%,,11212607,Completed,First,16h 49m 01s,"March 21, 2020",,,,,
262,60145,Imran,PC,16h 51m,80%,,10646430,Completed,First,16h 51m,"December 24, 2019",,,,,
263,60145,DrakeMcHale,PlayStation 4,16h 57m,NR,,10636954,Completed,First,16h 57m,"December 27, 2019",,,,,
264,60145,,PC,17h,NR,,10424388,Completed,First,17h,,,,,,
265,60145,,PC,17h,NR,,10533641,Completed,First,17h,,,,,,
266,60145,,PlayStation 4,17h,NR,,10715318,Completed,First,17h,,,30h,,,
267,60145,,PlayStation 4,17h,NR,,10986901,Completed,First,17h,,,,,,
268,60145,,PC,17h,NR,,11157820,Completed,First,17h,,,,,,
269,60145,,PC,17h,NR,,11648717,Completed,First,17h,,,,,,
270,60145,,PC,17h,NR,,11900764,Completed,First,17h,,,,,,
271,60145,AHudBooMan,PlayStation 4,17h,NR,,10839773,Completed,First,17h,"January 19, 2020",21h,26h,,,
272,60145,AristaDeVedel,PC,17h,NR,,10572009,Completed,First,17h,"December 04, 2019",,,,,
273,60145,Carco,PC,17h,NR,,11140035,Completed,First,17h,"March 11, 2020",,,,,
274,60145,DeWalli,Xbox One,17h,90%,,10667269,Completed,First,17h,"February 06, 2020",,,,,
275,60145,FunnyNameHaHa,PC,17h,NR,,11625829,Completed,First,17h,"January 01, 2020",,,,,
