,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Speedrun,Progress,100% Speedrun,Co-Op
128,3521,,PlayStation,29h,NR,,286749,Completed,First,,29h,,,,,,,
129,3521,Private,PlayStation 4,29h,NR,,6416612,Completed,First,"June 19, 2019",29h,,,,,,,
130,3521,Drolin,PlayStation,29h,100%,,188694,Completed,First,"June 17, 2010",29h,,,,,,,
131,3521,ChadOnTifa,PlayStation 3,29h 10m,100%,,587758,Replay Completed,Replay,May 2012,29h 10m,,,"Just played the game at normal pace, not a speedrun, didn't bother with any side quests or extra characters. Such a classic, my fav game of all time.",,,,
132,3521,,PlayStation Vita,29h 17m,NR,,3738475,Completed,First,,29h 17m 28s,,,,,,,
133,3521,Video_Game_King,PlayStation,29h 18m,NR,,62060,Completed,First,,29h 18m,,,,,,,
134,3521,AidanIsAChair,Nintendo Switch,29h 22m,100%,,10280388,Completed,First,"December 08, 2019",29h 22m,,,,,,,
135,3521,zeguy__,Nintendo Switch,29h 31m,80%,,9145893,Completed,First,"July 13, 2019",29h 31m,,,,,,,
136,3521,,PSP,29h 32m,NR,,6361486,Completed,First,,29h 32m,,,,,,,
137,3521,Metakirby22,PSP,29h 35m,NR,,1349948,Completed,First,"November 12, 2015",29h 35m,,,,,,,
138,3521,,Nintendo Switch,29h 36m,NR,,11804071,Completed,First,,29h 36m,,,,,,,
139,3521,Flourite,PlayStation Vita,29h 45m,90%,,537434,Completed,First,"March 26, 2014",29h 45m,,,,,,,
140,3521,,PlayStation,29h 47m,NR,,599361,Completed,First,,29h 47m,,,,,,,
141,3521,thekeiblerwizard,PlayStation 4,29h 55m,90%,Used PS4 cheats,3239101,Completed,Replay,"November 19, 2016",29h 55m,,,,,,,
142,3521,,,30h,NR,,286718,Completed,First,,30h,,,,,,,
143,3521,,PlayStation,30h,NR,,1113264,Completed,First,,30h,,,,,,,
144,3521,,PlayStation Vita,30h,NR,,1257709,Completed,First,,30h,,,,,,,
145,3521,,PC,30h,NR,,1770126,Completed,Replay,,30h,,,,,,,
146,3521,,PlayStation 4,30h,NR,,11427958,Completed,First,,30h,,,,,,,
147,3521,Private,PlayStation,30h,100%,,1885891,Completed,Replay,"September 29, 2015",30h,60h,90h,,,,,
148,3521,DreamsYouPaint,Nintendo Switch,30h,NR,,10754365,Replay Completed,Replay,"January 05, 2020",30h,,,,,30h /,,
149,3521,FirstKnightRicky,PlayStation,30h,100%,,589582,Replay Completed Retired,Replay,,30h,40h,50h,,,,,
150,3521,Fivda,PC,30h,NR,,4533602,Completed,First,"September 26, 2018",30h,,,,,,,
151,3521,Grayfox001,PlayStation 4,30h,NR,,6130515,Completed,First,"December 14, 2015",30h,50h,,,,,,
152,3521,H1bcd,PlayStation 4,30h,NR,,2227103,Completed,First,"June 19, 2017",30h,,,,,,,
153,3521,Lund,PC,30h,NR,,12006320,Completed,Replay,"June 15, 2020",30h,34h,,,,,,
154,3521,Macstorm,PlayStation,30h,NR,,49865,Completed,First,,30h,,,,,,,
155,3521,Mrock,PlayStation,30h,NR,,3549932,Completed,First,"October 25, 2016",30h,,,,,,,
156,3521,Naedeslus,PC,30h,100%,,11348442,Completed,Replay,"April 04, 2020",30h,,,,,,,
157,3521,Paralith,PlayStation Vita,30h,90%,,5439702,Backlog Completed,First,"October 31, 2018",30h,38h,,,,38h /,,
158,3521,Passaro,Nintendo Switch,30h,NR,,11605070,Completed,Replay,"April 30, 2020",30h,35h,40h,,,,,
159,3521,Xstoex,PlayStation Vita,30h,NR,,5792615,Completed,First,"February 07, 2018",30h,,,,,,,
160,3521,avidrunner,PlayStation,30h,NR,,7410095,Completed,First,,30h,,,,,,,
161,3521,fredthebelgian,PlayStation 3,30h,90%,,314097,Completed,First,"June 25, 2016",30h,,,,,,,
162,3521,guillbist,PC,30h,NR,,10743154,Completed,First,"January 04, 2020",30h,,,,,,,
163,3521,highentia,PlayStation Vita,30h,NR,,2422056,Completed,First,,30h,,,,,,,
164,3521,kolzo,PlayStation,30h,NR,,3854947,Completed,First,"January 01, 1999",30h,,,,,,,
165,3521,m1lesteg,PC,30h,NR,,3491545,Completed,Replay,"January 22, 2017",30h,60h,100h,,,,,
166,3521,metroidisbest,PlayStation 3,30h,80%,,41137,Completed,First,"May 15, 2013",30h,,,,,,,
167,3521,Private,PC,30h,100%,,10743337,Completed,First,"June 11, 2014",30h,,,,,,,
168,3521,shugohakku,PlayStation,30h,NR,,591369,Completed,First,"January 23, 2014",30h,,55h,,,,,
169,3521,stevenkuerble,PlayStation 4,30h,NR,,10285319,Completed,First,"October 21, 2019",30h,,,,,,,
170,3521,voskresenie,PlayStation,30h,NR,,3373014,Completed,First,"July 29, 2011",30h,,,,,,,
171,3521,xEmmsan,PlayStation 4,30h,100%,,11887352,Completed,First,"June 01, 2020",30h,,,,,,,
172,3521,yigitkoparan123,PC,30h,100%,,4917340,Completed,First,"August 16, 2017",30h,,,,,,,
173,3521,,Emulated,30h 15m,NR,,11444333,Completed,First,,30h 15m,,,,,,,
174,3521,,PC,30h 21m,NR,,11354208,Completed,First,,30h 21m,,,,,,,
175,3521,deatg,Nintendo Switch,30h 22m,100%,,9574110,Completed,First,,30h 22m,34h 17m,,,,,,
176,3521,dobby65,PC,30h 24m,80%,,9363201,Completed,Replay,"August 14, 2019",30h 24m,,,,,,,
177,3521,drfuzzykins,PlayStation,30h 25m,NR,"Also acquired ultimate weapons for Cloud, Yuffie, and Red XIII.",215449,Completed,Replay,"December 23, 2012",30h 25m,,,,,,,
178,3521,Fenrir431,PlayStation,30h 27m,90%,,11419217,Completed,Replay,,30h 27m 54s,38h 41m 18s,63h 11m 12s,,,,,
179,3521,shmedo12,PSP,30h 28m,NR,,201149,Completed,First,,30h 28m,,,,,,,
180,3521,Chornflakes,PlayStation,30h 30m,90%,,2410427,Completed,First,"January 12, 2016",30h 30m,,,,,,,
181,3521,Badger224,PC,30h 42m,NR,,2438642,Completed,First,"January 16, 2016",30h 42m,,,,,,,
182,3521,Sporkified5812,PlayStation 3,30h 47m,70%,,94438,Completed,First,"May 05, 2020",30h 47m 54s,,,PSN,,,,
183,3521,,Nintendo Switch,31h,NR,,8900001,Completed,First,,31h,,,,,,,
184,3521,,PC,31h,NR,,11837631,Completed,First,,31h,,,,,,,
185,3521,Dumb_Woof,PC,31h,80%,,10296008,Completed,First,"October 23, 2019",31h,,,,,,,
186,3521,Koko210,PC,31h,NR,,11837648,Completed,First,"May 26, 2020",31h,,,,,,,
187,3521,PaleoSteno,Nintendo Switch,31h,NR,,8193986,Completed,First,"February 16, 2020",31h,,,,,,,
188,3521,jayAEY,PlayStation Vita,31h,NR,,6772219,Completed,First,,31h,,,,,,,
189,3521,soqotra_,Nintendo Switch,31h,80%,,11915028,Completed,First,2019,31h,,,,,,,
190,3521,tabootay,PlayStation,31h,80%,,945964,Completed,First,2009,31h,,,,,,,
191,3521,Alexeon,PlayStation 4,31h 02m,NR,"Cloud level 64, 1244100 Gil",11549439,Completed,First,"April 21, 2020",31h 02m,,,,,,,
192,3521,smithrob610,Nintendo Switch,31h 02m,NR,,9037137,Completed,First,"June 26, 2019",31h 02m 15s,,,,,,,
193,3521,,PC,31h 05m,NR,,721751,Completed,First,,31h 05m,,,,,,,
194,3521,,PC,31h 25m,NR,,6373626,Completed,First,,31h 25m,,,,,,,
195,3521,whscott,PlayStation,31h 30m,80%,,2129718,Completed,First,"November 23, 2015",31h 30m,,,,,,,
196,3521,,PlayStation,31h 40m,NR,,585868,Completed,First,,31h 40m,,,,,,,
197,3521,Private,PlayStation,31h 42m,80%,"All characters, some of the sidequest; skipped majority of the side content",8356845,Completed,First,"April 17, 2019",31h 42m,,,26.02 - 17.04,,,,
198,3521,,PC,31h 45m,NR,,796379,Completed,First,,31h 45m 31s,,,,,,,
199,3521,,PC,31h 50m,NR,,854426,Completed,First,,31h 50m,,,,,,,
200,3521,Kennesaw,PC,31h 50m,80%,,1300063,Replay Completed,Replay,"April 15, 2015",31h 50m,,,,,,,
201,3521,,PC,32h,NR,,738028,Completed,Replay,,32h,,,,,,,
202,3521,,PC,32h,NR,,5068611,Completed,First,,32h,53h,63h,,,,,
203,3521,,PlayStation 4,32h,NR,,11941329,Completed,Replay,,32h,,,,,,,
204,3521,88Titan88,PlayStation,32h,NR,,234726,Completed,First,,32h,,,,,,,
205,3521,Chaoscontrol,Nintendo Switch,32h,80%,3x,5656921,Completed,First,"May 04, 2020",32h,,,,,,,
206,3521,Chinzuko,PC,32h,90%,"Main Story completed, most optional content ignored",7817878,Completed,First,"December 23, 2018",32h,,,"[Potential spoilers] Did some of the character's sidequests, specifically Red XIII and Yuffie's. Got both optional characters. Ignored Fort Condor.",,,,
207,3521,Nikke,PC,32h,NR,,1498534,Completed,First,"July 18, 2015",32h,,50h,,,,,
208,3521,PyroSpecter,Nintendo Switch,32h,NR,,11317627,Completed,First,"April 01, 2020",32h,40h,,,,,,
209,3521,cloudst,PlayStation,32h,100%,,955854,Completed,First,"May 20, 2006",32h,50h,,,,,,
210,3521,happybelly,PSP,32h,NR,,251828,Completed,First,"March 25, 2013",32h,,,,,,,
211,3521,huippurapu,PlayStation 4,32h,70%,,5233173,Completed,First,"August 07, 2016",32h,,,,,,,
212,3521,ljb312,PlayStation 4,32h,NR,,5622420,Completed,Replay,"January 30, 2018",32h,,,,,,,
213,3521,nick0706,Nintendo Switch,32h,80%,,8633257,Completed,First,"April 17, 2019",32h,40h,,,,,,
214,3521,slpturtle,PlayStation,32h,NR,,756717,Completed,First,,32h,,,,,,,
215,3521,UndeadLavitz,PlayStation,32h 12m,NR,,357402,Completed,First,,32h 12m,,,,,,,
216,3521,caseyt210,iOS,32h 15m,80%,,9033702,Completed,First,"December 20, 2019",32h 15m,,,,,,,
217,3521,Jacv,PC,32h 25m,90%,,6928510,Completed,Replay,"September 22, 2018",32h 25m,,,,,,,
218,3521,Criminy,PlayStation,32h 26m,80%,,2963794,Completed,First,,32h 26m,,,,,,,
219,3521,Nader_Hakami,Emulated,32h 28m,NR,,11259775,Completed,First,"March 27, 2020",32h 28m 35s,,,,,,,
220,3521,,,32h 30m,NR,,286736,Completed,First,,32h 30m,,,,,,,
221,3521,Demon_B,PlayStation 4,32h 30m,70%,,8978442,Completed,First,"July 06, 2019",32h 30m,,,,,,,
222,3521,kariohki,PlayStation,32h 30m,NR,,757,Completed,First,"December 13, 2012",32h 30m,,,,,,,
223,3521,Private,PlayStation Vita,32h 36m,NR,,522090,Completed,First,"January 26, 2014",32h 36m,,,,,,,
224,3521,dcrediah,PlayStation 4,32h 37m,NR,,8011502,Custom List Completed,First,"January 10, 2019",32h 37m,,,,,32h 37m /,,
225,3521,,Nintendo Switch,32h 44m,NR,,9520206,Completed,First,,32h 44m,,,,,,,
226,3521,dustdingo,PlayStation,32h 48m,100%,,194967,Completed,First,"March 08, 2013",32h 48m,,,,,,,
227,3521,iverdawg,PlayStation 4,32h 50m,80%,,10640310,Completed,First,"December 22, 2019",32h 50m,,,,,,,
228,3521,spooky96,,32h 50m,90%,,343954,Completed,First,,32h 50m,,,,,,,
229,3521,Private,Nintendo Switch,32h 56m,NR,,9019971,Completed,First,"May 17, 2020",32h 56m,,,,,,,
230,3521,Boss302,PlayStation,33h,100%,,18104,Completed,First,,33h,,,,,,,
231,3521,MikoNight,PlayStation 4,33h,100%,,11500131,Completed,First,"April 20, 2020",33h,,,,,,,
232,3521,Rumiko,PlayStation,33h,80%,,495857,Completed,First,"November 24, 2013",33h,,,,,,,
233,3521,combatwaffle,PlayStation,33h,70%,,43914,Completed,First,,33h,,,,,,,
234,3521,minininjatoa,PlayStation,33h,100%,,1697549,Completed,Replay,,33h,,,,,,,
235,3521,screen99,PC,33h,90%,,11515017,Completed,First,"April 21, 2020",33h,,,,,,,
236,3521,Kentor7,Nintendo Switch,33h 05m,60%,,11154520,Completed,First,"May 05, 2020",33h 05m,,,,,,,
237,3521,palmtopinho,PC,33h 10m,40%,,8791059,Completed,First,"May 30, 2018",33h 10m 05s,,,,,,,
238,3521,Klasha,PlayStation,33h 40m,80%,,387553,Completed,Replay,"April 24, 2004",33h 40m,,,,,,,
239,3521,Private,PC,33h 57m,90%,,3411135,Completed,Replay,"November 27, 2016",33h 57m,,,,,,,
240,3521,,PlayStation,34h,NR,,519778,Completed,First,,34h,,,,,,,
241,3521,,PC,34h,NR,,10564817,Completed,First,,34h,,,,,,,
242,3521,Rongolian,PlayStation,34h,NR,,1087251,Completed,First,"December 30, 2014",34h,,,,,,,
243,3521,SirRob7776,Xbox One,34h,NR,,10362580,Completed,First,"November 04, 2019",34h,,,,,,,
244,3521,ThatMasterLemon,PC,34h,100%,,5151170,Replay Completed,Replay,,34h,,,,,34h /,,
245,3521,Therion,PlayStation 4,34h,NR,,11668719,Completed,First,"May 07, 2020",34h,,,,,,,
