,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Speedrun
37,1065,zpattack12,PC,6h 01m,100%,,566203,Completed,First,"January 12, 2014",6h 01m 59s,,,,,
38,1065,PlushWraith,PC,6h 10m,NR,"Remastered Edition. Easy difficulty, 28/65 achievements.",6895542,Completed,First,"November 16, 2018",6h 10m,,,,,
39,1065,beearmy,Xbox One,6h 10m,100%,,4690789,Completed,Replay,"July 04, 2017",6h 10m,,,,,
40,1065,Pepsiisgood,PC,6h 10m,90%,,7212368,Completed,First,"October 08, 2018",6h 10m 02s,6h 30m 48s,,,,
41,1065,GermanDarknes,PC,6h 19m,NR,,11544219,Completed,First,"April 22, 2020",6h 19m,,,,,
42,1065,,PC,6h 20m,NR,,569236,Completed,First,,6h 20m,,,,,
43,1065,JoDarr,PC,6h 20m,80%,,6422796,Completed,First,"June 17, 2018",6h 20m,,,,,
44,1065,tobesplays,PC,6h 20m,NR,,11537841,Completed,First,,6h 20m,,,,,
45,1065,JTHP09,Xbox One,6h 20m,NR,,8252489,Completed,First,"December 12, 2018",6h 20m 10s,,,,,
46,1065,ToxikJuiceBox,PC,6h 25m,70%,Fun stuff,1539269,Completed,First,"December 18, 2017",6h 25m,,,,,
47,1065,winr10,PC,6h 29m,100%,,14885,Completed,Replay,"September 09, 2012",6h 29m,,,,,
48,1065,,PC,6h 30m,NR,,3535813,Completed,First,,6h 30m,,,,,
49,1065,,PC,6h 30m,NR,,3535814,Completed,First,,6h 30m,,,,,
50,1065,Robz8,PC,6h 30m,60%,,391604,Completed,First,"August 10, 2013",6h 30m,,,,,
51,1065,Varun1337,PC,6h 30m,100%,,152718,Completed,First,,6h 30m,,,,,
52,1065,Tdoe,PC,6h 35m,NR,,2708212,Completed,First,"March 09, 2016",6h 35m,,,,,
53,1065,civoreb,PlayStation 4,6h 35m,80%,,5665336,Completed,First,"January 14, 2018",6h 35m,,,Unique FPS rpg with a good story.,,
54,1065,snappums,PC,6h 38m,NR,,2165442,Completed,First,"October 19, 2012",6h 38m,,,,,
55,1065,,PC,6h 42m,NR,Difficult: Easy,4235953,Completed,First,,6h 42m,,,,,
56,1065,Iuly,PC,6h 42m,90%,,3177875,Completed,First,"July 04, 2016",6h 42m 30s,,,,,
57,1065,Bazladaz,PC,6h 43m,NR,,10893219,Completed,First,"September 10, 2019",6h 43m,,,,,
58,1065,SirMorokei,PC,6h 45m,70%,,7864660,Completed,First,"December 29, 2018",6h 45m,,,,,
59,1065,,Xbox One,6h 48m,NR,,5031567,Completed,First,,6h 48m 37s,,,,,
60,1065,lewdmeat,PlayStation 4,6h 48m,70%,Difficulty - Easy (1/3),11067464,Completed,First,"February 28, 2020",6h 48m 54s,,,"Completed on Easy difficulty (1/4)
Played on the PS4 Pro.",,
61,1065,Private,PC,6h 58m,90%,normal difficulty,5384573,Completed,Replay,"December 02, 2017",6h 58m 06s,,,,,
62,1065,,PC,7h,NR,,351924,Completed,First,,7h,,,,,
63,1065,,PC,7h,NR,,806109,Completed,First,,7h,,,,,
64,1065,,PC,7h,NR,,835271,Completed,First,,7h,,,,,
65,1065,,PC,7h,NR,,1095852,Completed,First,,7h,,,,,
66,1065,,PC,7h,NR,,1413664,Completed,First,,7h,,,,,
67,1065,,PC,7h,NR,,2384226,Completed,First,,7h,,,,,
68,1065,,PC,7h,NR,,2644319,Completed,First,,7h,,,,,
69,1065,,PC,7h,NR,,2930563,Completed,First,,7h,,,,,
70,1065,,PC,7h,NR,,4442723,Completed,First,,7h,,,,,
71,1065,,PC,7h,NR,,10608697,Completed,First,,7h,,,,,
72,1065,Bobanate,PC,7h,NR,,10624711,Completed,First,"November 23, 2019",7h,,,,,
73,1065,Private,PC,7h,70%,,11678062,Replay Completed,Replay,,7h,,,,,
74,1065,Gojira1988,PC,7h,NR,,3849232,Completed,First,"April 12, 2011",7h,,,,,
75,1065,Gumbojelly,PC,7h,NR,,156411,Completed,First,"October 29, 2011",7h,,,,,
76,1065,Kekachino,PC,7h,80%,,11003504,Completed,First,"December 08, 2019",7h,,,,,
77,1065,Private,PC,7h,NR,,10563499,Completed,First,"December 08, 2019",7h,,,,,
78,1065,Nightaries3030,Xbox 360,7h,100%,,1345953,Completed,First,,7h,,,,,
79,1065,Paintedacorn,PC,7h,NR,,4415642,Completed,First,"May 11, 2017",7h,,,,,
80,1065,Poppycop,PC,7h,NR,,1484410,Completed,First,December 2013,7h,,,beat it a while ago,,
81,1065,RRC123,PC,7h,NR,,6756319,Completed,First,,7h,,,,,
82,1065,Sacyne,PC,7h,NR,,6231559,Completed,First,"May 11, 2018",7h,,,,,
83,1065,Satoko,PC,7h,NR,,7281111,Completed,First,,7h,,,,,
84,1065,TheReaper1221,PC,7h,NR,,5057368,Completed,First,"September 16, 2017",7h,,,,,
85,1065,Tillover,PC,7h,NR,,922181,Completed,Replay,,7h,,,,,
86,1065,Tyrvali,PC,7h,NR,,11483660,Completed,First,,7h,,,,,
87,1065,Private,PC,7h,NR,,1238949,Completed,First,"November 11, 2015",7h,,,,,
88,1065,Xor_van_Dorf,PC,7h,NR,,3465102,Completed,Replay,"December 28, 2008",7h,,,,,
89,1065,Private,PC,7h,90%,,547141,Completed,Replay,,7h,,,,,
90,1065,adawes,PC,7h,NR,,11349715,Completed,First,"April 05, 2020",7h,,,,,
91,1065,bent93,PC,7h,90%,,6147383,Completed,First,"October 06, 2018",7h,,,,,
92,1065,bvtt,PC,7h,70%,,11956031,Completed,First,"February 18, 2019",7h,,,,,
93,1065,gapposai,PC,7h,60%,,4113721,Completed,First,"February 25, 2013",7h,,,,,
94,1065,grisenti,PC,7h,NR,,2019595,Completed,First,"October 29, 2015",7h,,,,,
95,1065,rufusun,PC,7h,NR,,8462839,Completed,First,"March 06, 2019",7h,,,,,
96,1065,slickochet,Xbox 360,7h,NR,,4496,Completed,First,"August 20, 2011",7h,,,,,
97,1065,tblair,PC,7h,NR,,8473105,Completed,First,"March 16, 2019",7h,,,,,
98,1065,Private,PC,7h,NR,,570235,Completed,First,"January 12, 2014",7h,,,,,
99,1065,wilellion,PC,7h,NR,,1369346,Completed,First,"May 17, 2015",7h,,,,,
100,1065,yellowsacred,PC,7h,NR,,3400235,Completed,First,August 2016,7h,,,,,
101,1065,theplump,PC,7h 04m,100%,,1776616,Completed,First,"January 04, 2013",7h 04m,,,,,
102,1065,Cribba,PC,7h 05m,NR,,809418,Completed,First,"July 17, 2014",7h 05m,,,,,
103,1065,TheAutisticGamer,PC,7h 07m,80%,,6907905,Completed,First,"August 24, 2018",7h 07m,,,Beat Main Campaign. Played on Easy. Played Original Version instead of Remastered due to crashes on remastered.,,
104,1065,bordje,PC,7h 09m,100%,,2584016,Completed,First,,7h 09m,,,,,
105,1065,JTHP,Xbox One,7h 10m,NR,,8505270,Completed,First,"March 23, 2019",7h 10m 20s,,,,,
106,1065,,PC,7h 11m,NR,,511591,Completed,First,,7h 11m,,,,,
107,1065,DuckYde,PC,7h 12m,NR,,8460589,Completed,First,"March 13, 2019",7h 12m,,,,,
108,1065,LopperUK,PC,7h 12m,NR,Beat remastered version,3432005,Completed,Replay,"September 16, 2016",7h 12m,,,,,
109,1065,XxMegaHD,Xbox One,7h 12m,NR,,8495796,Custom List Completed,First,"July 10, 2017",7h 12m,,,,,
110,1065,Mokatavatah,PC,7h 15m,NR,,7968321,Completed,First,"July 04, 2019",7h 15m,,,,,
111,1065,Jehloz,PC,7h 17m,NR,,9219641,Completed,First,,7h 17m,,,,,
112,1065,Dradis,PC,7h 18m,NR,,3389023,Completed,First,"September 04, 2016",7h 18m,,,,,
113,1065,SpicyAndroid,PC,7h 21m,NR,,9314599,Completed,First,"August 06, 2019",7h 21m,,,,,
114,1065,lolifofo,PlayStation 4,7h 21m,80%,,6681214,Completed,First,"July 28, 2018",7h 21m,,,,,
115,1065,Kringelum,PC,7h 22m,NR,Rushed,7627032,Completed,First,,7h 22m,,,,,
116,1065,,Xbox One,7h 25m,NR,,6371819,Completed,First,,7h 25m,,,,,
117,1065,Private,PC,7h 25m,NR,,5842068,Replay Completed,Replay,"July 10, 2017",7h 25m,,,,7h 25m /,
118,1065,Latouffe,PC,7h 25m,NR,,836799,Completed,First,"August 04, 2014",7h 25m,,,,,
119,1065,,PlayStation 4,7h 25m,NR,,8738080,Completed,First,,7h 25m 58s,,,,,
120,1065,,Xbox 360,7h 26m,NR,,3303152,Completed,Replay,,7h 26m,,,,,
121,1065,,PC,7h 30m,NR,,550131,Completed,First,,7h 30m,,,,,
122,1065,,PC,7h 30m,NR,,2046160,Completed,First,,7h 30m,,,,,
123,1065,Private,PC,7h 30m,100%,,314965,Completed,First,"July 07, 2013",7h 30m,,,,,
124,1065,ae_zaqweerty27,PC,7h 30m,70%,,11307644,Completed,First,"February 28, 2020",7h 30m,13h,,,,
125,1065,w16240,PC,7h 30m,100%,,472889,Completed,First,"March 30, 2013",7h 30m,,,,,
126,1065,Private,PC,7h 30m,100%,,6501092,Completed,Replay,,7h 30m,,,,,
127,1065,atarimania,PC,7h 34m,NR,,1356522,Completed,First,"May 10, 2015",7h 34m,,,,,
128,1065,ifisedi,PC,7h 35m,80%,,229355,Completed,First,"April 08, 2008",7h 35m,,,,,
129,1065,brianos1611,PC,7h 35m,NR,,536700,Completed,First,"April 05, 2014",7h 35m 54s,,,,,
130,1065,Kronikolizon,PlayStation 3,7h 37m,90%,,524012,Completed,First,"December 19, 2011",7h 37m,,,,,
131,1065,,PC,7h 39m,NR,first playthrough only playthrough wil not play this game again,10832394,Completed,First,,7h 39m 44s,,,,,
132,1065,,PC,7h 40m,NR,,1958995,Completed,First,,7h 40m,,,,,
133,1065,,PC,7h 40m,NR,,7410007,Completed,First,,7h 40m,,,,,
134,1065,cloud12817,PlayStation 4,7h 40m,NR,,11065902,Completed,Replay,"February 28, 2020",7h 40m,,,,,
135,1065,ppytry,PC,7h 40m,NR,,11627439,Completed,First,,7h 40m,,,,,
136,1065,Copperore14,PC,7h 42m,NR,,2028338,Completed,First,"October 31, 2015",7h 42m,,,,,
137,1065,,PC,7h 43m,NR,,537979,Completed,First,,7h 43m,,,,,
138,1065,miliano,PC,7h 43m,90%,,8717334,Completed,First,"November 21, 2018",7h 43m 24s,8h 51m 29s,15h 32m 24s,,,
139,1065,,PC,7h 45m,NR,,790735,Completed,First,,7h 45m,,,,,
140,1065,,PC,7h 48m,NR,,713905,Completed,First,,7h 48m,,,,,
141,1065,,PlayStation 4,7h 48m,NR,,3446212,Completed,First,,7h 48m,,,,,
142,1065,,PlayStation 4,7h 48m,NR,,3446280,Completed,First,,7h 48m,,,,,
143,1065,,PC,7h 48m,NR,,4719623,Completed,First,,7h 48m,,,,,
144,1065,EhLeeUht,PC,7h 48m,NR,,5002431,Completed,Replay,"September 03, 2017",7h 48m,,,,,
145,1065,corbzcool1,PC,7h 50m,NR,,658574,Completed,First,"March 10, 2014",7h 50m,,,,,
146,1065,vlives,PC,7h 54m,60%,,253432,Completed,First,"March 28, 2013",7h 54m 13s,,,"Just wanted to complete game as fast as possible in first playthrough. Even here lost 30 minutes, because i couldn`t find helmet. 0 deaths, good ending.",,
147,1065,sb45,PC,7h 55m,NR,,699269,Completed,First,"April 19, 2014",7h 55m,,,,,
148,1065,,PC,8h,NR,,373883,Completed,First,,8h,,,,,
149,1065,,PC,8h,NR,,571664,Completed,First,,8h,,,,,
150,1065,,PC,8h,NR,,907745,Completed,First,,8h,,,,,
151,1065,,PC,8h,NR,,1085085,Completed,First,,8h,,,,,
152,1065,,PC,8h,NR,,1208896,Completed,First,,8h,,,,,
153,1065,,PC,8h,NR,,1359853,Completed,First,,8h,,,,,
154,1065,,Xbox 360,8h,NR,,1406503,Completed,First,,8h,,,,,
155,1065,,Xbox 360,8h,NR,,1514348,Completed,First,,8h,,,,,
156,1065,,PC,8h,NR,Easy difficulty,1651916,Completed,First,,8h,,,,,
157,1065,,PC,8h,NR,,2619440,Completed,First,,8h,,,,,
158,1065,,PC,8h,NR,,3560301,Completed,First,,8h,,,,,
159,1065,,PC,8h,NR,,4150375,Completed,First,,8h,,,,,
160,1065,,PC,8h,NR,,4362900,Completed,First,,8h,,,,,
161,1065,,PC,8h,NR,,7845923,Completed,First,,8h,,,,,
162,1065,,PC,8h,NR,,8256394,Completed,Replay,,8h,,,,,
163,1065,,PC,8h,NR,,9264505,Completed,First,,8h,,,,,
164,1065,,PC,8h,NR,,10294208,Completed,First,,8h,,,,,
165,1065,,PC,8h,NR,,10356043,Completed,First,,8h,,,,,
166,1065,,PlayStation 4,8h,NR,,10651396,Completed,Replay,,8h,,,,,
167,1065,,PC,8h,NR,,10755262,Completed,First,,8h,,,,,
168,1065,,PC,8h,NR,,11056735,Completed,First,,8h,,,,,
169,1065,ASmallPotato,PC,8h,60%,,5953811,Custom List Completed,First,"July 10, 2019",8h,,,,,
170,1065,BlueBabyYoshi,PC,8h,100%,,6057409,Playing Completed,First,"March 30, 2018",8h,,,,8h /,
171,1065,BraggerCrab,PC,8h,100%,,6895731,Completed,Replay,"December 15, 2017",8h,,,,,
172,1065,Copeland1994,PlayStation 4,8h,90%,,10986125,Completed,First,"February 20, 2018",8h,,,,,
173,1065,Private,PC,8h,NR,,1494602,Completed,First,"July 17, 2015",8h,,,,,
174,1065,DannosPlz,PC,8h,60%,,10901398,Completed,First,"January 28, 2020",8h,,,,,
175,1065,Evilist,PC,8h,NR,,1320333,Completed,First,"May 18, 2013",8h,,,,,
176,1065,Gamu_,Xbox 360,8h,80%,,6804713,Completed,First,"June 26, 2016",8h,,,regular playthrough,,
177,1065,Gamu_xp,Xbox 360,8h,90%,,8435177,Completed,First,"June 26, 2016",8h,,,,,
178,1065,Gidner,PC,8h,100%,,7191436,Completed,Replay,"December 27, 2015",8h,,,,,
179,1065,Hanni16,PC,8h,100%,,1341324,Completed,First,"May 12, 2015",8h,,,,,
180,1065,JorK,PC,8h,NR,,10618055,Completed,First,"December 21, 2019",8h,,,,,
181,1065,Private,PC,8h,100%,,729624,Completed,First,"May 17, 2014",8h,,,,,
182,1065,KushMasta,PC,8h,NR,,11576716,Completed,First,"April 27, 2020",8h,9h,11h,,,
183,1065,KyPapie,PC,8h,NR,,1839167,Completed,First,"September 18, 2015",8h,,,,,
184,1065,Private,PC,8h,90%,Main story with a little side stuff (Exploring mostly not quests),11302567,Completed,First,"April 05, 2020",8h,,,,,
185,1065,Mimic31,PC,8h,90%,,3484531,Completed,First,,8h,,,,,
186,1065,MiniTick,PC,8h,NR,No real sidequests done,9207284,Completed,Replay,,8h,,,,,
187,1065,Nailon,PC,8h,80%,,2516541,Completed,First,"February 03, 2016",8h,,,,,
188,1065,NoOseV,PC,8h,NR,,5403223,Completed,First,"November 30, 2017",8h,,,,,
189,1065,Occopuyo,PC,8h,80%,,407503,Completed,First,"September 12, 2013",8h,,,,,
190,1065,Penvellyn,PC,8h,NR,,4942483,Completed,First,,8h,,,,,
191,1065,Private,PC,8h,NR,,10522956,Completed,First,"December 02, 2019",8h,,,,,
192,1065,PolaroidCupcake,PC,8h,NR,,1544728,Completed,Replay,"March 22, 2013",8h,,,,,
193,1065,Private,,8h,80%,,383965,Completed,First,"August 21, 2013",8h,,,,,
194,1065,Pturtel,PC,8h,80%,,9079775,Completed,First,,8h,,,,,
195,1065,Quofum,PC,8h,NR,,11464777,Completed,First,"January 07, 2019",8h,,,,,
196,1065,Rikdyou,PC,8h,80%,,3150030,Completed,First,"July 13, 2017",8h,,,,,
197,1065,Sferruzza40,PC,8h,NR,,10681509,Completed,First,"June 16, 2018",8h,,,,,
198,1065,Shamefulyak,PC,8h,NR,,873651,Completed,First,"August 03, 2014",8h,,,,,
199,1065,Shwade,PC,8h,90%,,2435543,Completed,First,"October 30, 2012",8h,,,,,
200,1065,Skye_Stone,PlayStation 4,8h,NR,,10149244,Completed,First,"January 15, 2019",8h,,,,,
201,1065,SpeedyAj3121,PC,8h,70%,,3863476,Completed,First,,8h,,,,,
202,1065,TAMU_Valk,PC,8h,NR,,11020902,Completed,First,,8h,,,,,
203,1065,Tamorok,PC,8h,NR,,68444,Completed,First,"April 07, 2012",8h,,,,,
204,1065,Tandemize,PC,8h,NR,,11237606,Completed,First,"March 24, 2020",8h,,,,,
205,1065,TheRevolutionist,PC,8h,60%,,1361233,Completed,First,"July 26, 2014",8h,,,,,
206,1065,Private,PC,8h,100%,,2055974,Completed,First,"November 07, 2015",8h,,,,,
207,1065,Vrand,PC,8h,90%,,364234,Completed,First,,8h,12h,,,,
208,1065,WCReiniger84,PC,8h,80%,,10311545,Completed,First,"October 27, 2019",8h,,,,,
209,1065,adamsfilthy,PC,8h,70%,rushed pretty hard from about half way through the game,11927451,Completed,First,"June 08, 2020",8h,,,,,
210,1065,angela_cake,PC,8h,NR,,1085267,Completed,First,2014,8h,,,,,
211,1065,darcalus,PC,8h,NR,,6128357,Completed,Replay,"May 07, 2011",8h,,,,,
212,1065,dustydude,PC,8h,NR,,1319333,Completed,First,"April 26, 2015",8h,,,,,
213,1065,Private,PC,8h,NR,,8453552,Completed,First,"March 12, 2019",8h,,,,,
214,1065,Private,PC,8h,NR,,3504801,Completed,First,,8h,,,,,
215,1065,Private,PC,8h,NR,,240358,Completed,First,,8h,,,,,
216,1065,inevias,PC,8h,NR,,1231750,Completed,Replay,"August 21, 2014",8h,,,,,
217,1065,inkwitty,PC,8h,70%,,6105232,Completed,First,"April 10, 2018",8h,,,,,
218,1065,jadrianr,PC,8h,80%,,7866064,Completed,First,"December 29, 2018",8h,,,,,
219,1065,kotra97,PC,8h,NR,,11941713,Completed,First,"January 17, 2018",8h,,,,,
220,1065,kunik14,PC,8h,NR,,5052837,Completed,First,"September 15, 2017",8h,8h 30m,,,,
221,1065,Private,PC,8h,NR,,1211477,Completed,First,,8h,,,,,
222,1065,mightyelk,PC,8h,NR,,4208951,Completed,First,,8h,,,,,
223,1065,nostalgianator,PC,8h,80%,,669605,Completed,First,"March 09, 2014",8h,,,,,
224,1065,petefic,PC,8h,NR,,2699368,Completed,First,,8h,,,,,
225,1065,Private,PC,8h,NR,,8465586,Completed,Replay,"November 28, 2014",8h,,,,,
226,1065,smaczny,PC,8h,NR,,3986826,Playing Completed,First,"January 29, 2017",8h,,,,,
227,1065,terminatorgogi,PC,8h,NR,,1039227,Completed,First,"November 28, 2014",8h,,,,,
228,1065,teukgongrage,PC,8h,NR,,252613,Completed,First,"September 22, 2012",8h,,,,,
229,1065,tom_davies,PC,8h,NR,,1189866,Completed,First,,8h,,,,,
230,1065,treasy,PC,8h,80%,Only took 6 years to get around to beating it.,242710,Completed,First,"April 11, 2013",8h,,,,,
231,1065,wiink,PC,8h,90%,,63995,Completed,First,,8h,,,,,
232,1065,empirixdz,PC,8h 01m,NR,,7903845,Completed,First,"February 14, 2019",8h 01m,,,,,
233,1065,NukeYourNanny,PC,8h 04m,NR,,7744398,Completed,First,"May 22, 2019",8h 04m 35s,,,,,
234,1065,,PC,8h 05m,NR,,1255101,Completed,First,,8h 05m,,,,,
235,1065,zeruel132,PC,8h 05m,NR,,1669043,Completed,First,"August 16, 2015",8h 05m,,,"Quite fun, although lost a lot of time because of crashing on Win 7 32-bit",,
236,1065,Corvus,PC,8h 06m,90%,,239157,Completed,First,"June 10, 2013",8h 06m,,,,,
237,1065,Rtzon,PC,8h 06m,100%,,312558,Completed,First,"January 11, 2014",8h 06m,,,,,
238,1065,,PC,8h 10m,NR,,2850829,Completed,First,,8h 10m,,,,,
239,1065,LopperUK,PC,8h 11m,100%,,1800705,Completed,Replay,,8h 11m,,,,,
240,1065,,PC,8h 12m,NR,,10324424,Completed,First,,8h 12m,,,,,
241,1065,DeathCode,PlayStation 3,8h 12m,90%,,50626,Completed,First,,8h 12m,,,,,
242,1065,Le_Breum,PC,8h 12m,NR,,4393801,Completed,First,,8h 12m,,,,,
243,1065,ROBALEXXX_CP,Xbox One,8h 13m,90%,,10290407,Completed,First,"October 23, 2019",8h 13m,,,,,
244,1065,,PC,8h 15m,NR,,894149,Completed,First,,8h 15m,,,,,
245,1065,,Xbox 360,8h 15m,NR,,928023,Completed,First,,8h 15m,,,,,
246,1065,Blackprince,PC,8h 18m,NR,,4281015,Completed,First,,8h 18m,,,,,
247,1065,togatme,PC,8h 18m,NR,,6446377,Completed,First,"June 21, 2018",8h 18m,,,,,
248,1065,,PC,8h 20m,NR,,1072597,Completed,First,,8h 20m,,,,,
249,1065,Private,PC,8h 20m,NR,,1932579,Completed,First,"October 10, 2015",8h 20m,,,,,
250,1065,Lock_Down_Leo,PC,8h 20m,100%,,6023763,Completed,Replay,"March 23, 2018",8h 20m,,,,,
251,1065,,PC,8h 20m,NR,,7703499,Completed,First,,8h 20m 21s,,,,,
252,1065,,PlayStation 4,8h 23m,NR,,10945325,Completed,First,,8h 23m 37s,,,,,
253,1065,,PC,8h 24m,NR,Easy Mode,6147161,Completed,First,,8h 24m 22s,,,,,
254,1065,AcidCreeper,PC,8h 25m,NR,,1925064,Completed,First,"October 09, 2015",8h 25m,,,,,
255,1065,NBSN,Xbox 360,8h 25m,90%,,1190188,Completed,First,,8h 25m,,,,,
256,1065,,PlayStation 3,8h 27m,NR,"All weapons and plasmids obtained, all but 3 little sisters harvested,",2928214,Completed,Replay,,8h 27m 24s,,,,,
257,1065,,PC,8h 30m,NR,,497229,Completed,First,,8h 30m,,,,,
258,1065,,PC,8h 30m,NR,Saved all little sisters.,1155925,Completed,First,,8h 30m,,,,,
259,1065,,PC,8h 30m,NR,,3589030,Completed,First,,8h 30m,,,,,
260,1065,,PC,8h 30m,NR,,8315907,Completed,Replay,,8h 30m,10h,,,,
261,1065,Gruffman,PC,8h 30m,100%,,349311,Completed,First,"November 14, 2012",8h 30m,,,,,
262,1065,NYVideoGameFreak,PC,8h 30m,NR,"Medium Difficulty, 3rd Time Beating the Game",204549,Completed,Replay,"March 20, 2013",8h 30m,,,,,
263,1065,Realtione,PC,8h 30m,80%,,5026303,Completed,First,2017,8h 30m,,,,,
264,1065,guest1321,Xbox 360,8h 30m,NR,,90747,Completed,First,,8h 30m,,,,,
265,1065,kyletx500,PC,8h 30m,NR,,10939983,Completed,Replay,"February 04, 2020",8h 30m,,,,,
266,1065,slaus0n,PC,8h 30m,NR,,360353,Completed,First,,8h 30m,,,,,
267,1065,steph_0909,PC,8h 30m,NR,,573245,Completed,First,"May 14, 2011",8h 30m,9h,,,,
268,1065,xKidoku,PC,8h 30m,NR,,925196,Completed,First,"December 05, 2013",8h 30m,,,,,
269,1065,acidzero,PC,8h 30m,NR,,209222,Completed,First,"March 11, 2013",8h 30m 15s,,,,,
270,1065,,PC,8h 33m,NR,,2076881,Completed,First,,8h 33m,,,,,
271,1065,Shumno,PC,8h 34m,90%,Good Ending not all sister and audiologs,8402083,Completed,First,"April 29, 2020",8h 34m,,,,,
272,1065,sweetride27,Xbox 360,8h 35m,80%,,605361,Completed,Replay,"October 26, 2011",8h 35m,,,,,
273,1065,WereWolf_PL,PC,8h 35m,100%,,238420,Completed,First,"February 09, 2013",8h 35m 50s,,,,,
274,1065,GTBAtom,PC,8h 36m,NR,,6476191,Completed,Replay,"September 01, 2017",8h 36m,,,,,
275,1065,HentaiShinshi,PC,8h 36m,NR,,8505970,Completed,First,"March 23, 2019",8h 36m,,,,,
276,1065,iizdat1n00b,PC,8h 36m,NR,,3127968,Completed,First,,8h 36m,,,,,
277,1065,,PC,8h 36m,NR,,11062344,Completed,First,,8h 36m 27s,,,,,
278,1065,Private,PC,8h 37m,90%,,11120102,Completed,Replay,"April 16, 2020",8h 37m 24s,,,,,
279,1065,,PC,8h 38m,NR,,3635507,Completed,First,,8h 38m,,,,,
280,1065,Farzeer,PC,8h 38m,70%,,470501,Completed,First,"November 30, 2013",8h 38m 02s,,,,,
281,1065,,,8h 40m,NR,,284325,Completed,First,,8h 40m,,,,,
