,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Speedrun
43,1068,automaticfox,PlayStation 3,6h 43m,40%,,590723,Completed,First,"February 19, 2014",6h 43m 16s,,,,,
44,1068,Gredonn,PC,6h 48m,NR,,9586973,Completed,First,"September 12, 2019",6h 48m,,,,,
45,1068,Xxracso40xX,PC,6h 50m,100%,,7076237,Completed,First,,6h 50m,,,,,
46,1068,,PC,6h 50m,NR,,5552372,Completed,First,,6h 50m 20s,,,,,
47,1068,,PC,6h 50m,NR,,2850828,Completed,First,,6h 50m 41s,,,,,
48,1068,,PC,6h 55m,NR,,5465427,Completed,First,,6h 55m,,,,,
49,1068,1c3ntfm31f,PC,6h 57m,NR,,8044109,Completed,First,"January 16, 2019",6h 57m 22s,,,,,
50,1068,,PlayStation 3,7h,NR,i hate the gameplay of these games but the story is amazing i have not beaten bs1 and 2,533158,Completed,First,,7h,,,,,
51,1068,,PC,7h,NR,,558486,Completed,First,,7h,,,,,
52,1068,,PC,7h,NR,Played on Easy,606995,Completed,First,,7h,,,,,
53,1068,,PC,7h,NR,,607623,Completed,First,,7h,,,,,
54,1068,,PC,7h,NR,,737294,Completed,First,,7h,,,,,
55,1068,,PC,7h,NR,,753751,Completed,First,,7h,,,,,
56,1068,,PC,7h,NR,,781287,Completed,First,,7h,,,,,
57,1068,,PC,7h,NR,,918933,Completed,First,,7h,,,,,
58,1068,,PC,7h,NR,,1081634,Completed,First,,7h,,,,,
59,1068,,PC,7h,NR,,1261648,Completed,First,,7h,,,,,
60,1068,,PC,7h,NR,,1405133,Completed,First,,7h,,,,,
61,1068,,PC,7h,NR,,1654670,Completed,First,,7h,,,,,
62,1068,,PC,7h,NR,,1775934,Completed,Replay,,7h,,,,,
63,1068,,PC,7h,NR,,2255831,Completed,First,,7h,,,,,
64,1068,,PC,7h,NR,Easy difficulty,2789891,Completed,First,,7h,,,,,
65,1068,,PC,7h,NR,,4651356,Completed,First,,7h,,,,,
66,1068,,PC,7h,NR,,4655479,Completed,First,,7h,,,,,
67,1068,,Xbox 360,7h,NR,,4668442,Completed,First,,7h,10h,,,,
68,1068,,PC,7h,NR,,4743212,Completed,First,,7h,,,,,
69,1068,,PC,7h,NR,,4818194,Completed,First,,7h,,,,,
70,1068,,PC,7h,NR,,4975648,Completed,First,,7h,,,,,
71,1068,,PC,7h,NR,,5684066,Completed,First,,7h,,,,,
72,1068,,PC,7h,NR,,6043189,Completed,First,,7h,,,,,
73,1068,,PC,7h,NR,,6045272,Completed,First,,7h,,,,,
74,1068,,PC,7h,NR,,6487608,Completed,First,,7h,,,,,
75,1068,,PC,7h,NR,,6871272,Completed,First,,7h,,,,,
76,1068,,PC,7h,NR,,9426585,Completed,First,,7h,,,,,
77,1068,,PC,7h,NR,,10833256,Completed,First,,7h,,,,,
78,1068,AbsoIution,PC,7h,NR,,3250993,Completed,First,"July 23, 2016",7h,,,,,
79,1068,Asimek,PC,7h,NR,,10415450,Completed,Replay,"November 12, 2019",7h,,,,,
80,1068,Axyron,PC,7h,NR,,3400730,Completed,First,"September 07, 2016",7h,,,,,
81,1068,Criminux,PC,7h,80%,,1258081,Completed,First,"June 01, 2013",7h,,,,,
82,1068,Croton,PC,7h,70%,Main Story + Burial at Sea,8766242,Completed,First,"May 02, 2019",7h,10h,,,,
83,1068,Dappers,PC,7h,90%,,11510444,Completed,First,"September 25, 2019",7h,,,,,
84,1068,Darthaegis,PC,7h,30%,,3942407,Completed,First,"February 03, 2016",7h,,,,,
85,1068,DivineBloodline,PC,7h,80%,,3669050,Completed,First,"November 25, 2016",7h,,,,,
86,1068,Dubsepp,PC,7h,90%,,277616,Completed,First,"June 01, 2013",7h,,,,,
87,1068,FrizzleDizle,PC,7h,NR,,1081838,Completed,First,,7h,,,,,
88,1068,FrizzleDizle,PC,7h,NR,,1859276,Completed,First,"December 29, 2013",7h,,,,,
89,1068,Froggo,PC,7h,NR,,10722746,Completed,Replay,"January 02, 2020",7h,,,,,
90,1068,GamingallGenres,Xbox 360,7h,60%,7:00:00,928283,Completed,First,,7h,,,Made a nice YouTube Playthrough: https://www.youtube.com/playlist?list=PLmK2cwSdVUETkPMn7bEkIQG72_eNnpnYC,,
91,1068,GermanDarknes,PC,7h,NR,,11607478,Completed,First,"April 30, 2020",7h,,,,,
92,1068,Josiah77x,PC,7h,NR,,3542125,Completed,First,"October 23, 2016",7h,,,,,
93,1068,Kekachino,PC,7h,90%,,11003475,Completed,First,"February 17, 2020",7h,,,,,
94,1068,Lazlo319,PC,7h,40%,,395602,Completed,First,,7h,,,,,
95,1068,Lurzkesh1138,PC,7h,80%,,513544,Completed,First,"December 09, 2013",7h,,,,,
96,1068,LzyP4nd4,PC,7h,NR,,5127274,Completed,First,"October 03, 2017",7h,,,,,
97,1068,MalPal98,PC,7h,90%,,11373149,Completed,Replay,"April 04, 2020",7h,,,,,
98,1068,Mir0zz,PC,7h,70%,,6219395,Completed Retired,First,"May 08, 2018",7h,,,,,
99,1068,OrarParjai,PC,7h,NR,,3428524,Backlog Completed,First,"November 02, 2016",7h,,,,7h /,
100,1068,Rattlehead,PC,7h,NR,,11706710,Completed,First,"May 11, 2020",7h,,,,,
101,1068,Private,PC,7h,NR,,4639102,Completed,First,"June 28, 2017",7h,,,,,
102,1068,Rus_Kulyasov,PC,7h,NR,,5834787,Completed,Replay,,7h,,,,,
103,1068,Saches,PC,7h,90%,,323866,Completed,First,"July 13, 2013",7h,,,,,
104,1068,Sekky,PC,7h,NR,,768519,Completed,First,"June 22, 2014",7h,,,,,
105,1068,Sferruzza40,PC,7h,NR,,10681514,Completed,First,"March 08, 2018",7h,,,,,
106,1068,Skrimir,PC,7h,NR,,11175058,Completed,First,"March 17, 2020",7h,,,,,
107,1068,Strongfoam,Xbox 360,7h,NR,,1276690,Completed,First,,7h,,,,,
108,1068,Tandemize,PC,7h,NR,,3282976,Completed,First,"March 28, 2016",7h,,,,,
109,1068,Yekii,PC,7h,70%,,11708563,Completed,First,"May 11, 2020",7h,,,,,
110,1068,andreosas,PC,7h,NR,,1409372,Completed,First,"June 23, 2015",7h,,,,,
111,1068,donkboi,PC,7h,NR,,6148233,Completed,First,"October 19, 2017",7h,,,,,
112,1068,gapposai,PC,7h,70%,,4113725,Completed,First,"February 25, 2013",7h,,,,,
113,1068,hasnatbashir,Xbox 360,7h,90%,,7449482,Completed,First,August 2014,7h,,,,,
114,1068,k3tchup,PC,7h,NR,,2826116,Completed,First,,7h,,,,,
115,1068,krugear,PC,7h,NR,,6140815,Completed,First,"April 18, 2018",7h,,,,,
116,1068,lolifofo,PlayStation 4,7h,70%,,6812118,Completed,First,"August 13, 2018",7h,,,,,
117,1068,neokurogachii,PC,7h,NR,,11949234,Completed,First,,7h,,,,,
118,1068,pascaldulieu,PC,7h,NR,,1190065,Completed,First,"February 12, 2015",7h,,,,,
119,1068,sleek,PC,7h,100%,,3715846,Completed,First,"December 01, 2016",7h,,,,,
120,1068,uvehj,PC,7h,NR,,1900719,Completed,First,"October 25, 2015",7h,,,,,
121,1068,BRCamaronXX,PC,7h 02m,NR,,6033026,Completed,First,"March 24, 2018",7h 02m,,,,,
122,1068,Verranicus,PC,7h 04m,NR,,7185549,Completed,First,,7h 04m 12s,,,,,
123,1068,,PC,7h 05m,NR,,3477904,Completed,First,,7h 05m,,,,,
124,1068,,Xbox 360,7h 06m,NR,good game,1248686,Completed,First,,7h 06m,,,,,
125,1068,,PC,7h 06m,NR,First time playing,3159613,Completed,First,,7h 06m,,,,,
126,1068,SystemError514,PC,7h 06m,100%,,1244357,Completed,First,"March 15, 2015",7h 06m 22s,,,Really good game,,
127,1068,,PC,7h 10m,NR,,11930134,Completed,First,,7h 10m,,,,,
128,1068,DasRhodes,PC,7h 10m,80%,,2625949,Completed,First,,7h 10m,,,,,
129,1068,Albanox,PC,7h 11m,NR,,1037256,Completed,First,"October 28, 2014",7h 11m 34s,,,,,
130,1068,,PC,7h 12m,NR,,373882,Completed,First,,7h 12m,,,,,
131,1068,Lock_Down_Leo,PC,7h 12m,30%,,6034951,Completed,First,"March 25, 2018",7h 12m,,,,,
132,1068,HandyGecko,PC,7h 15m,100%,,527948,Completed,First,"December 22, 2013",7h 15m,,,,,
133,1068,cloud12817,PlayStation 4,7h 15m,NR,,11097741,Completed,Replay,"March 04, 2020",7h 15m,,,,,
134,1068,coldfusuin,PC,7h 15m,100%,,5316620,Completed,First,"November 13, 2017",7h 15m,,,,,
135,1068,,PC,7h 15m,NR,,5305344,Completed,First,,7h 15m 10s,,,,,
136,1068,Rynakinz,PC,7h 16m,NR,,4434118,Completed,First,"May 18, 2017",7h 16m 23s,,,,,
137,1068,ShadionicZX,PC,7h 16m,70%,,8806344,Completed,First,"August 13, 2019",7h 16m 58s,,,,,
138,1068,,PC,7h 20m,NR,,946789,Completed,First,,7h 20m,10h 10m,,,,
139,1068,,PC,7h 20m,NR,,1002900,Completed,First,,7h 20m,,,,,
140,1068,,PC,7h 20m,NR,,1342796,Completed,First,,7h 20m,,,,,
141,1068,,PC,7h 20m,NR,,4736847,Completed,First,,7h 20m,,,,,
142,1068,Quotenschlumpf,PC,7h 20m,NR,,6784667,Completed,First,"February 18, 2017",7h 20m,,,,,
143,1068,ScarySquirrel,PC,7h 20m,90%,,281319,Completed,First,"July 11, 2013",7h 20m,,,,,
144,1068,TheOtherMiles,PC,7h 20m,100%,,513567,Completed,First,"December 09, 2013",7h 20m,,,,,
145,1068,Private,PC,7h 20m,90%,,8223046,Completed,First,,7h 20m,,,,,
146,1068,kkrotz,PC,7h 20m,90%,,4609187,Completed,Replay,"June 22, 2017",7h 20m,,,,,
147,1068,sylmarien,PC,7h 20m,NR,,5489361,Completed,First,"December 19, 2017",7h 20m,,,,,
148,1068,,PC,7h 21m,NR,Was amazing game now I want to complete it 100%,570348,Completed,First,,7h 21m 23s,,,,,
149,1068,Vaeirn,PC,7h 22m,100%,"Medium difficulty, hardly any optional stuff.",555308,Completed,First,"January 04, 2014",7h 22m,,,,,
150,1068,,PC,7h 23m,NR,,11545820,Completed,First,,7h 23m 56s,,,,,
151,1068,dudeweirdo99,PC,7h 24m,NR,,1960096,Completed,First,"October 15, 2015",7h 24m,,,,,
152,1068,yoshicooper2,PC,7h 24m,NR,,4038259,Completed,First,,7h 24m,,,,,
153,1068,KMoney,Xbox 360,7h 24m,100%,,5509,Completed,First,"June 23, 2013",7h 24m 48s,,,,,
154,1068,fps_christian,PC,7h 25m,NR,,1341655,Completed,First,"May 12, 2015",7h 25m,,,,,
155,1068,jakebornheimer,Mac,7h 26m,NR,,4590698,Completed,Replay,,7h 26m,,,,,
156,1068,,PC,7h 28m,NR,,1083797,Completed,First,,7h 28m 12s,,,,,
157,1068,,Xbox 360,7h 29m,NR,,1250136,Completed,First,,7h 29m 38s,,,,,
158,1068,,PC,7h 30m,NR,,610762,Completed,First,,7h 30m,,,,,
159,1068,,PC,7h 30m,NR,,664536,Completed,First,,7h 30m,,,,,
160,1068,,PC,7h 30m,NR,,1059521,Completed,First,,7h 30m,,,,,
161,1068,,PC,7h 30m,NR,,1136106,Completed,First,,7h 30m,,,,,
162,1068,,PC,7h 30m,NR,,1824272,Completed,First,,7h 30m,,,,,
163,1068,,PC,7h 30m,NR,,3286664,Completed,First,,7h 30m,,,,,
164,1068,,PC,7h 30m,NR,,6048849,Completed,First,,7h 30m,,,,,
165,1068,,PC,7h 30m,NR,,8201377,Completed,First,,7h 30m,,,,,
166,1068,,PC,7h 30m,NR,,9347925,Completed,First,,7h 30m,,,,,
167,1068,,PC,7h 30m,NR,,11256866,Completed,Replay,,7h 30m,,,,,
168,1068,Bobanate,PC,7h 30m,NR,,10624705,Completed,First,"December 20, 2019",7h 30m,,,,,
169,1068,TwoThrones,PC,7h 30m,60%,,2121264,Completed,First,"March 02, 2016",7h 30m,,,,,
170,1068,fetahundenyoda,PC,7h 30m,80%,,315275,Completed,First,"July 07, 2013",7h 30m,,,,,
171,1068,heychrisfox,PlayStation 3,7h 30m,100%,,574015,Completed,First,"April 08, 2013",7h 30m,16h,26h,,,
172,1068,Private,PC,7h 30m,60%,Rushed through the main story,1445409,Completed,First,"November 07, 2013",7h 30m,,,,,
173,1068,,PC,7h 31m,NR,,5885094,Completed,First,,7h 31m,,,,,
174,1068,,PC,7h 34m,NR,,294115,Completed,First,,7h 34m,,,,,
175,1068,,PlayStation 4,7h 34m,NR,,10754064,Completed,Replay,,7h 34m,,,,,
176,1068,NocturnalFrenzy,PC,7h 34m,NR,,3067927,Completed,First,,7h 34m,,,,,
177,1068,Slizzard,PC,7h 34m,NR,,251921,Completed,First,"March 26, 2013",7h 34m 16s,,,,,
178,1068,,PC,7h 36m,NR,,11063984,Completed,First,,7h 36m,,,,,
179,1068,iFons,PC,7h 36m,NR,,4527698,Completed,First,"June 04, 2017",7h 36m,,,,,
180,1068,,PC,7h 39m,NR,,1100325,Completed,First,,7h 39m,,,,,
181,1068,,PC,7h 39m,NR,,1918018,Completed,First,,7h 39m 23s,,,,,
182,1068,,PC,7h 40m,NR,,1090769,Completed,First,,7h 40m,,,,,
183,1068,,PC,7h 40m,NR,,1325569,Completed,First,,7h 40m,,,,,
184,1068,GhaliPotter,PC,7h 40m,NR,,9465248,Completed,First,"August 29, 2019",7h 40m,,,,,
185,1068,Yeshu,PC,7h 40m,NR,,4575194,Completed,First,,7h 40m,,,,,
186,1068,ericwf123,PlayStation 4,7h 40m,90%,,11294968,Completed,First,"April 03, 2020",7h 40m 14s,,,,,
187,1068,WeValueDJam,Xbox One,7h 42m,NR,,10947632,Completed,First,"February 07, 2020",7h 42m,,,,,
188,1068,Bazzadwarf,PC,7h 44m,90%,,2666385,Completed,First,,7h 44m,,,,,
189,1068,VonDozier,Xbox 360,7h 44m,80%,,370461,Completed,First,"September 19, 2013",7h 44m 18s,,,,,
190,1068,Private,Xbox 360,7h 45m,NR,,4238790,Completed,First,"March 26, 2017",7h 45m,,,,,
191,1068,JDRT1,PC,7h 45m,100%,Game played on normal difficulty. Played game at normal speed.,5141550,Completed,First,"October 07, 2017",7h 45m,,,,,
192,1068,Misio72,PC,7h 45m,50%,,11788091,Completed,First,"May 17, 2020",7h 45m,,,,,
193,1068,denisvojcak,PlayStation 4,7h 46m,80%,,11403325,Completed,First,"April 10, 2020",7h 46m 02s,,,,,
194,1068,,PC,7h 49m,NR,Easy af at difficult,2565416,Completed,First,,7h 49m,,,,,
195,1068,,PC,7h 50m,NR,,6812535,Completed,First,,7h 50m,,,,,
196,1068,CptAsian,PC,7h 50m,90%,,1307187,Completed,First,,7h 50m,,,,,
197,1068,EvilTom27,PC,7h 50m,NR,,1969925,Backlog Completed,First,"November 22, 2015",7h 50m,,,,1h 30m /,
198,1068,Luxyzinho,PC,7h 50m,NR,,539470,Completed,First,,7h 50m,,,,,
199,1068,olafurw,PC,7h 50m,NR,Main Story with minimal side wandering.,253171,Completed,First,"March 28, 2013",7h 50m,,,,,
200,1068,sheodox,PC,7h 50m,NR,,1082831,Completed,First,"December 28, 2014",7h 50m,,,,,
201,1068,stilongsen,PC,7h 52m,100%,,989797,Completed,First,"November 29, 2013",7h 52m,,,Remarkable,,
202,1068,,Xbox One,7h 54m,NR,,6527862,Completed,First,,7h 54m,,,,,
203,1068,humra,PC,7h 57m,100%,,2819566,Completed,First,"April 09, 2016",7h 57m 57s,,,,,
204,1068,GRT42,PlayStation 3,7h 59m,NR,,10593185,Completed,First,"December 14, 2019",7h 59m,,,,,
205,1068,Mongooser,PC,7h 59m,NR,,5257957,Completed,First,,7h 59m,,,,,
206,1068,smmac41,PlayStation 3,7h 59m,90%,,592749,Completed,First,"January 24, 2014",7h 59m 15s,,,,,
207,1068,,,8h,NR,,294222,Completed,First,,8h,,,,,
208,1068,,PC,8h,NR,"Very short game, but it was an amazing experience.",324535,Completed,First,,8h,,,,,
209,1068,,PC,8h,NR,"All rooms cleared, rarely used the guidance arrow.",357304,Completed,First,,8h,,,,,
210,1068,,Xbox 360,8h,NR,,387646,Completed,First,,8h,11h 30m,,,,
211,1068,,PC,8h,NR,,392636,Completed,First,,8h,,,,,
212,1068,,PC,8h,NR,Game gets really hard if you just rush through everything which I did.,443551,Completed,First,,8h,,,,,
213,1068,,PC,8h,NR,,511424,Completed,First,,8h,,,,,
214,1068,,PC,8h,NR,,526599,Completed,First,,8h,,,,,
215,1068,,PC,8h,NR,,531222,Completed,First,,8h,,,,,
216,1068,,PC,8h,NR,,566957,Completed,First,,8h,,,,,
217,1068,,PC,8h,NR,,626649,Completed,First,,8h,,,,,
218,1068,,PC,8h,NR,,635752,Completed,First,,8h,,,,,
219,1068,,PC,8h,NR,,664741,Completed,First,,8h,,,,,
220,1068,,PC,8h,NR,,680660,Completed,First,,8h,,,,,
221,1068,,PC,8h,NR,,726460,Completed,First,,8h,,,,,
222,1068,,PlayStation 3,8h,NR,,730061,Completed,First,,8h,,,,,
223,1068,,PC,8h,NR,,791873,Completed,Replay,,8h,,,,,
224,1068,,PC,8h,NR,,901064,Completed,First,,8h,,,,,
225,1068,,PC,8h,NR,,1138871,Completed,First,,8h,,,,,
226,1068,,PC,8h,NR,,1197749,Completed,First,,8h,,,,,
227,1068,,PC,8h,NR,,1406207,Completed,First,,8h,,,,,
228,1068,,PC,8h,NR,,1597731,Completed,First,,8h,,,,,
229,1068,,PC,8h,NR,,1966754,Completed,First,,8h,,,,,
230,1068,,Xbox 360,8h,NR,,3568242,Completed,First,,8h,,,,,
231,1068,,PlayStation 4,8h,NR,Beat it in a single sitting.,3767256,Completed,Replay,,8h,,,,,
232,1068,,PC,8h,NR,,3796987,Completed,First,,8h,,,,,
233,1068,,PC,8h,NR,,3956968,Completed,First,,8h,,,,,
234,1068,,PC,8h,NR,Medium difficulty - Steam Time + 1h rounded up - Just blazed through this as I only cared for the story - No DLC,4338095,Completed,First,,8h,,,,,
235,1068,,PC,8h,NR,,4362901,Completed,First,,8h,,,,,
236,1068,,PC,8h,NR,,4984710,Completed,First,,8h,,,,,
237,1068,,PC,8h,NR,,5031591,Completed,First,,8h,,,,,
238,1068,,PC,8h,NR,,5064270,Completed,First,,8h,13h,,,,
239,1068,,PC,8h,NR,,6815414,Completed,First,,8h,,,,,
240,1068,,PC,8h,NR,,8912027,Completed,First,,8h,,,,,
241,1068,,PC,8h,NR,,9679686,Completed,First,,8h,11h,19h,,,
242,1068,,PC,8h,NR,,11056747,Completed,First,,8h,,,,,
243,1068,,PC,8h,NR,,11518670,Completed,First,,8h,,,,,
244,1068,,PC,8h,NR,,11656312,Completed,First,,8h,,,,,
245,1068,AR4KA,PC,8h,100%,,332980,Completed,First,"May 24, 2013",8h,,,,,
246,1068,Aksu,PC,8h,60%,,372525,Completed,First,,8h,,,,,
247,1068,Blokniper,Xbox 360,8h,100%,,482922,Completed,First,"September 13, 2013",8h,11h,20h,"Great game with great story, great combat and the best ending in all games I've ever played!",,
248,1068,Breadmaker,PC,8h,80%,,7440481,Completed,First,"November 13, 2018",8h,,,,,
249,1068,BruunGaming,PC,8h,NR,,8978163,Completed,First,"June 16, 2019",8h,,,,,
250,1068,Clownick,PC,8h,NR,,3763908,Completed,First,,8h,,,,,
251,1068,Dilbalynch,PlayStation 4,8h,NR,,6570821,Completed,First,"July 11, 2018",8h,,,,,
252,1068,DookieDude,PC,8h,80%,,566315,Completed,First,"April 23, 2013",8h,,,,,
253,1068,DreamEaglr,PC,8h,NR,,4855122,Completed,First,"April 07, 2013",8h,,,,,
254,1068,EhLeeUht,PC,8h,NR,,4986954,Completed,Replay,,8h,,,,,
255,1068,GLA_Bramley,PC,8h,NR,,4197902,Completed,First,,8h,,,,,
256,1068,HAGROLD,PC,8h,NR,,11611294,Completed,First,"April 30, 2020",8h,,,,,
257,1068,IllegalMemes,PC,8h,NR,,3203977,Completed,Replay,"July 10, 2016",8h,11h,15h,,,
258,1068,JayTee,PC,8h,NR,,8962130,Completed,First,"June 15, 2019",8h,,,,,
259,1068,Jongjungbu,PC,8h,NR,,10667373,Completed,First,"September 25, 2013",8h,,,,,
260,1068,JynxStep,Xbox 360,8h,70%,,4200272,Completed,Replay,,8h,,,,,
261,1068,Killals195,PC,8h,100%,,2012513,Completed,First,"October 25, 2015",8h,,,,,
262,1068,LispyMohammad,PC,8h,NR,,7111651,Completed,Replay,"September 24, 2018",8h,,,,,
263,1068,LiterallyMe,PC,8h,NR,,3520169,Completed,First,"September 20, 2016",8h,,,,,
264,1068,LuckyTooth,PC,8h,NR,,6791081,Completed,First,,8h,,,,,
265,1068,Private,PC,8h,NR,,2644386,Completed,First,"February 24, 2016",8h,,,,,
266,1068,Netherstorms,PC,8h,NR,,1175540,Completed,First,,8h,,,,,
267,1068,Nume,PC,8h,NR,,11118554,Completed,First,"February 02, 2016",8h,,,,,
268,1068,PrimordialHelios,PC,8h,NR,Main Story,2928243,Completed,First,"May 01, 2016",8h,,,,,
269,1068,Radok97,PC,8h,90%,,6798008,Completed,First,"August 08, 2018",8h,,,,,
270,1068,Ranzar,PC,8h,NR,,3896512,Completed,First,,8h,,,,,
271,1068,Ryxios,PC,8h,NR,,1673085,Completed,First,"August 16, 2015",8h,,,,,
272,1068,SirMick56,PC,8h,60%,,840950,Completed,First,"May 19, 2017",8h,,,,,
273,1068,SlowBloke,PC,8h,NR,,4294630,Completed,First,"April 10, 2017",8h,,,,,
274,1068,Syrvanu,PC,8h,NR,,777375,Completed,First,"March 14, 2014",8h,,,,,
275,1068,T3rm0,PC,8h,NR,,5132832,Completed,First,"October 03, 2017",8h,,,,,
276,1068,Taco,PC,8h,NR,,500582,Completed,First,"February 19, 2015",8h,,,,,
277,1068,Taskforce131,PC,8h,70%,,6518448,Completed,First,"July 19, 2017",8h,,,,,
278,1068,Terminuz,PC,8h,NR,,11194208,Completed,First,,8h,,,,,
279,1068,TheOro44,Xbox 360,8h,80%,Hardest difficulty + last achievements.,446246,Completed,Replay,,8h,,18h,"---
An entirely new chapter with yet another intriguing story, even though it seems dumbed down on the plasmid replacement. 100% offline. Also available for PS3 and PC.",,
280,1068,Tobyx,PC,8h,70%,,1691659,Completed,First,,8h,,,,,
281,1068,Truk_Kurt,PlayStation 3,8h,NR,,2429939,Completed,First,"January 16, 2016",8h,,,,,
282,1068,Tylmomendog,PC,8h,70%,,1287901,Completed,First,,8h,,,,,
283,1068,Yodamanjaro,PC,8h,NR,,894055,Completed,First,"August 12, 2014",8h,,,,,
284,1068,Zyloma,PC,8h,90%,,417683,Completed,First,"June 09, 2013",8h,,,,,
285,1068,adrianobadman,PC,8h,NR,,11237661,Completed,First,"March 24, 2020",8h,,,,,
286,1068,ajleece,PC,8h,80%,,519039,Completed,First,"December 15, 2013",8h,,,,,
287,1068,bonay53,PC,8h,NR,,6181079,Completed,First,"February 19, 2015",8h,,,,,
288,1068,calvacade,PC,8h,NR,,1701129,Completed,First,,8h,,,,,
289,1068,crazer,PC,8h,NR,,1046047,Completed,First,"December 03, 2014",8h,,,,,
290,1068,deetr,PC,8h,NR,,1034652,Completed,First,,8h,,,,,
291,1068,derexer,PC,8h,NR,,7072214,Completed,First,"August 31, 2016",8h,,,,,
292,1068,errorny,PC,8h,NR,,5677829,Completed,Replay,"November 14, 2017",8h,,,,,
293,1068,final4ik,PC,8h,NR,,9225061,Completed,Replay,"July 25, 2019",8h,,,,,
294,1068,grisenti,PC,8h,NR,,2196585,Completed,First,"December 07, 2015",8h,,,,,
