,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Speedrun,Progress,Retired Notes
46,3351,jmonkey106,PC,14h 12m,90%,A very fun game but somewhat dated graphics.,7225628,Completed,First,"January 11, 2018",14h 12m,,,,,,
47,3351,raddrax_,PC,14h 30m,NR,The main quests are fairly short. Also did some side quests and ended the game in less than 15h.,3001511,Completed,First,"May 22, 2016",14h 30m,Excellent game. I'm still going to complete the DLCs and the remaining side quests.,,,,,
48,3351,,PC,15h,NR,,1610830,Completed,First,,15h,,,,,,
49,3351,King_K,Xbox 360,15h,100%,,8416225,Completed,First,"April 06, 2012",15h,,60h,150h,,,
50,3351,Satoko,PC,15h,NR,,7281164,Completed,First,,15h,,,,,,
51,3351,addictedkoala,Xbox 360,15h,NR,,2764441,Completed,First,,15h,,,,,,
52,3351,eliasaj92,PC,15h,100%,,10237941,Completed,First,"October 12, 2019",15h,,,,,,
53,3351,skippystl,PC,15h,100%,"I can play this game, and replay this game forever. This is my favourite game.",747319,Playing Replay Completed,Replay,,15h,,,,,103h /,
54,3351,Laso,PC,15h 06m,80%,,1395616,Completed,First,"June 18, 2015",15h 06m,,,,,,
55,3351,,PC,15h 10m,NR,,2458699,Completed,First,,15h 10m 34s,,,,,,
56,3351,,Xbox One,15h 26m,NR,Beat it very quickly.,11940438,Completed,First,,15h 26m 04s,,,,,,
57,3351,,PC,15h 30m,NR,,10528213,Completed,Replay,,15h 30m,,,,,,
58,3351,EpicBro99,Xbox 360,15h 30m,NR,,10710700,Custom List 3 Completed,First,,15h 30m,,182h,,,,
59,3351,pedje,PC,15h 47m,NR,,260119,Completed,First,"April 25, 2013",15h 47m 14s,,,,,,
60,3351,lloydio,PC,15h 54m,100%,,490452,Completed,Replay,"November 21, 2013",15h 54m 32s,,,,,,
61,3351,,PC,16h,NR,,12036206,Completed,First,,16h,,,,,,
62,3351,KING72,PC,16h,90%,,6582521,Completed,Replay,"June 19, 2018",16h,,,,,,
63,3351,nagal,PC,16h,90%,"Pretty much just main story, maybe a few quick or accidental side quests.",14258,Completed,First,"December 09, 2014",16h,,,,,,
64,3351,IggyPoptart,PlayStation 3,16h 11m,80%,,360742,Completed,First,,16h 11m 28s,,,,,,
65,3351,agent_SWIFT,PC,16h 20m,NR,Speed Run,908359,Completed,First,"August 23, 2014",16h 20m 11s,,,,,,
66,3351,Private,PC,16h 24m,100%,,345435,Completed,First,"July 26, 2013",16h 24m,"pretty much just played through the main story alone, so i can save the rest of the game for a second playthrough, where i can also try out other skills and stuff..",,,,,
67,3351,flyingtoaster99,PC,16h 30m,70%,,604930,Completed,First,"January 29, 2014",16h 30m,,,,,,
68,3351,,PC,16h 34m,NR,,1372899,Completed,Replay,,16h 34m 38s,,38h 21m 11s,107h 48m 05s,,,
69,3351,,,17h,NR,,286450,Completed,First,,17h,,,,,,
70,3351,,PC,17h,NR,,7011700,Completed,Replay,,17h,,38h,51h,,,
71,3351,Solaris,Xbox 360,17h,80%,,586879,Replay Completed,First,"December 23, 2013",17h,,,,,,
72,3351,,PC,17h 23m,NR,,1214519,Completed,First,,17h 23m 11s,,,,,,
73,3351,,PC,17h 24m,NR,,558283,Completed,First,,17h 24m 07s,,,,,,
74,3351,beearmy,Xbox 360,17h 45m,90%,,9259184,Completed,Replay,"July 29, 2019",17h 45m,,,,,,
75,3351,CosmicCarl,PC,17h 48m,NR,,154157,Completed,First,"January 20, 2012",17h 48m,,,,,,
76,3351,NightSlade,PC,17h 51m,70%,,6487421,Completed,First,"June 28, 2018",17h 51m,,,,,,
77,3351,LocalAutist,PC,17h 58m,60%,How do I play RPGs?,11121110,Completed,First,,17h 58m,,,,,,
78,3351,arnuska3,PC,18h,NR,,9340481,Completed,First,"August 10, 2019",18h,,,,,,
79,3351,Private,PC,18h,80%,,1245810,Completed,First,"January 03, 2015",18h,"Pretty good. Main story was better than Fallout 3 and overall it was a better representation of the Fallout universe. Some quests were buggy, missed out on some stuff because NPCs were randomly hostile. There�s also a lot of opposing factions, which is nice for story reasons but means you would have to play through many times to see them all. Didn�t do much with the DLC as I was pretty sick of it by then. Good overall though.",,,,,
80,3351,Aegir,PlayStation 3,18h 05m,80%,,314192,Completed,First,"July 06, 2013",18h 05m 27s,,,,,,
81,3351,skrilla,PC,18h 25m,100%,,3753423,Completed,First,February 2016,18h 25m,,50h,,,,
82,3351,,PC,18h 37m,NR,,4771744,Completed,First,,18h 37m 57s,,,,,,
83,3351,Private,PC,18h 42m,80%,,11970190,Completed,First,"April 23, 2016",18h 42m,,,,,,
84,3351,andrewl3779,PC,18h 45m,100%,"NCR path. Level 19-20. Done lots of side-quests. Including Great Kahns, Boomers, bits of Yes Man, etc.",1707473,Completed,Replay,"August 24, 2015",18h 45m 42s,,,,,,
85,3351,LopperUK,PC,18h 52m,90%,Main story finished and a few sidequests finished,1670287,Completed,Replay,"August 09, 2015",18h 52m 47s,,,,,,
86,3351,,PC,19h,NR,,7517067,Completed,First,,19h,,,,,,
87,3351,Renegade,PC,19h,NR,,1387329,Completed,First,"June 14, 2015",19h,,,,,,
88,3351,TheMythicalGamer,PC,19h,NR,,3155313,Completed,Replay,"June 28, 2016",19h,,,,,,
89,3351,diremonsta,PC,19h,80%,,637404,Completed,First,"February 20, 2014",19h,,,,,,
90,3351,rkerbof,PC,19h 10m,100%,,7140148,Completed,Replay,"September 29, 2018",19h 10m,,,,,,
91,3351,,,19h 30m,NR,,286435,Completed,First,,19h 30m,,,,,,
92,3351,,PC,19h 45m,NR,,10423262,Completed,First,,19h 45m,,,,,,
93,3351,,Xbox 360,20h,NR,,648934,Completed,Replay,,20h,,40h,70h,,,
94,3351,,Xbox 360,20h,NR,,817638,Completed,First,,20h,,65h,130h,,,
95,3351,,PC,20h,NR,,8031807,Completed,First,,20h,,23h,,,,
96,3351,,PC,20h,NR,,11917989,Completed,First,,20h,,,,,,
97,3351,DarkMoonGaming,PC,20h,70%,,11577053,Completed,First,"April 23, 2020",20h,,,,,,
98,3351,Joshster_1,PlayStation 3,20h,70%,,3566169,Completed,First,"April 30, 2013",20h,,100h,,,,
99,3351,Wordingofspay,PC,20h,70%,,4540578,Completed,First,"June 04, 2016",20h,,,,,,
100,3351,lewiswoodhall,Xbox 360,20h,90%,,1425798,Completed,Replay,"June 22, 2014",20h,,40h,75h,,,
101,3351,mawerick_mc,PC,20h,NR,"If you want to sniff every corner, do every mini.quest and read every data log, oh boy you are not getting it done quick",4428148,Completed,First,"May 13, 2017",20h,"If you don't deviate at all you can get this one done pretty quickly.
Completed All DLC, got all 75 steam achievements (repeated last hour of the game 4x times to get them).
If you want to sniff every corner, do every mini.quest and read every data log, oh boy you are not getting it done quick",150h,200h,,,
102,3351,shudson777,PC,20h,90%,,5942785,Completed,First,"March 06, 2018",20h,,,,,,
103,3351,skulldragon47,PC,20h,NR,,8888345,Completed,First,"July 04, 2018",20h,,,,,,
104,3351,r68saga,PlayStation 3,20h 12m,80%,,3316772,Replay Completed,Replay,"August 10, 2016",20h 12m 45s,,56h 12m 52s,78h 23m 58s,,,
105,3351,,PC,20h 17m,NR,a few side quests,11302708,Completed,First,,20h 17m 45s,,,,,,
106,3351,BillEQ,PC,20h 43m,NR,,3097978,Completed,First,"June 25, 2016",20h 43m,,,,,,
107,3351,hoksu,PC,20h 56m,70%,,1091782,Completed,First,"January 02, 2015",20h 56m 54s,,,,,,
108,3351,,PC,21h,NR,,7542504,Completed,First,,21h,,,,,,
109,3351,Noobferlife,PC,21h,70%,,923123,Completed,First,"September 01, 2014",21h,,,,,,
110,3351,Zumigon,PC,21h,70%,,10512520,Completed,Replay,"November 30, 2016",21h,,40h,142h,,,
111,3351,Private,PC,21h,100%,,1793201,Replay Completed,First,,21h,,45h 50m,,,66h 50m /,
112,3351,Private,PC,21h,90%,,99376,Completed,Replay,,21h,,,,,,
113,3351,predikit,PC,21h,NR,,1382145,Completed,First,"July 22, 2014",21h,,,,,,
114,3351,Tangerz,PC,21h 05m,70%,,6533243,Completed,First,"July 05, 2018",21h 05m,,,,,,
115,3351,catchingadri,PC,21h 10m,NR,,5511335,Completed,First,"November 22, 2015",21h 10m,,,,,,
116,3351,,PlayStation Now,21h 12m,NR,,11224478,Completed,First,,21h 12m,,,,,,
117,3351,BreakoutAR,PC,21h 30m,60%,,11957142,Completed,First,"May 20, 2019",21h 30m,,,,,,
118,3351,,PlayStation 3,21h 50m,NR,,607029,Completed,First,,21h 50m,,,,,,
119,3351,,Xbox 360,22h,NR,,2927863,Completed,First,,22h,,51h,89h,,,
120,3351,,PC,22h,NR,,3233492,Completed,First,,22h,,,,,,
121,3351,,PC,22h,NR,,4890266,Completed,First,,22h,,,,,,
122,3351,CirnoWaifu,PC,22h,80%,,5412739,Completed,Replay,,22h,,52h,77h 38m 11s,,,
123,3351,KCook3,PC,22h,NR,,3716383,Completed,First,,22h,,,,,,
124,3351,LibertMalina,PC,22h,NR,,6690532,Completed,First,"July 29, 2018",22h,,,,,,
125,3351,Pfofox,PC,22h,NR,,11466275,Completed,First,"April 16, 2020",22h,,24h,,,,
126,3351,Private,PC,22h,70%,,7933543,Completed,First,"April 08, 2020",22h,,,,,,
127,3351,yaxes,PC,22h,NR,,10550402,Completed,First,,22h,,,,,,
128,3351,,PC,22h 01m,NR,,286494,Completed,First,,22h 01m,,,,,,
129,3351,,PlayStation 3,22h 23m,NR,,2165398,Completed,First,,22h 23m 45s,,76h 54m 04s,156h 54m 34s,,,
130,3351,geralt94,PC,22h 29m,80%,Mostly on EASY,3229202,Completed,First,"July 05, 2016",22h 29m,,,,,,
131,3351,Beardly,PC,22h 43m,NR,,6302850,Backlog Completed,First,"June 18, 2018",22h 43m 51s,,,,,,
132,3351,extreme5,,22h 50m,NR,,81652,Completed,First,,22h 50m,,,,,,
133,3351,,PC,23h,NR,,6444315,Completed,First,,23h,,,,,,
134,3351,,PC,23h,NR,,6937510,Completed,First,,23h,,,,,,
135,3351,Phaz,PC,23h,NR,,3080027,Completed,First,,23h,,,,,,
136,3351,Private,PC,23h,NR,,3371121,Completed,First,2016,23h,,,,,,
137,3351,Vaeirn,PC,23h,90%,"No DLCs, level 28. 46 quests completed.",159857,Completed,First,"January 09, 2013",23h,,,,,,
138,3351,byzrk,PC,23h,NR,,5870911,Completed,First,"February 20, 2018",23h,,,,,,
139,3351,peteisfat,,23h,NR,,155001,Completed,First,"July 20, 2012",23h,,,,,,
140,3351,uvehj,PC,23h,NR,,655337,Custom List Completed,First,"September 18, 2013",23h,,,,,,
141,3351,reapersrecoil,PC,23h 11m,NR,,159160,Completed,First,"November 15, 2010",23h 11m,,,,,,
142,3351,,PC,23h 25m,NR,,1315958,Completed,First,,23h 25m 30s,,,,,,
143,3351,a2a_REX,Xbox 360,23h 30m,NR,,923661,Completed,First,"October 26, 2015",23h 30m,,,,,,
144,3351,,,23h 35m,NR,,401484,Completed,First,,23h 35m,,29h,,,,
145,3351,StevenP1005,PC,23h 48m,90%,,9124240,Playing Completed,First,"November 29, 2018",23h 48m,,,,,,
146,3351,hairy10789,PlayStation 3,23h 49m,NR,,547093,Completed,First,"May 01, 2013",23h 49m 46s,,,,,,
147,3351,,PC,24h,NR,,286496,Completed,First,,24h,,,,,,
148,3351,,PC,24h,NR,,2842269,Completed,First,,24h,,,,,,
149,3351,,PlayStation 3,24h,NR,,5570088,Completed,First,,24h,,,,,,
150,3351,Gking1,PC,24h,NR,,1216130,Completed,First,"March 31, 2015",24h,,,,,,
151,3351,ViruzTT,Xbox 360,24h,NR,Completed 40~ quests,306251,Completed,First,"July 18, 2013",24h,,,,,,
152,3351,realaY,PC,24h,NR,,1197346,Completed,First,"January 09, 2015",24h,,58h,,,,
153,3351,Private,PC,24h,NR,,6750704,Completed,First,"August 03, 2018",24h,,,,,,
154,3351,swatb0t,PC,24h,NR,,153245,Completed,First,,24h,,,,,,
155,3351,webertsilva,PC,24h,90%,,9612557,Completed,First,"September 13, 2018",24h,,,,,,
156,3351,ghostfall,Xbox 360,24h 08m,80%,,3497485,Completed,First,,24h 08m,,,,,,
157,3351,Eaushanne,PC,24h 22m,90%,,1209058,Completed,First,"August 08, 2014",24h 22m,,49h 41m 32s,,,,
158,3351,Melo04,PC,24h 30m,80%,,11614055,Completed,First,"April 30, 2020",24h 30m,,,,,,
159,3351,,PC,24h 32m,NR,,1800912,Completed,Replay,,24h 32m,,62h 45m 20s,150h 23m,3h 24m 56s,,
160,3351,Drayco90,Xbox 360,24h 45m,100%,,735014,Completed,First,,24h 45m,,,160h,,,
161,3351,,PC,25h,NR,,2387858,Completed,Replay,,25h,,150h,,,,
162,3351,,PC,25h,NR,,6153780,Completed,Replay,,25h,,75h,300h,,,
163,3351,84Gaming,PlayStation 3,25h,70%,,8328363,Completed,First,"September 02, 2013",25h,,,,,,
164,3351,Private,PC,25h,80%,,11678155,Completed,First,,25h,,,,,,
165,3351,EyceScherer,Xbox 360,25h,NR,,8070110,Completed,First,2018,25h,,,,,,
166,3351,Private,PC,25h,NR,"Completed the main story siding with Mr. House, 27 out of 75 Steam achievements completed.",2194518,Completed,First,,25h,,,,,,
167,3351,HRPrime,PC,25h,90%,One playthrough,4380993,Completed,First,,25h,,,,,,
168,3351,HumanoidSharks,PlayStation 3,25h,70%,Normal difficulty,2432569,Completed,First,,25h,,,,,,
169,3351,Lotark,PC,25h,NR,Easy run,1492191,Completed,First,"September 28, 2017",25h,,,,,,
170,3351,Private,PC,25h,NR,,438558,Completed,First,,25h,,125h,200h,,,
171,3351,NemesisX,PC,25h,NR,,3716039,Completed,First,,25h,,,,,,
172,3351,Pottsy69,Xbox 360,25h,80%,,19166,Completed,First,,25h,,,,,,
173,3351,ShortTermCrook,PC,25h,80%,,425206,Completed,First,,25h,,,100h,,,
174,3351,SuperMatt,PC,25h,90%,,4085601,Completed,Replay,,25h,,50h,250h,,,
175,3351,Private,PlayStation 3,25h,80%,,2016773,Completed,First,"January 06, 2015",25h,,55h,130h,,,
176,3351,cmsweeney66,PC,25h,70%,,402219,Completed,First,"September 06, 2013",25h,,,,,,
177,3351,lenmqlenmq,PC,25h,NR,,6769603,Completed,First,"August 05, 2018",25h,,,,,,
178,3351,nannux,PC,25h,80%,,799464,Completed,First,,25h,,26h 30m,,,,
179,3351,netes,PC,25h,80%,,8694078,Completed,First,"May 01, 2019",25h,,36h,,,,
180,3351,nick0706,Xbox 360,25h,90%,,8633236,Completed,First,"April 17, 2019",25h,,120h,,,,
181,3351,uberfemme,PC,25h,NR,,1419810,Completed,First,,25h,,62h,168h,,,
182,3351,,Xbox 360,25h,NR,Hardcore mode,1780969,Completed,Replay,,25h 34s,,,,5h 17m 20s,,
183,3351,shefty,Xbox 360,25h 12m,NR,,9107531,Completed,First,"November 17, 2017",25h 12m 03s,,,,,,
184,3351,,PlayStation 3,25h 12m,NR,,2117305,Completed,Replay,,25h 12m 42s,,,,,,
185,3351,,PC,25h 20m,NR,,1916043,Completed,Replay,,25h 20m 17s,,70h 29m 11s,115h 02m 49s,,,
186,3351,rabid_reagan,PlayStation 3,25h 28m,NR,,3522067,Completed,First,,25h 28m,,,,,,
187,3351,,PC,25h 30m,NR,,2949345,Completed,First,,25h 30m,,55h,,,,
188,3351,Private,Xbox One,25h 30m,70%,,11670149,Completed,First,"August 14, 2018",25h 30m,,,,,,
189,3351,maximust358485,PC,25h 32m,NR,,7092818,Playing Completed,First,"September 21, 2018",25h 32m 20s,,31h 54m 32s,,,,
190,3351,,PC,25h 32m,NR,,856077,Completed,First,,25h 32m 23s,,,,,,
191,3351,,PC,25h 37m,NR,,11140973,Completed,Replay,,25h 37m,,41h 58m,46h 41m,,,
192,3351,,,26h,NR,,286439,Completed,First,,26h,,,,,,
193,3351,,PC,26h,NR,,10480698,Completed,First,,26h,,,,,,
194,3351,Olkkiman,PC,26h,NR,,6481822,Completed,First,"June 27, 2018",26h,,,,,,
195,3351,Private,,26h,90%,,383958,Completed,First,"August 21, 2013",26h,,80h,,,,
196,3351,Tijuanabadger,Xbox 360,26h,NR,,277819,Completed,First,,26h,,,,,,
197,3351,charliewoodhead,PlayStation 3,26h,80%,,3772076,Completed,First,"November 21, 2016",26h,,,,,,
198,3351,ratingus,PlayStation 3,26h,NR,,529709,Completed,First,,26h 53s,,,,,,
199,3351,HandyGecko,PC,26h 11m,100%,,265817,Completed,First,"May 05, 2013",26h 11m 05s,,,,,,
200,3351,Onioh,PC,26h 12m,NR,,9440571,Completed,First,"August 23, 2019",26h 12m 41s,,,,,,
201,3351,jcbvickers,PC,26h 19m,20%,,3222752,Completed,First,,26h 19m,,,,,,
202,3351,electonthefire,PC,26h 22m,70%,,3910857,Completed,First,"July 06, 2014",26h 22m,,,,,,
203,3351,,PlayStation 3,26h 30m,NR,,3012429,Completed,First,,26h 30m,,,,,,
204,3351,grifftaur,PC,26h 32m,NR,,6612711,Completed,First,"July 18, 2018",26h 32m,,,,,,
205,3351,,PC,26h 45m,NR,,510043,Completed,First,,26h 45m 11s,,,,,,
206,3351,Artophwar,PC,27h,100%,,5223514,Completed,First,,27h,,81h 32m,,,,
207,3351,LatiosGigetto,PC,27h,100%,,11506963,Completed,First,,27h,,,,,,
208,3351,Macstorm,Xbox 360,27h,NR,,49872,Completed,First,,27h,,,,,,
209,3351,SanfordJS,PC,27h,NR,,9099559,Completed,First,"July 07, 2019",27h,,41h 12m 55s,,,,
210,3351,Private,PC,27h,NR,,4097476,Completed,First,"June 07, 2020",27h,,,,,,
211,3351,Ventelus,Xbox 360,27h,80%,,6610576,Completed,First,,27h,,72h,,,,
212,3351,filanke,PC,27h,NR,,7009616,Completed,First,,27h,,,,,,
213,3351,neil2perry,PC,27h,NR,,1370480,Completed,First,"June 03, 2013",27h,,,,,,
214,3351,tinysalmon4,Xbox 360,27h,80%,,17686,Completed,First,,27h,,,,,,
215,3351,xaerosgaming,PC,27h,NR,,8087939,Playing Completed,First,"January 21, 2019",27h,,,,,,
216,3351,yukokano22,PC,27h,NR,,11202697,Completed,First,"January 22, 2019",27h,,,,,,
217,3351,FANSofGAMES,PC,27h 05m,NR,,542712,Completed,First,"January 15, 2014",27h 05m 21s,,,,,,
218,3351,spy4killer,PC,27h 11m,90%,,5026051,Completed,Replay,"September 09, 2017",27h 11m,,60h 11m,126h 28m,,,
219,3351,spy4killer,PC,27h 11m,90%,,5026054,Completed,First,"September 09, 2017",27h 11m,,60h 12m,126h 28m,,,
220,3351,spy4killer,PC,27h 12m,90%,,5026053,Completed,Replay,"September 09, 2017",27h 12m,,60h 11m,126h 38m,,,
221,3351,spy4killer,PC,27h 13m,90%,,5026050,Completed,First,"September 09, 2017",27h 13m,,60h 16m,126h 28m,,,
222,3351,DeeD285,PC,27h 19m,NR,,943621,Completed,First,,27h 19m,,,,,,
223,3351,option1live,PC,27h 19m,60%,,1374726,Completed,First,"June 07, 2015",27h 19m 04s,,,,,,
224,3351,riquerico,PlayStation 3,27h 30m,90%,"Main story on neutral side. Completed all 5 ""Wild Cars: Side Bets"" questlines.",2302975,Completed,First,"December 30, 2015",27h 30m,,,,,,
225,3351,,PC,28h,NR,,9003316,Completed,First,,28h,,,,,,
226,3351,BraggerCrab,PC,28h,100%,,6958565,Completed,First,,28h,,,,,,
227,3351,Claaaaaaaaws,PC,28h,NR,,681272,Completed,First,"March 27, 2014",28h,,,,,,
228,3351,Dayrise,PC,28h,60%,,10228801,Completed,First,"July 10, 2018",28h,,,,,,
229,3351,Hotpies,PlayStation 3,28h,70%,,9007956,Completed,First,"July 14, 2011",28h,,,,,,
230,3351,Kaedechtu,PC,28h,70%,,614441,Backlog Completed,First,,28h,,,,,,
231,3351,Kapsfire,PC,28h,NR,Very few side quests,9159636,Completed,First,,28h,,,,,,
232,3351,NiceGuyNeon,PC,28h,90%,,2908057,Completed,First,"October 12, 2011",28h,,,,,,
233,3351,RinaTennoji,PC,28h,NR,,10923772,Completed,First,"February 01, 2020",28h,,,,,,
234,3351,gilchrd,PC,28h,NR,,2781350,Completed,First,"March 27, 2016",28h,,,,,,
235,3351,ikari88,Xbox 360,28h,90%,,5109881,Completed,First,"May 14, 2018",28h,,,,,,
236,3351,leonkenedystan1,Xbox 360,28h,90%,,10938450,Completed,First,"February 04, 2020",28h,,,,,,
237,3351,ryuson2000,PC,28h,NR,,9006465,Completed,First,"June 20, 2019",28h,,,,,,
238,3351,seurde,PC,28h,70%,,2819226,Completed,First,"May 31, 2020",28h,,,,,,
239,3351,steph61620,PlayStation 3,28h,NR,,4105987,Completed,First,"January 17, 2017",28h,,,,,,
240,3351,Gutterdammerung,PC,28h 11m,90%,Time Provided In Game,541660,Completed,First,"April 29, 2015",28h 11m 55s,Time Provided In Game,,,,,
241,3351,,PC,28h 12m,NR,,1401562,Completed,First,,28h 12m,,,,,,
242,3351,Talengoo,PC,28h 12m,NR,,8812085,Completed,First,,28h 12m,,62h,156h,,,
243,3351,VHSdinosaurGO,PlayStation 3,28h 55m,NR,,169943,Completed,First,"August 27, 2012",28h 55m 10s,,,,,,
244,3351,Zerf,PC,28h 58m,NR,,8575984,Completed,First,,28h 58m,,,,,,
245,3351,,,29h,NR,,286431,Completed,First,,29h,,,,,,
246,3351,,PC,29h,NR,Did a couple side quests.,6054138,Completed,First,,29h,,,,,,
247,3351,,PC,29h,NR,,7171728,Completed,First,,29h,,42h,128h,,,
248,3351,KamikotoGasai,PC,29h,NR,,9001748,Completed,First,"June 20, 2019",29h,,,,,,
249,3351,Kelis98,Xbox 360,29h,90%,,6408368,Completed,Replay,,29h,,61h,131h,,,
250,3351,MageOfJusticeXD,PC,29h,NR,,6346985,Completed,First,"June 01, 2018",29h,,,,,,
251,3351,Megale_Ellada,PC,29h,100%,,4740423,Completed,First,,29h,,70h,135h,,,
252,3351,caskett10,PC,29h,NR,,3353422,Completed,First,"August 23, 2016",29h,,,,,,
253,3351,creepjacked,PC,29h,NR,,2134808,Completed,First,"November 24, 2015",29h,,,,,,
254,3351,Draknodred,PlayStation 3,29h,NR,,116629,Completed,First,"May 11, 2012",29h 10s,,,,,,
255,3351,Private,PC,29h 02m,NR,,3275030,Completed,First,"November 02, 2016",29h 02m 17s,,,,,,
256,3351,,PC,29h 06m,NR,,6339290,Completed,First,,29h 06m,,,,,,
257,3351,mahouhammy,PC,29h 18m,NR,,4279445,Completed,First,"July 09, 2014",29h 18m,,,,,,
258,3351,,PC,29h 30m,NR,,768391,Completed,First,,29h 30m,,,,,,
259,3351,centaur,PC,29h 42m,80%,,5190291,Completed,First,"June 04, 2012",29h 42m 49s,,49h 42m 49s,,,,
260,3351,,PC,29h 51m,NR,,903069,Completed,Replay,,29h 51m,,,,,,
261,3351,,,30h,NR,,286448,Completed,First,,30h,,,,,,
262,3351,,PC,30h,NR,,4295771,Completed,First,,30h,,,,,,
