,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Retired Notes,Personal Notes,Progress,Speedrun,100% Speedrun
36,10268,,PC,15h,NR,,6562197,Completed,First,15h,,,,,,,,
37,10268,Dominio,PC,15h,70%,,3930841,Completed,First,15h,,,,,,,,
38,10268,Dova,PC,15h,90%,,11574124,Completed,First,15h,"May 14, 2020",,,,,,,
39,10268,Ishiyumi,PC,15h,NR,,11456903,Completed,First,15h,"August 08, 2017",,,,,,,
40,10268,Kaiso,PC,15h,NR,,5364657,Completed,First,15h,"January 28, 2018",,,,,,,
41,10268,abysseus,PC,15h,NR,,5764918,Completed,First,15h,"July 05, 2017",,,,,,,
42,10268,brentthecutie,PC,15h,90%,,3283788,Completed,First,15h,"February 02, 2015",20h,,,,,,
43,10268,deltak12,PC,15h,70%,,10945065,Completed,First,15h,,24h,,,,,,
44,10268,mikokosma,PC,15h,NR,,8053024,Completed,Replay,15h,"July 20, 2016",20h,30h,,,,,
45,10268,martin,PC,15h 03m,90%,,1386830,Completed,First,15h 03m,"June 13, 2015",,,,,,,
46,10268,,PC,15h 07m,NR,"first time, no guides but no sidequests",1396599,Completed,First,15h 07m,,,,,,,,
47,10268,slickochet,PC,15h 15m,NR,,602119,Completed,First,15h 15m,"January 31, 2014",,,,,,,
48,10268,,Xbox One,15h 23m,NR,,3977645,Completed,First,15h 23m,,,,,,,,
49,10268,Terg500,PC,15h 30m,NR,Rushed through by always dodging with the level 2 Footwork skill,4542483,Completed,First,15h 30m,"June 07, 2017",,,,,,,
50,10268,,PC,15h 30m,NR,,2170266,Completed,First,15h 30m 11s,,,,,,,,
51,10268,,PC,15h 35m,NR,,770446,Completed,First,15h 35m,,,,,,,,
52,10268,Hinkelvinkel,PC,15h 40m,90%,,4551040,Completed,First,15h 40m,"June 20, 2017",,,,,,,
53,10268,amal,PC,15h 45m,70%,,769842,Completed,First,15h 45m,"July 13, 2015",,,,,,,
54,10268,,PC,15h 50m,NR,,3755342,Completed,First,15h 50m,,,,,,,,
55,10268,,PC,16h,NR,,512819,Completed,First,16h,,,,,,,,
56,10268,,PC,16h,NR,,692947,Completed,First,16h,,,,,,,,
57,10268,,PC,16h,NR,,1341820,Completed,Replay,16h,,,,,,,,
58,10268,,PC,16h,NR,,5781136,Completed,First,16h,,,,,,,,
59,10268,,PC,16h,NR,,6939903,Completed,First,16h,,,,,,,,
60,10268,Angryhead,PC,16h,70%,"Played on easy. Did some sidequests in Chapter 1, almost none in the others.",1339270,Completed,First,16h,"May 09, 2015",,,,,,,
61,10268,I_am_nobody,PC,16h,NR,,5034537,Completed,First,16h,"July 22, 2012",,,,,,,
62,10268,Matyi18,PC,16h,NR,,1095738,Completed,First,16h,"November 13, 2014",,,,,,,
63,10268,Omland,PC,16h,90%,I defiently rushed the Story and did almost if not no side stuff.,12022907,Completed Retired,First,16h,"April 29, 2020",,,"Most likely won't return to finish this game 100% in the near future, as I got many other games I would like to play.",I really enjoyed the Witcher 2 but won't get 100% on it in the near future.,,,
64,10268,Sinrah,PC,16h,90%,,2307775,Completed,First,16h,"December 30, 2015",,,,,,,
65,10268,calvacade,PC,16h,NR,,1701218,Completed,First,16h,,,,,,,,
66,10268,fasmas,PC,16h,NR,,10831257,Completed,First,16h,"January 09, 2017",,,,,,,
67,10268,paulmuaddib,PC,16h,NR,,5697280,Completed,First,16h,,,,,,,,
68,10268,Private,PC,16h 10m,NR,,701317,Completed,First,16h 10m,"March 25, 2014",,,,,,,
69,10268,,PC,16h 12m,NR,Scoiatel Path Only about 6 side quests done Easy,11902292,Completed,First,16h 12m,,,,,,,,
70,10268,Private,PC,16h 18m,70%,,1855188,Custom List 2 Completed,First,16h 18m,"November 01, 2014",,,,,,,
71,10268,mergen,PC,16h 20m,NR,,3672185,Completed,First,16h 20m,"May 31, 2016",,,,,,,
72,10268,,PC,16h 30m,NR,,1348155,Completed,Replay,16h 30m,,,,,,,,
73,10268,synecek11,PC,16h 37m,NR,,3911318,Completed,First,16h 37m,,,,,,,,
74,10268,,PC,16h 41m,NR,,293703,Completed,First,16h 41m 33s,,,,,,,,
75,10268,crispin2day,PC,16h 55m,NR,,5814683,Completed,First,16h 55m 42s,"February 11, 2018",,,,,,,
76,10268,,PC,17h,NR,,1287862,Completed,First,17h,,,,,,,,
77,10268,,PC,17h,NR,,7945099,Completed,First,17h,,,,,,,,
78,10268,B345T,PC,17h,80%,,633748,Completed,First,17h,"February 17, 2014",22h,,,,,,
79,10268,Private,PC,17h,NR,,1366527,Completed,First,17h,,,,,,,,
80,10268,FrizzleDizle,PC,17h,NR,,1081843,Completed,First,17h,,,,,,,,
81,10268,Jemonji,PC,17h,NR,,7354156,Completed,First,17h,"November 06, 2018",,,,,,,
82,10268,Seroon,PC,17h,NR,Tracked time.,6948794,Completed,First,17h,November 2015,,,,,,,
83,10268,cardman001,PC,17h,80%,Played on normal; did very few side missions overall; was just playing for the story really,1358747,Completed,First,17h,"May 25, 2015",,,,,,,
84,10268,gamehoard,PC,17h,90%,,1943110,Completed,First,17h,"November 16, 2015",,,,,,,
85,10268,metroidisbest,PC,17h,100%,,41114,Completed,First,17h,"January 05, 2013",,,,,,,
86,10268,modaren,PC,17h,NR,,9354261,Completed,First,17h,"August 12, 2019",,,,,,,
87,10268,ragarner86,,17h,90%,,155149,Completed,First,17h,"July 17, 2012",,,,,,,
88,10268,Private,PC,17h,NR,,1099679,Completed,First,17h,"March 13, 2014",,,,,,,
89,10268,Private,PC,17h,NR,Playthrough #2 - Easy - Iorveth Path,3925551,Replay Completed,Replay,17h,"January 15, 2017",,,,,,,
90,10268,R4bert,PC,17h 01m,100%,,607263,Playing Backlog Replay Custom List Completed Retired,First,17h 01m 22s,"May 17, 2011",29h 21m 01s,41h 21m 05s,,,,,
91,10268,,PC,17h 10m,NR,Used import from 'The Witcher'. Kinda did a speedrun. I wanted to play 'The Witcher 3: Wild Hunt' as fast as possible.,1370813,Completed,First,17h 10m,,,,,,,,
92,10268,,PC,17h 12m,NR,,1472763,Completed,First,17h 12m,,,,,,,,
93,10268,,PC,17h 15m,NR,,1332053,Completed,First,17h 15m 23s,,,,,,,,
94,10268,Dupshot,PC,17h 20m,70%,,1276788,Completed,First,17h 20m,"March 27, 2015",,,,,,,
95,10268,,PC,17h 22m,NR,,1276667,Completed,First,17h 22m,,,,,,,,
96,10268,bsinky,PC,17h 24m,NR,,3408337,Completed,First,17h 24m,"April 16, 2016",,,,,,,
97,10268,SourSpecialist,PC,17h 40m,40%,,9051941,Completed,First,17h 40m,"June 28, 2019",,,,,,,
98,10268,ADarkHero,PC,17h 42m,60%,,7217125,Completed,First,17h 42m,"October 09, 2018",,,,,,,
99,10268,Daria2213,PC,17h 42m,80%,,1319436,Completed,First,17h 42m,"August 18, 2014",,,,,,,
100,10268,Remyoman,PC,17h 42m,NR,,1420912,Completed,First,17h 42m,"June 28, 2015",,,,,,,
101,10268,wicket1138,PC,17h 42m,NR,,1421890,Completed,First,17h 42m,,,,,,,,
102,10268,Private,PC,17h 47m,80%,,1308377,Completed,First,17h 47m 11s,"May 21, 2015",,,,,,,
103,10268,1PATRIK,PC,17h 50m,NR,,3178262,Completed,First,17h 50m,"July 04, 2016",,,,,,,
104,10268,Everdred,PC,17h 50m,80%,"Normal Difficuly, main quests only.",196,Completed,First,17h 50m,"May 09, 2012",,,,,,,
105,10268,Private,Xbox One,17h 54m,80%,,7491678,Completed,First,17h 54m,"June 10, 2019",,,,,,,
106,10268,ghostfall,Xbox 360,17h 56m,90%,,3497111,Completed,First,17h 56m,,,,,,,,
107,10268,,PC,18h,NR,,797507,Completed,First,18h,,,,,,,,
108,10268,,PC,18h,NR,,918109,Completed,First,18h,,,,,,,,
109,10268,,PC,18h,NR,,2136873,Completed,First,18h,,,,,,,,
110,10268,,PC,18h,NR,,10572236,Completed,First,18h,,,,,,,,
111,10268,,PC,18h,NR,,11875892,Completed,First,18h,,,,,,,,
112,10268,ChangeZ,PC,18h,NR,,1899287,Completed,First,18h,"October 03, 2015",,,,,,,
113,10268,Private,PC,18h,80%,,11678015,Completed,First,18h,,,,,,,,
114,10268,DreamEaglr,PC,18h,NR,,4855139,Completed,First,18h,"April 04, 2012",,,,,,,
115,10268,GOMIS88,PC,18h,90%,,10740622,Completed,First,18h,"January 03, 2020",,,,,,,
116,10268,Gidner,PC,18h,60%,,7191474,Completed,First,18h,"August 31, 2016",,,,,,,
117,10268,Kapsfire,PC,18h,70%,"Easy, completed a negligible amount of side quests.",11325944,Completed,First,18h,"April 02, 2020",,,,,,,
118,10268,Private,PC,18h,90%,"Not rushed, but didn`t do too many side missions, and exploring",3836832,Completed,First,18h,"January 15, 2017",,,,"Fantastic game. Started it because I got Wild Hunt for christmas, and didnt want to miss out on the story. Really happy that I played this. Story and lore is very deep (still a bit confused). This game didn't cheap out anywhere, beatiful graphics, fun gameplay, good and deep story with important choices, interesting world and characters. Really felt immersed in the story and like I was a part of something big, you truly get to experience a awesome adventure. Finished it in one weekend.",,,
119,10268,Mandulum,PC,18h,90%,,1241142,Completed,First,18h,"March 12, 2015",,,,Just a quick run through to refresh the story before Witcher 3 comes out.,,,
120,10268,SirKarp,PC,18h,NR,,5203879,Completed,First,18h,"October 22, 2017",,,,,,,
121,10268,TiesKing,PC,18h,NR,,1397530,Completed,First,18h,"April 08, 2015",21h,34h,,,,,
122,10268,Timothyburke123,PC,18h,60%,,11334343,Completed,First,18h,"April 16, 2020",,,,,,,
123,10268,eyazan,PC,18h,NR,,11389805,Completed,First,18h,"January 08, 2018",25h,,,,,,
124,10268,kasoki,PC,18h,NR,,1348094,Completed,First,18h,"May 16, 2015",,,,,,,
125,10268,Private,PC,18h,60%,,99368,Completed,First,18h,"March 18, 2012",,,,,,,
126,10268,,PC,18h 03m,NR,,870806,Completed,First,18h 03m 22s,,,,,,,,
127,10268,,PC,18h 04m,NR,,10742099,Completed,First,18h 04m 57s,,,,,,,,
128,10268,Private,PC,18h 08m,90%,Rushed,1378202,Completed,First,18h 08m 55s,,,,,,,,
129,10268,,PC,18h 10m,NR,,1406140,Completed,First,18h 10m,,,,,,,,
130,10268,,PC,18h 12m,NR,,3856488,Completed,First,18h 12m,,,,,,,,
131,10268,,PC,18h 12m,NR,,1825285,Completed,First,18h 12m 03s,,,,,,,,
132,10268,ShizWhiz,,18h 20m,80%,,386566,Completed,First,18h 20m,"August 22, 2013",,,,,,,
133,10268,Bencici,PC,18h 24m,NR,,8636334,Completed,First,18h 24m,,,,,,,,
134,10268,Subaru_kyun,Xbox 360,18h 25m,NR,,11049936,Completed,First,18h 25m,"February 25, 2020",36h,,,,,,
135,10268,,PC,18h 40m,NR,A few hard parts,4995929,Completed,First,18h 40m,,36h,80h,,,,,
136,10268,Gaerrus,PC,18h 42m,70%,,3484446,Completed,First,18h 42m,"October 03, 2016",,,,,,,
137,10268,Everdred,Xbox 360,18h 50m,70%,"Normal until final hour, then easy.",6190827,Completed,First,18h 50m,"May 17, 2018",,,,,,,
138,10268,,PC,19h,NR,Main story + 1-3 side quests and over 50 deaths.,293680,Completed,First,19h,,,,,,,,
139,10268,,PC,19h,NR,,293687,Completed,First,19h,,,,,,,,
140,10268,,PC,19h,NR,,1089527,Completed,First,19h,,,,,,,,
141,10268,,Mac,19h,NR,,6608288,Completed,First,19h,,21h,,,,,,
142,10268,,PC,19h,NR,,7889322,Completed,First,19h,,,,,,,,
143,10268,,PC,19h,NR,,11335942,Completed,First,19h,,,,,,,,
144,10268,BlakeBurch,PC,19h,NR,,4121479,Completed,First,19h,"February 19, 2017",,,,,,,
145,10268,DimEd,PC,19h,NR,,7101155,Completed,First,19h,"April 04, 2018",,,,,,,
146,10268,FaTaLzK,PC,19h,NR,,3148824,Completed,First,19h,"June 28, 2016",,,,,,,
147,10268,Henkkles,PC,19h,80%,,2949898,Completed,First,19h,,,,,,,,
148,10268,Suicidelbunnyz,PC,19h,90%,,5535375,Completed,First,19h,"May 08, 2015",,,,,,,
149,10268,Suryansh9,PC,19h,90%,,4378905,Completed,First,19h,,,,,,,,
150,10268,Tjfarmer,PC,19h,80%,,621728,Completed,First,19h,"February 07, 2014",,,,,,,
151,10268,fetahundenyoda,PC,19h,80%,,1297749,Completed,First,19h,"April 14, 2015",,,,,,,
152,10268,ildo,PC,19h,NR,,902468,Completed,First,19h,"May 09, 2015",,,,,,,
153,10268,imArize,PC,19h,NR,,10242797,Completed,First,19h,"October 14, 2019",,,,,,,
154,10268,memol,PC,19h,NR,,6981067,Completed,Replay,19h,"May 10, 2015",,,,,,,
155,10268,midsch,PC,19h,NR,,10477302,Completed,First,19h,"November 24, 2019",,,,,,,
156,10268,piousapostasy,PC,19h,100%,,1053374,Completed,First,19h,"June 20, 2015",,,,,,,
157,10268,tgggd86,PC,19h,NR,,4553921,Completed,First,19h,"August 07, 2019",,,,,,,
158,10268,timglan,PC,19h,80%,,3873644,Completed,First,19h,"January 06, 2017",,,,,,,
159,10268,wolfrain63,PC,19h,NR,,3075231,Completed,First,19h,"June 10, 2016",,,,,,,
160,10268,xchaosss,PC,19h,80%,,1400562,Completed,First,19h,"June 20, 2015",,,,,,,
161,10268,Lokidum,Xbox 360,19h 06m,60%,,9237118,Completed,First,19h 06m 34s,"July 25, 2019",,,,,,,
162,10268,Kihvel1,PC,19h 10m,80%,,5056981,Completed,First,19h 10m,"September 16, 2017",,,,,,,
163,10268,swagbarbecue420,PC,19h 12m,90%,"awesome game, cannot wait till witcher 3",456180,Completed,First,19h 12m 17s,"September 17, 2013",,,,,,,
164,10268,Private,PC,19h 15m,80%,,81401,Completed,First,19h 15m,,,,,,,,
165,10268,theplump,PC,19h 19m,80%,,1776638,Completed,First,19h 19m,"May 22, 2015",,,,,,,
166,10268,BrickTrain,PC,19h 22m,70%,,6308658,Completed,First,19h 22m,"December 19, 2019",,,,,,,
167,10268,,PC,19h 24m,NR,,6440334,Completed,First,19h 24m,,,,,,,,
168,10268,Genjutsuhh,Xbox 360,19h 28m,70%,,6040395,Completed,First,19h 28m,"April 09, 2018",,,,,,,
169,10268,,PC,19h 30m,NR,,8074129,Completed,First,19h 30m,,,,,,,,
170,10268,TheMrToodles,PC,19h 30m,100%,,1350950,Completed,Replay,19h 30m,"May 18, 2015",,,,,,,
171,10268,hahe71,PC,19h 30m,NR,,3738784,Completed,First,19h 30m,,,,,,,,
172,10268,mjricco,PC,19h 30m,80%,,402817,Backlog Completed,First,19h 30m,"March 29, 2014",,,,,,,
173,10268,theGrumpInside,PC,19h 30m,NR,,8502762,Completed,First,19h 30m,"February 07, 2020",,,,,,,
174,10268,Vijfhoek,PC,19h 36m,NR,,11526424,Completed,First,19h 36m,"April 22, 2020",,,,,,,
175,10268,Flourite,PC,19h 40m,90%,,1107071,Completed,First,19h 40m,"May 04, 2015",,,,,,,
176,10268,Moxicles,PC,19h 48m,NR,,5100849,Completed,First,19h 48m,,,,,,,,
177,10268,,PC,20h,NR,,811556,Completed,First,20h,,,,,,,,
178,10268,,PC,20h,NR,,931124,Completed,First,20h,,36h,60h,,,,,
179,10268,,PC,20h,NR,,1244396,Completed,First,20h,,30h,70h,,,,,
180,10268,,PC,20h,NR,,1295018,Completed,First,20h,,,,,,,,
181,10268,,PC,20h,NR,,1295465,Completed,First,20h,,,,,,,,
182,10268,,PC,20h,NR,,3225921,Completed,First,20h,,,,,,,,
183,10268,,PC,20h,NR,,3560019,Completed,First,20h,,,,,,,,
184,10268,,PC,20h,NR,,4569299,Completed,First,20h,,,,,,,,
185,10268,,PC,20h,NR,,4878783,Completed,First,20h,,,,,,,,
186,10268,,PC,20h,NR,,5453056,Completed,First,20h,,,,,,,,
187,10268,,PC,20h,NR,,8435149,Completed,First,20h,,26h,,,,,,
188,10268,,PC,20h,NR,,10418467,Completed,First,20h,,,,,,,,
189,10268,Artog,PC,20h,NR,,10869086,Completed,First,20h,"January 24, 2020",,,,,,,
190,10268,Batman,,20h,100%,,319081,Completed,First,20h,"May 12, 2013",24h,,,,,,
191,10268,DaDaChuck,PC,20h,NR,,11066143,Completed,First,20h,"January 18, 2020",30h,,,,,,
192,10268,EvilDead89,PC,20h,80%,,4290360,Completed,First,20h,"April 28, 2017",,,,,,,
193,10268,JDubyew,Xbox 360,20h,80%,,6343702,Completed,First,20h,"June 03, 2013",,,,,,,
194,10268,Private,PC,20h,NR,,9199798,Completed,First,20h,"March 13, 2020",,,,,,,
195,10268,Miikue,PC,20h,NR,,10602129,Completed,First,20h,"December 16, 2019",31h,50h,,,,,
196,10268,Private,PC,20h,NR,,1353235,Completed,First,20h,"June 20, 2019",,,,,,,
197,10268,Phare,PC,20h,NR,,11069977,Completed,First,20h,"December 31, 2011",26h,,,,,,
198,10268,Prodige78,PC,20h,90%,,11365735,Completed,First,20h,"March 31, 2018",,,,,,,
199,10268,Rhisthel,PC,20h,90%,,4061109,Completed,Replay,20h,,33h,60h 53m,,,,,
200,10268,SeraphimBey,PC,20h,NR,,6015395,Completed,First,20h,"March 21, 2018",,,,,,,
201,10268,Warpathx1,Xbox 360,20h,90%,,546333,Completed,First,20h,,,,,,,,
202,10268,artur102430,PC,20h,70%,,11766661,Completed,First,20h,"November 21, 2016",,,,,,,
203,10268,joao1105,PC,20h,NR,,4544304,Completed,First,20h,"November 30, 2016",,,,,,,
204,10268,kimduk,,20h,NR,,282185,Completed,First,20h,"June 17, 2013",,,,,,,
205,10268,krysztal,PC,20h,NR,,822405,Completed,First,20h,"July 19, 2014",,,,,,,
206,10268,raskreia,PC,20h,NR,,8134650,Completed,First,20h,"January 27, 2019",27h,,,,,,
207,10268,senkus,PC,20h,NR,God Mode. TW2 combat sucks.,3258818,Completed,First,20h,"July 25, 2016",,,,,,,
208,10268,Private,PC,20h,NR,,3228244,Completed,First,20h,,,,,,,,
209,10268,Private,PC,20h,70%,,167262,Completed,First,20h,"August 18, 2012",,,,,,,
210,10268,Ashthelord18,PC,20h 02m,60%,,5771429,Completed Retired,First,20h 02m 05s,"June 07, 2017",,,,,,,
211,10268,PlushWraith,PC,20h 10m,NR,Easy difficulty,1247580,Completed,First,20h 10m,"May 10, 2015",,,,,,,
212,10268,omgame101,PC,20h 10m,90%,,1349862,Completed,First,20h 10m,"May 16, 2015",,,,,,,
213,10268,,PC,20h 12m,NR,,4411961,Completed,First,20h 12m,,,,,,,,
214,10268,,PC,20h 17m,NR,,4369681,Completed,First,20h 17m 34s,,,,,,,,
215,10268,,PC,20h 18m,NR,,4520468,Completed,First,20h 18m,,,,,,,,
216,10268,,PC,20h 25m,NR,,5747766,Completed,First,20h 25m,,26h 10m,,,,,,
217,10268,Terlan_357,PC,20h 26m,80%,,1338766,Completed,First,20h 26m,"May 10, 2015",28h 43m,,,,,,
218,10268,,PC,20h 30m,NR,,293709,Completed,First,20h 30m,,,,,,,,
219,10268,,PC,20h 30m,NR,,1348593,Completed,First,20h 30m,,,,,,,,
220,10268,Fj00b,PC,20h 30m,NR,,1345704,Completed,Replay,20h 30m,"April 15, 2015",24h 30m,,,,,,
221,10268,csGDevil,PC,20h 32m,NR,,7315233,Completed,First,20h 32m,"October 24, 2018",,,,,,,
222,10268,Uluk,PC,20h 34m,90%,,2431598,Completed,First,20h 34m 48s,"November 16, 2015",,,,,,,
223,10268,PeReC,PC,20h 40m,NR,,777985,Completed,First,20h 40m,"June 27, 2014",,,,,,,
224,10268,Twindap,PC,20h 41m,70%,,4273312,Completed,First,20h 41m,"April 02, 2017",,,,,,,
225,10268,memeloser,PC,20h 42m,90%,,2508631,Completed,First,20h 42m,"January 17, 2016",,,,,,,
226,10268,,PC,20h 48m,NR,,8686509,Completed,First,20h 48m,,,,,,,,
227,10268,Xensidia,PC,20h 48m,NR,,1510457,Completed,First,20h 48m,"July 20, 2015",,,,,,,
228,10268,Paarthurnaxx,PC,20h 50m,100%,,550214,Completed,First,20h 50m,"January 02, 2014",,,,,,,
229,10268,noter,PC,20h 55m,NR,,11546539,Completed,First,20h 55m,"April 24, 2020",,,,,,,
230,10268,Tarnop,PC,20h 58m,NR,,5296130,Completed,First,20h 58m,,,,,,,,
231,10268,,PC,21h,NR,,782915,Completed,First,21h,,,,,,,,
232,10268,,PC,21h,NR,,1155772,Completed,First,21h,,,,,,,,
233,10268,,PC,21h,NR,,1348600,Completed,First,21h,,,,,,,,
234,10268,,PC,21h,NR,,1356861,Completed,First,21h,,,,,,,,
235,10268,,PC,21h,NR,,1395664,Completed,First,21h,,,,,,,,
236,10268,,PC,21h,NR,,2202150,Completed,First,21h,,,,,,,,
237,10268,,PC,21h,NR,,2891280,Completed,First,21h,,35h,,,,,,
238,10268,,PC,21h,NR,,3233516,Completed,First,21h,,,,,,,,
239,10268,,PC,21h,NR,,4548964,Completed,First,21h,,,,,,,,
240,10268,,PC,21h,NR,,5719799,Completed,First,21h,,41h,,,,,,
241,10268,,PC,21h,NR,,6136737,Completed,First,21h,,,,,,,,
242,10268,,PC,21h,NR,,8196393,Completed,First,21h,,,,,,,,
243,10268,,PC,21h,NR,,9017057,Completed,Replay,21h,,,,,,,,
244,10268,AcidCreeper,PC,21h,NR,,1925034,Completed,First,21h,"October 09, 2015",,,,,,,
245,10268,Private,PC,21h,NR,,4487511,Completed,First,21h,"December 09, 2019",,,,,,,
246,10268,DrWonton,PC,21h,NR,,1347058,Completed,First,21h,"May 15, 2015",,,,,,,
247,10268,Hihi,PC,21h,80%,,1345977,Completed,First,21h,"May 14, 2015",,,,,,,
248,10268,Hircine,PC,21h,NR,,5724597,Completed,First,21h,"January 25, 2018",,,,,,,
249,10268,Private,PC,21h,NR,,569658,Completed,First,21h,"May 22, 2016",,,,,,,
250,10268,MostlyReliable,PC,21h,NR,,8865099,Completed,First,21h,"May 30, 2019",,,,,,,
251,10268,Scorpus,PC,21h,70%,,1297228,Completed,First,21h,"April 14, 2015",,,,,,,
252,10268,Seb3D,PC,21h,NR,,2744856,Completed,First,21h,"March 18, 2016",,,,,,,
253,10268,Private,PC,21h,NR,,4123834,Completed,First,21h,"January 24, 2015",,,,,,,
254,10268,Private,PC,21h,NR,,7266912,Completed,First,21h,,,,,,,,
255,10268,barbarakaterina,PC,21h,60%,,4697275,Completed,First,21h,"July 04, 2017",,,,,,,
256,10268,borko63,PC,21h,NR,,10737417,Completed,First,21h,"April 02, 2017",,,,,,,
257,10268,caskett10,PC,21h,NR,,3353462,Completed,First,21h,"August 23, 2016",,,,,,,
258,10268,codeafin,PC,21h,50%,,7994904,Completed,First,21h,"July 22, 2018",,,,,,,
259,10268,computerandy9,PC,21h,70%,,2014032,Completed,First,21h,"October 28, 2015",,,,,,,
260,10268,Private,PC,21h,70%,,626211,Completed,First,21h,"October 28, 2013",,,,,,,
261,10268,fotoshop28,,21h,100%,,401810,Completed,First,21h,"September 06, 2013",,,,,,,
262,10268,fredthebelgian,PC,21h,90%,,314071,Completed,First,21h,"July 16, 2014",,,,,,,
263,10268,hennejoe,PC,21h,60%,,8601307,Completed,First,21h,"December 28, 2019",,,,,,,
264,10268,jmdoane42,PC,21h,60%,,824480,Completed,First,21h,"August 27, 2014",,,,,,,
265,10268,jstalin,PC,21h,NR,,7952217,Completed,First,21h,"January 05, 2019",,,,,,,
266,10268,kromex,PC,21h,NR,,1682064,Completed,First,21h,,,,,,,,
267,10268,romando,PC,21h,NR,,4061162,Completed,First,21h,"March 17, 2017",,,,,,,
268,10268,sandmannn,PC,21h,NR,,767608,Completed,First,21h,"June 22, 2014",,,,,,,
269,10268,tabootay,Xbox 360,21h,80%,,1365345,Completed,First,21h,"May 24, 2015",,,,,,,
270,10268,Veci_24,PC,21h 01m,NR,,5479243,Completed,First,21h 01m 36s,"December 17, 2017",,,,,,,
271,10268,Doktor_S,PC,21h 03m,90%,,7023024,Completed,First,21h 03m,,,,,,,,
