,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Speedrun,Retired Notes
61,62935,mrbaggs,PC,10h,NR,,10936557,Completed,First,"February 04, 2020",10h,,,,,,
62,62935,dioomicida,Xbox One,10h 11m,80%,Most all achievements.,10438189,Completed,First,"November 17, 2019",10h 11m,17h 41m,,,,,
63,62935,Dutii,PC,10h 11m,80%,,10329787,Completed,First,"October 30, 2019",10h 11m 25s,16h 33m 25s,,,,,
64,62935,Purdy8TV,Xbox One,10h 20m,80%,,10432581,Completed,First,"November 25, 2019",10h 20m,,,,,,
65,62935,beearmy,Xbox One,10h 20m,80%,,10591765,Completed,First,"December 14, 2019",10h 20m,,,,,,
66,62935,,PC,10h 25m,NR,,10317690,Completed,First,,10h 25m,,,,,,
67,62935,,PC,10h 27m,NR,,10802619,Completed,First,,10h 27m,,,,,,
68,62935,,PC,10h 30m,NR,,10434240,Completed,First,,10h 30m,,,,,,
69,62935,Nickdoggmoneycash,PC,10h 30m,NR,,10575925,Completed,First,"December 11, 2019",10h 30m,15h 30m,18h,,,,
70,62935,,Xbox One,10h 30m,NR,,10495080,Completed,First,,10h 30m 42s,,,,,,
71,62935,Cxnzy,Xbox One,10h 32m,70%,,10810823,Completed,First,"November 11, 2019",10h 32m,,,,,,
72,62935,c7777w,PC,10h 36m,80%,,10446591,Completed,First,,10h 36m,,,,,,
73,62935,,Xbox One,10h 40m,NR,,12002425,Completed,First,,10h 40m,,,,,,
74,62935,Suicidelbunnyz,PC,10h 43m,80%,,10422206,Completed,First,"November 13, 2019",10h 43m,,,,,,
75,62935,GRT42,PC,10h 43m,NR,,11053263,Completed,First,"February 25, 2020",10h 43m 23s,,,,,,
76,62935,chadilak,Xbox One,10h 48m,80%,,10585333,Completed,First,"December 17, 2019",10h 48m,,,,,,
77,62935,sudsthesavage,PC,10h 48m,NR,,11829571,Completed,First,"May 24, 2020",10h 48m,,,,,,
78,62935,Odma,PC,10h 50m,80%,,10416202,Completed,First,"November 17, 2019",10h 50m,,,,,,
79,62935,Private,PC,10h 58m,NR,,10981195,Completed,First,"February 14, 2020",10h 58m 26s,,,,,,
80,62935,,PC,11h,NR,,10310924,Completed,First,,11h,,,,,,
81,62935,,Xbox One,11h,NR,,10312780,Completed,First,,11h,,,,,,
82,62935,,PlayStation 4,11h,NR,,10423738,Completed,First,,11h,20h,30h,,,,
83,62935,EpicBro99,Xbox One,11h,NR,,10720234,Completed,First,,11h,16h 30m,41h 46m,,,,
84,62935,Private,PC,11h,70%,,10345293,Completed,First,"November 01, 2019",11h,15h,,,,,
85,62935,iHassanFTW,PC,11h,NR,,10441249,Completed,First,"November 18, 2019",11h,,,,,,
86,62935,jro3000,Xbox One,11h,NR,,10415624,Completed,First,"November 11, 2019",11h,,,,,,
87,62935,spy4killer,PC,11h,70%,,10400240,Completed,First,"November 10, 2019",11h,21h,33h,,,,
88,62935,Private,PC,11h 10m,NR,,10777753,Completed,First,"January 08, 2020",11h 10m,,,,,,
89,62935,,PC,11h 20m,NR,,10309532,Completed,First,,11h 20m,,,,,,
90,62935,csjessid,PC,11h 30m,90%,,10517467,Completed,First,"December 01, 2019",11h 30m,19h,23h 30m,,,,
91,62935,pasha_pirozhok,PC,11h 40m,NR,,10447407,Completed,First,"November 19, 2019",11h 40m,,,,,,
92,62935,Tredil,PC,11h 42m,90%,,10594885,Completed,First,"December 15, 2019",11h 42m,,,,,,
93,62935,Aevumm,Xbox One,11h 43m,NR,,10783316,Completed,First,"December 19, 2019",11h 43m 22s,,,,,,
94,62935,Renaissance2K,PC,11h 48m,NR,,10521204,Completed,First,"December 20, 2019",11h 48m,,,,,,
95,62935,,PC,11h 54m,NR,,10309032,Completed,First,,11h 54m 23s,,,,,,
96,62935,,PC,12h,NR,,10309044,Completed,First,,12h,,,,,,
97,62935,,PC,12h,NR,,10363638,Completed,First,,12h,,32h,,,,
98,62935,,PlayStation 4,12h,NR,,11051276,Completed,First,,12h,,,,,,
99,62935,,PC,12h,NR,,11766017,Completed,First,,12h,,,,,,
100,62935,3pacalypse,Xbox One,12h,NR,,11413841,Completed,First,"April 11, 2020",12h,,,,,,
101,62935,Barshal,PC,12h,NR,,10885133,Completed,First,"January 26, 2020",12h,20h,,,,,
102,62935,Cenafn54,PC,12h,NR,,10628979,Completed,First,"December 21, 2019",12h,,,,,,
103,62935,Drosophila,PC,12h,NR,,10783925,Completed,First,,12h,,,,,,
104,62935,NooBold,PC,12h,60%,,10579998,Completed,First,"November 20, 2019",12h,,,,,,
105,62935,TheJoschka,Xbox One,12h,80%,,10604383,Completed,First,"December 17, 2019",12h,20h,24h,,,,
106,62935,Private,PC,12h,70%,,10920844,Completed,First,"March 14, 2020",12h,20h,40h,,,,
107,62935,daanthijs,PlayStation 4,12h,NR,,10421768,Completed,First,"November 13, 2019",12h,25h,35h,,,,
108,62935,konami,PlayStation 4,12h,80%,,10979246,Completed,First,"January 19, 2020",12h,22h,,,,,
109,62935,korzafar,PC,12h,NR,,10746864,Completed,First,"November 28, 2019",12h,20h,,,,,
110,62935,lonewanderer812,PC,12h,70%,,10482826,Completed,First,"January 10, 2020",12h,15h,,,,,
111,62935,Private,PC,12h,90%,,10305655,Completed,First,"November 23, 2019",12h,,,,,,
112,62935,nuqu2,PC,12h,NR,,10662391,Completed,First,"December 26, 2019",12h,25h,35h,,,,
113,62935,pmeeks841,Xbox One,12h,NR,,10351359,Completed,First,"November 03, 2019",12h,,36h 25m,,,,
114,62935,Private,Xbox One,12h,90%,,10310257,Completed,First,"January 06, 2020",12h,34h,,,,,
115,62935,Private,PlayStation 4,12h,70%,,10609385,Completed,First,"December 17, 2019",12h,,,,,,
116,62935,backtobackpsycho,PlayStation 4,12h 05m,NR,,10426089,Completed,First,"November 12, 2019",12h 05m 23s,30h 22m 33s,,,,,
117,62935,DarkStallion,PC,12h 06m,NR,,11707377,Completed,First,"May 11, 2020",12h 06m,,,,,,
118,62935,JTHP,Xbox One,12h 10m,NR,,10481029,Completed,First,"October 29, 2019",12h 10m 20s,,,,,,
119,62935,Jlord666,PC,12h 11m,NR,,10366362,Backlog Completed,First,"November 04, 2019",12h 11m,,,,12h 11m /,,
120,62935,metalgearryan,PC,12h 15m,NR,,10351527,Completed,First,"November 03, 2019",12h 15m,,,,,,
121,62935,FireAgostini,PC,12h 21m,NR,,10318179,Completed,First,"October 28, 2019",12h 21m 13s,,,,,,
122,62935,,Xbox One,12h 27m,NR,,10309625,Completed,First,,12h 27m,,,,,,
123,62935,,Xbox One,12h 30m,NR,,10754014,Completed,First,,12h 30m,,,,,,
124,62935,CatchingZzs,PlayStation 4,12h 30m,NR,,11734584,Backlog Completed,First,"May 03, 2020",12h 30m,,,,,,
125,62935,JamaicanBacon08,PC,12h 30m,NR,,10546086,Completed,First,"December 05, 2019",12h 30m,,,,,,
126,62935,Nanakix,PC,12h 30m,80%,"Hard difficulty, main quest essentially.",10945683,Completed,First,"February 06, 2020",12h 30m,,,,,,
127,62935,sajmon213,PC,12h 30m,NR,,10348889,Completed,First,"November 15, 2019",12h 30m,,,,,,
128,62935,,PC,12h 40m,NR,,10434498,Completed,First,,12h 40m,,,,,,
129,62935,,PC,12h 46m,NR,,10328825,Completed,First,,12h 46m,,,,,,
130,62935,d1astola,PC,12h 57m,70%,,11474583,Completed,First,"April 18, 2020",12h 57m,,,,,,
131,62935,,PC,13h,NR,,10464015,Completed,First,,13h,,,,,,
132,62935,Galengwath,Xbox One,13h,NR,,11428030,Completed,First,"April 27, 2020",13h,,,,,,
133,62935,Ibuki,PC,13h,NR,,10317749,Completed,First,"November 25, 2019",13h,,,,,,
134,62935,Xeldar,PC,13h,NR,,11590288,Completed,First,"April 28, 2020",13h,,,,,,
135,62935,,PC,13h 22m,NR,,10509967,Completed,First,,13h 22m 15s,,,,,,
136,62935,,PC,13h 30m,NR,,10531102,Completed,First,,13h 30m,,,,,,
137,62935,Arsonist180,Xbox One,13h 30m,80%,,10323100,Completed,First,"October 29, 2019",13h 30m,,,,,,
138,62935,,PC,13h 35m,NR,,10329738,Completed,First,,13h 35m,,,,,,
139,62935,,PC,13h 45m,NR,,11098296,Completed,First,,13h 45m,,,,,,
140,62935,Swiz91,PC,13h 52m,NR,,11101224,Completed,First,"June 18, 2020",13h 52m,,,,,,
141,62935,AfroThunderZero,PC,13h 59m,NR,,10467370,Completed,First,"November 22, 2019",13h 59m,,,,,,
142,62935,,PC,14h,NR,,10372053,Completed,First,,14h,,,,,,
143,62935,,PC,14h,NR,,10783508,Completed,First,,14h,,,,,,
144,62935,,Xbox One,14h,NR,,11548171,Completed,First,,14h,,,,,,
145,62935,Muscle4,PC,14h,NR,,11969088,Completed,First,"June 12, 2020",14h,20h,36h,,,,
146,62935,SSnake98,Xbox One,14h,NR,,10333964,Completed,First,"October 31, 2019",14h,22h,30h,,,,
147,62935,VauseKV,PC,14h,NR,,10913396,Completed,First,"June 04, 2020",14h,,,,,,
148,62935,wildestdream93,PC,14h,NR,,10794176,Completed,First,"November 24, 2019",14h,,,,,,
149,62935,wutname1,PC,14h 19m,NR,,10464927,Completed,First,"November 21, 2019",14h 19m,,,,,,
150,62935,,PC,14h 33m,NR,,10309966,Completed,First,,14h 33m,,,,,,
151,62935,,PC,15h,NR,,10308349,Completed,First,,15h,,,,,,
152,62935,,PC,15h,NR,,10475311,Completed,First,,15h,25h,,,,,
153,62935,,PlayStation 4,15h,NR,,10812557,Completed,First,,15h,,,,,,
154,62935,EnderWiggin,PC,15h,NR,,11473958,Completed,First,"February 05, 2020",15h,,,,,,
155,62935,MutantSuccubus,PC,15h,70%,,10995059,Completed,First,,15h,,,,,,
156,62935,Private,Xbox One,15h,NR,,10641027,Completed,First,2019,15h,,,,,,
157,62935,Soldier_666,PlayStation 4,15h,80%,"Yeah, this game deserves platinum it.",10400354,Completed,First,"November 10, 2019",15h,45h,,,,,
158,62935,Splader,Xbox One,15h,NR,,10364201,Completed,First,"November 04, 2019",15h,32h,40h,,,,
159,62935,captaincolvin,Xbox One,15h,80%,,10559242,Completed,First,"December 02, 2019",15h,25h,,,,,
160,62935,chadma,Xbox One,15h,NR,,10574615,Completed,First,"December 11, 2019",15h,,,,,,
161,62935,elpiop,PC,15h,80%,,11149699,Completed,First,,15h,,,,,,
162,62935,gamblor88,PlayStation 4,15h,80%,,10597028,Completed,First,"December 15, 2019",15h,,,,,,
163,62935,jono51,PC,15h,80%,"Main story, normal difficulty, some side quests",11688296,Completed,First,"May 09, 2020",15h,,,,,,
164,62935,tausiftt5238,PlayStation 4,15h,70%,,10410375,Completed,First,"November 10, 2019",15h,,,,,,
165,62935,,PC,15h 04m,NR,,11840738,Completed,First,,15h 04m,,,,,,
166,62935,morse86,PC,15h 20m,NR,,11588427,Completed,First,"November 14, 2019",15h 20m,,,,,,
167,62935,,PC,15h 22m,NR,,10421693,Completed,First,,15h 22m 15s,,,,,,
168,62935,kevinbushman,PC,15h 30m,NR,,10440633,Completed,First,"December 15, 2019",15h 30m,,,,,,
169,62935,lowdefal,Xbox One,15h 30m,NR,"Played ""as intended"". Phineas ending. Bunch of side quests, one companion quest line completed.",10313215,Completed,First,"November 12, 2019",15h 30m,17h 50m,,,,,
170,62935,NotCallumF,Xbox One,16h,100%,To get Every achievement in The Outer Worlds would require several playthrough a of the game. Making it 80+ hours.,10325732,Completed,First,,16h,43h,83h,,,,
171,62935,Ps4dude55,PlayStation 4,16h,90%,,10986378,Completed,First,"February 13, 2020",16h,,,,,,
172,62935,zadoz,PC,16h,90%,,11012865,Completed,First,"February 18, 2020",16h,,,,,,
173,62935,,PlayStation 4,16h 08m,NR,,10422080,Completed,First,,16h 08m 04s,48h 54m 09s,,,,,
174,62935,,Xbox One,16h 30m,NR,Hard difficulty,10363316,Completed,First,,16h 30m,,,,,,
175,62935,Private,Xbox One,16h 30m,NR,,11561715,Completed,First,"May 16, 2020",16h 30m,,,,,,
176,62935,,Xbox One,16h 32m,NR,,11069442,Completed,Replay,,16h 32m 09s,27h 16m 03s,32h 49m 37s,,,,
177,62935,Hiorth,PC,16h 35m,NR,,10439426,Completed,First,"November 17, 2019",16h 35m,,,,,,
178,62935,andrewl3779,PC,16h 35m,NR,Normal difficulty. Phineas' route,10329641,Completed,First,"October 30, 2019",16h 35m,,,,,,
179,62935,PapaStalin,PC,16h 35m,60%,,10306362,Completed,First,"November 06, 2019",16h 35m 13s,,,,,,
180,62935,,Xbox One,17h 35m,NR,,10317744,Completed,First,,17h 35m,32h 45m,,,,,
181,62935,Arvine,PlayStation 4,17h 45m,NR,,11113569,Completed,First,"March 07, 2020",17h 45m,,,,,,
182,62935,Vipermaclidis,PC,18h,NR,,10346853,Playing Replay Completed,Replay,"November 02, 2019",18h,51h 40m,,,18h 43m /,,
183,62935,procyszyn15,Xbox One,18h 21m,NR,,11801726,Completed,First,"May 21, 2020",18h 21m,,,,,,
184,62935,anga830,PlayStation 4,18h 23m,90%,,10741316,Completed,First,"March 09, 2020",18h 23m,,,,,,
185,62935,matheusgrb,PC,18h 30m,NR,,10309524,Completed,First,"October 27, 2019",18h 30m,31h,40h 30m,,,,
186,62935,LmNoPg007,PC,19h 26m,NR,,10307567,Completed,First,"January 31, 2020",19h 26m,,,,,,
187,62935,pcm720,PC,19h 30m,NR,"Normal difficulty, good ending",10344742,Completed,First,"November 01, 2019",19h 30m,,,,,,
188,62935,Mlkael,Xbox One,20h,90%,,10367013,Completed,First,"November 26, 2019",20h,25h,32h,,,,
189,62935,Narpet2112,PlayStation 4,20h,NR,,10748201,Completed,First,"January 30, 2020",20h,,,,,,
190,62935,OGKAT,Xbox One,20h,100%,,10490011,Completed,First,"November 26, 2019",20h,40h 30m,55h 30m,,,,
191,62935,Throwaway_Name,PC,20h,80%,,10304529,Completed,First,"November 16, 2019",20h,,,,,,
192,62935,Wultz,PC,20h,NR,,10367155,Completed,First,"November 05, 2019",20h,21h,,,,,
193,62935,cottboi,PlayStation 4,20h,80%,,10978460,Completed,First,,20h,,,,,,
194,62935,Private,PC,20h,80%,,10392126,Completed,First,"February 23, 2020",20h,,,,,,
195,62935,irishww,PC,20h,90%,,10419781,Completed,First,"November 12, 2019",20h,25h,,,,,
196,62935,kiki1980,Xbox One,20h,NR,,10617655,Completed,First,"December 01, 2019",20h,24h 30m,,,,,
197,62935,r_m_2004,PC,20h,NR,,10309375,Completed,First,"October 27, 2019",20h,35h,45h,,,,
198,62935,Barch,PlayStation 4,20h 41m,NR,,10376294,Backlog Completed,First,"November 25, 2019",20h 41m 14s,,,,20h 41m 14s /,,
199,62935,Lothermus,PC,20h 53m,80%,,10367269,Completed,First,"October 28, 2019",20h 53m,,,,,,
200,62935,,Xbox One,21h,NR,,10761519,Completed,First,,21h,43h 49m 20s,,,,,
201,62935,Private,PC,21h 30m,NR,,11542930,Completed,First,"April 24, 2020",21h 30m,,,,,,
202,62935,Private,Xbox One,22h,90%,,10480415,Completed,First,"October 12, 2019",22h,,,,,,
203,62935,Kurt123,Xbox One,22h 30m,NR,,11097504,Completed,First,"January 04, 2020",22h 30m,,,,,,
204,62935,Leanest,PC,23h 06m,70%,,10374656,Completed,First,"November 07, 2019",23h 06m,34h 45m,,,,,
205,62935,ItsJexter,Xbox One,23h 49m,NR,,11096637,Playing Replay Completed,First,"February 25, 2020",23h 49m 02s,,,,,,
206,62935,MasterPtks,Xbox One,24h,NR,,10739157,Completed,First,"January 03, 2020",24h,34h,35h,,,,
207,62935,MiniMica90,PC,24h,NR,,10693215,Completed,First,,24h,,,,,,
208,62935,,PC,7h 55m,NR,Alternative Route of the Main Story + Extra Quests,10310826,Completed,First,,,7h 55m,,,,,
209,62935,,PC,8h 12m,NR,Normal Difficulty skipped some dialouge. Some side quests done (1/3 of them),11816315,Completed,First,,,8h 12m,,,,,
210,62935,G4mer1808,PC,8h 20m,NR,,10338839,Completed,First,"November 01, 2019",7h 30m,8h 20m,,,,,
211,62935,NebulaND,Xbox One,9h 09m,100%,"Did a few side quests, but mostly stuck to main quests.",10318394,Completed,Replay,"October 30, 2019",,9h 09m,,The Board ending.,,,
212,62935,zukowitz,PC,9h 12m,NR,,10366305,Completed,First,"November 04, 2019",,9h 12m,,,,,
213,62935,Ninfito,PC,9h 29m,70%,,11147113,Completed,First,"March 08, 2020",,9h 29m,,,,,
214,62935,tjello25,PC,9h 37m,80%,,11455346,Completed,First,"April 14, 2020",,9h 37m,,,,,
215,62935,wyngale13,PC,10h,NR,,10655579,Backlog Completed,First,,,10h,,,,,
216,62935,,PC,10h 06m,NR,,10315615,Completed,First,,,10h 06m,,,,,
217,62935,,PC,10h 30m,NR,,11436200,Completed,First,,8h,10h 30m,,,,,
218,62935,,PC,10h 40m,NR,,10322414,Completed,First,,,10h 40m,,,,,
219,62935,VonDozier,PC,10h 45m,60%,"normal, few sidequests",10313924,Completed,First,"October 27, 2019",,10h 45m,,,,,
220,62935,,PC,10h 47m,NR,,10308059,Completed,First,,,10h 47m,,,,,
221,62935,BSPBear,PC,10h 53m,NR,,10426261,Completed,First,"November 15, 2019",,10h 53m,,,,,
222,62935,Kymori,PC,10h 58m,80%,"didnt do ALL the extra stuff, wouldve probably went to like 14ish hours",10318277,Completed,First,"October 29, 2019",,10h 58m 12s,,"didnt do ALL the extra stuff, wouldve probably went to like 14ish hours",,,
223,62935,,PC,11h,NR,,10305479,Completed,First,,,11h,,,,,
224,62935,BlackKnight,PC,11h,NR,,10334712,Completed,First,"October 31, 2019",,11h,,,,,
225,62935,Zyangarr,PC,11h,60%,,10426173,Completed,First,"November 15, 2019",,11h,,,,,
226,62935,bisks,PC,11h,NR,,10304272,Completed,First,"October 30, 2019",,11h,,,,,
227,62935,dietchet,PC,11h,90%,,10615013,Completed,First,"November 11, 2019",,11h,,,,,
228,62935,,Xbox One,11h 05m,NR,,10311658,Completed,First,,,11h 05m,,,,,
229,62935,martin,PC,11h 12m,70%,,10399131,Completed,First,"November 09, 2019",,11h 12m,,,,,
230,62935,verumvita,PC,11h 15m,NR,,10311323,Completed,First,"October 27, 2019",,11h 15m,,,,,
231,62935,internprimus,PC,11h 19m,NR,Did 2nd playthru for alternative ending.,10319150,Completed,Replay,"October 29, 2019",,11h 19m,,2nd playthrough - did most quests found an alternative ending.,,,
232,62935,,PC,11h 23m,NR,,10334700,Completed,First,,,11h 23m 04s,,,,,
233,62935,Elficzek,PC,11h 24m,70%,,10315647,Completed,First,"October 28, 2019",,11h 24m,,,,,
234,62935,Hampopo,PC,11h 30m,60%,,10325733,Completed,First,"October 30, 2019",,11h 30m,,,,,
235,62935,Elvenstein,PC,11h 54m,NR,All companion quests completed. Most side quests done. Sided with Phineas.,10321144,Completed,First,"October 29, 2019",,11h 54m,,,,,
236,62935,,PC,11h 57m,NR,Main story + Every side quest I came across in a pretty violent run - side quests are made super quick if you just kill,10308359,Completed,First,,,11h 57m,,,,,
237,62935,,PC,12h,NR,,10307023,Completed,First,,,12h,,,,,
238,62935,,PC,12h,NR,,10311336,Completed,First,,10h,12h,,,,,
239,62935,,PC,12h,NR,,10322860,Completed,First,,,12h,,,,,
240,62935,,Xbox One,12h,NR,,10346088,Completed,First,,8h,12h,,,,,
241,62935,,PC,12h,NR,,10465819,Completed,First,,,12h,,,,,
242,62935,Backerization,PC,12h,NR,,10328928,Completed,First,"October 30, 2019",,12h,,,,,
243,62935,Private,PC,12h,NR,,10313156,Completed,First,,,12h,,,,,
244,62935,KittyFiend,PC,12h,50%,,10887495,Completed,First,"November 10, 2019",,12h,,I really enjoyed the first portion of this game and then it unfortunately got worse and worse for me. It began to feel repetitive and too easy.,,,
245,62935,heitz0908,PC,12h,70%,,10746702,Completed,First,"January 04, 2020",,12h,,,,,
246,62935,n0rmal90,PC,12h 01m,NR,,10313986,Completed,First,"October 28, 2019",,12h 01m,,,,,
247,62935,,PC,12h 04m,NR,,12001699,Completed,First,,,12h 04m,,,,,
248,62935,Lohot,PC,12h 04m,NR,,10322509,Completed,First,"October 29, 2019",,12h 04m,,,,,
249,62935,Darthaegis,PC,12h 15m,50%,,10309947,Completed,First,"October 27, 2019",,12h 15m,,,,,
250,62935,wavetactic,PC,12h 18m,NR,,10536188,Completed,First,"December 04, 2019",,12h 18m,,,,,
251,62935,HellKove,PC,12h 30m,80%,,10348138,Completed,First,"November 02, 2019",,12h 30m,,,,,
252,62935,steelersrock01,PC,12h 30m,80%,"main story, most sidequests, max level",10346491,Completed,First,"November 06, 2019",,12h 30m,,,,,
253,62935,,PC,12h 31m,NR,,10306360,Completed,First,,,12h 31m,,,,,
254,62935,Glammer,PC,12h 41m,90%,,10310987,Completed,First,"October 27, 2019",,12h 41m,,,,,
255,62935,R_Masamune,PC,12h 47m,70%,,10434418,Completed,First,"December 30, 2019",,12h 47m,,,,,
256,62935,ahhsum,PC,12h 47m,NR,,10428385,Completed,First,"November 03, 2019",,12h 47m,,,,,
257,62935,,PC,13h,NR,,10313593,Completed,First,,8h,13h,,,,,
258,62935,,PC,13h,NR,,10344719,Completed,First,,,13h,,,,,
259,62935,,PC,13h,NR,,10423289,Completed,First,,,13h,,,,,
260,62935,Batsmurf,PC,13h,NR,,10320398,Completed,First,"October 28, 2019",,13h,,,,,
261,62935,Druxim,PC,13h,NR,,10557526,Completed,First,,,13h,,,,,
