,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Co-Op,Retired Notes
85,57503,Swillow,PC,35h 42m,NR,,11591850,Completed,First,"April 18, 2020",35h 42m 12s,,,,,,
86,57503,,PC,35h 50m,NR,,9056199,Completed,First,,35h 50m,76h 30m,129h 28m,,,,
87,57503,,PC,36h,NR,,7904769,Completed,First,,36h,,,,,,
88,57503,,PC,36h,NR,,12036557,Completed,First,,36h,57h,,,,,
89,57503,NicolasDSTR,PlayStation 4,36h,80%,,10751664,Completed,First,"January 05, 2019",36h,,,,,,
90,57503,andreZt,PC,36h,NR,,10855807,Completed,First,"January 21, 2020",36h,,,,,,
91,57503,DeathKillerNOR,PC,36h 05m,NR,https://www.youtube.com/playlist?list=PLFswjBcT5amzDd4gZRzBNUPtTrb9CZdr9,11804574,Completed,First,"May 20, 2020",36h 05m 37s,,,,,,
92,57503,Niels1612,PlayStation 4,36h 06m,NR,,11944578,Completed,First,"June 09, 2020",36h 06m 29s,,,,,,
93,57503,cladstrife911,PC,36h 07m,50%,,11036115,Completed,First,"May 15, 2020",36h 07m,,,,,,
94,57503,thegreatcraig,Xbox One,36h 40m,NR,,7450124,Completed,First,"February 07, 2020",36h 40m 33s,,,,,,
95,57503,istagene_,Xbox One,37h,NR,,8315883,Completed,First,"February 20, 2019",37h,,,,,,
96,57503,Suicidelbunnyz,PC,37h 08m,80%,,8222146,Completed,First,"February 07, 2019",37h 08m 30s,,,,,,
97,57503,,PlayStation 4,37h 12m,NR,,11710322,Completed,First,,37h 12m,40h 18m,63h 42m,,,,
98,57503,Jacob_Darka,PC,37h 18m,80%,,11732827,Completed,First,"May 14, 2020",37h 18m,73h 59m 10s,,,,,
99,57503,mercury113,PC,37h 28m,90%,,11719511,Completed,First,"May 13, 2020",37h 28m,,,,,,
100,57503,coleneff,PlayStation 4,37h 35m,70%,,7967322,Completed,First,"October 15, 2019",37h 35m,75h 40m,,,,,
101,57503,Private,PC,37h 45m,70%,,10993390,Completed,First,"May 28, 2020",37h 45m 06s,,,,,,
102,57503,,PlayStation 4,37h 48m,NR,,11378709,Completed,First,,37h 48m,,,,,,
103,57503,,PlayStation 4,37h 50m,NR,,7244965,Completed,First,,37h 50m,,,,,,
104,57503,Cailiil,PC,37h 51m,90%,,7496533,Completed,First,"June 08, 2020",37h 51m,,,,,,
105,57503,,PC,37h 52m,NR,,7667296,Completed,First,,37h 52m,85h 54m,,,,,
106,57503,,Xbox One,38h,NR,,11049098,Completed,First,,38h,65h,122h,,,,
107,57503,DeWalli,Xbox One,38h,90%,,8485340,Completed,First,"July 09, 2019",38h,,,,,,
108,57503,Private,Xbox One,38h,100%,,10931971,Completed,First,"February 03, 2020",38h,,,,,,
109,57503,UncivilPlayer,PlayStation 4,38h,NR,,7760212,Completed,First,"May 17, 2020",38h,,,,,,
110,57503,Lanceloth,PC,38h 10m,70%,,8035576,Playing Completed,First,"January 13, 2019",38h 10m,,,,,,
111,57503,samsheikh098,Xbox One,38h 12m,NR,It was good but Alexis voice acting is shit,7347672,Completed,First,"October 28, 2018",38h 12m 03s,,,,,,
112,57503,,Xbox One,38h 18m,NR,,7309633,Completed,First,,38h 18m 25s,72h 46m 18s,115h 10m 06s,,,,
113,57503,asotahu,PC,38h 35m,NR,,10854819,Completed,First,"January 29, 2020",38h 35m,,,,,,
114,57503,TheRAVAGE,PC,38h 36m,NR,,10615034,Completed,First,"December 19, 2019",38h 36m,,,,,,
115,57503,dioomicida,Xbox One,38h 39m,80%,Obtained achievements and finishing the real epilogue.,7795429,Completed,First,"December 21, 2018",38h 39m 37s,49h 31m 32s,52h 52m 28s,,,,
116,57503,,PlayStation 4,39h,NR,You have to do plenty of side quests to have the level to go forward in the storyline,7215949,Completed,First,,39h,65h,92h,,,,
117,57503,,Xbox One,39h,NR,,8940958,Completed,First,,39h,,,,,,
118,57503,,PC,39h,NR,,9285698,Completed,First,,39h,,,,,,
119,57503,,Xbox One,39h,NR,,11232744,Completed,Replay,,39h,,,,,,
120,57503,,PC,39h,NR,,11992789,Completed,First,,39h,,,,,,
121,57503,Kw3nji,PC,39h,80%,,8747576,Playing Completed,First,"May 09, 2019",39h,,,,39h /,,
122,57503,Private,PlayStation 4,39h,NR,,11789946,Completed,First,"May 20, 2020",39h,,,,,,
123,57503,,PC,39h 48m,NR,,8713534,Completed,First,,39h 48m,,,,,,
124,57503,Badinfos,PC,39h 49m,NR,,11333282,Completed,First,October 2019,39h 49m 27s,,,,,,
125,57503,,PlayStation 4,40h,NR,,7860639,Completed,First,,40h,60h,100h,,,,
126,57503,,PlayStation 4,40h,NR,,7913342,Completed,First,,40h,85h,,,,,
127,57503,,PC,40h,NR,,8199370,Completed,First,,40h,109h,,,,,
128,57503,,PlayStation 4,40h,NR,,8564207,Completed,First,,40h,,,,,,
129,57503,,PC,40h,NR,,8968920,Completed,First,,40h,65h,120h,,,,
130,57503,,PC,40h,NR,,8990633,Completed,First,,40h,50h,250h,,,,
131,57503,,PlayStation 4,40h,NR,,9019085,Completed,First,,40h,75h,117h,,,,
132,57503,,PC,40h,NR,,9173085,Completed,First,,40h,85h,178h,,,,
133,57503,,Xbox One,40h,NR,,10434181,Completed,First,,40h,80h 56m,,,,,
134,57503,,PC,40h,NR,,10788107,Completed,First,,40h,80h,180h,,,,
135,57503,,PlayStation 4,40h,NR,side missions and other things are much better than the main game,11075930,Completed,First,,40h,105h,,,,,
136,57503,,PC,40h,NR,,11158237,Completed,First,,40h,,,,,,
137,57503,,PlayStation 4,40h,NR,,11190315,Completed,First,,40h,,,,,,
138,57503,,PlayStation 4,40h,NR,,11487423,Completed,First,,40h,,72h 01m,,,,
139,57503,73racl,PlayStation 4,40h,NR,,8092152,Completed,First,"December 30, 2018",40h,78h,90h,,,,
140,57503,Cjerome101,PC,40h,NR,,11675416,Completed,First,,40h,77h,,,,,
141,57503,CyberCube,PC,40h,NR,,8564039,Completed,First,"April 03, 2019",40h,75h,,,,,
142,57503,Gman450,PC,40h,80%,,10393660,Completed,First,"November 15, 2019",40h,64h 40m,,,,,
143,57503,Ibuki,PC,40h,NR,,8066462,Completed,First,"October 18, 2018",40h,,,,,,
144,57503,Private,PC,40h,NR,,10766161,Completed,First,,40h,,,,,,
145,57503,Jbtjr,PlayStation 4,40h,NR,,7303229,Completed,First,"October 22, 2018",40h,75h 40s,82h 40s,,,,
146,57503,KuData,Xbox One,40h,NR,,8764392,Playing Completed,First,"May 11, 2019",40h,,,,,,
147,57503,Moogourou,PlayStation 4,40h,NR,,10344902,Completed,First,"November 01, 2019",40h,80h,,,,,
148,57503,MrPidf,PlayStation 4,40h,NR,,8571512,Completed,First,"April 06, 2019",40h,,,Main Story,,,
149,57503,Private,PlayStation 4,40h,90%,,10972451,Completed,First,"March 19, 2020",40h,,,,,,
150,57503,Suburban_Thug,PC,40h,90%,,7775951,Completed,First,"December 18, 2018",40h,60h,100h,,,,
151,57503,TheJoschka,Xbox One,40h,80%,,10604384,Completed,First,"December 17, 2019",40h,80h,111h,,,,
152,57503,VitaminK,PC,40h,90%,,7793839,Completed,First,"June 07, 2019",40h,75h,,,,,
153,57503,Private,PlayStation 4,40h,90%,,7752055,Custom List Completed,First,"April 25, 2019",40h,80h,90h,,90h /,,
154,57503,adavis1129,PlayStation 4,40h,90%,Platinum,8281894,Completed,First,"November 02, 2018",40h,,70h,,,,
155,57503,Private,PlayStation 4,40h,70%,,11608346,Completed,First,"March 22, 2020",40h,,,,,,
156,57503,Private,PlayStation 4,40h,100%,,7822013,Completed,First,"May 13, 2019",40h,,114h 47m 46s,,,,
157,57503,falrodo,PlayStation 4,40h,NR,,9153338,Completed,First,"June 10, 2019",40h,80h,,,,,
158,57503,Private,PlayStation 4,40h,100%,,8994770,Completed,First,"June 18, 2019",40h,60h,,,,,
159,57503,johnnyswar,PC,40h,90%,,8214794,Playing Completed,First,"February 06, 2019",40h,,,,80h /,,
160,57503,kiki1980,Xbox One,40h,90%,,9701610,Completed,First,"August 15, 2019",40h,75h,191h,,,,
161,57503,mattworthy,PlayStation 4,40h,100%,,8808162,Backlog Completed Retired,First,"October 16, 2018",40h,55h,80h,,60h /,,
162,57503,Private,PlayStation 4,40h,NR,,11218653,Completed,First,,40h,,,,,,
163,57503,myrcos,PlayStation 4,40h,NR,,8037936,Completed,First,"January 12, 2019",40h,100h,,,,,
164,57503,psykelol,PC,40h,NR,,8834478,Completed,First,"May 23, 2019",40h,,,,,,
165,57503,timobkg,PC,40h,NR,,8446848,Completed,First,"February 20, 2019",40h,107h,,,,,
166,57503,wakaflakakowski,PlayStation 4,40h,90%,,10934325,Completed,First,"February 03, 2020",40h,60h,,,,,
167,57503,,PC,40h 08m,NR,,7948043,Completed,First,,40h 08m 14s,,,,,,
168,57503,drmnz,Xbox One,40h 08m,NR,,9058783,Completed,First,"June 30, 2019",40h 08m 36s,96h 02m 35s,148h 36m 56s,,,,
169,57503,,PC,40h 11m,NR,,8109525,Completed,First,,40h 11m,,111h 05m,,,,
170,57503,FallenDestroyer,PlayStation 4,40h 12m,NR,,10428040,Completed,First,"December 05, 2019",40h 12m 03s,,74h,,,,
171,57503,,Xbox One,40h 22m,NR,,11725318,Completed,First,,40h 22m,,,,,,
172,57503,BrunoRossatto,PlayStation 4,40h 30m,NR,,10939269,Completed,First,"February 01, 2020",40h 30m,,,,,,
173,57503,,PC,40h 54m,NR,,7853177,Completed,First,,40h 54m 24s,50h 36m 44s,75h 06m 15s,,,,
174,57503,Tiger_1400,PC,40h 55m,NR,,11600597,Completed,First,"April 29, 2020",40h 55m,75h 43m,,,,,
175,57503,21stolemybike,PC,41h,NR,Just the main story and a very few secondary quests,11753726,Completed,First,"May 16, 2020",41h,,,,,,
176,57503,Balthax,PC,41h,NR,,11754542,Completed,First,"May 16, 2020",41h,,,,,,
177,57503,Nessun,PC,41h,NR,,11722739,Completed,First,"May 12, 2020",41h,,,,,,
178,57503,Raiden520,PC,41h,NR,,8130560,Completed,First,"January 26, 2019",41h,,,,,,
179,57503,adawes,PC,41h,NR,,11349763,Completed,First,"April 05, 2020",41h,,,,,,
180,57503,bigabig,PC,41h,100%,,7850783,Completed,First,"November 22, 2019",41h,,,,,,
181,57503,aurela,PlayStation 4,41h 01m,80%,,7917759,Completed,First,"January 02, 2019",41h 01m 51s,,,,,,
182,57503,Milktreeera,PlayStation 4,41h 02m,NR,,9575600,Completed,First,"March 10, 2019",41h 02m,52h 50m,,,,,
183,57503,zhochste,PlayStation 4,41h 02m,NR,,8128170,Completed,First,"June 29, 2019",41h 02m,,,,,,
184,57503,Private,Xbox One,41h 03m,NR,,8933386,Completed,First,"June 11, 2019",41h 03m,65h 21m,119h 27m,,,,
185,57503,mreifschneider,PlayStation 4,41h 11m,NR,"Played on easy, got lost a bunch and did the wrong quests",11311358,Completed,First,"March 31, 2020",41h 11m,,,,,,
186,57503,,PlayStation 4,41h 22m,NR,,11545107,Completed,First,,41h 22m 56s,45h 33m 34s,,,,,
187,57503,,PlayStation 4,41h 30m,NR,,7279857,Completed,First,,41h 30m,,,,,,
188,57503,SuperJimbo64,PlayStation 4,41h 47m,NR,"Every Odyssey quest completed, character level 50, Mercenary Rank 1",11329893,Playing Completed,First,"April 16, 2020",41h 47m 05s,55h 07m 26s,,,55h 07m 26s /,,
189,57503,,PC,42h,NR,"decent game, milked too much with excessive grind and fake level requirements on the final story quests, lvl 40 at end",7455256,Completed,First,,42h,,,,,,
190,57503,,PC,42h,NR,,9309252,Completed,First,,42h,,,,,,
191,57503,,PlayStation 4,42h,NR,,10370869,Completed,First,,42h,,,,,,
192,57503,,PlayStation 4,42h,NR,,11303291,Completed,First,,42h,,,,,,
193,57503,3pacalypse,PlayStation 4,42h,NR,,10865719,Completed,First,"January 23, 2020",42h,,,,,,
194,57503,Freak0104,PlayStation 4,42h,NR,,10796524,Completed,First,"February 07, 2020",42h,,,,,,
195,57503,IIporpammep,PC,42h,NR,,9691624,Completed,First,"June 15, 2020",42h,,,,,,
196,57503,bendikts,PC,42h,NR,,8129945,Completed,First,"May 18, 2019",42h,,,,,,
197,57503,dcomarata,PlayStation 4,42h,60%,,8677591,Completed,First,"January 05, 2019",42h,,,,,,
198,57503,dodomania8,PlayStation 4,42h,90%,,7271747,Completed,First,"March 02, 2019",42h,,,,,,
199,57503,mcollier416,PC,42h,NR,,11925046,Completed,First,"June 07, 2020",42h,,,,,,
200,57503,pege,Xbox One,42h,70%,,11205021,Playing Completed,First,"March 20, 2020",42h,64h,,,,,
201,57503,amigoinsano,PC,42h 08m,NR,,11833397,Completed,First,"May 25, 2020",42h 08m,,,,,,
202,57503,owltwenty1,PlayStation 4,42h 14m,NR,,9083796,Completed,First,"July 05, 2019",42h 14m 31s,,,,,,
203,57503,,PC,42h 21m,NR,Too much grinding to level up,11696486,Completed,First,,42h 21m 35s,54h 42m 22s,,,,,
204,57503,,Xbox One,42h 21m,NR,,11038513,Completed,First,,42h 21m 37s,,,,,,
205,57503,DarkAssasin_0826,PC,42h 27m,NR,,11241609,Playing Completed,First,"March 25, 2020",42h 27m 53s,,,,,,
206,57503,tiler1053,PlayStation 4,42h 33m,80%,,11930009,Completed,First,"May 11, 2020",42h 33m 21s,62h 53m 11s,104h 21m 33s,,,,
207,57503,sugamadex,PC,42h 33m,NR,,11486908,Playing Completed,First,"May 10, 2020",42h 33m 28s,,,,96h 19m /,,
208,57503,marshallbranin,Xbox One,42h 44m,90%,,11695408,Completed,First,"May 16, 2020",42h 44m 42s,63h 44m 42s,,,,,
209,57503,killer98agent,Xbox One,42h 49m,100%,,10676284,Completed,First,"January 12, 2020",42h 49m 51s,,,,,,
210,57503,,PC,42h 50m,NR,,8217115,Completed,First,,42h 50m,,,,,,
211,57503,Synergylul,PlayStation 4,42h 58m,NR,,10445333,Completed,First,"November 18, 2019",42h 58m 42s,,,,,,
212,57503,,PC,43h,NR,,7269703,Completed,First,,43h,,,,,,
213,57503,,PC,43h,NR,,7703920,Completed,First,,43h,53h 58m,,,,,
214,57503,,PC,43h,NR,,8166952,Completed,First,,43h,,,,,,
215,57503,,Xbox One,43h,NR,,9129373,Completed,First,,43h,77h,115h,,,,
216,57503,,PC,43h,NR,,9230686,Completed,First,,43h,,,,,,
217,57503,,PlayStation 4,43h,NR,,11157883,Completed,First,,43h,,,,,,
218,57503,Private,PC,43h,80%,,9357830,Completed,First,"April 23, 2019",43h,,,,,,
219,57503,swordclaws,PlayStation 4,43h,NR,,7455270,Completed,First,"November 16, 2018",43h,100h,145h,,,,
220,57503,,PlayStation 4,43h 04m,NR,,7870878,Completed,First,,43h 04m 18s,,,,,,
221,57503,,PC,43h 06m,NR,,7685198,Completed,First,,43h 06m,,,,,,
222,57503,,PlayStation 4,43h 15m,NR,,8471184,Completed,First,,43h 15m 05s,,,,,,
223,57503,Bouland,PC,43h 25m,80%,"Normal difficulty, NO XP boosters. reached level 40 at the end. would've been a 5/5 game if not for the grinding",7248150,Completed,First,"October 14, 2018",43h 25m,,,,,,
224,57503,,PlayStation 4,43h 53m,NR,,8384741,Completed,First,,43h 53m 03s,60h 40m 20s,,,,,
225,57503,,PC,44h,NR,,7786752,Completed,First,,44h,48h,,,,,
226,57503,,PlayStation 4,44h,NR,,10660747,Completed,First,,44h,,,,,,
227,57503,,PC,44h 21m,NR,,11560805,Completed,First,,44h 21m 35s,,,,,,
228,57503,blitzfire,PC,44h 41m,70%,,11313471,Completed,First,"April 01, 2020",44h 41m,,,,,,
229,57503,,PlayStation 4,45h,NR,,7293536,Completed,First,,45h,55h 30m,,,,,
230,57503,,PlayStation 4,45h,NR,,7646130,Completed,First,,45h,,109h,,,,
231,57503,,Xbox One,45h,NR,,8374389,Completed,First,,45h,,150h,,,,
232,57503,,PC,45h,NR,,9501786,Completed,First,,45h,80h,,,,,
233,57503,,PC,45h,NR,,11032099,Completed,First,,45h,82h,135h,,,,
234,57503,BojanNS87,PC,45h,NR,,9568716,Completed,First,"January 09, 2019",45h,96h,,,,,
235,57503,Dragonboneur,PC,45h,90%,,11563829,Completed,First,"April 26, 2020",45h,70h 40m,,,,,
236,57503,Evilmarmotte,PlayStation 4,45h,NR,,10894441,Completed,First,"March 27, 2019",45h,,,,,,
237,57503,JDring,PlayStation 4,45h,NR,,7962900,Completed,First,"September 12, 2019",45h,,,,,,
238,57503,KingBjorn,PlayStation 4,45h,80%,,11826300,Replay Completed,First,,45h,80h,,,,,
239,57503,acorriaz,PlayStation 4,45h,NR,,11467901,Completed,First,"April 17, 2020",45h,62h 05m,,,,,
240,57503,brandondelvalle,PlayStation 4,45h,90%,,8071794,Completed,First,"October 14, 2018",45h,62h 34m,,,,,
241,57503,cottboi,PlayStation 4,45h,70%,,11811496,Completed,First,,45h,,,,,,
242,57503,iNsahne303,PC,45h,NR,,8629396,Completed,First,"April 16, 2019",45h,60h,,,,,
243,57503,md1032,PC,45h,NR,,8873452,Completed,First,"May 31, 2019",45h,,,,,,
244,57503,pl_hebert,PlayStation 4,45h,NR,,7209215,Completed,First,,45h,,,,,,
245,57503,thefallingarc,PlayStation 4,45h,NR,,9304907,Completed,First,"August 04, 2019",45h,,,,,,
246,57503,throwmeplsboi,PC,45h,80%,,8489201,Completed,First,"March 19, 2019",45h,,,,,,
247,57503,xAbyssWatcher,PC,45h,NR,,10349757,Completed,First,"November 02, 2019",45h,,,,,,
248,57503,SpeedyAj3121,PlayStation 4,45h 03m,NR,"Normal Difficulty, Lv 41, some side quests completed.",10626845,Completed,First,"December 21, 2019",45h 03m 16s,,,,,,
249,57503,,PlayStation 4,45h 12m,NR,,11525086,Completed,First,,45h 12m,62h 15m,,,,,
250,57503,,Xbox One,45h 20m,NR,,9310631,Completed,First,,45h 20m,,,,,,
251,57503,,PlayStation 4,45h 30m,NR,,11824307,Completed,First,,45h 30m,79h 45m,,,,,
252,57503,,PC,45h 30m,NR,,11885809,Completed,First,,45h 30m,,,,,,
253,57503,Captaincj2005,Xbox One,45h 30m,70%,This includes everything listed above + 100% completing the dlc's and their respective areas.,11971470,Completed,First,"May 30, 2020",45h 30m,180h,220h 45m,"I would never recommend 100% completing this game because it was an absolute repetitive game that dragged on and on, I was determined to do it and I did it but if you don't have the patience to play his game for 220+ hours then don't even think about it. I will never play this game again.",,,
254,57503,FznRfq,PC,45h 42m,90%,Difficulty level - Normal,11873642,Completed,First,"May 31, 2020",45h 42m 21s,54h 53s,,,,,
255,57503,,PlayStation 4,46h,NR,,10143743,Completed,First,,46h,66h,80h,,,,
256,57503,,Xbox One,46h,NR,,12026808,Completed,First,,46h,94h,137h,,,,
257,57503,Wrathzog,PC,46h,NR,,8821593,Completed,First,"May 20, 2019",46h,,,,,,
258,57503,Nuhm,PlayStation 4,46h 22m,90%,,8060878,Completed,First,"January 18, 2019",46h 22m 13s,58h 27m,,,,,
