,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Personal Notes,Progress,Completionist,Speedrun,100% Speedrun,Retired Notes
53,9859,felly777,PlayStation 3,12h 32m,100%,,299422,Completed,First,12h 32m 16s,"January 07, 2012",92h 24m 20s,"A great RPG, shame i rushed through everything without really taking so much in, a superb game which i thoroughly enjoyed obtaining the platinum trophy in",,92h 24m 20s,,,
54,9859,kinami37,PC,12h 35m,100%,,162713,Completed,Replay,12h 35m,"August 03, 2012",,,,,,,
55,9859,Thalaban,PC,12h 38m,100%,,451554,Completed,First,12h 38m 06s,"October 24, 2013",,,,,,,
56,9859,Hinkelvinkel,PC,12h 43m,90%,,454385,Completed,First,12h 43m 52s,"October 27, 2013",,,,,,,
57,9859,,PlayStation 4,12h 52m,NR,,3911430,Completed,Replay,12h 52m 25s,,,,,,,,
58,9859,,PlayStation 4,12h 56m,NR,,12001327,Completed,First,12h 56m 49s,,,,,,,,
59,9859,,PC,12h 58m,NR,,8488809,Completed,First,12h 58m 14s,,,,,,,,
60,9859,,Xbox One,12h 59m,NR,,10351662,Completed,First,12h 59m 42s,,30h 15m 06s,,,37h 24m 53s,,,
61,9859,,PC,13h,NR,,3593469,Completed,Replay,13h,,150h,,,800h,,,
62,9859,Pluwo4,PC,13h,NR,,551141,Completed,First,13h,"January 02, 2014",,,,,,,
63,9859,,Xbox 360,13h 08m,NR,,608512,Completed,Replay,13h 08m 05s,,24h 02m 09s,,,34h 44m 05s,6h 45m 02s,,
64,9859,,PC,13h 13m,NR,,567628,Completed,First,13h 13m,,,,,,,,
65,9859,,Xbox 360,13h 14m,NR,,2868406,Completed,Replay,13h 14m,,,,,,,,
66,9859,sikapwach,Xbox 360,13h 22m,NR,,437436,Completed,First,13h 22m 52s,"January 14, 2014",,,,,,,
67,9859,floyd,PC,13h 25m,NR,Main story only,7259820,Completed,First,13h 25m,"October 16, 2018",,,,,,,
68,9859,BLITZxShiFt,Xbox 360,13h 30m,NR,,1234092,Completed,First,13h 30m,"January 27, 2015",,,,,,,
69,9859,Private,PC,13h 40m,NR,Unarmed Run,6773099,Completed,First,13h 40m,,,,,,,,
70,9859,,,14h,NR,,295404,Completed,First,14h,,,,,,,,
71,9859,,PC,14h,NR,,7447184,Completed,First,14h,,,,,,,,
72,9859,007chill,PC,14h,100%,,535160,Completed,First,14h,"December 27, 2013",,,,,,,
73,9859,CrippsNJ,PC,14h,100%,,455675,Completed,First,14h,"April 25, 2013",76h,,,,,,
74,9859,FrizzleDizle,PC,14h,NR,,1081884,Completed,Replay,14h,,40h,,,,,,
75,9859,Lotark,PC,14h,NR,,1492341,Completed,First,14h,"March 07, 2016",,,,,,,
76,9859,Private,PC,14h,80%,,8242526,Completed,First,14h,"December 28, 2011",,,,120h,,,
77,9859,ruioliveira24,PC,14h,NR,,1405619,Completed,First,14h,"June 21, 2015",,,,,,,
78,9859,spes,PC,14h,NR,,1446282,Completed,First,14h,"September 13, 2013",,,,,,,
79,9859,,PC,14h 10m,NR,,9464563,Completed,Replay,14h 10m,,29h,,,88h,,,
80,9859,Everdred,Xbox 360,14h 15m,90%,,165,Completed,First,14h 15m,,,,,,,,
81,9859,,PlayStation 3,14h 21m,NR,,4876264,Completed,First,14h 21m 06s,,,,,,,,
82,9859,Linkelda,Xbox 360,14h 29m,70%,,11915920,Completed,First,14h 29m 09s,,,,,,,,
83,9859,Linkelda21300,Xbox 360,14h 29m,70%,,10606660,Completed,First,14h 29m 09s,"June 06, 2020",,,,,,,
84,9859,,PC,14h 31m,NR,,8595797,Completed,First,14h 31m 57s,,87h 46m 22s,,,198h 29m 55s,,,
85,9859,SmoothR,PC,14h 32m,80%,,155170,Completed,First,14h 32m 11s,"February 03, 2013",,,,,,,
86,9859,myproofisread,Xbox 360,14h 37m,NR,,159356,Completed,First,14h 37m,"July 17, 2012",,,,,,,
87,9859,ogglock,PC,14h 37m,NR,,2463752,Completed,First,14h 37m,"August 15, 2017",,,,,,,
88,9859,HelloJapan960,PlayStation 3,14h 49m,NR,,167970,Completed,First,14h 49m 04s,"January 09, 2012",,,,,,,
89,9859,,PlayStation 3,14h 54m,NR,,388563,Completed,First,14h 54m 03s,,29h 32m 09s,just thought i'd post my times on completing the game just to say my time would be shorter but speed run cant be the same :S,,94h 15m 45s,10h 54m 03s,90h 15m 45s,
90,9859,,,15h,NR,awesome game.,295376,Completed,First,15h,,,,,,,,
91,9859,,,15h,NR,,305438,Completed,First,15h,,40h,,,180h,,,
92,9859,,PC,15h,NR,,505298,Completed,First,15h,,100h,,,,,,
93,9859,,PC,15h,NR,,742432,Completed,First,15h,,45h,,,55h,,,
94,9859,,PC,15h,NR,,868244,Completed,First,15h,,,,,,,,
95,9859,,PlayStation 3,15h,NR,,3393194,Completed,First,15h,,,,,,,,
96,9859,,PlayStation 4,15h,NR,,3565441,Completed,First,15h,,,,,,,,
97,9859,,PC,15h,NR,,3567915,Completed,First,15h,,,,,,,,
98,9859,,Xbox 360,15h,NR,,3921980,Completed,Replay,15h,,200h,,,,,,
99,9859,,PC,15h,NR,,4100574,Completed,First,15h,,,,,,,,
100,9859,,PC,15h,NR,,4832418,Completed,First,15h,,80h,,,180h,,,
101,9859,,Xbox One,15h,NR,,7096920,Completed,Replay,15h,,200h,,,500h,,,
102,9859,,PC,15h,NR,,7346654,Completed,First,15h,,45h,,,110h,,,
103,9859,,Xbox 360,15h,NR,,8566176,Completed,First,15h,,100h,,,300h,,,
104,9859,,PC,15h,NR,,10930818,Completed,First,15h,,,,,,,,
105,9859,Dearive,PC,15h,100%,,3961701,Completed,First,15h,,62h,,,104h 39m,,,
106,9859,EmeraldRanger,PC,15h,100%,,8989477,Completed,First,15h,November 2018,45h,,,100h,,,
107,9859,GPU,PC,15h,NR,,4567160,Playing Replay Completed,Replay,15h,,30h,,1144h /,320h,,,
108,9859,HenryVIIII,Xbox 360,15h,90%,,1465419,Completed,First,15h,"November 11, 2012",50h,,,250h,,,
109,9859,HunterHU,PC,15h,90%,,4802353,Completed,First,15h,"October 16, 2012",210h,,,,,,
110,9859,Insomniaranger,PlayStation 3,15h,NR,,461262,Completed,First,15h,"October 29, 2013",60h,,,,,,
111,9859,King_K,Xbox 360,15h,100%,,7263526,Completed,First,15h,"October 10, 2015",70h,,,150h,,,
112,9859,Whark,PC,15h,100%,,1145885,Completed,First,15h,"January 23, 2015",110h,,,,,,
113,9859,Xor_van_Dorf,PC,15h,NR,,3465318,Completed,First,15h,"November 27, 2013",,,,,,,
114,9859,Zac7531,PlayStation 3,15h,90%,,365797,Completed,First,15h,"June 16, 2013",,,,,,,
115,9859,Private,PC,15h,NR,,5991021,Completed,First,15h,"March 16, 2018",,,,,,,
116,9859,shakl25,PC,15h,NR,,10322151,Completed,First,15h,"May 19, 2016",100h,,,227h,,,
117,9859,nastynate3163,Xbox 360,15h 03m,80%,"I only did the main storyline quests, ending with Alduin being defeated.",66033,Completed,First,15h 03m 21s,"September 26, 2012",,,,,,,
118,9859,,PlayStation 3,15h 21m,NR,,703847,Completed,First,15h 21m 10s,,,,,,,,
119,9859,,Xbox 360,15h 23m,NR,,4101938,Completed,Replay,15h 23m 09s,,,,,,,,
120,9859,osborn2009,PlayStation 3,15h 24m,80%,This was only doing the Main Quest Line. No Side Questing.,396020,Completed,First,15h 24m 46s,"August 31, 2013",,,,,,,
121,9859,,PlayStation 3,15h 30m,NR,,780048,Completed,Replay,15h 30m,,,,,,,,
122,9859,,PC,15h 30m,NR,,2309492,Completed,First,15h 30m,,,,,,,,
123,9859,robtheemu,Xbox 360,15h 50m,80%,,76653,Completed,First,15h 50m 02s,,,,,,,,
124,9859,,Xbox 360,16h,NR,,1196296,Completed,Replay,16h,,,,,,,,
125,9859,,PC,16h,NR,,4688145,Completed,First,16h,,,,,,,,
126,9859,,PC,16h,NR,,4832665,Completed,First,16h,,,,,,,,
127,9859,PSlay3r,PC,16h,NR,,724147,Completed,First,16h,"May 11, 2014",,,,,,,
128,9859,ShadowX777,PlayStation 3,16h,80%,,415196,Completed,First,16h,"January 18, 2012",56h,Some unresolved bugs that can cause you to be unable to 100% the game should be taken note of before attempting so as not to fall into them.,,83h,,,
129,9859,username141,PlayStation 3,16h,40%,,10171882,Completed,First,16h,,32h,,,,,,
130,9859,zpattack12,PC,16h 12m,90%,,496848,Completed,First,16h 12m 12s,"December 22, 2013",,,,,,,
131,9859,Private,PC,16h 30m,NR,,5645038,Completed,First,16h 30m,"January 26, 2019",,,,,,,
132,9859,,Xbox 360,16h 35m,NR,,1363235,Completed,First,16h 35m,,,,,,,,
133,9859,,PC,16h 48m,NR,,931622,Completed,First,16h 48m,,,,,,,,
134,9859,,PC,17h,NR,,651255,Completed,First,17h,,,,,,,,
135,9859,,PC,17h,NR,Until final scene in World's Throat,9474003,Completed,Replay,17h,,,,,,,,
136,9859,Seroon,PC,17h,NR,Tracked time.,6948698,Completed,First,17h,August 2015,,,,,,,
137,9859,JackMusson,PlayStation 3,17h 04m,NR,,901867,Backlog Completed,Replay,17h 04m 06s,"August 19, 2014",,,,,1h 49m 08s,,
138,9859,Xissoric,PlayStation 3,17h 10m,90%,,379981,Completed,First,17h 10m,"August 03, 2012",62h 34m,"I played through all of the main story and all ""main"" side quests like the guilds.",,,,,
139,9859,ireali123,PC,17h 21m,100%,"I did the main story,completed the dark brotherhood quests, the companions quests and many others..Level 60, Nord.",6586076,Completed,First,17h 21m 19s,"August 31, 2018",101h 49m 01s,,,,,,
140,9859,,PC,17h 22m,NR,,295417,Completed,First,17h 22m 40s,,,,,,,,
141,9859,,PC,17h 30m,NR,,11425767,Completed,First,17h 30m,,35h,,,200h,,,
142,9859,,PlayStation 3,17h 31m,NR,,889953,Completed,Replay,17h 31m 52s,,,,,,,,
143,9859,,PlayStation 3,18h,NR,,1401491,Completed,Replay,18h,,,,,,,,
144,9859,,PC,18h,NR,,6289968,Completed,Replay,18h,,,,,,,,
145,9859,Leenigme,PC,18h,NR,Yet to complete 100%,3706167,Completed,First,18h,"May 24, 2015",240h,This game changed my world...!,,,,,
146,9859,Zumigon,PC,18h,60%,,10512519,Completed,Replay,18h,"November 30, 2014",,,,178h,,,
147,9859,jburd001,PC,18h 06m,NR,,754199,Completed,First,18h 06m,"June 08, 2014",,,,,,,
148,9859,R4bert,PC,18h 32m,100%,,607268,Playing Backlog Replay Custom List Completed Retired,First,18h 32m 01s,"March 29, 2012",66h 49m 46s,,,130h 12m 06s,,,
149,9859,jakebornheimer,PC,18h 37m,80%,,4590716,Replay Completed,Replay,18h 37m,,,,18h 37m /,,,,
150,9859,nickcarr,Xbox 360,18h 47m,100%,,1412400,Completed,First,18h 47m 39s,"June 21, 2013",57h 38m 23s,,,154h 31m 17s,,,
151,9859,jaydeeess,PC,19h,NR,,1149371,Completed,First,19h,"January 25, 2015",,,,,,,
152,9859,Private,PC,19h,NR,,7675680,Completed,First,19h,"February 08, 2020",,,,,,,
153,9859,theVADER,PlayStation 3,19h 05m,80%,,2834390,Completed,First,19h 05m,"August 10, 2015",79h 25m,,,,,,
154,9859,Bloody_Shadow,PlayStation 3,19h 10m,90%,,844625,Completed,First,19h 10m,"July 27, 2014",,,,,,,
155,9859,Kihvel1,PC,19h 20m,80%,,5528937,Completed,First,19h 20m,"December 28, 2017",,,,,,,
156,9859,Mahjohn,PC,19h 30m,100%,,57187,Completed,First,19h 30m,,,"Only did the main campaign. Game was loads of fun. So much freedom! Definitely rushed through the end, though, due to a deadline.",,,,,
157,9859,,PlayStation 3,20h,NR,,560292,Completed,First,20h,,70h,,,,,,
158,9859,,PC,20h,NR,,916608,Completed,Replay,20h,,,,,,,,
159,9859,,PC,20h,NR,,948208,Completed,Replay,20h,,,,,300h,,,
160,9859,,PC,20h,NR,,1082428,Completed,First,20h,,,,,,,,
161,9859,,PC,20h,NR,,1367344,Completed,Replay,20h,,,,,,,,
162,9859,,PlayStation 3,20h,NR,,3778628,Completed,First,20h,,,,,,,,
163,9859,,PlayStation 4,20h,NR,,5368342,Completed,Replay,20h,,100h,,,250h,,,
164,9859,,PC,20h,NR,,5384547,Completed,First,20h,,,,,,,,
165,9859,,Nintendo Switch,20h,NR,Plus College of Winterhold questline,5552083,Completed,Replay,20h,,,,,,,,
166,9859,,PlayStation 4,20h,NR,,6222970,Completed,Replay,20h,,98h,,,,,,
167,9859,,PC,20h,NR,,6492997,Completed,First,20h,,60h,,,200h,,,
168,9859,,PlayStation 3,20h,NR,,7717655,Completed,First,20h,,150h,,,,,,
169,9859,,PC,20h,NR,,9527771,Completed,First,20h,,180h,,,,,,
170,9859,BeatGinger,PlayStation 4,20h,70%,,4145662,Completed,Replay,20h,"October 28, 2016",40h,,,80h,,,
171,9859,BeatMyLongMeat,PC,20h,30%,,6142578,Completed,Replay,20h,"April 18, 2018",150h,,,,,,
172,9859,Capernian,PlayStation 3,20h,NR,,789061,Completed,First,20h,"December 12, 2011",,,,120h,,,
173,9859,Curufinwe,PC,20h,NR,,4992230,Backlog Completed,First,20h,"August 31, 2017",200h,,,250h,,,
174,9859,DaymiKingSup,PlayStation 3,20h,90%,,11765215,Completed,Replay,20h,,,,,,,,
175,9859,EndVortex,PC,20h,NR,,1436284,Playing Replay Completed,Replay,20h,"July 04, 2015",50h,Love it so much,100h /,100h,,,
176,9859,FL3XZAN,Nintendo Switch,20h,NR,,10739026,Completed,First,20h,"January 03, 2020",,,,,,,
177,9859,Godoakos,PC,20h,NR,Is that even possible?,819673,Completed,First,20h,"November 14, 2011",,,,,,,
178,9859,GodotIV,PC,20h,70%,,8086996,Completed,First,20h,"January 21, 2019",,,,,,,
179,9859,Jabbic,PC,20h,NR,,5650622,Completed,Replay,20h,,100h,,,200h,,,
180,9859,Lindow_Mark,Nintendo Switch,20h,NR,,9147258,Completed,Replay,20h,"July 13, 2019",,,,,,,
181,9859,MrDkal,PC,20h,100%,,1610694,Completed Retired,First,20h,,95h,,,,,,
182,9859,Private,PC,20h,90%,,609020,Completed,First,20h,"January 12, 2014",,,,,,,
183,9859,Shen_Bapiro,PC,20h,NR,,11852979,Replay Completed,First,20h,"May 28, 2015",100h,,,,,,
184,9859,TheFizz,Xbox 360,20h,NR,,827101,Completed,First,20h,,100h,,,,,,
185,9859,Tiger_8344,PlayStation 3,20h,100%,,435374,Completed,First,20h,"September 09, 2013",195h,,,205h,,,
186,9859,Toshipe,Xbox 360,20h,NR,,3582504,Completed,First,20h,,140h,,,200h,,,
187,9859,ToxikJuiceBox,PC,20h,80%,,1539556,Completed,First,20h,"March 01, 2016",,,,,,,
188,9859,Tyril132,PC,20h,90%,,605806,Replay Completed,First,20h,,90h,,,,,,
189,9859,Valk975,Xbox 360,20h,100%,,6624726,Completed,First,20h,,50h,,,100h,,,
190,9859,Yureina,PC,20h,100%,,64072,Completed,First,20h,,,,,,,,
191,9859,ashes,,20h,100%,,438758,Completed,First,20h,"November 29, 2012",,,,,,,
192,9859,cyberdemon23,PC,20h,NR,,4278635,Completed,First,20h,"January 01, 2014",100h,,,,,,
193,9859,dannyspud,PC,20h,90%,,392126,Completed,Replay,20h,,,,,,,,
194,9859,dwpck89c3,PC,20h,50%,,184925,Completed,First,20h,"October 17, 2012",,,,,,,
195,9859,equez,PC,20h,NR,,8339518,Replay Completed Retired,Replay,20h,,100h,,465h /,450h,,,
196,9859,igordennis,PlayStation 3,20h,NR,,403119,Completed,First,20h,"January 15, 2012",150h,,,,,,
197,9859,julianrod94,Xbox 360,20h,90%,,5207001,Replay Completed,First,20h,,,,80h /,,,,
198,9859,realaY,PC,20h,NR,,1197340,Completed,First,20h,"December 29, 2014",30h,,,,,,
199,9859,,PlayStation 4,20h 01m,NR,,11780298,Completed,Replay,20h 01m 41s,,95h 31m 04s,,,204h 12m 56s,,,
200,9859,,PC,20h 08m,NR,,295379,Completed,First,20h 08m,,,,,,,,
201,9859,Private,PC,20h 15m,NR,,1211515,Completed,First,20h 15m,,,,,,,,
202,9859,,Xbox 360,20h 16m,NR,,397475,Completed,First,20h 16m 08s,,68h 25m 13s,,,,,,
203,9859,,PlayStation 4,20h 23m,NR,,5933349,Completed,Replay,20h 23m 07s,,,,,,,,
204,9859,skrilla,PC,20h 30m,80%,,3753418,Completed,First,20h 30m,2014,379h,,,,,,
205,9859,,PlayStation 3,20h 32m,NR,,711885,Completed,First,20h 32m 59s,,,,,,,,
206,9859,,PlayStation 3,20h 34m,NR,,743848,Completed,First,20h 34m,,,,,,,,
207,9859,,PC,20h 41m,NR,,1003849,Completed,First,20h 41m,,,,,,,,
208,9859,,Xbox 360,20h 56m,NR,,4241882,Completed,First,20h 56m,,152h,,,269h,,,
209,9859,Oniaku,PlayStation 3,20h 59m,100%,,726519,Completed,First,20h 59m 31s,"June 06, 2014",23h 21m 56s,"Completed Main Story, College of Winterhold, and Dark Brotherhood. Currently playing Dawnguard. Dragonborn next.",,,,,
210,9859,FreyLegend,PC,21h,NR,,7226796,Completed,Replay,21h,"June 04, 2017",,,,,,,
211,9859,GTBAtom,Xbox 360,21h,NR,,6479369,Completed,First,21h,"November 26, 2013",,,,,,,
212,9859,Trales,PC,21h,90%,,670391,Completed Retired,First,21h,"March 16, 2014",,,,,,,
213,9859,chroot,PC,21h 18m,60%,,546140,Completed,First,21h 18m 31s,"August 06, 2016",,,,,,,
214,9859,,PC,21h 23m,NR,and acctually that was without any rush!,1047627,Completed,First,21h 23m,,,,,,,,
215,9859,jhawk889,Xbox One,21h 40m,NR,,11888176,Completed,Replay,21h 40m,,,,,,,,
216,9859,Billob,PC,21h 47m,30%,main quest,636075,Completed,First,21h 47m 45s,"May 11, 2017",,,,,,,
217,9859,Joe_Shinn4,PlayStation 3,21h 55m,NR,,1213981,Completed,First,21h 55m 20s,January 2015,56h 42m 54s,,,,,,
218,9859,,,22h,NR,,295423,Completed,First,22h,,,,,,,,
219,9859,,PC,22h,NR,,10443995,Completed,First,22h,,,,,,,,
220,9859,FreezeToLife,PlayStation 3,22h,NR,,1044078,Completed Retired,First,22h,"December 01, 2014",100h,,,120h,,,
221,9859,JdeRin,PC,22h,100%,,358124,Completed,First,22h,,,,,,,,
222,9859,hy524,Xbox 360,22h,NR,,1153398,Completed,First,22h,"September 27, 2013",94h,,,203h,,,
223,9859,mint27,PC,22h 04m,NR,Life of a Dragonborn and searching for Alduin,1326858,Completed,First,22h 04m 12s,,,,,,,,
224,9859,rhythmguitarhv,Xbox 360,22h 06m,NR,,661136,Completed,First,22h 06m 08s,"March 10, 2014",,,,,,,
225,9859,,PlayStation 4,22h 13m,NR,Really short but really damn good,5998140,Completed,First,22h 13m 45s,,,,,,,,
226,9859,ValikoDG3,,22h 18m,NR,,168263,Playing Completed,First,22h 18m 24s,"February 23, 2012",,,,,,,
227,9859,,PlayStation 3,22h 30m,NR,,2476623,Completed,First,22h 30m 01s,,,,,,,,
228,9859,tiler1053,Nintendo Switch,22h 31m,70%,,11930032,Completed,First,22h 31m 12s,"November 24, 2019",63h 22m 12s,,,,,,
229,9859,nagal,PC,22h 34m,80%,,14259,Completed,First,22h 34m,"March 24, 2016",,,,,,,
230,9859,AndaluciaNC,PC,22h 45m,70%,"Main quest, guilds, 340 minor quests, most books, and very exhaustive (a bit repetitive) exploration style & npc""spying!",3526897,Completed,First,22h 45m 32s,January 2012,116h,,,272h 25m,,,
231,9859,,PC,23h,NR,,838889,Completed,First,23h,,,,,,,,
232,9859,Private,PC,23h,90%,,307073,Completed,First,23h,,,,,,,,
233,9859,DarkHealer,Nintendo Switch,23h,NR,,11210731,Completed,First,23h,"January 07, 2020",,,,,,,
234,9859,Solaris,Xbox 360,23h,100%,,586872,Replay Completed,First,23h,"January 14, 2012",104h,,,,,,
235,9859,heavydrop,PC,23h,NR,,3681977,Completed,First,23h,2014,,,,,,,
236,9859,Grahamtams,PC,23h 12m,90%,,53510,Completed,First,23h 12m 19s,,,"Skyrim is a very addictive game. It completely sucked me in and made me lose track of time like no other game recently has. It plays like a streamlined Oblivion, which is a good thing. The only downside is that it is a bit too much like Oblivion.",,,,,
237,9859,ProfessorPhoenix,Xbox One,23h 15m,NR,,11888770,Completed,First,23h 15m 59s,"February 03, 2020",,,,,,,
238,9859,Private,PC,23h 17m,NR,,5188115,Completed,Replay,23h 17m,,103h 54m,,,253h 34m,,,
239,9859,VapidTripod7147,PC,23h 20m,NR,,1397967,Completed,First,23h 20m,"May 18, 2015",,,,,,,
240,9859,graynoise,Xbox 360,23h 29m,NR,,4216056,Completed,First,23h 29m 39s,"January 15, 2017",,,,,,,
241,9859,DeathCode,PlayStation 3,23h 33m,90%,,50625,Completed,First,23h 33m 46s,,,,,,,,
242,9859,GHostLPs,PC,23h 58m,NR,"Did a bit of optional content, not much, maybe a few hours worth.",7416856,Completed,First,23h 58m,"November 10, 2018",,,,,,,
243,9859,,PlayStation 3,24h,NR,,1125610,Completed,First,24h,,60h,,,100h,,,
244,9859,,PC,24h,NR,,2276137,Completed,First,24h,,130h,,,,,,
245,9859,BrentJohn,PC,24h,NR,,700828,Completed,First,24h,,71h,,,,,,
246,9859,Flacks,PC,24h,50%,,308396,Completed,First,24h,,,,,,,,
247,9859,NexxusDrako,PC,24h,NR,,2151812,Backlog Completed,First,24h,,,,25h 38m /,,,,
248,9859,Private,,24h,100%,,383959,Completed,First,24h,"August 21, 2013",120h,,,,,,
249,9859,QuintinRolfe,Xbox 360,24h,NR,,66730,Completed,First,24h,,,,,,,,
250,9859,TobioMark,PC,24h,70%,,11250517,Completed,Replay,24h,"November 30, 2018",,,,,,,
251,9859,Veci24,PC,24h,NR,,6924359,Completed,First,24h,"August 26, 2018",,,,,,,
252,9859,w16240,PC,24h,100%,,472887,Completed,First,24h,"November 24, 2011",,,,,,,
253,9859,Arsenault,Xbox One,24h 11m,NR,,5462508,Completed,First,24h 11m,"December 14, 2017",,,,,,,
254,9859,,Xbox 360,24h 32m,NR,,502369,Completed,First,24h 32m,,36h,,,60h,20h,50h,
255,9859,Private,PC,24h 50m,NR,,975880,Completed,First,24h 50m 12s,,87h 45m 06s,,,,,,
256,9859,,PC,25h,NR,,542659,Completed,First,25h,,,,,,,,
257,9859,,PC,25h,NR,,595507,Completed,First,25h,,100h,,,125h,,,
258,9859,,PC,25h,NR,,1322227,Completed,First,25h,,,,,,,,
