,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Completionist,Main+Extras,Progress,Personal Notes,Retired Notes,Speedrun
172,46453,jonathanm5,Nintendo Switch,40h,NR,,9517030,Playing Replay Completed,First,"July 26, 2019",40h,,70h 28m,,,,
173,46453,juniperd,Nintendo Switch,40h,NR,,10232776,Completed,First,"October 11, 2019",40h,,,,,,
174,46453,Private,Nintendo Switch,40h,NR,,11067997,Completed,First,"February 28, 2020",40h,,,,,,
175,46453,robbyiss,Nintendo Switch,40h,NR,Edelgard only,11068323,Completed,First,"February 29, 2020",40h,,,,,,
176,46453,,Nintendo Switch,40h 06m,NR,,9346671,Completed,First,,40h 06m,,,,,,
177,46453,Lucidnights,Nintendo Switch,40h 10m,100%,,9420295,Completed,First,"August 21, 2019",40h 10m,,,,,,
178,46453,Hyrul,Nintendo Switch,40h 24m,90%,,10987383,Completed,First,"February 19, 2020",40h 24m,,,,,,
179,46453,,Nintendo Switch,40h 30m,NR,,9305051,Completed,First,,40h 30m,,53h 03m,,,,
180,46453,Metakirby22,Nintendo Switch,40h 40m,NR,Edelgard's Route,9259322,Completed,First,"August 25, 2019",40h 40m,,,,,,
181,46453,thegreatcraig,Nintendo Switch,40h 40m,NR,"Second playthrough, Blue Lion path",10383335,Completed,Replay,"November 08, 2019",40h 40m,,,,,,
182,46453,cloudst,Nintendo Switch,40h 55m,NR,,11980671,Completed,First,"June 12, 2020",40h 55m,,,,,,
183,46453,,Nintendo Switch,41h,NR,,9523318,Completed,First,,41h,,,,,,
184,46453,inahwen,Nintendo Switch,41h,NR,,9578270,Completed,First,"October 27, 2019",41h,,,,,,
185,46453,,Nintendo Switch,41h 03m,NR,,10521033,Completed,First,,41h 03m,160h,95h,,,,
186,46453,TheDragonClaw,Nintendo Switch,41h 08m,NR,,10218204,Completed,First,"November 05, 2019",41h 08m,,,,,,
187,46453,,Nintendo Switch,41h 16m,NR,,9393482,Completed,First,,41h 16m,,,,,,
188,46453,Exca,Nintendo Switch,41h 20m,NR,,11779847,Completed,First,"November 14, 2019",41h 20m 33s,,,,,,
189,46453,DarkSynopsis,Nintendo Switch,41h 27m,100%,"Black Eagles, 41:27",9653521,Completed,First,"September 15, 2019",41h 27m,,,,,,
190,46453,galaxy435,Nintendo Switch,41h 38m,NR,,10695167,Completed,First,"December 31, 2019",41h 38m,160h 45m,91h 04m,,,,
191,46453,arugula,Nintendo Switch,41h 40m,100%,,11256859,Completed,Replay,"March 26, 2020",41h 40m,,62h,,,,
192,46453,Suicidelbunnyz,Nintendo Switch,41h 50m,100%,,9516375,Completed,First,"September 02, 2019",41h 50m,,,,,,
193,46453,taftand,Nintendo Switch,41h 51m,NR,,9384228,Completed,First,"August 17, 2019",41h 51m,,,,,,
194,46453,Kickababy,Nintendo Switch,42h,NR,,9363046,Completed,First,,42h,,,,,,
195,46453,RadiantWanderer,Nintendo Switch,42h,NR,,10612953,Completed,First,"August 21, 2019",42h,,,,,,
196,46453,Skikkiks,Nintendo Switch,42h,90%,,10961872,Completed,First,"August 17, 2019",42h,,,,,,
197,46453,mrbutler1980,Nintendo Switch,42h,NR,,9340103,Completed,First,"August 10, 2019",42h,,,,,,
198,46453,xLastSamuraix,Nintendo Switch,42h,NR,,11276772,Completed,First,"February 15, 2020",42h,,,,,,
199,46453,KaurTube,Nintendo Switch,42h 10m,NR,Cas Hard. Rhea route.,9365846,Completed,First,"August 15, 2019",42h 10m,,,,,,
200,46453,,Nintendo Switch,42h 14m,NR,,9600509,Completed,First,,42h 14m,,,,,,
201,46453,wooobtard,Nintendo Switch,42h 16m,NR,,11415218,Replay Completed,First,"October 30, 2019",42h 16m,146h 45m,,212h /,,,
202,46453,,Nintendo Switch,42h 22m,NR,,11232382,Completed,First,,42h 22m,,,,,,
203,46453,,Nintendo Switch,42h 30m,NR,,9277227,Completed,First,,42h 30m,,,,,,
204,46453,BPHusker,Nintendo Switch,42h 30m,90%,,9565289,Completed,First,"September 08, 2019",42h 30m,,90h,,,,
205,46453,Hennessy,Nintendo Switch,42h 32m,NR,,9264548,Completed,First,"September 14, 2019",42h 32m,,,,,,
206,46453,,Nintendo Switch,42h 33m,NR,,9379190,Completed,First,,42h 33m,,,,,,
207,46453,Wolfstats,Nintendo Switch,42h 36m,90%,"Main story, secret Black Eagles route which is the shortest one of them all",11346203,Completed,First,"June 04, 2020",42h 36m,,,,,,
208,46453,,Nintendo Switch,42h 41m,NR,,11003487,Completed,First,,42h 41m,145h 22m,,,,,
209,46453,capnjackaubrey,Nintendo Switch,42h 43m,NR,,9317247,Completed,First,"August 11, 2019",42h 43m,,,,Beat game on Black Eagles route. Normal difficulty and Classic mode.,,
210,46453,luchiesp,Nintendo Switch,42h 58m,70%,Main Story with Black Eagles,9238599,Completed,First,"November 25, 2019",42h 58m,,,,,,
211,46453,,Nintendo Switch,43h,NR,,9683143,Completed,First,,43h,,,,,,
212,46453,,Nintendo Switch,43h,NR,Golden Deers,9684264,Completed,First,,43h,,,,,,
213,46453,RaptorWaptor,Nintendo Switch,43h,80%,,11438186,Completed,First,"February 26, 2020",43h,,,,Hard Classic,,
214,46453,endvj,Nintendo Switch,43h,90%,Edelgard (Church of Seiros) Path plus Paralogues,10433454,Completed,First,"January 04, 2020",43h,,,,,,
215,46453,tongster789,Nintendo Switch,43h,NR,,11799559,Completed,First,,43h,,,,,,
216,46453,milchohr,Nintendo Switch,43h 09m,NR,Chrimson Flower route,10941967,Completed,First,"January 24, 2020",43h 09m,,,,,,
217,46453,justindalton304,Nintendo Switch,43h 13m,NR,,11179974,Completed,First,"April 14, 2020",43h 13m,,,,,,
218,46453,jacobop13,Nintendo Switch,43h 14m,100%,"Crimson Flower route, romanced Edelgard.",10160190,Completed,First,"October 23, 2019",43h 14m,,,,,,
219,46453,Ryu_Rare,Nintendo Switch,43h 22m,80%,,9305128,Completed,First,"October 06, 2019",43h 22m,,,,,,
220,46453,,Nintendo Switch,43h 24m,NR,,11115964,Completed,First,,43h 24m,,,,,,
221,46453,Nekoo77,Nintendo Switch,43h 27m,90%,,10893515,Completed,First,"August 10, 2019",43h 27m,,,,,,
222,46453,,Nintendo Switch,43h 38m,NR,,9279822,Completed,First,,43h 38m 27s,,,,,,
223,46453,thesilentwindow,Nintendo Switch,43h 44m,80%,,9680499,Completed,First,"September 19, 2019",43h 44m,,,,,,
224,46453,,Nintendo Switch,44h,NR,,9430792,Completed,First,,44h,,,,,,
225,46453,Kybakz,Nintendo Switch,44h,NR,,11187853,Completed,First,"October 09, 2019",44h,,,,,,
226,46453,kakashinomi,Nintendo Switch,44h,NR,,11500774,Completed,First,"March 06, 2020",44h,,,,,,
227,46453,DomsiKong,Nintendo Switch,44h 08m,90%,,9278962,Playing Completed,First,"August 01, 2019",44h 08m,,,,,,
228,46453,,Nintendo Switch,44h 20m,NR,,10783559,Completed,First,,44h 20m,,,,,,
229,46453,beemdogg,Nintendo Switch,44h 27m,100%,Crimson Flower,10521040,Completed,First,,44h 27m,,,,,,
230,46453,Hipnoticris,Nintendo Switch,44h 32m,NR,hard mode,9276973,Completed,First,"August 05, 2019",44h 32m,,,,,,
231,46453,Nightblade1,Nintendo Switch,44h 32m,NR,Silver Snow Route,10415322,Completed,First,"December 08, 2019",44h 32m,,,,,,
232,46453,,Nintendo Switch,44h 39m,NR,,10857891,Completed,First,,44h 39m,,,,,,
233,46453,Ibuki,Nintendo Switch,44h 41m,NR,,9305195,Completed,First,"September 28, 2019",44h 41m,,,,,,
234,46453,xtenipurix,Nintendo Switch,44h 45m,NR,,10601562,Completed,Replay,"December 16, 2019",44h 45m,,45h 45m,,,,
