,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Personal Notes,Completion,Main+Extras,Completionist,Speedrun,100% Speedrun,Progress,Retired Notes
33,57415,LeToothpick,PC,17h,90%,,8562597,Completed,First,17h,,"April 03, 2019",20h,,,,,
34,57415,Sparell,PC,17h,NR,,9025782,Completed,First,17h,,"June 25, 2019",,,,,,
35,57415,Veventum,PC,17h 02m,NR,,11637628,Completed,First,17h 02m,,"March 14, 2020",,,,,,
36,57415,,PC,17h 25m,NR,,8536296,Completed,First,17h 25m 11s,,,,,,,,
37,57415,,PC,17h 32m,NR,,10945393,Completed,First,17h 32m 13s,,,,,,,,
38,57415,theworldisadrag,PlayStation 4,17h 49m,100%,Shura and Purification endings. little extra NG++,8705766,Completed,First,17h 49m,,"May 02, 2019",55h 28m,,,,,
39,57415,,PC,18h,NR,,8515854,Completed,First,18h,,,26h,,,,,
40,57415,Admiral,PC,18h 30m,70%,"""Easy mode""",10555730,Completed,First,18h 30m,,"December 07, 2019",,,,,,
41,57415,waterholic,PC,18h 44m,100%,,10753659,Completed,First,18h 44m 53s,,,,,,,,
42,57415,andrewl3779,PC,18h 47m,NR,"Fresh save. Knew what was coming, I ensured to get all the items for the 3 possible endings.",8777502,Completed,Replay,18h 47m 23s,,"May 15, 2019",,,,,,
43,57415,,PC,19h,NR,,8532741,Completed,First,19h,,,,,,,,
44,57415,,PC,19h,NR,,8652359,Completed,First,19h,,,,,,,,
45,57415,wodzu101,PC,19h,NR,,8523597,Completed,First,19h,,"March 26, 2019",,,,,,
46,57415,,PC,19h 30m,NR,,11139298,Completed,First,19h 30m,,,,,,,,
47,57415,yigitkoparan123,PC,19h 30m,90%,,10699713,Completed,First,19h 30m,,"December 31, 2019",,,,,,
48,57415,500kevc,PlayStation 4,19h 32m,90%,Platinum trophy.,8493211,Custom List 3 Completed,First,19h 32m,,"March 24, 2019",,47h,1h 42m 12s,,,
49,57415,Libbro_11037,PC,19h 47m,NR,,11124345,Completed,First,19h 47m,,"March 06, 2020",,,,,,
50,57415,Kronikolizon,PC,19h 48m,70%,,10593361,Completed,First,19h 48m,,"February 16, 2020",,,,,,
51,57415,,PC,20h,NR,,8543211,Completed,First,20h,,,,,,,,
52,57415,,PC,20h,NR,,8543217,Completed,First,20h,,,28h,,,,,
53,57415,,PC,20h,NR,,8651540,Completed,First,20h,,,,,,,,
54,57415,,PC,20h,NR,,8670750,Completed,First,20h,,,30h,,,,,
55,57415,,PC,20h,NR,,9040212,Completed,First,20h,,,21h 25m 03s,,,,,
56,57415,Shima,PC,20h,80%,,10182715,Completed,First,20h,,,30h,62h,,,,
57,57415,Xtremebob,PC,20h,NR,,10808427,Completed,First,20h,,"January 13, 2020",23h,,,,,
58,57415,denisferro,PC,20h,90%,,8549373,Completed,First,20h,,"March 31, 2019",,,,,,
59,57415,eldersmot,PlayStation 4,20h,NR,,8806969,Completed,First,20h,,"January 02, 2020",,,,,,
60,57415,hikle00,PlayStation 4,20h,NR,,10778698,Completed,First,20h,,"June 20, 2019",49h,85h,,,,
61,57415,madapaka,PC,20h,NR,,10682453,Completed,First,20h,,"December 29, 2019",,,,,,
62,57415,TOFU,PlayStation 4,20h 15m,100%,,8820088,Completed,Replay,20h 15m,,"May 20, 2019",47h 25m,64h 05m,3h 15m,10h 09m,,
63,57415,,PC,21h,NR,,10197864,Completed,First,21h,,,,,,,,
64,57415,all2surreal,PC,21h,100%,,8038102,Completed,First,21h,,"March 31, 2019",,,,,,
65,57415,bolatheball,PC,21h,NR,,9568471,Completed,First,21h,,"September 09, 2019",31h,67h,,,,
66,57415,,PlayStation 4,21h 46m,NR,,8611712,Completed,First,21h 46m 08s,,,,,,,,
67,57415,,PC,22h,NR,,8536350,Completed,First,22h,,,,,,,,
68,57415,Private,PC,22h,60%,,11678116,Completed,First,22h,,,,,,,,
69,57415,Tarbolin,PC,22h,90%,,10859959,Completed,First,22h,,"January 22, 2020",,,,,,
70,57415,alexeystg,PC,22h,NR,,8551235,Completed,First,22h,,"March 31, 2019",,,,,,
71,57415,fiendlord,PC,22h,70%,,8577279,Completed,First,22h,,"April 07, 2019",,,,,,
72,57415,raegazel,PC,22h,80%,,8518602,Completed,First,22h,,"March 24, 2019",,,,,,
73,57415,Thomakaze,PC,22h 12m,NR,,8891930,Completed,First,22h 12m,,"April 30, 2019",,,,,,
74,57415,,PC,22h 15m,NR,,9053328,Completed,First,22h 15m 01s,,,,,,,,
75,57415,LANITTAJA,PC,22h 36m,NR,,8660003,Completed,First,22h 36m,,,,,,,,
76,57415,,PlayStation 4,22h 43m,NR,,8546307,Completed,First,22h 43m,,,,,,,,
77,57415,KaurTube,PC,22h 59m,NR,Shura Ending,11325502,Replay Completed,Replay,22h 59m 43s,,"March 31, 2020",,,,,,
78,57415,,PC,23h,NR,,8556569,Completed,First,23h,,,,,,,,
79,57415,ApePresident,PC,23h,NR,,8552322,Completed,First,23h,,"March 31, 2019",28h,50h,,,,
80,57415,Unfortunate,PC,23h,100%,,8607676,Completed,First,23h,,"April 03, 2019",27h,71h,,,,
81,57415,,PC,23h,NR,,8601475,Completed,First,23h 56s,,,,,,,,
82,57415,tausiftt5238,PlayStation 4,23h 02m,90%,DRAGON'S HOMECOMING!!!!!,8753754,Completed,First,23h 02m 16s,,"May 11, 2019",,,,,,
83,57415,,PlayStation 4,23h 30m,NR,"All Shinobi Weapons, 1/2 Skills, All Bosses, 3 Endings",10729374,Completed,First,23h 30m 25s,,,36h 20m 16s,43h 44m 23s,,,,
84,57415,,PC,23h 33m,NR,,8511480,Completed,First,23h 33m,,,,,,,,
85,57415,,Xbox One,23h 36m,NR,,8497495,Completed,First,23h 36m,,,,,,,,
86,57415,Abyss,PC,23h 36m,90%,,10935351,Completed,First,23h 36m,,"July 11, 2019",,60h 47m,,,,
87,57415,Frozoner,PC,23h 36m,NR,,11909047,Completed,First,23h 36m 06s,,"June 04, 2020",,,,,,
88,57415,,PlayStation 4,23h 50m,NR,,9353803,Completed,First,23h 50m,,,40h 50m,60h 56m,,,,
89,57415,,PC,23h 52m,NR,,8514731,Completed,First,23h 52m 37s,,,,,,,,
90,57415,,PC,24h,NR,,8692510,Completed,First,24h,,,28h,50h,,,,
91,57415,,PlayStation 4,24h,NR,,8985940,Completed,First,24h,,,26h 30m,,,,,
92,57415,Gupyyy,PC,24h,NR,,11999131,Completed,First,24h,,"June 14, 2020",,,,,,
93,57415,Kengeki4025,PlayStation 4,24h,90%,,8568526,Completed,First,24h,"Date given is for 100%, I don't recall when i beat it the first time.","April 04, 2019",40h,68h,,,,
94,57415,Tanjid,PlayStation 4,24h,NR,,10799979,Completed,First,24h,,"January 12, 2020",,86h,,,,
95,57415,Private,PlayStation 4,24h,NR,,8667202,Completed,First,24h,,"April 19, 2019",36h,48h,,,,
96,57415,acrid809,PC,24h,80%,,11447342,Completed,First,24h,,"April 14, 2020",,,,,,
97,57415,spy4killer,PC,24h,90%,,8556835,Completed,First,24h,,"April 01, 2019",,,,,,
98,57415,,PC,24h 25m,NR,,8822541,Completed,First,24h 25m 47s,,,,,,,,
99,57415,,PC,24h 30m,NR,,8562652,Completed,First,24h 30m 20s,,,,,,,,
100,57415,,Xbox One,24h 38m,NR,,8656749,Completed,First,24h 38m,,,42h 20m,65h 24m,,,,
101,57415,,PlayStation 4,24h 44m,NR,,11049939,Completed,Replay,24h 44m 20s,,,,67h 22m 06s,,,,
102,57415,KnightMarcelo,PC,24h 56m,NR,,8834678,Completed,First,24h 56m,,"May 23, 2019",,,,,,
103,57415,,PC,25h,NR,,8562184,Completed,First,25h,,,,,,,,
104,57415,,Xbox One,25h,NR,,8591122,Completed,First,25h,,,,,,,,
105,57415,,PC,25h,NR,,8600515,Completed,First,25h,,,40h,100h,,,,
106,57415,,PlayStation 4,25h,NR,,8615086,Completed,First,25h,,,40h,70h,,,,
107,57415,,PC,25h,NR,,8674688,Completed,First,25h,,,35h,65h,,,,
108,57415,,PlayStation 4,25h,NR,,8992046,Completed,Replay,25h,,,45h,62h,,,,
109,57415,Archer,PC,25h,NR,,10982065,Completed,First,25h,,"October 25, 2019",,,,,,
110,57415,ArticunoBreeze,PlayStation 4,25h,60%,,10153792,Completed,First,25h,,,,,,,,
111,57415,DeepFrost,PlayStation 4,25h,NR,,8848379,Completed,First,25h,,"May 26, 2019",,60h,,,,
112,57415,Private,PlayStation 4,25h,90%,,10743704,Completed,First,25h,,"January 04, 2020",,,,,,
113,57415,SneppeYo,PlayStation 4,25h,80%,,10914125,Completed,First,25h,,"August 20, 2019",30h,,,,,
114,57415,inuzumi,PlayStation 4,25h,NR,,8916326,Completed,Replay,25h,,,30h,67h,,,,
115,57415,itsinphy,PlayStation 4,25h,NR,All Trophies Run (NG+1),10660761,Completed,First,25h,,"December 25, 2019",35h,45h 54m 53s,,,,
116,57415,mrmuflo,PlayStation 4,25h,NR,,8775793,Completed,First,25h,,"May 01, 2019",40h,50h,,,,
117,57415,senpaimd,PC,25h,NR,,10580055,Completed,First,25h,,"December 08, 2019",,,,,,
118,57415,,PlayStation 4,25h 30m,NR,,8862205,Completed,First,25h 30m,,,,,,,,
119,57415,,PC,25h 30m,NR,,11655769,Completed,First,25h 30m,,,,,,,,
120,57415,GiILDartZ,PC,25h 30m,NR,,11203370,Completed,First,25h 30m,,"November 05, 2019",,,,,,
121,57415,,PC,25h 34m,NR,,8581636,Completed,First,25h 34m,,,30h 50m,,,,,
122,57415,HecTiicClaw,PC,25h 36m,80%,,8667156,Completed,First,25h 36m,,"April 24, 2019",,,,,,
123,57415,,PC,26h,NR,Only main story,8535231,Completed,First,26h,,,,,,,,
124,57415,,PC,26h,NR,,8548925,Completed,First,26h,,,,,,,,
125,57415,relic,PC,26h,NR,,8544067,Completed,First,26h,,"March 29, 2019",,,,,,
126,57415,Homesick89,PC,26h 06m,NR,,8669212,Completed,First,26h 06m,,"May 04, 2019",,,,,,
127,57415,,PC,26h 14m,NR,,10443811,Completed,First,26h 14m,,,,,,,,
128,57415,,PC,26h 15m,NR,,8501297,Completed,First,26h 15m,,,55h,67h,,,,
129,57415,,PC,26h 15m,NR,,8529338,Completed,First,26h 15m,,,41h 32m,,,,,
130,57415,,PC,26h 58m,NR,,8687625,Completed,First,26h 58m 22s,,,,,,,,
131,57415,,PC,27h,NR,,12006974,Completed,First,27h,,,,72h,,,,
132,57415,EremosV,PC,27h,NR,,8558044,Completed,First,27h,,,,,,,,
133,57415,FabioAuditore,Xbox One,27h,NR,,8734173,Completed,First,27h,,"May 07, 2019",40h,,,,,
134,57415,davidp_,PC,27h,NR,,12006978,Completed,First,27h,,"June 16, 2020",,72h,,,,
135,57415,Private,PC,27h,NR,,11659130,Completed,First,27h,,"May 05, 2020",,,,,,
136,57415,Sh4dow592,PC,27h 18m,80%,,11466102,Completed,First,27h 18m,,"May 16, 2019",,,,,,
137,57415,,PC,28h,NR,,8584461,Completed,First,28h,,,35h,63h,,,,
138,57415,,PC,28h,NR,,8683693,Completed,First,28h,,,34h,67h,,,,
139,57415,,PC,28h,NR,,10850897,Completed,First,28h,,,,,,,,
140,57415,Darasta,PC,28h,NR,,10626918,Completed,First,28h,,"March 28, 2020",,,,,,
141,57415,DreamEaglr,PlayStation 4,28h,NR,,8562108,Completed,First,28h,,"April 03, 2019",40h,60h,,,,
142,57415,Private,PC,28h,100%,,8575166,Completed,First,28h,,"April 07, 2019",32h,41h,,,,
143,57415,DarkAssasin_0826,PC,28h 02m,NR,,11241616,Playing Completed,First,28h 02m 17s,,"March 25, 2020",,,,,,
144,57415,,PC,28h 07m,NR,,8557615,Completed,First,28h 07m 04s,,,,,,,,
145,57415,Private,PC,28h 09m,90%,All achievements obtained.,8783643,Completed,First,28h 09m,,"May 16, 2019",,51h 43m 40s,,,,
146,57415,Lothermus,PlayStation 4,28h 12m,70%,,8535204,Completed,First,28h 12m,,"March 25, 2019",,,,,,
147,57415,,PC,28h 14m,NR,,8573018,Completed,First,28h 14m,,,,,,,,
148,57415,,PlayStation 4,28h 20m,NR,,8620818,Completed,First,28h 20m 01s,,,33h 20m 26s,,,,,
149,57415,,PC,28h 30m,NR,,8529429,Completed,First,28h 30m,,,,,,,,
150,57415,,PC,28h 45m,NR,,10517545,Completed,First,28h 45m 20s,,,39h,69h,,,,
151,57415,martin,PC,28h 58m,100%,,10742517,Completed,First,28h 58m,,"January 03, 2020",,,,,,
152,57415,,PC,29h,NR,,8529517,Completed,First,29h,,,,,,,,
153,57415,,PC,29h,NR,,8564617,Completed,First,29h,,,,,,,,
154,57415,BruunGaming,PC,29h,NR,,9133123,Completed,First,29h,,"July 11, 2019",,,,,,
155,57415,Private,PlayStation 4,29h,90%,,8633700,Completed,First,29h,,"April 17, 2019",,92h,,,,
156,57415,rocketxd,PC,29h,NR,,8675750,Completed,First,29h,,"April 18, 2019",,,,,,
157,57415,Linkelda,PlayStation 4,29h 11m,70%,,8893990,Completed,First,29h 11m,,,,,,,,
158,57415,RoguePhos,PC,29h 15m,90%,,9320992,Completed,First,29h 15m,,"April 05, 2019",,74h,1h 22m 05s,,,
159,57415,,PC,29h 17m,NR,,8530510,Completed,First,29h 17m 17s,,,41h 34m 22s,,,,,
160,57415,Rakay,PC,29h 21m,NR,,8841316,Completed,First,29h 21m,,"May 24, 2019",,,,,,
161,57415,,PlayStation 4,29h 30m,NR,,8540271,Completed,First,29h 30m,,,,,,,,
162,57415,DarkGamer,PC,29h 30m,NR,,8753608,Completed,First,29h 30m,,"May 11, 2019",,,,,,
163,57415,dungleploop,PlayStation 4,29h 33m,90%,,10450027,Completed,First,29h 33m 48s,,"June 11, 2019",,,,,,
164,57415,Excecior,PC,29h 43m,100%,,10765390,Completed,First,29h 43m,,"January 10, 2020",,,,,,
165,57415,,PC,30h,NR,,8523337,Completed,First,30h,,,,,,,,
166,57415,,PC,30h,NR,,8609264,Completed,First,30h,,,,,,,,
167,57415,,PC,30h,NR,,8679952,Completed,First,30h,,,40h,84h,,,,
168,57415,,PC,30h,NR,,8986570,Completed,First,30h,,,,,,,,
169,57415,,PlayStation 4,30h,NR,,10423841,Completed,First,30h,,,50h,70h,,,,
170,57415,3pacalypse,PlayStation 4,30h,NR,,10476303,Completed,First,30h,,"November 24, 2019",,,,,,
171,57415,Damix,PC,30h,100%,,9081828,Playing Completed,First,30h,,"July 02, 2019",,,,,36h /,
172,57415,Doomes,PlayStation 4,30h,100%,371 Deaths.,10580076,Completed,First,30h,,"December 12, 2019",,,,,,
173,57415,Dragonw89,PC,30h,100%,,10645468,Custom List 2 Completed,First,30h,,"June 02, 2020",60h,100h,,,120h /,
174,57415,GiovaJag,PC,30h,NR,,8692017,Completed,First,30h,,"April 12, 2019",,,,,,
175,57415,JoseSLD,PC,30h,90%,,9088500,Completed,First,30h,10,"March 05, 2019",,,,,,
176,57415,King_K,Xbox One,30h,100%,,8510258,Completed,First,30h,,"April 17, 2019",50h,60h,,,,
177,57415,LilMonroe,PC,30h,NR,,11539572,Completed,First,30h,,"April 23, 2020",100h,120h,,,,
178,57415,PunkRockCarl,PlayStation 4,30h,90%,,9435408,Completed,First,30h,,2019,35h,,,,,
179,57415,ShotaCat,PC,30h,100%,,9554536,Completed,First,30h,,"July 20, 2019",,,,,,
180,57415,Tsubaki,PC,30h,100%,,8526947,Completed,First,30h,,,50h,100h,,,,
181,57415,ankittoms,PC,30h,80%,,9164775,Completed,First,30h,,"February 05, 2020",,,,,,
182,57415,cottboi,PlayStation 4,30h,90%,,8574860,Completed,First,30h,,,,,,,,
183,57415,dangerrrrr,PC,30h,NR,,8619504,Completed,First,30h,,"April 14, 2019",,57h,,,,
184,57415,davidmaggs,PlayStation 4,30h,NR,,11614789,Completed,First,30h,,"April 25, 2019",,,,,,
185,57415,eyemadam,PC,30h,NR,,11617622,Completed,First,30h,,"May 01, 2020",,,,,,
186,57415,iShadowLTu,PC,30h,NR,,8602398,Completed,First,30h,,"April 11, 2019",,,,,,
187,57415,kinster007,PC,30h,NR,,8986235,Completed,First,30h,,"June 17, 2019",52h,60h,,,,
188,57415,oknsnl,PlayStation 4,30h,100%,,11619139,Completed,First,30h,,,,,,,,
189,57415,xgogo9,PC,30h,NR,,8822393,Completed,First,30h,,"April 28, 2019",,,,,,
190,57415,andrewl3779,PC,30h 39m,80%,Great game. But final boss has ruined everything for me. All minibosses defeated with a lot of grinding.,8703590,Completed,First,30h 39m 54s,,"May 02, 2019",,,,,,
191,57415,Jacob_Darka,PC,30h 47m,90%,"Collected all key items, explored every inch of every location of the game.",10259457,Custom List Completed,First,30h 47m,,"October 17, 2019",48h 54m,74h 15m 23s,,,74h 15m 23s /,
192,57415,Nice01,PlayStation 4,30h 57m,90%,,10567284,Completed,First,30h 57m 30s,,"December 09, 2019",,,,,,
193,57415,,PC,31h,NR,,8557621,Completed,First,31h,,,,,,,,
194,57415,Atre537,PC,31h,100%,,10280348,Completed,First,31h,,"May 15, 2019",,,,,,
195,57415,Blast,PC,31h,NR,,10196588,Completed,First,31h,,"March 29, 2019",,,,,,
196,57415,Cyben_X,PC,31h,NR,,11057177,Completed,First,31h,,"February 26, 2020",,,,,,
197,57415,Private,Xbox One,31h,100%,,11522166,Completed,First,31h,,"December 24, 2019",,,,,,
198,57415,_stivi_,PC,31h 10m,NR,,10338147,Completed,First,31h 10m,,"October 29, 2019",,48h 30m,,,,
199,57415,,PC,31h 30m,NR,,8519136,Completed,First,31h 30m,,,,,,,,
200,57415,MatthewJayHey,PC,31h 50m,NR,,11499521,Completed,First,31h 50m,,"April 19, 2020",,,,,,
201,57415,,PlayStation 4,32h,NR,,8842176,Completed,First,32h,,,,,,,,
202,57415,,PC,32h,NR,,10348839,Completed,First,32h,,,,,,,,
203,57415,dcomarata,Xbox One,32h,NR,,8677515,Completed,First,32h,,"April 09, 2019",,,,,,
204,57415,maniacx263,PlayStation 4,32h,100%,,11678113,Completed,First,32h,,"May 08, 2020",42h,112h,,,,
205,57415,Private,PlayStation 4,32h 08m,NR,,11139488,Completed,First,32h 08m 11s,,"March 11, 2020",,,,,,
206,57415,BrickTrain,PC,32h 34m,100%,,8570718,Completed,First,32h 34m,,"April 05, 2019",,,,,,
207,57415,Flourite,PlayStation 4,32h 44m,70%,,8496627,Completed,First,32h 44m,,"June 11, 2019",,,,,,
208,57415,FarhadPrime,Xbox One,32h 48m,NR,,11860518,Completed,First,32h 48m,,"July 29, 2019",44h 10m,70h,1h 24m 48s,,,
209,57415,,PlayStation 4,33h,NR,,8546491,Completed,First,33h,,,60h,,,,,
210,57415,Greyma,PC,33h,100%,,11598185,Completed,First,33h,,"February 09, 2020",,,,,,
211,57415,Korean_Prophet,PlayStation 4,33h,90%,,9661315,Playing Completed,First,33h,,"July 12, 2019",,,,,28h 30m /,
212,57415,Nessun,PC,33h,NR,,8711181,Completed,First,33h,,"May 03, 2019",,,,,,
213,57415,Protorswift,PC,33h,NR,,11860536,Completed,First,33h,,"May 29, 2020",38h,,,,,
214,57415,Thyrox,PC,33h,NR,,10672158,Completed,First,33h,,"October 28, 2019",,,,,,
215,57415,thomasjip,PC,33h,NR,,9250660,Completed,First,33h,,"July 29, 2019",,,,,,
216,57415,Jamerlich,PlayStation 4,33h 15m,NR,,10677021,Completed,First,33h 15m 29s,,"May 30, 2020",,,,,,
217,57415,SimoneRovo,PlayStation 4,33h 30m,90%,,10453014,Replay Completed,First,33h 30m,,"January 13, 2020",,,,,,
218,57415,,PC,33h 30m,NR,,11331453,Completed,First,33h 30m 52s,,,,,,,,
219,57415,Kikkelipaa666,PC,33h 35m,100%,,8780970,Backlog Completed,First,33h 35m 39s,,"May 15, 2019",,,,,,
220,57415,Cass_se,PlayStation 4,34h,NR,,8978717,Completed,First,34h,,"May 24, 2019",,,,,,
221,57415,GodotIV,PlayStation 4,34h,90%,,10723120,Completed,First,34h,,"January 01, 2020",,,,,,
222,57415,RobbyRock,PlayStation 4,34h,NR,,8549503,Completed,First,34h,,"April 04, 2019",,,,,,
223,57415,aleksks,PC,34h,90%,,11446619,Completed,First,34h,,"April 14, 2020",,,,,,
224,57415,dozensnake,PC,34h,NR,,10817610,Completed,First,34h,,"December 22, 2019",,,,,,
225,57415,Handelaar,PlayStation 4,34h 07m,NR,,8494771,Completed,First,34h 07m,,"March 31, 2019",,,,,,
226,57415,WarCockatiel,PC,34h 23m,100%,,8663967,Completed,First,34h 23m 20s,,"April 23, 2019",,,,,,
227,57415,,PC,35h,NR,,8551620,Completed,First,35h,,,45h,,,,,
228,57415,,PlayStation 4,35h,NR,,8560692,Completed,First,35h,,,40h,,,,,
229,57415,,PC,35h,NR,,10546962,Completed,First,35h,,,37h,76h,,,,
230,57415,CLPockets,PlayStation 4,35h,NR,,10466172,Completed,First,35h,,"May 26, 2019",,,,,,
231,57415,Desser,PC,35h,90%,,8556937,Completed,First,35h,,"April 01, 2019",55h,75h,,,,
232,57415,Oberlexia,PC,35h,NR,,8690029,Completed,First,35h,,"April 30, 2019",36h,,,,,
233,57415,paulmuaddib,PC,35h,NR,,8615003,Completed,First,35h,,,,,,,,
234,57415,wallofjericho,PC,35h,70%,,8658748,Completed,First,35h,,"June 15, 2019",,,,,,
235,57415,kawwumbo,Xbox One,35h 10m,NR,,9012246,Completed,First,35h 10m,,"March 21, 2019",,,,,,
236,57415,,PlayStation 4,35h 50m,NR,,9171271,Completed,First,35h 50m 31s,,,,90h 05m 02s,,,,
237,57415,,PC,36h,NR,,8548274,Completed,First,36h,,,,60h,,,,
238,57415,EmperorGandhi,PC,36h,90%,,8540118,Completed,First,36h,,"May 11, 2019",,,,,,
239,57415,Kamikaze9,PC,36h,NR,,8521204,Completed,First,36h,,"March 25, 2019",40h,64h 48m 51s,,,,
240,57415,matton97,PC,36h,NR,,8585379,Completed,First,36h,,,,,,,,
241,57415,Private,PC,36h 05m,NR,,10858376,Completed,First,36h 05m 12s,,"May 20, 2019",,,,,,
242,57415,Megaaron00,PC,36h 12m,90%,,11239703,Completed,First,36h 12m 15s,,"August 12, 2019",40h 25m 38s,74h 43m 12s,,,,
243,57415,,Xbox One,36h 25m,NR,,9484632,Completed,First,36h 25m 54s,,,,,,,,
244,57415,,PC,36h 44m,NR,,8559287,Completed,First,36h 44m 16s,,,,,,,,
245,57415,sadtimes,PC,37h,NR,7 hours spent on the final boss. Not joking,8741735,Completed,First,37h,,"May 08, 2019",,,,,,
246,57415,Federicov222,PlayStation 4,37h 25m,NR,,8598959,Completed,First,37h 25m 10s,,"April 07, 2019",42h 42m 13s,,,,,
247,57415,KaurTube,PC,37h 32m,NR,,8576523,Completed,First,37h 32m 23s,,"April 07, 2019",,,,,,
248,57415,Barshal,PC,38h,100%,,10885128,Completed,First,38h,,"January 26, 2020",,,,,,
249,57415,bladedawg,PC,38h,NR,,8650746,Completed,First,38h,,"June 23, 2019",,,,,,
250,57415,soadshavo56,PC,38h,NR,,8560969,Completed,First,38h,,"April 03, 2019",,,,,,
251,57415,Subtle_Villainy,PlayStation 4,38h 32m,100%,Beat the game. IS ending. 605 deaths. Looked up a couple of things when stuck.,8502366,Completed,First,38h 32m 42s,,"April 03, 2019",,,,,,
252,57415,rakeshra96,PlayStation 4,39h 41m,NR,,10597976,Completed,First,39h 41m,,"December 29, 2019",,,,,,
253,57415,,PlayStation 4,40h,NR,,8567702,Completed,First,40h,,,70h,,,,,
254,57415,Private,PC,40h,NR,,10316987,Completed,First,40h,,"October 28, 2019",,,,,,
255,57415,Frostie,PC,40h,NR,,10149479,Completed,First,40h,,"September 27, 2019",48h,,,,,
