,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Speedrun,Personal Notes,Progress
44,319,SzczurekPB,,7h 15m,NR,,2238,Completed,First,,7h 15m,,,,,
45,319,longyuxi,PC,7h 18m,NR,,8546580,Completed,First,"March 30, 2019",7h 18m,,,,,
46,319,Private,PC,7h 24m,NR,,4459528,Completed,Replay,"May 21, 2017",7h 24m,,,,,
47,319,PapaStalin,PC,7h 28m,60%,,6775303,Completed,First,"August 13, 2018",7h 28m 37s,,,,,
48,319,,,7h 30m,NR,,283798,Completed,First,,7h 30m,,,,,
49,319,,PC,7h 30m,NR,,4545812,Completed,First,,7h 30m,,,,,
50,319,Private,PC,7h 30m,80%,,7521029,Completed,First,"November 24, 2018",7h 30m,,,,,
51,319,jono51,PC,7h 30m,80%,"Hard difficulty, picking up any obvious collectables",4429778,Completed,First,"September 02, 2017",7h 30m,,,,,
52,319,xScaryKidx,PC,7h 30m,90%,"Did the whole storyline, as you are supposed to. Then I found most of the collectibles while playing as well.",49723,Completed,First,,7h 30m,,,,,
53,319,Everdred,PC,7h 30m,90%,Difficulty: Normal. Video Commentary on.,208,Completed,Replay,"December 16, 2012",7h 30m 22s,,,,,
54,319,theprisoner311,PC,7h 36m,NR,,11009278,Completed,First,"February 11, 2020",7h 36m,,,,,
55,319,TheOro44,PC,7h 45m,80%,Hardest difficulty [The Signal & The Writer] + all achievements.,533403,Completed,Replay,,7h 45m,17h 45m,23h 25m,,"---
The best version available, for idyllic landscapes alone. 100% offline. Also available for 360.",
56,319,blackbebop,Xbox 360,7h 45m,60%,,673753,Completed,First,"December 01, 2014",7h 45m,,,,,
57,319,fetahundenyoda,PC,7h 45m,80%,,679874,Completed,First,"October 19, 2013",7h 45m,,,,,
58,319,,PC,7h 50m,NR,,283822,Completed,First,,7h 50m,,,,,
59,319,Private,PC,7h 50m,NR,,701146,Completed,First,"January 13, 2013",7h 50m,,,,,
60,319,,Xbox 360,8h,NR,,283781,Completed,First,,8h,,,,,
61,319,,PC,8h,NR,,311587,Completed,First,,8h,,,,,
62,319,,PC,8h,NR,,886235,Completed,First,,8h,,,,,
63,319,,PC,8h,NR,,1026796,Completed,First,,8h,10h,,,,
64,319,,Xbox 360,8h,NR,,1264728,Completed,Replay,,8h,10h,,,,
65,319,,PC,8h,NR,,7889739,Completed,First,,8h,11h,,,,
66,319,Blackprince,PC,8h,NR,,4495278,Completed,First,"May 29, 2017",8h,,,,,
67,319,DarkTemplar,PC,8h,NR,,8916127,Completed,First,"June 08, 2019",8h,,,,,
68,319,Eckolite,Xbox 360,8h,100%,,11944042,Completed,First,"May 24, 2020",8h,,,,,
69,319,Fistberg,PC,8h,50%,,1239363,Completed,First,,8h,,,,,
70,319,Jorgvt,PC,8h,80%,Playing it on the highest difficulty you can play by the first time.,400283,Completed,First,,8h,,,,,
71,319,Private,Xbox 360,8h,70%,,4044196,Completed,First,"July 15, 2018",8h,11h,,,,
72,319,Milanmano,PC,8h,NR,,1998850,Completed,First,"November 06, 2015",8h,,,,,
73,319,Optim,PC,8h,70%,,6535975,Completed,First,"July 06, 2018",8h,,,,,
74,319,Pottsy69,Xbox 360,8h,80%,,19102,Completed,First,,8h,,,,,
75,319,Reaper,PC,8h,NR,,7104724,Completed,First,"September 23, 2018",8h,,,,,
76,319,RevolverJesse,Xbox 360,8h,90%,,65133,Completed,First,,8h,,,,,
77,319,Private,PC,8h,NR,,4123858,Completed,First,"September 05, 2017",8h,,,,,
78,319,Private,PC,8h,60%,,944383,Completed,First,,8h,,,,,
79,319,TheOro44,Xbox 360,8h,80%,"Normal playthrough, blind.",439028,Completed,Replay,,8h,,,,"---
A mystery thriller with solid third-person shooting mechanics which suffers from repetition. Also available for PC.",
80,319,Uganda2,PC,8h,50%,,11560516,Completed,First,"April 22, 2020",8h,,,,,
81,319,WazzaBoi,PC,8h,NR,,11886057,Completed,First,"June 01, 2020",8h,,,,,
82,319,bendikts,PC,8h,NR,,8553940,Completed,First,"November 15, 2019",8h,,,,,
83,319,emka19,Xbox 360,8h,70%,,5750,Completed,First,,8h,,,,,
84,319,fpoe,PC,8h,NR,,837882,Completed,First,,8h,,,,,
85,319,greatjhawk,Xbox 360,8h,NR,,2912554,Completed,First,"October 18, 2016",8h,,,,,
86,319,ikari88,Xbox 360,8h,70%,,5217878,Completed,First,"October 25, 2017",8h,,,,,
87,319,jeremy70583,PC,8h,90%,,3732771,Completed,First,"July 12, 2017",8h,,,,,
88,319,joshrowell,Xbox 360,8h,NR,,126102,Completed,First,"June 07, 2012",8h,,,,,
89,319,juxtapose,PC,8h,80%,"Played on easy, gathered a lot of the thermoses and watched a lot of the tv show & radio.",298533,Completed,First,"June 23, 2013",8h,,,,,
90,319,kireev20000,Xbox 360,8h,100%,,2794759,Completed,First,"May 30, 2011",8h,,,,,
91,319,kirie,PC,8h,NR,,7191448,Completed,First,"October 02, 2018",8h,,,,,
92,319,komashkov,PC,8h,80%,,429423,Completed,First,"February 16, 2013",8h,,,,,
93,319,kronoskronos,PC,8h,NR,,1327305,Backlog Completed,First,,8h,,,,,
94,319,lukinhasx3,PC,8h,90%,,9357734,Completed,First,"June 12, 2019",8h,,,,,
95,319,pluifu,PC,8h,NR,,2034918,Completed,First,"November 01, 2015",8h,,,,,
96,319,reidabee,PC,8h,NR,,1141284,Completed,First,"May 11, 2017",8h,,,,,
97,319,,PC,8h 09m,NR,,9022953,Completed,First,,8h 09m,,,,,
98,319,Ghost3030,PC,8h 10m,70%,,3393387,Custom List Completed,First,"September 04, 2016",8h 10m,,,,,
99,319,Neo1771991,PC,8h 10m,NR,,6480589,Completed,First,"July 14, 2018",8h 10m,,,,,
100,319,squidmountain,PC,8h 10m,70%,,361946,Completed,First,"August 04, 2013",8h 10m,,,,,
101,319,,PC,8h 10m,NR,,3618243,Completed,First,,8h 10m 31s,,,,,
102,319,Palidian,PC,8h 11m,30%,,944023,Completed,First,"September 20, 2014",8h 11m,,,,This game is horribly boring.,
103,319,limitlessbritt,PC,8h 11m,70%,,10995977,Completed,First,"February 18, 2020",8h 11m 43s,,,,,
104,319,Brashnir,Xbox 360,8h 15m,60%,,78014,Completed,First,,8h 15m,,,,,
105,319,LogLadyLand,Xbox 360,8h 18m,80%,,11893639,Completed,First,"June 04, 2020",8h 18m 30s,,,,,
106,319,sky_solo,PC,8h 19m,NR,,2782989,Completed,Replay,"February 15, 2020",8h 19m,,,,,
107,319,Private,PC,8h 20m,NR,,8111759,Completed,First,"January 23, 2019",8h 20m,,,,,
108,319,cLick,PC,8h 20m,NR,,2590860,Completed,First,"February 17, 2016",8h 20m,,,,,
109,319,dwoodsy,PC,8h 20m,NR,,11456185,Completed,First,"April 15, 2020",8h 20m,,,,,
110,319,,PC,8h 30m,NR,,373634,Completed,First,,8h 30m,,,,,
111,319,Darasta44,PC,8h 30m,NR,,5642924,Completed,First,"January 26, 2018",8h 30m,,,,,
112,319,J3zyk,PC,8h 30m,70%,,7353866,Completed,First,"February 19, 2020",8h 30m,,,,,
113,319,Konstantin83,PC,8h 30m,NR,,3918264,Completed,First,"November 08, 2016",8h 30m,,,,,
114,319,Reviews,PC,8h 30m,60%,,10997443,Completed,First,"February 16, 2020",8h 30m,,,,,
115,319,Snesso,PC,8h 30m,NR,,46901,Completed,First,"June 10, 2012",8h 30m,,,,,
116,319,caloomis,Xbox 360,8h 30m,100%,,27441,Completed,First,,8h 30m,,,,,
117,319,netadptr0719,PC,8h 30m,70%,,305766,Completed,First,"June 28, 2013",8h 30m,,,,,
118,319,Private,PC,8h 36m,NR,,906699,Completed,First,"September 22, 2014",8h 36m,,,,,
119,319,szaromir,PC,8h 36m,NR,,2442945,Completed,First,"January 26, 2016",8h 36m,,,,Easy difficulty,
120,319,Lewio,Xbox 360,8h 38m,80%,,9242565,Completed,First,"August 01, 2019",8h 38m 12s,,,,,
121,319,,PC,8h 40m,NR,,350758,Completed,First,,8h 40m,,,,,
122,319,,PC,8h 40m,NR,,6718748,Completed,First,,8h 40m,,,,,
123,319,kibik,PC,8h 40m,NR,,6381117,Completed,First,,8h 40m,,,,,
124,319,luucasmeira,Xbox 360,8h 40m,90%,,89878,Completed,First,,8h 40m,,,,,
125,319,Private,Xbox 360,8h 40m,80%,,8677602,Completed,First,,8h 40m 09s,,,,,
126,319,zenmachinegun,PC,8h 41m,80%,,197661,Completed,First,"May 16, 2012",8h 41m,,,,,
127,319,BAMitsPat,PC,8h 42m,70%,,4570069,Completed,First,"June 14, 2017",8h 42m,,,,,
128,319,TheOnlyMook,PC,8h 42m,70%,,339917,Completed,First,"August 03, 2013",8h 42m,,,,,
129,319,callum1993,Xbox 360,8h 42m,NR,,871834,Completed,First,,8h 42m,,,,,
130,319,cvoss0,PC,8h 43m,70%,,11686788,Completed,First,"October 06, 2014",8h 43m,,,,,
131,319,Private,Xbox One,8h 44m,60%,,4588180,Completed,First,"October 23, 2017",8h 44m,,,,,
132,319,bacil,PC,8h 45m,90%,,441674,Completed,First,"October 11, 2013",8h 45m,,,,,
133,319,inmuse,Xbox 360,8h 46m,NR,500/1000G,3231068,Completed,First,"April 23, 2020",8h 46m,,,,"[04/15/20] Started playing
[04/23/20] Finished Main",
134,319,Angmar,PC,8h 48m,80%,,303308,Completed,First,"October 01, 2016",8h 48m,,,,,
135,319,markx182,PC,8h 48m,80%,,106233,Completed,First,"August 10, 2012",8h 48m,,,,,
136,319,Minko,PC,8h 50m,NR,,1309965,Completed,First,"August 07, 2013",8h 50m,,,,,
137,319,Thyme1152,PC,8h 50m,70%,,138208,Completed,First,"October 09, 2014",8h 50m,,,,,
138,319,SwornEnema,PC,8h 55m,90%,,174508,Completed,First,"October 06, 2012",8h 55m,,,,,
139,319,maximuslupus,PC,8h 56m,NR,,2555371,Completed,First,,8h 56m,,,,,
140,319,snappums,PC,8h 57m,NR,,2165413,Completed,First,"March 02, 2013",8h 57m,,,,,
141,319,Badinfos,PC,8h 59m,NR,,11333029,Completed,First,February 2019,8h 59m 51s,,,,,
142,319,,Xbox 360,9h,NR,,283778,Completed,First,,9h,,,,,
143,319,,Xbox 360,9h,NR,,283809,Completed,First,,9h,,,,,
144,319,,PC,9h,NR,,432308,Completed,First,,9h,,,,,
145,319,,PC,9h,NR,,714034,Completed,First,,9h,,,,,
146,319,,PC,9h,NR,,4189003,Completed,First,,9h,11h 30m,,,,
147,319,,PC,9h,NR,,5031733,Completed,Replay,,9h,,,,,
148,319,,PC,9h,NR,,11938438,Completed,First,,9h,,,,,
149,319,AccrualBowtie,PC,9h,NR,,7371661,Completed,First,"April 27, 2012",9h,,,,,
150,319,Bartezoo,Xbox 360,9h,80%,,588096,Completed,First,"March 05, 2011",9h,,,,,
151,319,Braquenbauer,PC,9h,NR,,323093,Completed,First,,9h,,,,,
152,319,Chiizumoon,PC,9h,70%,,6181665,Completed,First,"July 16, 2013",9h,,,,,
153,319,Chronoja,PC,9h,90%,,135471,Completed,First,"June 22, 2012",9h,,,,"Completed on NORMAL difficulty
(2nd of 3 possible difficulties, 3rd (NIGHTMARE) locked until first completion)
Missed some pages",
154,319,Civilwarfare101,PC,9h,60%,,10604249,Replay Completed,Replay,"December 22, 2019",9h,,,,,
155,319,Private,Xbox 360,9h,50%,Normal Difficulty,3237827,Completed,First,"January 03, 2018",9h,,,,,
156,319,DblAAssassin,PC,9h,NR,,3432675,Completed,Replay,"June 26, 2017",9h,,,,,
157,319,FrizzleDizle,PC,9h,NR,,1806238,Completed,First,"September 12, 2015",9h,,,,,
158,319,Hakij,Xbox 360,9h,70%,,199706,Completed,First,,9h,,,,,
159,319,Hate,PC,9h,NR,,3490935,Completed,First,,9h,,,,,
160,319,Iszily,PC,9h,NR,,3996476,Completed,First,,9h,,,,,
161,319,JackHammer,Xbox 360,9h,60%,,24098,Completed,First,,9h,,,,,
162,319,Joebagadounuts,PC,9h,NR,,5638251,Completed,First,"January 07, 2018",9h,,,,,
163,319,Macstorm,Xbox 360,9h,NR,,49898,Completed,First,,9h,,,,,
164,319,Nazarius,PC,9h,60%,,11252429,Completed,First,"May 25, 2019",9h,,,,,
165,319,Overplayed,Xbox 360,9h,NR,,3356960,Completed,First,"August 23, 2016",9h,,,,,
166,319,PS3XBOXGAMER9,Xbox 360,9h,100%,,236541,Completed,First,"April 30, 2010",9h,,,,,
167,319,Remco32,PC,9h,NR,,67857,Completed,First,"September 19, 2012",9h,,,,,
168,319,Rootpith,PC,9h,50%,,1870166,Completed,First,2013,9h,,,,,
169,319,Rosebudius,PC,9h,NR,,5648713,Completed,First,,9h,,,,,
170,319,Ruben,PC,9h,NR,,3520599,Completed,First,"October 15, 2016",9h,,,,,
171,319,Ruruja,PC,9h,NR,,1660100,Completed,First,"November 06, 2015",9h,,,,,
172,319,Sentry,PC,9h,NR,,18442,Completed,First,,9h,,,,,
173,319,Skunkwouk,,9h,NR,,168136,Completed,First,"August 13, 2012",9h,,,,,
174,319,Skunkwourk,PC,9h,NR,,183979,Completed,First,"May 22, 2012",9h,,,,,
175,319,Private,PC,9h,NR,,2772590,Completed,First,"July 30, 2016",9h,,,,,
176,319,StillGreen_san,PC,9h,NR,,10433372,Completed,First,"November 16, 2019",9h,,,,,
177,319,WillBachinski,PC,9h,NR,,872242,Completed,First,,9h,,,,,
178,319,Withcheese,PC,9h,80%,,416889,Completed,First,"July 07, 2013",9h,,,,,
179,319,Xeogred,PC,9h,NR,,4863619,Completed,Replay,"August 05, 2017",9h,,,,,
180,319,agent_tex,PC,9h,NR,,10409,Completed,First,"July 16, 2012",9h,,,,,
181,319,alexander90,PC,9h,NR,,749631,Completed,First,"July 07, 2013",9h,,,,,
182,319,alexisplaying,PC,9h,80%,"90 Coffee, 93 manuscript, 7 can pyramids, Normal mode and a good amount of other collectibles as well.",9468649,Completed,First,"August 28, 2019",9h,,,,,
183,319,blackMamba1187,Xbox 360,9h,90%,hard,7014174,Completed,Replay,"January 21, 2012",9h,,,,,
184,319,darkw00d,PC,9h,NR,,3055187,Completed,First,"June 04, 2016",9h,,,,,
185,319,desertofdirt,Xbox 360,9h,NR,,88784,Completed,First,,9h,,,,,
186,319,ghost563,PC,9h,60%,,10276486,Completed,First,July 2012,9h,,,,,
187,319,henryhetired,PC,9h,NR,,3371207,Completed,First,"August 28, 2016",9h,,,,,
188,319,hoova,PC,9h,NR,,225623,Completed,First,"November 29, 2012",9h,,,,,
189,319,ipivapan15,PC,9h,NR,,11096796,Completed,First,"March 04, 2020",9h,,,,,
190,319,jtshiel,Xbox 360,9h,80%,,28674,Completed,First,,9h,,,,,
191,319,kingavarice,Xbox 360,9h,NR,,192034,Completed,First,"February 27, 2011",9h,,,,,
192,319,kotra97,PC,9h,NR,,10156885,Completed,First,"September 28, 2019",9h,,,,,
193,319,kristof_erdei,PC,9h,NR,,7236579,Completed,First,"October 13, 2018",9h,,,,,
194,319,kyarourin,Xbox 360,9h,70%,,77505,Completed,First,"September 04, 2012",9h,,,,,
195,319,marvindessica,PC,9h,NR,,60804,Completed,First,,9h,,,,,
196,319,phasola,PC,9h,90%,,266860,Completed,First,"June 09, 2013",9h,,,,,
197,319,Private,PC,9h,NR,,10193716,Completed,First,"October 06, 2016",9h,,,,,
198,319,pl_hebert,PC,9h,NR,,3887718,Completed,First,,9h,,,,,
199,319,polonar,Xbox 360,9h,90%,,48420,Completed,First,,9h,,,,,
200,319,roastedcharizard,PC,9h,60%,,4028641,Completed,First,"May 30, 2017",9h,,,,,
201,319,trav17,Xbox 360,9h,70%,,17838,Completed,First,,9h,,,,,
202,319,tussar,PC,9h,NR,,4126520,Completed,First,"February 23, 2017",9h,,,,,
203,319,varlope,PC,9h,70%,,880961,Completed,First,"August 06, 2014",9h,,,,,
204,319,xLastSamuraix,PC,9h,90%,,11275289,Completed,First,"May 21, 2017",9h,,,,,
205,319,TitanRol,Xbox 360,9h 02m,NR,,162947,Completed,First,"June 04, 2011",9h 02m 03s,,,,,
206,319,LittleBigMan,Xbox 360,9h 02m,80%,,71136,Completed,First,,9h 02m 33s,,,,,
207,319,LuckyTooth,PC,9h 05m,NR,,6791076,Completed,First,"August 08, 2018",9h 05m 11s,,,,,
208,319,,PC,9h 05m,NR,,4890307,Completed,First,,9h 05m 45s,9h 10m 45s,,,,
209,319,Private,PC,9h 06m,70%,,571524,Completed,First,"May 19, 2014",9h 06m,,,,,
210,319,Snixen,PC,9h 10m,NR,,9365957,Completed,First,"June 27, 2019",9h 10m,,,,,
211,319,ghosttalon1,PC,9h 10m,NR,,1231701,Completed,First,"August 05, 2015",9h 10m,,,,,
212,319,liorfigman,Xbox 360,9h 10m,70%,,6057620,Completed,First,,9h 10m,,,,,
213,319,togusa12,PC,9h 10m,100%,,3223963,Completed,First,"January 10, 2016",9h 10m,,,,,
214,319,dsoon,Xbox 360,9h 10m,80%,,1549994,Completed,First,"March 16, 2010",9h 10m 50s,,,,,
215,319,Private,PC,9h 12m,60%,,8602011,Completed,First,"July 06, 2019",9h 12m,,,,,
216,319,nship,PC,9h 12m,80%,,10504484,Completed,First,"November 28, 2019",9h 12m,,,,,
217,319,white_sox,PC,9h 12m,90%,,570420,Completed,Replay,"January 13, 2014",9h 12m,,,,"Hard Difficulty. I've beaten this game before (twice actually, but both times on the 360) so I know the game pretty well.",
218,319,Private,PC,9h 15m,NR,,6075047,Replay Completed,Replay,"April 03, 2018",9h 15m 22s,,,,,
219,319,RandomHobo,PC,9h 17m,90%,,542536,Completed,Replay,"April 02, 2014",9h 17m,,,,,
220,319,aftereight88,Xbox 360,9h 18m,80%,,9082283,Completed,First,,9h 18m,12h 38m,16h 17m,,,
221,319,envynav,PC,9h 18m,90%,,11585938,Completed,First,"June 10, 2020",9h 18m,,,,,
222,319,GreatWhiteGumby,PC,9h 20m,NR,,1228671,Completed,First,,9h 20m,,,,,
223,319,Kal_wardin,PC,9h 20m,70%,,11874144,Completed,First,"May 30, 2013",9h 20m,,,,,
224,319,Kaune,PC,9h 20m,90%,,394476,Completed,First,"August 30, 2013",9h 20m,,,,,
225,319,PoisonousX,PC,9h 20m,70%,,253201,Completed,First,,9h 20m,,,,,
226,319,Lock_Down_Leo,PC,9h 23m,NR,,3864395,Completed,First,,9h 23m,,,,,
227,319,Henri,PC,9h 25m,90%,"Normal diffuculty and only main story, some collectibles found. 30/67.",8664615,Completed,First,"August 15, 2017",9h 25m,,,,,
228,319,GRT42,PC,9h 27m,NR,,10593317,Completed,First,"December 14, 2019",9h 27m,,,,,
229,319,ToxikJuiceBox,PC,9h 28m,90%,,1539230,Completed,First,"March 01, 2016",9h 28m,,,,,
230,319,,PC,9h 30m,NR,,8559236,Completed,First,,9h 30m,,,,,
231,319,Private,PC,9h 30m,70%,,11512656,Completed,First,"April 24, 2020",9h 30m,,,,,
232,319,GeminiWicked,Xbox 360,9h 30m,80%,,3805,Completed,First,"April 01, 2012",9h 30m,,,,,
233,319,Joey8Bit,Xbox 360,9h 30m,90%,,1968797,Completed,First,,9h 30m,12h,18h,,,
234,319,Koriban,PC,9h 30m,NR,,84001,Completed,First,,9h 30m,,,,,
235,319,Tutti241,PC,9h 30m,NR,9,1218693,Backlog Completed,First,"February 27, 2015",9h 30m,,,,,9h 30m /
236,319,alittlecoldoutside,Xbox 360,9h 30m,70%,,506850,Completed,First,"December 04, 2013",9h 30m,,,,,
237,319,masteroftheclaw,Xbox 360,9h 30m,60%,,1026,Completed,First,,9h 30m,,,,,
238,319,Private,PC,9h 30m,80%,,350552,Completed,First,,9h 30m,,,,,
239,319,simoonnn,PC,9h 30m,NR,,6924403,Completed,First,"July 06, 2018",9h 30m,,,,,
240,319,ionstormn,PC,9h 31m,100%,,7823596,Completed,Replay,,9h 31m 09s,,,,,
241,319,BestSinceDayO134,Xbox 360,9h 32m,80%,,9075546,Completed,First,"July 05, 2019",9h 32m 31s,,,,,
242,319,Namaku64,PC,9h 35m,NR,,11250731,Completed,First,"January 09, 2014",9h 35m,,,,,
243,319,LopperUK,PC,9h 36m,70%,,1800709,Completed,First,"August 12, 2013",9h 36m,,,,,
244,319,deathstroke458,PC,9h 36m,70%,,5758013,Completed,First,"June 26, 2018",9h 36m,,,,,
245,319,demondreaming,Xbox 360,9h 38m,70%,,333720,Completed,First,"October 20, 2013",9h 38m,,,,,
246,319,PlushWraith,PC,9h 39m,NR,Easy difficulty,409485,Completed,First,"January 25, 2015",9h 39m,,,,,
247,319,lukeszabo,PC,9h 39m,80%,,3696925,Completed,First,,9h 39m,,,,,
248,319,ShizWhiz,,9h 40m,NR,,386563,Completed,First,"August 22, 2013",9h 40m,,,,,
249,319,titansatb,PC,9h 42m,NR,,859419,Completed,First,"July 27, 2014",9h 42m,,,,,
250,319,03beatob,PC,9h 45m,NR,,445224,Completed,First,"October 14, 2013",9h 45m,,,,,
251,319,Blizniak,PC,9h 45m,80%,,1251666,Completed,First,"March 19, 2015",9h 45m,,,,,
252,319,Private,PC,9h 45m,NR,,337534,Completed,First,"August 21, 2014",9h 45m,,,,,
253,319,WereWolf_PL,PC,9h 45m,90%,,384175,Completed,First,"November 10, 2013",9h 45m,,,,,
254,319,daynger808,PC,9h 45m,NR,,4459914,Completed,First,"May 21, 2017",9h 45m,,,,,
255,319,Nicoen,PC,9h 48m,90%,,280469,Completed,First,"March 18, 2015",9h 48m,,,,,
256,319,spawn_92,PC,9h 48m,NR,,910437,Completed,First,"August 25, 2014",9h 48m,,,,,
257,319,unnamedbawlji,PC,9h 48m,80%,,10688,Completed,First,"July 22, 2012",9h 48m,,,,,
258,319,Plarf_Plorf,PC,9h 49m,NR,,8873873,Completed,First,"June 23, 2019",9h 49m,,,,,
259,319,DuckYde,PC,9h 50m,NR,,8464444,Completed,First,"March 14, 2019",9h 50m,,,,,
260,319,Thiago,PC,9h 50m,80%,,243973,Completed,First,,9h 50m,,,,,
261,319,pistonsfan22,PC,9h 50m,80%,,307641,Completed,First,"June 12, 2013",9h 50m,,,,,
262,319,tiamat911,PC,9h 50m,80%,"Did not do any special effort to find the collectibles. Followed main story, played on Easy",9297585,Completed,First,"October 04, 2019",9h 50m,,,,Version owned and played: Digital copy (PC - Epic Games),
263,319,,PC,9h 50m,NR,,11462345,Completed,First,,9h 50m 44s,,,,,
264,319,kenzan18,PC,9h 53m,50%,,11983981,Completed,First,"June 13, 2020",9h 53m,,,,,
265,319,trevize,PC,9h 54m,90%,,223780,Completed,First,"July 23, 2013",9h 54m,,,,,
266,319,Twilightwind,Xbox One,9h 55m,NR,,8997522,Completed,First,"July 03, 2019",9h 55m,,,,,
267,319,kal110386,PC,9h 55m,NR,,167038,Completed,First,"September 01, 2012",9h 55m,,,,,
268,319,MrBulldops,Xbox One,9h 55m,80%,,11836057,Completed,First,"May 25, 2020",9h 55m 30s,,,,,
269,319,Private,PC,9h 57m,NR,,171127,Completed,First,"October 17, 2012",9h 57m,,,,,
270,319,,,10h,NR,,283783,Completed,First,,10h,,,,,
271,319,,,10h,NR,,283784,Completed,First,,10h,,,,,
272,319,,,10h,NR,,283788,Completed,First,,10h,,,,,
273,319,,,10h,NR,,283794,Completed,First,,10h,,,,,
274,319,,,10h,NR,,283795,Completed,First,,10h,,,,,
275,319,,,10h,NR,,283796,Completed,First,,10h,,,,,
276,319,,,10h,NR,,283804,Completed,First,,10h,,,,,
277,319,,,10h,NR,,283819,Completed,First,,10h,,,,,
278,319,,PC,10h,NR,,300209,Completed,First,,10h,,,,,
279,319,,PC,10h,NR,,345213,Completed,First,,10h,,,,,
280,319,,PC,10h,NR,,356366,Completed,First,,10h,,,,,
