,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completionist,Personal Notes,Completion,Speedrun,Progress,100% Speedrun,Co-Op
31,7230,MrROBINKONG,PC,49m,NR,,10981284,Completed,Replay,49m 39s,,,,"February 12, 2020",49m 38s,,,
32,7230,,PC,50m,NR,,335481,Completed,Replay,50m,4h,4h 50m,,,,,,
33,7230,WingedBacon,PC,50m,100%,,159362,Completed,Replay,50m,,,,"January 15, 2012",,,,
34,7230,AdmiralAuschwitz,PC,50m,NR,,1419656,Completed,Replay,50m 36s,,,,,39m 41s,,,
35,7230,,PC,51m,NR,,10563548,Completed,First,51m 35s,,,,,,,,
36,7230,,PC,52m,NR,,914026,Completed,Replay,52m 03s,,,,,,,,
37,7230,,PC,53m,NR,,1123673,Completed,Replay,53m,2h 30m,,,,,,,
38,7230,night_owlll,PC,53m,100%,,10249010,Completed,Replay,53m,,,,"October 14, 2019",,,,
39,7230,Tocix,PC,53m,NR,,2157021,Completed,First,53m 15s,,,,,,,,
40,7230,Nicky9nore,PC,53m,NR,,6803541,Completed,Replay,53m 23s,,,,"August 10, 2018",,,,
41,7230,,PC,54m,NR,,932573,Completed,First,54m,,,,,,,,
42,7230,McGill93,PC,54m,100%,,3515909,Completed,Replay,54m,,,,"October 13, 2016",,,,
43,7230,pleepleep23,PC,54m,NR,,865595,Completed,Replay,54m 26s,,,,"July 30, 2014",23m 18s,,,
44,7230,unicornyay,PC,54m,NR,,10972827,Completed,Replay,54m 39s,,,,"February 11, 2020",54m 38s,,,
45,7230,,PC,55m,NR,,11981989,Completed,Replay,55m,,,,,,,,
46,7230,scorchll7,PC,55m,90%,,25505,Completed,First,55m,,,,,,,,
47,7230,uelebro,PC,55m,80%,,7222343,Completed,Replay,55m,,,,"October 10, 2018",,,,
48,7230,,PC,55m,NR,,1721256,Completed,Replay,55m 33s,,,,,,,,
49,7230,lewdmeat,PC,55m,100%,,11534129,Replay Custom List Completed,Replay,55m 50s,,,,"April 22, 2020",,,,
50,7230,,Xbox 360,55m,NR,Easy,11511642,Completed,Replay,55m 59s,,,,,,,,
51,7230,Lokiks,PC,56m,NR,,5968909,Completed,Replay,56m,,,,"March 16, 2018",,,,
52,7230,NexusHUB,PC,56m,100%,,1146149,Replay Completed,Replay,56m,,,,,,,,
53,7230,,PC,56m,NR,,6502837,Completed,Replay,56m 58s,,,,,,,56m 58s,
54,7230,Vicenzo33333,PC,57m,100%,,5745693,Completed,Replay,57m,,,,"January 07, 2018",,,,
55,7230,Private,PC,58m,NR,,4639774,Completed,Replay,58m,,,,,,,,
56,7230,,PC,59m,NR,,1311739,Completed,Replay,59m,,,,,,,,
57,7230,,PC,59m,NR,,1566244,Completed,Replay,59m 40s,,,,,,,,
58,7230,,,1h,NR,,289846,Completed,First,1h,,,,,,,,
59,7230,,,1h,NR,,289850,Completed,First,1h,,,,,,,,
60,7230,,,1h,NR,,289851,Completed,First,1h,,,,,,,,
61,7230,,,1h,NR,,289852,Completed,First,1h,,,,,,,,
62,7230,,PC,1h,NR,,359659,Completed,First,1h,,,,,,,,
63,7230,,PC,1h,NR,,453893,Completed,Replay,1h,2h,4h,,,,,,
64,7230,,PC,1h,NR,Probably about my 8th time through. I had an hour to kill.,645247,Completed,First,1h,,,,,,,,
65,7230,,PC,1h,NR,,944100,Completed,Replay,1h,,,,,,,,
66,7230,,Mac,1h,NR,,1323435,Completed,First,1h,1h 30m,2h,,,,,,
67,7230,,PC,1h,NR,,2267560,Completed,First,1h,,,,,,,,
68,7230,,PC,1h,NR,,2698383,Completed,Replay,1h,2h,2h 30m,,,,,,
69,7230,,PC,1h,NR,,3757446,Completed,Replay,1h,,,,,,,,
70,7230,,PC,1h,NR,,4074495,Completed,First,1h,,,,,35m,,,
71,7230,,PC,1h,NR,,4434413,Completed,Replay,1h,,,,,,,,
72,7230,,PC,1h,NR,,11371233,Completed,Replay,1h,,,,,,,,
73,7230,,PC,1h,NR,,11507289,Completed,Replay,1h,,,,,,,,
74,7230,1ndigoo,PC,1h,100%,,336955,Completed,Replay,1h,,,,"June 21, 2010",40m,,,
75,7230,Blackbird,PC,1h,NR,,5190708,Completed,Replay,1h,,,,,,,,
76,7230,ImNotGoat,PC,1h,NR,,267019,Completed,First,1h,,,,,,,,
77,7230,Jermak123,Xbox 360,1h,100%,,9330039,Completed,Replay,1h,,,,"August 08, 2019",,,,
78,7230,Joshster_1,PC,1h,90%,,2843920,Completed,First,1h,1h 01m,,,"April 11, 2016",,,,
79,7230,Mrlinkzify,PC,1h,60%,,8973307,Completed,First,1h,,,,,,,,
80,7230,TonicThunder,PC,1h,NR,completed all achievements,6283064,Completed,Replay,1h,4h,10h,,,,,,
81,7230,blackMamba1187,Xbox One,1h,100%,,7992485,Replay Completed,Replay,1h,,,xbox one x 4k,"January 08, 2019",,,,
82,7230,d1g1c0ck,PC,1h,90%,,445106,Completed,First,1h,,,,"April 07, 2011",,,,
83,7230,darthnihilus,PC,1h,NR,,3394451,Completed,Replay,1h,1h 20m,2h 25m,,,38m 10s,,42m 30s,
84,7230,doublah,PC,1h,NR,,5798049,Completed,Replay,1h,,10h,,"February 08, 2018",,,,
85,7230,fakedad,PC,1h,NR,,11771028,Completed,Replay,1h,,,,"May 17, 2020",,,,
86,7230,perato,PC,1h,NR,,403185,Completed,Replay,1h,,,,,,,,
87,7230,perato,PC,1h,80%,,1400444,Completed,Replay,1h,,,,"June 20, 2015",,,,
88,7230,rebe,PC,1h,100%,,320733,Replay Completed,Replay,1h,,,,"July 01, 2013",,,,
89,7230,unicornyay,PC,1h 01m,NR,,11113253,Completed,Replay,1h 01m 23s,,,,"March 07, 2020",1h 01m 22s,,,
90,7230,1ydal5matt1,PC,1h 02m,NR,,1395466,Replay Completed,Replay,1h 02m 11s,,,,"June 18, 2015",,,,
91,7230,,PC,1h 02m,NR,,6696684,Completed,Replay,1h 02m 32s,,,,,,,,
92,7230,,PC,1h 03m,NR,,778563,Completed,Replay,1h 03m,,,,,,,,
93,7230,BillingsBro,PC,1h 03m,NR,,2499414,Completed,First,1h 03m,,,,"January 29, 2016",,,,
94,7230,Private,PC,1h 03m,90%,,82349,Completed,First,1h 03m,,,,,,,,
95,7230,PineapplezBoy,PC,1h 03m,NR,Just went fast,11665305,Completed,Replay,1h 03m 02s,,,,"May 06, 2020",,,,
96,7230,,Emulated,1h 03m,NR,,11625612,Completed,Replay,1h 03m 04s,,,,,,,,
97,7230,,PC,1h 04m,NR,,5500524,Completed,First,1h 04m,,,,,,,,
98,7230,Azrakin,PC,1h 04m,NR,,187473,Completed,Replay,1h 04m,,,,"October 23, 2012",,,,
99,7230,,PC,1h 05m,NR,,9392354,Completed,First,1h 05m,,,,,,,,
100,7230,Sable147,PC,1h 05m,NR,,11783725,Replay Completed,Replay,1h 05m,,,,"May 19, 2020",,1h 05m /,,
101,7230,Gameboy9917,PC,1h 05m,NR,,10930402,Completed,Replay,1h 05m 06s,,,,"February 02, 2020",,,,
102,7230,,PC,1h 05m,NR,,12028358,Completed,First,1h 05m 17s,,,,,,,,
103,7230,Lungkisser,PC,1h 06m,100%,,6426733,Completed,Replay,1h 06m,,,Fast as I can.,"June 17, 2018",,,,
104,7230,MetanoKid,PC,1h 07m,NR,,805735,Completed,First,1h 07m,,,,,,,,
105,7230,Skoonk,PC,1h 07m,80%,,672979,Completed,Replay,1h 07m,,,,"March 19, 2014",,,,
106,7230,,PC,1h 08m,NR,,6764976,Completed,Replay,1h 08m,,,,,,,,
107,7230,,PC,1h 08m,NR,,8238235,Completed,First,1h 08m,,,,,,,,
108,7230,Private,PC,1h 08m,NR,,772170,Completed,First,1h 08m,,,,,,,,
109,7230,Private,PC,1h 08m,NR,,10548852,Completed,First,1h 08m,,,,"December 06, 2019",,,,
110,7230,MrROBINKONG,PC,1h 08m,80%,Defeated GLaDOS,10888544,Completed,Replay,1h 08m 20s,,,,"January 26, 2020",,,,
111,7230,tauqua_,Mac,1h 08m,NR,,1168523,Completed,First,1h 08m 32s,,,,,,,,
112,7230,Senouy,PC,1h 09m,NR,,5429574,Completed,First,1h 09m,,,,"July 03, 2017",,,,
113,7230,matwarrior,PC,1h 09m,NR,,8675019,Completed,Replay,1h 09m,,,,,,,,
114,7230,,PC,1h 10m,NR,,1254161,Completed,Replay,1h 10m,,,,,,,,
115,7230,,PC,1h 10m,NR,,1749511,Completed,First,1h 10m,,,,,,,,
116,7230,,PC,1h 10m,NR,Chamber 14 skip,4584693,Completed,Replay,1h 10m,,,,,,,,
117,7230,,PC,1h 10m,NR,,4817507,Completed,Replay,1h 10m,,,,,,,,
118,7230,,PC,1h 10m,NR,,9437125,Completed,Replay,1h 10m,,,,,,,,
119,7230,NYVideoGameFreak,PC,1h 10m,NR,Fun game to play every once in awhile,204545,Completed,Replay,1h 10m,,,,"March 29, 2013",,,,
120,7230,SilverArrow23,PC,1h 10m,NR,,3617425,Completed,First,1h 10m,,,,"November 22, 2015",,,,
121,7230,conker87,PC,1h 10m,NR,,4642593,Completed,Replay,1h 10m,,,,"June 27, 2017",,,,
122,7230,TheAutisticGamer,PC,1h 10m,90%,Skipped a puzzle by doing a speedrun trick. But mostly did all of them the right way.,7147103,Completed,Replay,1h 10m 24s,,,This game is very short. BUT ITS SO GOOD!,"September 29, 2018",,,,
123,7230,Private,PC,1h 11m,80%,,11067018,Completed,First,1h 11m,,,,"June 30, 2019",,,,
124,7230,,PC,1h 12m,NR,,289913,Completed,First,1h 12m,,,,,,,,
125,7230,Private,PC,1h 12m,NR,Playthrough #5?,4805045,Replay Completed,Replay,1h 12m,,,,"July 22, 2017",,,,
126,7230,MiSP,PC,1h 12m,NR,,950327,Completed,Replay,1h 12m 24s,,,,"September 26, 2014",,,,
127,7230,,PC,1h 12m,NR,,10792557,Completed,Replay,1h 12m 25s,,,,,,,,
128,7230,,PC,1h 13m,NR,,709235,Completed,Replay,1h 13m,,,,,,,,
129,7230,TheDanx,PC,1h 13m,NR,First playthrough. Have layed lots of Portal 2 and watched a bunch of lets plays for Portal.,8241395,Completed,First,1h 13m 32s,,,,"February 11, 2019",,,,
130,7230,,PC,1h 14m,NR,,1390118,Completed,First,1h 14m,,,,,,,,
131,7230,Veloxization,PC,1h 14m,NR,Playthrough ignoring most of the achievements. Video on Twitch: https://www.twitch.tv/videos/443249248,9018471,Replay Completed,Replay,1h 14m 21s,,,,"June 23, 2019",,,,
132,7230,,PC,1h 14m,NR,,4392388,Completed,Replay,1h 14m 29s,,,,,,,,
133,7230,TMcGrewgles,PC,1h 14m,90%,,791811,Completed,Replay,1h 14m 43s,,,,"July 06, 2014",49m 29s,,,
134,7230,,PC,1h 15m,NR,,566862,Completed,Replay,1h 15m,,,,,,,,
135,7230,,PC,1h 15m,NR,,10924910,Completed,Replay,1h 15m,,,,,,,,
136,7230,Fuzz,PC,1h 15m,90%,,164369,Completed,First,1h 15m,,,,"February 24, 2012",,,,
137,7230,Happypillow,PC,1h 15m,NR,,10754118,Completed,First,1h 15m,,,,"January 05, 2020",,,,
138,7230,RzR,PC,1h 15m,90%,,7106299,Completed,Replay,1h 15m,,,,,,,,
139,7230,skrilla,PC,1h 15m,90%,,3753438,Completed,First,1h 15m,,,,"December 04, 2016",,,,
140,7230,steelpad,Xbox 360,1h 15m,100%,Second time I finish it as I had previously finished it on PC.,48005,Completed,First,1h 15m,,,,,,,,
141,7230,,PC,1h 15m,NR,,8918343,Completed,First,1h 15m 10s,,,,,,,,
142,7230,Jabbtoth,PC,1h 15m,NR,,723999,Completed,Replay,1h 15m 55s,,,,"January 02, 2011",,,,
143,7230,,PC,1h 16m,NR,,9057579,Completed,Replay,1h 16m,,,,,,,,
144,7230,,PC,1h 16m,NR,,10774741,Completed,Replay,1h 16m,,,,,,,,
145,7230,,PC,1h 16m,NR,Rushed,11481009,Completed,Replay,1h 16m 27s,,,,,,,,
146,7230,Private,PC,1h 16m,70%,,10742905,Completed,Replay,1h 16m 30s,,,,,,,,
147,7230,ultimafouina,PC,1h 17m,80%,,48545,Completed,First,1h 17m,,,,,,,,
148,7230,,PC,1h 17m,NR,,1958997,Completed,Replay,1h 17m 20s,,,,,,,,
149,7230,TheOnlyJackster,PC,1h 17m,40%,,3052947,Completed,Replay,1h 17m 23s,,,* Recorded for YouTube - https://goo.gl/W2Z4Rg *,"June 03, 2016",,,,
150,7230,,PC,1h 17m,NR,,289943,Completed,Replay,1h 17m 40s,,,,,,,,
151,7230,,PC,1h 18m,NR,,8837333,Completed,Replay,1h 18m,,,,,,,,
152,7230,OxoTheAlien,PC,1h 18m,NR,,6952888,Completed,Replay,1h 18m,,,,"May 25, 2018",,,,
153,7230,cloud12817,PC,1h 18m,70%,,1244144,Completed,Replay,1h 18m,,,,,,,,
154,7230,mebrillo,PC,1h 19m,100%,,93143,Completed,Replay,1h 19m,,,,"March 28, 2013",,,,
155,7230,,PC,1h 20m,NR,,289893,Completed,First,1h 20m,,,,,,,,
156,7230,,PC,1h 20m,NR,,1062823,Completed,Replay,1h 20m,,,,,,,,
157,7230,,PC,1h 20m,NR,,1412974,Completed,First,1h 20m,,,,,25m,,,
158,7230,,PC,1h 20m,NR,,2190825,Completed,Replay,1h 20m,,,,,,,,
159,7230,,PC,1h 20m,NR,,6372075,Completed,First,1h 20m,,,,,,,,
160,7230,,PC,1h 20m,NR,,7100775,Completed,First,1h 20m,,,,,,,,
161,7230,,PC,1h 20m,NR,,8224912,Completed,First,1h 20m,,,,,,,,
162,7230,Private,PC,1h 20m,NR,,1035016,Completed,Replay,1h 20m,,,,"September 01, 2012",,,,
163,7230,Flechette,PC,1h 20m,NR,,4746460,Completed,Replay,1h 20m,,,,"July 13, 2017",,,,
164,7230,GodCyphus,PC,1h 20m,NR,,3345649,Completed,Replay,1h 20m,,,,"April 10, 2016",,,,
165,7230,Private,PC,1h 20m,100%,,11374180,Completed,Replay,1h 20m,,,,"April 07, 2020",,,,
166,7230,Williamshorty,PC,1h 20m,NR,,10561109,Completed,First,1h 20m,,,,"December 08, 2019",,,,
167,7230,donly,PC,1h 20m,100%,,11455235,Completed,Replay,1h 20m,,,,"April 15, 2020",,,,
168,7230,dwoodsy,PC,1h 20m,NR,,11315274,Completed,First,1h 20m,,,,"July 01, 2014",,,,
169,7230,freredarme,PC,1h 20m,50%,,61147,Completed,First,1h 20m,,,,,,,,
170,7230,Private,PC,1h 20m,NR,,10916007,Completed,Replay,1h 20m,,,,"January 30, 2020",,,,
171,7230,mQxer,PC,1h 20m,NR,,10182527,Completed,First,1h 20m,,,,"October 03, 2019",,,,
172,7230,mgold07,PC,1h 20m,NR,,527751,Completed,First,1h 20m,,,,,42m,,,
173,7230,shabreeze,Xbox 360,1h 20m,NR,,116536,Completed,Replay,1h 20m,,,,"May 09, 2012",,,,
174,7230,,PC,1h 20m,NR,,3902213,Completed,First,1h 20m 23s,,,,,,,,
175,7230,unicornyay,PC,1h 20m,NR,,11083473,Completed,Replay,1h 20m 37s,,,,"March 02, 2020",1h 20m 36s,,,
176,7230,,PC,1h 21m,NR,,8240223,Completed,First,1h 21m,,,,,,,,
177,7230,KPD2,PC,1h 21m,100%,,11598645,Completed,Replay,1h 21m,,,2nd playthrough | Time was recorded with a stopwatch,"April 29, 2020",,,,
178,7230,Nvidius,PC,1h 21m,NR,,11316929,Completed,First,1h 21m,,,,"May 12, 2013",,,,
179,7230,,PC,1h 21m,NR,,11909300,Completed,Replay,1h 21m 03s,,,,,,,,
180,7230,,PC,1h 21m,NR,,5612396,Completed,Replay,1h 21m 23s,,,,,,,,
181,7230,Danny8732,PC,1h 21m,90%,,610189,Completed,Replay,1h 21m 34s,2h 12m 41s,4h 23m 32s,,"April 16, 2002",59m 12s,,,
182,7230,,PC,1h 22m,NR,,4659919,Completed,Replay,1h 22m,,,,,,,,
183,7230,smudo,PC,1h 22m,NR,,3767,Completed,First,1h 22m,,,,,,,,
184,7230,ionstormn,PC,1h 22m,100%,,7823415,Completed,Replay,1h 22m 10s,,,,,,,,
185,7230,Private,PC,1h 23m,100%,,4807694,Completed,Replay,1h 23m,,,,"July 23, 2017",,,,
186,7230,FearedAngel,Xbox 360,1h 23m,80%,,44520,Completed,First,1h 23m 02s,,,,,,,,
187,7230,jmilton2000,PC,1h 23m,90%,,11608816,Completed,First,1h 23m 02s,,,,"April 30, 2020",,,,
188,7230,,PC,1h 23m,NR,,496264,Completed,Replay,1h 23m 05s,,,"i got stuck near the end in the room with the high platforms and acid floors where you had to press the button to get back to the exit.
But all in all One of my to 10 games of all time.",,,,,
189,7230,renegademrp,PC,1h 23m,NR,,522002,Completed,First,1h 23m 19s,,,,"December 29, 2013",,,,
190,7230,Jeen0808,PC,1h 23m,NR,,875578,Completed,First,1h 23m 24s,,,,"August 04, 2014",,,,
191,7230,Hershal,PC,1h 24m,NR,,898816,Completed,First,1h 24m,,,,,,,,
192,7230,StaticCloud,PC,1h 24m,NR,,9426005,Replay Completed,Replay,1h 24m,,,,"August 22, 2019",,,,
193,7230,,PC,1h 25m,NR,,4641334,Completed,Replay,1h 25m,,,,,,,,
194,7230,,PC,1h 25m,NR,,8242516,Completed,First,1h 25m,,,,,,,,
195,7230,CreepahWeegee,PC,1h 25m,100%,,7388828,Completed,Replay,1h 25m,,,,March 2013,,,,
196,7230,Trollington,,1h 25m,NR,,126998,Completed,Replay,1h 25m,,,,"June 11, 2012",,,,
197,7230,grinoliel,PC,1h 25m,NR,,8880840,Completed,First,1h 25m,,,,"June 02, 2019",,,,
198,7230,pixaal,PC,1h 25m,90%,,90929,Completed,First,1h 25m,,,,,,,,
199,7230,Appotheozz,PC,1h 25m,100%,Main + advanced maps but not the challenges,10281968,Completed,Replay,1h 25m 28s,2h 31m 42s,,,"March 26, 2020",,,,
200,7230,mebrillo,PC,1h 25m,100%,,93107,Completed,First,1h 25m 29s,,,,,,,,
201,7230,,PC,1h 25m,NR,,289966,Completed,First,1h 25m 30s,,,,,,,,
202,7230,theprisoner311,PC,1h 26m,NR,,11737198,Completed,Replay,1h 26m,,,,"May 14, 2020",,,,
203,7230,ForeverMasterless,PC,1h 27m,NR,,9624377,Replay Completed,Replay,1h 27m,,,,"September 14, 2019",,,,
204,7230,Fursquirrel,PC,1h 27m,100%,,193030,Completed,Replay,1h 27m,,,,,,,,
205,7230,lotratf,PC,1h 27m,NR,,1515365,Completed,First,1h 27m,,,,,,,,
206,7230,Edvinas,PC,1h 27m,NR,,4982883,Completed,Replay,1h 27m 27s,,,,"August 30, 2017",,,,
207,7230,,PC,1h 27m,NR,,12026503,Completed,Replay,1h 27m 51s,,,,,,,,
208,7230,,PC,1h 28m,NR,,4817215,Completed,Replay,1h 28m,,,,,,,,
209,7230,,PC,1h 28m,NR,,9441163,Completed,Replay,1h 28m,,,,,,,,
210,7230,Aleril,,1h 28m,NR,,6590,Completed,First,1h 28m,,,,,,,,
211,7230,,Xbox 360,1h 29m,NR,,289925,Completed,First,1h 29m,,,,,,,,
212,7230,,Xbox One,1h 29m,NR,,8118650,Completed,First,1h 29m,,,,,,,,
213,7230,Sora1248,PC,1h 29m,80%,,3587629,Completed,Replay,1h 29m,,,,"May 17, 2019",,,,
214,7230,VirarNeeda,PC,1h 29m,NR,Replay. (although it's been a few years so I didn't remember much),3366759,Replay Completed,Replay,1h 29m 06s,,,,"August 27, 2016",,,,
215,7230,,PC,1h 29m,NR,Videos here: http://www.youtube.com/playlist?list=PLE65741EA35BB9C81,289935,Completed,First,1h 29m 10s,,,,,,,,
216,7230,Private,PC,1h 29m,NR,,9657937,Completed,Replay,1h 29m 32s,,,,"September 15, 2019",,,,
217,7230,,,1h 30m,NR,,289847,Completed,First,1h 30m,,,,,,,,
218,7230,,,1h 30m,NR,,289860,Completed,First,1h 30m,,,,,,,,
219,7230,,Xbox 360,1h 30m,NR,,289892,Completed,First,1h 30m,,,,,,,,
220,7230,,PC,1h 30m,NR,,289916,Completed,First,1h 30m,,,,,,,,
221,7230,,,1h 30m,NR,,304561,Completed,Replay,1h 30m,,,,,,,,
222,7230,,PC,1h 30m,NR,,1359833,Completed,First,1h 30m,,,,,,,,
223,7230,,PC,1h 30m,NR,,3462423,Completed,Replay,1h 30m,,,,,,,,
224,7230,,PC,1h 30m,NR,,3733315,Completed,Replay,1h 30m,,,,,,,,
225,7230,,PC,1h 30m,NR,,3921995,Completed,Replay,1h 30m,,,,,,,,
226,7230,,PC,1h 30m,NR,,4244779,Completed,Replay,1h 30m,,,,,,,,
227,7230,,PC,1h 30m,NR,,4304023,Completed,First,1h 30m,,,,,,,,
228,7230,,PC,1h 30m,NR,,4698676,Completed,Replay,1h 30m,,,,,1h 45s,,,
229,7230,,PC,1h 30m,NR,,5417065,Completed,First,1h 30m,,,,,,,,
230,7230,,PC,1h 30m,NR,,6325580,Completed,Replay,1h 30m,3h 20m,5h 45m 48s,,,,,,
231,7230,,Xbox One,1h 30m,NR,,7305333,Completed,Replay,1h 30m,,,,,,,,
232,7230,,PC,1h 30m,NR,,8325646,Completed,Replay,1h 30m,,,,,,,,
233,7230,,PC,1h 30m,NR,,8746554,Completed,First,1h 30m,,,,,,,,
234,7230,,PC,1h 30m,NR,,8756922,Completed,Replay,1h 30m,,,,,,,,
235,7230,,PC,1h 30m,NR,,9122184,Completed,First,1h 30m,,,,,,,,
236,7230,,PC,1h 30m,NR,,9237504,Completed,First,1h 30m,,,,,,,,
237,7230,,PC,1h 30m,NR,,9364245,Completed,First,1h 30m,,,,,,,,
238,7230,,PC,1h 30m,NR,,9397385,Completed,First,1h 30m,,,,,,,,
239,7230,,PC,1h 30m,NR,,10363447,Completed,Replay,1h 30m,,,,,,,,
240,7230,,PC,1h 30m,NR,,11053282,Completed,First,1h 30m,,,,,,,,
241,7230,,PC,1h 30m,NR,,11566074,Completed,Replay,1h 30m,,,,,,,,
242,7230,,PC,1h 30m,NR,,11722609,Completed,First,1h 30m,,,,,,,,
243,7230,Fidgeee,PC,1h 30m,NR,,2903111,Completed,First,1h 30m,,,,"April 24, 2016",,,,
244,7230,Hargie,PC,1h 30m,NR,,11168438,Completed,Replay,1h 30m,,,,"March 16, 2020",,,,
245,7230,Jake_Wllms,PC,1h 30m,70%,,11766224,Completed,First,1h 30m,,,,"April 21, 2020",,,,
246,7230,Kzreick,PC,1h 30m,NR,,211872,Completed,First,1h 30m,,,,"November 29, 2012",,,,
247,7230,LuckyGamer0117,PC,1h 30m,NR,,10729430,Completed,Replay,1h 30m,,,,"January 01, 2020",,,,
248,7230,LuxAeterna,PC,1h 30m,NR,,11345193,Completed,Replay,1h 30m,,,,"April 04, 2020",,,,
249,7230,Nader_Hakami,PC,1h 30m,NR,,10358217,Completed,First,1h 30m,,,,"November 04, 2019",,,,
250,7230,NobilityV3,Xbox 360,1h 30m,90%,,625836,Completed,Replay,1h 30m,,,,"February 11, 2014",,,,
251,7230,Raitonin,PC,1h 30m,NR,,3274074,Completed,First,1h 30m,,,,,,,,
252,7230,Sauce_Boss,PC,1h 30m,90%,,11934639,Completed,First,1h 30m,,,,"February 04, 2018",,,,
253,7230,TechNick,PC,1h 30m,NR,,11125408,Completed,First,1h 30m,,,,"March 09, 2020",,,,
254,7230,TheOro44,PC,1h 30m,80%,,491986,Completed,Replay,1h 30m,,,"Herrlich frisches Spielkonzept mit schwarzem Humor: Portal beweist, dass weniger mehr ist. Auch auf 360, PS3, Mac OS X und Linux verf�gbar.",,,,,
255,7230,Vrand,PC,1h 30m,80%,,364257,Completed,First,1h 30m,,,,,,,,
256,7230,WiCK3D,PC,1h 30m,NR,,9173045,Completed,First,1h 30m,2h,,,"July 17, 2019",,,,
257,7230,Yonandra,PC,1h 30m,70%,,612115,Completed,First,1h 30m,,,,"June 14, 2013",,,,
258,7230,bugpizza,PC,1h 30m,NR,,8283021,Replay Completed,Replay,1h 30m,,,,,,,,
259,7230,crimsonx,Xbox 360,1h 30m,NR,,11589766,Completed,First,1h 30m,,,,"April 28, 2020",,,,
260,7230,fluzzywuzzy,PC,1h 30m,80%,,1064191,Completed,First,1h 30m,,,,"December 16, 2014",,,,
261,7230,hbkiler,PC,1h 30m,80%,,1992990,Completed,First,1h 30m,,,,"February 27, 2014",,,,
262,7230,im2slick4u,PC,1h 30m,80%,,690495,Completed,Replay,1h 30m,,,,,,,,
263,7230,luddydrag,PC,1h 30m,NR,,5742538,Completed,Replay,1h 30m,,,,,,,,
264,7230,Private,PC,1h 30m,NR,,624172,Replay Completed,Replay,1h 30m,,,,,,1h 30m /,,
265,7230,ohallright,PC,1h 30m,NR,,2588069,Completed,First,1h 30m,2h,,,"February 16, 2016",,,,
