,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Progress,Vs.,Personal Notes,Co-Op,Speedrun
109,20221,,PlayStation 4,10h 54m,NR,,6623750,Completed,First,,10h 54m 19s,,,,,,,
110,20221,TheDanx,PlayStation 4,10h 54m,NR,"3rd finished playthrough, but probably 6th one started. Hard difficulty",8248649,Completed,Replay,"April 06, 2020",10h 54m 46s,,,,,,,
111,20221,WhySoSad,PlayStation 4,10h 55m,100%,,4098675,Backlog Completed,First,"September 22, 2017",10h 55m,,,,,,,
112,20221,,PlayStation 4,10h 59m,NR,,2923179,Completed,Replay,,10h 59m 45s,,,,,,,
113,20221,,PlayStation 4,11h,NR,,892524,Completed,Replay,,11h,,,,,,,
114,20221,,PlayStation 4,11h,NR,,4699394,Completed,First,,11h,,,,,,,
115,20221,BSchwarz95,PlayStation 4,11h,100%,,7901545,Completed,First,"April 01, 2017",11h,,,,,,,
116,20221,BahamutMW,PlayStation 4,11h,90%,,3918234,Completed,First,"January 14, 2017",11h,15h,,,,,,
117,20221,BossPT,PlayStation 4,11h,NR,A Game of an Era,9296059,Completed,First,"July 17, 2019",11h,,,,,,,
118,20221,Caliburn89,PlayStation 4,11h,NR,Estimate.,1100335,Completed,First,"January 05, 2015",11h,,,,,"Rough estimate. Pretty standard Normal playthrough, nothing too fancy. Approximately 3 sessions of 3 hours a peice and then a last session of about an hour, add some grace period to be about 11 hours completion. Really need to start recording hard times.",,
119,20221,ClassyDevo,PlayStation 4,11h,NR,,1028817,Completed,First,"October 19, 2014",11h,,,,,,,
120,20221,ImCalledCool,PlayStation 4,11h,NR,,3973179,Completed,First,"January 26, 2017",11h,,,,,,,
121,20221,Koliniax,PlayStation 4,11h,NR,,5970450,Completed,First,"March 11, 2018",11h,,,,,,,
122,20221,MrBubbleKing,PlayStation 4,11h,NR,,11748715,Completed,Replay,2015,11h,,,,,,,
123,20221,NicolasDSTR,PlayStation 4,11h,90%,,10751674,Completed,Replay,"December 14, 2018",11h,,,,,,,
124,20221,R_Masamune,PlayStation 4,11h,80%,,8649227,Completed,First,"May 23, 2020",11h,,,,,,,
125,20221,Reviews,PlayStation 4,11h,NR,,8389805,Replay Completed,Replay,"March 02, 2019",11h,,,11h /,,,,
126,20221,YeahNthatNthat,PlayStation 4,11h,NR,,10455180,Completed,First,"July 14, 2019",11h,,,,,,,
127,20221,al_on_games,PlayStation 4,11h,90%,,11885626,Completed,First,"May 01, 2020",11h,13h,,,,,,
128,20221,amirseinn,PlayStation 4,11h,NR,,5047839,Completed,First,"September 14, 2017",11h,,,,,,,
129,20221,doug50000,PlayStation 4,11h,80%,,11369351,Completed,First,"April 06, 2020",11h,,,,,,,
130,20221,kregmo,PlayStation 4,11h,NR,,1806299,Completed,First,"April 12, 2015",11h,,,,,,,
131,20221,tacosbob,PlayStation 4,11h,NR,,11685492,Completed,First,"May 16, 2020",11h,,,,,,,
132,20221,,PlayStation 4,11h,NR,,7109087,Completed,First,,11h 20s,,,,,,,
133,20221,ElNino202,PlayStation 4,11h 01m,NR,,11914130,Completed,First,"June 05, 2020",11h 01m,,,,,,,
134,20221,,PlayStation 4,11h 03m,NR,,6832277,Completed,First,,11h 03m,,,,,,,
135,20221,boticide24,PlayStation 4,11h 04m,100%,,11406315,Replay Completed,Replay,"October 27, 2014",11h 04m,,,11h 04m /,,,,
136,20221,,PlayStation 4,11h 06m,NR,,965005,Completed,First,,11h 06m 15s,,,,,,,
137,20221,,PlayStation 4,11h 09m,NR,,3830939,Completed,First,,11h 09m 51s,,,,,,,
138,20221,,PlayStation 4,11h 12m,NR,,4655392,Completed,Replay,,11h 12m,,,,,,,
139,20221,,PlayStation 4,11h 12m,NR,,4655397,Completed,Replay,,11h 12m,,,,,,,
140,20221,,PlayStation 4,11h 14m,NR,,1896604,Completed,Replay,,11h 14m 21s,17h 45m 23s,23h 11m 37s,,,,,
141,20221,Frenchfury_,PlayStation 4,11h 15m,100%,,7177303,Completed,First,"October 04, 2018",11h 15m,,,,,,,
142,20221,Private,PlayStation 4,11h 15m,90%,,8217150,Completed,Replay,"February 06, 2019",11h 15m,,,,,,,
143,20221,,PlayStation 4,11h 17m,NR,,3575499,Completed,First,,11h 17m 26s,,,,,,,
144,20221,slappiz,PlayStation 4,11h 18m,90%,,6616989,Completed,First,"July 20, 2018",11h 18m 41s,,,,,,,
145,20221,KMoney,PlayStation 4,11h 19m,100%,,864992,Completed,First,"September 12, 2015",11h 19m 31s,,,,,,,
146,20221,maniacx263,PlayStation 4,11h 20m,NR,,11841389,Completed,Replay,"May 30, 2020",11h 20m 32s,,,,,,,
147,20221,MrMarcus33,PlayStation 4,11h 21m,NR,,1004044,Completed,Replay,"August 17, 2014",11h 21m,,,,,,,
148,20221,bizzdohd474,PlayStation 4,11h 23m,NR,,4721604,Completed,First,"July 08, 2017",11h 23m 15s,,,,,,,
149,20221,typ12,PlayStation 4,11h 26m,NR,,10550950,Completed,First,,11h 26m,,,,,,,
150,20221,Subtle_Villainy,PlayStation 4,11h 26m,100%,Played before on PS3. Normal difficulty.,11900495,Completed,Replay,"June 09, 2020",11h 26m 36s,,,,,Replay (played before on PS3). Normal difficulty.,,
151,20221,philt17,PlayStation 4,11h 27m,NR,,1003237,Completed,First,"November 02, 2014",11h 27m,,,,,,,
152,20221,ShadowStealer7,PlayStation 4,11h 29m,90%,,11950745,Completed,Replay,"June 10, 2020",11h 29m 05s,,,,,,,
153,20221,,PlayStation 4,11h 30m,NR,,869264,Completed,First,,11h 30m,,,,,,,
154,20221,,PlayStation 4,11h 30m,NR,,2582308,Completed,First,,11h 30m,,,,,,,
155,20221,,PlayStation 4,11h 30m,NR,,12016715,Completed,First,,11h 30m,,,,,,,
156,20221,Anthracks,PlayStation 4,11h 30m,50%,,8623198,Completed,First,"June 17, 2020",11h 30m,,,,,,,
157,20221,FlynnCL,PlayStation 4,11h 30m,50%,,4080038,Completed,First,"February 11, 2017",11h 30m,,,,,,,
158,20221,Gameruler11,PlayStation 4,11h 30m,100%,,6291904,Completed,First,"May 03, 2018",11h 30m,13h,,,,,,
159,20221,KrazeeBob,PlayStation 4,11h 30m,NR,,3635686,Replay Completed,Replay,"November 18, 2016",11h 30m,,,,,,,
160,20221,MarcosBellido,PlayStation 4,11h 30m,NR,"Juegazooooooooooooo, Ellie era inmune detalle a tener en cuenta xd",10245499,Completed,Replay,"October 14, 2019",11h 30m,,,,,,,
161,20221,Retro_Edge,PlayStation 4,11h 30m,NR,,11992709,Completed,Replay,"June 13, 2020",11h 30m,,,,,,,
162,20221,sboelts,PlayStation 4,11h 30m,NR,,6479780,Completed,First,"June 26, 2018",11h 30m,,,,,,,
163,20221,,PlayStation 4,11h 31m,NR,,892352,Completed,First,,11h 31m,,,,,,,
164,20221,MABONTIDE,PlayStation 4,11h 32m,NR,,11784648,Completed,First,"May 20, 2020",11h 32m 13s,,,,,,,
165,20221,,PlayStation 4,11h 32m,NR,Brilliant one of the best games I've played,4338033,Completed,First,,11h 32m 18s,,,,,,,
166,20221,,PlayStation 4,11h 32m,NR,,1355487,Completed,First,,11h 32m 46s,,,,,,,
167,20221,whyrecon,PlayStation 4,11h 38m,90%,,6791247,Completed,First,"September 10, 2018",11h 38m,,,,,,,
168,20221,Twilightwind,PlayStation 4,11h 39m,NR,,6157208,Completed,First,"May 06, 2018",11h 39m 01s,,,,,,,
169,20221,,PlayStation 4,11h 39m,NR,,10666344,Completed,First,,11h 39m 02s,,,,,,,
170,20221,majino,PlayStation 4,11h 39m,NR,,7305887,Completed,First,"October 23, 2018",11h 39m 48s,,,,,,,
171,20221,amal,PlayStation 4,11h 40m,100%,,1116125,Completed,First,"March 29, 2015",11h 40m,,,,,,,
172,20221,sam_melhuish,PlayStation 4,11h 40m,90%,,7186997,Completed,First,"October 05, 2018",11h 40m,,,,,,,
173,20221,SorensenxD,PlayStation 4,11h 41m,NR,,11676672,Completed,Replay,"January 16, 2019",11h 41m,,,,,,,
174,20221,,PlayStation 4,11h 42m,NR,,3594660,Completed,Replay,,11h 42m 12s,,,,,,,
175,20221,TheDragonshaft,PlayStation 4,11h 42m,NR,,5516676,Completed,First,"February 06, 2018",11h 42m 15s,,,,,,,
176,20221,,PlayStation 4,11h 44m,NR,,10598292,Completed,First,,11h 44m 09s,,,,,,,
177,20221,himsul,PlayStation 4,11h 44m,90%,,10598297,Completed,First,"December 15, 2019",11h 44m 09s,,,,,,,
178,20221,,PlayStation 4,11h 44m,NR,,12019684,Completed,First,,11h 44m 58s,,,,,,,
179,20221,,PlayStation 4,11h 45m,NR,,888625,Completed,Replay,,11h 45m,,,,,,,
180,20221,,PlayStation 4,11h 45m,NR,,8748863,Completed,First,,11h 45m 54s,14h 42m 16s,18h 34m 54s,,,,,
181,20221,Edhelvar,PlayStation 4,11h 46m,NR,,12004128,Completed,First,"June 19, 2020",11h 46m 30s,,,,,,,
182,20221,,PlayStation 4,11h 47m,NR,I know this game really well!,10760240,Completed,Replay,,11h 47m 13s,,,,,,,
183,20221,,PlayStation 4,11h 48m,NR,,2222197,Completed,First,,11h 48m 44s,,,,,,,
184,20221,SkreamCheese,PlayStation 4,11h 49m,NR,,1253389,Completed,Replay,"March 19, 2015",11h 49m,,,,,,,
185,20221,,PlayStation 4,11h 50m,NR,,6191555,Completed,First,,11h 50m,,,,,,,
186,20221,,PlayStation 4,11h 50m,NR,,10573427,Completed,First,,11h 50m,,,,,,,
187,20221,beearmy,PlayStation 4,11h 51m,90%,,7182457,Completed,First,"October 04, 2018",11h 51m,,,,,,,
188,20221,Pitcher_T,PlayStation 4,11h 52m,NR,,11689760,Completed,Replay,"June 15, 2020",11h 52m,,,,,,,
189,20221,Raccoon17,PlayStation 4,11h 52m,NR,,7797716,Completed,First,"December 07, 2018",11h 52m,,,,,,,
190,20221,SamuelNicolaou,PlayStation 4,11h 52m,90%,,5304594,Completed,First,"November 11, 2017",11h 52m 13s,,,,,,,
191,20221,,PlayStation 4,11h 52m,NR,,3063405,Completed,First,,11h 52m 36s,,,,,,,
192,20221,Xsable,PlayStation 4,11h 53m,80%,,3806808,Completed,First,"June 15, 2017",11h 53m,,,,,,,
193,20221,fierymuffin,PlayStation 4,11h 53m,90%,,10147572,Completed,Replay,"October 06, 2019",11h 53m,,,,,,,
194,20221,cucukiller,PlayStation 4,11h 53m,NR,,5639239,Completed,First,"January 11, 2018",11h 53m 06s,,,,,,,
195,20221,Kraskaff,PlayStation 4,11h 54m,90%,,6222849,Completed,First,"May 09, 2018",11h 54m 17s,13h 30m,,,,,,
196,20221,limination,PlayStation 4,11h 57m,NR,,11903595,Completed,First,"June 17, 2020",11h 57m 09s,,,,,,,
197,20221,Private,PlayStation 4,11h 59m,100%,,11449368,Completed,First,"April 05, 2020",11h 59m,,,,,,,
198,20221,Private,PlayStation 4,11h 59m,100%,,871943,Completed,First,"August 02, 2014",11h 59m 01s,,,,,,,
199,20221,,PlayStation 4,12h,NR,,880967,Completed,First,,12h,15h,,,,,,
200,20221,,PlayStation 4,12h,NR,,889067,Completed,First,,12h,,,,,,,
201,20221,,PlayStation 4,12h,NR,,1255314,Completed,First,,12h,,,,,,,
202,20221,,PlayStation 4,12h,NR,,1691322,Completed,Replay,,12h,14h,,,,,,
203,20221,,PlayStation 4,12h,NR,,2725171,Completed,First,,12h,,,,,,,
204,20221,,PlayStation 4,12h,NR,,3033567,Completed,First,,12h,,,,,,,
205,20221,,PlayStation 4,12h,NR,Salt lake city,3906520,Completed,First,,12h,,,,,,,
206,20221,,PlayStation 4,12h,NR,,5269808,Completed,Replay,,12h,,,,,,,
207,20221,,PlayStation 4,12h,NR,,5752112,Completed,Replay,,12h,,,,,,,
208,20221,,PlayStation 4,12h,NR,,8266676,Completed,First,,12h,,,,,,,
209,20221,,PlayStation 4,12h,NR,,11487383,Completed,First,,12h,,,,,,,
210,20221,Adrian2105,PlayStation 4,12h,90%,,10747729,Replay Completed,First,,12h,15h,24h,25h /,,,,
211,20221,AllegedTuna32,PlayStation 4,12h,NR,,3194302,Completed,First,"July 07, 2016",12h,18h,26h,,,,,
212,20221,Berrok,PlayStation 4,12h,NR,,1381592,Completed,First,"June 10, 2015",12h,,,,,,,
213,20221,BigBadaBoom,PlayStation 4,12h,NR,,10477080,Completed,First,"November 20, 2019",12h,,,,,,,
214,20221,Copeland1994,PlayStation 4,12h,100%,,10985950,Replay Completed,Replay,"November 11, 2019",12h,,,12h /,,,,
215,20221,DanielP,PlayStation 4,12h,90%,,11261135,Completed,First,"April 01, 2020",12h,,,,,,,
216,20221,Private,PlayStation 4,12h,NR,,9363175,Completed,First,"August 14, 2019",12h,,,,,,,
217,20221,Falchion17,PlayStation 4,12h,NR,,3507211,Completed,First,"February 12, 2016",12h,,,,,,,
218,20221,Frensis13,PlayStation 4,12h,90%,,8885331,Completed,First,"April 18, 2019",12h,,,,,,,
219,20221,Kiwista,PlayStation 4,12h,90%,,11820371,Completed,First,"May 23, 2020",12h,,,,,,,
220,20221,Optidude_Prime,PlayStation 4,12h,NR,,10227297,Completed,First,"October 10, 2019",12h,,,,,,,
221,20221,RealBig_Boss,PlayStation 4,12h,100%,,9316940,Playing Completed,First,"October 01, 2018",12h,13h 30m,,13h 30m /,,,,
222,20221,Rhypp,PlayStation 4,12h,NR,,8098608,Completed,First,"January 10, 2019",12h,,,,,,,
223,20221,Spitygniew,PlayStation 4,12h,90%,,1991941,Completed,First,,12h,,,,,,,
224,20221,StarBasket,PlayStation 4,12h,NR,,11991926,Completed,First,"June 16, 2020",12h,,,,,,,
225,20221,TheDC,PlayStation 4,12h,NR,,1389796,Completed,First,,12h,,,,,,,
226,20221,The_Leachman,PlayStation 4,12h,NR,,6438170,Completed,First,"June 19, 2018",12h,,,,,,,
227,20221,Private,PlayStation 4,12h,NR,,11615579,Completed,First,"May 01, 2020",12h,,,,,,,
228,20221,alexisplaying,PlayStation 4,12h,70%,,9206633,Completed,First,"July 23, 2019",12h,,,,,,,
229,20221,chickenbutt,PlayStation 4,12h,NR,,3783310,Completed,First,"December 19, 2016",12h,,,,,,,
230,20221,danielk,PlayStation 4,12h,90%,,6606011,Completed,First,,12h,,,,,,,
231,20221,deadxiii,PlayStation 4,12h,100%,,972911,Completed,First,"October 10, 2014",12h,16h,18h,,,,,
232,20221,dodgson,PlayStation 4,12h,NR,Amazing game,10176506,Completed,First,"October 01, 2019",12h,,,,,,,
233,20221,Private,PlayStation 4,12h,NR,,12027235,Completed,Replay,"June 18, 2020",12h,,,,,,,
234,20221,Private,PlayStation 4,12h,100%,,11883581,Completed,Replay,"June 01, 2020",12h,18h,30h,,24h,,,
235,20221,Private,PlayStation 4,12h,NR,Normal Difficulty NG+,11392650,Completed,Replay,"April 08, 2020",12h,,,,,,,
