,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Completionist,Vs.,Progress,Speedrun
18,1066,Private,PC,5h,50%,,11965756,Completed,First,"August 04, 2019",5h,,,,,,
19,1066,,PC,5h 15m,NR,,9300567,Completed,First,,5h 15m 36s,,,,,,
20,1066,edouard_riviere,PC,5h 29m,NR,,5535998,Completed,Replay,"February 07, 2016",5h 29m,,,,,,
21,1066,ToxikJuiceBox,PC,5h 30m,70%,Main story,1539270,Completed,First,"December 18, 2017",5h 30m,,,,,,
22,1066,Varun1337,PC,5h 30m,80%,,152719,Completed,First,,5h 30m,,,,,,
23,1066,Private,PC,5h 30m,NR,,1211514,Completed,First,,5h 30m,,,,,,
24,1066,,PC,5h 39m,NR,,1776559,Completed,First,,5h 39m 40s,,,,,,
25,1066,Iuly,PC,5h 42m,90%,,3177906,Completed,First,"July 04, 2016",5h 42m 21s,,,,,,
26,1066,Private,PC,5h 44m,60%,,7041775,Completed,First,"October 08, 2018",5h 44m 04s,,,,,,
27,1066,,PC,5h 47m,NR,,992878,Completed,First,,5h 47m,,,,,,
28,1066,Realtione,PC,5h 50m,70%,,5026306,Completed,First,"January 21, 2017",5h 50m,,,,,,
29,1066,,PC,6h,NR,,835277,Completed,First,,6h,,,,,,
30,1066,,PC,6h,NR,,10635400,Completed,First,,6h,,,,,,
31,1066,Aliseyun,Nintendo Switch,6h,NR,,12010604,Completed,First,"June 16, 2020",6h,,,,,,
32,1066,BruunGaming,PC,6h,NR,,8978123,Completed,First,,6h,,,,,,
33,1066,DuckYde,PC,6h,NR,,8460612,Completed,First,"March 13, 2019",6h,,,,,,
34,1066,Gojira1988,PC,6h,NR,,3849233,Completed,First,"April 12, 2011",6h,,,,,,
35,1066,Hanni16,PC,6h,100%,,1390479,Completed,First,"June 16, 2015",6h,,,,,,
36,1066,Private,PC,6h,NR,,6450656,Completed,First,"June 22, 2018",6h,,,,,,
37,1066,NiKEL,PC,6h,60%,,8540492,Completed,First,"October 14, 2019",6h,,,,,,
38,1066,Penvellyn,PC,6h,NR,,4942484,Completed,First,,6h,,,,,,
39,1066,SirMorokei,PC,6h,70%,,7895254,Completed,First,"December 31, 2018",6h,,,,,,
40,1066,Yureina,PC,6h,60%,,64060,Completed,First,,6h,,,,,,
41,1066,brownmagic,PC,6h,NR,,7731318,Completed,First,"July 23, 2014",6h,,,,,,
42,1066,luqui2003,PC,6h,NR,,5959305,Completed,First,,6h,,,,,,
43,1066,slickochet,PC,6h,NR,,4476,Completed,First,"August 24, 2011",6h,,,,,,
44,1066,Private,PC,6h,NR,,11726912,Completed,First,"May 08, 2016",6h,,,,,,
45,1066,MasterIndigo,PC,6h 06m,NR,,8214436,Completed,First,,6h 06m,,,,,,
46,1066,footedjupiter,PC,6h 10m,80%,,10455050,Completed,First,"December 01, 2019",6h 10m,,,,,,
47,1066,Joshster_1,PlayStation 4,6h 10m,80%,,3571098,Completed,First,"November 02, 2016",6h 10m 07s,6h 24m 07s,,,,,
48,1066,zpattack12,PC,6h 12m,NR,,467276,Completed,First,"July 19, 2014",6h 12m 53s,,,,,,
49,1066,beearmy,Xbox One,6h 13m,70%,,5488038,Completed,Replay,"December 19, 2017",6h 13m,,,,,,
50,1066,,PC,6h 13m,NR,,10437201,Completed,First,,6h 13m 22s,,,,,,
51,1066,cabriolet6,PC,6h 13m,90%,,2134749,Completed,First,"November 29, 2015",6h 13m 54s,,,,,,
52,1066,,Xbox One,6h 14m,NR,,6527860,Completed,First,,6h 14m,,,,,,
53,1066,,Xbox One,6h 16m,NR,,9590622,Completed,First,,6h 16m,,,,,,
54,1066,tobesplays,PC,6h 20m,NR,,11537820,Completed,First,,6h 20m,,,,,,
55,1066,WereWolf_PL,PC,6h 26m,100%,,238421,Completed,First,"February 18, 2013",6h 26m 57s,,,,,,
56,1066,,PC,6h 30m,NR,,11778762,Completed,First,,6h 30m,,,,,,
57,1066,Nailon,PC,6h 30m,70%,,3600665,Completed,First,"November 09, 2016",6h 30m,,,,,,
58,1066,UnrealZoidberg,,6h 30m,70%,,261331,Completed,Replay,"April 19, 2013",6h 30m,,,,,,
59,1066,nostalgianator,PC,6h 31m,90%,,669608,Completed,First,"March 16, 2014",6h 31m 19s,,,,,,
60,1066,Private,PC,6h 40m,NR,,162739,Completed,First,"December 05, 2012",6h 40m,,,,,,
61,1066,FznRfq,PC,6h 44m,70%,Difficulty level: Hard,2717237,Completed,First,"March 11, 2016",6h 44m 14s,,,,,,
62,1066,Private,PC,6h 44m,80%,,5410063,Completed,Replay,"December 08, 2017",6h 44m 29s,,,,,,
63,1066,Katerona,Xbox One,6h 54m,NR,,11588695,Completed,First,"April 13, 2020",6h 54m,,,,,,
64,1066,theplump,PC,6h 55m,100%,,1776617,Completed,First,"January 05, 2013",6h 55m,,,,,,
65,1066,,,7h,NR,,284363,Completed,First,,7h,,,,,,
66,1066,,PC,7h,NR,,1034912,Completed,First,,7h,,,,,,
67,1066,,PC,7h,NR,,2724604,Completed,First,,7h,,,,,,
68,1066,,PC,7h,NR,,3921789,Completed,First,,7h,,,,,,
69,1066,,PC,7h,NR,,4616028,Completed,First,,7h,,,,,,
70,1066,,PC,7h,NR,,4705458,Completed,First,,7h,,,,,,
71,1066,,PC,7h,NR,,9120467,Completed,First,,7h,,,,,,
72,1066,,PC,7h,NR,,11500066,Completed,First,,7h,,,,,,
73,1066,3pacalypse,PlayStation 3,7h,40%,,343340,Completed,First,"July 24, 2013",7h,,,,,,
74,1066,BRCamaronXX,PC,7h,NR,,6033029,Completed,First,,7h,,,,,,
75,1066,Beelo,PC,7h,NR,,10667289,Completed,First,"December 27, 2019",7h,,,,,,
76,1066,Breadmaker,PC,7h,70%,,7409973,Completed,First,"November 10, 2018",7h,,,,,,
77,1066,CaptainKaffe,PC,7h,NR,,253158,Completed,First,"March 27, 2013",7h,,,,,,
78,1066,Croton,PC,7h,60%,Just the main game,8766221,Completed,First,"April 25, 2019",7h,,,,,,
79,1066,Fran71,PC,7h,60%,,189690,Completed,First,,7h,,,,,,
80,1066,Greyma,PC,7h,70%,,11598410,Completed,First,"March 22, 2020",7h,,,,,,
81,1066,Ov3rRide,PC,7h,100%,,610349,Completed,First,,7h,,,,,,
82,1066,PrimordialHelios,PC,7h,NR,"Main story, nothing else",2922307,Completed,First,"April 29, 2016",7h,,,,,,
83,1066,Private,,7h,80%,,383964,Completed,First,"August 21, 2013",7h,,,,,,
84,1066,PwoperMuse,PC,7h,100%,,759826,Completed,First,"June 15, 2014",7h,,,,,,
85,1066,Satoko,PC,7h,NR,,7281112,Completed,First,,7h,,,,,,
86,1066,Stargazers,PC,7h,NR,Played on easy difficulty.,4345440,Completed,First,"April 23, 2017",7h,,,,,,
87,1066,Taskforce131,PC,7h,80%,,6518447,Completed,First,2016,7h,,,,,,
88,1066,Tyrvali,PC,7h,NR,,11483659,Completed,First,,7h,,,,,,
89,1066,abdrs,Xbox 360,7h,80%,Started in Normal difficulty then changed to easy halfway through.,241594,Completed,First,"February 19, 2013",7h,,,,,,
90,1066,casualgamer666,PC,7h,NR,,784907,Completed,First,"January 03, 2015",7h,,,,,,
91,1066,gilchrd,PC,7h,NR,,2781336,Completed,First,"March 27, 2016",7h,,,,,,
92,1066,hbkiler,PC,7h,70%,,1992987,Completed,First,"February 15, 2015",7h,,,,,,
93,1066,mb031,PC,7h,NR,,9000465,Completed,First,"June 19, 2019",7h,,,,,,
94,1066,Private,Xbox One,7h,60%,,10964765,Completed,First,"January 24, 2019",7h,,,,,,
95,1066,sterkey25,PC,7h,80%,,1370134,Completed,First,,7h,,,,,,
96,1066,teamtom15,PC,7h,70%,,281900,Completed,First,"August 13, 2013",7h,,,,,,
97,1066,,PlayStation 4,7h 03m,NR,,10660846,Completed,Replay,,7h 03m,,,,,,
98,1066,AlRavePlays,Xbox 360,7h 03m,NR,,4876256,Completed,Replay,"June 08, 2017",7h 03m 57s,,,,,,
99,1066,HandyGecko,PC,7h 05m,100%,,516300,Completed,First,"December 12, 2013",7h 05m,,,,,,
100,1066,sapphirone,PC,7h 05m,NR,,761881,Completed,First,"July 14, 2014",7h 05m,,,,,,
101,1066,Spacecat1173,PC,7h 08m,NR,,4205382,Completed,First,"March 19, 2017",7h 08m,,,,,,
102,1066,SpicyAndroid,PC,7h 14m,NR,,9314614,Completed,First,"August 06, 2019",7h 14m,,,,,,
103,1066,,PC,7h 15m,NR,,2475951,Completed,First,,7h 15m,,,,,,
104,1066,Waddy,PC,7h 20m,NR,,2848865,Completed,First,,7h 20m,,,,,,
105,1066,Jormu,PC,7h 20m,NR,,8992551,Completed,First,"May 04, 2020",7h 20m 48s,,,,,,
106,1066,Rus_Kulyasov,PC,7h 24m,NR,,5834794,Completed,First,,7h 24m,,,,,,
107,1066,Petrusevski14,PC,7h 25m,90%,,7223540,Completed,First,"October 09, 2018",7h 25m,,,,,,
108,1066,,PC,7h 30m,NR,,1692311,Completed,First,,7h 30m,,,,,,
109,1066,DeathCode,PlayStation 3,7h 30m,90%,,50597,Completed,First,,7h 30m,,,,,,
110,1066,Freiol,PC,7h 30m,90%,,8437274,Completed,First,"July 06, 2016",7h 30m,,,,,,
111,1066,Gamu_,Xbox 360,7h 30m,70%,,6804716,Completed,First,"June 28, 2016",7h 30m,,regular playthrough,,,,
112,1066,Gamu_xp,Xbox 360,7h 30m,60%,,8435178,Completed,First,"June 28, 2018",7h 30m,,,,,,
113,1066,Imfireup,PC,7h 30m,NR,,8409837,Completed,First,"March 05, 2019",7h 30m,,,,,,
114,1066,furai,PC,7h 30m,NR,,6007729,Completed,First,"March 19, 2018",7h 30m,,,,,,
115,1066,thomaas23,PlayStation 3,7h 30m,70%,,244417,Completed,First,,7h 30m,,,,,,
116,1066,Shumno,PC,7h 34m,90%,,11508677,Completed,First,"April 30, 2020",7h 34m,,,,,,
117,1066,SuicideMachine,PC,7h 36m,60%,,10422,Completed,First,,7h 36m,,,,,,
118,1066,,PC,7h 40m,NR,,1277883,Completed,First,,7h 40m,,,,,,
119,1066,Blizniak,PC,7h 40m,70%,,3009665,Completed,First,"May 24, 2016",7h 40m,,,,,,
120,1066,Jeen0808,PC,7h 40m,70%,,1959268,Completed,First,"October 16, 2015",7h 40m 10s,,,,,,
121,1066,togatme,PC,7h 42m,NR,,6446386,Completed,First,,7h 42m,,,,,,
122,1066,BruceL337,PlayStation 3,7h 45m,NR,,156300,Completed,First,"May 31, 2013",7h 45m,,,,,,
123,1066,DeadlockUK,PC,7h 45m,80%,,6531757,Completed,First,"July 05, 2018",7h 45m,,,,,,
124,1066,Private,PC,7h 45m,NR,,732756,Completed,First,,7h 45m,,,,,,
125,1066,ROBALEXXX_CP,Xbox One,7h 48m,90%,,10302635,Completed,First,"October 25, 2019",7h 48m,,,,,,
126,1066,,PC,7h 50m,NR,,284377,Completed,First,,7h 50m,,,,,,
127,1066,Benzhebuth,PC,7h 50m,80%,,8004007,Completed,First,"January 10, 2019",7h 50m,,,,,,
128,1066,Dilbalynch,PlayStation 4,7h 50m,NR,,6520472,Completed,First,"July 04, 2018",7h 50m,,,,,,
129,1066,lolifofo,PlayStation 4,7h 50m,80%,,6768027,Completed,First,"August 09, 2018",7h 50m,,,,,,
130,1066,limitlessbritt,PC,7h 50m,70%,,6929515,Completed,First,"January 26, 2020",7h 50m 06s,,,,,,
131,1066,minkaro,PlayStation 4,7h 50m,NR,,11127741,Completed,First,"March 17, 2020",7h 50m 33s,,,,,,
132,1066,Winterhund,PC,7h 51m,NR,,7467209,Completed,First,"December 03, 2018",7h 51m 24s,,,,,,
133,1066,GhaliPotter,PC,7h 53m,NR,,7242923,Completed,First,"October 23, 2018",7h 53m 02s,,,,,,
134,1066,hamc17,PC,7h 55m,80%,,577867,Completed Retired,First,"February 24, 2013",7h 55m,,,,,,
135,1066,Cmnatchaha,PlayStation 3,7h 55m,NR,,143526,Completed,First,"May 01, 2013",7h 55m 06s,,,,,,
136,1066,,,8h,NR,,284365,Completed,First,,8h,,,,,,
137,1066,,PC,8h,NR,,284386,Completed,First,,8h,,,,,,
138,1066,,,8h,NR,,284392,Completed,First,,8h,,,,,,
139,1066,,PC,8h,NR,,553395,Completed,First,,8h,,,,,,
140,1066,,PC,8h,NR,,673168,Completed,First,,8h,,,,,,
141,1066,,PC,8h,NR,,931119,Completed,First,,8h,12h,,18h,,,
142,1066,,PC,8h,NR,,6372679,Completed,First,,8h,,,,,,
143,1066,AleBerro97,PC,8h,80%,,303229,Completed,First,"June 27, 2013",8h,,,,,,
144,1066,BCarsonElite,PlayStation 4,8h,NR,,8900039,Completed,Replay,,8h,,,15h,,,
145,1066,BSchwarz95,PlayStation 4,8h,90%,Times Beaten: 3,7900839,Replay Completed,First,"July 03, 2018",8h,,,15h,,,
146,1066,Cashergronh,PC,8h,70%,,5844087,Completed,First,"February 15, 2017",8h,,,,,,
147,1066,Darthaegis,PC,8h,50%,,4155212,Completed,First,"February 28, 2015",8h,,,,,,
148,1066,Evilist,PC,8h,NR,,1320371,Completed,First,"May 18, 2013",8h,,,,,,
149,1066,Exeter133,PC,8h,NR,,1048059,Completed,First,"December 04, 2014",8h,,,,,,
150,1066,Exterminatus,PC,8h,80%,,521163,Completed,First,March 2013,8h,,,,,,
151,1066,Flawii,PC,8h,NR,,2625270,Completed,First,,8h,,,,,,
152,1066,GarbatyGrabarz,PC,8h,80%,,3282718,Completed,First,"August 02, 2016",8h,,,,,,
153,1066,GeneralNeb,PC,8h,NR,,392974,Completed,First,"May 03, 2013",8h,,,,,,
154,1066,Gidner,PC,8h,80%,,7191437,Completed,Replay,"January 03, 2016",8h,,,,,,
155,1066,HRPrime,PC,8h,70%,,4380985,Completed,First,,8h,,,,,,
156,1066,JoDarr,PC,8h,90%,,6439477,Completed,First,"June 19, 2018",8h,,,,,,
157,1066,Kecksohn,Xbox 360,8h,60%,,605316,Completed,First,,8h,,,,,,
158,1066,Kekachino,PC,8h,80%,,11003507,Completed,First,"December 19, 2019",8h,,,,,,
159,1066,Occopuyo,PC,8h,60%,,407504,Completed,First,"September 12, 2013",8h,,,,,,
160,1066,Quofum,PC,8h,NR,,11464790,Completed,First,"March 17, 2019",8h,,,,,,
161,1066,Ryxios,PC,8h,NR,,1673084,Completed,Replay,"August 14, 2015",8h,,,,,,
162,1066,Servan29,PC,8h,90%,,6138880,Completed,First,"April 19, 2018",8h,,,,,,
163,1066,SpeedyAj3121,PC,8h,80%,,3863478,Completed,First,,8h,,,,,,
164,1066,Stuggernaut,PC,8h,NR,,733904,Completed,First,"January 19, 2014",8h,,,,,,
165,1066,Tdoe,PC,8h,NR,,2708368,Completed,First,"March 09, 2016",8h,,,,,,
166,1066,TheMrToodles,PC,8h,80%,Hard mode,1309354,Completed,Replay,"April 20, 2015",8h,,,,,,
167,1066,VladTheRad,PC,8h,NR,,5103414,Completed,First,"November 14, 2016",8h,,,,,,
168,1066,VonDozier,Xbox 360,8h,60%,,84302,Completed,First,"May 12, 2010",8h,,,,,,
169,1066,WeValueDJam,Xbox 360,8h,NR,,10947629,Completed,First,"February 07, 2020",8h,,,,,,
170,1066,Xor_van_Dorf,PC,8h,NR,,3464888,Completed,Replay,"October 19, 2016",8h,,,,,,
171,1066,amal,PC,8h,80%,,755860,Completed,First,"June 21, 2014",8h,,,,,,
172,1066,blackname,PC,8h,40%,,6415718,Completed,First,"December 05, 2017",8h,,,,,,
173,1066,cabal901,PC,8h,NR,,26841,Completed,First,,8h,,,,,,
174,1066,Private,,8h,NR,,439194,Completed,First,,8h,,,,,,
175,1066,claudio137,PC,8h,NR,,10294675,Completed,First,"October 23, 2019",8h,,,,,,
176,1066,cloud12817,PlayStation 4,8h,NR,,11097716,Completed,First,"March 02, 2020",8h,,,,,,
177,1066,falcon92,PC,8h,80%,,4962148,Completed,First,,8h,,,,,,
178,1066,iRoSsS,PC,8h,NR,,1091882,Completed,First,"August 27, 2014",8h,10h,,,,,
179,1066,nship,PC,8h,70%,,10918136,Completed,First,"January 31, 2020",8h,,,,,,
180,1066,Private,PC,8h,NR,,8465587,Completed,First,"November 28, 2014",8h,,,,,,
181,1066,polygons,PC,8h,70%,,1101911,Completed,First,"February 12, 2015",8h,,,,,,
182,1066,prizmo,PlayStation 4,8h,NR,,11458536,Completed,First,"April 27, 2020",8h,,,,,,
183,1066,saikoni,PC,8h,NR,,8409381,Completed,First,,8h,,,,,,
184,1066,scorchll7,PC,8h,60%,,25525,Completed,First,,8h,,,,,,
185,1066,sgwinner,PC,8h,NR,,1394232,Completed,First,,8h,,,,,,
186,1066,yellowsacred,PC,8h,NR,,3400236,Completed,First,August 2016,8h,,,,,,
187,1066,,PC,8h,NR,,529597,Completed,First,,8h 01s,,,,,,
188,1066,aeromentality,PC,8h 05m,50%,,7235221,Completed,First,"December 11, 2018",8h 05m 27s,,,,,,
189,1066,Tiavenn,PC,8h 10m,NR,,5355608,Completed,First,"November 20, 2017",8h 10m,,,,,,
190,1066,,PlayStation 4,8h 10m,NR,,6294212,Completed,First,,8h 10m 26s,10h 11m 13s,,11h 40m 40s,,,
191,1066,,PC,8h 12m,NR,,284389,Completed,First,,8h 12m,,"The game has an ending based on your ""moral"" decisions throughout the game, I completed all the necessary ""good"" objectives to get my ending, the time reflects that.",,,,
192,1066,Ravenphaed,Xbox 360,8h 12m,100%,,18016,Completed,First,,8h 12m,,,,,,
193,1066,Elkatsi,PC,8h 12m,NR,,8502755,Completed,First,"March 22, 2019",8h 12m 34s,,,,,,
194,1066,,PC,8h 15m,NR,,2022567,Completed,Replay,,8h 15m,,,,,,
195,1066,Manuelezio,PC,8h 15m,NR,,2274722,Completed,First,,8h 15m,,,,,,
196,1066,cesciffi,PC,8h 15m,100%,,634345,Completed,First,"February 18, 2014",8h 15m,,,,,,
197,1066,Private,PC,8h 15m,NR,,6895327,Replay Completed,Replay,"February 11, 2018",8h 15m 20s,,,,,,
198,1066,RabidFerret,PC,8h 17m,80%,,265841,Completed,First,"May 23, 2013",8h 17m 23s,,,,,,
199,1066,denisvojcak,PlayStation 4,8h 18m,80%,,11357371,Completed,First,"April 05, 2020",8h 18m 22s,,,,,,
200,1066,,PC,8h 18m,NR,,284388,Completed,First,,8h 18m 40s,,,,,,
201,1066,,Xbox One,8h 21m,NR,,5653474,Completed,First,,8h 21m,,,,,,
202,1066,Mokatavatah,PC,8h 21m,NR,,7968319,Completed,First,"July 06, 2019",8h 21m,,,,,,
203,1066,,PC,8h 24m,NR,,9275700,Completed,First,,8h 24m,,,,,,
204,1066,Lotark,PC,8h 24m,NR,,1492133,Completed,First,"November 18, 2015",8h 24m,,,,,,
205,1066,1c3ntfm31f,PC,8h 26m,NR,,8041097,Completed,First,"January 16, 2019",8h 26m 29s,,,,,,
206,1066,,PC,8h 30m,NR,,5342115,Completed,First,,8h 30m,,,,,,
207,1066,Diachy,PC,8h 30m,NR,,1236642,Completed,First,"March 09, 2015",8h 30m,,,,,,
208,1066,dylanwilson67,PlayStation 3,8h 30m,70%,,618446,Completed,First,"December 30, 2012",8h 30m,,,,,,
209,1066,fiskgalla,PC,8h 30m,NR,,1443732,Completed,First,"July 06, 2015",8h 30m,,,,,,
210,1066,lottinville,PC,8h 30m,NR,,5482828,Completed,First,,8h 30m,,,,,,
211,1066,,Xbox,8h 30m,NR,xxx,6262164,Completed,First,,8h 30m 56s,,,,,,
212,1066,Mil3s,PlayStation 3,8h 31m,90%,,5582447,Completed,First,"January 04, 2018",8h 31m 47s,,,,,,
213,1066,,PC,8h 32m,NR,,2072076,Completed,First,,8h 32m,,,,,,
214,1066,NBSN,Xbox 360,8h 34m,80%,,1190189,Completed,First,,8h 34m,,,,,,
215,1066,Dradis,PC,8h 36m,NR,,3389024,Completed,First,"September 04, 2016",8h 36m,,,,,,
216,1066,smmac41,PlayStation 4,8h 39m,80%,,9276598,Completed,First,"July 31, 2019",8h 39m,,,,,,
217,1066,,Xbox 360,8h 39m,NR,,284387,Completed,First,,8h 39m 27s,,,,,,
218,1066,final4ik,PC,8h 40m,NR,,9180123,Completed,First,"July 18, 2019",8h 40m,,,,,,
219,1066,atarimania,PC,8h 44m,NR,,1356523,Completed,First,"May 15, 2015",8h 44m,,,,,,
220,1066,martin,PC,8h 44m,90%,,4746369,Completed,First,"July 13, 2017",8h 44m,,,,,,
221,1066,Private,PC,8h 45m,NR,,4101258,Completed,First,,8h 45m,,,,,,
222,1066,,PC,8h 45m,NR,,3618240,Completed,First,,8h 45m 43s,,,,,,
223,1066,Hircine,PC,8h 54m,NR,,6049955,Completed,First,"April 02, 2018",8h 54m,,,,,,
224,1066,PTChesnaught,PC,8h 54m,80%,,10437395,Completed,First,"May 09, 2020",8h 54m,,,,,,
225,1066,JayTee,PC,8h 59m,NR,,8962129,Completed,First,"June 15, 2019",8h 59m 58s,,,,,,
226,1066,,,9h,NR,,284393,Completed,Replay,,9h,,,,,,
227,1066,,,9h,NR,,299649,Completed,First,,9h,,,,,,
228,1066,,PC,9h,NR,,575180,Completed,First,,9h,,,,,,
229,1066,,PC,9h,NR,,807944,Completed,First,,9h,,,,,,
230,1066,,PC,9h,NR,,812771,Completed,First,,9h,,,,,,
231,1066,,PC,9h,NR,,982846,Completed,First,,9h,,,,,,
232,1066,,PC,9h,NR,,1061745,Completed,First,,9h,,,,,,
233,1066,,PC,9h,NR,,1148675,Completed,First,,9h,,,,,,
234,1066,,PC,9h,NR,,1257382,Completed,First,,9h,,,,,,
235,1066,,PC,9h,NR,,1383443,Completed,First,,9h,,,,,,
236,1066,,PC,9h,NR,,3699197,Completed,First,,9h,,,,,,
237,1066,,PC,9h,NR,,4196489,Completed,Replay,,9h,11h,,20h,,,
238,1066,,PC,9h,NR,,5440339,Completed,First,,9h,,,,,,
239,1066,,Xbox One,9h,NR,Great game,8985163,Completed,First,,9h,,,,,,
240,1066,,Xbox One,9h,NR,,9324799,Completed,First,,9h,,,,,,
241,1066,,PC,9h,NR,,10517381,Completed,First,,9h,,,,,,
242,1066,,PC,9h,NR,,10573327,Completed,Replay,,9h,,,,,,
243,1066,,PC,9h,NR,,10791272,Completed,First,,9h,11h,,,,,
244,1066,Baranderic,PC,9h,NR,Main story saved all the sisters,5765901,Completed,First,"September 23, 2015",9h,,,,,,
245,1066,BobbyHoffman,PlayStation 3,9h,NR,,270083,Completed,First,,9h,,,,,,
246,1066,BraggerCrab,PC,9h,100%,,6895732,Completed,Replay,"December 24, 2017",9h,,,,,,
247,1066,Copeland1994,PlayStation 4,9h,90%,,10985884,Completed,First,"January 26, 2020",9h,,,,,,
248,1066,Fefkun,PC,9h,90%,,6970899,Completed,First,"September 09, 2018",9h,,,,,,
249,1066,Fichox,PC,9h,80%,,1357959,Completed,First,"May 24, 2015",9h,,,,,,
250,1066,FlyinPoulpus,PC,9h,80%,,346184,Completed,First,"May 19, 2013",9h,,,,,,
251,1066,Private,PC,9h,NR,,3241087,Completed,First,,9h,,,,,,
252,1066,Haytan,PC,9h,70%,,3781624,Completed,First,"September 25, 2016",9h,,,,,,
253,1066,Private,Xbox 360,9h,NR,,1421283,Completed,First,,9h,,,,,,
254,1066,Jacbo,PC,9h,NR,,3019864,Completed,First,,9h,,,,,,
255,1066,PeteTheHermit,PC,9h,80%,,10824550,Completed,First,"March 11, 2020",9h,,,,,,
256,1066,Qwidj,PC,9h,90%,,6980455,Completed,First,"September 05, 2018",9h,10h,,,,,
257,1066,Private,,9h,80%,,402357,Completed,First,,9h,,,,,,
258,1066,TheAdventurer,PC,9h,70%,,4661880,Completed,First,"August 27, 2017",9h,,,,,,
259,1066,TheOro44,Xbox 360,9h,80%,Last SP-achievements.,446245,Completed,Replay,,9h,15h,"---
A successful sequel from a Big Daddy's point of view, a tiny bit behind the original on the story but the individual gameplay elements have been more than just improved. 100% offline. Also available for PS3 and PC.",,,,
260,1066,ThoRCX,PC,9h,70%,,2626567,Completed,First,"February 21, 2016",9h,,,,,,
261,1066,TimelessBirch,PC,9h,NR,,5444237,Completed,First,,9h,,,,,,
262,1066,Tjfarmer,PC,9h,80%,,621700,Completed,First,"February 07, 2014",9h,,,,,,
263,1066,Tzzird,PC,9h,NR,,1058676,Completed,First,"December 12, 2014",9h,,,,,,
264,1066,ZodyarkXV,PC,9h,70%,,6094041,Completed,Replay,,9h,12h,,20h,,,
265,1066,arames123,PC,9h,NR,,8464198,Completed,First,"August 09, 2019",9h,,,,,,
266,1066,bart_collins,PC,9h,80%,,2803577,Completed,First,"March 31, 2016",9h,,,,,,
267,1066,beastrecruit,PC,9h,NR,,714234,Completed,First,,9h,,,,,,
268,1066,buzzay,,9h,80%,,387962,Completed,First,"August 24, 2013",9h,,,,,,
269,1066,chocletychip,PC,9h,90%,,774143,Completed,First,"July 07, 2014",9h,,,,,,
270,1066,crooked16th,Xbox One,9h,NR,,3551691,Completed,Replay,"October 26, 2016",9h,,,,,,
271,1066,dawidci,Xbox 360,9h,90%,,473236,Completed,First,"November 10, 2013",9h,12h,,,,,
272,1066,error,PC,9h,70%,,404663,Completed,First,,9h,,,,,,
273,1066,Private,PlayStation 4,9h,80%,,3828911,Completed,Replay,"January 21, 2018",9h,12h,,,,,
274,1066,jeobat3,PC,9h,NR,,7007427,Completed,First,"January 07, 2014",9h,,,,,,
275,1066,notanimufailzone,PC,9h,60%,,6310106,Completed,First,,9h,,,,,,
276,1066,sayberblade,PC,9h,NR,,155232,Completed,First,"May 24, 2013",9h,,,,,,
277,1066,silverwinghd,PC,9h,NR,,3936253,Completed,First,"January 11, 2014",9h,,,,,,
278,1066,slaus0n,PC,9h,NR,,360352,Completed,First,,9h,,,,,,
