,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Progress,Completionist,Co-Op,Personal Notes,Vs.,Retired Notes,Speedrun
44,27100,,Xbox One,33h 56m,NR,,7893988,Completed,First,33h 56m 28s,,56h 28m 32s,,72h 58m 33s,,,,,
45,27100,,PlayStation 4,34h,NR,,10820606,Completed,First,34h,,,,,,,,,
46,27100,Snowice,PlayStation 4,34h,100%,,11663477,Completed,First,34h,"August 09, 2019",,,,,,,,
47,27100,rkk100,PC,34h,NR,,11645140,Completed,First,34h,"May 04, 2020",,,,,,,,
48,27100,,PlayStation 4,34h 12m,NR,w/ some side quests,7525997,Completed,First,34h 12m 54s,,,,,,,,,
49,27100,chadilak,PlayStation 4,34h 18m,100%,Completed Main + Epilogue 1 and 2,8563001,Completed,First,34h 18m,"May 16, 2019",,,,,,,,
50,27100,,Xbox One,34h 45m,NR,,8132239,Completed,First,34h 45m,,,,,,,,,
51,27100,,Xbox One,35h,NR,,7392518,Completed,First,35h,,50h,,75h,,,,,
52,27100,,PlayStation 4,35h,NR,,7406614,Completed,First,35h,,50h,,,,,,,
53,27100,,PlayStation 4,35h,NR,,7454941,Completed,First,35h,,45h,,95h,,,,,
54,27100,,PlayStation 4,35h,NR,,8406855,Completed,First,35h,,,,,,,,,
55,27100,,Xbox One,35h,NR,,11777080,Completed,First,35h,,,,,,,,,
56,27100,BlackStar798,PC,35h,NR,,10588525,Completed,Replay,35h,"December 14, 2019",75h,,150h,,,,,
57,27100,Hexovian,Xbox One,35h,NR,,10937741,Completed,First,35h,,40h,,,,,,,
58,27100,Xor_van_Dorf,PlayStation 4,35h,NR,,7580067,Completed,First,35h,"November 23, 2018",,,,,,,,
59,27100,almurfmurf,PlayStation 4,35h,NR,,7434835,Completed,First,35h,"November 10, 2018",,,,,,,,
60,27100,cotelus,PlayStation 4,35h,NR,,8711155,Completed,First,35h,"April 13, 2019",40h,,,,,,,
61,27100,fetahundenyoda,PlayStation 4,35h,90%,,7455484,Completed,First,35h,"November 16, 2018",,,,,,,,
62,27100,veer7794,PlayStation 4,35h,100%,,7344426,Completed,First,35h,"October 31, 2018",40h,,,,,,,
63,27100,,PlayStation 4,35h 02m,NR,,8022277,Completed,First,35h 02m 06s,,,,,,,,,
64,27100,pensayup,PlayStation 4,35h 03m,70%,,7928571,Completed,First,35h 03m 27s,"March 31, 2019",,,,,,,,
65,27100,,PlayStation 4,35h 17m,NR,Rushed,8818844,Completed,First,35h 17m,,,,,,,,,
66,27100,,Xbox One,35h 24m,NR,,7471559,Completed,First,35h 24m 26s,,,,,,,,,
67,27100,cladstrife911,PlayStation 4,35h 30m,80%,,8308981,Completed,First,35h 30m,"May 04, 2019",,,,,,,,
68,27100,,PlayStation 4,35h 36m,NR,,11462073,Completed,First,35h 36m 04s,,,,,,,,,
69,27100,,Xbox One,36h,NR,https://variety.com/2018/gaming/reviews/red-dead-redemption-2-review-1202993783/,7323228,Completed,First,36h,,,,,,,,,
70,27100,,PlayStation 4,36h,NR,,8490923,Completed,First,36h,,,,,,,,,
71,27100,,PlayStation 4,36h,NR,,10837128,Completed,First,36h,,43h,,124h,,,,,
72,27100,,PC,36h,NR,,12007359,Completed,First,36h,,,,,,,,,
73,27100,Entoni,PlayStation 4,36h,NR,,10194046,Completed,First,36h,"October 06, 2019",,,,,,,,
74,27100,FuriousBat,PlayStation 4,36h,NR,,7795295,Completed,First,36h,"November 24, 2018",,,,,,,,
75,27100,jro3000,Xbox One,36h,NR,,7429101,Completed,First,36h,"November 11, 2018",,,,,,,,
76,27100,nsalinardi,PC,36h,100%,,11939680,Completed,Replay,36h 22s,"June 17, 2020",,,,,,,,
77,27100,andrewl3779,PlayStation 4,36h 15m,NR,"Mostly concentrating on main mission. Relaxed time to time, went hunting, customised weapons, all of that jazz.",7373116,Completed,First,36h 15m 14s,"November 01, 2018",,,,,,,,
78,27100,Jake_Wllms,PlayStation 4,36h 38m,100%,,10281135,Completed,First,36h 38m,"October 31, 2018",44h 51m,,,,,,,
79,27100,,PC,37h,NR,,11720930,Completed,First,37h,,,,,,,,,
80,27100,Delbot,PlayStation 4,37h,NR,,8682599,Completed,First,37h,"April 28, 2019",,,,,,,,
81,27100,harish2309,PlayStation 4,37h,NR,,7778054,Completed,First,37h,"December 15, 2018",51h 56m 22s,,71h 11m 11s,,,,,
82,27100,,PC,37h 20m,NR,,11658223,Completed,First,37h 20m,,,,,,,,,
83,27100,Joshster_1,PlayStation 4,37h 24m,90%,,7633596,Completed,First,37h 24m 33s,"November 25, 2018",,,,,,,,
84,27100,,Xbox One,37h 25m,NR,,10986880,Completed,First,37h 25m,,,,,,,,,
85,27100,KashifBattie,PlayStation 4,37h 30m,100%,,7401565,Completed,First,37h 30m,"November 04, 2018",,,,,,,,
86,27100,OceanMaster,Xbox One,37h 31m,80%,Did not do epilogue,11685302,Completed,First,37h 31m,"June 09, 2020",,,,,,,,
87,27100,,Xbox One,37h 33m,NR,,11618415,Completed,First,37h 33m,,,,,,,,,
88,27100,,Xbox One,37h 45m,NR,,7384623,Completed,First,37h 45m,,,,,,,,,
89,27100,,Xbox One,37h 47m,NR,,7404174,Completed,First,37h 47m,,,,,,,,,
90,27100,Bouland,PlayStation 4,37h 47m,90%,scenes included. skipped optional missions/content. skipped looting chore after chapter 3. credits roll,7334247,Completed,First,37h 47m,"October 30, 2018",,,,,,,,
91,27100,,PlayStation 4,38h,NR,,8718827,Completed,First,38h,,,,,,,,,
92,27100,,PC,38h,NR,,10780205,Completed,First,38h,,,,,,,,,
93,27100,Florisvlc,PC,38h,90%,"recalculated - any side quests, redo's and idle's. main + epilogue",10884809,Completed,First,38h,"May 08, 2020",,,,,,,,
94,27100,edgy888,Xbox One,38h,100%,,7649552,Completed,First,38h,"November 21, 2018",,,,,,,,
95,27100,Hiorth,PlayStation 4,38h 08m,NR,,10388544,Completed,First,38h 08m,"November 09, 2019",,,,,,,,
96,27100,,PlayStation 4,38h 30m,NR,,7362073,Completed,First,38h 30m,,,,,,,,,
97,27100,,PlayStation 4,38h 30m,NR,,7401423,Completed,First,38h 30m,,,,,,,,,
98,27100,NeKaS,Xbox One,38h 30m,90%,,11413701,Completed,First,38h 30m 12s,"April 11, 2020",,,,,,,,
99,27100,,PlayStation 4,38h 31m,NR,,7373187,Completed,First,38h 31m,,,,,,,,,
100,27100,camsharpe,Xbox One,38h 45m,NR,,10647533,Completed,First,38h 45m 30s,,,,,,,,,
101,27100,,PC,38h 52m,NR,,10651333,Completed,First,38h 52m 27s,,78h 46m 02s,,157h 12m 53s,,,,,
102,27100,huskythegeek,PlayStation 4,38h 54m,90%,,7395347,Completed,First,38h 54m,"March 07, 2019",,,,,,,,
103,27100,,Xbox One,38h 58m,NR,,7482656,Completed,First,38h 58m 12s,,,,,,,,,
104,27100,,Xbox One,39h,NR,,8725635,Completed,First,39h,,,,,,,,,
105,27100,,PC,39h,NR,,11568086,Completed,First,39h,,,,,,,,,
106,27100,,PC,39h,NR,,11743286,Completed,First,39h,,,,,,,,,
107,27100,ikarius,PlayStation 4,39h,NR,,8694268,Completed,First,39h,"May 01, 2019",,,,,,,,
108,27100,Rafaelnrn,PlayStation 4,39h 09m,90%,,9262148,Completed,First,39h 09m,"July 26, 2019",,,,,,,,
109,27100,epitschke,PlayStation 4,39h 18m,NR,,11402160,Completed,First,39h 18m,"April 08, 2020",,,,,,,,
110,27100,Bo_farooos83,PlayStation 4,39h 25m,NR,,8136852,Completed,First,39h 25m,"January 15, 2019",50h 10m,,,,,,,
111,27100,andlech,PlayStation 4,39h 28m,NR,,7549567,Completed,First,39h 28m,"November 28, 2018",,,,,,,,
112,27100,,Xbox One,39h 30m,NR,,11848417,Completed,First,39h 30m,,80h,,,,,,,
113,27100,Brickus,Xbox One,39h 54m,100%,,11806254,Completed,First,39h 54m,"May 22, 2020",,,,,,,,
114,27100,,PlayStation 4,39h 54m,NR,"This game was so much longer than I expected, but that’s not a bad thing. I’m glad this is a long game.",7419617,Completed,First,39h 54m 22s,,,,,,,,,
115,27100,,Xbox One,40h,NR,,7373189,Completed,First,40h,,,,,,,,,
116,27100,,PlayStation 4,40h,NR,,7451516,Completed,First,40h,,,,,,,,,
117,27100,,Xbox One,40h,NR,,7642110,Completed,First,40h,,,,,,,,,
118,27100,,PlayStation 4,40h,NR,,8130012,Completed,First,40h,,70h,,100h,,,,,
119,27100,,PlayStation 4,40h,NR,,12027384,Completed,First,40h,,,,,,,,,
120,27100,ArkhamKnighhtt,PlayStation 4,40h,NR,,10557389,Completed,First,40h,"July 08, 2019",65h,,,,,,,
121,27100,Bverte,PlayStation 4,40h,NR,,8186050,Completed,First,40h,"December 02, 2019",70h,,,,,,,
122,27100,CdrSparkz,PC,40h,NR,,11900959,Completed,First,40h,"June 03, 2020",43h,,,,,,,
123,27100,Copeland1994,PlayStation 4,40h,90%,,11660857,Completed,First,40h,"May 06, 2020",,,,,,,,
124,27100,Cyborg1612,PlayStation 4,40h,NR,,8022248,Completed,First,40h,"December 31, 2018",85h,,,,,,,
125,27100,DilPez19,PlayStation 4,40h,90%,,10185416,Completed,First,40h,June 2019,,,,,,,,
126,27100,Divad006,Xbox One,40h,NR,,7364888,Completed,First,40h,"December 05, 2018",,,,,,,,
127,27100,Empyrea,PlayStation 4,40h,80%,,7418305,Completed,First,40h,"November 10, 2018",,,,,,,,
128,27100,Flash024,PlayStation 4,40h,90%,,8577192,Completed,First,40h,"April 07, 2019",70h,,100h,,,,,
129,27100,FreeCandy69,PC,40h,100%,it will be hard.,10492466,Completed,First,40h,,60h,,140h,40m,"High honer, everything",,,
130,27100,Private,Xbox One,40h,NR,,9015989,Completed,First,40h,"June 22, 2019",,,,,,,,
131,27100,Jelikey,PlayStation 4,40h,100%,,7456001,Completed,First,40h,"November 16, 2018",,,,,,,,
132,27100,Mandulum,PlayStation 4,40h,70%,,7676565,Completed,First,40h,"November 24, 2018",,,,,,,,
133,27100,Max24,PlayStation 4,40h,NR,,8872350,Completed,First,40h,"May 31, 2019",70h,,,,,,,
134,27100,Private,PlayStation 4,40h,100%,,10596066,Completed,First,40h,,,,,,,,,
135,27100,Private,PlayStation 4,40h,100%,não fiz,10949344,Completed,Replay,40h,"November 11, 2018",55h,,,,,,,
136,27100,RealBig_Boss,PlayStation 4,40h,90%,,9321816,Playing Completed,First,40h,"December 01, 2018",,44h /,,,,,,
137,27100,Private,PlayStation 4,40h,NR,,8776200,Completed,First,40h,"May 15, 2019",,,,,,,,
138,27100,Smoney412,PlayStation 4,40h,NR,,8206592,Completed,First,40h,"February 04, 2019",60h,,,,,,,
139,27100,Yenn,PlayStation 4,40h,100%,,11658887,Completed,First,40h,"June 06, 2020",,,,,,,,
140,27100,Private,PlayStation 4,40h,60%,,7517346,Completed,First,40h,"December 15, 2018",80h,,150h,,,,,
141,27100,aoki2,PC,40h,80%,,10712877,Completed,First,40h,"January 06, 2020",,,,,,,,
142,27100,famouscustard,PlayStation 4,40h,100%,,7247395,Completed,First,40h,,,,,,,,,
143,27100,frostflame96,PlayStation 4,40h,NR,Main + every secondary (87% completion),11070343,Playing Completed,First,40h,"March 01, 2020",,46h /,,,,,,
144,27100,idlxqz,PlayStation 4,40h,NR,,8077085,Completed,First,40h,"December 27, 2018",,,,,,,,
145,27100,ikari88,PlayStation 4,40h,80%,,7326328,Completed,First,40h,"November 12, 2018",,,,,,,,
146,27100,kawhizer,PlayStation 4,40h,NR,,8430392,Completed,First,40h,"March 07, 2019",,,,,,,,
147,27100,killshia,PlayStation 4,40h,NR,,7407848,Completed,First,40h,"November 09, 2018",,,,,,,,
148,27100,Private,PlayStation 4,40h,NR,,10501213,Completed,First,40h,"November 28, 2019",65h,,,,,,,
149,27100,liom911,PC,40h,NR,,11448279,Completed,First,40h,"March 25, 2020",100h,,150h,,,,,
150,27100,marton2008,PC,40h,NR,,11646130,Completed,First,40h,"January 31, 2020",160h,,,,,,,
151,27100,ml39,PlayStation 4,40h,90%,,9094527,Completed,First,40h,"January 06, 2019",75h,,178h 14m 23s,,,,,
152,27100,sturdyserpent,PlayStation 4,40h,80%,,7395361,Completed,First,40h,"November 12, 2018",60h,,,,,,,
153,27100,Private,PlayStation 4,40h,90%,,7323046,Completed,First,40h,"December 23, 2018",70h,,,,,,,
154,27100,Private,PlayStation 4,40h,NR,,7346476,Completed,First,40h,,,,,,,,,
155,27100,,PlayStation 4,40h 15m,NR,,7993425,Completed,First,40h 15m 03s,,101h 45m 25s,,,,,,,
156,27100,Mynotaurio,Xbox One,40h 22m,100%,,11953765,Completed,First,40h 22m,"May 10, 2020",,,,,,,,
157,27100,jotape26,PlayStation 4,40h 32m,100%,,7483789,Completed,First,40h 32m,"November 19, 2018",63h 41m,,,,,,,
158,27100,Barch,PlayStation 4,40h 34m,NR,,9155587,Backlog Completed,First,40h 34m 36s,"July 24, 2019",,40h 34m 36s /,,,,,,
159,27100,CarsonFrazier1,PlayStation 4,40h 44m,80%,"Main Story, Epilogues, Some Side Missions, and Credits",7329416,Completed,First,40h 44m,"November 14, 2018",,,,,,,,
160,27100,Nuhm,PlayStation 4,40h 49m,80%,,7730072,Completed,First,40h 49m,"December 13, 2018",,,,,,,,
161,27100,Saifcreed89,PlayStation 4,40h 51m,NR,,8200008,Completed,First,40h 51m 23s,,,,92h 27m,,,,,
162,27100,,PlayStation 4,41h,NR,,7337826,Completed,First,41h,,,,,,,,,
163,27100,,Xbox One,41h,NR,,7556568,Completed,First,41h,,,,,,,,,
164,27100,,Xbox One,41h,NR,,8023453,Completed,First,41h,,,,,,,,,
165,27100,Rarokko,PlayStation 4,41h,100%,,10808245,Completed,First,41h,"January 20, 2020",,,,,,,,
166,27100,Shish0u,Xbox One,41h,NR,,9011600,Completed,First,41h,"December 27, 2019",,,,,,,,
167,27100,TheFaddey,PC,41h,NR,,11149707,Backlog Completed,First,41h,"December 27, 2019",,,,,,12h,,
168,27100,gamole,PlayStation 4,41h,NR,,11415387,Completed,First,41h,"April 11, 2020",,,,,,,,
169,27100,juliocbpires,Xbox One,41h,NR,,10676802,Completed,First,41h,"December 28, 2019",,,,,,,,
170,27100,leonkenedystan1,PlayStation 4,41h,80%,,10938373,Completed,First,41h,"February 04, 2020",,,,,,,,
171,27100,Gerds88,Xbox One,41h 02m,100%,,7456813,Completed,First,41h 02m,"November 16, 2018",,,,,,,,
172,27100,marcelo,PlayStation 4,41h 12m,NR,80.2%,8766350,Completed,First,41h 12m,"May 13, 2019",,,,,,,,
173,27100,SmugTaco,Xbox One,41h 32m,NR,,8053139,Completed,First,41h 32m,"January 05, 2019",,,,,,,,
174,27100,mmakk,PlayStation 4,41h 33m,NR,,7426583,Completed,First,41h 33m,"May 16, 2019",,,,,,,,
175,27100,,Xbox One,41h 39m,NR,,7947057,Completed,First,41h 39m,,,,,,,,,
176,27100,,PlayStation 4,41h 56m,NR,,7445770,Completed,First,41h 56m 19s,,,,,,,,,
177,27100,,Xbox One,42h,NR,,7694182,Completed,First,42h,,,,,,,,,
178,27100,,PlayStation 4,42h,NR,,8098606,Completed,First,42h,,,,,,,,,
179,27100,Alex5101,PlayStation 4,42h,90%,,7579226,Completed,First,42h,"January 11, 2019",60h,,,,,,,
180,27100,Basorakel,PC,42h,NR,,11686969,Completed,First,42h,"May 09, 2020",,,,,,,,
181,27100,Muate,PlayStation 4,42h,100%,I havent Really Done Extras but their not really worse than Main.,9279788,Completed,First,42h,February 2019,52h,,,,,,,
182,27100,xwinsus,PlayStation 4,42h,90%,,7366786,Completed,First,42h,"December 07, 2018",51h 14m 32s,,,,,,,
183,27100,lewdmeat,Xbox One,42h 12m,100%,,11553589,Completed,First,42h 12m 48s,"May 02, 2020",,,,,,,,
184,27100,,PlayStation 4,42h 16m,NR,,8154234,Completed,First,42h 16m 22s,,76h 21m 35s,,163h 48m 51s,,,,,
185,27100,,PlayStation 4,42h 27m,NR,,7533321,Completed,First,42h 27m,,,,,,,,,
186,27100,,PlayStation 4,42h 30m,NR,,11442669,Completed,First,42h 30m,,,,,,,,,
187,27100,,Xbox One,42h 32m,NR,,7962699,Completed,First,42h 32m 05s,,,,,,,,,
188,27100,,Xbox One,43h,NR,,8560940,Completed,First,43h,,,,,,,,,
189,27100,Aech_AS,PlayStation 4,43h,NR,,11011683,Completed,First,43h,,,,,,,,,
190,27100,Booie,PlayStation 4,43h,NR,,7794351,Completed,First,43h,"December 21, 2018",,,,,,,,
191,27100,Milton_touchdown,Xbox One,43h,NR,,8547463,Completed,First,43h,"March 30, 2019",,,,,,,,
192,27100,RST43,PlayStation 4,43h,90%,,10890482,Completed,First,43h,,,,,,,,,
193,27100,ViPe268,PC,43h,NR,,10798942,Completed,First,43h,"January 12, 2020",,,,,,,,
194,27100,ntylerwetrust,PC,43h 16m,60%,,10527461,Completed,First,43h 16m 16s,"January 03, 2020",,,,,,,,
195,27100,,PlayStation 4,43h 24m,NR,,9653203,Completed,First,43h 24m 12s,,65h 36m 18s,,150h 56m 25s,,,,,
196,27100,,PC,43h 25m,NR,,10987042,Completed,First,43h 25m 34s,,,,,,,,,
197,27100,cpro148,Xbox One,43h 28m,NR,,8038753,Completed,First,43h 28m,"January 14, 2019",,,,,,,,
198,27100,,PlayStation 4,43h 30m,NR,Main story + some extra side missions a bit of free roam/hunting/fishing,7396961,Completed,First,43h 30m,,,,,,,,,
199,27100,,PC,43h 30m,NR,,11652659,Completed,First,43h 30m,,,,,,,,,
200,27100,Private,Xbox One,43h 30m,NR,,7359602,Completed,First,43h 30m,"October 30, 2018",,,,,,,,
201,27100,ghostdiver,PlayStation 4,43h 39m,NR,,7756383,Completed,First,43h 39m,"November 26, 2018",78h 34m 43s,,95h 23m 07s,,,,,
202,27100,,PlayStation 4,43h 51m,NR,,7386861,Completed,First,43h 51m 36s,,69h 38m 22s,,,,,,,
203,27100,web_slinger_62,Xbox One,43h 57m,NR,,7394344,Completed,First,43h 57m,"January 11, 2019",,,,,,,,
204,27100,,PlayStation 4,43h 57m,NR,"Really great, best narrative i've seen in a while, i was rushing chapter 2 tho, and failed some missions because of it",7450916,Completed,First,43h 57m 21s,,65h 07m 05s,,103h 06m 03s,,,,,
205,27100,,PlayStation 4,44h,NR,,8639653,Completed,First,44h,,,,,,,,,
206,27100,dochuki,Xbox One,44h 12m,NR,,7545642,Playing Replay Completed,First,44h 12m 10s,"November 20, 2018",60h 10m 22s,40h 41m 10s /,,,,,,
207,27100,ghrbkramer,PlayStation 4,44h 20m,NR,,8075210,Completed,First,44h 20m,"January 20, 2019",,,,,,,,
208,27100,turnbasedwombat,PlayStation 4,44h 33m,90%,,9645943,Completed,First,44h 33m,"September 14, 2019",,,,,,,,
209,27100,,PlayStation 4,44h 34m,NR,,8623435,Completed,Replay,44h 34m,,,,,,,,,
210,27100,Sebtional,Xbox One,44h 35m,NR,,10811933,Completed,First,44h 35m,"January 14, 2020",,,,,,,,
211,27100,ROBALEXXX_CP,PlayStation 4,44h 54m,100%,,7744623,Completed,First,44h 54m 01s,"December 15, 2018",,,,,,,,
212,27100,,PlayStation 4,45h,NR,,7423154,Completed,First,45h,,56h,,,,,,,
213,27100,,Xbox One,45h,NR,,7440166,Completed,First,45h,,60h,,,,,,,
214,27100,,Xbox One,45h,NR,,7478055,Completed,First,45h,,75h,,200h,,,,,
215,27100,,PlayStation 4,45h,NR,,7478111,Completed,First,45h,,75h,,200h,,,,,
216,27100,,PlayStation 4,45h,NR,,7621012,Completed,First,45h,,65h,,120h,,,,,
217,27100,,PlayStation 4,45h,NR,,7964714,Completed,First,45h,,,,,,,,,
218,27100,,Xbox One,45h,NR,,8674969,Completed,First,45h,,,,,,,,,
219,27100,,PC,45h,NR,,10694218,Completed,First,45h,,80h,,200h,,,,,
220,27100,,Xbox One,45h,NR,,10793690,Completed,First,45h,,80h,,165h,,,,,
221,27100,Cezawy,PlayStation 4,45h,NR,,8434602,Completed,First,45h,"March 08, 2019",,,,,,,,
222,27100,Private,PlayStation 4,45h,90%,,7418931,Completed,First,45h,"November 10, 2018",,,,,,,,
223,27100,Darkoverlord,PlayStation 4,45h,NR,,7384076,Completed,First,45h,"November 06, 2018",,,,,,,,
224,27100,Deluxe07,PlayStation 4,45h,NR,,7507626,Completed,First,45h,"November 21, 2018",,,,,,,,
225,27100,Gallucci,PlayStation 4,45h,100%,,7459444,Completed,First,45h,"November 16, 2018",65h,,,,,,,
226,27100,Goodrich,PlayStation 4,45h,NR,,8114057,Completed,First,45h,"November 07, 2018",,,,,,,,
227,27100,Kassual,PlayStation 4,45h,NR,,7794889,Completed,First,45h,"December 21, 2018",,,,,,,,
228,27100,KinkyMong,PlayStation 4,45h,NR,,7332288,Completed,First,45h,"December 03, 2018",,,,,,,,
229,27100,Mr_Liamy,PlayStation 4,45h,NR,,11771005,Completed,First,45h,"May 18, 2020",,,150h,,,,,
230,27100,NicolasDSTR,PlayStation 4,45h,100%,,10751655,Completed,First,45h,"December 07, 2018",,,,,,,,
231,27100,NicolasT,PlayStation 4,45h,NR,,8581035,Completed,First,45h,,,,,,,,,
232,27100,Phare,PlayStation 4,45h,100%,,11070065,Completed,First,45h,"December 15, 2018",62h,,,,,,,
233,27100,PowerMetalHead2,PlayStation 4,45h,NR,,8389248,Completed,First,45h,"March 02, 2019",,,,,,,,
234,27100,Private,Xbox One,45h,NR,,9516138,Completed,First,45h,"September 02, 2019",,,,,,,,
235,27100,SirSenorChancho,PlayStation 4,45h,NR,,8371003,Completed,First,45h,"February 27, 2019",,,,,,,,
236,27100,Tsubaki,PlayStation 4,45h,20%,,7385260,Completed,First,45h,,70h,,200h,,,,,
237,27100,ao311,PlayStation 4,45h,NR,,10418357,Completed,First,45h,,,,,,,,,
238,27100,bigabig,PC,45h,100%,,11807495,Completed,First,45h,"May 22, 2020",,,,,,,,
239,27100,blakey120603,PlayStation 4,45h,NR,,11526283,Completed,First,45h,"April 22, 2020",,,,,,,,
240,27100,cademille,PlayStation 4,45h,70%,,10247311,Completed,First,45h,"June 01, 2019",,,,,,,,
241,27100,fdaas404,Xbox One,45h,NR,,10783194,Completed,First,45h,"June 09, 2019",,,,,,,,
242,27100,Private,PlayStation 4,45h,100%,,8069600,Completed,First,45h,"January 19, 2019",70h,,,10h,,,,
243,27100,ginceras,PlayStation 4,45h,NR,,8596648,Completed,First,45h,"April 10, 2019",,,,,,,,
244,27100,johnburo,PlayStation 4,45h,100%,,10296845,Completed,First,45h,"October 24, 2019",,,,,,,,
