,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress
57,51233,snappums,PC,9h 35m,NR,56.75%,10739633,Completed,First,"January 03, 2020",9h 35m,,,,
58,51233,Private,PC,9h 36m,NR,,7186118,Completed,First,"October 04, 2018",9h 36m 49s,,,,
59,51233,DevilDawg,Xbox One,9h 38m,100%,,8842008,Completed,First,"June 29, 2019",9h 38m,,,,
60,51233,Parzival7x,PC,9h 38m,NR,,11354280,Completed,First,,9h 38m,,,,
61,51233,TacticalmanDK,Google Stadia,9h 40m,NR,,11483486,Completed,First,"April 22, 2020",9h 40m,,,"Stadia
Gennemført på under en uge.",
62,51233,Alexsanlo,Xbox One,9h 45m,80%,,8679323,Completed,First,"June 16, 2019",9h 45m,,,,
63,51233,MoonBear,PC,9h 45m,NR,,11705630,Completed,First,"May 11, 2020",9h 45m,,,,
64,51233,endvj,Xbox One,9h 47m,70%,,8506275,Completed,First,"March 23, 2019",9h 47m,,,,
65,51233,Private,Xbox One,9h 47m,70%,,9237555,Completed,First,"November 12, 2019",9h 47m,,,,
66,51233,mrjamierocks,PlayStation 4,9h 48m,NR,,9154233,Completed,First,"July 19, 2019",9h 48m,,,,
67,51233,Mart1n02,PC,9h 48m,NR,,7850508,Playing Completed,First,"December 28, 2018",9h 48m 59s,,,,
68,51233,fetahundenyoda,PC,9h 50m,70%,,8019931,Completed,First,"January 11, 2019",9h 50m,,,,
69,51233,sapphirone,PC,9h 50m,NR,,7917096,Completed,First,"January 02, 2019",9h 50m,,,,
70,51233,theimpudentwanderer,PlayStation 4,9h 53m,60%,,10594946,Completed,First,"December 15, 2019",9h 53m,,,,
71,51233,,PC,10h,NR,,9159300,Completed,First,,10h,,,,
72,51233,,PC,10h,NR,,10277063,Completed,First,,10h,,,,
73,51233,,PlayStation 4,10h,NR,,11074296,Completed,First,,10h,,,,
74,51233,ArturGG,Xbox One,10h,NR,,9319227,Completed,First,"August 07, 2019",10h,,,,
75,51233,Blad300,PC,10h,NR,,10517530,Completed,First,,10h,,,,
76,51233,Broteam123,PC,10h,NR,,11313301,Completed,First,"March 31, 2020",10h,,,,
77,51233,DeeeFoo,PC,10h,NR,,7795147,Completed,First,"April 25, 2019",10h,,,,
78,51233,PureEnergy,PC,10h,NR,,11289345,Completed,First,"December 29, 2019",10h,18h,28h,,
79,51233,Ryukojin,Xbox One,10h,70%,,8538332,Completed,First,"March 28, 2019",10h,,,,
80,51233,SirMick56,PC,10h,70%,,8933131,Completed,First,"June 11, 2019",10h,,,,
81,51233,ankittoms,PC,10h,60%,,9164781,Completed,First,"February 05, 2020",10h,,,,
82,51233,dodomania8,PlayStation 4,10h,70%,,7271748,Completed,First,"October 27, 2018",10h,,,,
83,51233,final4ik,PC,10h,NR,,7898723,Completed,First,"December 31, 2018",10h,,,,
84,51233,killshia,PC,10h,NR,,7071403,Completed,First,"September 17, 2018",10h,,,,
85,51233,neptanic,PC,10h,90%,,10965760,Completed,First,"January 19, 2020",10h,,,,
86,51233,Calipup,PC,10h 10m,NR,,11003212,Completed,First,"February 16, 2020",10h 10m,,,,
87,51233,Codc,PC,10h 10m,60%,Normal difficulty. One side quest completed. 60.00% completion. 33/99 steam achievements,11994813,Completed,First,"June 19, 2020",10h 10m,,,,
88,51233,DeWalli,Xbox One,10h 10m,80%,,8235898,Completed,First,"March 05, 2019",10h 10m,,,,
89,51233,molemelester,PC,10h 12m,90%,,7693512,Completed,First,"January 08, 2019",10h 12m,,,,
90,51233,Private,Xbox One,10h 14m,70%,,8384211,Completed,First,"March 01, 2019",10h 14m,,,,
91,51233,,PlayStation 4,10h 15m,NR,,10547914,Completed,First,,10h 15m 22s,,,,
92,51233,,PC,10h 20m,NR,,9387949,Completed,First,,10h 20m,,,,
93,51233,erictbar,PlayStation Now,10h 24m,90%,"53.98%. Smart & resourceful, other easy. Some guides. Read some artifacts, listened to some villagers. No side quests.",11101897,Completed,First,"June 08, 2020",10h 24m 31s,,,,
94,51233,Masterofhoenn,Xbox One,10h 29m,NR,,10670072,Completed,First,"March 08, 2020",10h 29m,,,,
95,51233,,Xbox One,10h 30m,NR,,7021215,Completed,First,,10h 30m,15h 13m 38s,18h 22m,,
96,51233,Artog,PC,10h 30m,NR,,10869079,Completed,First,"January 24, 2020",10h 30m,,,,
97,51233,Florisvlc,PC,10h 30m,90%,As fast as possible,10864661,Completed,First,"January 23, 2020",10h 30m,,,,
98,51233,Freak0104,PlayStation 4,10h 30m,NR,,7967888,Completed,First,"January 05, 2019",10h 30m,,,,
99,51233,asotahu,PC,10h 30m,NR,,11080259,Completed,First,"March 08, 2020",10h 30m,,,,
100,51233,shaib,PC,10h 30m,NR,,10898170,Completed,First,"January 27, 2020",10h 30m,,,,
101,51233,Fanha,PC,10h 34m,90%,,7895281,Completed,First,"December 30, 2018",10h 34m,,,,
102,51233,SomeBadArtist,PC,10h 35m,NR,,7811268,Completed,First,"December 24, 2018",10h 35m,,,,
103,51233,Badinfos,PC,10h 49m,NR,,11333025,Completed,First,February 2019,10h 49m 23s,,,,
104,51233,,PC,10h 50m,NR,,10959196,Completed,First,,10h 50m,,,,
105,51233,IzzyWuff,PC,10h 53m,NR,Just playing normally through the story.,11894221,Completed,First,"June 02, 2020",10h 53m,,,,
106,51233,,PlayStation 4,10h 56m,NR,,7241672,Completed,First,,10h 56m 23s,,,,
107,51233,,PC,11h,NR,,7076020,Completed,First,,11h,,,,
108,51233,,Xbox One,11h,NR,,7818023,Completed,First,,11h,,,,
109,51233,,PC,11h,NR,,8018862,Completed,First,,11h,,,,
110,51233,,Xbox One,11h,NR,,8406003,Completed,First,,11h,,,,
111,51233,,PC,11h,NR,,10415309,Completed,First,,11h,,,,
112,51233,005alpha,PC,11h,70%,,7414596,Completed,First,November 2018,11h,,,,
113,51233,0nel1fegamr,PC,11h,80%,,6953400,Completed,First,"December 07, 2019",11h,,,,
114,51233,ACE_V,PC,11h,70%,,8581796,Completed,First,"April 07, 2019",11h,,,,
115,51233,Aevumm,Xbox One,11h,NR,"Rite of Passage difficulty, 1 extra tomb",10962306,Completed,First,"February 08, 2020",11h,,,,
116,51233,Alta,PC,11h,90%,,11073690,Completed,First,"March 01, 2020",11h,,,,
117,51233,Badger224,PC,11h,NR,normal difficulty across the board,7845615,Completed,First,"December 27, 2018",11h,,,,
118,51233,Minimon100,PC,11h,NR,,10795080,Completed,First,"January 01, 2020",11h,,,,
119,51233,MischienWelJordi,PC,11h,NR,,11999318,Completed,First,,11h,,,,
120,51233,NicolasT,PlayStation 4,11h,NR,,8581034,Completed,First,,11h,,,,
121,51233,Raczaron,PC,11h,NR,,10937750,Completed,First,"February 04, 2020",11h,,23h,,
122,51233,Tredil,Xbox One,11h,80%,,7108818,Completed,First,"September 23, 2018",11h,,,,
123,51233,acjessen,PC,11h,90%,,7059852,Completed,First,"September 16, 2018",11h,,,"wirklich ""nur"" Hauptstory.",
124,51233,Private,PC,11h,50%,,10509146,Completed,First,"December 03, 2019",11h,,,,
125,51233,davidmaggs,PlayStation 4,11h,NR,,8020621,Completed,First,"January 11, 2019",11h,,,,
126,51233,dimodc,PC,11h,NR,,8975367,Completed,First,"January 12, 2019",11h,,,,
127,51233,Private,Xbox One,11h,70%,,8630963,Completed,First,"May 18, 2019",11h,,,,
128,51233,myhubris,PC,11h,NR,,11882069,Completed,First,"April 02, 2020",11h,,,,
129,51233,Private,PC,11h,NR,,7946955,Completed,First,"January 04, 2019",11h,,,,
130,51233,ulvhedin_,PC,11h,70%,,11101661,Completed,First,,11h,,,,
131,51233,Private,PC,11h,NR,,9692602,Completed,First,"September 30, 2019",11h,,,,
132,51233,zhochste,Xbox One,11h,NR,,9058739,Completed,First,"June 29, 2019",11h,,,,
133,51233,JoshuaTheStarr,PC,11h 03m,90%,,7938242,Playing Completed,First,"June 18, 2019",11h 03m 50s,,,,11h 58m 23s /
134,51233,,PlayStation 4,11h 04m,NR,Normal,7105820,Completed,First,,11h 04m,,,,
135,51233,,PlayStation 4,11h 05m,NR,,7886020,Completed,First,,11h 05m,,,,
136,51233,KMoney,Xbox One,11h 06m,90%,,7071204,Completed,First,"January 22, 2019",11h 06m,,,,
137,51233,epitschke,PlayStation 4,11h 06m,NR,,11518925,Completed,First,"April 20, 2020",11h 06m 30s,,,,
138,51233,dizzykei,PC,11h 11m,20%,,10452768,Completed,First,"November 18, 2019",11h 11m 11s,,,,
139,51233,,PlayStation 4,11h 12m,NR,,7775757,Completed,First,,11h 12m,,,,
140,51233,snipher,Xbox One,11h 16m,NR,,7517349,Completed,First,"March 12, 2019",11h 16m,,,,
141,51233,thegameguy241,PC,11h 18m,NR,,11535319,Completed,First,"April 23, 2020",11h 18m,,,,
142,51233,,PC,11h 20m,NR,,7249209,Completed,First,,11h 20m,,,,
143,51233,,PC,11h 26m,NR,Not the best of the games but good visual effects and cut scenes.,8146698,Completed,First,,11h 26m,,,,
144,51233,ernestmarza,PC,11h 30m,NR,,8888314,Completed,First,,11h 30m,,,,
145,51233,kisamek05,PlayStation 4,11h 30m,80%,,9369270,Completed,First,"January 17, 2019",11h 30m,,,,
146,51233,lopuxilo,Xbox One,11h 30m,NR,,8709296,Completed,First,"May 02, 2019",11h 30m,,,,
147,51233,Barch,PlayStation 4,11h 33m,NR,,6264908,Backlog Completed,First,"September 27, 2018",11h 33m 52s,,,,11h 33m 52s /
148,51233,Koalaman130,PC,11h 38m,70%,"Played on hard and did side quests and challenge tombs that were along the path, I did not go out of my way to search",10626789,Completed,First,"January 04, 2020",11h 38m,,,Played on hard,
149,51233,juliocbpires,Xbox One,11h 40m,NR,,10504618,Completed,First,,11h 40m,,,,
150,51233,Mynotaurio,Xbox One,11h 41m,90%,,10945975,Completed,First,2020,11h 41m,,,,
151,51233,Fonslayer,Xbox One,11h 45m,NR,,10976068,Completed,First,"February 11, 2020",11h 45m,,,,
152,51233,luizbuschetto,Xbox One,11h 47m,NR,,10536823,Completed,First,"December 03, 2019",11h 47m,,,,
153,51233,,PC,12h,NR,,7109749,Completed,First,,12h,,,,
154,51233,,PC,12h,NR,,10731151,Completed,First,,12h,,,,
155,51233,,PC,12h,NR,,11443001,Completed,First,,12h,,,,
156,51233,Amaury,PC,12h,NR,,7391090,Completed,First,"November 05, 2018",12h,,,,
157,51233,Copeland1994,Xbox One,12h,90%,,10985898,Replay Completed,Replay,"January 16, 2020",12h,,,,12h /
158,51233,Daaynreg2,PC,12h,NR,,7110559,Completed,First,"November 01, 2018",12h,,,,
159,51233,Divad006,Xbox One,12h,NR,,7547967,Completed,First,"December 28, 2018",12h,,,,
160,51233,Ezarus,PlayStation 4,12h,NR,,10803221,Completed,First,"January 13, 2020",12h,,,,
161,51233,FznRfq,PC,12h,80%,Difficulty level - One with the jungle (Hardest),7825175,Completed,First,"December 26, 2018",12h,,,,
162,51233,Private,PlayStation 4,12h,NR,,7835617,Completed,Replay,,12h,,,,
163,51233,PaleoSteno,PC,12h,NR,,8194191,Completed,First,"May 03, 2020",12h,,,,
164,51233,Pillendreher,PC,12h,70%,,8668748,Completed,First,"April 24, 2019",12h,,,,
165,51233,Reless85,PC,12h,70%,,11167040,Completed,First,"March 10, 2020",12h,,,,
166,51233,Private,Xbox One,12h,NR,,10641009,Completed,First,2020,12h,,,,
167,51233,blitzfire,PC,12h,60%,,8822164,Completed,First,,12h,,,,
168,51233,cottboi,PlayStation 4,12h,80%,,10562526,Completed,First,,12h,,,,
169,51233,Private,PC,12h,60%,,10190678,Completed,First,"October 05, 2019",12h,,,,
170,51233,gamole,PC,12h,NR,,11415368,Completed,First,"April 11, 2020",12h,,,,
171,51233,Private,PlayStation 4,12h,70%,,8513281,Completed,First,"March 24, 2019",12h,16h,,,
172,51233,hamchan,Xbox One,12h,NR,,8926761,Completed,First,"June 03, 2019",12h,,,,
173,51233,janjatinho,PC,12h,70%,,10626363,Completed,First,"February 10, 2020",12h,,,,
174,51233,leyeti,PlayStation 4,12h,70%,,7157248,Completed,First,"September 30, 2018",12h,,20h,,
175,51233,markx182,PC,12h,80%,Only 2/9 challenge tombs,8737557,Completed,First,"May 07, 2019",12h,,,,
176,51233,mmakk,PC,12h,NR,,7496432,Completed,First,"December 03, 2018",12h,,,,
177,51233,mrbaggs,PC,12h,NR,,11473564,Completed,First,"April 17, 2020",12h,,,,
178,51233,petiepiranha,PC,12h,NR,,9095689,Completed,First,"July 07, 2019",12h,,,,
179,51233,tasos997,PC,12h,NR,,7819690,Completed,First,"December 25, 2018",12h,,,,
180,51233,KeunGom,PlayStation 4,12h,NR,,8009059,Completed,First,"January 15, 2019",12h 39s,,,,
181,51233,,PlayStation 4,12h 08m,NR,,7041780,Completed,First,,12h 08m,,,,
182,51233,,PC,12h 10m,NR,100% completion for first few areas then very little side missions/crypts after.,7042496,Completed,First,,12h 10m,,,,
183,51233,luki1051,PC,12h 10m,90%,,9154686,Completed,First,"January 03, 2020",12h 10m,,,,
184,51233,zwoin,PlayStation 4,12h 10m,NR,,10936706,Completed,First,"March 06, 2020",12h 10m,,,,
185,51233,Roberoo,Xbox One,12h 15m,NR,,8577222,Completed,First,"July 17, 2019",12h 15m,,,,
186,51233,alexisplaying,PC,12h 15m,90%,,7441769,Completed,First,"November 09, 2018",12h 15m,,,,
187,51233,Cooltato,Xbox One,12h 16m,80%,,10929337,Completed,First,"March 24, 2019",12h 16m,,,,
188,51233,,PC,12h 20m,NR,,11328123,Completed,First,,12h 20m,20h 10m,33h 30m,,
189,51233,thailore,PlayStation 4,12h 20m,NR,Some side quests were completed. Some exploration,7521022,Completed,First,,12h 20m,,,,
190,51233,Sap1ing,PC,12h 25m,NR,,10602230,Completed,First,"December 16, 2019",12h 25m,,,,
191,51233,Linkelda,Xbox One,12h 29m,80%,,8695129,Completed,First,,12h 29m,,,,
192,51233,,PC,12h 30m,NR,,9024623,Completed,First,,12h 30m,,,,
193,51233,Bassel316,PC,12h 30m,60%,,7281509,Completed,First,,12h 30m,,,,
194,51233,Blinknspark,PC,12h 30m,NR,,7111627,Completed,First,"September 24, 2018",12h 30m,,,,
195,51233,IdiotEastwood,PC,12h 30m,70%,,8574518,Completed,First,,12h 30m,,,,
196,51233,Katerona,PlayStation 4,12h 30m,NR,,11577267,Completed,First,"April 25, 2020",12h 30m,,,,
197,51233,Luckyycharm,PC,12h 30m,NR,,7345878,Completed,First,"October 28, 2018",12h 30m,,,,
198,51233,RealBig_Boss,PlayStation 4,12h 30m,60%,,9316945,Playing Completed,First,"June 01, 2019",12h 30m,,,,
199,51233,djnso,Xbox One,12h 30m,NR,75%,7238767,Completed,First,"October 05, 2018",12h 30m,,,,
200,51233,dwoodsy,PC,12h 30m,NR,,11315232,Completed,First,"April 01, 2019",12h 30m,,,,
201,51233,ei02028,PlayStation 4,12h 30m,70%,,7148729,Completed,First,"October 19, 2018",12h 30m,,,,
202,51233,zanychelly,PlayStation 4,12h 30m,NR,,11585853,Completed,First,"April 28, 2020",12h 30m,20h 30m,,,
203,51233,repyh,Xbox One,12h 31m,80%,,8951339,Completed,First,,12h 31m,,,,
204,51233,Jacob_Darka,PC,12h 33m,90%,,7364214,Custom List Completed,First,"November 05, 2018",12h 33m,18h 51m,25h 28m,,25h 28m /
205,51233,Private,PC,12h 34m,NR,,11003422,Completed,First,"February 17, 2020",12h 34m,,,,
206,51233,Castig8r86,Xbox One,12h 35m,NR,,11110805,Completed,First,"December 06, 2019",12h 35m 44s,,,,
207,51233,,Xbox One,12h 50m,NR,,9519240,Completed,First,,12h 50m,,,,
208,51233,,PC,12h 50m,NR,,7052101,Completed,First,,12h 50m 20s,,,,
209,51233,limitlessbritt,PC,12h 56m,70%,,7172109,Completed,First,"December 14, 2018",12h 56m 17s,,,,
210,51233,Tusk,PC,12h 59m,80%,Some tombs and exploration 69%.,8174657,Completed,First,"January 31, 2019",12h 59m,,,,
211,51233,,PC,13h,NR,,8775711,Completed,First,,13h,,,,
212,51233,,PlayStation 4,13h,NR,,10344961,Completed,First,,13h,,,,
213,51233,2lee,PlayStation 4,13h,50%,,9346043,Completed,First,"June 06, 2019",13h,,,,
214,51233,Alex5101,PlayStation 4,13h,70%,,8927419,Completed,First,"August 11, 2019",13h,,,,
215,51233,ChipThunder,PC,13h,80%,Played on One with the Jungle difficulty,11851234,Completed,First,"May 26, 2020",13h,,,,
216,51233,Giggykibbles709,Xbox One,13h,NR,,10934350,Completed,First,,13h,,,,
217,51233,GodotIV,PlayStation 4,13h,80%,,11141229,Completed,First,"March 11, 2020",13h,,,,
218,51233,Grayfox001,PlayStation 4,13h,NR,,11635066,Completed,First,"September 16, 2019",13h,,,,
219,51233,JvPelison,PlayStation 4,13h,NR,,8159808,Completed,First,"January 29, 2019",13h,,,,
220,51233,RustedGround,PC,13h,NR,,7157279,Completed,First,"October 01, 2018",13h,,,,
221,51233,Skrimir,PC,13h,NR,,8032141,Completed,First,"January 13, 2019",13h,,,,
222,51233,Thorassor,PC,13h,NR,,9318298,Completed,First,"August 07, 2019",13h,,,,
223,51233,Tisba,PC,13h,70%,,7729018,Completed,First,"December 12, 2018",13h,23h,29h,,
224,51233,UncivilPlayer,PlayStation 4,13h,NR,,11384729,Completed,First,"April 08, 2020",13h,,,,
225,51233,XDDX,PC,13h,NR,,10958953,Completed,First,"February 08, 2020",13h,,,,
226,51233,Private,PC,13h,NR,,7845028,Completed,First,"December 19, 2018",13h,,,,
227,51233,bigabig,PC,13h,100%,,8841181,Completed,First,"May 26, 2019",13h,,,,
228,51233,elpiop,PC,13h,NR,,11149776,Completed,First,October 2018,13h,,,,
229,51233,gplayersv,PC,13h,70%,,8327861,Completed,First,"February 22, 2019",13h,,,,
230,51233,ikari88,PlayStation 4,13h,70%,,7012224,Completed,First,"October 22, 2018",13h,,,,
231,51233,mcikes,PlayStation 4,13h,80%,,9023993,Completed,First,"June 23, 2019",13h,,,,
232,51233,md1032,PC,13h,NR,,9327226,Completed,First,"August 08, 2019",13h,,,,
233,51233,monchote,PC,13h,60%,,11901342,Completed,First,"June 04, 2020",13h,,,,
234,51233,paleselan,PlayStation 4,13h,NR,,7840164,Completed,First,"December 27, 2018",13h,,,,
235,51233,pnxbwood,PlayStation 4,13h,NR,,10324815,Completed,First,"October 30, 2019",13h,,,,
236,51233,Private,PlayStation 4,13h,NR,,7529363,Completed,First,"November 25, 2018",13h,,,,
237,51233,suppersalmon,Xbox One,13h,NR,,10800660,Completed,First,"January 11, 2020",13h,,,,
238,51233,sirlysander,PC,13h 02m,NR,,10942034,Completed,First,"February 05, 2020",13h 02m 02s,,,,
239,51233,,PlayStation 4,13h 05m,NR,,7250492,Completed,First,,13h 05m,,,,
240,51233,dggoodluck,PlayStation 4,13h 05m,80%,,7250522,Completed,First,"October 14, 2018",13h 05m,15h 30m,,,
241,51233,DIXIEKNORMOUS,Xbox One,13h 07m,90%,,8559847,Completed,First,"April 03, 2019",13h 07m,,,,
242,51233,akeytronik,Xbox One,13h 09m,NR,,8224757,Completed,First,"July 16, 2019",13h 09m,,,,
243,51233,Gajaal,PC,13h 10m,70%,,7557483,Completed,First,"November 29, 2018",13h 10m,,,,
244,51233,MikeLanDSBR,Xbox One,13h 11m,NR,,8825486,Completed,First,"May 21, 2019",13h 11m,,,,
245,51233,Joshster_1,PlayStation 4,13h 15m,90%,,8331357,Completed,First,"February 14, 2019",13h 15m,,,,
246,51233,murdoc,Xbox One,13h 15m,NR,,10180571,Completed,First,"July 07, 2019",13h 15m,23h 02m,,,
247,51233,xkanji,PlayStation 4,13h 15m,80%,,10770664,Completed,First,,13h 15m,19h 25m,,,
248,51233,Cacalo,PC,13h 30m,NR,,7678780,Completed,First,"December 09, 2018",13h 30m,,,,
249,51233,Ciclon,PC,13h 30m,70%,,10556596,Completed,First,"April 16, 2020",13h 30m,,,,
250,51233,KummaChristopher,PlayStation 4,13h 30m,80%,,8988003,Completed,First,"June 17, 2019",13h 30m,,,,
251,51233,Storm94,PC,13h 30m,NR,,8053536,Completed,First,"September 26, 2018",13h 30m,21h,,,
252,51233,TakerThePhenom,PlayStation 4,13h 30m,80%,,8358242,Completed,First,"February 25, 2019",13h 30m,,,,
253,51233,bdzz,PC,13h 30m,NR,,10554023,Completed,First,"January 07, 2020",13h 30m,,,,
254,51233,rmwhitaker23,PC,13h 30m,70%,,8076406,Completed,First,"January 20, 2019",13h 30m,,,,
255,51233,zolebug,PC,13h 30m,NR,,10859970,Completed,First,"January 22, 2020",13h 30m,,,,
256,51233,,PlayStation 4,13h 35m,NR,,7148621,Completed,Replay,,13h 35m,20h,39h,,
257,51233,,Xbox One,13h 43m,NR,,8570785,Completed,First,,13h 43m,,,,
258,51233,Danny1612,PC,13h 45m,NR,,8643115,Completed,First,"January 19, 2019",13h 45m 21s,,,,
259,51233,Mialsa,PlayStation 4,13h 45m,NR,,11526630,Completed,First,"April 09, 2020",13h 45m 50s,,,,
260,51233,IDK7,Xbox One,13h 49m,NR,,11507021,Completed,First,"April 20, 2020",13h 49m,,,,
261,51233,Fluxjay12,PlayStation 4,13h 56m,NR,,11381877,Completed,First,"January 31, 2020",13h 56m,,,,
262,51233,,PlayStation 4,14h,NR,,7019696,Completed,First,,14h,,,,
263,51233,,PC,14h,NR,,7260256,Completed,First,,14h,27h,,,
264,51233,,PC,14h,NR,,10622601,Completed,First,,14h,22h,35h 30m,,
265,51233,2NA,Xbox One,14h,NR,,10830752,Completed,First,"February 09, 2020",14h,18h 22m,,,
266,51233,AndyBattle,Xbox One,14h,NR,,11143449,Completed,First,"May 12, 2019",14h,,,,
267,51233,Copeland1994,PlayStation 4,14h,90%,,10986049,Completed,First,"September 22, 2018",14h,,,,
