,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completionist,Completion,Personal Notes,Progress,Co-Op
43,26706,Tusk,PC,14h 24m,50%,,5349040,Completed,First,14h 24m,,,"November 19, 2017",,,
44,26706,theplump,PC,14h 24m,80%,,1836394,Completed,First,14h 24m,,,"December 08, 2015",,,
45,26706,PemposPista,PC,14h 30m,NR,,11836617,Completed,First,14h 30m,,,"May 31, 2020",,,
46,26706,,PlayStation 4,14h 37m,NR,,2625199,Completed,First,14h 37m 13s,32h 01m 19s,51h 39m 53s,,,,
47,26706,Bogdan62,PC,14h 50m,100%,,4393438,Completed,First,14h 50m 24s,,,"May 14, 2017",,,
48,26706,andrewl3779,PlayStation 4,14h 53m,90%,"Time taken from Ubisoft Club Statistics (Less accurate, I don't think it counts cutscenes) Did lot's of side missions.",5081137,Completed,First,14h 53m,,,"September 21, 2017",,,
49,26706,,PlayStation 4,15h,NR,,2055764,Completed,First,15h,22h,,,,,
50,26706,,PlayStation 4,15h,NR,,2062446,Completed,First,15h,30h,50h,,,,
51,26706,,PC,15h,NR,,2236355,Completed,First,15h,24h,105h,,,,
52,26706,,PC,15h,NR,After first half pretty boring,3867295,Completed,First,15h,,,,,,
53,26706,,PC,15h,NR,,6229437,Completed,First,15h,30h,41h,,,,
54,26706,AlbertoSauce,PlayStation 4,15h,NR,,8355949,Completed,First,15h,,,"June 17, 2019",,,
55,26706,Jeveritt117,Xbox One,15h,NR,,6533653,Completed,First,15h,28h,,"May 13, 2016",,,
56,26706,Maelor,PC,15h,60%,,7391033,Completed,First,15h,,,"November 05, 2018",,,
57,26706,MrH1,PC,15h,70%,,2880101,Completed,First,15h,,,"April 18, 2016","Just the story, no fluff.",,
58,26706,Nainetsu99,PC,15h,50%,,8542455,Completed,First,15h,17h,,"April 05, 2019",,,
59,26706,Thekoolbean,Xbox One,15h,80%,,1986817,Completed,First,15h,,,"October 28, 2015",,,
60,26706,XDDX,PlayStation 4,15h,NR,,2052695,Completed,First,15h,,,"November 06, 2015",,,
61,26706,cottboi,Xbox One,15h,80%,,4398294,Completed,First,15h,45h,,,,,
62,26706,darkrepast,Xbox One,15h,100%,Also conquered the whole city and the secret level.,2100949,Completed,First,15h,27h,,"November 17, 2015",,,
63,26706,dodomania8,PlayStation 4,15h,80%,,2922043,Completed,First,15h,,,,,,
64,26706,fetahundenyoda,PC,15h,90%,,2732328,Completed,First,15h,,,"March 15, 2016",,,
65,26706,gamblor88,PlayStation 4,15h,90%,,3153701,Completed,First,15h,,,"June 30, 2016",,,
66,26706,iamazad24,PC,15h,NR,,3609022,Completed,First,15h,,,"November 09, 2016",,,
67,26706,lliuttuk,PC,15h,40%,,6916861,Completed,First,15h,,,"February 19, 2016",,,
68,26706,lqd5,PC,15h,NR,,2387711,Completed,First,15h,,,"January 09, 2016",,,
69,26706,humpydoe,PlayStation 4,15h 22m,90%,,3625175,Completed,First,15h 22m 17s,33h 52m 21s,,"February 01, 2017",,,
70,26706,Private,PlayStation 4,15h 23m,NR,,8560760,Completed,First,15h 23m,26h 43m,,,,,
71,26706,mekoman,PlayStation 4,15h 23m,NR,,2062267,Completed,First,15h 23m 55s,20h 12m 15s,,"November 08, 2015",,,
72,26706,,Xbox One,15h 26m,NR,,6157584,Completed,First,15h 26m 27s,,,,,,
73,26706,Flourite,PlayStation 4,15h 27m,80%,,3188581,Completed,First,15h 27m,,,"July 08, 2016",,,
74,26706,Jacob_Darka,PC,15h 29m,100%,4th replay,7364358,Replay Completed,Replay,15h 29m,21h 19m,,"July 02, 2017",,21h 19m /,
75,26706,Odma,PC,15h 30m,80%,,9660203,Completed,First,15h 30m,,,"September 19, 2019",,,
76,26706,GoSic,PC,15h 31m,NR,,4529671,Completed,First,15h 31m 52s,,,"October 23, 2018",,,
77,26706,,PlayStation 4,15h 36m,NR,,6829270,Completed,First,15h 36m 09s,,,,,,
78,26706,,PlayStation 4,15h 47m,NR,,2898680,Completed,First,15h 47m,21h 56m,48h 17m,,,,
79,26706,Everdred,Xbox One,15h 56m,70%,Required content only.,2371218,Completed,First,15h 56m,,,"May 07, 2018",,,
80,26706,shaun8pickles,PlayStation 4,15h 57m,20%,Horrible campaign,4249380,Completed,First,15h 57m,,,"December 14, 2016",,,
81,26706,PKA42,PlayStation 4,15h 59m,70%,,2186202,Completed,First,15h 59m,,,"January 16, 2016",,,
82,26706,,PlayStation 4,16h,NR,,2391374,Completed,First,16h,30h 30m,,,,,
83,26706,,Xbox One,16h,NR,,3350068,Completed,Replay,16h,,,,,,
84,26706,,PlayStation 4,16h,NR,,4423088,Completed,First,16h,60h,113h,,,,
85,26706,Arno,PlayStation 4,16h,NR,,2233072,Playing Completed,First,16h,48h,60h,"January 02, 2016",,60h /,
86,26706,Gunloader420,PlayStation 4,16h,80%,,11915925,Completed,First,16h,,,"June 05, 2020",,,
87,26706,Igorth85,PlayStation 4,16h,NR,,3946888,Completed,First,16h,,,"February 06, 2017",,,
88,26706,Legendares,PC,16h,60%,,4528085,Completed,First,16h,,,,,,
89,26706,Private,PC,16h,NR,,6239321,Completed,First,16h,,,"May 13, 2018",,,
90,26706,MechaPutin,PC,16h,NR,,11069880,Completed,First,16h,,,"March 01, 2020",,,
91,26706,Merijnj,PC,16h,80%,,5296267,Completed,First,16h,38h,45h,"November 10, 2017",,,
92,26706,Saghbiny,PlayStation 4,16h,60%,,3331043,Completed,First,16h,,,"October 22, 2017",,,
93,26706,Private,PC,16h,70%,,5494490,Completed,First,16h,20h,,"December 20, 2017",,,
94,26706,Vinsuki,PC,16h,80%,,5758130,Completed,First,16h,30h,48h,"February 25, 2018",,,38h
95,26706,Private,PC,16h,NR,,3266090,Completed,First,16h,,,"July 28, 2016",,,
96,26706,branden1011,PC,16h,NR,,6128507,Completed,First,16h,,,"August 16, 2019",,,
97,26706,desunoto,PlayStation 4,16h,NR,,2009954,Completed,First,16h,24h,35h,,,,
98,26706,finalcloud17,PlayStation 4,16h,80%,,11232390,Completed,First,16h,,,"March 23, 2020",,,
99,26706,wanhero,PlayStation 4,16h,80%,,4647427,Completed,First,16h,28h,44h,"August 09, 2016",,,
100,26706,Jacob_Darka,PC,16h 07m,100%,3rd replay,7364353,Replay Completed,Replay,16h 07m,29h 27m,36h 23m,"July 21, 2016",,36h 23m /,
101,26706,kaidombrowski,PC,16h 10m,NR,,3174937,Completed,First,16h 10m,,,"July 04, 2016",,,
102,26706,slickochet,PC,16h 18m,NR,Only main story missions done.,2105535,Completed,First,16h 18m 36s,,,"November 20, 2015",,,
103,26706,ariakaz,PlayStation 4,16h 22m,NR,,4415752,Completed,First,16h 22m,,,"May 11, 2017",,,
104,26706,sarge007,Xbox One,16h 30m,NR,,7398804,Completed,First,16h 30m,,,"November 07, 2018",,,
105,26706,Private,PC,16h 35m,NR,,10734755,Completed,First,16h 35m,,,"May 11, 2018",,,
106,26706,sapphirone,PC,16h 50m,NR,,2154966,Completed,First,16h 50m,,,"November 29, 2015",,,
107,26706,VonDozier,PC,16h 52m,80%,,2682357,Completed,First,16h 52m 08s,,,"May 07, 2016",,,
108,26706,,PlayStation 4,17h,NR,,2930600,Completed,First,17h,30h,50h,,,,
109,26706,,PC,17h,NR,,3479648,Completed,First,17h,,,,,,
110,26706,,PlayStation 4,17h,NR,,4441251,Completed,First,17h,,,,,,
111,26706,,PC,17h,NR,,8862381,Completed,First,17h,,,,,,
112,26706,Autumnny,PC,17h,90%,,2253483,Completed,First,17h,,,"December 20, 2015",,,
113,26706,Damnboy,PC,17h,70%,,4146315,Completed,First,17h,,,"March 05, 2017",,,
114,26706,DannosPlz,PC,17h,60%,,2119749,Completed,First,17h,,,"November 21, 2015",,,
115,26706,Devster,PC,17h,NR,,6669137,Completed,First,17h,23h,,"July 25, 2018",,,
116,26706,MERIVS,PC,17h,NR,,8262010,Completed,First,17h,18h,,,,,
117,26706,Mattery,PC,17h,NR,,11075539,Completed,First,17h,,,"March 01, 2020",,,
118,26706,Potkanninja,PC,17h,NR,,11666614,Completed,First,17h,,,"May 07, 2020",,,
119,26706,RadekParek,PC,17h,NR,,6579879,Completed,First,17h,,,"July 10, 2018",,,
120,26706,Spizzik,PC,17h,NR,,7064682,Completed,First,17h,,,"September 21, 2018",,,
121,26706,ThoRCX,PlayStation 4,17h,60%,,2627822,Completed,First,17h,,,"February 21, 2016",,,
122,26706,Truong_913,PC,17h,90%,,4299358,Completed,First,17h,,40h,"April 11, 2017",,,
123,26706,Xxyba,PlayStation 4,17h,70%,,3441530,Completed,First,17h,,,"March 03, 2016",,,
124,26706,alexisplaying,PC,17h,100%,,2162071,Completed,First,17h,,,"November 30, 2015",,,
125,26706,billy2513,PlayStation 4,17h,NR,,4332888,Completed,Replay,17h,,,"April 19, 2017",,,
126,26706,ceegags,PC,17h,NR,,6439816,Completed,First,17h,,,"June 19, 2018",,,
127,26706,demonofnight,PlayStation 4,17h,NR,,3896809,Completed,First,17h,,,,,,
128,26706,geomegatest,PC,17h,NR,,11884666,Completed,First,17h,,,"June 01, 2020",,,
129,26706,jro3000,PlayStation 4,17h,NR,,4572736,Completed,First,17h,,,,,,
130,26706,kelvingoh89,PC,17h,NR,,6447536,Completed,First,17h,,,"August 01, 2016",,,
131,26706,miked879,PlayStation 4,17h,70%,,1987040,Completed,First,17h,,,"May 31, 2016",,,
132,26706,Private,PC,17h,40%,,12018064,Completed,First,17h,,,"June 17, 2020",,,
133,26706,zuw13,PlayStation 4,17h,NR,,4892840,Completed,First,17h,35h,50h,"January 08, 2016",,,
134,26706,Bikioman,PlayStation 4,17h 10m,80%,,6850289,Completed,First,17h 10m,30h,,"January 10, 2016",,,
135,26706,corsayr,PC,17h 11m,80%,,11146984,Completed,First,17h 11m,,,"March 22, 2020",,,
136,26706,gronkosh,PlayStation 4,17h 11m,NR,,11809672,Completed,First,17h 11m,,,"May 12, 2020",,,
137,26706,Jacob_Darka,PC,17h 13m,100%,2nd replay,7364307,Replay Completed,Replay,17h 13m,38h 21m,45h 32m,"February 14, 2016",,45h 32m /,
138,26706,rasmus152,Xbox One,17h 27m,NR,,6652814,Completed,First,17h 27m 56s,,75h 34m,"August 07, 2018",,,
139,26706,RadicalNala,PlayStation 4,17h 30m,70%,,7645593,Completed,First,17h 30m,,,"December 05, 2018",,,
140,26706,Troyo,PC,17h 30m,90%,,5377121,Completed,First,17h 30m,40h 30m,,"December 10, 2017",,,
141,26706,songoku8832,PlayStation 4,17h 30m,60%,,9420576,Replay Completed,Replay,17h 30m,,,"July 25, 2018",,,
142,26706,LopperUK,PC,17h 50m,80%,"Finished main story, did a bunch of the gang territory quests aswell.",3367975,Completed,First,17h 50m,,,"August 27, 2016",,,
143,26706,,PC,18h,NR,"Some extra quests, not a lot",7057416,Completed,First,18h,,,,,,
144,26706,,PC,18h,NR,,7818655,Completed,First,18h,,,,,,
145,26706,ACE_V,PlayStation 4,18h,70%,,6872374,Completed,First,18h,,,December 2015,,,
146,26706,Aleriza,PlayStation 4,18h,NR,,4209002,Completed,First,18h,30h,48h 30m,"January 20, 2017",,,
147,26706,Altair_1304,PlayStation 4,18h,NR,,10855235,Completed,First,18h,22h,,,,,
148,26706,Brak,PlayStation 4,18h,70%,,2520185,Completed,First,18h,,,"February 03, 2016",,,
149,26706,CaptainCTRL,PC,18h,NR,,5312548,Completed,First,18h,30h,,"December 10, 2017",,,
150,26706,FUki,PlayStation 4,18h,60%,,7277940,Completed,First,18h,,,,,,
151,26706,Felypson,PlayStation 4,18h,80%,,5003762,Completed,First,18h,34h,55h,"January 10, 2016",,,
152,26706,Grayfox001,PlayStation 4,18h,NR,,6130502,Completed,First,18h,,,"January 13, 2016",,,
153,26706,SuperRing,PlayStation 4,18h,NR,,5349258,Completed,First,18h,,,"November 19, 2017",,,
154,26706,dzb,Xbox One,18h,NR,,8688359,Completed,First,18h,,,"April 26, 2019",,,
155,26706,lecram,PlayStation 4,18h,NR,,5474774,Completed,First,18h,32h,50h,"December 15, 2017",,,
156,26706,Private,PlayStation 4,18h,50%,,3005266,Completed,First,18h,,,"July 16, 2019",,,
157,26706,Private,PC,18h,80%,,6064585,Completed,First,18h,,,"March 31, 2018",,,
158,26706,ptb4life,PC,18h,NR,,3445690,Completed,First,18h,24h,,"September 21, 2016",,,
159,26706,sikk,PC,18h,NR,,7450439,Completed,First,18h,,,"November 14, 2018",,,
160,26706,,PlayStation 4,18h 06m,NR,,6379480,Completed,First,18h 06m 56s,,,,,,
161,26706,Badinfos,PC,18h 07m,NR,,11333010,Completed,First,18h 07m 37s,,,January 2019,,,
162,26706,Jacob_Darka,PC,18h 12m,100%,,7364302,Custom List Completed,First,18h 12m,41h 40m,58h 20m,"December 26, 2015",,58h 20m /,
163,26706,a7xezio07,Xbox One,18h 20m,70%,,4891775,Completed,First,18h 20m,38h 45m,,"March 30, 2017",,,
164,26706,snappums,PC,18h 20m,NR,,3630533,Completed,First,18h 20m,,,"December 09, 2017",,,
165,26706,pacheco8011,PlayStation 4,18h 25m,NR,,6795379,Completed,First,18h 25m,,,"August 06, 2018",,,
166,26706,DIXIEKNORMOUS,PlayStation 4,18h 29m,70%,,11699567,Completed,First,18h 29m,,,"May 10, 2020",,,
167,26706,,PlayStation 4,18h 30m,NR,,5474766,Completed,First,18h 30m,32h 15m,40h,,,,
168,26706,Private,PC,18h 36m,NR,,3755299,Completed,First,18h 36m 23s,,,"December 12, 2016",,,
169,26706,Private,PC,18h 40m,NR,,3523691,Completed,First,18h 40m 21s,,,"March 30, 2015",,,
170,26706,ezio_arceus,PC,18h 44m,80%,,3216458,Completed,First,18h 44m 33s,40h 40m 49s,,"May 16, 2016",,,
171,26706,Joshster_1,PlayStation 4,18h 45m,80%,,3566216,Completed,First,18h 45m,27h 45m,,"May 24, 2016",,,
172,26706,typ12,PlayStation 4,18h 53m,NR,,10550936,Completed,First,18h 53m,,,,,,
173,26706,,PC,19h,NR,,8490527,Completed,First,19h,,,,,,
174,26706,,PC,19h,NR,,11407686,Completed,First,19h,,,,,,
175,26706,Matssol,PC,19h,NR,,3110103,Completed,First,19h,,,"June 19, 2016",,,
176,26706,Private,PC,19h,90%,,7086416,Completed,First,19h,27h,58h,"July 31, 2018","Eu já tinha feito a maioria das extras e missões, mas o jogo perdeu o save, repeti, só que bem mais rápido, se não iria ter contado mais horas do que fiz acima.",,
177,26706,Private,Xbox One,19h,100%,,2130084,Completed,First,19h,40h,43h,"November 04, 2015",,,
178,26706,Private,PlayStation 4,19h,70%,,6096900,Completed,First,19h,,,,,,
179,26706,Private,PC,19h,NR,,9331978,Completed,First,19h,,,,,,
180,26706,FlorinEmil32,PC,19h 09m,80%,,10167038,Completed,First,19h 09m,,,"September 30, 2019",,,
181,26706,,Xbox One,19h 24m,NR,,2086759,Completed,First,19h 24m 03s,26h 44m 19s,,,,,
182,26706,JamesSCFC89,PlayStation 4,19h 26m,NR,,4801542,Completed,First,19h 26m,34h 30m,59h 40m,"July 21, 2017",,,
183,26706,Neo1771991,PlayStation 4,19h 35m,NR,,2190353,Completed,First,19h 35m,,,"January 03, 2016",,,
184,26706,DeathKillerNOR,PC,19h 40m,NR,https://www.youtube.com/playlist?list=PLFswjBcT5amw6A1D7j0ioxc2my15U1wMd,11805459,Completed,First,19h 40m,,,"October 20, 2018",,,
185,26706,steelshot_,PC,19h 54m,NR,,8583836,Completed,First,19h 54m 37s,,,,,,
186,26706,,PlayStation 4,20h,NR,,3188087,Completed,First,20h,30h,50h,,,,
187,26706,AlfredoSanchez,PC,20h,80%,,10592334,Completed,First,20h,,,"December 14, 2019",,,
188,26706,Batpadre,PC,20h,NR,,7018615,Completed,First,20h,32h,,"July 06, 2018",,,
189,26706,Private,Xbox One,20h,70%,,5403484,Completed,First,20h,,,"December 01, 2017",,,
190,26706,JCalum1,PlayStation 4,20h,70%,,9106759,Completed,First,20h,,,"December 27, 2016",,,
191,26706,Private,PC,20h,70%,,9472732,Completed,First,20h,31h,,"August 28, 2019",,,
192,26706,JustinBB7,PC,20h,NR,,10386374,Completed,First,20h,,,"November 09, 2019",,,
193,26706,Kartelaar,PlayStation 4,20h,NR,,8119132,Completed,First,20h,,,"January 25, 2019",,,
194,26706,NicolasDSTR,PlayStation 4,20h,70%,,10751820,Completed,First,20h,,,"December 12, 2019",,,
195,26706,Private,PlayStation 4,20h,90%,não fiz,10949230,Completed,Replay,20h,35h,,"June 25, 2017",,,
196,26706,The_Leachman,Xbox One,20h,NR,,5359434,Completed,First,20h,,,"February 14, 2016",,,
197,26706,Tiger_1400,PC,20h,80%,,6872590,Completed,First,20h,33h 26m,57h 55m,"August 20, 2017",,,
198,26706,Viper619,PC,20h,80%,"Boring early, picks up midway to the end",5133760,Completed,First,20h,,,"October 05, 2017",,,
199,26706,Private,PlayStation 4,20h,80%,,5777116,Custom List Completed,First,20h,40h,50h,"November 23, 2018",,40h /,
200,26706,akbhagat97,PlayStation 4,20h,NR,,10678318,Completed,First,20h,,,,,,
201,26706,desunoto,PlayStation 4,20h,80%,Theres a lot of trophies that take forever to grind for.,2116930,Completed,First,20h,35h,50h,"November 21, 2015",,,
202,26706,endyenvy,PC,20h,NR,,10379051,Completed,First,20h,,,"November 08, 2019",,,
203,26706,friendlyfirepewpew,PlayStation 4,20h,70%,,8643246,Completed,First,20h,25h,,"April 19, 2019",,,
204,26706,ketiakpaus,PC,20h,80%,,9653532,Completed,First,20h,,,"September 15, 2019",,,
205,26706,moseng16,PlayStation 4,20h,NR,,8093206,Completed,First,20h,,,"January 21, 2019",,,
206,26706,nOrdan,PC,20h,NR,,9697871,Playing Completed,First,20h,32h,,"September 22, 2019",,,
207,26706,naruto14,PC,20h,NR,,8890378,Completed,First,20h,,,,,,
208,26706,niceTCyou,Xbox One,20h,80%,,2505959,Completed,First,20h,41h,,"January 31, 2016",,,
209,26706,nicktmills,PC,20h,90%,,9050501,Completed,First,20h,,,"June 28, 2019",,,
210,26706,Private,PC,20h,NR,,4007936,Completed,First,20h,60h,80h,"December 11, 2017",,,
211,26706,paleselan,PlayStation 4,20h,NR,,3286125,Completed,First,20h,,,"August 03, 2016",,,
212,26706,shadehunter,Xbox One,20h,NR,,4172412,Completed,First,20h,,,,,,
213,26706,soqotra_,PC,20h,60%,,11928142,Completed,First,20h,,,2015,,,
214,26706,xAbyssWatcher,PC,20h,NR,,10349749,Completed,First,20h,,,"June 24, 2019",,,
215,26706,zolebug,PlayStation 4,20h,NR,,8456677,Completed,First,20h,,,"March 12, 2019",,,
216,26706,Roosevelt,Xbox One,20h 02m,80%,,11661959,Completed,First,20h 02m,,,"May 08, 2020",,,
217,26706,,PlayStation 4,20h 06m,NR,,2115376,Completed,First,20h 06m 07s,39h 24m 34s,62h 18m 14s,,,,
218,26706,ProfDali,PC,20h 12m,NR,,8401243,Completed,First,20h 12m,54h 22m,,"March 04, 2018",,,
219,26706,Arbiex,PlayStation 4,20h 30m,NR,,2016224,Completed,First,20h 30m,,,"October 28, 2015",,,
220,26706,zerox102,PC,20h 30m,30%,About half the boroughs and enough side content to level up to recommended levels,11877542,Completed,First,20h 30m,,,"May 07, 2020",,,
221,26706,,PC,21h,NR,,3449385,Completed,First,21h,,,,,,
222,26706,,Xbox One,21h,NR,,9660574,Completed,First,21h,,,,,,
223,26706,DarthGibblet,PlayStation 4,21h,NR,,5381533,Completed,First,21h,,,"October 05, 2018",,,
224,26706,gringlas,PC,21h,60%,,10739517,Completed,First,21h,,,"January 03, 2020",,,
225,26706,Tymkot,Xbox One,21h 11m,NR,,6129147,Completed,First,21h 11m 04s,,,"October 02, 2018",,,
226,26706,FznRfq,PlayStation 4,21h 13m,90%,Superb game_i enjoyed playing every second of it. A vast improvement over the last AC. Jacob and Evie are awesome.,2578858,Completed,First,21h 13m 48s,,,"February 14, 2016",,,
227,26706,zackner,PlayStation 4,21h 23m,80%,,3241097,Completed,First,21h 23m,,,"July 19, 2016",,,
228,26706,,PlayStation 4,22h,NR,,7466446,Completed,First,22h,,,,,,
229,26706,,PC,22h,NR,,11390657,Completed,First,22h,26h,,,,,
230,26706,TheTobster,Xbox One,22h,80%,,10321355,Completed,First,22h,37h,65h 50m,"January 08, 2017",,,
231,26706,bendikts,PC,22h,NR,,8415407,Completed,First,22h,,,"March 19, 2019",,,
232,26706,notsofastturtle,PC,22h,NR,,6473325,Completed,First,22h,,,"April 06, 2018",,,
233,26706,soesotosgr,PC,22h 05m,90%,at first done all side-content. didn't not capture last area. ignored associate quests after 3-4 areas,5176278,Completed,First,22h 05m 35s,,,"October 15, 2017",,,
234,26706,BreVDD,Xbox One,22h 40m,NR,,4745704,Completed,First,22h 40m,,,,,,
235,26706,Aster1,PlayStation 4,23h,NR,,2473207,Completed,First,23h,34h,,"November 05, 2015",,,
236,26706,LeJonse,PC,23h,80%,Some Side-Quests and Collectibles,3504790,Completed,First,23h,,,"October 09, 2016",,,
237,26706,Private,PC,23h 09m,100%,,8225177,Completed,First,23h 09m,,,"February 28, 2019",,,
238,26706,overclicked,Xbox One,23h 30m,90%,,4392311,Completed,First,23h 30m,,,"May 27, 2019",,,
239,26706,Velkin,PC,23h 39m,NR,,8994769,Completed,First,23h 39m 47s,32h 57m 03s,,"June 21, 2019",,,
240,26706,atalayahmet,PC,23h 56m,NR,,2967624,Completed,First,23h 56m,,,"May 13, 2016",,,
241,26706,hurrell,Xbox One,24h,NR,,2155390,Completed,First,24h,,,"October 29, 2015",,,
242,26706,narukami640,PC,24h,60%,,11593786,Completed,First,24h,,,,,,
243,26706,DancingDonuts,PlayStation 4,24h 11m,NR,,9198128,Completed,First,24h 11m,40h,64h 49m,"July 21, 2019",,,
244,26706,alec12734,Xbox One,24h 17m,70%,,4360019,Completed Retired,First,24h 17m,35h 28m,,"December 17, 2015",,,
245,26706,,Xbox One,24h 38m,NR,,6273269,Completed,First,24h 38m,,,,,,
246,26706,Rahil_Blade,PlayStation 4,24h 43m,NR,,2070698,Completed,First,24h 43m,68h 56m,100h 23m,"November 10, 2015",I didn't like the ending .....rest of it is all pure AC,,
247,26706,,Xbox One,25h,NR,,3352199,Completed,First,25h,,,,,,
248,26706,,PC,25h,NR,,11377753,Completed,Replay,25h,32h,,,,,
249,26706,Manolero1,PlayStation 4,25h,80%,,4864507,Completed,First,25h,39h,,"August 04, 2017",,,
250,26706,Realtione,PlayStation 4,25h,70%,,5026143,Completed,First,25h,,,"October 26, 2015",,,
251,26706,Viroxx,PC,25h,NR,,5197607,Completed,First,25h,,,,,,
252,26706,Private,PlayStation 4,25h,90%,,2273306,Completed,First,25h,,,"January 02, 2016",,,
253,26706,miguelfaldutti87,PlayStation 4,25h,NR,,8256088,Completed,First,25h,,,"July 17, 2019",,,
254,26706,rapidraid,PC,25h,80%,,9055778,Completed,First,25h,,,"February 12, 2016",,,
255,26706,Private,Xbox One,25h,80%,,10964789,Completed,First,25h,,,"May 12, 2018",,,
256,26706,,PC,25h 05m,NR,,6872375,Completed,Replay,25h 05m 04s,30h 01m 02s,,,,,
