,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Co-Op,Speedrun,Progress,Vs.,Retired Notes
18,65235,,Nintendo Switch,13h 02m,NR,,11178531,Completed,First,,13h 02m 30s,20h 05m 06s,101h 05m 25s,,,,,,
19,65235,,Nintendo Switch,13h 05m,NR,,10481558,Completed,First,,13h 05m,,,,,,,,
20,65235,DarkTaco,Nintendo Switch,13h 17m,90%,,10246969,Backlog Completed,First,"November 17, 2019",13h 17m,21h 30m,,,,,,,
21,65235,Sai077,Nintendo Switch,13h 22m,NR,To Champion,10425206,Completed,First,"November 14, 2019",13h 22m,,,,,,,,
22,65235,boblikespie01,Nintendo Switch,13h 28m,NR,,10434457,Completed,First,"November 16, 2019",13h 28m,,,,,,,,
23,65235,,Nintendo Switch,13h 43m,NR,,10422769,Completed,First,,13h 43m,,,,,,,,
24,65235,,Nintendo Switch,13h 53m,NR,,11427692,Completed,First,,13h 53m 21s,,,,,,,,
25,65235,aleqhz,Nintendo Switch,14h,40%,,10638529,Completed,First,December 2019,14h,20h,160h,,,,,,
26,65235,xBlitzerx,Nintendo Switch,14h,NR,Rushed,11114378,Completed,Replay,"March 01, 2020",14h,,,,,,,,
27,65235,,Nintendo Switch,14h 15m,NR,Transferred some higher level Pokémon from previous gens,11584411,Completed,First,,14h 15m,,,,,,,,
28,65235,colimar788,Nintendo Switch,14h 18m,NR,,10791871,Completed,Replay,"January 10, 2020",14h 18m,,,,,,,,
29,65235,crono3,Nintendo Switch,14h 22m,NR,,10424851,Completed,First,"November 14, 2019",14h 22m,,,,,,,,
30,65235,,Nintendo Switch,14h 26m,NR,,10747119,Completed,First,,14h 26m 39s,,,,,,,,
31,65235,Vanquished,Nintendo Switch,14h 29m,NR,To Champion (Save at hometown). 8 Gyms beaten @11h51m,10478448,Completed,First,"November 24, 2019",14h 29m,,,,,,,,
32,65235,Private,Nintendo Switch,14h 30m,NR,Traded higher level Pokémon from previous Generations,11624972,Completed,First,,14h 30m,,,,,,,,
33,65235,,Nintendo Switch,14h 35m,NR,,11687541,Completed,First,,14h 35m,17h 11m,72h 35m,,,,,,
34,65235,,Nintendo Switch,15h,NR,,10549651,Completed,First,,15h,20h,80h,,,,,,
35,65235,,Nintendo Switch,15h,NR,,11330930,Completed,First,,15h,16h 30m,,,,,,,
36,65235,Private,Nintendo Switch,15h,70%,Champion beated + 4-5 hours leveling in the wild zone,10612961,Completed,First,"November 24, 2019",15h,,,,30h,,,,
37,65235,Private,Nintendo Switch,15h,NR,,11992417,Playing Completed,First,,15h,20h 30m,,,,,,,
38,65235,Husky,Nintendo Switch,15h,50%,,11447606,Completed,First,"December 06, 2019",15h,,,,,,,,
39,65235,King_K,Nintendo Switch,15h,80%,,10432290,Replay Completed,First,"December 20, 2019",15h,40h 34m,70h,,,,,,
40,65235,Mapacherrr,Nintendo Switch,15h,NR,,11832271,Completed,First,"November 30, 2019",15h,,,,,,,,
41,65235,haisoj,Nintendo Switch,15h,80%,,11584013,Completed,First,"April 19, 2020",15h,,,,,,,,
42,65235,iskahaji,Nintendo Switch,15h,NR,,10788204,Completed,First,"January 01, 2020",15h,,,,,,,,
43,65235,rsaesha,Nintendo Switch,15h,NR,,10465803,Completed,First,"November 22, 2019",15h,17h,,,,,,,
44,65235,swordclaws,Nintendo Switch,15h,NR,,10869650,Completed,Replay,,15h,,,,,,,,
45,65235,swordclaws,Nintendo Switch,15h,NR,,10869651,Completed,First,,15h,60h,,,,,,,
46,65235,,Nintendo Switch,15h 05m,NR,,10440634,Completed,First,,15h 05m,20h,,,,,,,
47,65235,,Nintendo Switch,15h 05m,NR,,10440637,Completed,First,,15h 05m,,,,,,,,
48,65235,zpattack12,Nintendo Switch,15h 05m,NR,Includes Legendary Quest (timed ingame),10775052,Completed,First,"January 07, 2020",15h 05m,,,,,,,,
49,65235,,Nintendo Switch,15h 19m,NR,,10438604,Completed,First,,15h 19m,18h 19m,,,,,,,
50,65235,,Nintendo Switch,15h 24m,NR,,10689534,Completed,First,,15h 24m,,,,,,,,
51,65235,DingesX,Nintendo Switch,15h 30m,70%,,10424905,Completed,First,"November 16, 2019",15h 30m,16h 30m,,,,,,,
52,65235,,Nintendo Switch,15h 32m,NR,,10456997,Completed,First,,15h 32m 18s,16h 20m 55s,,,,,,,
53,65235,,Nintendo Switch,15h 33m,NR,,10458193,Completed,First,,15h 33m,17h 20m,,,,,,,
54,65235,,Nintendo Switch,15h 39m,NR,,10422124,Completed,First,,15h 39m,,,,,,,,
55,65235,chadilak,Nintendo Switch,15h 39m,80%,"IGT. Champion, Legendary Quest, Max Battle Tower.",10499894,Completed,First,"December 07, 2019",15h 39m,19h 14m,,,,,,,
56,65235,,Nintendo Switch,15h 40m,NR,,10438615,Completed,First,,15h 40m,,,,,,,,
57,65235,,Nintendo Switch,15h 41m,NR,,11620761,Completed,First,,15h 41m 51s,,,,,,,,
58,65235,beardandthehair,Nintendo Switch,15h 42m,40%,,10761053,Completed,First,"January 08, 2020",15h 42m,,,,,,,,
59,65235,,Nintendo Switch,15h 43m,NR,,10686125,Completed,First,,15h 43m,,,,,,,,
60,65235,EmperorGandhi,Nintendo Switch,15h 45m,70%,,10670033,Completed,First,"December 26, 2019",15h 45m,,,,,,,,
61,65235,,Nintendo Switch,15h 48m,NR,,10423529,Completed,First,,15h 48m,,,,,,,,
62,65235,harrydhl,Nintendo Switch,15h 49m,NR,,10866280,Completed,First,"January 23, 2020",15h 49m,,,,,,,,
63,65235,Jumbee,Nintendo Switch,15h 50m,NR,,10437718,Completed,First,"November 16, 2019",15h 50m,,,,,,,,
64,65235,Private,Nintendo Switch,15h 57m,70%,Full Pokedex,10442630,Completed,First,"November 17, 2019",15h 57m,,47h 18m,,,,,,
65,65235,,Nintendo Switch,16h,NR,,10771222,Completed,First,,16h,,,,,,,,
66,65235,BotPokey,Nintendo Switch,16h,NR,,10646701,Completed,First,"November 17, 2019",16h,20h,40h,,,,,,
67,65235,BunnyVoidstrom,Nintendo Switch,16h,NR,,10765707,Completed,First,"December 30, 2019",16h,,,,,,,,
68,65235,DenRuss14,Nintendo Switch,16h,NR,,10443024,Completed,First,"November 17, 2019",16h,22h,,,,,,,
69,65235,Infernuz,Nintendo Switch,16h 04m,NR,,10462549,Completed,First,"November 17, 2019",16h 04m,18h 06m,,,,,,,
70,65235,beemdogg,Nintendo Switch,16h 05m,60%,,10521037,Completed,First,"November 22, 2019",16h 05m,,,,,,,,
71,65235,InuJoshua,Nintendo Switch,16h 09m,NR,Skipped dialogue and wild Pokemon. Fought almost every trainer.,10664680,Completed,First,"November 15, 2019",16h 09m,19h 30m,42h 45m,,,9h 41m,,,
72,65235,,Nintendo Switch,16h 11m,NR,,10458392,Completed,First,,16h 11m,,,,,,,,
73,65235,Roosevelt,Nintendo Switch,16h 20m,80%,,10757411,Completed,First,"January 06, 2020",16h 20m,,,,,,,,
74,65235,,Nintendo Switch,16h 29m,NR,,10469301,Completed,First,,16h 29m 01s,,,,,,,,
75,65235,,Nintendo Switch,16h 30m,NR,,10439411,Completed,First,,16h 30m,,,,,,,,
76,65235,,Nintendo Switch,16h 30m,NR,,10495033,Completed,First,,16h 30m,19h 30m,,,,,,,
77,65235,,Nintendo Switch,16h 30m,NR,easy,10836786,Completed,First,,16h 30m,,,,,,,,
78,65235,,Nintendo Switch,16h 35m,NR,,10488905,Completed,First,,16h 35m,,,,,,,,
79,65235,Fokkos,Nintendo Switch,16h 41m,NR,,10484851,Completed,First,"November 25, 2019",16h 41m,18h,55h,,,,,,
80,65235,Private,Nintendo Switch,16h 42m,100%,,11398702,Completed,First,"November 17, 2019",16h 42m,,,,,,,,
81,65235,bocaci,Nintendo Switch,16h 53m,70%,,10440831,Backlog Completed,First,"December 11, 2019",16h 53m,,,,,,16h 53m /,,
82,65235,Muhyo,Nintendo Switch,16h 54m,NR,,10730227,Completed,First,"December 29, 2019",16h 54m,,,,,,,,
83,65235,,Nintendo Switch,16h 59m,NR,,10547131,Completed,First,,16h 59m,,,,,,,,
84,65235,,Nintendo Switch,17h,NR,,10691125,Completed,First,,17h,19h 30m,,,,,,,
85,65235,,Nintendo Switch,17h,NR,Tower combat (solo & duo) ranks max,11202478,Completed,Replay,,17h,23h,,,,,,,
86,65235,Noiv3rn,Nintendo Switch,17h,NR,Breeding; getting masterball rank online (doubles); complete pokédex; all TMs/TRs; all GigaDynamx Mons;,9422476,Completed,First,"November 20, 2019",17h,,50h,,,,,148h,
87,65235,Pica_,Nintendo Switch,17h,NR,Includes catching zamazenta,10676836,Completed,First,"December 28, 2019",17h,,,,,,,,
88,65235,VoidGear,Nintendo Switch,17h,NR,,10423254,Completed,First,"November 13, 2019",17h,,,,,,,,
89,65235,mercury113,Nintendo Switch,17h,NR,,10439533,Completed,First,"November 17, 2019",17h,,,,,,,,
90,65235,,Nintendo Switch,17h 01m,NR,,10439315,Completed,First,,17h 01m 05s,,,,,,,,
91,65235,,Nintendo Switch,17h 07m,NR,,10491976,Completed,First,,17h 07m 23s,,,,,,,,
92,65235,eliasaj92,Nintendo Switch,17h 10m,80%,,10437393,Completed,First,"November 26, 2019",17h 10m,,,,,,,,
93,65235,dipdia,Nintendo Switch,17h 14m,80%,,11215316,Completed,First,"March 21, 2020",17h 14m,,,,,,,,
94,65235,,Nintendo Switch,17h 15m,NR,17Hrs up to Leon'a defeat. Not catching the Sword legendary,10452807,Completed,First,,17h 15m,,,,,,,,
95,65235,xLastSamuraix,Nintendo Switch,17h 18m,NR,,11438837,Completed,First,"June 12, 2020",17h 18m,,,,,,,,
96,65235,melki,Nintendo Switch,17h 20m,NR,"Beat Champion, 110 Pokedex (Cinderace, Sirfetch'd, Gloom, Pikachu, Butterfree, Drednaw)",10493129,Completed,First,"November 26, 2019",17h 20m,,,,,,,,
97,65235,,Nintendo Switch,17h 21m,NR,,10711269,Completed,First,,17h 21m,21h 34m,,,,,,,
98,65235,ShiftyPowers57,Nintendo Switch,17h 25m,NR,,11383446,Completed,First,"April 07, 2020",17h 25m,,,,,,,,
99,65235,Bob_SaintClar,Nintendo Switch,17h 26m,NR,,10496473,Completed,First,"November 27, 2019",17h 26m,,,,,,,,
100,65235,,Nintendo Switch,17h 27m,NR,,11156244,Completed,First,,17h 27m,,,,,,,,
101,65235,,Nintendo Switch,17h 30m,NR,,10582126,Completed,First,,17h 30m,,,,,,,,
102,65235,,Nintendo Switch,17h 30m,NR,,10830674,Completed,First,,17h 30m,,,,,,,,
103,65235,mikheli,Nintendo Switch,17h 30m,NR,,10537048,Completed,First,"December 04, 2019",17h 30m,40h,50h,,,,,,
104,65235,,Nintendo Switch,17h 50m,NR,,10662779,Completed,First,,17h 50m,19h 47m,,,,,,,
105,65235,,Nintendo Switch,17h 50m,NR,,10720099,Completed,First,,17h 50m,,,,,,,,
106,65235,Common71,Nintendo Switch,17h 52m,80%,,10971353,Completed,First,,17h 52m,44h 27m,,,,,,,
107,65235,NotAFemale,Nintendo Switch,17h 55m,NR,,10672097,Completed,First,"December 27, 2019",17h 55m,,,,,,,,
108,65235,WoohMan,Nintendo Switch,17h 58m,70%,,8466981,Playing Completed,First,"January 17, 2020",17h 58m,,,,,,22h 36m /,,
109,65235,,Nintendo Switch,18h,NR,,10440891,Completed,First,,18h,20h 40m,,,,,,,
110,65235,,Nintendo Switch,18h,NR,,10443002,Completed,First,,18h,20h,,,,,,,
111,65235,,Nintendo Switch,18h,NR,,10459285,Completed,First,,18h,20h,,,,,,,
112,65235,Eferrous,Nintendo Switch,18h,NR,,10464143,Completed,First,"November 26, 2019",18h,,,,,,,,
113,65235,RDx_Zealot,Nintendo Switch,18h,NR,,11579063,Completed,First,"January 16, 2020",18h,,,,,,,,
114,65235,Saetron,Nintendo Switch,18h,NR,,10866629,Completed,First,,18h,,,,,,,,
115,65235,Thehater,Nintendo Switch,18h,NR,,11248257,Completed,First,"March 26, 2020",18h,20h,,,,,,,
116,65235,Trawkey,Nintendo Switch,18h,NR,,10463167,Completed,First,"November 21, 2019",18h,,,,,,,,
117,65235,VoidGear,Nintendo Switch,18h,NR,,10658709,Completed,Replay,"December 25, 2019",18h,21h,,,,,,,
118,65235,Zarty,Nintendo Switch,18h,80%,Le pokedex va vous paraître long sans la version parallèle sous la main,10836783,Completed,First,,18h,31h 20m,92h 53m,,,,,,
119,65235,eyesdeuxo,Nintendo Switch,18h,40%,,10457994,Completed,First,"November 20, 2019",18h,19h 10m,,,,,,,
120,65235,mboyd23,Nintendo Switch,18h,70%,,10874983,Completed,First,"January 25, 2020",18h,,,,,,,,
121,65235,Fuhyo,Nintendo Switch,18h 04m,NR,,10482040,Completed,First,"November 25, 2019",18h 04m,,,,,,,,
122,65235,,Nintendo Switch,18h 07m,NR,,11439121,Completed,First,,18h 07m 34s,21h 45m 12s,,,,,,,
123,65235,,Nintendo Switch,18h 12m,NR,,10716371,Completed,First,,18h 12m,,,,,,,,
124,65235,jpmcpeek12,Nintendo Switch,18h 17m,NR,,10499854,Completed,First,"November 28, 2019",18h 17m,,,,,,,,
125,65235,Avenxer,Nintendo Switch,18h 20m,NR,,10426673,Completed,First,"November 15, 2019",18h 20m,,,,,,,,
126,65235,,Nintendo Switch,18h 30m,NR,,10442277,Completed,First,,18h 30m,,,,,,,,
127,65235,,Nintendo Switch,18h 30m,NR,,10534406,Completed,First,,18h 30m,,,,,,,,
128,65235,,Nintendo Switch,18h 30m,NR,,11033033,Completed,First,,18h 30m,,,,,,,,
129,65235,Nioda,Nintendo Switch,18h 30m,NR,Did not finish post game,10483218,Completed,First,,18h 30m,,,,,,,,
130,65235,TheDonovanViper,Nintendo Switch,18h 30m,NR,,10899257,Completed,First,"January 13, 2020",18h 30m,,,,,,,,
131,65235,inflames88ad,Nintendo Switch,18h 30m,NR,,10544026,Playing Completed,First,"December 05, 2019",18h 30m,,,,,,,,
132,65235,Private,Nintendo Switch,18h 30m,NR,,10688250,Playing Completed,First,"December 29, 2019",18h 30m,,,,,,,,
133,65235,peroxy,Nintendo Switch,18h 30m,70%,,11193830,Completed,First,"March 19, 2020",18h 30m,,,,,,,,
134,65235,ManeSen,Nintendo Switch,18h 31m,NR,,10436423,Playing Completed,First,"November 30, 2019",18h 31m,,,,,,23h 23m /,,
135,65235,,Nintendo Switch,18h 32m,NR,,10666770,Completed,First,,18h 32m,,,,,,,,
136,65235,AstroElf,Nintendo Switch,18h 42m,NR,,10437582,Completed,First,"November 16, 2019",18h 42m,,,,,,,,
137,65235,,Nintendo Switch,18h 43m,NR,,10519298,Completed,First,,18h 43m,,,,,,,,
138,65235,Yashuen,Nintendo Switch,18h 45m,NR,,10613352,Completed,First,"December 18, 2019",18h 45m,,,,,,,,
139,65235,shenkazo,Nintendo Switch,18h 45m,40%,"story is bad, graphics are n64 ocarina of time, characters are boring",11840235,Completed,First,"May 26, 2020",18h 45m 23s,,,,,,,,
140,65235,KerfMerf,Nintendo Switch,18h 46m,NR,Wonderlocke challenge through post-game,10652581,Completed,Replay,"January 02, 2020",18h 46m 24s,,,,,,,,
141,65235,,Nintendo Switch,18h 47m,NR,,10518555,Completed,First,,18h 47m,,,,,,,,
142,65235,OdinOnFire,Nintendo Switch,18h 52m,NR,,10460234,Completed,First,"November 20, 2019",18h 52m,,,,,,,,
143,65235,,Nintendo Switch,18h 54m,NR,,10624898,Completed,Replay,,18h 54m 32s,24h 34m 58s,75h 22m 11s,,,,,,
144,65235,joeco0l_,Nintendo Switch,18h 58m,70%,89 Pokemon caught,10494106,Completed,First,"January 09, 2020",18h 58m,,,,,,,,
145,65235,,Nintendo Switch,19h,NR,,10479635,Completed,First,,19h,,,,,,,,
146,65235,,Nintendo Switch,19h,NR,,10557792,Completed,First,,19h,39h,,,,,,,
147,65235,,Nintendo Switch,19h,NR,,11027612,Completed,First,,19h,,,,,,,,
148,65235,RedNovaPT,Nintendo Switch,19h,70%,,10915758,Completed,First,"January 31, 2020",19h,,,,,,,,
149,65235,jadlaab,Nintendo Switch,19h,NR,,10460207,Completed,First,"December 01, 2019",19h,,,,,,,,
150,65235,kotra97,Nintendo Switch,19h,NR,,10452488,Completed,First,"November 19, 2019",19h,,,,,,,,
151,65235,Blurbs,Nintendo Switch,19h 01m,NR,Beat champion,10503921,Completed,First,"November 28, 2019",19h 01m,,,,,,,,
152,65235,Jerromy,Nintendo Switch,19h 03m,NR,,10977850,Completed,First,"February 11, 2020",19h 03m,,,,,,,,
153,65235,lodized,Nintendo Switch,19h 06m,NR,,10769222,Completed,First,"January 07, 2020",19h 06m 20s,,,,,,,,
154,65235,ItzBeeZy,Nintendo Switch,19h 12m,NR,True ending. Caught Zacian and beat Hop for the final time,10805014,Completed,First,"January 12, 2020",19h 12m,,,,,,,,
155,65235,theplump,Nintendo Switch,19h 12m,80%,,10450890,Completed,First,"November 27, 2019",19h 12m,,,,,,,,
156,65235,,Nintendo Switch,19h 15m,NR,,10451104,Completed,First,,19h 15m,21h 17m,,,,,,,
157,65235,,Nintendo Switch,19h 16m,NR,,10482199,Completed,First,,19h 16m,,,,,,,,
158,65235,mac00l,Nintendo Switch,19h 17m,NR,,10481362,Completed,First,"November 24, 2019",19h 17m,,,,,,,,
159,65235,Mort_Lemur,Nintendo Switch,19h 18m,100%,,11427447,Completed,First,"April 12, 2020",19h 18m,,,,,,,,
160,65235,Blossom,Nintendo Switch,19h 20m,NR,,10973435,Completed,First,"December 10, 2019",19h 20m,,,,,,,,
161,65235,blitzfire,Nintendo Switch,19h 21m,70%,,10443962,Completed,First,"November 18, 2019",19h 21m,,,,,,,,
162,65235,,Nintendo Switch,19h 28m,NR,,10568113,Completed,First,,19h 28m,,,,,,,,
163,65235,NotAsBigPharma,Nintendo Switch,19h 28m,70%,,10475858,Replay Completed,Replay,"November 23, 2019",19h 28m,,,,,,,,
164,65235,,Nintendo Switch,19h 30m,NR,,10546855,Completed,First,,19h 30m,,,,,,,,
165,65235,Private,Nintendo Switch,19h 30m,70%,,10991748,Completed,First,"January 30, 2020",19h 30m,,,,,,,,
166,65235,Namaku64,Nintendo Switch,19h 34m,NR,,11321896,Completed,First,"April 06, 2020",19h 34m 58s,,,,,,,,
167,65235,,Nintendo Switch,19h 40m,NR,,10444361,Completed,First,,19h 40m,,,,,,,,
168,65235,ZJMaster,Nintendo Switch,19h 43m,NR,,10596464,Completed,First,"December 10, 2019",19h 43m,,,,,,,,
169,65235,jrox420,Nintendo Switch,19h 43m,100%,,11304254,Completed,First,"March 31, 2020",19h 43m,,,,,,,,
170,65235,HecTiicClaw,Nintendo Switch,19h 44m,70%,,11465443,Completed,First,"April 17, 2020",19h 44m,,,,,,,,
171,65235,Delta386,Nintendo Switch,19h 45m,80%,,10535777,Completed,First,"December 09, 2019",19h 45m,,,,,,,,
172,65235,JustEpic,Nintendo Switch,19h 45m,70%,Full Pokedex (obviously not all of this time was hunting for Pokemon),10438094,Completed,First,"November 17, 2019",19h 45m,,57h 30m,its pokemon. its fun.,,,,,
173,65235,mugiwarajm,Nintendo Switch,19h 46m,NR,,10939713,Completed,First,"February 11, 2020",19h 46m,,,,,,,,
174,65235,,Nintendo Switch,19h 47m,NR,,10720221,Completed,First,,19h 47m,24h 39m,,,,,,,
175,65235,Shigaru,Nintendo Switch,19h 47m,NR,Main Story + Post-Game Story,10452822,Completed,First,"November 19, 2019",19h 47m,21h 53m,,,,,,,
176,65235,,Nintendo Switch,19h 50m,NR,,11005934,Completed,First,,19h 50m,,,,,,,,
177,65235,Njar480,Nintendo Switch,19h 56m,NR,,10652807,Completed,First,"December 25, 2019",19h 56m,,,,,,,,
178,65235,TheHero,Nintendo Switch,19h 58m,NR,,10487013,Completed,First,"November 25, 2019",19h 58m,,,,,,,,
179,65235,,Nintendo Switch,20h,NR,,10439958,Completed,First,,20h,22h,100h,,,,,,
180,65235,,Nintendo Switch,20h,NR,,10562533,Completed,First,,20h,,,,,,,,
181,65235,,Nintendo Switch,20h,NR,,10585443,Completed,First,,20h,,,,,,,,
182,65235,,Nintendo Switch,20h,NR,,10754715,Completed,First,,20h,26h,,,,,,,
183,65235,,Nintendo Switch,20h,NR,,10834464,Completed,First,,20h,,,,,,,,
184,65235,,Nintendo Switch,20h,NR,,11707530,Completed,First,,20h,,,,,,,,
185,65235,,Nintendo Switch,20h,NR,,11943346,Completed,First,,20h,50h,100h,,,,,,
186,65235,,Nintendo Switch,20h,NR,,12013067,Completed,First,,20h,25h,40h,,,,,,
187,65235,Alpharad,Nintendo Switch,20h,80%,,11516767,Completed,First,,20h,,,,,,,,
188,65235,Amoushen,Nintendo Switch,20h,NR,,11315648,Completed,First,"April 01, 2020",20h,80h,,,,,,,
189,65235,FL3XZAN,Nintendo Switch,20h,NR,,10758204,Completed,First,"January 05, 2020",20h,,,,,,,,
190,65235,Freak0104,Nintendo Switch,20h,NR,,10829045,Completed,First,"March 01, 2020",20h,24h,,,,,,,
191,65235,KMay,Nintendo Switch,20h,80%,,10599889,Completed,First,"December 27, 2019",20h,22h 39m,,,,,,,
192,65235,KakesuSora,Nintendo Switch,20h,NR,,11149141,Completed,First,,20h,,,,,,,,
193,65235,LimpBagel,Nintendo Switch,20h,NR,,10835970,Completed,First,"December 18, 2019",20h,,,,,,,,
194,65235,Lirrsie,Nintendo Switch,20h,NR,,11948158,Completed,First,January 2020,20h,,120h,,,,,,
195,65235,Oreoxz,Nintendo Switch,20h,70%,,10752930,Completed,First,"January 05, 2020",20h,26h,,,,,,,
196,65235,PyroSpecter,Nintendo Switch,20h,NR,,11317588,Completed,First,,20h,22h,,,,,,,
197,65235,Santiago,Nintendo Switch,20h,70%,,11069518,Completed,First,"February 28, 2020",20h,,,,,,,,
198,65235,alphayoung,Nintendo Switch,20h,NR,,11652320,Completed,First,"November 17, 2019",20h,,,,,,,100h,
199,65235,camobot,Nintendo Switch,20h,NR,,11459765,Completed,First,"April 16, 2020",20h,,,,,,,,
200,65235,cmthunbe,Nintendo Switch,20h,50%,,10949567,Completed,First,"December 01, 2019",20h,26h,,,,,,,
201,65235,demonicsandwich,Nintendo Switch,20h,NR,I would consider this just the box art legends post game quest,10587447,Completed,First,"December 13, 2019",20h,22h 30m,,,,,,,
202,65235,draztic87,Nintendo Switch,20h,NR,,11836332,Completed,First,"March 14, 2020",20h,,,,,,,,
203,65235,hsieh,Nintendo Switch,20h,NR,,10469277,Completed,First,"November 22, 2019",20h,,,,,,,,
204,65235,kbuster70,Nintendo Switch,20h,90%,,11168722,Completed,First,"December 15, 2019",20h,,,,,,,,
205,65235,paarsgordijn,Nintendo Switch,20h,70%,,10959582,Completed,First,"February 08, 2020",20h,,,,,,,,
206,65235,robbyiss,Nintendo Switch,20h,NR,,11067459,Completed,First,"December 18, 2019",20h,,,,,,,,
207,65235,snoopsnipe3,Nintendo Switch,20h,NR,,10897441,Completed,First,"January 27, 2020",20h,,,,,,,,
208,65235,waffledinox,Nintendo Switch,20h,80%,,11319112,Completed,First,"December 01, 2019",20h,35h,,,,,,,
209,65235,xBluexxSlimex,Nintendo Switch,20h,NR,,10662865,Playing Completed,First,"December 26, 2019",20h,,,,,,,,
210,65235,zadoz,Nintendo Switch,20h,70%,,10676197,Completed,First,"December 28, 2019",20h,,,,,,,,
211,65235,,Nintendo Switch,20h 03m,NR,,10496565,Completed,First,,20h 03m,,,,,,,,
212,65235,WhiteyWind,Nintendo Switch,20h 07m,40%,,10826066,Completed,First,"February 12, 2020",20h 07m,,,,,,,,
213,65235,Lewio,Nintendo Switch,20h 09m,70%,,11097795,Completed,First,"March 16, 2020",20h 09m,,,,,,,,
214,65235,skateman222,Nintendo Switch,20h 10m,NR,,11147253,Completed,First,"November 15, 2019",20h 10m,,,,,,,,
215,65235,,Nintendo Switch,20h 11m,NR,,10439386,Completed,First,,20h 11m,23h 44m,,,,,,,
216,65235,Throwaway_Name,Nintendo Switch,20h 13m,80%,,10653864,Completed,First,"January 26, 2020",20h 13m,,,,,,,,
217,65235,padoci,Nintendo Switch,20h 13m,NR,,12036068,Completed,First,"June 19, 2020",20h 13m 11s,27h 52m 44s,,,,,,,
218,65235,wesleybarbaree,Nintendo Switch,20h 18m,NR,,10642281,Completed,First,"December 23, 2019",20h 18m,,,,,,,,
219,65235,BoneyJackass,Nintendo Switch,20h 23m,80%,,11036255,Completed,First,"February 28, 2020",20h 23m,,,,,,,,
220,65235,,Nintendo Switch,20h 24m,NR,,10679886,Completed,First,,20h 24m,25h 45m 20s,70h 21m,,,,,,
221,65235,,Nintendo Switch,20h 26m,NR,,10903585,Completed,First,,20h 26m 03s,,,,,,,,
222,65235,,Nintendo Switch,20h 30m,NR,,10434013,Completed,First,,20h 30m,22h 40m,,,,,,,
223,65235,,Nintendo Switch,20h 30m,NR,,10856405,Completed,First,,20h 30m,25h,75h,,,,,,
224,65235,Eredom,Nintendo Switch,20h 30m,NR,,10476557,Completed,First,"November 22, 2019",20h 30m,,,,,,,,
225,65235,Kurt123,Nintendo Switch,20h 30m,NR,,10517531,Playing Completed,First,"December 01, 2019",20h 30m,,,,,,29h /,,
