,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Speedrun
63,651,PossesseDCoW,PC,12h 52m,NR,,5716281,Completed,Replay,"December 10, 2017",12h 52m 48s,,,,,
64,651,thunderinla,PlayStation 3,12h 53m,NR,,279323,Completed,First,"September 10, 2010",12h 53m 04s,,,,,
65,651,500kevc,PC,12h 55m,30%,,10826760,Completed,First,"April 23, 2020",12h 55m,,,,,
66,651,RCSMIII,PlayStation 3,12h 56m,NR,,255154,Completed,First,"September 10, 2013",12h 56m 17s,,19h 23m 55s,,,
67,651,andrewl3779,PC,12h 57m,70%,Got forced into a DLC sequence. Time from Stats in Options after credits sequence.,4746323,Completed,Replay,"July 13, 2017",12h 57m 03s,,,,,
68,651,,PlayStation 4,12h 57m,NR,,4682930,Completed,First,,12h 57m 48s,20h 04m 03s,,,,
69,651,,PlayStation 3,13h,NR,,292512,Completed,First,,13h,,,,,
70,651,Nightaries3030,Xbox 360,13h,100%,,1353108,Completed,First,,13h,,,,,
71,651,Private,Xbox 360,13h,NR,,3579947,Completed,First,"November 08, 2014",13h,19h,24h,,,
72,651,Private,PC,13h,NR,,856153,Completed,First,"September 19, 2014",13h,14h 18m,,"quite complex game, and the last part its breaking the 4th wall!",,
73,651,liquidmk,Xbox 360,13h,90%,"Fooled around for a little, but focused mainly on story completion.",71720,Playing Completed,Replay,"July 24, 2012",13h,,,,,
74,651,mrstereotypez,PlayStation 3,13h,NR,,10974251,Playing Completed,First,"February 11, 2020",13h,15h,,,15h 14m /,
75,651,veli0s,PC,13h,70%,,323696,Completed,First,,13h,,,,,
76,651,,Xbox One,13h 01m,NR,,6871293,Completed,Replay,,13h 01m 50s,,,,,
77,651,CrashOverKILL,PlayStation 3,13h 02m,60%,,238884,Completed,First,"February 09, 2010",13h 02m 50s,,,,,
78,651,JPhilp97,PlayStation 4,13h 06m,NR,,4254691,Completed,Replay,"March 30, 2017",13h 06m 34s,,,,,
79,651,Hinkelvinkel,Xbox 360,13h 12m,80%,,477254,Completed,First,"December 08, 2013",13h 12m,,,,,
80,651,,PC,13h 12m,NR,,3937765,Completed,Replay,,13h 12m 24s,,,,,
81,651,,PlayStation 4,13h 23m,NR,,9143234,Completed,First,,13h 23m 14s,,,,,
82,651,,PlayStation 3,13h 23m,NR,,292561,Completed,First,,13h 23m 47s,,,,,
83,651,,Xbox 360,13h 30m,NR,,292511,Completed,First,,13h 30m,,,,,
84,651,FryyourBacon,PC,13h 30m,80%,,8509577,Completed,First,"May 13, 2020",13h 30m,,,,,
85,651,dargi,PC,13h 30m,70%,,11656321,Completed,First,"May 18, 2020",13h 30m,,,,,
86,651,,PlayStation 3,13h 33m,NR,,4170924,Completed,First,,13h 33m,,,,,
87,651,tsmith18256,Xbox 360,13h 44m,80%,,3878195,Completed,First,"January 06, 2017",13h 44m,,,,,
88,651,rweisse,PlayStation 3,13h 45m,NR,,369845,Completed,First,"November 01, 2013",13h 45m,,,,,
89,651,nijaskan,PlayStation 3,13h 45m,NR,,4666979,Completed,First,"June 27, 2017",13h 45m 56s,,,,,
90,651,,PC,13h 49m,NR,,4227746,Completed,First,,13h 49m 05s,,,,,
91,651,DylanOsborneTso,PlayStation 3,13h 49m,80%,beat DLC too!,226270,Completed,First,"January 14, 2013",13h 49m 40s,,,,,
92,651,Private,PC,13h 52m,NR,,11620921,Completed,Replay,"May 02, 2020",13h 52m 25s,,,/n,,
93,651,,PC,13h 53m,NR,,8985926,Completed,First,,13h 53m,,,,,
94,651,bakterja,PC,13h 54m,90%,"64% sync
12 & 13 completed",116595,Completed,First,"May 10, 2012",13h 54m,,,,,
95,651,,PlayStation 4,13h 56m,NR,,6104810,Completed,Replay,,13h 56m 49s,,,,,
96,651,AceofFades,Xbox 360,13h 57m,90%,,8581650,Completed,First,"April 07, 2019",13h 57m,,,,,
97,651,,PC,14h,NR,,1026565,Completed,First,,14h,15h,,,,
98,651,,PC,14h,NR,,2002246,Completed,First,,14h,,,,,
99,651,FrankHowley,Xbox 360,14h,70%,,72573,Completed,First,,14h,,,,,
100,651,Ke1N,PC,14h,60%,,586883,Completed,First,"January 20, 2014",14h,,,,,
101,651,NicoBellic145,PlayStation 3,14h,NR,,250909,Completed,First,"March 23, 2013",14h,,,,,
102,651,PS3XBOXGAMER9,Xbox 360,14h,80%,,236552,Completed,First,"January 09, 2010",14h,,,,,
103,651,Qwidj,PC,14h,80%,,6980290,Completed,First,"June 05, 2016",14h,16h,24h,,,
104,651,cihankoseoglu,PlayStation 4,14h,NR,,8687837,Completed,First,,14h,,,,,
105,651,domo4pne,Xbox 360,14h,NR,,26129,Completed,First,,14h,,,,,
106,651,hasnatbashir,Xbox 360,14h,100%,,7449438,Completed,First,February 2010,14h,23h,,,,
107,651,mark_sam_91,PlayStation 3,14h,NR,,784671,Completed,First,"July 01, 2014",14h,,,,,
108,651,ireali123,PC,14h 06m,100%,,6583363,Completed,First,"May 17, 2018",14h 06m 31s,,,,,
109,651,wagner0,PC,14h 08m,90%,,5109614,Completed,First,"September 28, 2017",14h 08m,,,,,
110,651,,PlayStation 4,14h 08m,NR,,5398557,Completed,First,,14h 08m 17s,,,,,
111,651,Driscyboom,Xbox 360,14h 10m,90%,,10537468,Completed,First,,14h 10m,,,,,
112,651,GlorafiedG,Xbox 360,14h 10m,90%,,55299,Completed,First,,14h 10m,,,,,
113,651,ExitSun,PlayStation 3,14h 13m,70%,,257615,Completed,First,,14h 13m 53s,,,,,
114,651,GabrielCorrea,Xbox 360,14h 14m,90%,,590670,Completed,First,February 2014,14h 14m 26s,,,,,
115,651,,Xbox 360,14h 15m,NR,,568156,Completed,First,,14h 15m 02s,,,,,
116,651,,PlayStation 3,14h 16m,NR,,1307251,Completed,First,,14h 16m 42s,,,,,
117,651,ayb50,PlayStation 3,14h 18m,70%,,53402,Completed,First,,14h 18m 23s,,,,,
118,651,,Xbox 360,14h 23m,NR,,5665353,Completed,First,,14h 23m,,,,,
119,651,Viboras,PlayStation 3,14h 27m,50%,,3575748,Completed,First,"November 01, 2016",14h 27m,,,,,
120,651,Axersia,PlayStation 3,14h 30m,80%,,343822,Completed,First,,14h 30m,,,,,
121,651,kipkaaskoe,PlayStation 4,14h 39m,80%,,11395006,Completed,First,"January 07, 2020",14h 39m,,,,,
122,651,DorkusDingleFlap,PC,14h 40m,90%,,9130293,Completed,First,"July 09, 2019",14h 40m,,,,,
123,651,,PlayStation 3,14h 40m,NR,,1021321,Completed,First,,14h 40m 31s,,,,,
124,651,woodyman94,PlayStation 3,14h 46m,NR,Included both DLC sequences,713943,Completed,First,"May 03, 2014",14h 46m 36s,,,,,
125,651,Raoulospipitos,PC,14h 48m,NR,,8283796,Completed,Replay,"February 17, 2019",14h 48m,,,,,
126,651,,PlayStation 4,14h 50m,NR,,11968729,Completed,First,,14h 50m,,,,,
127,651,TriKi,PC,14h 50m,100%,,10544393,Completed,First,"December 05, 2019",14h 50m,,,,,
128,651,amal,PC,14h 50m,90%,,755873,Completed,First,"August 21, 2014",14h 50m,,,,,
129,651,Private,Xbox One,14h 55m,NR,,10675792,Completed,First,"December 28, 2019",14h 55m,,,,,
130,651,,,15h,NR,,292468,Completed,First,,15h,,,,,
131,651,,,15h,NR,,292484,Completed,First,,15h,,,,,
132,651,,,15h,NR,,292488,Completed,First,,15h,,,,,
133,651,,Xbox 360,15h,NR,,292539,Completed,First,,15h,,,,,
134,651,,PC,15h,NR,,467337,Completed,First,,15h,,,,,
135,651,,,15h,NR,,467340,Completed,First,,15h,,,,,
136,651,,PC,15h,NR,,467342,Completed,First,,15h,,,,,
137,651,,PC,15h,NR,,2276138,Completed,First,,15h,25h,30h,,,
138,651,,PC,15h,NR,,3764123,Completed,First,,15h,,,,,
139,651,,PC,15h,NR,,11672549,Completed,Replay,,15h,,,,,
140,651,2theTardis,PlayStation 4,15h,NR,,6129921,Completed,First,,15h,,,,,
141,651,Private,PC,15h,70%,,8022955,Replay Completed,Replay,"December 06, 2017",15h,,,,15h /,
142,651,ArticunoBreeze,PlayStation 3,15h,70%,,10152803,Completed,First,,15h,,35h,,,
143,651,ArturGG,PlayStation 4,15h,NR,,11914814,Completed,First,"June 05, 2020",15h,,,,,
144,651,BlueBunnyGamer,PlayStation 3,15h,NR,,497499,Completed,First,"February 21, 2012",15h,17h,,,,
145,651,Brybox,Xbox 360,15h,90%,,565197,Completed,First,"January 08, 2014",15h,18h 10m,,"This is main story plus all easy extras (items, tombs, viewpoints). No flags, no truth puzzles.",,
146,651,Desser,PC,15h,30%,,5691843,Completed,First,"January 20, 2018",15h,22h,,,,
147,651,Gondo,Xbox 360,15h,NR,,1454715,Completed,First,"July 09, 2015",15h,,,,,
148,651,Iforgotmybrain,PlayStation 3,15h,NR,,3787961,Completed,First,"June 16, 2012",15h,25h,,,,
149,651,KohakuZeta,PC,15h,60%,,6018234,Completed,Replay,"March 22, 2018",15h,,,,,
150,651,Private,PC,15h,NR,,466952,Completed,First,"November 17, 2013",15h,,,,,
151,651,Mr_Dingmon,Xbox 360,15h,60%,,4212131,Completed,First,,15h,,,,,
152,651,Tonsh,PlayStation 3,15h,100%,,323313,Completed,First,,15h,,,,,
153,651,Xor_van_Dorf,PC,15h,NR,,3465071,Completed,Replay,"May 28, 2011",15h,,,,,
154,651,Zsombro,PC,15h,NR,,77599,Completed,First,,15h,,,,,
155,651,avidrunner,PC,15h,NR,,7410073,Completed,First,,15h,,,,,
156,651,datamonkey,Xbox 360,15h,90%,,804669,Completed,First,,15h,22h,,,,
157,651,ehransom13,PC,15h,100%,,575212,Completed,First,,15h,25h,30h,,,
158,651,gapposai,PC,15h,80%,,4113680,Completed,First,"February 25, 2014",15h,,,,,
159,651,Private,PlayStation 4,15h,80%,,5597319,Completed,First,"January 06, 2018",15h,16h,20h,,,
160,651,hostile_being,PC,15h,NR,,1329139,Backlog Completed,First,"May 03, 2015",15h,29h,,,29h /,
161,651,Private,Xbox 360,15h,NR,,8309161,Completed,First,"February 19, 2019",15h,,,,,
162,651,midge3,PC,15h,NR,,2039411,Completed,First,"November 03, 2015",15h,,,,,
163,651,psychosis611,PlayStation 3,15h,NR,,195117,Completed,First,,15h,,,,,
164,651,tehZodiacKiller,Xbox 360,15h,NR,,83774,Completed,First,,15h,,,,,
165,651,theswan,PC,15h,NR,,819492,Completed,First,"August 23, 2014",15h,25h,40h,With all the DLC.,,
166,651,,PlayStation 3,15h 10m,NR,,292558,Completed,First,,15h 10m,,,,,
167,651,Grahamtams,Xbox 360,15h 15m,70%,Way too long.,54185,Completed,First,"January 04, 2015",15h 15m 58s,,,Way too long.,,
168,651,,PlayStation 4,15h 17m,NR,,9458552,Completed,First,,15h 17m,,,,,
169,651,JepzHD,PC,15h 20m,70%,,8254426,Completed,First,,15h 20m,,,,,
170,651,LittleBigMan,PlayStation 3,15h 22m,90%,Does not include the DLC.,71089,Completed,First,,15h 22m,,,,,
171,651,amaihanaozahi,PlayStation 3,15h 22m,100%,All the Trophies,3259402,Completed,First,"July 30, 2013",15h 22m,,155h 22m 21s,,,
172,651,,Xbox One,15h 24m,NR,I did complete the codex pages too,6275212,Completed,First,,15h 24m 01s,,,,,
173,651,ASVP,PlayStation 3,15h 30m,90%,,3381359,Completed,First,"September 01, 2016",15h 30m,,,,,
174,651,Bassem,PlayStation 3,15h 30m,100%,,510930,Completed,First,"December 08, 2013",15h 30m,30h,40h,,,
175,651,Private,PC,15h 30m,90%,,1384096,Completed,First,"June 12, 2015",15h 30m,,,,,
176,651,PemposPista,PC,15h 30m,NR,,11405985,Completed,First,"April 13, 2020",15h 30m,,,,,
177,651,Sinrah,PC,15h 30m,90%,,5657500,Completed,First,"January 14, 2018",15h 30m,,,,,
178,651,corbzcool1,PC,15h 30m,100%,Fun :D,514669,Completed,First,"December 07, 2013",15h 30m,,,,,
179,651,,Xbox 360,15h 31m,NR,Its awsome,292528,Completed,First,,15h 31m 04s,,,,,
180,651,bebelzinha14,PlayStation 3,15h 31m,NR,,6597853,Completed,First,"July 15, 2018",15h 31m 11s,21h 36m,,,,
181,651,Athaboros,PC,15h 36m,60%,,1864686,Completed,First,"January 21, 2014",15h 36m,,,,,
182,651,JameSdEke,Xbox One,15h 36m,NR,,3871513,Completed,Replay,"January 05, 2017",15h 36m 36s,,,,,
183,651,,PC,15h 43m,NR,,8837345,Completed,Replay,,15h 43m 21s,,,,,
184,651,PoisonousX,Xbox 360,15h 45m,70%,,253210,Completed,First,,15h 45m,,,,,
185,651,,Xbox 360,15h 49m,NR,,8406017,Completed,First,,15h 49m 19s,,,,,
186,651,Ferrumoff,PC,15h 57m,NR,,11004176,Replay Completed,Replay,"February 06, 2020",15h 57m 38s,,,,,
187,651,,Xbox 360,16h,NR,,292513,Completed,First,,16h,,,,,
188,651,,PlayStation 3,16h,NR,,2670015,Completed,First,,16h,,,,,
189,651,,PC,16h,NR,,8721512,Completed,Replay,,16h,,,,,
190,651,,Xbox One,16h,NR,I have exactly 16 hours played on the game and my story is at 100%.,11459163,Completed,Replay,,16h,,,,,
191,651,Brewkk,PlayStation 4,16h,100%,,7391070,Completed,First,"November 05, 2018",16h,,,,,
192,651,Drars,PC,16h,NR,Main Story,7792702,Completed,First,"December 20, 2018",16h,,,,,
193,651,Getteo,PC,16h,70%,,8068533,Completed,First,"January 07, 2013",16h,,,,,
194,651,Jammy115,Xbox One,16h,NR,,4959856,Replay Completed,Replay,"August 24, 2017",16h,,,,,
195,651,Mangonisium,PlayStation 3,16h,70%,,513531,Completed,First,,16h,,,,,
196,651,NoBody,PC,16h,NR,,991376,Completed,First,,16h,21h,25h,,,
197,651,Pottsy69,Xbox 360,16h,90%,,19108,Completed,First,,16h,,,,,
198,651,Raxzero,PC,16h,50%,,7081145,Completed,First,"September 17, 2018",16h,19h,,,,
199,651,Sora_O,PC,16h,NR,,5895349,Completed,First,"June 18, 2012",16h,,,,,
200,651,Spandan_Patel,PC,16h,90%,,214869,Completed,First,"December 29, 2012",16h,,,,,
201,651,Treefur,PC,16h,NR,,1230469,Completed,First,"March 06, 2015",16h,,28h,,,
202,651,abhisec,PC,16h,100%,,1199473,Completed,First,"February 18, 2013",16h,,,,,
203,651,bonay53,PC,16h,NR,,6181075,Completed,First,"May 16, 2014",16h,,,,,
204,651,keidongwon,PC,16h,NR,,4575805,Completed,First,,16h,,,,,
205,651,kingavarice,Xbox 360,16h,NR,,192044,Completed,First,"September 28, 2011",16h,,,,,
206,651,nlehman1341,PlayStation 3,16h,70%,,1248089,Completed,First,,16h,,,,,
207,651,strykerphoenyx,PC,16h,NR,,813955,Completed,First,"May 20, 2013",16h,,,,,
208,651,subzerobelow,PC,16h,100%,,7118431,Completed,First,"August 13, 2016",16h,27h,,,,
209,651,timbast,PC,16h,NR,,380305,Completed,First,"August 18, 2013",16h,19h,,,,
210,651,tussar,PC,16h,NR,,4126530,Completed,First,"February 28, 2017",16h,,,,,
211,651,Tamboo,,16h 02m,NR,,85350,Completed,First,,16h 02m 16s,,,,,
212,651,Viktor6665,PC,16h 06m,NR,,730852,Completed,First,,16h 06m,,,,,
213,651,Brampod,PlayStation 3,16h 06m,80%,,133532,Completed,First,"June 23, 2012",16h 06m 52s,,,,,
214,651,charanraj92,PC,16h 10m,100%,,302907,Completed,First,"May 20, 2012",16h 10m 23s,,,,,
215,651,bobo,Xbox 360,16h 13m,NR,,550010,Completed,First,"January 02, 2014",16h 13m,,,,,
216,651,,PlayStation 3,16h 15m,NR,,292565,Completed,First,,16h 15m,,,,,
217,651,,,16h 20m,NR,,292536,Completed,First,,16h 20m 25s,,,,,
218,651,maikelsteneker,PlayStation 3,16h 20m,NR,,72684,Completed,First,,16h 20m 25s,,,,,
219,651,Ghostopz,PC,16h 20m,80%,,563907,Completed,First,"January 09, 2014",16h 20m 50s,20h,,,,
220,651,CommanderRoss,Xbox 360,16h 23m,NR,,1690365,Completed,First,"August 20, 2015",16h 23m 40s,,,,,
221,651,,PC,16h 24m,NR,,581269,Completed,First,,16h 24m 30s,24h 30m 59s,25h 23m 32s,Awesome game,,
222,651,charizaard,PlayStation 3,16h 25m,NR,,2141647,Completed,First,November 2015,16h 25m,,,,,
223,651,FANSofGAMES,PlayStation 3,16h 27m,NR,,602388,Completed,First,"February 05, 2014",16h 27m 57s,,,,,
224,651,,PlayStation 4,16h 29m,NR,,11491198,Completed,First,,16h 29m,,,,,
225,651,,,16h 30m,NR,,441469,Completed,First,,16h 30m,25h,40h,,,
226,651,n_wist,PC,16h 30m,80%,"97,88% synchronization (No DLC)",11443695,Completed,First,"May 23, 2020",16h 30m,26h,32h 15m,,,
227,651,xtidus7,PlayStation 3,16h 30m,NR,,1243212,Completed,First,"March 14, 2015",16h 30m,,,,,
228,651,Batebox33,PlayStation 3,16h 31m,NR,,3683120,Completed,First,"November 27, 2016",16h 31m 29s,,,,,
229,651,,PC,16h 32m,NR,,10556515,Completed,First,,16h 32m,,,,,
230,651,,PlayStation 3,16h 32m,NR,,11920955,Completed,First,,16h 32m 15s,,,,,
231,651,Private,Xbox 360,16h 32m,NR,,762089,Completed,First,"November 24, 2011",16h 32m 48s,,,,,
232,651,,PlayStation 3,16h 33m,NR,,609471,Completed,First,,16h 33m 12s,24h 41m 56s,,,,
233,651,IceShard,PC,16h 35m,NR,,1505029,Completed,Replay,"July 18, 2015",16h 35m 15s,,,,,
234,651,ADarkHero,PC,16h 36m,70%,,7217127,Completed,First,"October 09, 2018",16h 36m,,,,,
235,651,AminYEK,PC,16h 36m,100%,,10646730,Completed,First,"January 02, 2020",16h 36m 13s,17h 57m 49s,,,,
236,651,Electry,PC,16h 38m,NR,incl. sequence 12 & 13,6198403,Completed,First,"May 02, 2018",16h 38m,,,,,
237,651,,PlayStation 3,16h 40m,NR,,346239,Completed,First,,16h 40m,,,,,
238,651,,PlayStation 3,16h 43m,NR,,1414542,Completed,First,,16h 43m 32s,24h 32m 06s,,,,
239,651,mcgritch,Xbox 360,16h 43m,90%,,4261774,Completed,First,"April 02, 2017",16h 43m 58s,,,,,
240,651,,PlayStation 4,16h 44m,NR,,8619408,Completed,First,,16h 44m 51s,,,,,
241,651,,PC,16h 45m,NR,,8659267,Completed,First,,16h 45m,,,,,
242,651,Drayco90,Xbox 360,16h 45m,80%,,734905,Completed,Replay,,16h 45m,,42h 15m,,,
243,651,a6n0rma1,PC,16h 45m,90%,,8659349,Completed,First,"April 21, 2019",16h 45m,,,,,
244,651,bendikts,PC,16h 45m,NR,,10527373,Completed,First,"December 19, 2019",16h 45m,,,,,
245,651,,Xbox 360,16h 50m,NR,,691021,Completed,Replay,,16h 50m,26h 17m,33h 13m,,,
246,651,oddshots,PlayStation 3,16h 50m,90%,,673252,Completed,First,"March 19, 2014",16h 50m,18h 35m 20s,24h 39m 19s,,,
247,651,DrakeMcHale,Xbox 360,16h 57m,NR,,129681,Completed,First,"June 12, 2012",16h 57m,,,,,
248,651,,PlayStation 3,17h,NR,,722010,Completed,First,,17h,,,,,
249,651,,PC,17h,NR,,801707,Completed,First,,17h,,,,,
250,651,,PC,17h,NR,,1420537,Completed,First,,17h,,,,,
251,651,,PC,17h,NR,,4019476,Completed,First,,17h,,,,,
252,651,,PC,17h,NR,,6888991,Completed,First,,17h,,,,,
253,651,,PC,17h,NR,,8673080,Completed,First,,17h,21h,30h,,,
254,651,,PC,17h,NR,,8746563,Completed,First,,17h,,,,,
255,651,,PlayStation 4,17h,NR,,8822841,Completed,Replay,,17h,21h,28h,,,
256,651,AidanAK47,PC,17h,60%,,2115791,Completed,First,"May 19, 2018",17h,,,,,
257,651,Chyran,PC,17h,NR,,698515,Completed,First,"April 18, 2014",17h,,,,,
258,651,Cole999,Xbox 360,17h,70%,,3790099,Completed,First,,17h,,,,,
259,651,Private,PC,17h,80%,,417869,Completed,First,,17h,,,,,
260,651,Dispator,PlayStation 3,17h,NR,,3668759,Completed,First,,17h,21h,33h,,,
261,651,DonGeek,PlayStation 3,17h,NR,,4124006,Completed,First,"December 31, 2013",17h,,,,,
262,651,Empyrea,PlayStation 3,17h,70%,,6319350,Completed,First,"August 08, 2017",17h,,,,,
263,651,JabrZee,PC,17h,NR,,2946070,Completed,First,"July 28, 2015",17h,,,,,
264,651,Jelikey,Xbox 360,17h,80%,,1796805,Completed,First,"February 16, 2015",17h,,,,,
265,651,MiNoWAY,PC,17h,NR,,4178736,Completed,Replay,"March 13, 2017",17h,22h,25h,,,
266,651,Myshkin,PlayStation 3,17h,NR,,241207,Completed,First,,17h,,,,,
267,651,Nikopol,PlayStation 3,17h,70%,,362701,Completed,First,"July 16, 2012",17h,20h,26h,,,
268,651,SycoMantis91,Xbox 360,17h,NR,,1279653,Completed,First,,17h,,,,,
269,651,TheLegend,PlayStation 3,17h,NR,,7567184,Completed,First,"July 10, 2014",17h,26h,30h,,,
270,651,Tzzird,PC,17h,NR,,1058667,Completed,First,"December 12, 2014",17h,,,,,
271,651,avalvillar,PC,17h,NR,,550790,Completed,First,"February 20, 2014",17h,,,,,
