,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Completionist,Main+Extras,Personal Notes,Progress,Co-Op
61,19266,slickochet,Xbox 360,8h 55m,NR,Did a few optional missions and tombs.,2048744,Completed,First,"November 17, 2015",8h 55m 46s,,,,,
62,19266,Bogdan62,PC,8h 56m,100%,,4580926,Completed,First,"June 21, 2017",8h 56m 53s,,,,,
63,19266,B4sketC4se,PC,8h 59m,90%,,7910773,Completed,First,"December 23, 2019",8h 59m,,,,,
64,19266,,PC,9h,NR,,5091519,Completed,First,,9h,,,,,
65,19266,,PC,9h,NR,,5140965,Completed,First,,9h,,,,,
66,19266,,PC,9h,NR,,7008384,Completed,First,,9h,,,,,
67,19266,,PC,9h,NR,,8265477,Completed,First,,9h,,,,,
68,19266,,PC,9h,NR,,9492899,Completed,First,,9h,,,,,
69,19266,,PC,9h,NR,,11330233,Completed,First,,9h,,,,,
70,19266,,PC,9h,NR,,12007425,Completed,First,,9h,,,,,
71,19266,Alexsanlo,Xbox One,9h,80%,,5921162,Completed,First,"April 19, 2018",9h,,,,,
72,19266,Antrakos,PlayStation 4,9h,NR,,5586431,Completed,First,"May 04, 2018",9h,,,,,
73,19266,Blurbs,PC,9h,NR,,10909458,Completed,First,"January 14, 2020",9h,,,,,
74,19266,DuhblinnZA,Xbox One,9h,NR,,6300220,Completed,First,,9h,,,,,
75,19266,Jefferado,PC,9h,70%,,10255929,Completed,First,"October 15, 2019",9h,,,,,
76,19266,LzyP4nd4,PC,9h,NR,,5127264,Completed,First,"October 03, 2017",9h,,,,,
77,19266,Rangean,PC,9h,NR,,6986283,Completed,First,"September 06, 2018",9h,,,,,
78,19266,awesomenash,PC,9h,70%,,4104895,Completed,First,"February 22, 2017",9h,,,,,
79,19266,climber29,PlayStation 4,9h,NR,,4237795,Completed,First,,9h,,13h,,,
80,19266,ndeezee,PlayStation 4,9h,NR,,6004729,Completed,First,"February 09, 2018",9h,,,,,
81,19266,neptanic,PC,9h,70%,,10965759,Completed,First,"December 03, 2019",9h,,,,,
82,19266,pensayup,PC,9h,70%,,7444772,Completed,First,"December 02, 2018",9h,,,,,
83,19266,popae,Xbox One,9h,NR,,6006928,Completed,First,"November 14, 2015",9h,,,,,
84,19266,Private,PC,9h,70%,,10937342,Completed,First,,9h,,,,,
85,19266,supertoast3000,PC,9h,NR,,6664700,Completed,First,"July 25, 2018",9h,,,,,
86,19266,sw38130,PC,9h,NR,,4395680,Completed,First,"May 07, 2017",9h,,,,,
87,19266,,Xbox One,9h 02m,NR,,2317792,Completed,First,,9h 02m 11s,,,,,
88,19266,,PC,9h 08m,NR,,9079062,Completed,First,,9h 08m,,,,,
89,19266,Brolson,PC,9h 10m,NR,,4942855,Completed,First,,9h 10m,,,,,
90,19266,Thraesheios,PC,9h 15m,70%,,10216137,Completed,First,"October 08, 2019",9h 15m,,,,,
91,19266,Zomoniac,PC,9h 20m,80%,,5909095,Completed,First,"March 22, 2018",9h 20m,,,,,
92,19266,alexisplaying,PC,9h 20m,100%,,2512611,Completed,First,"February 02, 2016",9h 20m,,,,,
93,19266,dwoodsy,PC,9h 20m,NR,,11315233,Completed,First,"April 01, 2017",9h 20m,,,,,
94,19266,kaloyannikov,PC,9h 20m,NR,,6936523,Completed,First,"August 28, 2018",9h 20m,,,,,
95,19266,Azareth,PC,9h 22m,NR,,3795920,Completed,First,"December 22, 2016",9h 22m,,,,,
96,19266,Thekoolbean,Xbox One,9h 30m,90%,,2064648,Completed,First,"November 19, 2015",9h 30m,,,,,
97,19266,believes,PC,9h 30m,NR,,3112297,Completed,First,"June 19, 2016",9h 30m,,,,,
98,19266,fetahundenyoda,PC,9h 30m,90%,,2586923,Completed,First,"February 16, 2016",9h 30m,,,,,
99,19266,,PC,9h 34m,NR,,10885848,Completed,First,,9h 34m,,,,,
100,19266,,Xbox One,9h 34m,NR,Great,6005490,Completed,First,,9h 34m 12s,,,,,
101,19266,,Xbox One,9h 38m,NR,,6080130,Completed,First,,9h 38m,,,,,
102,19266,,PC,9h 40m,NR,,4819039,Completed,First,,9h 40m,,,,,
103,19266,McTabish,Xbox One,9h 45m,NR,,10678074,Completed,First,"December 28, 2019",9h 45m,,,,,
104,19266,Spizzik,PC,9h 48m,NR,,5129948,Completed,First,"September 28, 2019",9h 48m,,,,,
105,19266,potatolord,PC,9h 48m,90%,,5292947,Completed,First,"November 09, 2017",9h 48m,,,1 tomb 2 side quests,,
106,19266,ulvhedin_,PC,9h 48m,60%,,11101658,Completed,First,,9h 48m,,,,,
107,19266,coldfusuin,PC,9h 50m,NR,,5297979,Completed,First,"November 11, 2017",9h 50m,,,,,
108,19266,Private,PC,9h 50m,NR,,7696995,Completed,First,"May 10, 2016",9h 50m,,,,,
109,19266,whyrecon,PC,9h 50m,70%,,6129151,Completed,First,"April 22, 2018",9h 50m,,,,,
110,19266,Ferrumoff,PC,9h 53m,NR,,2564422,Completed,First,"February 17, 2016",9h 53m 02s,,,,,
111,19266,,Xbox One,10h,NR,,2308107,Completed,First,,10h,,,,,
112,19266,,PC,10h,NR,,2691788,Completed,First,,10h,,,,,
113,19266,,PC,10h,NR,,3532822,Completed,First,,10h,,,,,
114,19266,,PlayStation 4,10h,NR,,3892856,Completed,First,,10h,,,,,
115,19266,,PC,10h,NR,,3986832,Completed,First,,10h,,,,,
116,19266,,PC,10h,NR,,4295780,Completed,First,,10h,,,,,
117,19266,,PC,10h,NR,,4566169,Completed,First,,10h,,11h,,,
118,19266,,PC,10h,NR,,5506047,Completed,First,,10h,,,,,
119,19266,,PC,10h,NR,,5572187,Completed,First,,10h,,,,,
120,19266,,PC,10h,NR,Completed on Normal,5848460,Completed,First,,10h,,,,,
121,19266,,Xbox One,10h,NR,,6994942,Completed,Replay,,10h,,,,,
122,19266,,PC,10h,NR,,7542503,Completed,First,,10h,,,,,
123,19266,,PC,10h,NR,,8175678,Completed,First,,10h,,,,,
124,19266,,PlayStation 4,10h,NR,,8753231,Completed,First,,10h,,,,,
125,19266,,PC,10h,NR,,9357338,Completed,First,,10h,,,,,
126,19266,,PC,10h,NR,,11730792,Completed,First,,10h,,,,,
127,19266,AlcibiadeFox,PC,10h,NR,,8822887,Completed,First,"February 02, 2018",10h,,,,,
128,19266,AndreaMN,PC,10h,NR,,7917866,Completed,First,"January 02, 2019",10h,,,,,
129,19266,ArturGG,Xbox One,10h,NR,,9319224,Completed,First,"August 07, 2019",10h,,,,,
130,19266,Badger224,PC,10h,NR,Survivor Difficulty,4627323,Completed,First,"June 24, 2017",10h,,,,,
131,19266,Bazladaz,PC,10h,NR,,10893227,Completed,First,"March 27, 2020",10h,,,,,
132,19266,DaKoolDood,PC,10h,NR,,11804372,Completed,First,"May 30, 2020",10h,,,,,
133,19266,Desser,PC,10h,80%,,2516176,Completed,First,"February 03, 2016",10h,27h,15h,,,
134,19266,Elficzek,PC,10h,100%,,2510245,Completed,First,"February 01, 2016",10h,,,,,
135,19266,Elfz,Xbox One,10h,NR,,8582050,Completed,First,"April 07, 2019",10h,,,,,
136,19266,JA19,PC,10h,NR,,9048604,Completed,First,"June 27, 2019",10h,,,,,
137,19266,LittleRobot,PC,10h,NR,,4883462,Completed,First,"August 07, 2017",10h,,,,,
138,19266,Lone_Wolf30,PC,10h,NR,,8371148,Completed,First,"February 28, 2019",10h,,,,,
139,19266,NicolasDSTR,PlayStation 4,10h,90%,,10825209,Completed,First,2019,10h,,,,,
140,19266,Rei_Ichi,PC,10h,NR,,2862449,Completed,First,,10h,,,,,
141,19266,Skurjikyon,PC,10h,NR,,7373208,Completed,First,,10h,,16h,,,
142,19266,StHubi,PC,10h,NR,,2746968,Completed,First,"April 02, 2016",10h,,,,,
143,19266,ThatCristianGuy,PC,10h,60%,,11379436,Completed,First,"April 07, 2020",10h,,,,,
144,19266,bigabig,PC,10h,90%,,6387739,Completed,First,"June 13, 2018",10h,,,,,
145,19266,cidsa,PC,10h,NR,,2618797,Completed,First,"February 20, 2016",10h,,,,,
146,19266,cottboi,PlayStation 4,10h,90%,,6571203,Completed,Replay,,10h,,,,,
147,19266,dmgash,PC,10h,NR,,6597495,Completed,First,"July 15, 2018",10h,,,,,
148,19266,intrus1,PC,10h,NR,,5811288,Completed,First,"February 11, 2018",10h,,,,,
149,19266,jstalin,PC,10h,NR,,7952211,Completed,First,"January 05, 2019",10h,,,,,
150,19266,master94ga,PC,10h,NR,,10351857,Completed,First,2018,10h,,,,,
151,19266,moseng16,PC,10h,NR,,8093070,Completed,First,"January 21, 2019",10h,,,,,
152,19266,mrbaggs,Xbox One,10h,NR,,8742863,Completed,First,"May 09, 2019",10h,,,,,
153,19266,Private,PC,10h,NR,,10159847,Completed,First,"September 29, 2019",10h,,,,,
154,19266,tominagy,PC,10h,NR,,9128574,Completed,First,"July 10, 2019",10h,,12h,,,
155,19266,xDarkProdigy,PC,10h,NR,,3686300,Completed,First,"December 06, 2016",10h,,,,,
156,19266,zhochste,PlayStation 4,10h,NR,,7342803,Completed,First,"June 29, 2019",10h,,,,,
157,19266,zolebug,PC,10h,NR,,5793567,Completed,First,"February 07, 2018",10h,,,,,
158,19266,aeromentality,PC,10h 03m,60%,,8570831,Completed,First,"April 05, 2019",10h 03m 23s,,,,,
159,19266,marcialwar,PlayStation 4,10h 06m,NR,,6315147,Completed,First,2017,10h 06m,,,,,
160,19266,deviser,PC,10h 08m,80%,67%,11297879,Completed,First,"April 09, 2020",10h 08m,,,,,
161,19266,RamenKing,PC,10h 09m,NR,,2642065,Completed,First,"February 24, 2016",10h 09m,,,,,
162,19266,smaczny,PC,10h 13m,NR,,3793617,Completed,First,,10h 13m,,,,,
163,19266,,PC,10h 15m,NR,,4750766,Completed,First,,10h 15m,,,,,
164,19266,snappums,PC,10h 15m,NR,,2510215,Completed,First,"February 04, 2016",10h 15m,,,,,
165,19266,Luky369,PC,10h 23m,100%,,4495312,Completed,Replay,"May 28, 2017",10h 23m,,,,,
166,19266,Edco0328,PC,10h 24m,NR,,11117863,Completed,First,"March 05, 2020",10h 24m,,,,,
167,19266,,PC,10h 25m,NR,Yea,6068268,Completed,First,,10h 25m 10s,,,,,
168,19266,,Xbox One,10h 28m,NR,,2467013,Completed,First,,10h 28m 10s,,,,,
169,19266,ColeKXL999,PlayStation 4,10h 30m,90%,,4859657,Completed,First,July 2017,10h 30m,,,"Very good game!
9.5/10",,
170,19266,Gukanika10,Xbox One,10h 30m,NR,,4144723,Completed,First,"March 05, 2017",10h 30m,,,,,
171,19266,Tagggy,PC,10h 30m,NR,,4440234,Completed,First,"May 17, 2017",10h 30m,,,,,
172,19266,alexmunoz905,PC,10h 30m,NR,Did one or two extra. Not every single one.,8959197,Completed,First,"June 13, 2019",10h 30m,,,,,
173,19266,insilater,PC,10h 30m,90%,,5026309,Completed,First,"September 09, 2017",10h 30m,,,,,
174,19266,rafaceesar,Xbox One,10h 30m,90%,,8497155,Completed,First,"March 15, 2019",10h 30m,,,,,
175,19266,,Xbox One,10h 32m,NR,,2345685,Completed,First,,10h 32m,,,,,
176,19266,,PC,10h 32m,NR,,2550771,Completed,First,,10h 32m,,,,,
177,19266,theaspin,PC,10h 32m,NR,,7011813,Completed,First,,10h 32m,,,,,
178,19266,,Xbox One,10h 35m,NR,,2124587,Completed,First,,10h 35m,,,,,
179,19266,roastedcharizard,PC,10h 35m,70%,,4611220,Completed,First,"December 16, 2017",10h 35m 20s,,,,,
180,19266,Electry,PC,10h 39m,NR,,8043610,Completed,First,"January 21, 2019",10h 39m,,,,,
181,19266,,PC,10h 42m,NR,,5948912,Completed,First,,10h 42m,,,,,
182,19266,GreenKing,PC,10h 42m,90%,,4532521,Completed,First,"June 05, 2017",10h 42m,,,,,
183,19266,sansa,PC,10h 42m,NR,,6775938,Completed,First,"October 13, 2018",10h 42m,,,,,
184,19266,dondiegodon,PC,10h 42m,NR,,8023761,Completed,First,"January 12, 2019",10h 42m 08s,,,,,
185,19266,GhaliPotter,PC,10h 45m,NR,,7166613,Completed,First,"October 13, 2018",10h 45m 34s,,,,,
186,19266,Private,Xbox One,10h 47m,NR,,2414443,Completed,First,"January 20, 2016",10h 47m,,,,,
187,19266,,Xbox One,10h 48m,NR,,8280597,Completed,First,,10h 48m 15s,,,,,
188,19266,Gukanozadze,Xbox One,10h 50m,NR,,4144728,Completed,First,"March 05, 2017",10h 50m,,,,,
189,19266,GRT42,PC,10h 54m,NR,,10568124,Completed,First,"December 09, 2019",10h 54m,,15h 56m,,,
190,19266,,PC,11h,NR,,2531889,Completed,First,,11h,,,,,
191,19266,,Xbox One,11h,NR,,2800882,Completed,First,,11h,,,,,
192,19266,,PC,11h,NR,,3023877,Completed,First,,11h,,,,,
193,19266,,PC,11h,NR,,5315152,Completed,First,,11h,,,,,
194,19266,,PC,11h,NR,,5947601,Completed,First,,11h,,,,,
195,19266,,PC,11h,NR,,6314568,Completed,First,,11h,,,,,
196,19266,,PC,11h,NR,,6461642,Completed,First,,11h,,,,,
197,19266,,PC,11h,NR,Did around 2 of the optional missions added like 20 minutes or so,7011357,Completed,First,,11h,,,,,
198,19266,,PC,11h,NR,,8927051,Completed,First,,11h,,,,,
199,19266,,PC,11h,NR,,9346332,Completed,First,,11h,,,,,
200,19266,AlmightyAngelo,PC,11h,NR,,5408406,Completed,First,"November 26, 2017",11h,,,,,
201,19266,Private,PC,11h,NR,,4938062,Completed,First,,11h,,,,,
202,19266,Bouland,Xbox One,11h,NR,in game time,6592612,Completed,First,"July 14, 2018",11h,,,,,
203,19266,Private,PlayStation 4,11h,NR,,4115507,Completed,First,"February 25, 2017",11h,,,,,
204,19266,Fistberg,PC,11h,70%,,3223095,Completed,First,,11h,,,,,
205,19266,G_Man,PC,11h,80%,,5198450,Completed,First,"October 08, 2017",11h,,,,,
206,19266,HairBears,PC,11h,80%,,2460647,Completed,First,"February 14, 2016",11h,,,,,
207,19266,Noopinho,Xbox One,11h,NR,,7074656,Completed,First,"September 18, 2018",11h,,,,,
208,19266,Ontarus,PC,11h,NR,,8176363,Completed,First,,11h,,,,,
209,19266,craigx1995,PC,11h,70%,,7775687,Completed,First,"December 18, 2018",11h,,,,,
210,19266,dierkules,PC,11h,NR,,4993653,Completed,First,"September 01, 2017",11h,,,,,
211,19266,fufful,Xbox 360,11h,100%,,8344852,Completed,First,"February 23, 2019",11h,20h,,,,
212,19266,gauci_20,PC,11h,NR,,12001345,Completed,First,"June 15, 2020",11h,,,,,
213,19266,jkoh95,Xbox One,11h,80%,,11941437,Completed,First,"January 20, 2020",11h,,,,,
214,19266,leonkenedystan1,Xbox One,11h,90%,,10938389,Completed,First,"February 04, 2020",11h,,,,,
215,19266,liorfigman,PC,11h,90%,,3368054,Completed,First,"August 27, 2016",11h,19h,,,,
216,19266,lopuxilo,PlayStation 4,11h,NR,,4496852,Completed,First,"May 29, 2017",11h,,,,,
217,19266,mayhemelectric,Xbox One,11h,NR,,6014034,Completed,First,"March 21, 2018",11h,,,,,
218,19266,Private,Xbox One,11h,70%,,8445557,Completed,First,"April 13, 2019",11h,,,,,
219,19266,otrigen,PC,11h,NR,,11265877,Completed,First,"March 27, 2020",11h,,,,,
220,19266,Private,PC,11h,90%,,10459988,Completed,First,"November 21, 2019",11h,,,,,
221,19266,shanefeuz,PC,11h,NR,,11679947,Completed,First,"May 08, 2020",11h,,,,,
222,19266,sunburster,PC,11h,100%,,6404009,Completed,First,"June 14, 2018",11h,,,,,
223,19266,vpapidokha,PC,11h,NR,,7478177,Completed,First,,11h,,,,,
224,19266,Private,PC,11h,NR,,7675650,Completed,First,"December 25, 2019",11h,,,,,
225,19266,juliocbpires,Xbox One,11h 09m,NR,,10987651,Completed,First,"February 14, 2020",11h 09m,,,,,
226,19266,,PC,11h 10m,NR,,2695664,Completed,First,,11h 10m,,,,,
227,19266,MonokumaLord,PlayStation 4,11h 11m,90%,,6042178,Completed,First,"March 26, 2018",11h 11m 31s,,,,,
228,19266,MoonBear,PC,11h 15m,NR,,11705641,Completed,First,"May 11, 2020",11h 15m,,,,,
229,19266,Sacyne,PC,11h 16m,NR,,6231554,Completed,First,"May 11, 2018",11h 16m,,,,,
230,19266,ballgame,Xbox One,11h 18m,NR,,7177897,Completed,First,"October 04, 2018",11h 18m,,,,,
231,19266,PaddyF39,Xbox One,11h 20m,NR,,4850726,Completed,First,"August 03, 2017",11h 20m,,,,,
232,19266,civoreb,Xbox 360,11h 20m,70%,,4154316,Completed,First,"March 07, 2017",11h 20m,,,The first one was a better game.,,
233,19266,arcusmaximus,Xbox One,11h 21m,NR,,2188039,Completed,First,"November 17, 2015",11h 21m 31s,,,,,
234,19266,cloudst,PC,11h 22m,NR,,3326383,Completed,First,"July 16, 2016",11h 22m,,24h,,,
235,19266,,Xbox One,11h 24m,NR,,5702389,Completed,First,,11h 24m 12s,,,,,
236,19266,instafluff,PC,11h 25m,NR,,5190998,Completed,First,"July 19, 2017",11h 25m,,,,,
237,19266,,PC,11h 30m,NR,,2528614,Completed,First,,11h 30m,,,,,
238,19266,,PC,11h 30m,NR,,6057551,Completed,First,,11h 30m,,,,,
239,19266,LaunchpadMcRoss,PC,11h 30m,NR,,4620836,Completed,First,"June 29, 2017",11h 30m,,,,,
240,19266,Kyzuto,PC,11h 32m,NR,,3865710,Playing Completed,First,"October 12, 2016",11h 32m,,,,11h 32m /,
241,19266,Freak0104,PlayStation 4,11h 34m,NR,,8041517,Replay Completed,Replay,"January 06, 2017",11h 34m,,19h 59m 59s,,20h /,
242,19266,Klashik,PC,11h 34m,60%,,5294123,Custom List Completed,First,"August 22, 2018",11h 34m,,,,11h 34m /,
243,19266,,PC,11h 40m,NR,,2763222,Completed,First,,11h 40m,,,,,
244,19266,Jaksu,Xbox One,11h 40m,NR,,2140945,Completed,First,"November 26, 2015",11h 40m 08s,,,,,
245,19266,Dingoo,PC,11h 42m,NR,,10760359,Completed,First,"January 05, 2020",11h 42m,,,,,
246,19266,sandshrew_7000,PC,11h 42m,NR,,11386679,Completed,First,,11h 42m,,,,,
247,19266,Danny1612,PC,11h 42m,NR,,8643114,Completed,First,"January 12, 2018",11h 42m 12s,,,,,
248,19266,Nord,PC,11h 42m,80%,,3565379,Completed,First,"February 06, 2016",11h 42m 19s,,,,,
249,19266,Fichox,PC,11h 45m,80%,,6902439,Completed,First,"August 23, 2018",11h 45m,,,,,
250,19266,MrSoundless,PC,11h 46m,NR,,8072436,Completed,First,"September 17, 2017",11h 46m,,,,,
251,19266,Wrathzog,PC,11h 55m,NR,,5868101,Completed,First,"February 20, 2018",11h 55m,,,,,
252,19266,agolden97,PC,11h 59m,NR,,3715774,Completed,First,"February 09, 2016",11h 59m 59s,,,,,
253,19266,,PC,12h,NR,,2502874,Completed,First,,12h,,,,,
254,19266,,PC,12h,NR,,3775297,Completed,First,,12h,,,,,
255,19266,,PC,12h,NR,,5658160,Completed,First,,12h,,,,,
256,19266,,PC,12h,NR,,7072400,Completed,First,,12h,,,,,
257,19266,,PC,12h,NR,,8074711,Completed,First,,12h,,,,,
258,19266,,PC,12h,NR,,9597645,Completed,First,,12h,,,,,
259,19266,,PC,12h,NR,,11416967,Completed,First,,12h,,,,,
260,19266,Private,PC,12h,NR,,6450080,Completed,First,"June 25, 2018",12h,,,,,
261,19266,AverageGreg,PC,12h,80%,"All challenge tombs, some missions and challenges, about 75%.",3867235,Completed,First,"January 04, 2017",12h,,20h,,,
262,19266,BCarsonElite,PlayStation 4,12h,NR,,8924352,Completed,First,,12h,,,,,
263,19266,BSchwarz95,PlayStation 4,12h,80%,,7901676,Completed,First,"January 31, 2018",12h,,,,,
264,19266,Bartezoo,Xbox 360,12h,NR,,3063462,Completed,First,"June 07, 2016",12h,,,,,
265,19266,Beowulf94,PlayStation 4,12h,70%,,10514840,Completed,First,"November 30, 2018",12h,,,,,
266,19266,Copeland1994,PlayStation 4,12h,90%,,10986072,Replay Completed,Replay,"June 20, 2018",12h,,,,12h /,
267,19266,Dispator,PC,12h,NR,,5652346,Completed,First,"January 13, 2018",12h,,14h,,,
268,19266,Domnicate,PC,12h,NR,,8869070,Completed,First,"July 10, 2018",12h,,,,,
269,19266,Empyrea,PlayStation 4,12h,90%,,7945792,Completed,First,"January 02, 2019",12h,,,,,
270,19266,G4mer1808,PC,12h,80%,,5557526,Completed,First,"December 14, 2017",12h,,,,,
271,19266,Hagno,PC,12h,90%,,2581314,Playing Completed,First,"February 15, 2016",12h,,,,13h /,
272,19266,JamaicanBacon08,PlayStation 4,12h,NR,,10546094,Completed,First,"December 05, 2019",12h,,,,,
273,19266,KawaiiGuy,Xbox One,12h,NR,,10727333,Completed,First,,12h,,,,,
274,19266,Keyakinan,PC,12h,NR,After main story you can go back and do the things for completion.,6797267,Completed,First,"August 09, 2018",12h,,,,,
275,19266,NixTrix27,PlayStation 4,12h,NR,Felt really story driven,5848231,Completed,First,"February 05, 2018",12h,,,,,
