,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Co-Op,Progress,Speedrun,Personal Notes,Retired Notes,Vs.
21,1274,cabriolet6,PC,11h 58m,90%,,3264904,Completed,First,"July 30, 2016",11h 58m 33s,,,,,,,,
22,1274,,PC,12h,NR,,8653006,Completed,Replay,,12h,,,,,,,,
23,1274,MarthOfAltea,PC,12h,70%,,6487997,Completed,First,"June 28, 2018",12h,,,,,,,,
24,1274,ziggystardust65,PC,12h,70%,,6577085,Completed,First,"July 11, 2018",12h,,,,,,,,
25,1274,coldfusuin,PC,12h 05m,90%,,5297974,Completed,First,"November 11, 2017",12h 05m,28h 10m,,,,,,,
26,1274,KUNXJAMES,PC,12h 30m,NR,,11814311,Completed,First,"May 17, 2020",12h 30m,16h 42m,,,,,,,
27,1274,,PlayStation 4,12h 34m,NR,,4752319,Completed,Replay,,12h 34m 26s,18h 58m 51s,23h 11m 37s,,,,,,
28,1274,ShotaCat,PC,13h,70%,,10240910,Completed,First,"October 19, 2019",13h,,,,,,,,
29,1274,,PC,13h 12m,NR,Mainly co-op,9251244,Completed,First,,13h 12m,,,,,,,,
30,1274,,PC,13h 30m,NR,,6197743,Completed,Replay,,13h 30m,,,,,,,,
31,1274,,PC,13h 56m,NR,,11876444,Completed,First,,13h 56m 23s,,,,,,,,
32,1274,,PC,14h,NR,,6582917,Completed,First,,14h,,,,,,,,
33,1274,Matttaay2410,Xbox One,14h,NR,,1742728,Completed,First,,14h,14h 30m,,,,,,,
34,1274,igordennis,PlayStation 3,14h,NR,,403129,Completed,First,"February 24, 2013",14h,40h,55h,,,,,,
35,1274,Private,PC,14h,NR,,5597417,Completed,First,"August 28, 2018",14h,,,,,,,,
36,1274,Everdred,Xbox 360,14h 30m,90%,Mostly Co-Op,172,Completed,First,"October 09, 2012",14h 30m,,,,,,,,
37,1274,Azzanis,PC,14h 34m,NR,,8114059,Completed,First,"January 24, 2019",14h 34m,,,,,,,,
38,1274,Ibuki,PC,14h 40m,NR,,9535056,Completed,First,"September 06, 2019",14h 40m 22s,,,,,,,,
39,1274,Joshster_1,PlayStation 3,15h,90%,,3566156,Replay Completed,First,,15h,20h,70h,,,,,,
40,1274,Private,PC,15h,90%,,7289603,Completed,Replay,"October 20, 2018",15h,,,,,,,,
41,1274,realaY,PC,15h,NR,,1197338,Completed,First,"November 27, 2014",15h,40h,75h,,,,,,
42,1274,,PC,15h 25m,NR,,7005313,Completed,First,,15h 25m 04s,,,,,,,,
43,1274,,,16h,NR,,391294,Completed,Replay,,16h,30h,50h,,,,,,
44,1274,DarkklawLive,PC,16h,NR,,8605017,Playing Completed,First,"April 12, 2019",16h,,,,,,,,
45,1274,KPD2,PlayStation 4,16h,90%,"First playthrough, Solo, New level 0 character (Commando), good amount of side quests done",9028865,Completed,First,"June 18, 2019",16h,,,,,,,,
46,1274,NsL791,PC,16h,80%,,10661270,Completed,Replay,"December 27, 2019",16h,32h,120h,12h,,,,,
47,1274,Private,PC,16h,NR,,797286,Replay Completed,First,"July 06, 2014",16h,46h,,52h,,,,,
48,1274,cloudk1ll,,16h,NR,,265920,Completed,First,"July 13, 2013",16h,,,,,,,,
49,1274,jnr232001,PC,16h,NR,,2885550,Completed,First,"April 19, 2016",16h,,,,,,,,
50,1274,leenightingale,,16h,NR,,316410,Completed,First,"July 08, 2013",16h,,,,,12h,,,
51,1274,Barch,PlayStation 4,16h 14m,NR,,10311254,Backlog Completed,First,"October 27, 2019",16h 14m,,,,16h 14m /,,,,
52,1274,,Mac,16h 16m,NR,,4426261,Completed,First,,16h 16m,25h,96h,,,4h 16m,,,
53,1274,fehidragon,PC,16h 29m,NR,,2416234,Completed,First,,16h 29m,60h 29m,100h 29m,300h 29m,,,,,
54,1274,,PlayStation 3,17h,NR,4 Player co-op,296574,Completed,First,,17h,,,,,,,,
55,1274,,PC,17h,NR,,9197588,Completed,First,,17h,,,17h,,,,,
56,1274,Zirtonic,PC,17h,70%,,6505666,Completed,First,,17h,,,,,,,,
57,1274,ntylerwetrust,PC,17h 03m,80%,,736272,Completed,First,"February 07, 2017",17h 03m 30s,,,,,,,,
58,1274,GTBAtom,PC,17h 11m,NR,,6479325,Completed,First,"October 23, 2014",17h 11m,,,,,,,,
59,1274,nixx,PC,17h 11m,NR,,2151689,Completed,Replay,"January 28, 2015",17h 11m,,,,,,,,
60,1274,Excelsior,PlayStation 3,17h 13m,80%,Main story + the grind necessary to complete it.,699362,Completed,First,"October 13, 2014",17h 13m 52s,28h 02m 08s,,,,,,,
61,1274,xwinsus,PC,17h 44m,80%,,9032109,Completed,First,"July 03, 2019",17h 44m 39s,,,,,,,,
62,1274,,PlayStation 4,17h 52m,NR,,8948588,Completed,First,,17h 52m,,,,,,,,
63,1274,a2a_REX,PlayStation Vita,17h 54m,NR,,1401752,Completed,First,"July 04, 2015",17h 54m 47s,,,,,,,,
64,1274,,PC,18h,NR,,4559751,Completed,First,,18h,,,,,,,,
65,1274,Daigod,PC,18h,NR,,11461229,Completed,First,"April 16, 2020",18h,,,,,,,,
66,1274,DerWaifu,PC,18h,NR,,9694079,Completed,First,"September 20, 2019",18h,,,,,,,,
67,1274,DrGrubbington,PC,18h,NR,,7919326,Completed,Replay,"January 02, 2019",18h,,,,,,,,
68,1274,bendikts,PC,18h,NR,,11079226,Completed,First,"March 04, 2020",18h,,,,,,,,
69,1274,Private,PC,18h,NR,,11940758,Completed,Replay,,18h,,,,,,,,
70,1274,brendun,PC,18h 57m,NR,,990711,Completed,First,"October 24, 2014",18h 57m 27s,,,,,,,,
71,1274,,PC,19h,NR,,473098,Completed,First,,19h,,,19h,,,,,
72,1274,,PC,19h,NR,,2251719,Completed,First,,19h,,,,,,,,
73,1274,Jonathante,PC,19h,NR,,9391976,Completed,First,"May 03, 2020",19h,,,,,,,,
74,1274,jookarsmk,PC,19h,NR,,11574056,Completed,First,"June 04, 2017",19h,,,,,,,,
75,1274,theVADER,PlayStation 3,19h 10m,60%,,2834315,Completed,First,"October 19, 2015",19h 10m,58h 32m,,,,,,,
76,1274,,Xbox 360,19h 10m,NR,,1216238,Completed,Replay,,19h 10m 32s,45h 20m 06s,70h 21s,,,,,,
77,1274,Blackcracks,PlayStation 3,19h 21m,NR,,233145,Completed,First,"March 14, 2013",19h 21m 46s,,,,,,,,
78,1274,BrickTrain,PC,19h 28m,70%,,6308592,Completed,First,"April 14, 2019",19h 28m,62h 12m,80h 44m,,,,,,
79,1274,,PC,20h,NR,,643801,Completed,First,,20h,,,,,,,,
80,1274,,PC,20h,NR,,1043104,Completed,Replay,,20h,,,,,,,,
81,1274,,Linux,20h,NR,,2806022,Completed,First,,20h,,,,,,,,
82,1274,,PC,20h,NR,,4104136,Completed,Replay,,20h,72h,150h,,,,,,
83,1274,,PC,20h,NR,,9691914,Completed,First,,20h,,,,,,,,
84,1274,Akselmo,PC,20h,NR,,2452124,Completed,First,,20h,,,,,,,,
85,1274,AriakWolf,PC,20h,90%,,5314579,Completed,First,,20h,35h,420h,,,,,,
86,1274,Choca,PC,20h,NR,all sides quest + dlc's HAVE FUN,4372399,Replay Completed,First,"May 01, 2013",20h,64h 32m,,,64h 32m /,,,,
87,1274,FirstKnightRicky,Xbox 360,20h,100%,,589575,Replay Completed Retired,Replay,,20h,25h,80h,,,,,,
88,1274,Joojooyoghurt,PC,20h,NR,,8626953,Playing Completed,First,"April 13, 2019",20h,38h,,,38h /,,,,
89,1274,Kartelaar,PlayStation 3,20h,NR,,8119200,Completed,First,"January 25, 2019",20h,,,,,,,,
90,1274,arames123,PC,20h,NR,,3274173,Completed,First,"July 30, 2016",20h,,,,,,,,
91,1274,cardsandhuskers,PC,20h,90%,,9006038,Playing Backlog Completed,First,"July 24, 2019",20h,,,,38h /,,,,
92,1274,garbina,PC,20h,NR,,4364164,Completed,First,"October 01, 2016",20h,,,,,,,,
93,1274,kakashinomi,PC,20h,80%,,704314,Completed,First,"June 12, 2015",20h,,,,,,,,
94,1274,kiraihto,PC,20h,NR,,6062311,Completed,Replay,"March 31, 2018",20h,,90h,,,,,,
95,1274,schiemann,PlayStation 4,20h,80%,,10662628,Completed,First,"June 11, 2020",20h,,,,,,,,
96,1274,thephoenixking43,PC,20h,80%,,8281756,Completed,First,"May 01, 2018",20h,,,,,,,,
97,1274,vitorf14,PC,20h,NR,,9361247,Completed,First,"August 13, 2019",20h,50h,152h,,,,,,
98,1274,truewarhead,PC,20h 01m,NR,,154323,Completed,First,"March 21, 2013",20h 01m,,,,,,,,
99,1274,Auchhior,PlayStation 3,20h 04m,NR,,750059,Completed,First,"June 06, 2014",20h 04m,,,,,,,,
100,1274,mirzatron,PC,20h 05m,NR,,9588668,Completed,First,"September 12, 2019",20h 05m,,,,,,,,
101,1274,,PlayStation 3,20h 06m,NR,,809607,Completed,First,,20h 06m 02s,,,,,,,,
102,1274,,PlayStation 4,20h 09m,NR,Mina story + around 20 side missions,1415866,Completed,Replay,,20h 09m 45s,25h 02m 30s,,,,,,,
103,1274,,PC,20h 15m,NR,,3467139,Completed,First,,20h 15m,,,,,,,,
104,1274,kyoukishoji,Xbox 360,20h 15m,NR,,1058330,Completed,First,"June 20, 2015",20h 15m 35s,,,,,,,,
105,1274,Genjutsuhh,PlayStation 4,20h 20m,60%,,10309946,Completed,First,"January 14, 2020",20h 20m 48s,,,,,,,,
106,1274,dadu,Xbox 360,20h 21m,100%,,503119,Completed,First,"December 02, 2013",20h 21m,,81h 04m,,,,,,
107,1274,,PC,20h 26m,NR,,6123446,Completed,First,,20h 26m 33s,,,,,,,,
108,1274,Markarama,PC,20h 27m,NR,,9562511,Completed,Replay,"September 08, 2019",20h 27m 48s,,,20h 27m 48s,,,,,
109,1274,SerMim,PC,20h 30m,100%,,202674,Completed,First,"November 12, 2012",20h 30m,,,,,,,,
110,1274,Private,PlayStation 3,20h 31m,90%,,640262,Completed,First,"March 10, 2013",20h 31m 27s,40h 42m 48s,,,,,,,
111,1274,,Nintendo Switch,20h 35m,NR,,11941007,Completed,First,,20h 35m 12s,,,,,,,,
112,1274,cellslayer78,Xbox One,20h 41m,70%,,3009671,Completed,First,"May 25, 2016",20h 41m 06s,,,,,,,,
113,1274,,PC,20h 45m,NR,,296556,Completed,First,,20h 45m 23s,,,,,,,,
114,1274,NukeYourNanny,PC,20h 51m,NR,,7426968,Completed,First,"December 09, 2018",20h 51m 46s,,,,,,,,
115,1274,,PC,21h,NR,,6158508,Completed,First,,21h,,,,,,,,
116,1274,Anthracks,Xbox 360,21h,50%,,142477,Completed,First,"December 29, 2012",21h,,,,,,,,
117,1274,LewaOhato,PlayStation 3,21h,NR,,2982321,Completed,First,,21h,,,,,,,,
118,1274,Netherstorms,PC,21h,NR,,1175544,Completed,First,,21h,,,,,,,,
119,1274,SMC23,PC,21h,NR,,4428431,Completed,First,"May 14, 2017",21h,,,,,,,,
120,1274,Private,PC,21h,90%,,7008467,Completed,First,"March 13, 2013",21h,,,,,,Two player co-op,,
121,1274,kyarourin,Xbox 360,21h,70%,,77562,Completed,First,"January 31, 2013",21h,,,,,,,,
122,1274,xecute16,PC,21h,NR,,4983435,Completed,Replay,"October 12, 2017",21h,,,,,,,,
123,1274,Athruntalan,PC,21h 30m,90%,Coop - Maya/Axton,8716268,Replay Completed,Replay,"June 11, 2019",21h 30m,,,,,,,,
124,1274,DopeonaRope,Xbox 360,21h 31m,NR,,1030242,Completed,First,"October 26, 2014",21h 31m 10s,,,21h 31m 10s,,,,,
125,1274,,,21h 34m,NR,,460699,Completed,First,,21h 34m 12s,34h 26m 06s,42h 13m 51s,18h 56m 12s,,,,,
126,1274,,PC,21h 34m,NR,Main Story only,9094151,Completed,First,,21h 34m 54s,,,,,,,,
127,1274,Kikkelipaa666,PC,21h 40m,80%,,1349682,Backlog Completed,First,"May 16, 2015",21h 40m,,,,,,,,
128,1274,oskamo,PC,21h 45m,NR,,1274586,Completed,First,"April 02, 2015",21h 45m,,,,,,,,
129,1274,jacknelson,PC,21h 47m,NR,,275397,Completed,Replay,"May 29, 2013",21h 47m,,,,,,,,
130,1274,NightSlade,PC,21h 47m,80%,,9022464,Completed,First,"June 24, 2019",21h 47m 04s,,,,,,,,
131,1274,lewdmeat,PlayStation 4,21h 54m,90%,,11132139,Completed,First,"March 17, 2020",21h 54m 08s,,,,,,Played on PS4 Pro.,,
132,1274,,Xbox 360,22h,NR,,2903086,Completed,Replay,,22h,,,,,6h 38m,,,
133,1274,,PC,22h,NR,,3065318,Completed,Replay,,22h,,,,,,,,
134,1274,,PC,22h,NR,,3679921,Completed,First,,22h,,,,,,,,
135,1274,,PC,22h,NR,,3729666,Completed,First,,22h,,,,,,,,
136,1274,,PC,22h,NR,,5504374,Completed,First,,22h,,,,,,,,
137,1274,,Xbox One,22h,NR,,9025871,Completed,First,,22h,,,,,,,,
138,1274,B3nz3rk3r,PC,22h,NR,,245757,Completed,First,"March 03, 2013",22h,,,,,,,,
139,1274,Dumbaz,PC,22h,NR,,806562,Completed,First,"January 27, 2013",22h,26h,,22h,,,,,
140,1274,H0LL0W,PC,22h,NR,,7025346,Completed,First,"September 12, 2018",22h,,,,,,,,
141,1274,Kartoffelvieh,PC,22h,NR,,9581565,Playing Replay Completed,Replay,"August 11, 2015",22h,35h,241h,,241h /,,,,
142,1274,Loks,PC,22h,NR,,8283234,Completed,First,"January 01, 2019",22h,,,,,,,,
143,1274,NElectron,PC,22h,NR,,6129082,Completed,Replay,"April 15, 2018",22h,,,,,,,,
144,1274,Wordingofspay,PC,22h,60%,,4508401,Completed,First,"March 30, 2014",22h,,,,,,,,
145,1274,XaXa,PC,22h,60%,,8718405,Completed,Replay,"June 21, 2017",22h,,,,,,,,
146,1274,Wank8734,PlayStation 3,22h 05m,NR,,2203048,Completed,First,"January 26, 2016",22h 05m,,,,,,,,
147,1274,,PC,22h 15m,NR,,509860,Completed,First,,22h 15m,,,,,,,,
148,1274,Private,PC,22h 15m,70%,,668672,Completed,First,"March 15, 2014",22h 15m,,,22h 15m,,,,,
149,1274,Sparontax,PC,22h 15m,NR,,10830958,Completed,First,"August 24, 2019",22h 15m,48h 30m,,,,,,,
150,1274,Majster,PC,22h 16m,90%,Story + some quests,3141750,Completed,First,"June 27, 2016",22h 16m 23s,,,,,,,,
151,1274,TheBeardedUnicorn,PC,22h 17m,NR,Only did side quests to level up enough to finish game.,8766801,Completed,First,"May 07, 2019",22h 17m,,,,,,,,
152,1274,Private,PC,22h 42m,NR,,11013014,Completed,First,"February 18, 2020",22h 42m,,,,,,,,
153,1274,Mokatavatah,PC,22h 51m,NR,,7968325,Completed,First,"March 05, 2020",22h 51m,,,,,,,,
154,1274,,PC,23h,NR,,361960,Completed,First,,23h,,,,,,,,
155,1274,,PC,23h,NR,,1146248,Completed,First,,23h,,,,,,,,
156,1274,,PC,23h,NR,,7020954,Completed,First,,23h,,,23h,,,,,
157,1274,,PlayStation 4,23h,NR,,9124937,Completed,First,,23h,,,,,,,,
158,1274,Evilist,PC,23h,NR,,1320375,Completed,First,"May 19, 2014",23h,,,,,,,,
159,1274,Execro,PC,23h,NR,,9132558,Completed,First,,23h,,,,,,,,
160,1274,Grahamtams,PlayStation 3,23h,90%,,581964,Completed,First,"December 24, 2013",23h,,,,,,"Tried to stick to the main quest, but found myself needing to level once or twice with sidequests. Great game. Played with Siren.",,
161,1274,Sabeckaz,PC,23h,NR,,3400292,Completed,First,"December 03, 2016",23h,,,,,,,,
162,1274,kysol,Xbox 360,23h,NR,,932511,Completed,Replay,"October 20, 2012",23h,,,,,,"Played Borderlands 2 for Extra Life 2012. Completed all Sidequests up until Eridium Blight, then powered through to ending. Finished as a Lv 30 Siren",,
163,1274,,PlayStation Vita,23h 14m,NR,,11146419,Completed,First,,23h 14m 56s,48h 02m 41s,82h 41m 13s,,,,,,
164,1274,BSPBear,PlayStation 4,23h 22m,NR,,8949492,Completed,First,"June 13, 2019",23h 22m,,,,,,,,
165,1274,UnK_oh,PlayStation 4,23h 27m,90%,,9111961,Completed,Replay,"July 08, 2019",23h 27m,,,,,,,,
166,1274,,PC,23h 29m,NR,,9251684,Completed,First,,23h 29m 19s,,,,,,,,
167,1274,joehaylett,PC,23h 48m,80%,Completed in 2 player co-op,195271,Completed,First,"December 02, 2012",23h 48m 23s,,,,,,,,
168,1274,Lobsterpunch,PC,23h 49m,NR,,411113,Completed,First,"November 25, 2013",23h 49m,,,,,,,,
169,1274,pdrowfz,PC,23h 50m,100%,,249652,Completed,First,"March 15, 2013",23h 50m 53s,,,,,,,,
170,1274,Codc,PC,24h,80%,29/75 steam achievements. Most side quests completed; no DLC.,11598858,Completed,First,"June 05, 2020",24h,,,,,,,,
171,1274,JigNeto,PC,24h,NR,,3932660,Completed,First,"October 29, 2012",24h,,,,,,,,
172,1274,Kiritaku,PC,24h,80%,,1162066,Completed,First,,24h,,,,,,,,
173,1274,LunaPii,PC,24h,NR,,1001340,Completed,First,"October 26, 2014",24h,,,,,,,,
174,1274,NeoRigel71,PC,24h,NR,,2994455,Completed,First,"May 20, 2016",24h,85h,,,,,,,
175,1274,Rangean,PC,24h,80%,,6629404,Completed,First,"July 20, 2014",24h,,,,,,,,
176,1274,Private,PC,24h,90%,,1458181,Completed,First,"January 18, 2015",24h,,,,,,,,
177,1274,brownmagic,PC,24h,NR,,10657718,Completed,First,"July 13, 2013",24h,,,,,,,,
178,1274,d2d_DICR,Xbox 360,24h,NR,,762672,Completed,First,,24h,,,,,,,,
179,1274,quiet_chas,PC,24h,80%,,6565171,Completed,First,"December 05, 2017",24h,,,24h,,,,,
180,1274,Private,PC,24h,NR,,179045,Playing Completed,First,"September 21, 2012",24h,,,,,,,,
181,1274,username141,PC,24h,60%,,10171821,Completed,First,,24h,,,,,,,,
182,1274,CommZod,PC,24h 06m,NR,,1400827,Completed,First,,24h 06m,,,,,,,,
183,1274,quester23,PC,24h 14m,NR,,5993800,Completed,Replay,"March 15, 2018",24h 14m 03s,45h 02m 44s,,,,,,,
184,1274,cjt207,Xbox 360,24h 38m,100%,,3181963,Completed Retired,First,"June 27, 2016",24h 38m 19s,,,,,,,,
185,1274,Sinrah,PC,24h 39m,80%,,2993714,Completed,First,"May 20, 2016",24h 39m,,,,,,,,
186,1274,Private,PC,24h 43m,NR,,8551442,Completed,Replay,"April 25, 2019",24h 43m 23s,30h 39m 33s,,,,,,,
187,1274,,,25h,NR,,296558,Completed,First,,25h,,,,,,,,
188,1274,,PC,25h,NR,,931122,Completed,First,,25h,60h,,,,,,,
189,1274,,PC,25h,NR,,2791416,Completed,First,,25h,220h,,220h,,,,,
190,1274,,PC,25h,NR,,5678881,Completed,First,,25h,,,,,,,,
191,1274,,PC,25h,NR,,9050604,Completed,First,,25h,,,,,,,,
192,1274,Agitari83,PC,25h,NR,,9133559,Completed,First,"July 11, 2019",25h,,,,,,,,
193,1274,Ascotillion,PC,25h,NR,,340462,Completed,First,"January 20, 2013",25h,,,,,,,,
194,1274,DeadlockUK,PC,25h,90%,,9647538,Completed,First,"September 15, 2019",25h,,,,,,,,
195,1274,Desser,PC,25h,90%,,4814675,Completed,First,"July 25, 2017",25h,50h,,,,,,,
196,1274,Fistberg,PC,25h,60%,,1352195,Completed,First,,25h,,,,,,,,
197,1274,Flacks,PC,25h,20%,,308248,Completed,First,,25h,,,,,,,,
198,1274,Fulfinsen,PC,25h,NR,,9203555,Completed,First,"August 10, 2019",25h,50h,,20h,,,,,
199,1274,Private,Xbox 360,25h,90%,,877092,Completed,First,"August 04, 2014",25h,35h,80h,100h,,,,,
200,1274,HeroicArmads,PlayStation 4,25h,NR,,4555598,Completed,First,"June 11, 2017",25h,55h,,,,,,,
201,1274,Mapacherrr,PlayStation 4,25h,NR,,11832377,Completed,First,"July 15, 2019",25h,,,,,,,,
202,1274,Private,PC,25h,NR,,999233,Completed,First,"August 06, 2017",25h,,,,,,,,
203,1274,MiniMica90,PC,25h,NR,,10694003,Completed,First,,25h,,,,,,,,
204,1274,Olkkiman,PC,25h,NR,,10322513,Completed,First,"October 29, 2019",25h,,,,,,,,
205,1274,Salathor,PC,25h,80%,"Finished the main story and a smattering of side quests, not most. Played with 2 players.",10529547,Completed,First,"December 03, 2019",25h,,,,,,,,
206,1274,ShortTermCrook,PC,25h,90%,,425153,Completed,First,,25h,46h,60h,,,4h 30m,,,
207,1274,Sonanori,PC,25h,NR,,11780480,Completed,First,"May 19, 2020",25h,,,15h,,,,,
208,1274,TheFizz,Xbox 360,25h,NR,,827142,Completed,First,,25h,,,,,,,,
209,1274,dimodc,PC,25h,NR,,8975249,Completed,First,"February 16, 2018",25h,,,,,,,,
210,1274,kirie,PC,25h,NR,,7210743,Completed,First,"October 08, 2018",25h,,,,,,,,
211,1274,Private,PC,25h,NR,,6278946,Completed,First,,25h,55h,156h,,,,,,
212,1274,ripforever,PlayStation 3,25h,NR,,11534150,Completed,First,,25h,,,,,,,,
213,1274,skualninja,PC,25h,NR,,1059010,Completed,First,,25h,,,,,,,,
214,1274,turbotoast,PC,25h,NR,,9016061,Playing Replay Completed,Replay,"March 25, 2019",25h,45h,,,,,,,
215,1274,yigitkoparan123,PC,25h,80%,,9661323,Completed,First,"September 16, 2019",25h,,,,,,,,
216,1274,yukokano22,PC,25h,NR,,11202606,Replay Completed,Replay,"February 08, 2020",25h,49h,60h,,119h /,,,,
217,1274,drivec,Xbox 360,25h 05m,NR,,4133545,Completed,First,"March 01, 2017",25h 05m 19s,,,,,,,,
218,1274,DancingDonuts,PC,25h 14m,NR,,9198027,Replay Completed,First,,25h 14m,34h 17m,,,58h 51m /,,,,
219,1274,projektalex94,PC,25h 24m,100%,,141709,Completed,First,"December 01, 2013",25h 24m 18s,,,,,,,,
220,1274,,PC,25h 28m,NR,,5171597,Completed,First,,25h 28m 11s,,,,,,,,
221,1274,Imobsessedwithtiming,PC,25h 30m,100%,,6471001,Replay Completed Retired,Replay,,25h 30m,125h 30m,200h 30m,,,,,,
222,1274,stilongsen,PC,25h 41m,70%,,989799,Completed,First,"October 22, 2014",25h 41m,,,,,,,,
223,1274,jayAEY,PlayStation 4,25h 46m,NR,,11045463,Completed,First,"February 23, 2020",25h 46m,,,,,,,,
224,1274,PoisonousX,PC,25h 48m,70%,,253222,Completed,First,,25h 48m,,,,,,,,
225,1274,infamousRedYoshi,Xbox 360,25h 57m,NR,,4306261,Completed,First,"May 26, 2017",25h 57m,,,45h 26m 19s,,,Played with Aldo as assassin. Played solo as commando.,,
226,1274,,Xbox 360,26h,NR,,1193442,Completed,First,,26h,,,,,,,,
227,1274,Hanni16,PC,26h,70%,,2839772,Completed,First,"April 10, 2016",26h,,,,,,,,
228,1274,Private,PC,26h,80%,,383962,Completed,First,"August 21, 2013",26h,107h,,,,,,,
229,1274,Skrimir,PC,26h,NR,,8624936,Completed,First,"April 15, 2019",26h,,,,,,,,
230,1274,Private,PC,26h,30%,,1245785,Completed,First,"November 03, 2013",26h,,,,,,More of the same. Awful.,,
231,1274,mcsone,PC,26h,NR,,706601,Completed,First,"August 17, 2013",26h,,,,,,,,
232,1274,pasports31,Xbox 360,26h,NR,,345745,Completed,First,"August 04, 2013",26h,53h,,,,,,,
233,1274,toazters,PC,26h,NR,,9242575,Completed,First,"September 25, 2018",26h,,,,,,,,
234,1274,kurtthehedgehog,PC,26h 04m,NR,,260039,Completed,First,"April 04, 2013",26h 04m,,,,,,,,
235,1274,,PlayStation 4,26h 05m,NR,,4129327,Completed,Replay,,26h 05m,,324h 09m,,,,,,
236,1274,Lewio,Xbox 360,26h 11m,90%,,11768668,Completed,First,"May 23, 2020",26h 11m 30s,,,,,,,,
237,1274,HazedCube,PC,26h 20m,90%,"Did some side quests, finished final story mission at level 32.",8834488,Completed,Replay,"May 23, 2019",26h 20m 01s,,,,,,,,
238,1274,SourSpecialist,PC,26h 30m,80%,,9136894,Completed,First,"July 12, 2019",26h 30m,,,,,,,,
239,1274,Scarwiz,PC,26h 53m,NR,,4649250,Completed,First,,26h 53m,,,,,,,,
240,1274,,Xbox 360,27h,NR,,296553,Completed,First,,27h,,,,,,,,
241,1274,Agh1_00,PlayStation 4,27h,90%,,11763379,Completed,First,"August 19, 2019",27h,,,,,,,,
242,1274,Kustin,PC,27h,NR,,4853304,Completed,First,"August 03, 2017",27h,,,,,,,,
243,1274,Mesiex,PC,27h,NR,,5811545,Completed,First,,27h,,,,,,,,
244,1274,PompoBoi,PC,27h,NR,,7884371,Completed,Replay,"December 29, 2018",27h,55h,,,,,,,
245,1274,Private,PC,27h,100%,,367250,Completed,First,"October 09, 2012",27h,,,,,,,,
246,1274,iDoDemGames,PC,27h,NR,,11672744,Completed,First,"May 07, 2020",27h,52h,120h,,,,,,
247,1274,jjolayemi,PC,27h,NR,,392784,Completed,First,"August 28, 2013",27h,,,27h,,,,,
248,1274,Private,PC,27h,NR,,11103951,Playing Completed,First,"April 14, 2020",27h,,,,30h /,,,,
249,1274,kriterer,PC,27h,NR,"100% of quests finished, all DLC",3817754,Completed,First,"April 25, 2015",27h,48h,132h,,,,,,
