,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Speedrun,Main+Extras,Completionist,Co-Op,Vs.,Personal Notes,Progress,Retired Notes
56,4064,,Xbox 360,18h 02m,NR,I played though the game in a week.,507464,Completed,First,,18h 02m 03s,,,,,,,,
57,4064,scaluna7,Xbox 360,18h 12m,NR,,783211,Completed,First,"June 30, 2014",18h 12m,,,,,,,,
58,4064,Private,PC,18h 13m,90%,,1320864,Playing Completed,Replay,"April 27, 2015",18h 13m 19s,,,,344h 38m 17s,,,,
59,4064,Pro_ZombieGlitch,PlayStation 3,18h 16m,90%,,675969,Completed,First,"March 16, 2014",18h 16m,,22h,,,,,,
60,4064,cellslayer78,PlayStation 4,18h 16m,90%,,2431134,Completed,First,"January 16, 2016",18h 16m 08s,,,,,,,,
61,4064,Private,PC,18h 20m,NR,,10868061,Completed,First,"January 24, 2020",18h 20m,,20h,,,,,,
62,4064,,PlayStation 4,18h 27m,NR,,2507731,Completed,First,,18h 27m 12s,,,,,,,,
63,4064,automaticfox,PlayStation 4,18h 29m,90%,,1875558,Completed,First,"May 04, 2016",18h 29m 24s,,,,,,,,
64,4064,,PC,18h 30m,NR,,9062852,Completed,Replay,,18h 30m,,,,,,,,
65,4064,Maxxlle,PC,18h 30m,80%,,10974653,Completed,First,"November 19, 2018",18h 30m,,,,,19h 58m,,,
66,4064,,Xbox 360,18h 50m,NR,,1368970,Completed,First,,18h 50m,,27h,70h,,,,,
67,4064,Xyillo,PlayStation 3,18h 53m,NR,,9561386,Completed,First,"September 19, 2013",18h 53m 02s,,34h 08m 15s,,,,,,
68,4064,,PC,18h 57m,NR,,2970664,Completed,First,,18h 57m 41s,,29h 37m 21s,50h 51m 34s,,,,,
69,4064,LUCKY,Xbox 360,19h,80%,,610585,Completed,First,"September 20, 2013",19h,,20h 05m 03s,,,,I grinded it,,
70,4064,MertE7,PlayStation 4,19h,NR,,10443988,Completed,Replay,,19h,,,,,,,,
71,4064,TheGrizzlyNinja,Xbox 360,19h,90%,,596189,Completed,Replay,,19h,,,,,,,,
72,4064,,PlayStation 3,19h 02m,NR,,4843852,Completed,Replay,,19h 02m 59s,,,,,,,,
73,4064,yigitkoparan123,PC,19h 06m,90%,,11081444,Completed,First,"March 02, 2020",19h 06m,,,,,,,,
74,4064,tcamp213,Xbox One,19h 11m,NR,,10440613,Completed,Replay,,19h 11m 07s,,,,,,,,
75,4064,,Xbox 360,19h 13m,NR,,463727,Completed,First,,19h 13m 11s,,,,,,,,
76,4064,,PC,19h 15m,NR,,3966116,Completed,Replay,,19h 15m 24s,,,,,,,,
77,4064,,PC,19h 23m,NR,,3251140,Completed,First,,19h 23m 15s,,,,,,,,
78,4064,tr01,PC,19h 35m,100%,,11927371,Completed,First,"February 02, 2020",19h 35m,,,,,,,,
79,4064,,PlayStation 4,19h 40m,NR,,11372879,Completed,Replay,,19h 40m 12s,,,,,,,,
80,4064,,Xbox 360,19h 41m,NR,"This was a replay, did only absolutely necessary things to advance main mission, no side stuff",753895,Completed,First,,19h 41m 32s,,,,,,,,
81,4064,Private,PlayStation 3,19h 41m,90%,,428780,Completed,First,"September 18, 2013",19h 41m 46s,,,,,,,,
82,4064,archer_,PlayStation 3,19h 42m,NR,,6973028,Completed,First,"September 04, 2018",19h 42m 13s,,,,,,,,
83,4064,Multi_117,PC,19h 51m,90%,,10635897,Completed,First,"January 09, 2020",19h 51m 04s,,,,,,,,
84,4064,,PC,19h 57m,NR,,1316772,Completed,First,,19h 57m,,,,,,,,
85,4064,,Xbox One,19h 58m,NR,,10834509,Completed,Replay,,19h 58m,,25h 10m,40h 15m,,,,,
86,4064,,PlayStation 4,20h,NR,,1286023,Completed,Replay,,20h,,,,,,,,
87,4064,,PlayStation 4,20h,NR,,2579308,Completed,First,,20h,,,,,,,,
88,4064,,Xbox One,20h,NR,,3783540,Completed,First,,20h,,,,,,,,
89,4064,,PC,20h,NR,one of the best games i've played,4372245,Completed,First,,20h,,,,,,,,
90,4064,,PlayStation 4,20h,NR,,10715568,Completed,Replay,,20h,,,,,,,,
91,4064,,PlayStation 4,20h,NR,,10844973,Completed,First,,20h,,35h,80h,,,,,
92,4064,Akunamus,PlayStation 3,20h,NR,,11356824,Completed,First,"July 17, 2013",20h,,25h,,,,,,
93,4064,AndreyATGB,PlayStation 4,20h,NR,,1046077,Completed,Replay,"November 25, 2014",20h,,,50h,,,,,
94,4064,Beat_Ginger,PlayStation 4,20h,NR,,1627047,Completed,First,"June 29, 2015",20h,,30h,,,,,,
95,4064,DeadSubject,PlayStation 3,20h,NR,,456857,Completed,First,"October 25, 2013",20h,,,,,,,,
96,4064,Flash_The_Fifth,PC,20h,90%,,2068072,Playing Replay Custom List Completed,Replay,"April 19, 2015",20h,,,,900h,,"Rushed singleplayer on PC, overall playtime is PS3 + PC.",20h /,
97,4064,GATIRCAN,PC,20h,80%,,4567731,Completed,First,"February 14, 2016",20h,,25h,,,,,,
98,4064,Leenigme,PC,20h,NR,Yet to complete the game 100%,3706166,Completed,First,"September 26, 2016",20h,,45h,,,,,,
99,4064,NSMike,PlayStation 3,20h,NR,,709777,Completed,First,,20h,,30h,,,,,,
100,4064,RS_simo,Xbox One,20h,90%,,1736539,Completed,First,"March 20, 2015",20h,,,,,,,,
101,4064,Rafaeow21,PC,20h,NR,,11728970,Completed,First,"May 13, 2020",20h,,,,,,,,
102,4064,Ross,Xbox 360,20h,NR,,551433,Completed,First,"January 02, 2014",20h,,,,,,,,
103,4064,Private,Xbox 360,20h,80%,,680730,Completed,First,"March 26, 2014",20h,,28h,,,,"Very good game. Not perfect 10 and gets carried by a lot of the hype, but I enjoyed it a lot.",,
104,4064,colonelchibbers,Xbox 360,20h,100%,,1319111,Completed,First,2014,20h,,,,,,,,
105,4064,reddragonx,PlayStation 3,20h,90%,,626608,Completed,First,"February 12, 2014",20h,,,,,,,,
106,4064,vegetollo7,PlayStation 3,20h,90%,,872814,Completed,First,"October 23, 2014",20h,,,30h,,,,,
107,4064,vpapidokha,PC,20h,NR,,7478708,Completed,First,,20h,,,,,,,,
108,4064,Bozboy,PC,20h 03m,100%,Only Main Story Missions. 57.1%,11877046,Completed,Replay,"May 31, 2020",20h 03m,,,,,,,,
109,4064,,Xbox 360,20h 05m,NR,,3294923,Completed,Replay,,20h 05m 17s,,,,,,,,
110,4064,,PC,20h 08m,NR,,6597393,Completed,Replay,,20h 08m 12s,,,,,,,,
111,4064,Wendyhare,PlayStation 3,20h 09m,90%,,580184,Completed,First,"January 16, 2014",20h 09m,,27h,60h,,,,,
112,4064,,PlayStation 3,20h 12m,NR,,2791922,Completed,First,,20h 12m 16s,,,,,,,,
113,4064,,Xbox 360,20h 15m,NR,,7990393,Completed,First,,20h 15m 10s,,25h 30m,,,,,,
114,4064,,PC,20h 17m,NR,,3663799,Completed,Replay,,20h 17m,,29h 34m,,,,,,
115,4064,,PlayStation 4,20h 17m,NR,,6585089,Completed,Replay,,20h 17m,,,,,,,,
116,4064,BeyondPetaa,Xbox 360,20h 17m,NR,,4145689,Completed,First,"December 29, 2013",20h 17m,,,,,,,,
117,4064,PurpleCrab,Xbox One,20h 26m,100%,"Just 69 main story missions, no side stuff",11618817,Custom List 2 Completed,First,"May 01, 2020",20h 26m 37s,,,,,,,,
118,4064,,PC,20h 30m,NR,,3224759,Completed,First,,20h 30m,,,,,,,,
119,4064,,PlayStation 4,20h 30m,NR,,4836176,Completed,First,,20h 30m,,30h 04m 06s,45h 15m 33s,,,,,
120,4064,,PlayStation 4,20h 30m,NR,,11290556,Completed,First,,20h 30m 01s,,,,,,,,
121,4064,,PlayStation 4,20h 31m,NR,,5507183,Completed,First,,20h 31m 15s,,,,,,,,
122,4064,uashdui,Xbox 360,20h 33m,90%,,606906,Completed,First,"January 31, 2014",20h 33m 36s,,,,,,,,
123,4064,ireali123,PC,20h 33m,100%,The main story and only a few other stuff (57%).Replay.,6750706,Replay Completed,Replay,"September 23, 2018",20h 33m 46s,,,,,,,20h 33m 46s /,
124,4064,Neo1771991,PC,20h 34m,NR,,3319979,Replay Completed,Replay,"July 01, 2017",20h 34m,,,,,,,21h 09m /,
125,4064,,,20h 36m,NR,,427418,Completed,First,,20h 36m 17s,,,,,,,,
126,4064,Sabin5995,PlayStation 4,20h 40m,NR,,1434855,Completed,Replay,"July 17, 2015",20h 40m 47s,,,,,,,,
127,4064,,PlayStation 4,20h 45m,NR,,5204548,Completed,Replay,,20h 45m,,,,,,,,
128,4064,,PC,20h 45m,NR,,8498977,Completed,Replay,,20h 45m,,,,,,,,
129,4064,FrostyPro,PC,20h 58m,NR,Best GTA i have played,6711046,Completed,First,"July 30, 2018",20h 58m 59s,,,,,,,,
130,4064,,PlayStation 4,21h,NR,,1220011,Completed,Replay,,21h,,53h,,326h,93h,,,
131,4064,,PC,21h,NR,,8316597,Completed,Replay,,21h,,,,,,,,
132,4064,,Xbox One,21h,NR,Only completed story no freaks or any side missions,10916332,Completed,First,,21h,,,,,,,,
133,4064,Neo1771991,PC,21h,NR,,8858993,Replay Completed,Replay,"May 28, 2019",21h,,,,,,,21h /,
134,4064,RobinMicek,PC,21h,NR,,11057230,Completed,Replay,"December 27, 2019",21h,,,,,,,,
135,4064,TechSupporter,PC,21h,NR,,9121131,Completed,Replay,"July 15, 2019",21h,,,,,,,,
136,4064,VegetaSSjd10,PlayStation 4,21h,NR,,10507560,Completed,Replay,"November 29, 2019",21h,,,,,,,,
137,4064,Private,PlayStation 4,21h,NR,,6564372,Completed,First,"July 10, 2018",21h,,,,,,,,
138,4064,tr0001,PC,21h,100%,,9012983,Completed,First,"June 21, 2019",21h,,,,,,,,
139,4064,benjaminko18,PC,21h 02m,NR,,10936592,Replay Completed,Replay,"February 03, 2020",21h 02m,,,,360h 26m,360h 26m,,,
140,4064,,Xbox One,21h 02m,NR,,1279012,Completed,Replay,,21h 02m 37s,,38h 46m 22s,68h 19m 09s,,,,,
141,4064,xeLr,PC,21h 05m,90%,,8864710,Completed,First,"May 29, 2019",21h 05m 53s,,,,,,,,
142,4064,Masterchief117,Xbox One,21h 19m,NR,,11670018,Completed,First,"December 10, 2014",21h 19m,,27h,36h,,,,,
143,4064,Kuuwahi,PC,21h 23m,70%,,8811150,Completed,First,"July 09, 2019",21h 23m 26s,,,,,,,,
144,4064,,PlayStation 4,21h 30m,NR,,8605846,Completed,First,,21h 30m,,,,,,,,
145,4064,V3t0l,PC,21h 30m,90%,,11650022,Completed,First,"May 16, 2020",21h 30m,,,44h 35m,,,,,
146,4064,Thekoolbean,Xbox One,21h 31m,100%,,1238574,Completed,First,"April 26, 2015",21h 31m,,,,,,,,
147,4064,BigGayBro,Xbox 360,21h 34m,90%,,418621,Completed,First,"September 19, 2013",21h 34m,,,,,,,,
148,4064,Everdred,PlayStation 4,21h 34m,NR,,1121939,Completed,First,"March 04, 2015",21h 34m,,,,,,,,
149,4064,,Xbox One,21h 46m,NR,Did very few side missions,1944960,Completed,First,,21h 46m,,,,,,,,
150,4064,andrewl3779,PlayStation 3,21h 51m,NR,No Stranger Missions,1175309,Completed,First,"January 29, 2015",21h 51m 36s,,,,,,,,
151,4064,Mokatavatah,PC,21h 55m,NR,,11098562,Completed,First,"March 11, 2020",21h 55m,,,,,,,,
152,4064,,PlayStation 3,22h,NR,,718744,Completed,First,,22h,,36h,50h,,,,,
153,4064,,Xbox 360,22h,NR,,813103,Completed,First,,22h,,,,,,,,
154,4064,,PlayStation 4,22h,NR,,1410655,Completed,Replay,,22h,,,,,,,,
155,4064,,PlayStation 4,22h,NR,Only main story,10280051,Completed,First,,22h,,,,,,,,
156,4064,Bartezoo,PlayStation 4,22h,NR,,1944265,Completed,First,"May 26, 2016",22h,,,,,,,,
157,4064,Iceyou90,PlayStation 3,22h,100%,,419342,Playing Completed,First,"September 19, 2013",22h,,34h,,,,Excellent game. Looking forward to 100% this game!,33h 30m /,
158,4064,Mortel,PC,22h,100%,,4300160,Playing Completed,First,"April 11, 2017",22h,,,,,,,22h /,
159,4064,SorensenxD,PlayStation 4,22h,NR,,4447454,Completed,Replay,"May 19, 2017",22h,,,,,,,,
160,4064,llocousc,PC,22h,NR,,7077753,Completed,First,,22h,,,,,,,,
161,4064,micbrc,PlayStation 4,22h,NR,,2235594,Completed,First,"December 16, 2015",22h,,35h,90h,,,,,
162,4064,pascaldulieu,PC,22h,NR,,3349716,Completed,First,"August 20, 2016",22h,,,,,,,,
163,4064,tominagy,PlayStation 4,22h,NR,,4299260,Completed,Replay,"April 11, 2017",22h,,32h,59h,,,,,
164,4064,fansycakes,PC,22h 08m,90%,,3430084,Completed,First,"February 02, 2017",22h 08m,,,,,,,,
165,4064,,PlayStation 4,22h 14m,NR,,10518076,Completed,Replay,,22h 14m 41s,,,,,,,,
166,4064,oldwicho,PlayStation 3,22h 30m,100%,,1533945,Completed,First,"November 19, 2015",22h 30m,,,,,,,,
167,4064,stormbrewer,PC,22h 30m,NR,"Did some random events and a few other optional things, but by and large was mostly story missions only.",4955062,Completed,First,"August 23, 2017",22h 30m,,,,,,,,
168,4064,shaneo632,PlayStation 3,22h 35m,100%,,457811,Completed,First,"September 19, 2013",22h 35m,,,,,,,,
169,4064,,PlayStation 3,22h 35m,NR,,1357684,Completed,First,,22h 35m 12s,,30h 23m 06s,,,,,,
170,4064,,PC,22h 36m,NR,,3770164,Completed,Replay,,22h 36m,,,,,,,,
171,4064,sikapwach,Xbox 360,22h 36m,NR,,564503,Completed,First,"January 09, 2014",22h 36m,,,,,,,,
172,4064,,PC,22h 37m,NR,,8173941,Completed,First,,22h 37m 34s,,,,,,,,
173,4064,,PlayStation 4,22h 38m,NR,,6240826,Completed,First,,22h 38m,,40h,72h 09m,,,,,
174,4064,luizbuschetto,Xbox One,22h 38m,NR,,10903721,Completed,Replay,"January 28, 2020",22h 38m,,,,,,,,
175,4064,GabeM,PC,22h 45m,NR,,11712864,Completed,First,"May 12, 2020",22h 45m,,,,,,,,
176,4064,,Xbox One,22h 46m,NR,,3846331,Completed,First,,22h 46m 24s,,,,,,,,
177,4064,,Xbox One,22h 46m,NR,Great story really didn't see them endings coming,3846332,Completed,First,,22h 46m 24s,,,,,,,,
178,4064,Dembills,Xbox One,22h 47m,NR,,1166887,Completed,Replay,"January 24, 2015",22h 47m,,,,,,Great game!,,
179,4064,Dembills,Xbox One,22h 47m,NR,,1166900,Replay Completed,Replay,"January 02, 2015",22h 47m,,,,,,Great game!,,
180,4064,,PlayStation 3,22h 53m,NR,,804375,Completed,Replay,,22h 53m 10s,,,,,,,,
181,4064,,PlayStation 4,22h 57m,NR,,11519547,Completed,First,,22h 57m 33s,,,,,,,,
182,4064,Tangerz,PC,22h 58m,80%,,7398904,Completed,First,"November 07, 2018",22h 58m 23s,,,,,,,,
183,4064,,PC,23h,NR,,3806086,Completed,First,,23h,,,,,,,,
184,4064,,PC,23h,NR,,12009808,Completed,First,,23h,,,,,,,,
185,4064,Falchion17,Xbox One,23h,NR,,3507193,Completed,Replay,"January 31, 2016",23h,,,,,,,,
186,4064,MarkItZero,Xbox One,23h,NR,,1416300,Completed,First,"May 15, 2015",23h,,27h,,,,,,
187,4064,Thorassor,PC,23h,NR,,10717678,Completed,First,"January 01, 2020",23h,,,,,,,,
188,4064,Viboras,PlayStation 3,23h,100%,,5535481,Custom List Completed,First,2015,23h,,,,,,,,
189,4064,WatermelonPL,PC,23h,NR,,9312319,Completed,Replay,"August 07, 2019",23h,,,,,,,,
190,4064,esq373,PC,23h,100%,Second playthrough,426091,Completed,Replay,"May 27, 2015",23h,,,65h,,,,,
191,4064,gamer123,PlayStation 3,23h,80%,,591753,Completed,First,"September 18, 2013",23h,,,,,,,,
192,4064,Private,Xbox One,23h,90%,,1020733,Completed,First,"January 12, 2015",23h,,,,,,,,
193,4064,,PlayStation 4,23h 08m,NR,,2023997,Completed,First,,23h 08m 12s,,,33h 12m 08s,,,,,
194,4064,,Xbox 360,23h 12m,NR,,573444,Completed,First,,23h 12m 04s,,,,,,,,
195,4064,Saad,PlayStation 3,23h 21m,70%,"Story+Almost all strangers & freaks+ All letter scraps &spaceship parts+ most hobbies, random events and misc activities",4208562,Completed,First,"March 21, 2017",23h 21m,,64h 35m,,65h 39m 10s,,81.3% overall completion.,,
196,4064,markx182,PlayStation 3,23h 21m,80%,,491094,Completed,First,"November 22, 2013",23h 21m,,,,,,,,
197,4064,Frozen_Shade,Xbox 360,23h 30m,80%,,11472520,Completed,First,"May 08, 2020",23h 30m,,,,,,,,
198,4064,benik126,Xbox 360,23h 30m,90%,,420258,Playing Completed,First,"September 20, 2013",23h 30m,,,,,,,24h /,
199,4064,oldwicho,PlayStation 4,23h 30m,100%,,1222855,Completed,First,"December 16, 2016",23h 30m,,,,,,,,
200,4064,Pureawesome53,Xbox One,23h 43m,80%,,4582980,Completed,First,"May 31, 2015",23h 43m,,,,,,,,
201,4064,Jotapex,PC,23h 45m,NR,,11888515,Completed,First,"June 05, 2020",23h 45m,,,,,,,,
202,4064,Juiposa,Xbox 360,23h 45m,NR,,449208,Playing Completed,First,"September 19, 2013",23h 45m,,35h,,,,,,
203,4064,,PlayStation 3,23h 45m,NR,,749921,Completed,First,,23h 45m 09s,,30h 02m 54s,61h 12m 20s,,,,,
204,4064,,PC,23h 45m,NR,,11399823,Completed,Replay,,23h 45m 45s,,,,,,,,
205,4064,Electry,PC,23h 46m,NR,,8343055,Completed,First,"February 23, 2019",23h 46m,,,,,,,,
206,4064,squats_and_milk,PlayStation 4,23h 46m,NR,,4958898,Completed,First,"August 24, 2017",23h 46m,,,,,,,,
207,4064,killer98agent,PC,23h 47m,100%,,6526901,Completed,First,"July 28, 2018",23h 47m 31s,,,,,,,,
208,4064,cladstrife911,PC,23h 53m,90%,,11739477,Completed,First,"May 30, 2020",23h 53m,,,,,,,,
209,4064,303204002,PlayStation 4,23h 53m,90%,,5797086,Completed,First,,23h 53m 10s,,,,,,,,
210,4064,,Xbox One,23h 54m,NR,,6343189,Completed,Replay,,23h 54m,,,,,,,,
211,4064,fygar0,PC,23h 54m,100%,,5252948,Completed,First,"November 01, 2017",23h 54m 43s,,,,,,,,
212,4064,,PlayStation 3,24h,NR,,426080,Completed,First,,24h,,,,,,,,
213,4064,,PlayStation 3,24h,NR,,677861,Completed,First,,24h,,,,,,,,
214,4064,,PlayStation 3,24h,NR,,964205,Completed,First,,24h,,49h,50h,,,,,
215,4064,,PC,24h,NR,,1308743,Completed,Replay,,24h,,,,,,,,
216,4064,,PC,24h,NR,,1375850,Completed,First,,24h,,,,,,,,
217,4064,,PlayStation 3,24h,NR,,1524526,Completed,Replay,,24h,,,,,,,,
218,4064,,PC,24h,NR,,6498300,Completed,First,,24h,,,,,,,,
219,4064,,PC,24h,NR,,11941964,Completed,Replay,,24h,,,,,,,,
220,4064,84Gaming,PC,24h,100%,,8242655,Completed,Replay,"August 11, 2017",24h,,30h,68h,,,,,
221,4064,Azatron,PlayStation 3,24h,100%,,724237,Completed,First,"May 11, 2014",24h,,,,,,,,
222,4064,JohnCena,PC,24h,NR,,7347873,Completed,First,"October 29, 2018",24h,,,,183h,,,,
223,4064,Manolero1,PlayStation 4,24h,80%,,3339443,Completed,First,"July 01, 2016",24h,,36h,,,,,,
224,4064,Private,Xbox 360,24h,100%,,481637,Completed,First,"November 10, 2013",24h,,,87h 23m 12s,,,100% Completion time includes free-roaming and enjoying myself a lot. The Main Story time includes a bit of this too. :),,
225,4064,SWIMsWORLD,PlayStation 4,24h,100%,,3781976,Completed,First,,24h,,36h,75h,,,,,
226,4064,TheFizz,Xbox 360,24h,NR,,826821,Completed,First,,24h,,42h,70h,,,,,
227,4064,akirby97,Xbox 360,24h,100%,,625436,Completed,First,"November 10, 2013",24h,,32h,,,,,,
228,4064,castro92,Xbox 360,24h,NR,,891605,Completed,First,"August 12, 2014",24h,,,,,,,,
229,4064,eliasaj92,PC,24h,100%,,11220941,Completed,First,"April 30, 2020",24h,,,,,,,,
230,4064,heydemoura,PC,24h,NR,,4973730,Completed,First,,24h,,,,,,,,
231,4064,shepps,PlayStation 4,24h,NR,,1054029,Completed,Replay,"December 02, 2014",24h,,,,,,,,
232,4064,username141,PC,24h,60%,,10171877,Completed,First,,24h,,,,,,,,
233,4064,xJsh,PC,24h,NR,Main Story 69/69 + Fremde & Freaks 14/20 + Zufällige Ereignisse 14/14,11369419,Completed,First,"April 06, 2020",24h,,,,,,,,
234,4064,xXByrdManXx,PlayStation 3,24h,NR,,9518066,Completed,First,,24h,,,,,,,,
235,4064,,PC,24h 05m,NR,,1356867,Completed,First,,24h 05m,,,,,,,,
236,4064,dondiegodon,PC,24h 05m,NR,,7939152,Completed,First,"January 04, 2019",24h 05m 11s,,,,,,,,
237,4064,sideways101,PC,24h 09m,NR,,6531375,Completed,Replay,"July 05, 2018",24h 09m,,,,,,,,
238,4064,Private,PC,24h 10m,100%,,3458032,Completed,Replay,"September 27, 2016",24h 10m,,,,,,,,
239,4064,TheBoogeyman97,PC,24h 10m,100%,,4357760,Completed,Replay,"April 25, 2017",24h 10m,,,,120h 35m,,,,
240,4064,Ashkan10,PlayStation 4,24h 16m,100%,,11524703,Completed,First,"April 22, 2020",24h 16m 41s,,,,,,,,
241,4064,unnamedbawlji,PlayStation 3,24h 19m,80%,,730120,Completed,First,"May 16, 2014",24h 19m 27s,,,,,,,,
242,4064,,PlayStation 3,24h 20m,NR,,632433,Completed,First,,24h 20m,,,,,,,,
