,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Progress,Vs.,Speedrun,Co-Op,Retired Notes,100% Speedrun
83,2708,snappums,PC,7h 30m,NR,Hurt Me Plenty Difficulty,3769641,Completed,First,"December 28, 2016",7h 30m,,,,,,,,,
84,2708,Otchoshogun,PC,7h 35m,NR,,11528855,Completed,First,"March 22, 2020",7h 35m,,,,,,,,,
85,2708,VonDozier,PC,7h 35m,70%,too young to die,3665336,Completed,First,"December 03, 2016",7h 35m,,,,,,,,,
86,2708,Scrymer,PC,7h 40m,80%,,9468461,Completed,First,"August 28, 2019",7h 40m,,,,,,,,,
87,2708,Private,PC,7h 40m,80%,,4920780,Custom List 2 Completed,First,"August 17, 2017",7h 40m,,,,,,,,,
88,2708,JJS11,PC,7h 42m,NR,,11368843,Completed,First,"January 09, 2020",7h 42m,,,,,,,,,
89,2708,Scorpus,PC,7h 43m,60%,,3877484,Completed,First,"July 25, 2018",7h 43m,,,,,,,,,
90,2708,SarcasmAbound,PlayStation 4,7h 43m,80%,81st platinum trophy,4344928,Completed Retired,First,"April 23, 2017",7h 43m 42s,"Used guide for collectibles/faster route through levels, and the exploit to get 'A Toe Into Madness' to speed things up. Doubt I'll finish up any of the DLC.",,11h 20m 53s,,,,,,
91,2708,,PC,7h 45m,NR,,8827064,Completed,First,,7h 45m,,,,,,,,,
92,2708,alexisplaying,PC,7h 45m,100%,,3350782,Completed,First,"August 22, 2016",7h 45m,,,,,,,,,
93,2708,sapphirone,PC,7h 45m,NR,,3076132,Completed,First,"June 09, 2016",7h 45m,,,,,,,,,
94,2708,,PC,7h 46m,NR,,3843192,Completed,First,,7h 46m,,,,,,,,,
95,2708,,PC,7h 48m,NR,,9225160,Completed,First,,7h 48m,,,,,,,,,
96,2708,Thalaban,PC,7h 50m,80%,,3732747,Completed,First,"December 07, 2016",7h 50m 36s,,,,,,,,,
97,2708,dondiegodon,PC,7h 52m,NR,,5451793,Completed,First,"December 11, 2017",7h 52m,,,,,,,,,
98,2708,,PC,7h 54m,NR,,5438544,Completed,First,,7h 54m,,,,,,,,,
99,2708,smmac41,PlayStation 4,7h 55m,70%,,5761595,Completed,First,"February 01, 2018",7h 55m 13s,,,,,,,,,
100,2708,Xsable,PlayStation 4,7h 56m,90%,,5638776,Completed,First,"January 13, 2018",7h 56m 43s,Normal Mode,,,,,,,,
101,2708,CloudConnection,PC,7h 58m,NR,,11221815,Completed,First,,7h 58m 02s,,,,,,,,,
102,2708,,PC,8h,NR,,3006683,Completed,First,,8h,,,,,,,,,
103,2708,,PC,8h,NR,,3815517,Completed,First,,8h,,,,,,,,,
104,2708,,PC,8h,NR,,3990536,Completed,First,,8h,,,,,,,,,
105,2708,,PC,8h,NR,,5363339,Completed,First,,8h,,,,,,,,,
106,2708,,PC,8h,NR,,5408636,Completed,First,,8h,,,,,,,,,
107,2708,,PC,8h,NR,,5514772,Completed,First,,8h,,,,,,,,,
108,2708,,PC,8h,NR,,6075950,Completed,First,,8h,,,,,,,,,
109,2708,,PC,8h,NR,,6950976,Completed,First,,8h,,,,,,,,,
110,2708,,PC,8h,NR,,7215326,Completed,First,,8h,,,,,,,,,
111,2708,,PC,8h,NR,,9034541,Completed,First,,8h,,,,,,,,,
112,2708,,PC,8h,NR,,9237781,Completed,First,,8h,,,,,,,,,
113,2708,,PC,8h,NR,,9342302,Completed,First,,8h,,,,,,,,,
114,2708,,PC,8h,NR,,9484399,Completed,First,,8h,,,,,,,,,
115,2708,,PC,8h,NR,,10465821,Completed,First,,8h,,,,,,,,,
116,2708,,PC,8h,NR,,11329699,Completed,First,,8h,,,,,,,,,
117,2708,Audioworm,PlayStation 4,8h,NR,,7353768,Completed,First,"April 08, 2017",8h,,,,,,,,,
118,2708,Bracktus,PC,8h,NR,,5577499,Completed,First,"January 03, 2018",8h,,,,,,,,,
119,2708,CameronWild,PC,8h,NR,,10444098,Completed,First,"November 18, 2019",8h,,,,,,,,,
120,2708,Carco,PC,8h,NR,,11705380,Replay Completed,Replay,,8h,,,15h,,,,,,
121,2708,Dvorka8,PC,8h,NR,,4410279,Completed,First,"May 10, 2017",8h,,,,,,,,,
122,2708,DylanWE,PC,8h,NR,,6228916,Completed,First,"May 10, 2018",8h,,,,,,,,,
123,2708,FatNinjaL33T,PC,8h,NR,,4704777,Completed,First,,8h,,,,,,,,,
124,2708,Grimluck343,Xbox One,8h,100%,,3108536,Completed,First,"January 21, 2017",8h,,,,,,,,,
125,2708,Hutchi89,PlayStation 4,8h,90%,,11443883,Completed,First,"April 23, 2020",8h,,,,,,,,,
126,2708,KPD2,PC,8h,100%,"""Hurt Me Plenty"" Difficulty",4516701,Completed,First,"June 01, 2017",8h,,,,,,,,,
127,2708,Kingxton,PC,8h,NR,,11728921,Completed,First,"May 13, 2020",8h,,,,,,,,,
128,2708,LLBKI,PC,8h,NR,,11036167,Completed,First,,8h,,,,,,,,,
129,2708,Mattylicious,PC,8h,80%,Finished on hurt me plenty,9241642,Completed,First,"July 27, 2019",8h,,,,,,,,,
130,2708,MrH1,PC,8h,NR,,3230455,Completed,First,"July 15, 2016",8h,,,,,,,,,
131,2708,Octavarium,PC,8h,NR,,3984581,Completed,First,"January 29, 2017",8h,,,,,,,,,
132,2708,OssumOpossum,PC,8h,NR,,3059798,Completed,First,"June 06, 2016",8h,,,,,,,,,
133,2708,Revenlear,PC,8h,NR,,11709445,Completed,First,"May 11, 2020",8h,,,,,,,,,
134,2708,Ruben,PC,8h,NR,,10658924,Completed,First,"December 26, 2019",8h,,,,,,,,,
135,2708,Silira,PC,8h,NR,,8487000,Completed,First,"March 17, 2019",8h,,,,,,,,,
136,2708,TT1990,PC,8h,NR,,3883240,Completed,First,"January 02, 2017",8h,,8h 35m,,,,,,,
137,2708,Tk17771,PC,8h,NR,,6893153,Completed,First,"August 22, 2018",8h,,,,,,,,,
138,2708,Trashdaw,PC,8h,100%,,7913174,Completed,First,"January 02, 2019",8h,,,,,,,,,
139,2708,Zensei,PC,8h,NR,,10596943,Playing Completed,First,"December 15, 2019",8h,,,,8h /,,,,,
140,2708,abdrs,Xbox One,8h,NR,,3877208,Completed,First,"January 06, 2017",8h,,,,,,,,,
141,2708,Private,PC,8h,NR,,3711259,Completed,First,"July 08, 2016",8h,,,,,,,,,
142,2708,ca1m,PC,8h,60%,,10686227,Completed,First,"January 26, 2020",8h,,,,,,,,,
143,2708,cescendo,PC,8h,NR,,6814837,Completed,First,"August 12, 2018",8h,,,,,,,,,
144,2708,Private,PlayStation 4,8h,80%,,8247230,Completed,First,"February 23, 2020",8h,,,,,,,,,
145,2708,davidrobledo96,PlayStation 4,8h,NR,,3358305,Completed,First,"August 24, 2016",8h,,,,,,,,,
146,2708,dzhang101,PC,8h,NR,,11322285,Completed,First,"April 25, 2020",8h,,,,,,,,,
147,2708,eliasaj92,PC,8h,70%,,8422065,Completed,First,"August 10, 2019",8h,,,,,,,,,
148,2708,jamsjunior,PC,8h,NR,,10660403,Completed,First,,8h,,,,,,,,,
149,2708,modaren,PC,8h,NR,,3682428,Completed,First,"November 27, 2016",8h,,,,,,,,,
150,2708,pizzatoppings88,Xbox One,8h,NR,,11098869,Completed,First,"March 04, 2020",8h,,,,,,,,,
151,2708,rackmc100,PC,8h,70%,,6454089,Completed,First,"June 13, 2018",8h,,,,,,,,,
152,2708,seifert90,PC,8h,100%,,9443676,Completed,First,"August 24, 2019",8h,,,,,,,,,
153,2708,stopdropandlol3,PC,8h,NR,,7213135,Completed,First,,8h,,,,,,,,,
154,2708,sturdyserpent,PlayStation 4,8h,100%,,7395108,Completed,First,,8h,,,20h,,,,,,
155,2708,therealkci,PC,8h,NR,,11278890,Completed,First,"March 20, 2020",8h,,,,,,,,,
156,2708,xNexu5x,PC,8h,80%,,11983439,Completed,First,"September 14, 2020",8h,,,,,,,,,
157,2708,Private,PC,8h,90%,,10193612,Completed,First,"October 08, 2019",8h,,,,,,,,,
158,2708,NukeYourNanny,PC,8h 02m,NR,,11814489,Completed,First,"May 27, 2020",8h 02m 02s,,,,,,,,,
159,2708,,PC,8h 03m,NR,,4289012,Completed,First,,8h 03m 40s,,,,,,,,,
160,2708,vargaattila961112,PC,8h 04m,90%,,10464027,Completed,First,"December 08, 2019",8h 04m,,,,,,,,,
161,2708,Private,PlayStation 4,8h 05m,80%,,11142335,Completed,First,"March 16, 2020",8h 05m 26s,,,,,,,,,
162,2708,TeenJackBauer,PC,8h 06m,NR,"Ultra Violence difficulty, 14 Steam achievements",5691712,Completed,First,"July 08, 2018",8h 06m,,,,,,,,,
163,2708,zpattack12,PC,8h 08m,90%,,4810421,Completed,First,,8h 08m,,,,,,,,,
164,2708,Tredil,PC,8h 09m,80%,,6870597,Completed,First,"August 19, 2018",8h 09m,,,,,,,,,
165,2708,,PC,8h 10m,NR,,11240686,Completed,First,,8h 10m,,,,,,,,,
166,2708,Multi_117,PC,8h 10m,80%,,11099316,Completed,First,"March 30, 2020",8h 10m 19s,,,,,,,,,
167,2708,,PC,8h 10m,NR,,11142503,Completed,First,,8h 10m 40s,,,,,,,,,
168,2708,Private,PC,8h 11m,90%,,8367231,Completed,First,"August 13, 2018",8h 11m,,,,,,,,,
169,2708,theplump,PC,8h 12m,60%,,3668676,Completed,First,"January 29, 2017",8h 12m,,,,,,,,,
170,2708,limitlessbritt,PC,8h 12m,60%,,10503128,Completed,First,"March 24, 2020",8h 12m 07s,,,,,,,,,
171,2708,tellefsdal,PC,8h 15m,NR,,2970071,Completed,First,"May 14, 2016",8h 15m,,,,,,,,,
172,2708,anthonyhw3,PC,8h 18m,100%,,6811945,Completed,Replay,"August 13, 2018",8h 18m,,,,,,,,,
173,2708,Private,PC,8h 20m,90%,,4455207,Completed Retired,First,"May 22, 2017",8h 20m,,,,,,,,,
174,2708,Hiorth,PC,8h 24m,NR,,6102110,Completed,First,,8h 24m,,,,,,,,,
175,2708,kingzz,Xbox One,8h 24m,NR,,8032116,Completed,First,"January 13, 2019",8h 24m,,,,,,,,,
176,2708,Ghost3030,PlayStation 4,8h 25m,90%,,3729619,Completed,First,"December 11, 2016",8h 25m,,,,,,,,,
177,2708,t0x_,PC,8h 25m,80%,,11306585,Completed,First,"March 31, 2020",8h 25m,,,,,,,,,
178,2708,stefan_shields,PC,8h 25m,90%,,9146286,Completed,Replay,"July 27, 2019",8h 25m 58s,,,,,,,,,
179,2708,,PC,8h 30m,NR,,5041579,Completed,First,,8h 30m,,,,,,,,,
180,2708,,PC,8h 30m,NR,got some of the collectables and played at a reasonable pace,5876971,Completed,First,,8h 30m,,,,,,,,,
181,2708,,PC,8h 30m,NR,,6110423,Completed,First,,8h 30m,,,,,,,,,
182,2708,,PC,8h 30m,NR,,10667348,Completed,First,,8h 30m,,,,,,,,,
183,2708,,Xbox One,8h 30m,NR,,11436316,Completed,First,,8h 30m,,,,,,,,,
184,2708,,PC,8h 30m,NR,,11535550,Completed,Replay,,8h 30m,,9h 30m,,,,,,,
185,2708,BelthicGaming,Xbox One,8h 30m,60%,,8789541,Completed,First,"February 15, 2019",8h 30m,,,,,,,,,
186,2708,Danny1612,PC,8h 30m,NR,,11127490,Completed,First,"March 10, 2020",8h 30m,,,,,,,,,
187,2708,DarkGamer,PlayStation 4,8h 30m,NR,,9013275,Completed,First,"February 22, 2017",8h 30m,,,,,,,,,
188,2708,Djeesas,PC,8h 30m,NR,,9340010,Completed,First,"August 10, 2019",8h 30m,,,,,,,,,
189,2708,Eiah,PC,8h 30m,NR,Did some runes and secrets,9391758,Completed,First,"August 19, 2019",8h 30m,,,,,,,,,
190,2708,Jarop,PC,8h 30m,NR,,5348881,Completed,First,"November 19, 2017",8h 30m,,,,,,,,,
191,2708,Noopinho,Xbox One,8h 30m,NR,,8676777,Completed,First,"April 26, 2019",8h 30m,,,,,,,,,
192,2708,bendikts,PC,8h 30m,NR,,9287129,Completed,First,"September 12, 2019",8h 30m,,,,,,,,,
193,2708,michael01,PC,8h 30m,NR,,10514903,Completed,First,"December 01, 2019",8h 30m,,,,,,,,,
194,2708,skybluu,PlayStation 4,8h 30m,NR,,3505687,Completed,First,"October 09, 2016",8h 30m,,,,,,,,,
195,2708,spawn_92,PC,8h 30m,NR,,3869740,Completed,First,"January 05, 2017",8h 30m,,,,,,,,,
196,2708,tobesplays,PC,8h 30m,NR,LP'ed game,3295964,Completed,First,,8h 30m,,,,,,,,,
197,2708,ziggystardust65,PC,8h 30m,90%,,5407700,Completed,First,"December 06, 2017",8h 30m,,,,,,,,,
198,2708,,PlayStation 4,8h 32m,NR,,5300277,Completed,First,,8h 32m,,,,,,,,,
199,2708,Wank8734,PlayStation 4,8h 32m,NR,,3222219,Completed,First,"July 19, 2016",8h 32m,,,,,,,,,
200,2708,PrinceOfIgor,PC,8h 34m,NR,,4072475,Completed,First,,8h 34m,,,,,,,,,
201,2708,humra,PC,8h 34m,100%,,3622094,Completed,First,"November 15, 2016",8h 34m,,,,,,,,,
202,2708,,PC,8h 35m,NR,,3383532,Completed,First,,8h 35m,,,,,,,,,
203,2708,KMoney,PlayStation 4,8h 36m,80%,,3367176,Completed,First,"September 20, 2016",8h 36m 28s,,,,,,,,,
204,2708,,PC,8h 40m,NR,,8531097,Completed,First,,8h 40m,,,,,,,,,
205,2708,,PC,8h 40m,NR,,9167197,Completed,First,,8h 40m,,,,,,,,,
206,2708,frizbee,PC,8h 40m,NR,,5615552,Completed,First,"September 17, 2017",8h 40m,,,,,,,,,
207,2708,jamtots,PC,8h 40m,100%,,3132371,Completed,First,"June 25, 2016",8h 40m,,,,,,,,,
208,2708,GhaliPotter,PC,8h 42m,NR,,6961577,Completed,First,"September 30, 2018",8h 42m,,,,,,,,,
209,2708,Burretploof,PC,8h 45m,NR,,4159616,Completed,First,"March 16, 2017",8h 45m,,,,,,,,,
210,2708,LEGOslayer,PC,8h 45m,90%,,9373970,Completed,First,"August 15, 2019",8h 45m,,,,,,,,,
211,2708,WereWolf_PL,PC,8h 45m,NR,,10283012,Completed,First,"November 09, 2019",8h 45m,,,,,,,,,
212,2708,Codc,PC,8h 48m,NR,"14/54 steam achievements, normal difficulty.",7387273,Completed,First,"December 17, 2018",8h 48m,,,,,,,,,
213,2708,waveathon,PC,8h 49m,90%,,3695479,Completed,First,"November 30, 2016",8h 49m 55s,,,,,,,,,
214,2708,Benzhebuth,PC,8h 50m,NR,,9028425,Completed,First,"June 25, 2019",8h 50m,,,,,,,,,
215,2708,Darthaegis,PC,8h 50m,50%,,4519741,Completed,First,"June 02, 2017",8h 50m,,,,,,,,,
216,2708,FishofFlying,PC,8h 50m,80%,,5763792,Completed,First,"December 26, 2017",8h 50m,,,,,,,,,
217,2708,final4ik,PC,8h 50m,NR,,10990292,Completed,Replay,"February 14, 2020",8h 50m,,,,,,,,,
218,2708,KamSung,Xbox One,8h 54m,NR,,9128580,Completed,First,"July 10, 2019",8h 54m,,,,,,,,,
219,2708,Private,PC,8h 54m,NR,,5979526,Completed,First,"March 13, 2018",8h 54m,,,,,,,,,
220,2708,JustinBB7,PC,8h 55m,NR,,8624639,Completed,First,"April 15, 2019",8h 55m,,,,,,,,,
221,2708,Calyampudi,PC,8h 59m,NR,,4939520,Completed,First,"August 21, 2017",8h 59m,,,,,,,,,
222,2708,,PC,9h,NR,,3061176,Completed,First,,9h,,,,,,,,,
223,2708,,PC,9h,NR,,3189964,Completed,First,,9h,,,,,,,,,
224,2708,,PC,9h,NR,,3501044,Completed,First,,9h,,,,,,,,,
225,2708,,PC,9h,NR,,3850099,Completed,First,,9h,,,,,,,,,
226,2708,,PC,9h,NR,,3868082,Completed,First,,9h,,,,,,,,,
227,2708,,PC,9h,NR,,4464654,Completed,Replay,,9h,,,,,,,,,
228,2708,,PC,9h,NR,,4654106,Completed,First,,9h,,,,,,,,,
229,2708,,PC,9h,NR,,4897568,Completed,First,,9h,,,,,,,,,
230,2708,,PC,9h,NR,,6181632,Completed,First,,9h,,,,,,,,,
231,2708,,PC,9h,NR,,6513838,Completed,First,,9h,,,,,,,,,
232,2708,,PC,9h,NR,,7661375,Completed,First,,9h,,,,,,,,,
233,2708,,PC,9h,NR,,8546633,Completed,First,,9h,,,,,,,,,
234,2708,,PC,9h,NR,,10267835,Completed,First,,9h,,9h 30m,,,,,,,
235,2708,,PC,9h,NR,,10465190,Completed,First,,9h,,,,,,,,,
236,2708,,PC,9h,NR,,10603636,Completed,First,,9h,,,,,,,,,
237,2708,,PC,9h,NR,,11291824,Completed,First,,9h,,,,,,,,,
238,2708,,PlayStation 4,9h,NR,,11309020,Completed,First,,9h,,14h,23h,,,,,,
239,2708,500kevc,PC,9h,70%,,7520443,Completed,First,"December 16, 2016",9h,"You walk into an arena. You kill demons. You move on to the next one. Everything is really fine tuned, but there were times where I was really bored, even on nightmare. More depth to the shooting, movement, and level design would go a long way to improving the new Doom.",,,,,,,,
240,2708,8bitsloth,PC,9h,NR,,10802891,Completed,First,,9h,,,,,,,,,
241,2708,Aliseyun,Nintendo Switch,9h,NR,,10858016,Completed,First,"February 26, 2018",9h,,,,,,,,,
242,2708,AverageGreg,PC,9h,80%,,3867221,Completed,First,"December 21, 2016",9h,,10h 30m,,,,,,,
243,2708,Private,PC,9h,NR,,4789503,Completed,First,,9h,,,,,,,,,
244,2708,Private,PC,9h,NR,,7605576,Completed,First,,9h,,,,,,,,,
245,2708,Carra,PC,9h,NR,,3892944,Completed,First,"January 09, 2017",9h,,,,,,,,,
246,2708,Private,PC,9h,100%,,3819422,Completed,First,"December 28, 2016",9h,,,,,,,,,
247,2708,Private,PC,9h,90%,,9349039,Completed,First,"August 12, 2019",9h,,,,,,,,,
248,2708,Private,PC,9h,90%,,3516595,Completed,First,"August 30, 2016",9h,,12h,,,,,,,
249,2708,DPSderulo,PC,9h,NR,,11244626,Completed,First,"March 25, 2020",9h,,,,,,,,,
250,2708,Private,PC,9h,80%,,11678053,Completed,First,,9h,,,,,,,,,
251,2708,Danky,PC,9h,NR,,11967995,Completed,First,"June 11, 2020",9h,,,,,,,,,
