,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Retired Notes,Speedrun
76,57686,ROBALEXXX_CP,PlayStation 4,27h 59m,100%,,11888941,Completed,First,"June 02, 2020",27h 59m,,,,,,
77,57686,,PlayStation 4,28h,NR,,11462607,Completed,First,,28h,35h,69h,,,,
78,57686,,PlayStation 4,28h,NR,,11547078,Completed,First,,28h,36h,61h,,,,
79,57686,,PlayStation 4,28h,NR,,11726649,Completed,First,,28h,,,,,,
80,57686,Alpharad,PlayStation 4,28h,80%,,11516630,Completed,First,,28h,,,,,,
81,57686,Riz_,PlayStation 4,28h,100%,,11804465,Custom List Completed,First,"May 11, 2020",28h,35h,90h,,,,
82,57686,Mewa,PlayStation 4,28h 10m,80%,,11607632,Completed,First,"April 29, 2020",28h 10m,,,,,,
83,57686,,PlayStation 4,28h 10m,NR,Just did the minigames and a few missions,11779500,Completed,First,,28h 10m 12s,43h 20m 05s,69h 40m 32s,,,,
84,57686,Krilledood,PlayStation 4,28h 16m,NR,Hard mode,11539272,Completed,Replay,"May 03, 2020",28h 16m,,,,,,
85,57686,,PlayStation 4,28h 23m,NR,,11549226,Completed,First,,28h 23m,,,,,,
86,57686,kmholton,PlayStation 4,28h 30m,NR,,11594881,Completed,First,"April 29, 2020",28h 30m,,,,,,
87,57686,500kevc,PlayStation 4,28h 36m,90%,,11189714,Custom List 3 Completed,First,"April 19, 2020",28h 36m 46s,,,,,,
88,57686,,PlayStation 4,28h 41m,NR,,11337547,Completed,First,,28h 41m,55h 20m,69h 12m,,,,
89,57686,Private,PlayStation 4,28h 50m,NR,"Done couple of side quests, not many.",11795838,Completed,First,"May 20, 2020",28h 50m,,,,,,
90,57686,Copeland1994,PlayStation 4,29h,100%,,11631526,Completed,First,"April 27, 2020",29h,,,,,,
91,57686,Private,PlayStation 4,29h,80%,,11424313,Completed,First,"April 12, 2020",29h,,,,,,
92,57686,CasualPhD,PlayStation 4,29h 01m,90%,,11583389,Completed,First,"May 07, 2020",29h 01m 59s,,,,,,
93,57686,eruukat,PlayStation 4,29h 10m,NR,,10880123,Completed,First,"May 29, 2020",29h 10m,,,,,,
94,57686,KiguRoomie,PlayStation 4,29h 11m,NR,,11496565,Completed,First,"April 18, 2020",29h 11m 35s,,,,,,
95,57686,,PlayStation 4,29h 15m,NR,,11499445,Completed,First,,29h 15m 30s,,,,,,
96,57686,ItzBeeZy,PlayStation 4,29h 16m,NR,Easy Difficulty,11543665,Completed,First,"April 24, 2020",29h 16m 05s,,,,,,
97,57686,aubrey_now,PlayStation 4,29h 30m,NR,,11444312,Playing Completed,First,"April 14, 2020",29h 30m,,,,,,
98,57686,complexshark,PlayStation 4,29h 30m,NR,,11501318,Completed,First,"April 18, 2020",29h 30m,,,,,,
99,57686,esq373,PlayStation 4,29h 30m,80%,,11750755,Completed,First,"May 14, 2020",29h 30m,,,,,,
100,57686,Private,PlayStation 4,29h 30m,NR,,11130943,Completed,First,"May 14, 2020",29h 30m 20s,32h 37m,,,,,
101,57686,FlourHome,PlayStation 4,29h 43m,80%,,11730546,Completed,First,"May 13, 2020",29h 43m 41s,,,,,,
102,57686,FriendlyYokai,PlayStation 4,29h 45m,NR,,11591392,Completed,First,"April 28, 2020",29h 45m,,,,,,
103,57686,JamaicanBacon08,PlayStation 4,29h 45m,70%,,11777646,Completed,First,"May 18, 2020",29h 45m,,,,,,
104,57686,Alrob22,PlayStation 4,29h 45m,80%,,11660377,Completed,First,"May 05, 2020",29h 45m 46s,,,,,,
105,57686,,PlayStation 4,29h 52m,NR,,11390089,Completed,First,,29h 52m 38s,35h 03m 12s,45h 22m 18s,,,,
106,57686,AliMAN,PlayStation 4,29h 54m,NR,,11494379,Completed,First,"April 19, 2020",29h 54m,,,,,,
107,57686,,PlayStation 4,29h 55m,NR,,11642794,Completed,First,,29h 55m 33s,,,,,,
108,57686,,PlayStation 4,30h,NR,,11360584,Completed,First,,30h,42h,48h,,,,
109,57686,,PlayStation 4,30h,NR,,11452626,Completed,First,,30h,,,,,,
110,57686,,PlayStation 4,30h,NR,,11453313,Completed,First,,30h,38h,60h,,,,
111,57686,,PlayStation 4,30h,NR,,11595904,Completed,First,,30h,45h,80h,,,,
112,57686,,PlayStation 4,30h,NR,,11615155,Completed,First,,30h,,,,,,
113,57686,,PlayStation 4,30h,NR,,11688330,Completed,First,,30h,40h,70h,,,,
114,57686,,PlayStation 4,30h,NR,I barely did any on the side quests,11691162,Completed,First,,30h,,,,,,
115,57686,,PlayStation 4,30h,NR,,11757932,Completed,First,,30h,,70h,,,,
116,57686,,PlayStation 4,30h,NR,,11826749,Completed,First,,30h,,,,,,
117,57686,Private,PlayStation 4,30h,NR,,11682742,Completed,First,"May 08, 2020",30h,,,,,,
118,57686,JValone,PlayStation 4,30h,100%,,11512877,Completed,First,"April 21, 2020",30h,35h,,,,,
119,57686,King_K,PlayStation 4,30h,100%,,11456551,Completed,First,"May 19, 2020",30h,33h 28m 58s,,,,,
120,57686,bmz_3,PlayStation 4,30h,100%,,11463489,Completed,First,"April 15, 2020",30h,39h,,,,,
121,57686,gefmii,PlayStation 4,30h,NR,,11938575,Completed,First,"May 12, 2020",30h,,,,,,
122,57686,sergiolam4,PlayStation 4,30h,NR,,11469013,Completed,First,"April 17, 2020",30h,40h,104h,,,,
123,57686,woojto,PlayStation 4,30h,90%,,11397015,Completed,First,"April 18, 2020",30h,,,,,,
124,57686,Doddy414,PlayStation 4,30h 01m,100%,,11612122,Playing Completed,First,"April 29, 2020",30h 01m,33h 45m,,,36h 07m 01s /,,
125,57686,EELRed,PlayStation 4,30h 05m,NR,,11454155,Completed,First,"April 19, 2020",30h 05m,,,,,,
126,57686,,PlayStation 4,30h 05m,NR,,11471299,Completed,First,,30h 05m 29s,,,,,,
127,57686,blitzfire,PlayStation 4,30h 08m,100%,,11753319,Completed,First,"May 16, 2020",30h 08m,,,,,,
128,57686,wisdomworks,PlayStation 4,30h 15m,90%,,11507140,Completed,First,,30h 15m 17s,,,,,,
129,57686,WavyFuego,PlayStation 4,30h 18m,NR,,11768855,Completed,First,"April 19, 2020",30h 18m 16s,,,,,,
130,57686,,PlayStation 4,30h 18m,NR,Easy Mode,11498769,Completed,First,,30h 18m 25s,,,,,,
131,57686,zanychelly,PlayStation 4,30h 20m,NR,,11585133,Completed,First,"April 23, 2020",30h 20m,40h 30m,,,,,
132,57686,,PlayStation 4,30h 25m,NR,,11706468,Completed,First,,30h 25m 10s,42h 10m 05s,83h 18m 01s,,,,
133,57686,,PlayStation 4,30h 31m,NR,,11556940,Completed,First,,30h 31m 25s,,,,,,
134,57686,xenoblade,PlayStation 4,30h 52m,90%,,11591877,Completed,First,"April 10, 2020",30h 52m 06s,,,,,,
135,57686,,PlayStation 4,31h,NR,,11440686,Completed,First,,31h,,,,,,
136,57686,,PlayStation 4,31h,NR,,11587287,Completed,First,,31h,,,,,,
137,57686,,PlayStation 4,31h,NR,,11644605,Completed,First,,31h,39h,41h,,,,
138,57686,,PlayStation 4,31h,NR,,11663486,Completed,First,,31h,45h,98h,,,,
139,57686,Balamung,PlayStation 4,31h,NR,"Main story on normal, all sidequests, no arenas",11611538,Completed,First,"April 21, 2020",31h,,,,,,
140,57686,Daigod,PlayStation 4,31h,NR,,11460761,Completed,First,"April 16, 2020",31h,,,,,,
141,57686,jat243,PlayStation 4,31h,NR,,11821993,Completed,First,"May 23, 2020",31h,,,,,,
142,57686,raegazel,PlayStation 4,31h,80%,,11421598,Completed,First,"April 12, 2020",31h,,,,,,
143,57686,sadolit,PlayStation 4,31h,NR,,11458873,Completed,First,"April 12, 2020",31h,,,,,,
144,57686,,PlayStation 4,31h 22m,NR,,11436789,Completed,First,,31h 22m,,,,,,
145,57686,dioomicida,PlayStation 4,31h 25m,80%,Normal Playthrough,11604153,Playing Completed,First,"April 29, 2020",31h 25m,,,,31h 25m /,,
146,57686,,PlayStation 4,31h 39m,NR,,11357656,Completed,First,,31h 39m 18s,,,,,,
147,57686,tmgm528,PlayStation 4,31h 40m,NR,,11689823,Completed,First,"May 09, 2020",31h 40m,,,,,,
148,57686,Infamous747,PlayStation 4,31h 43m,NR,,11444902,Completed,First,"April 14, 2020",31h 43m 21s,41h 21m 34s,,,,,
149,57686,Katon2099,PlayStation 4,31h 51m,NR,,11591549,Completed,First,"April 28, 2020",31h 51m 12s,,,,,,
150,57686,,PlayStation 4,31h 52m,NR,,11457807,Completed,First,,31h 52m,,,,,,
151,57686,jelze,PlayStation 4,31h 54m,NR,,11439875,Completed,First,"June 14, 2020",31h 54m,,,,,,
152,57686,,PlayStation 4,31h 58m,NR,,11501145,Completed,First,,31h 58m 39s,,,,,,
153,57686,,PlayStation 4,32h,NR,,11669481,Completed,First,,32h,,,,,,
154,57686,Exerionx,PlayStation 4,32h,100%,,11463171,Playing Completed,First,"April 14, 2020",32h,34h,,,34h /,,
155,57686,johnburo,PlayStation 4,32h,100%,,11515522,Playing Completed,First,"April 21, 2020",32h,37h,,,,,
156,57686,WhiteyWind,PlayStation 4,32h 04m,70%,,11370494,Completed,First,"April 18, 2020",32h 04m,,,,,,
157,57686,,PlayStation 4,32h 05m,NR,,11710893,Completed,First,,32h 05m,,,,,,
158,57686,Grayfox001,PlayStation 4,32h 12m,NR,,11631044,Playing Completed,First,"April 10, 2020",32h 12m 41s,,,,36h 21m 12s /,,
159,57686,,PlayStation 4,32h 25m,NR,,11421463,Completed,First,,32h 25m 44s,,,,,,
160,57686,,PlayStation 4,32h 31m,NR,,11717649,Completed,First,,32h 31m 31s,,,,,,
161,57686,AidanAK47,PlayStation 4,32h 31m,80%,,11414966,Completed,First,"April 23, 2020",32h 31m 55s,,,,,,
162,57686,KaurTube,PlayStation 4,32h 39m,NR,,11449696,Completed,First,"April 14, 2020",32h 39m,,,,,,
163,57686,,PlayStation 4,32h 40m,NR,If you want to platinum it I would suggest to do easy mode and don’t skip any missions,11607328,Completed,First,,32h 40m 10s,,75h 55m 28s,,,,
164,57686,,PlayStation 4,32h 48m,NR,"For the Platinum, 2 playthroughs",11641109,Completed,First,,32h 48m,,81h 40m,,,,
165,57686,,PlayStation 4,32h 51m,NR,,11532878,Completed,First,,32h 51m,35h 51m,78h 10s,,,,
166,57686,,PlayStation 4,32h 57m,NR,,11642652,Completed,First,,32h 57m 42s,,,,,,
167,57686,,PlayStation 4,33h,NR,,11938424,Completed,First,,33h,37h 40m,,,,,
168,57686,Private,PlayStation 4,33h,NR,,11399618,Completed,First,"April 21, 2020",33h,,,,,,
169,57686,cheme116,PlayStation 4,33h,100%,,11437096,Completed,First,"April 13, 2020",33h,38h 45m,,,,,
170,57686,,PlayStation 4,33h 10m,NR,All the side quests that could be done before beating the game were completed,11524449,Completed,First,,33h 10m,,,,,,
171,57686,limination,PlayStation 4,33h 10m,NR,,11413606,Completed,First,"April 16, 2020",33h 10m 08s,,,,,,
172,57686,,PlayStation 4,33h 12m,NR,,11985490,Completed,First,,33h 12m 06s,,,,,,
173,57686,Kydd_Wyld,PlayStation 4,33h 13m,NR,,11490679,Completed,First,"April 17, 2020",33h 13m 56s,,,,,,
174,57686,fusebro,PlayStation 4,33h 15m,NR,,11666171,Completed,First,"May 06, 2020",33h 15m,,,,,,
175,57686,Krasher,PlayStation 4,33h 17m,NR,,11403791,Playing Completed,First,"April 10, 2020",33h 17m,43h,,,43h /,,
176,57686,,PlayStation 4,33h 18m,NR,,11762385,Completed,First,,33h 18m 23s,,,,,,
177,57686,,PlayStation 4,33h 21m,NR,,11997633,Completed,First,,33h 21m 54s,43h 24m 44s,72h 12m 21s,,,,
178,57686,,PlayStation 4,33h 24m,NR,,11525215,Completed,First,,33h 24m 32s,,,,,,
179,57686,,PlayStation 4,33h 30m,NR,,11709543,Completed,First,,33h 30m,,69h 30m,,,,
180,57686,kariyanine,PlayStation 4,33h 30m,80%,,11593458,Completed,First,"April 27, 2020",33h 30m,,,,,,
181,57686,,PlayStation 4,33h 34m,NR,,11919184,Completed,First,,33h 34m 32s,,,,,,
182,57686,,PlayStation 4,33h 36m,NR,Main story + all main side quests,11557605,Completed,First,,33h 36m,,,,,,
183,57686,TheDragonClaw,PlayStation 4,33h 51m,NR,,11489439,Completed,First,"April 18, 2020",33h 51m,,,,,,
184,57686,AlePear,PlayStation 4,33h 56m,NR,,11798079,Completed,First,"May 20, 2020",33h 56m 08s,42h 50m 06s,75h 06m 14s,,,,
185,57686,Private,PlayStation 4,33h 58m,NR,,11708485,Completed,First,"May 11, 2020",33h 58m 13s,,,,,,
186,57686,,PlayStation 4,34h,NR,,11384484,Completed,First,,34h,43h,,,,,
187,57686,,PlayStation 4,34h,NR,,11553064,Completed,First,,34h,40h,,,,,
188,57686,,PlayStation 4,34h,NR,Hard mode - plat trophy,11747654,Completed,First,,34h,38h,90h,,,,
189,57686,byronsakic,PlayStation 4,34h,100%,,11916247,Completed,First,"June 05, 2020",34h,,,,,,
190,57686,paulfoxhound,PlayStation 4,34h,NR,,11593636,Completed,First,"April 29, 2020",34h,,,,,,
191,57686,shokeix,PlayStation 4,34h,NR,,11560970,Completed,First,"April 26, 2020",34h,,,,,,
192,57686,zettapon,PlayStation 4,34h,NR,,11696435,Completed,First,"April 20, 2020",34h,,,,,,
193,57686,SneppeYo,PlayStation 4,34h 10m,60%,,11622022,Completed,First,"May 01, 2020",34h 10m,,,,,,
194,57686,,PlayStation 4,34h 10m,NR,,11548986,Completed,First,,34h 10m 47s,,,,,,
195,57686,shenkazo,PlayStation 4,34h 14m,100%,,11840303,Completed Retired,First,"May 26, 2020",34h 14m 23s,,103h 09m 41s,,,,
196,57686,Happenstance22,PlayStation 4,34h 16m,NR,,11898665,Completed,First,"June 03, 2020",34h 16m,,,,,,
197,57686,Trollkastel,PlayStation 4,34h 21m,90%,,11749050,Completed,First,"May 15, 2020",34h 21m 54s,,,,,,
198,57686,,PlayStation 4,34h 23m,NR,,11848042,Completed,First,,34h 23m,,,,,,
199,57686,babyant2000,PlayStation 4,34h 24m,NR,,11449833,Completed,First,"April 14, 2020",34h 24m 15s,,,,,,
200,57686,Cragscorner,PlayStation 4,34h 30m,NR,,11477342,Completed,First,"May 19, 2020",34h 30m,,,,,,
201,57686,TheBosstin,PlayStation 4,34h 30m,NR,,11496574,Completed,First,"April 19, 2020",34h 30m,,,,,,
202,57686,eestevez,PlayStation 4,34h 40m,NR,,11642339,Completed,First,"May 03, 2020",34h 40m,,,,,,
203,57686,,PlayStation 4,34h 47m,NR,,11656300,Completed,First,,34h 47m,,,,,,
204,57686,,PlayStation 4,34h 56m,NR,Main story completed with the only optional content missing is two battle intel reports.,11435617,Completed,First,,34h 56m,,,,,,
205,57686,saifou,PlayStation 4,34h 57m,NR,,11838330,Completed,First,"May 24, 2020",34h 57m,,,,,,
206,57686,,PlayStation 4,35h,NR,,11433884,Completed,First,,35h,,,,,,
207,57686,,PlayStation 4,35h,NR,,11450159,Completed,First,,35h,47h,,,,,
208,57686,,PlayStation 4,35h,NR,,11491989,Completed,First,,35h,42h,,,,,
209,57686,,PlayStation 4,35h,NR,,11528668,Completed,First,,35h,,,,,,
210,57686,,PlayStation 4,35h,NR,,11553619,Completed,First,,35h,50h,95h,,,,
211,57686,,PlayStation 4,35h,NR,,11671587,Completed,First,,35h,40h,80h,,,,
212,57686,,PlayStation 4,35h,NR,,11678818,Completed,First,,35h,,82h,,,,
213,57686,,PlayStation 4,35h,NR,,11731856,Completed,First,,35h,40h,,,,,
214,57686,,PlayStation 4,35h,NR,,11736042,Completed,First,,35h,,,,,,
215,57686,,PlayStation 4,35h,NR,,11767741,Completed,First,,35h,52h,94h,,,,
216,57686,,PlayStation 4,35h,NR,,11874723,Completed,First,,35h,46h,,,,,
217,57686,,PlayStation 4,35h,NR,,11947236,Completed,First,,35h,50h,120h,,,,
218,57686,Blackneku,PlayStation 4,35h,NR,,11525047,Completed,First,"April 22, 2020",35h,40h,74h 58m,,,,
219,57686,Dragonw89,PlayStation 4,35h,100%,,11440841,Custom List 2 Completed,First,"April 14, 2020",35h,47h,,,53h /,,
220,57686,Kurudae,PlayStation 4,35h,NR,,11820909,Completed,First,"May 24, 2020",35h,43h,85h,,,,
221,57686,Ngachacha,PlayStation 4,35h,NR,,11904425,Completed,First,"June 04, 2020",35h,60h,,,,,
222,57686,Novac92,PlayStation 4,35h,NR,,11878952,Completed,First,"May 30, 2020",35h,40h,75h,,,,
223,57686,RikiSanic,PlayStation 4,35h,NR,,11712262,Completed,First,"May 11, 2020",35h,48h,,,,,
224,57686,Snudion,PlayStation 4,35h,NR,,11418715,Completed,First,"April 19, 2020",35h,,,,,,
225,57686,Tsubaki,PlayStation 4,35h,100%,,11428811,Completed,First,"April 13, 2020",35h,55h,120h,,,,
226,57686,UngaMyBunga,PlayStation 4,35h,70%,,11671367,Completed,First,"May 15, 2020",35h,,,,,,
227,57686,Yoshi1497,PlayStation 4,35h,NR,,11697316,Completed,First,"May 02, 2020",35h,,,,,,
228,57686,ace78439,PlayStation 4,35h,NR,,11850546,Completed,First,,35h,41h,,,,,
229,57686,bke1126,PlayStation 4,35h,NR,,11419252,Completed,First,"April 13, 2020",35h,,,,,,
230,57686,boatchana,PlayStation 4,35h,NR,,11943250,Completed,First,"May 08, 2020",35h,50h,70h,,,,
231,57686,cloudst,PlayStation 4,35h,80%,,11498945,Completed,First,"April 19, 2020",35h,,,,,,
232,57686,dissi,PlayStation 4,35h,NR,,11811707,Completed,First,"April 12, 2020",35h,,,,,,
233,57686,lonewanderer812,PlayStation 4,35h,90%,,11578331,Completed,First,"May 07, 2020",35h,40h,,,,,
234,57686,mikeypants,PlayStation 4,35h,NR,Easy mode,11458089,Completed,First,"April 14, 2020",35h,,,,,,
235,57686,thatdograscal3,PlayStation 4,35h,90%,,11633383,Completed,First,"April 14, 2020",35h,,,,,,
236,57686,,PlayStation 4,35h,NR,,11368480,Completed,First,,35h 15s,,,,,,
237,57686,ei02028,PlayStation 4,35h 06m,100%,,11447432,Completed,First,"May 15, 2020",35h 06m 48s,,,,,,
238,57686,Dachora,PlayStation 4,35h 08m,100%,,11815295,Completed,First,"May 22, 2020",35h 08m,,,,,,
239,57686,Beppetoki,PlayStation 4,35h 08m,NR,,11445858,Playing Completed,First,"April 14, 2020",35h 08m 25s,41h 08m 55s,96h 08m 01s,,,,
