,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Vs.,Personal Notes,Progress,Speedrun,Co-Op,Retired Notes,100% Speedrun
22,10469,Kai_Stormbringer,PC,6h,NR,,11610497,Completed,First,6h,,8h,,,,,,,,
23,10469,StenGhun,PC,6h,NR,,11506836,Completed,First,6h,"April 20, 2020",,,,,,,,,
24,10469,iaredonutboy,PC,6h,50%,no challenge and got boring.,418503,Completed Retired,First,6h,"September 19, 2013",,,,,,,,,
25,10469,otrigen,PC,6h,NR,,11242711,Completed,Replay,6h,"March 25, 2020",,,,,,,,,
26,10469,reorx66,PlayStation 3,6h,NR,,828166,Completed,First,6h,"July 20, 2014",,,,,,,,,
27,10469,ziggystardust65,PC,6h,70%,,6508039,Completed,First,6h,"July 01, 2018",,,,,,,,,
28,10469,,PC,6h 09m,NR,,2539601,Completed,Replay,6h 09m,,,,,,,,,,
29,10469,,PC,6h 10m,NR,,7212521,Completed,First,6h 10m 45s,,,,,,,,,,
30,10469,,PC,6h 12m,NR,,1958367,Completed,First,6h 12m,,10h,,,,,,,,
31,10469,mojegranie,PC,6h 14m,80%,Polish let's play @ http://www.youtube.com/MojeGranie,269750,Completed,First,6h 14m 32s,"March 24, 2013",,,,,,,,,
32,10469,NBSN,PC,6h 15m,90%,Either 100% Complete or close enough to it. And includes DLC tombs.,1191176,Completed,First,6h 15m,,,8h 15m,,,,,,,
33,10469,miguelcosta2019,PC,6h 18m,NR,,7502419,Completed,Replay,6h 18m 08s,"December 09, 2018",,,,,,,,,
34,10469,iPers,PC,6h 23m,NR,,4153395,Completed,First,6h 23m,,,,,,,,,,
35,10469,,PC,6h 23m,NR,,11988784,Completed,Replay,6h 23m 21s,,,,,,,,,,
36,10469,,PC,6h 30m,NR,,890769,Completed,First,6h 30m,,,,,,,,,,
37,10469,SwirishNinja,PC,6h 30m,70%,Did 1 hidden tomb and just played through the story.,347687,Completed,First,6h 30m,"July 28, 2013",,,30m,,,,,,
38,10469,jadrianr,PC,6h 30m,90%,,10547307,Completed,First,6h 30m,"December 06, 2019",,,,,,,,,
39,10469,Everdred,Xbox One,6h 32m,80%,60% completion.,1724665,Completed,Replay,6h 32m,"April 23, 2016",,,,,,,,,
40,10469,l_mcgregoruk,PC,6h 33m,90%,,2441774,Completed,First,6h 33m,"January 18, 2016",,,,"First Playthrough on PC, completed on Xbox 360 and Xbox One already.",,,,,
41,10469,,PC,6h 41m,NR,,2510126,Completed,First,6h 41m 32s,,,,,,,,,,
42,10469,Codc,PC,6h 45m,80%,69% completion rate. 17/50 steam achievements,768900,Completed,First,6h 45m,"May 11, 2016",,,,,,,,,
43,10469,ZediHunter,PC,6h 48m,NR,,6385913,Completed,First,6h 48m,,7h 46m,,,,,,,,
44,10469,BrickTrain,PC,6h 49m,60%,,6426671,Completed,First,6h 49m,"December 17, 2018",,,,,,,,,
45,10469,,PlayStation 4,6h 49m,NR,,1281270,Completed,First,6h 49m 43s,,,,,,,,,,
46,10469,,PC,6h 50m,NR,,329305,Completed,First,6h 50m,,,,,,,,,,
47,10469,midge3,PC,6h 54m,80%,,2291576,Completed,First,6h 54m,"December 28, 2015",,,,,,,,,
48,10469,,PC,6h 59m,NR,,7212523,Completed,First,6h 59m 20s,,,,,,,,,,
49,10469,,PC,7h,NR,,1092573,Completed,Replay,7h,,,,,,,,,,
50,10469,,PC,7h,NR,,1179266,Completed,First,7h,,,,,,,,,,
51,10469,,PC,7h,NR,,1277279,Completed,First,7h,,,,,,,,,,
52,10469,,PC,7h,NR,,1360345,Completed,First,7h,,,,,,,,,,
53,10469,,PC,7h,NR,,2502972,Completed,First,7h,,,,,,,,,,
54,10469,,PC,7h,NR,"Didn't focus on hunting for things to pick up, but if they were right there, I did. Ended with 68% completion overall.",4106343,Completed,First,7h,,,,,,,,,,
55,10469,,PC,7h,NR,,5613460,Completed,First,7h,,,,,,,,,,
56,10469,,PC,7h,NR,,5989282,Completed,First,7h,,11h,11h 30m,,,,,,,
57,10469,,PC,7h,NR,,6190661,Completed,Replay,7h,,12h,17h,,,,,,,
58,10469,,PC,7h,NR,,7013575,Completed,First,7h,,,,,,,,,,
59,10469,,PC,7h,NR,,8074709,Completed,First,7h,,,,,,,,,,
60,10469,,PC,7h,NR,,8577043,Completed,Replay,7h,,,,,,,,,,
61,10469,,PC,7h,NR,,11037642,Completed,First,7h,,,,,,,,,,
62,10469,,PC,7h,NR,,11506950,Completed,First,7h,,,,,,,,,,
63,10469,,PC,7h,NR,,11510278,Completed,First,7h,,,,,,,,,,
64,10469,,PC,7h,NR,,11653624,Completed,First,7h,,,,,,,,,,
65,10469,AhkmedWithers,PC,7h,NR,,11943358,Completed,First,7h,,,,,,,,,,
66,10469,DylanWE,PC,7h,NR,,6228942,Completed,First,7h,"May 10, 2018",,,,,,,,,
67,10469,HAGROLD,PC,7h,NR,,11611263,Completed,First,7h,"April 30, 2017",,,,,,,,,
68,10469,HideKINGplay,PC,7h,NR,in live,9366775,Completed,Replay,7h,"April 17, 2019",,,,,,,,,
69,10469,JA19,PC,7h,NR,Rushed,7428643,Completed,First,7h,"November 11, 2018",,,,,,,,,
70,10469,LzyP4nd4,PC,7h,NR,,5127263,Completed,First,7h,"October 03, 2015",,,,,,,,,
71,10469,MIDNI6HTRIDER,PC,7h,NR,,1396136,Completed,First,7h,"June 30, 2015",,,,,,,,,
72,10469,Mamosuke,PC,7h,NR,,8589065,Completed,Replay,7h,"April 07, 2019",,,,,,,,,
73,10469,Omnios_True,PC,7h,60%,,1214392,Completed,First,7h,"June 13, 2014",9h,,,,,,,,
74,10469,Ranzar,PC,7h,NR,,3896510,Completed,First,7h,,,,,,,,,,
75,10469,Smoove,PC,7h,NR,,6155153,Completed,First,7h,"February 23, 2018",,,,,,,,,
76,10469,TheGrizzlyNinja,Xbox One,7h,100%,,597846,Completed,First,7h,"March 14, 2014",,,,,,,,,
77,10469,Wambyat,PC,7h,NR,,11961384,Completed,First,7h,"May 04, 2020",,,,,,,,,
78,10469,Private,Xbox One,7h,80%,,1321464,Completed,First,7h,"April 28, 2015",,,,,,,,,
79,10469,bobhoffnee,PC,7h,90%,,399525,Completed,First,7h,"September 03, 2013",,,,,,,,,
80,10469,chugernuget,PC,7h,NR,,7795599,Completed,First,7h,"March 06, 2016",,,,,,,,,
81,10469,dmgash,PC,7h,NR,,6458795,Completed,First,7h,"June 23, 2018",,,,,,,,,
82,10469,fetahundenyoda,PC,7h,80%,,443726,Completed,First,7h,"October 13, 2013",,,,,,,,,
83,10469,g9672001,PC,7h,70%,,443547,Completed,First,7h,"October 13, 2013",,,,,,,,,
84,10469,jasonbrace,PC,7h,90%,,572445,Completed,First,7h,"January 13, 2014",,,,,,,,,
85,10469,loftwing,PC,7h,NR,,10706699,Completed,First,7h,"December 31, 2019",,,,,,,,,
86,10469,Private,Linux,7h,80%,,7330728,Completed,First,7h,"April 04, 2019",,,,,,,,,
87,10469,notsofastturtle,PC,7h,NR,,6473329,Completed,First,7h,"May 12, 2018",,,,,,,,,
88,10469,triple_take,PC,7h,NR,,2616503,Completed,First,7h,"February 19, 2016",,,,,,,,,
89,10469,tuanvuletuan123,PC,7h,NR,,4354394,Completed,First,7h,"April 25, 2017",10h,,,,,,,,
90,10469,Reqruiz,PC,7h 01m,NR,,8068214,Completed,Replay,7h 01m,"January 19, 2019",,,,,,,,,
91,10469,flamingmushrooms,PlayStation 3,7h 02m,100%,,698608,Completed,First,7h 02m,"April 18, 2014",,,,,,,,,
92,10469,,PC,7h 04m,NR,,11248761,Completed,First,7h 04m,,,,,,,,,,
93,10469,,PC,7h 05m,NR,64%,2542131,Completed,First,7h 05m,,,,,,,,,,
94,10469,killmatt,PC,7h 05m,80%,"Quickly ran through, no side stuff.",242674,Completed,First,7h 05m,"March 09, 2013",,,,,,,,,
95,10469,,Xbox 360,7h 06m,NR,,775218,Completed,First,7h 06m 02s,,,,,,,,,,
96,10469,,PC,7h 08m,NR,,6186084,Completed,First,7h 08m,,,,,,,,,,
97,10469,KevinWI,PC,7h 09m,80%,,6963086,Completed,Replay,7h 09m,"September 02, 2018",,,,,,,,,
98,10469,ayoungone3,PlayStation 3,7h 09m,80%,,10918095,Completed,First,7h 09m 33s,"April 09, 2020",,,,,,,,,
99,10469,Private,Xbox One,7h 10m,90%,,8065403,Completed,Replay,7h 10m,"January 18, 2019",,,,,,,,,
100,10469,Satoko,PC,7h 10m,NR,,7477623,Completed,First,7h 10m,,,,,,,,,,
101,10469,TJB47,PC,7h 15m,NR,,1292440,Completed,First,7h 15m,,,,,,,,,,
102,10469,limination,Xbox One,7h 16m,NR,,10707395,Completed,First,7h 16m,"January 02, 2020",,,,"The game doesn't record time spent in-game and I didn't think to use the Timer feature on the site until my second session, so my time is probably off by an hour or so. Just had to guess how much I played in the first session.",,,,,
103,10469,Pastee,PlayStation 4,7h 16m,70%,,5793710,Completed,First,7h 16m 45s,"February 11, 2018",,,,,,,,,
104,10469,Julibok,PC,7h 18m,NR,,10579866,Completed,First,7h 18m,"December 12, 2019",,,,,,,,,
105,10469,ViPeZz,PC,7h 18m,100%,,7435529,Custom List Completed,First,7h 18m,"November 09, 2018",,,,,7h 18m /,,,,
106,10469,hycer,PC,7h 18m,NR,,3892284,Completed,First,7h 18m,,,,,,,,,,
107,10469,,PC,7h 20m,NR,,1083172,Completed,First,7h 20m,,,,,,,,,,
108,10469,,Linux,7h 20m,NR,,4832426,Completed,First,7h 20m,,,,,,,,,,
109,10469,,PC,7h 20m,NR,,11946349,Completed,First,7h 20m,,,,,,,,,,
110,10469,,PC,7h 22m,NR,,2743161,Completed,First,7h 22m,,,,,,,,,,
111,10469,,PC,7h 23m,NR,,8990631,Completed,First,7h 23m,,,,,,,,,,
112,10469,lolifofo,PC,7h 27m,80%,,6211100,Completed,First,7h 27m,"May 07, 2018",,,,,,,,,
113,10469,,PlayStation 4,7h 28m,NR,Again I died a few times,4538338,Completed,Replay,7h 28m 53s,,9h 57m 24s,,,,,,,,
114,10469,mrazgrass,PC,7h 29m,NR,Difficulty: Normal,9237530,Completed,First,7h 29m 54s,"July 26, 2019",,,,,,,,,
115,10469,,PC,7h 30m,NR,,792697,Completed,First,7h 30m,,,,,,,,,,
116,10469,,Xbox 360,7h 30m,NR,,1374834,Completed,First,7h 30m,,,,,,,,,,
117,10469,,PC,7h 30m,NR,,4279481,Completed,First,7h 30m,,,,,,,,,,
118,10469,Dilbalynch,PlayStation 4,7h 30m,NR,,6871696,Completed,Replay,7h 30m,"August 20, 2018",,,,,,,,,
119,10469,SirKenneth10,PC,7h 30m,NR,"Very fun, played on normal however I seemed to complete it faster than others for some reason.",3181117,Completed,First,7h 30m,"July 04, 2016",,,,,,,,,
120,10469,Thekoolbean,Xbox One,7h 30m,90%,,780699,Completed,First,7h 30m,"May 13, 2015",,,,,,,,,
121,10469,flyerinthehouse,PC,7h 30m,70%,,329234,Completed,First,7h 30m,"July 02, 2013",,,,,,,,,
122,10469,nagal,PC,7h 30m,NR,"1 tomb, main quest focused.",4624851,Completed,First,7h 30m,"June 18, 2017",,,,,,,,,
123,10469,zerox102,PC,7h 30m,60%,,11885577,Completed,First,7h 30m,"June 01, 2020",,,,,,,,,
124,10469,,PC,7h 30m,NR,61%,3876388,Completed,First,7h 30m 06s,,,,,,,,,,
125,10469,Private,PC,7h 31m,100%,,5150125,Completed,First,7h 31m,"October 13, 2017",,,,,,,,,
126,10469,,PC,7h 34m,NR,,6013591,Completed,First,7h 34m 03s,,,,,,,,,,
127,10469,mcollier416,PC,7h 35m,NR,,6187087,Completed,First,7h 35m,"April 29, 2018",,,,,,,,,
128,10469,,PC,7h 36m,NR,Fun and Dramatic,1275810,Completed,First,7h 36m,,,,,,,,,,
129,10469,EhLeeUht,PC,7h 36m,NR,,5126957,Completed,Replay,7h 36m,"October 03, 2017",,,,,,,,,
130,10469,OhGrayt,PC,7h 37m,NR,,3924974,Completed,First,7h 37m,"January 15, 2017",,,,,,,,,
131,10469,,Xbox One,7h 38m,NR,On normal difficulty,2779987,Completed,First,7h 38m,,,,,,,,,,
132,10469,KMoney,PlayStation 4,7h 38m,100%,,683725,Completed,First,7h 38m 20s,"May 28, 2014",,,,,,,,,
133,10469,,PC,7h 40m,NR,,957032,Completed,First,7h 40m,,,,,,,,,,
134,10469,,PC,7h 40m,NR,,1162319,Completed,First,7h 40m,,,,,,,,,,
135,10469,MrBrovvn,PC,7h 40m,60%,,6044546,Completed,First,7h 40m,"March 26, 2018",,,,,,,,,
136,10469,OmarElmorsy188,PlayStation 3,7h 40m,NR,,8309267,Completed,Replay,7h 40m,"October 12, 2018",,,,,,,,,
137,10469,SniperAngel,PC,7h 40m,NR,,4628212,Completed,First,7h 40m,"June 25, 2017",,,,,,,,,
138,10469,av2010324,PlayStation 4,7h 40m,NR,,11379132,Replay Completed,Replay,7h 40m,"April 06, 2020",,,,,7h 40m /,,,,
139,10469,fvonk,PC,7h 40m,NR,,6346986,Completed,First,7h 40m,"June 03, 2018",,,,,,,,,
140,10469,therealkci,PC,7h 40m,90%,,11278938,Completed,First,7h 40m,"March 28, 2020",,,,,,,,,
141,10469,VonDozier,PC,7h 40m,90%,3 optional tombs done,660665,Completed,First,7h 40m 29s,"July 29, 2014",,,,,,,,,
142,10469,PlushWraith,PC,7h 41m,NR,,1064226,Completed,First,7h 41m,"December 21, 2014",,,,,,,,,
143,10469,ziggystardust65,Xbox One,7h 42m,80%,,3971637,Completed,First,7h 42m,"January 30, 2017",,,,,,,,,
144,10469,Private,PC,7h 42m,NR,,2759883,Completed,First,7h 42m 53s,"March 22, 2016",,,,,,,,,
145,10469,,PC,7h 43m,NR,Main story only,10320439,Completed,First,7h 43m,,,,,,,,,,
146,10469,shaneo632,PC,7h 43m,90%,,457805,Completed,First,7h 43m,March 2013,,,,,,,,,
147,10469,kitsune,PlayStation 3,7h 43m,NR,,3738912,Completed,First,7h 43m 42s,"October 11, 2014",,,,,,,,,
148,10469,Private,PC,7h 45m,NR,,11967513,Completed,Replay,7h 45m 04s,"June 16, 2020",,,,,,,,,
149,10469,Belgio,PC,7h 46m,NR,,5717958,Completed,First,7h 46m,"January 24, 2018",,,,,,,,,
150,10469,Electry,PC,7h 46m,NR,"No rush, took my time, ~70% total completion",2923321,Completed,First,7h 46m,"April 30, 2016",,,,,,,,,
151,10469,miguelpld45,Xbox 360,7h 47m,NR,,1361190,Completed,First,7h 47m 17s,"May 27, 2015",,,,,,,,,
152,10469,,PC,7h 50m,NR,"Played through SP normally, did most of the optional tombs but not all.",604929,Completed,First,7h 50m,,,,,,,,,,
153,10469,,PC,7h 50m,NR,,8471161,Completed,Replay,7h 50m,,,,,,,,,,
154,10469,LordJaeger,PC,7h 50m,100%,Roughly,3098252,Completed,First,7h 50m,"June 22, 2016",,,,,,,,,
155,10469,galdino662,PC,7h 50m,70%,,10682285,Completed,Replay,7h 50m,"December 29, 2019",,,,,,,,,
156,10469,automaticfox,PlayStation 3,7h 52m,60%,,655796,Completed,First,7h 52m,"May 17, 2014",,,,,,,,,
157,10469,Rakay,PC,7h 53m,NR,8/10,4457866,Completed,First,7h 53m 45s,"May 24, 2017",,,,,,,,,
158,10469,Ma31n,PC,7h 54m,70%,,11443920,Completed,First,7h 54m,"April 14, 2020",,,,,,,,,
159,10469,Barch,PlayStation 4,7h 55m,NR,,6269829,Backlog Completed,First,7h 55m 01s,"October 12, 2018",,,,,7h 55m 01s /,,,,
160,10469,dylanwilson67,PlayStation 3,7h 58m,80%,,457922,Completed,First,7h 58m 10s,"December 17, 2013",,,,,,,,,
161,10469,,PC,7h 58m,NR,,11226040,Completed,Replay,7h 58m 35s,,,,,,,,,,
162,10469,,PlayStation 3,8h,NR,,387586,Completed,First,8h,,,,,,,,,,
163,10469,,PC,8h,NR,,510201,Completed,First,8h,,,,,,,,,,
164,10469,,Xbox 360,8h,NR,,512231,Completed,First,8h,,,,,,,,,,
165,10469,,PC,8h,NR,,542485,Completed,First,8h,,,,,,,,,,
166,10469,,PC,8h,NR,,747015,Completed,First,8h,,,,,,,,,,
167,10469,,PC,8h,NR,,804607,Completed,First,8h,,,,,,,,,,
168,10469,,PC,8h,NR,,932487,Completed,First,8h,,,,,,,,,,
169,10469,,PC,8h,NR,,1080817,Completed,First,8h,,,,,,,,,,
170,10469,,PC,8h,NR,,1113795,Completed,First,8h,,,,,,,,,,
171,10469,,PC,8h,NR,,1371006,Completed,First,8h,,,,,,,,,,
172,10469,,PC,8h,NR,,1404338,Completed,First,8h,,,,,,,,,,
173,10469,,PC,8h,NR,,2269994,Completed,Replay,8h,,,,,,,,,,
174,10469,,Xbox One,8h,NR,,2504159,Completed,First,8h,,,,,,,,,,
175,10469,,PC,8h,NR,,3463188,Completed,First,8h,,,,,,,,,,
176,10469,,PC,8h,NR,,3846787,Completed,First,8h,,,,,,,,,,
177,10469,,PC,8h,NR,,4381529,Completed,Replay,8h,,,,,,,,,,
178,10469,,PC,8h,NR,,4419944,Completed,First,8h,,,,,,,,,,
179,10469,,PC,8h,NR,Story is not that great and a bit too short.,4662611,Completed,First,8h,,,,,,,,,,
180,10469,,PlayStation 4,8h,NR,,4745826,Completed,First,8h,,,,,,,,,,
181,10469,,PC,8h,NR,,5884994,Completed,First,8h,,,,,,,,,,
182,10469,,Xbox 360,8h,NR,,6264660,Completed,First,8h,,12h,25h,,,,,,,
183,10469,,PC,8h,NR,,6419160,Completed,First,8h,,,,,,,,,,
184,10469,,PC,8h,NR,,6420314,Completed,First,8h,,,,,,,,,,
185,10469,,PC,8h,NR,72% completion.,6605534,Completed,First,8h,,,,,,,,,,
186,10469,,PC,8h,NR,,6859202,Completed,First,8h,,,,,,,,,,
187,10469,,PC,8h,NR,,7429687,Completed,First,8h,,,,,,,,,,
188,10469,,PC,8h,NR,,7530682,Completed,First,8h,,,,,,,,,,
189,10469,,Xbox One,8h,NR,,8406005,Completed,First,8h,,,,,,,,,,
190,10469,,PC,8h,NR,,9201150,Completed,First,8h,,,,,,,,,,
191,10469,,PC,8h,NR,,9654812,Completed,First,8h,,,,,,,,,,
192,10469,,PC,8h,NR,,11177113,Completed,First,8h,,,,,,,,,,
193,10469,,PC,8h,NR,,11216484,Completed,First,8h,,,,,,,,,,
194,10469,,PC,8h,NR,,11301360,Completed,First,8h,,,,,,,,,,
195,10469,,PC,8h,NR,,11346329,Completed,First,8h,,,,,,,,,,
196,10469,,PC,8h,NR,,11468120,Completed,First,8h,,,,,,,,,,
197,10469,,PC,8h,NR,,11526229,Completed,First,8h,,,,,,,,,,
198,10469,AccrualBowtie,PC,8h,NR,,7341743,Completed,First,8h,"September 21, 2013",,,,,,,,,
199,10469,Appledomo1004,PC,8h,90%,,2321746,Completed,First,8h,,,,,,,,,,
200,10469,Armada,PC,8h,NR,,1383244,Completed,First,8h,"August 04, 2015",,,,,,,,,
201,10469,Blad300,PC,8h,NR,,10517528,Completed,First,8h,,,,,,,,,,
202,10469,Chyran,PC,8h,NR,,698509,Completed,First,8h,"April 18, 2014",,,,,,,,,
203,10469,Cking24,PC,8h,NR,,876060,Completed,First,8h,"March 17, 2013",13h,15h,,,,,,,
204,10469,Dappers,PC,8h,NR,,11510499,Completed,First,8h,"February 13, 2019",,,,,,,,,
205,10469,Dranc,PC,8h,80%,,756182,Completed,First,8h,,,,,,,,,,
206,10469,EchoDreams,PC,8h,NR,,11549109,Completed,First,8h,"April 25, 2020",,,,,,,,,
207,10469,Flipsider,PC,8h,70%,,8505307,Completed,First,8h,,,,,,,,,,
208,10469,Galvest0N,PC,8h,NR,,10535948,Completed,First,8h,"December 04, 2019",,,,,,,,,
209,10469,Goattacus,PC,8h,70%,,10893576,Completed,First,8h,,,,,,,,,,
210,10469,Kekachino,PC,8h,70%,,11395032,Completed,First,8h,"April 09, 2020",,,,,,,,,
211,10469,Koliniax,PC,8h,NR,,5970446,Completed,First,8h,"March 11, 2018",10h,15h,,,,,,,
212,10469,Kynois77,PC,8h,NR,,11879388,Completed,First,8h,"May 31, 2020",,,,,,,,,
213,10469,LauraSofia,PC,8h,NR,,7406888,Completed,First,8h,,,,,,,,,,
214,10469,Leanest,PC,8h,60%,,10374786,Completed,First,8h,"March 29, 2015",,,,,,,,,
215,10469,Lukesok,PC,8h,NR,,6546424,Completed,First,8h,"July 10, 2019",,,,,,,,,
216,10469,Private,PC,8h,NR,,6403286,Completed,First,8h,"June 13, 2018",,,,,,,,,
217,10469,MoxieSP57,PC,8h,NR,,7092470,Completed,First,8h,"September 21, 2018",,,,,,,,,
218,10469,PS3XBOXGAMER9,Xbox 360,8h,90%,,236535,Completed,First,8h,"March 23, 2013",,,,,,,,,
219,10469,Private,PC,8h,90%,,11329124,Completed,First,8h,"April 06, 2020",,,,,,,,,
220,10469,Rahnborshko,PC,8h,90%,,596838,Completed,First,8h,"January 25, 2014",,,,,,,,,
221,10469,Rupio,PC,8h,NR,,1483406,Completed,First,8h,"December 29, 2014",,,,,,,,,
222,10469,Ryukojin,Xbox One,8h,80%,,1889129,Completed,First,8h,"September 22, 2015",,,,,,,,,
223,10469,ShadowKing,PC,8h,NR,,6369437,Completed,First,8h,"June 08, 2018",,,,,,,,,
224,10469,Private,PC,8h,60%,,337009,Completed,First,8h,"March 09, 2013",,,,,,,,,
225,10469,SixthRoman,Xbox One,8h,NR,,3517568,Completed,Replay,8h,"October 15, 2016",,20h,,,,,,,
226,10469,Steags,PC,8h,NR,,3794819,Completed,First,8h,,,,,,,,,,
227,10469,Steed,PC,8h,NR,,1646547,Completed,First,8h,"March 11, 2013",,,,"Absolutely splendid game. Amazing visuals and animations, satisfying gameplay",,,,,
228,10469,Twitch_Infinityx,PC,8h,NR,,6790832,Completed,First,8h,"August 08, 2018",,,,,,,,,
229,10469,UnearthlyTrance,PC,8h,NR,,1229021,Completed,First,8h,"March 05, 2015",,,,,,,,,
230,10469,Yui389,PC,8h,NR,,2353955,Completed,First,8h,,12h,16h,,,,,,,
231,10469,acjessen,PC,8h,90%,,1864126,Completed,First,8h,"August 01, 2013",,,,Spielfortschritt bei Ende: 70% (nicht alle Gegenst�nde gefunden etc.),,,,,
232,10469,billyf431,PC,8h,NR,,2652578,Completed,First,8h,"February 23, 2016",,,,,,,,,
233,10469,bluenu,,8h,80%,,337364,Completed,First,8h,"August 04, 2013",,,,,,,,,
234,10469,brownmagic,PC,8h,NR,,7731303,Completed,First,8h,"March 20, 2014",,,,,,,,,
235,10469,cmsweeney66,PC,8h,70%,69% Completion,778696,Completed,First,8h,"October 02, 2014",,,,,,,,,
236,10469,coreninsin95,Xbox One,8h,NR,,7527133,Completed,Replay,8h,"November 26, 2018",,,,,,,,,
237,10469,corsayr,PC,8h,80%,,10918123,Completed,First,8h,"February 24, 2019",,,,,,,,,
238,10469,crug1,PC,8h,NR,,9384234,Completed,First,8h,"August 18, 2019",,,,,,,,,
239,10469,dakoe3,PC,8h,90%,,336973,Completed,Replay,8h,"July 21, 2013",,,,,,,,,
240,10469,dangerplayerx95,PC,8h,NR,,4606324,Completed,First,8h,"April 08, 2015",,,,,,,,,
241,10469,fractaldecay,PC,8h,NR,,8817767,Completed,Replay,8h,"May 19, 2019",11h,14h,,,,,,,
242,10469,Private,PC,8h,70%,,6528954,Completed,First,8h,,,,,,,,,,
243,10469,kaliy,PlayStation 3,8h,NR,,1029288,Completed,First,8h,"November 19, 2014",12h,20h,,,,,,,
244,10469,Private,PC,8h,NR,,1211518,Completed,First,8h,,,,,,,,,,
245,10469,marcelsl,PC,8h,60%,,5926742,Completed,First,8h,,,,,,,,,,
246,10469,mattvasc,PC,8h,NR,,11320773,Completed,First,8h,,,,,,,,,,
247,10469,ogg,PC,8h,NR,,11813831,Completed,First,8h,"May 20, 2020",,,,,,,,,
248,10469,pinkgengar,PC,8h,90%,,9349850,Completed,First,8h,"March 11, 2019",,,,,,,,,
249,10469,robogiraffe,Xbox One,8h,70%,"Some exploring, 2 tombs, 66% completion",3711806,Completed,First,8h,"December 31, 2019",,,,,,,,,
250,10469,rufusking1,PC,8h,NR,,2220649,Completed,First,8h,"December 12, 2015",,,,,,,,,
251,10469,sirrgeoff,PC,8h,70%,,3976675,Completed,First,8h,,,,,,,,,,
252,10469,supertoast3000,PC,8h,NR,,6664698,Completed,First,8h,,,,,,,,,,
253,10469,terencecah,PC,8h,NR,,125182,Completed,First,8h,"March 21, 2013",,,,,,,,,
254,10469,thelta,PC,8h,80%,,3512494,Completed,Replay,8h,"October 12, 2016",,,,,,,,,
255,10469,throwmeplsboi,PC,8h,80%,,8489045,Completed,First,8h,"May 29, 2019",,,,,,,,,
256,10469,tmsDade,PC,8h,80%,,11979766,Completed,First,8h,"September 23, 2018",,,,,,,,,
257,10469,Private,PC,8h,NR,,4146318,Completed,First,8h,"March 05, 2017",,,,,,,,,
258,10469,uvehj,PC,8h,NR,,655279,Completed,First,8h,"March 10, 2014",,,,,,,,,
259,10469,varlope,PC,8h,70%,,11126295,Completed,First,8h,"March 09, 2020",,,,,,,,,
260,10469,xDaudex,PC,8h,90%,,648099,Completed,First,8h,"February 27, 2014",,,,,,,,,
261,10469,,PC,8h 02m,NR,,11766635,Completed,First,8h 02m 17s,,8h 50m 12s,,,,,,,,
262,10469,,PC,8h 03m,NR,,11631263,Completed,First,8h 03m,,,,,,,,,,
