,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Progress,Vs.,Speedrun,Co-Op,100% Speedrun
53,4248,AhkmedWithers,PC,8h,NR,,11943756,Completed,First,,8h,,,,,,,,
54,4248,C4Turtle,PC,8h,NR,,271331,Completed,Replay,,8h,,,,,,,,
55,4248,Confederacy,PC,8h,100%,,10465787,Completed,Replay,"December 18, 2019",8h,,,,,,,,
56,4248,Private,Xbox,8h,NR,,11738057,Completed,Replay,"December 18, 2017",8h,,,,,,,,
57,4248,Dappers,PC,8h,NR,,11510473,Completed,First,"December 11, 2019",8h,,,,,,,,
58,4248,Fadasa,PC,8h,NR,,3734236,Completed,Replay,,8h,,,,,,,,
59,4248,Private,PC,8h,NR,,699938,Completed,Replay,,8h,,,,,,,,
60,4248,LouisTyr,PC,8h,NR,,10276825,Completed,First,"October 20, 2019",8h,,,,,,,,
61,4248,MisterAce,PC,8h,NR,,3569624,Completed,First,,8h,,,,,,,,
62,4248,Pozytywny,PC,8h,100%,,5504270,Completed,Replay,"December 01, 2017",8h,,,18h,,,,,
63,4248,Sgtbubbles,PC,8h,NR,,11916271,Completed,First,"June 05, 2020",8h,,,,,,,,
64,4248,Sherty89,PC,8h,100%,,4024829,Replay Completed,Replay,"May 10, 2015",8h,,,,30h /,5h,,,
65,4248,Tarbolin,PC,8h,NR,,6983151,Completed,Replay,"September 06, 2018",8h,,,,,,,,
66,4248,VonDozier,Xbox 360,8h,80%,Date Beaten: 2-19-09,84319,Completed,First,"February 19, 2009",8h,,,,,,,,
67,4248,balitingtong1,PC,8h,100%,,2848875,Completed,Replay,"April 13, 2016",8h,,,,,,,,
68,4248,cLick,PC,8h,NR,,2523150,Completed,Replay,,8h,,,,,,,,
69,4248,iHassanFTW,PC,8h,NR,,10984624,Completed,First,"February 13, 2020",8h,,,,,,,,
70,4248,mr_biggles168,PC,8h,NR,,5359491,Completed,Replay,"November 21, 2017",8h,,13h,15h,,,,,
71,4248,nickfourtimes,PC,8h,100%,,1317131,Completed,Replay,"April 25, 2015",8h,,,,,,,,
72,4248,noobforever,PC,8h,NR,,530495,Completed,First,,8h,,,,,,,,
73,4248,polonar,Xbox 360,8h,70%,,48427,Completed,First,,8h,,,,,,,,
74,4248,romes16,PC,8h,80%,,9516221,Completed,First,"July 04, 2016",8h,,,,,,,,
75,4248,scorchll7,PC,8h,100%,,25442,Completed,First,,8h,,,,,,,,
76,4248,teetermancan,PC,8h,70%,,11642457,Completed,First,"May 03, 2020",8h,,,,,,,,
77,4248,verumvita,PC,8h,NR,,7896513,Playing Replay Completed,Replay,"December 31, 2018",8h,,,,,,,,
78,4248,yulomax,PC,8h,NR,Hard Mode,7503620,Completed,First,"January 03, 2019",8h,,,,,,,,
79,4248,blackMamba1187,Xbox One,8h 05m,100%,,7342718,Replay Completed,Replay,"October 27, 2018",8h 05m,Xbox one x @ 4k,,,,,,,
80,4248,ionstormn,PC,8h 05m,100%,,7823389,Completed,Replay,,8h 05m 15s,,,,,,,,
81,4248,Clainekun,PC,8h 08m,NR,,6570527,Completed,First,"January 12, 2019",8h 08m 43s,,,,,,,,
82,4248,,Xbox One,8h 12m,NR,Very easy,8880847,Completed,First,,8h 12m 37s,,,,,,,,
83,4248,Gamu_,PC,8h 14m,80%,,6804259,Completed,First,"July 03, 2017",8h 14m,,,,,,,,
84,4248,Gamu_xp,PC,8h 14m,90%,,8435205,Completed,First,"July 03, 2017",8h 14m,,,,,,,,
85,4248,,PC,8h 15m,NR,,5796738,Completed,First,,8h 15m,,,,,,,,
86,4248,,PC,8h 15m,NR,,11984874,Completed,First,,8h 15m,,,,,,,,
87,4248,IndyGame,Xbox One,8h 15m,NR,,4975675,Completed,First,"August 27, 2017",8h 15m,,,,,,,,
88,4248,,PC,8h 15m,NR,,11165054,Completed,Replay,,8h 15m 23s,,,,,,,,
89,4248,,PC,8h 15m,NR,,998412,Completed,Replay,,8h 15m 45s,,,,,,,,
90,4248,Djeesas,PC,8h 18m,NR,,1907843,Completed,Replay,"October 04, 2015",8h 18m,,,,,,,,
91,4248,Private,Xbox 360,8h 20m,100%,,8581942,Custom List Completed,Replay,"April 28, 2019",8h 20m,,,,,,,,
92,4248,Xiidon,PC,8h 25m,100%,,421191,Completed,First,"August 18, 2013",8h 25m,,,,,,,,
93,4248,,PC,8h 26m,NR,,5351553,Completed,First,,8h 26m,,,,,,,,
94,4248,lewdmeat,PC,8h 27m,100%,,10477242,Replay Completed,Replay,"November 27, 2019",8h 27m 23s,Completed on Easy difficulty. (1/3),,,,,,,
95,4248,Alphalight,PC,8h 28m,NR,,7206892,Completed,Replay,"December 13, 2019",8h 28m,,,,,,,,
96,4248,,Xbox 360,8h 29m,NR,,287558,Completed,First,,8h 29m,,,,,,,,
97,4248,,PC,8h 30m,NR,,287582,Completed,First,,8h 30m,,,,,,,,
98,4248,,PC,8h 30m,NR,,9072407,Completed,First,,8h 30m,,,,,,,,
99,4248,CrftyZombiee,Xbox,8h 30m,100%,,1048687,Completed,First,"December 04, 2014",8h 30m,,,,,,,,
100,4248,Kzreick,PC,8h 30m,NR,,211875,Completed,First,"September 06, 2012",8h 30m,,,,,,,,
101,4248,alexisplaying,PC,8h 30m,80%,,1481854,Completed,First,"July 15, 2015",8h 30m,,,,,,,,
102,4248,tenkabo,PC,8h 30m,NR,,11226836,Completed,Replay,"March 19, 2020",8h 30m,,,,,,,,
103,4248,Nixinova,PC,8h 30m,100%,,5926187,Completed,Replay,"April 15, 2018",8h 30m 51s,Achievement run,,,,,,,
104,4248,impasse_,PC,8h 32m,NR,,9346301,Completed,Replay,"May 23, 2019",8h 32m,,,,,,,,
105,4248,theplump,PC,8h 37m,90%,,1776623,Completed,First,"December 29, 2014",8h 37m,,,,,,,,
106,4248,xScaryKidx,PC,8h 40m,90%,,49751,Completed,First,"December 25, 2012",8h 40m,,,,,,,,
107,4248,CloudConnection,PC,8h 42m,NR,,11212361,Completed,Replay,,8h 42m 43s,,,,,,,,
108,4248,Tarnop,PC,8h 43m,NR,,5295737,Completed,First,,8h 43m,,,,,,,,
109,4248,,PC,8h 45m,NR,,287581,Completed,Replay,,8h 45m,,,,,,,,
110,4248,Necroheadbanger,PC,8h 45m,90%,,8028577,Custom List Completed,First,"February 04, 2019",8h 45m,,,,10h 25m /,,,,
111,4248,Everdred,PC,8h 46m,NR,,307328,Completed,Replay,"July 07, 2013",8h 46m,,,,,,,,
112,4248,potatoes351,PC,8h 47m,100%,,160482,Completed,First,March 2012,8h 47m,,,,,,,,
113,4248,,Xbox,8h 51m,NR,,10742953,Completed,Replay,,8h 51m,,,,,,,,
114,4248,Thekoolbean,Xbox 360,8h 55m,90%,,3997471,Completed,First,"February 05, 2017",8h 55m,,,,,,,,
115,4248,Maricka,PC,8h 56m,100%,,4949420,Completed,Replay,"September 03, 2017",8h 56m 24s,,,,,,,,
116,4248,donly,PC,8h 58m,80%,,11126904,Completed,First,"March 15, 2020",8h 58m,,,,,,,,
117,4248,,,9h,NR,,287520,Completed,First,,9h,,,,,,,,
118,4248,,,9h,NR,,287530,Completed,First,,9h,,,,,,,,
119,4248,,PC,9h,NR,,287564,Completed,First,,9h,"Went straight through the game, not an intentional speedrun but I was moving at a good pace and only stopped to check out a few corners for the hidden ammo etc.",,,,,,,
120,4248,,PC,9h,NR,,287590,Completed,First,,9h,,,,,,,,
121,4248,,PC,9h,NR,,324533,Completed,First,,9h,,,,,,,,
122,4248,,PC,9h,NR,,502650,Completed,First,,9h,,,,,,,,
123,4248,,PC,9h,NR,,572704,Completed,Replay,,9h,,,,,,,,
124,4248,,PC,9h,NR,,6866630,Completed,First,,9h,,,,,,,,
125,4248,,PC,9h,NR,,8601798,Completed,First,,9h,,,,,,,,
126,4248,,PC,9h,NR,,10522917,Completed,First,,9h,,,,,,,,
127,4248,,PC,9h,NR,,11047347,Completed,First,,9h,,,,,,,,
128,4248,,PC,9h,NR,,11130251,Completed,First,,9h,,,,,,,,
129,4248,,PC,9h,NR,,11141919,Completed,First,,9h,,,,,,,,
130,4248,,PC,9h,NR,,11476785,Completed,Replay,,9h,,,,,,,,
131,4248,AggressionRanger,PC,9h,NR,,934721,Completed,Replay,,9h,,,,,,,,
132,4248,Private,PC,9h,NR,,8139412,Completed,First,"November 13, 2015",9h,,,,,,,,
133,4248,AnayTekstar,PC,9h,NR,,10892611,Completed,First,"January 27, 2020",9h,,,,,,,,
134,4248,Balupu,PC,9h,NR,,944117,Completed,Replay,"September 21, 2014",9h,,,,,,,,
135,4248,Bluewolf9,PC,9h,90%,,4262735,Completed,First,"April 02, 2017",9h,,13h,19h,,,,,
136,4248,Bluujj,PC,9h,80%,,10275116,Completed,First,"October 19, 2019",9h,,,,,,,,
137,4248,Chammon,PC,9h,NR,,1133042,Completed,First,"January 18, 2015",9h,,,,,,,,
138,4248,ChosenUndead99,PC,9h,80%,,5379445,Completed,First,"May 16, 2017",9h,,,,,,,,
139,4248,Private,PC,9h,90%,,4814586,Completed,First,,9h,,,,,,,,
140,4248,Drif50,PC,9h,NR,,2381146,Completed,First,"January 08, 2016",9h,,,,,,,,
141,4248,Evilist,PC,9h,NR,,1320417,Completed,First,"January 05, 2014",9h,,,,,,,,
142,4248,Private,PC,9h,NR,,10894148,Completed,First,"November 30, 2019",9h,,,,,,,,
143,4248,GabrielCorrea,PC,9h,100%,,3649636,Completed,First,"August 04, 2019",9h,,,,,,,,
144,4248,Jackoyo,PC,9h,90%,,502386,Completed,First,"January 15, 2013",9h,,,,,,,,
145,4248,Private,PC,9h,NR,,8817772,Completed,Replay,"May 19, 2019",9h,,,,,,,,
146,4248,LucRProductions,PC,9h,NR,,10508195,Completed,First,"November 29, 2019",9h,,,,,,,,
147,4248,Maxim,Mac,9h,60%,,5773078,Completed,First,December 2015,9h,,,,,,,,
148,4248,NiKEL,PC,9h,80%,,8540473,Completed,First,"April 01, 2019",9h,,,,,,,,
149,4248,SpaceboyP,PC,9h,NR,,9661252,Completed,First,"September 16, 2019",9h,,,,,,,,
150,4248,Tankinator22,PC,9h,NR,,8051681,Completed,First,,9h,,,,,,,,
151,4248,Tanukeppi,PC,9h,NR,,1416956,Completed,Replay,"June 27, 2015",9h,,,,,,,,
152,4248,ThatCristianGuy,PC,9h,70%,,10888641,Completed,First,"January 26, 2020",9h,,,,,,,,
153,4248,Vallaqan,PC,9h,NR,,3680312,Replay Completed,Replay,"November 26, 2016",9h,,,,,,,,
154,4248,axyo,PC,9h,NR,,3871491,Completed,First,"October 15, 2015",9h,,,,,,,,
155,4248,bwoodling,PC,9h,NR,,11398975,Completed,First,"April 01, 2020",9h,,,,,,,,
156,4248,cafitz,PC,9h,90%,,2203852,Completed,First,,9h,,,,,,,,
157,4248,fetahundenyoda,PC,9h,80%,,3407482,Completed,First,"September 09, 2016",9h,,,,,,,,
158,4248,gamer112696,Xbox 360,9h,100%,,1222985,Completed,First,,9h,,,,,,,,
159,4248,jaggedmallard,PC,9h,NR,,1323984,Completed,First,"April 30, 2015",9h,,,,,,,,
160,4248,kguzman226,PC,9h,NR,,7972664,Completed,First,"March 08, 2019",9h,,,,,,,,
161,4248,kooldude65,PC,9h,NR,,11388258,Completed,First,"April 08, 2020",9h,,,,,,,,
162,4248,kyletx500,PC,9h,NR,,10616120,Completed,First,"December 18, 2019",9h,,,,,,,,
163,4248,lingogo77,PC,9h,NR,,674815,Completed,First,"March 21, 2014",9h,,,,,,,,
164,4248,mQxer,PC,9h,NR,,10190829,Completed,First,"October 05, 2019",9h,,,,,,,,
165,4248,marcelsl,PC,9h,80%,,5926528,Completed,First,,9h,,,,,,,,
166,4248,metroidisbest,Xbox 360,9h,90%,,41062,Completed,First,"July 28, 2013",9h,,,,,,,,
167,4248,Private,PC,9h,90%,,275603,Completed,Replay,"January 10, 2014",9h,,11h,,,,,,
168,4248,niesjoe,PC,9h,90%,,681180,Completed,First,,9h,,,,,,,,
169,4248,raziel2465,PC,9h,NR,,11802300,Completed,First,"May 21, 2020",9h,,,,,,,,
170,4248,saucepanviking,PC,9h,NR,,130108,Completed,First,"June 12, 2012",9h,,,,,,,,
171,4248,triarry,PC,9h,NR,,4708400,Completed,First,October 2007,9h,,,,,,,,
172,4248,ulyaothrules,PC,9h,NR,,8506369,Completed,First,,9h,,,,,,,,
173,4248,wegie125,PC,9h,NR,,981724,Completed,First,"October 17, 2014",9h,,,,,,,,
174,4248,xJakeyy,PC,9h,NR,,371956,Completed,First,"August 12, 2013",9h,,,,,,,,
175,4248,,Xbox 360,9h 03m,NR,,4098032,Completed,Replay,,9h 03m,,,,,,,,
176,4248,Sargent_Safety,Xbox 360,9h 04m,NR,,80396,Completed,First,,9h 04m,,,,,,,,
177,4248,,PC,9h 04m,NR,,4802094,Completed,Replay,,9h 04m 37s,,,,,,,,
178,4248,,PC,9h 06m,NR,,9519349,Completed,First,,9h 06m,,,,,,,,
179,4248,,Xbox 360,9h 10m,NR,,8551366,Completed,Replay,,9h 10m,,,,,,,,
180,4248,,PC,9h 12m,NR,,11031416,Completed,First,,9h 12m,,,,,,,,
181,4248,HTownBoi,Xbox 360,9h 15m,60%,,11278979,Completed,First,"April 02, 2020",9h 15m,,,,,,,,
182,4248,anotherbobhead,PC,9h 15m,90%,,898822,Completed,Replay,"August 17, 2014",9h 15m,,,,,,,,
183,4248,meptrep,PC,9h 17m,NR,,9507401,Completed,Replay,"September 01, 2019",9h 17m,,,,,,,,
184,4248,TheGameBeater,PC,9h 18m,NR,,943735,Completed,First,"September 20, 2014",9h 18m,,,,,,,,
185,4248,rackmc100,PC,9h 18m,60%,,8487481,Completed,First,"November 05, 2018",9h 18m,,,,,,,,
186,4248,FortunaK,PC,9h 20m,90%,,6970634,Completed,First,,9h 20m,,,,,,,,
187,4248,FortunaKhalifa,PC,9h 20m,90%,,6754339,Completed,First,February 2018,9h 20m,,,,,,,,
188,4248,Judgement1996,PC,9h 20m,NR,,1131899,Completed,Replay,"January 08, 2015",9h 20m,,,,,,,,
189,4248,Paganmoon,PC,9h 20m,90%,,304148,Completed,First,,9h 20m,,,,,,,,
190,4248,roushimsx,PC,9h 20m,NR,,42868,Completed,First,,9h 20m,,,,,,,,
191,4248,shabreeze,Xbox 360,9h 20m,NR,,116533,Completed,Replay,"May 09, 2012",9h 20m,,,,,,,,
192,4248,WoohMan,PC,9h 20m,100%,,8467246,Completed,Replay,"April 09, 2020",9h 20m 18s,,,,,,,,
193,4248,,PC,9h 30m,NR,,653410,Completed,First,,9h 30m,,,,,,,,
194,4248,,PC,9h 30m,NR,,806218,Completed,Replay,,9h 30m,,,,,,,,
195,4248,,PC,9h 30m,NR,,1872430,Completed,First,,9h 30m,,,,,,,,
196,4248,,PC,9h 30m,NR,first time actually completing it in one go,8833177,Completed,Replay,,9h 30m,,,,,,,,
197,4248,,PC,9h 30m,NR,,11307738,Completed,First,,9h 30m,,,,,,,,
198,4248,PineapplezBoy,PC,9h 30m,100%,I went for a couple of the extra loot areas but I left half of them untouched.,11613704,Completed,First,"April 30, 2020",9h 30m,,,,,,,,
199,4248,blackMamba1187,PC,9h 30m,100%,hard diff,9095565,Replay Completed,Replay,"August 11, 2012",9h 30m,,,,,,,,
200,4248,blackMamba1187,PC,9h 30m,100%,hard diff,9112706,Replay Completed,Replay,"July 15, 2010",9h 30m,,,,,,,,
201,4248,galen,Xbox 360,9h 30m,NR,,978491,Completed,First,"October 14, 2014",9h 30m,,,,,,,,
202,4248,lona91,PC,9h 30m,NR,,1819786,Completed,First,,9h 30m,,,,,,,,
203,4248,snappums,PC,9h 30m,NR,,2165552,Completed,Replay,"December 17, 2019",9h 30m,,,,,,,,
204,4248,yourhostender,PC,9h 40m,NR,,11211935,Completed,First,"March 21, 2020",9h 40m,,,,,,,,
205,4248,HowlingHawk,PC,9h 42m,NR,,11371556,Completed,First,"April 06, 2020",9h 42m,,,,,,,,
206,4248,randster1999,PC,9h 42m,100%,,966349,Custom List Completed,First,"October 11, 2014",9h 42m 36s,,,,9h 42m 36s /,,,,
207,4248,,Xbox 360,9h 44m,NR,,3613528,Completed,First,,9h 44m,,,,,,,,
208,4248,Private,Xbox 360,9h 44m,NR,,5391982,Completed,Replay,"May 26, 2018",9h 44m 08s,,,,,,,,
209,4248,Morakan,PC,9h 45m,NR,,809450,Completed,First,,9h 45m,,,,,,,,
210,4248,vuchkov,PC,9h 45m,NR,,11472837,Completed,First,"March 02, 2018",9h 45m,,,,,,,,
211,4248,,PC,9h 47m,NR,,10568455,Completed,First,,9h 47m,,,,,,,,
212,4248,Youjair,PC,9h 47m,NR,,6699840,Completed,First,"July 30, 2018",9h 47m,,,,,,,,
213,4248,theyenmaster400,PC,9h 47m,100%,,5566982,Completed,First,"January 13, 2018",9h 47m,,,,,,,,
214,4248,,PC,9h 48m,NR,,8559237,Completed,First,,9h 48m,,,,,,,,
215,4248,,Xbox 360,9h 58m,NR,,330384,Completed,Replay,,9h 58m,,,,,,,,
216,4248,,PC,9h 59m,NR,,3618257,Completed,First,,9h 59m 23s,,,,,,,,
217,4248,,PC,10h,NR,,287542,Completed,First,,10h,,,,,,,,
218,4248,,PC,10h,NR,,287574,Completed,Replay,,10h,,,,,,,,
219,4248,,PC,10h,NR,,287577,Completed,First,,10h,,,,,,,,
220,4248,,,10h,NR,,374197,Completed,Replay,,10h,,,,,,,,
221,4248,,PC,10h,NR,,824418,Completed,First,,10h,,,,,,,,
222,4248,,Linux,10h,NR,,989859,Completed,Replay,,10h,,,,,,3h 15m 14s,,
223,4248,,PC,10h,NR,,2258321,Completed,First,,10h,,,,,,,,
224,4248,,PC,10h,NR,,3231995,Completed,First,,10h,,,,,,,,
225,4248,,PC,10h,NR,,3324583,Completed,First,,10h,,,,,,,,
226,4248,,PC,10h,NR,,3685614,Completed,First,,10h,,,,,,,,
227,4248,,PC,10h,NR,,5411405,Completed,First,,10h,,,,,,,,
228,4248,,PC,10h,NR,,5869124,Completed,First,,10h,,,,,,,,
229,4248,,PC,10h,NR,,6725018,Completed,First,,10h,,,,,,,,
230,4248,,PC,10h,NR,,7678804,Completed,First,,10h,,14h,18h,,,,,
231,4248,,PC,10h,NR,,10963533,Completed,First,,10h,,,,,,,,
232,4248,,PC,10h,NR,,11256858,Completed,First,,10h,,,,,,,,
233,4248,,PC,10h,NR,,11280058,Completed,First,,10h,,,,,,,,
234,4248,Acelo,PC,10h,70%,,6034712,Completed,First,,10h,,,,,,,,
235,4248,Private,PC,10h,70%,,10716083,Completed,First,"March 20, 2020",10h,,,,,,,,
236,4248,Avvidod,PC,10h,NR,,11656503,Completed,First,"May 08, 2020",10h,,,,,,,,
237,4248,Coldiver,PC,10h,90%,,9363536,Completed,First,"April 07, 2019",10h,,,,,,,,
238,4248,CorticusMaximus,PC,10h,90%,,11112568,Completed,First,"March 08, 2020",10h,,,,,,,,
239,4248,Private,PC,10h,NR,,11738049,Completed,First,2018,10h,,,,,,,,
240,4248,Curlis,Xbox 360,10h,80%,,98771,Completed,First,,10h,,,,,,,,
241,4248,Darki,PC,10h,NR,,11499318,Completed,First,,10h,,,,,,,,
242,4248,Dominio,PC,10h,70%,,3930880,Completed,First,,10h,,,,,,,,
243,4248,DreamEaglr,PC,10h,NR,,11317235,Completed,Replay,"April 01, 2020",10h,,12h,16h,,,,,
244,4248,Dusklow,PC,10h,80%,,10560328,Completed,First,,10h,,,,,,,,
245,4248,DylanWE,PC,10h,NR,,6228921,Completed,First,"May 10, 2018",10h,,,,,,,,
246,4248,Fifstar,PC,10h,80%,,553614,Completed,Replay,"January 10, 2014",10h,,,,,,,,
247,4248,Flacks,PC,10h,90%,,308266,Completed,Replay,,10h,,,,,,,,
248,4248,Private,PC,10h,NR,,5389396,Completed,First,"November 27, 2017",10h,,,,,,,,
249,4248,IcedHeat,PC,10h,90%,,532670,Completed,First,"July 30, 2013",10h,,,,,,,,
250,4248,Private,PC,10h,NR,,1962080,Completed,First,"October 16, 2015",10h,,,,,,,,
251,4248,Private,PC,10h,80%,"Gjorde vel alt jeg kunne, hadde en walkthrough jeg så på hvis jeg ble stuck",3669489,Completed,First,"March 27, 2020",10h,"Started this the day before Half-Life:Alyx released, couldnt wait for Alyx so played about 1 hour of it, then went back and finished this. Its truly incredible how well this game has held up for 16 years, not outdated and felt polished. Graphics, music, sound and voice acting were all really good. Nice narrative, much better than in Half-life 1's, actual interesting story and characters. Good gameplay too, slighly annoying shooting sometimes and didnt like the creepy Ravenholm chapter.",,,,,,,
252,4248,Private,,10h,NR,,352810,Completed,First,"July 31, 2013",10h,,,,,,,,
253,4248,Marloges,PC,10h,90%,,6335476,Completed,First,"December 31, 2018",10h,Simply played through the story on normal.,,,,,,,
254,4248,MeowCaptain,PC,10h,NR,,10540481,Completed,First,,10h,,,,,,,,
255,4248,MrPhazzy,PC,10h,NR,Played this game over a dozen times previously. A first run takes closer to 15 hours.,11905514,Replay Completed,Replay,,10h,,,,,,,,
256,4248,Nikopol,PC,10h,100%,,362060,Completed,First,"August 04, 2013",10h,,12h,,,,,,
257,4248,Quofum,PC,10h,NR,,11607466,Completed,First,"March 12, 2018",10h,,,,,,,,
258,4248,RRC123,PC,10h,100%,"3rd Playthough, hard mode",9183688,Completed,Replay,"July 18, 2019",10h,,,,,,,,
259,4248,Skrimir,PC,10h,NR,,6401423,Completed,First,"June 13, 2018",10h,,,,,,,,
260,4248,SpeedyAj3121,PC,10h,50%,,3863474,Completed,First,"January 03, 2017",10h,,,,,,,,
261,4248,SteveofNY,PC,10h,90%,,980222,Completed,First,"October 16, 2014",10h,,,,,,,,
262,4248,Taskforce131,PC,10h,80%,,6785264,Completed,First,"August 25, 2018",10h,,,,,,,,
263,4248,Private,PC,10h,60%,,10623839,Completed,First,"December 20, 2019",10h,,,,,,,,
