,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completion,Completionist,Personal Notes,Progress
84,65080,schiemann,PC,9h,80%,,11623255,Completed,First,9h,,"May 09, 2020",,,
85,65080,z7enX,PC,9h,70%,,10201706,Completed,First,9h,,"October 08, 2019",,,
86,65080,mmakk,PC,9h 05m,NR,,8833729,Completed,First,9h 05m,,"June 11, 2019",,,
87,65080,,PC,9h 10m,NR,Good coronavirus simulator,11918663,Completed,First,9h 10m,,,,,
88,65080,Maxgreat,PC,9h 10m,NR,,11033443,Completed,First,9h 10m,,"February 22, 2020",,,
89,65080,damonlu,PC,9h 15m,NR,,11112044,Completed,First,9h 15m,,"March 06, 2020",,,
90,65080,Edco0328,PC,9h 18m,NR,,10998603,Completed,First,9h 18m,,"February 16, 2020",,,
91,65080,,PC,9h 20m,NR,,10741217,Completed,First,9h 20m,,,,,
92,65080,Kaelor,PC,9h 20m,NR,,8876126,Completed,First,9h 20m,,"June 03, 2019",,very captivating story and characters are related and symphatetic,
93,65080,WazzaBoi,PC,9h 20m,NR,,10730042,Completed,First,9h 20m,,"January 02, 2020",,,
94,65080,atanasova,PC,9h 21m,NR,,11913051,Completed,First,9h 21m 21s,,"June 06, 2020",,,
95,65080,,PC,9h 30m,NR,,10929596,Completed,First,9h 30m,,,,,
96,65080,Croton,PC,9h 30m,90%,,8810491,Completed,First,9h 30m,9h 30m 01s,"May 20, 2019",,,
97,65080,Eiah,PC,9h 30m,NR,,9568621,Completed,First,9h 30m,,"September 09, 2019",,,
98,65080,G4mer1808,PC,9h 30m,80%,,8817285,Completed,First,9h 30m,,"May 19, 2019",,,
99,65080,SUVOID,PC,9h 30m,100%,,11428117,Completed,First,9h 30m,,"September 29, 2019",,,
100,65080,TacticalMinky,PC,9h 30m,NR,,11028080,Completed,First,9h 30m,,"March 21, 2020",,,
101,65080,Private,PC,9h 30m,NR,,9633801,Completed,First,9h 30m,,"September 14, 2019",,,
102,65080,beardandthehair,PC,9h 30m,70%,,10894336,Completed,First,9h 30m,,"January 27, 2020",,,
103,65080,blackMamba1187,PC,9h 30m,80%,,9095481,Completed,First,9h 30m,,"December 29, 2019",,"every patch resets 21:9 mod!!!
3440x1440 120hz gsync",
104,65080,fetahundenyoda,PC,9h 30m,80%,,10603355,Completed,First,9h 30m,,"December 16, 2019",,,
105,65080,konami,PlayStation 4,9h 30m,90%,,10979264,Completed,First,9h 30m,11h,"August 06, 2019",12h,,
106,65080,,PC,9h 33m,NR,,8867335,Completed,First,9h 33m 12s,,,,,
107,65080,Elficzek,PC,9h 35m,80%,,8827924,Completed,First,9h 35m,,"May 22, 2019",,,
108,65080,iaap,Xbox One,9h 35m,NR,,10932302,Completed,First,9h 35m,,"May 22, 2020",,,
109,65080,Private,PC,9h 35m,90%,,11032412,Completed,First,9h 35m 26s,,"March 04, 2020",,,
110,65080,Private,PlayStation 4,9h 37m,NR,,9205859,Completed,First,9h 37m 04s,10h 33m 07s,"July 26, 2019",10h 49m 07s,,
111,65080,UnHoly89,PC,9h 40m,NR,,10982472,Completed,First,9h 40m,,"February 12, 2020",,,
112,65080,hideking_gameplay,PC,9h 40m,NR,"in live, time estimation",8988045,Completed,First,9h 40m,,"June 17, 2019",,,
113,65080,EgirX,PC,9h 44m,100%,,9240561,Completed,First,9h 44m,,"June 15, 2019",,,
114,65080,PlanetWyh,PC,9h 45m,60%,,11993308,Completed,First,9h 45m,,"June 18, 2020",,,
115,65080,Hottston,PlayStation 4,9h 46m,70%,,8798916,Completed,First,9h 46m,,"September 26, 2019",,,
116,65080,ivan000,PC,9h 49m,NR,,10944743,Completed,First,9h 49m,,"February 06, 2020",,,
117,65080,,Xbox One,9h 50m,NR,,9374224,Completed,First,9h 50m,,,,,
118,65080,,PC,9h 50m,NR,,10661028,Completed,First,9h 50m,,,,,
119,65080,Athruntalan,PC,9h 50m,80%,"Most optional challenges, collectables etc ignored.",10896724,Completed,First,9h 50m,,"April 03, 2020",,,
120,65080,PXSausage,Xbox One,9h 50m,80%,"9/13 Hugo's Herbarium, 5/11 Gifts, 11/26 Curiousities",8769593,Completed,First,9h 50m,,"May 16, 2019",,,
121,65080,,PC,9h 53m,NR,,9230232,Completed,First,9h 53m,,,,,
122,65080,viinaji,PC,9h 53m,NR,,11317295,Completed,First,9h 53m 14s,,"April 01, 2020",,,
123,65080,CriticalHit,PC,9h 55m,80%,,10583049,Completed,First,9h 55m,,"June 03, 2020",,,
124,65080,,PC,10h,NR,,8787672,Completed,First,10h,,,,,
125,65080,,PC,10h,NR,,8961696,Completed,First,10h,,,,,
126,65080,,PC,10h,NR,,10676222,Completed,First,10h,,,,,
127,65080,,PC,10h,NR,,10914111,Completed,First,10h,11h,,12h,,
128,65080,ArturGG,Xbox One,10h,NR,,10951142,Completed,First,10h,,"February 07, 2020",,,
129,65080,AwDeathsmile,PlayStation 4,10h,NR,,9008313,Completed,First,10h,,"June 10, 2019",,,
130,65080,Batou,PC,10h,NR,,10867607,Completed,First,10h,,"January 28, 2020",,,
131,65080,BlueFox098,PC,10h,70%,,10841110,Completed,First,10h,,"January 19, 2020",,,
132,65080,ClassicMozilla,PC,10h,NR,,11757420,Completed,First,10h,,"May 16, 2020",,,
133,65080,Courageous_Rat,PC,10h,90%,,8807289,Completed,First,10h,,"May 18, 2019",,,
134,65080,Destroyer04444,PC,10h,NR,,10549757,Completed,First,10h,,"December 07, 2019",,,
135,65080,DilPez19,PC,10h,70%,,10972645,Completed,First,10h,,"February 10, 2020",,,
136,65080,Floh0815,PC,10h,90%,,11145368,Completed,First,10h,,"March 13, 2020",,,
137,65080,Gman450,PC,10h,90%,,10256525,Completed,First,10h,,"February 22, 2020",,,
138,65080,GodotIV,PC,10h,80%,,10723000,Completed,First,10h,,"January 01, 2020",,,
139,65080,HaldirPVO,PC,10h,80%,,11061818,Completed,First,10h,12h,"May 27, 2019",15h,,
140,65080,Ideomotor,PC,10h,70%,,8827518,Completed,First,10h,,"May 22, 2019",,,
141,65080,JacobMckinley,Xbox One,10h,70%,,9010605,Completed,First,10h,,"June 21, 2019",,,
142,65080,KamikotoGasai,PC,10h,NR,,9331953,Completed,First,10h,,"August 09, 2019",,,
143,65080,Kartelaar,PC,10h,NR,,9389071,Completed,First,10h,,"August 19, 2019",,,
144,65080,Kennedaddy,PC,10h,90%,,11783875,Completed,First,10h,,"December 27, 2019",,,
145,65080,Le_Don,PC,10h,80%,,10864174,Completed,First,10h,,"August 16, 2019",,,
146,65080,Lotark,PC,10h,NR,,9011601,Completed,First,10h,11h,"June 22, 2019",,,
147,65080,Lukedunk,Xbox One,10h,NR,,11856121,Completed,First,10h,12h,"May 30, 2020",14h,,
148,65080,Mizoute44,PlayStation 4,10h,NR,,10462787,Completed,First,10h,,"January 16, 2020",,,
149,65080,Moogourou,Xbox One,10h,NR,,11299781,Completed,First,10h,11h,"March 30, 2020",12h 25m,,
150,65080,NiGHTMaRE37,PC,10h,NR,,10784984,Completed,First,10h,,"January 09, 2020",,,
151,65080,Nickoli,PC,10h,NR,,10570182,Completed,First,10h,,"December 10, 2019",,,
152,65080,Prosceniium,PC,10h,NR,,10645070,Completed,First,10h,,"December 23, 2019",,,
153,65080,RoyaleWC,Xbox One,10h,NR,,10944029,Completed,First,10h,,"February 05, 2020",,,
154,65080,Sephix,PC,10h,80%,,11827006,Completed,First,10h,,"May 24, 2020",,,
155,65080,TjarkS,PC,10h,NR,,10149202,Completed,First,10h,10h 01m,"September 27, 2019",,,
156,65080,Tomai,PC,10h,NR,,8838115,Completed,First,10h,,"May 25, 2019",,,
157,65080,amrylin,PC,10h,NR,,11059709,Completed,First,10h,,"February 19, 2020",,,
158,65080,Private,PC,10h,100%,,9163255,Completed,First,10h,,May 2019,,,
159,65080,danya140,PC,10h,NR,,10912904,Completed,First,10h,,"January 30, 2020",,,
160,65080,ddmarkas,PC,10h,NR,,10749866,Completed,First,10h,,"January 10, 2020",,,
161,65080,endyenvy,PC,10h,NR,,10379050,Completed,First,10h,,"November 08, 2019",,,
162,65080,Private,PC,10h,70%,,10325872,Completed,First,10h,,,,,
163,65080,Private,PC,10h,90%,,8878620,Completed,First,10h,,"February 14, 2020",,,
164,65080,Private,PC,10h,NR,,9017220,Completed,First,10h,,"June 23, 2019",,,
165,65080,ikari88,PlayStation 4,10h,60%,,9160086,Completed,First,10h,,"July 20, 2019",,,
166,65080,Private,PC,10h,90%,,8812209,Completed,First,10h,,"May 19, 2019",,,
167,65080,kariyanine,Xbox One,10h,60%,,11159284,Completed,First,10h,,"March 14, 2020",,,
168,65080,legend16,PC,10h,NR,10,8788735,Completed,First,10h,,"May 16, 2019",,,
169,65080,lewis,PC,10h,70%,,10775199,Completed,First,10h,,"January 07, 2020",,,
170,65080,spy4killer,PC,10h,90%,,10560892,Completed,First,10h,,"December 08, 2019",,,
171,65080,turik,PC,10h,NR,,8896908,Completed,First,10h,,"June 05, 2019",,,
172,65080,veeX,PC,10h,70%,,11873442,Completed,First,10h,,"May 31, 2020",,,
173,65080,victorprs,PC,10h,NR,,11147971,Completed,First,10h,,"March 14, 2020",,,
174,65080,ys45,PC,10h,NR,,10983310,Completed,First,10h,,"February 12, 2020",,,
175,65080,zolebug,PC,10h,NR,,10949849,Completed,First,10h,,"February 07, 2020",,,
176,65080,,PC,10h 01m,NR,,8821108,Completed,First,10h 01m,,,,,
177,65080,KerfMerf,PlayStation 4,10h 02m,40%,,11576125,Completed,First,10h 02m 47s,,"May 01, 2020",,,
178,65080,,Xbox One,10h 04m,NR,,9348827,Completed,First,10h 04m,,,,,
179,65080,Mynotaurio,Xbox One,10h 04m,90%,,10946058,Completed,First,10h 04m,,2020,,,
180,65080,GhaliPotter,PC,10h 05m,NR,,9294337,Completed,First,10h 05m,,"August 05, 2019",,,
181,65080,LKSdot9,PC,10h 05m,NR,,8848779,Completed,First,10h 05m,,"June 04, 2019",,,
182,65080,liorfigman,PC,10h 05m,80%,,9579035,Completed,First,10h 05m,,"September 07, 2019",,,
183,65080,DangerMau5,PC,10h 06m,NR,,11514684,Completed,First,10h 06m,,"April 21, 2020",,,
184,65080,roastedcharizard,PC,10h 08m,70%,,8768179,Completed,First,10h 08m 03s,,"May 16, 2019",,,
185,65080,Electry,PC,10h 09m,NR,Normal difficulty,8873803,Completed,First,10h 09m,,"May 31, 2019",,,
186,65080,Everdred,Xbox One,10h 10m,80%,385/1000 achievements. Barely any collectibles.,10846870,Completed,First,10h 10m,,"January 27, 2020",,,
187,65080,overclicked,PlayStation 4,10h 10m,70%,,8785608,Completed,First,10h 10m,,"July 22, 2019",,,
188,65080,,Xbox One,10h 10m,100%,,11300147,Completed,First,10h 10m 19s,,,,,
189,65080,ItsJexter,Xbox One,10h 10m,100%,,11209286,Completed,First,10h 10m 19s,,"March 19, 2020",,,
190,65080,,PlayStation 4,10h 11m,NR,,8858456,Completed,First,10h 11m,,,,,
191,65080,AdamRhodes536,Xbox One,10h 11m,NR,,11144655,Completed,First,10h 11m 30s,,"March 04, 2020",,,
192,65080,Private,PC,10h 12m,NR,Completed all chapters,10305474,Completed,First,10h 12m,,"July 22, 2019",,,
193,65080,,PlayStation 4,10h 12m,NR,,8993482,Completed,First,10h 12m 13s,10h 58m 43s,,16h 32m 13s,,
194,65080,fufful,Xbox One,10h 13m,80%,,10999666,Completed,First,10h 13m,,"March 21, 2020",,,
195,65080,,PC,10h 20m,NR,+ a little bit exploring.,8817295,Completed,First,10h 20m,,,,,
196,65080,Trcgameplay,Xbox One,10h 20m,NR,,10694170,Completed,First,10h 20m,,,,,
197,65080,ppdevoto,PC,10h 20m,NR,,11995186,Completed,First,10h 20m,,"June 14, 2020",,,
198,65080,t1mel0rd,PC,10h 20m,NR,,9677393,Completed,First,10h 20m,,"September 11, 2019",17h 48m,,
199,65080,varlope,PC,10h 20m,70%,,11974180,Completed,First,10h 20m,,"June 12, 2020",,,
200,65080,Private,PC,10h 20m,10%,,10467094,Completed,First,10h 20m 27s,,"November 22, 2019",,,
201,65080,churritzu,PC,10h 22m,NR,,10904403,Completed,First,10h 22m 47s,,"January 28, 2020",,,
202,65080,ThyJebusBeDone,PC,10h 24m,NR,,10903773,Completed,First,10h 24m,,"January 30, 2020",,,
203,65080,Private,Xbox One,10h 24m,NR,,11529213,Completed,First,10h 24m,10h 30m,"April 22, 2020",10h 40m,,
204,65080,Moddr1n,PC,10h 29m,90%,,8765833,Completed,First,10h 29m 59s,,"June 19, 2019",,,
205,65080,Alex5101,PlayStation 4,10h 30m,70%,,11906848,Completed,First,10h 30m,,"June 16, 2020",,,
206,65080,Brasilas10,PC,10h 30m,80%,,8771627,Completed,First,10h 30m,,"February 23, 2020",,,
207,65080,CorvusVeis,PC,10h 30m,90%,Missed over half/most collectables.,9177414,Completed,First,10h 30m,,"July 17, 2019",,,
208,65080,MrMista,PC,10h 30m,NR,,10943765,Completed,First,10h 30m,,"February 05, 2020",,,
209,65080,Nizsm,PC,10h 30m,NR,,11111124,Completed,First,10h 30m,,"March 07, 2020",,,
210,65080,SneppeYo,PlayStation 4,10h 30m,70%,,10914113,Completed,First,10h 30m,,"December 30, 2019",,,
211,65080,Soly,PC,10h 30m,90%,Finished most achievements,11417779,Completed,First,10h 30m,,"April 12, 2020",,,
212,65080,Tabascope,Xbox One,10h 30m,NR,,10988196,Completed,First,10h 30m,,"February 12, 2020",,,
213,65080,erdnuss,PC,10h 30m,NR,,9147711,Completed,First,10h 30m,,"November 12, 2019",,,
214,65080,sarge007,Xbox One,10h 30m,NR,,11814567,Completed,First,10h 30m,,"May 22, 2020",,,
215,65080,varex,PC,10h 30m,80%,,10560527,Completed,First,10h 30m,,"December 14, 2019",,,
216,65080,Fransanicolas,PC,10h 30m,NR,,11087790,Completed,First,10h 30m 48s,,"March 03, 2020",,,
217,65080,Private,PC,10h 31m,NR,,11757839,Completed,First,10h 31m,,"May 16, 2020",,,
218,65080,Hugo_Stiglitz,PlayStation 4,10h 32m,70%,,10722373,Completed,First,10h 32m,,"January 01, 2020",,,
219,65080,fusrodah,PC,10h 34m,70%,,10757741,Completed,First,10h 34m,,"January 05, 2020",,,
220,65080,,Xbox One,10h 35m,NR,,10349105,Completed,First,10h 35m 31s,,,,,
221,65080,Kamitachi,PC,10h 36m,NR,,9196316,Completed,First,10h 36m,,,,,
222,65080,bigabig,PC,10h 37m,90%,,11872159,Completed,First,10h 37m,,"June 06, 2020",,,
223,65080,ivanichkin,PC,10h 41m,NR,,11742947,Completed,First,10h 41m,,"April 23, 2020",,,
224,65080,pacojalea,PC,10h 42m,NR,,10754203,Completed,First,10h 42m 09s,,"January 05, 2020",,,
225,65080,Private,PlayStation 4,10h 45m,NR,,8858179,Completed,First,10h 45m,,"June 20, 2019",,"Main Story Completed, (Approx 10:45, 16/06/2019 - 20/06/2019)",
226,65080,Private,PC,10h 45m,60%,,10946757,Completed,First,10h 45m,,"February 06, 2020",,,
227,65080,stark7697,PC,10h 45m,90%,,11750004,Completed,First,10h 45m,,"May 20, 2020",,,
228,65080,nicopz5,PC,10h 48m,NR,,8788998,Completed,First,10h 48m,,"May 16, 2019",,,
229,65080,Danny1612,PC,10h 48m,NR,,11194223,Completed,First,10h 48m 20s,,"March 20, 2020",,,
230,65080,gringlas,PC,10h 50m,70%,,9357374,Completed,First,10h 50m,,"August 12, 2019",,,
231,65080,Latouffe,PC,10h 52m,NR,,11790253,Completed,First,10h 52m,,,,,
232,65080,thausael,PC,10h 54m,70%,,11322765,Completed,First,10h 54m 05s,,"April 09, 2020",,,
233,65080,MarkP,PC,10h 55m,90%,,11171256,Completed,First,10h 55m,13h,"August 08, 2019",15h 30m,,
234,65080,Fonslayer,Xbox One,10h 57m,NR,,11010998,Completed,First,10h 57m,,"February 17, 2020",,,
235,65080,,PC,11h,NR,,8851517,Completed,First,11h,,,,,
236,65080,,PC,11h,NR,,11305400,Completed,First,11h,,,,,
237,65080,,PC,11h,NR,,11333309,Completed,Replay,11h,12h,,14h 30m,,
238,65080,,PC,11h,NR,,11556007,Completed,First,11h,,,,,
239,65080,3pacalypse,Xbox One,11h,NR,,11312740,Completed,First,11h,,"April 01, 2020",,,
240,65080,Alexsanlo,Xbox One,11h,80%,,9383269,Completed,First,11h,,"August 27, 2019",,,
241,65080,Aufklaerer,PC,11h,80%,,10467291,Completed,First,11h,,"November 19, 2019",,,
242,65080,Private,PC,11h,NR,,8904650,Completed,First,11h,,,,,
243,65080,LittleRobot,PC,11h,NR,,9275898,Completed,First,11h,,"July 31, 2019",,,
244,65080,Muhyo,PC,11h,NR,,10418344,Completed,First,11h,,"June 29, 2019",,,
245,65080,Naurion,PC,11h,NR,,10845658,Completed,First,11h,,"February 07, 2020",,,
246,65080,OleBaba,PC,11h,70%,,11085967,Completed,First,11h,,"March 03, 2020",,,
247,65080,PanArcadia,PC,11h,80%,,11081056,Completed,First,11h,,"February 03, 2020",,,
248,65080,RalphyBob,Xbox One,11h,NR,,11314132,Completed,First,11h,,"April 01, 2020",,,
249,65080,Raph582,PC,11h,60%,,10899587,Completed,First,11h,,"January 27, 2020",,,
250,65080,Private,PC,11h,NR,,10659582,Completed,First,11h,,"January 16, 2020",,,
251,65080,ShadowStealer7,PC,11h,70%,,11595182,Completed,First,11h,,"April 29, 2020",,,
252,65080,SmashAndRun,Xbox One,11h,90%,,10867287,Completed,First,11h,,"January 27, 2020",15h,,
253,65080,The_Leachman,PlayStation 4,11h,NR,,9014271,Completed,First,11h,,"June 25, 2019",,,
254,65080,Private,PC,11h,NR,,11087464,Completed,First,11h,,"March 03, 2020",,,
255,65080,Uganda2,Xbox One,11h,60%,,11559968,Completed,First,11h,16h,"April 26, 2020",,,
256,65080,WesleyCheong,PC,11h,NR,,11402554,Completed,First,11h,,"April 10, 2020",,,
257,65080,ah673,PC,11h,80%,,11210600,Completed,First,11h,,"January 23, 2020",,,
258,65080,alian,PC,11h,60%,,10350726,Completed,First,11h,,"November 02, 2019",,,
259,65080,arhnm,PC,11h,90%,,10942092,Completed,First,11h,,"November 06, 2019",,,
260,65080,boian,PC,11h,NR,,10317181,Completed,First,11h,,"October 28, 2019",,,
261,65080,d0dge,PC,11h,NR,,9375661,Completed,First,11h,,"August 16, 2019",,,
262,65080,hytham63,PlayStation 4,11h,70%,,11263580,Completed,First,11h,,"March 31, 2020",,,
263,65080,iXeRay,PC,11h,100%,,11005147,Completed,First,11h,,"February 15, 2020",,,
264,65080,mickaelxd,PC,11h,80%,,11937843,Completed,First,11h,,"June 12, 2020",,,
265,65080,mjricco,PlayStation 4,11h,80%,,10178222,Backlog Completed,First,11h,,"January 03, 2020",,,
266,65080,potionjunkie,PC,11h,NR,,10879194,Completed,First,11h,,"February 17, 2020",,,
267,65080,Private,PlayStation 4,11h,90%,,9674540,Completed,First,11h,,"September 17, 2019",,,
268,65080,vishal8492,PlayStation 4,11h,NR,,10486659,Completed,First,11h,,"November 26, 2019",,,
269,65080,withouttheoth3r,Xbox One,11h,80%,,10869567,Completed,First,11h,,"January 31, 2020",,,
270,65080,Private,PC,11h,NR,,9331970,Completed,First,11h,,"August 09, 2019",,,
271,65080,zicoqupe,PC,11h,NR,,9244160,Completed,First,11h,,"August 14, 2019",,,
272,65080,Eksmannnn,PC,11h 05m,80%,,10931059,Completed,First,11h 05m,,"May 21, 2020",,,
