,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Personal Notes,Progress,Vs.,Co-Op,Speedrun,100% Speedrun
35,4073,Private,PC,19h 10m,NR,,4796927,Completed,Replay,19h 10m,"July 19, 2017",,,,,,,,
36,4073,,PC,19h 12m,NR,It’s not that long when you think about it.,8671727,Completed,First,19h 12m,,,,,,,,,
37,4073,Rus_Kulyasov,PC,19h 12m,NR,,5834920,Completed,Replay,19h 12m,,,,,,,,,
38,4073,JayL,PC,19h 26m,70%,,6792,Completed,First,19h 26m,,,,,,,,,
39,4073,,PC,19h 50m,NR,101 missions,7440446,Completed,First,19h 50m,,,,,,,,,
40,4073,,PC,19h 54m,NR,,8685169,Completed,First,19h 54m,,,,,,,,,
41,4073,,PC,19h 56m,NR,,11571283,Completed,First,19h 56m,,,,,,,,,
42,4073,Karolekzmc,PC,19h 58m,NR,,7984102,Completed,Replay,19h 58m,"January 08, 2019",,,,,,,,
43,4073,,PC,20h,NR,,11213367,Completed,Replay,20h,,,,,,,,,
44,4073,,PC,20h,NR,,11553654,Completed,First,20h,,,,,,,,,
45,4073,AlexDankovsky,PC,20h,NR,,11895620,Completed,Replay,20h,"June 03, 2020",,,,,,,,
46,4073,Private,PlayStation 4,20h,90%,,8469188,Completed,Replay,20h,"March 15, 2019",30h,,,,,,,
47,4073,lewiswoodhall,Xbox 360,20h,90%,,1425817,Completed,Replay,20h,"November 01, 2014",30h,50h,,,,,,
48,4073,Phara0n,PC,20h 15m,NR,One of the best stories in a video game,11555719,Completed,Replay,20h 15m 34s,"April 25, 2020",22h 45m 02s,30h 22m 24s,,,,,,
49,4073,,iOS,20h 30m,NR,"All main story missions. Firefighter, ambulance and quarry missions completed. No time spent on collectibles or other",11728170,Completed,Replay,20h 30m,,,,,,,,,
50,4073,jayAEY,PlayStation 3,20h 30m,NR,,10920574,Completed,First,20h 30m,"February 01, 2020",,,,,,,,
51,4073,slickochet,PC,20h 37m,NR,,4633,Completed,First,20h 37m,"February 24, 2013",,,,,,,,
52,4073,,PC,20h 39m,NR,,11467598,Completed,First,20h 39m,,,,,,,,,
53,4073,Kutjoch_,PC,20h 41m,NR,,3818343,Completed,Replay,20h 41m 01s,"January 21, 2017",,,,,,,,
54,4073,Moneyball22,Mac,20h 42m,NR,,149061,Completed,First,20h 42m,"July 11, 2012",,,,,,,,
55,4073,,PC,20h 54m,NR,,7670196,Completed,Replay,20h 54m 32s,,27h 56m 16s,,,,,,,
56,4073,Tottie,PC,21h,NR,,10467920,Completed,First,21h,"December 14, 2018",,,,,,,,
57,4073,wanhero,PlayStation 4,21h,100%,,4641604,Completed,First,21h,"April 29, 2016",43h,75h,,,,,,
58,4073,VirarNeeda,PC,21h 19m,60%,100% complete (in-game completion statistic),3223011,Replay Completed,Replay,21h 19m 01s,"July 12, 2016",,51h 45m 59s,,,,,,
59,4073,FunnyFael,PC,21h 30m,NR,,9593889,Completed,First,21h 30m,"September 12, 2019",,,,,,,,
60,4073,,PlayStation 4,21h 43m,NR,,2920362,Completed,First,21h 43m 28s,,37h 09m 03s,84h 56m 38s,,,,,,
61,4073,vear,Xbox 360,21h 44m,70%,,9254717,Completed,First,21h 44m,"March 18, 2020",,,,,,,,
62,4073,,PC,21h 48m,NR,,7003653,Completed,First,21h 48m,,,,,,,,,
63,4073,,PC,22h,NR,,386902,Completed,Replay,22h,,24h 30m,,,,,,,
64,4073,,PC,22h,NR,,477119,Completed,First,22h,,,,,,,,,
65,4073,,PC,22h,NR,,1128197,Completed,Replay,22h,,,,,,,,,
66,4073,,PlayStation 2,22h,NR,,1357430,Completed,First,22h,,,,,,,,,
67,4073,,PC,22h,NR,,1540260,Completed,First,22h,,,,,,,,,
68,4073,KING72,PC,22h,90%,,5397802,Completed,First,22h,"December 08, 2017",,,,,,,,
69,4073,Pottsy69,PlayStation 2,22h,100%,,19182,Completed,First,22h,,,,,,,,,
70,4073,PradLLaren,PC,22h,NR,,11312760,Completed,Replay,22h,"January 25, 2020",27h 14m,,,,,,,
71,4073,ovahtsug,PC,22h,90%,,11683883,Completed,First,22h,"May 13, 2020",,,,,,,,
72,4073,Marick,PC,22h 06m,90%,,11639226,Completed,First,22h 06m 26s,"May 09, 2020",,,,,,,,
73,4073,,PC,22h 20m,NR,,7526100,Completed,Replay,22h 20m,,,,,,,,,
74,4073,Private,PC,22h 27m,100%,,337205,Completed,First,22h 27m,"July 21, 2013",,,,,,,,
75,4073,diegoplus,PlayStation 2,22h 37m,NR,used lots of saves,4917598,Completed,First,22h 37m,"August 16, 2017",,,,,,,,
76,4073,,PC,23h,NR,,6057336,Completed,Replay,23h,,,,,,,,,
77,4073,BrechtSlayer,PC,23h,NR,,4996399,Completed,Replay,23h,"September 02, 2017",,,,,,,,
78,4073,DylanWE,PC,23h,NR,,6228920,Completed,First,23h,"May 10, 2018",,,,,,,,
79,4073,EternalFool,PC,23h,70%,,10168526,Completed,First,23h,"July 31, 2019",,,,,,,,
80,4073,Electry,PC,23h 04m,NR,All storyline missions,7415811,Completed,First,23h 04m,"November 10, 2018",,,,,,,,
81,4073,,PlayStation 4,23h 10m,NR,"Main Story, completed most of heist side story.",11059706,Completed,First,23h 10m,,,,,,,,,
82,4073,,Mobile,23h 14m,NR,,10988282,Completed,Replay,23h 14m,,,,,,,,,
83,4073,TheDeejay01,PlayStation 2,23h 17m,100%,,469945,Completed,First,23h 17m,,,,,,,,,
84,4073,bryancalabro,PlayStation 2,23h 34m,NR,,2729940,Completed,First,23h 34m 23s,,45h 34m 23s,,,,,,,
85,4073,Monolight,PC,23h 42m,50%,,1287974,Completed,First,23h 42m,"April 14, 2015",,,,,,,,
86,4073,Piotrulas,PC,23h 50m,90%,,7174465,Completed,Replay,23h 50m,"October 03, 2018",,,,,,,,
87,4073,,PC,24h,NR,,386901,Completed,Replay,24h,,,,,,,,,
88,4073,,PC,24h,NR,,2863728,Completed,First,24h,,,,,,,,,
89,4073,,PC,24h,NR,,3617431,Completed,Replay,24h,,,,,,,,,
90,4073,nuktedanakil,PC,24h,NR,,8824982,Completed,First,24h,"May 21, 2019",,,,,,,,
91,4073,snappums,PC,24h,NR,58.29% Completion,8867292,Completed,First,24h,"May 30, 2019",,,,,,,,
92,4073,webertsilva,PlayStation 2,24h,100%,,9603604,Completed,First,24h,"September 13, 2014",,,,,,,,
93,4073,bijeliluk,PC,24h 24m,NR,,10972112,Completed,First,24h 24m 23s,"February 10, 2020",,,,,,,,
94,4073,,PC,24h 30m,NR,,5653517,Completed,Replay,24h 30m,,,,,,,,,
95,4073,Phane,PC,24h 31m,90%,,8145710,Replay Completed,Replay,24h 31m 55s,"January 28, 2019",,,,,,,,
96,4073,,,24h 32m,NR,,430569,Completed,First,24h 32m,,,,"Finally done. A great game for an game.
This game never gets old! When I was younger I never completed it
but it was a pleasure. The gang wars was very annoying but nothing to wank about!",,,,,
97,4073,,PlayStation 4,24h 36m,NR,,9275856,Completed,Replay,24h 36m,,,,,,,,,
98,4073,,PC,24h 39m,NR,,807739,Completed,First,24h 39m,,,,,,,,,
99,4073,tsubasar,PC,24h 39m,NR,,8213468,Completed,First,24h 39m 13s,"February 03, 2019",,,,,,,,
100,4073,ionstormn,PlayStation 2,24h 40m,100%,,7823987,Completed,Replay,24h 40m 02s,,,,,,,,,
101,4073,BrickTrain,PC,24h 53m,70%,,6308615,Completed,First,24h 53m,"June 30, 2019",,,,,,,,
102,4073,,PC,25h,NR,,1068786,Completed,Replay,25h,,,,,,,,,
103,4073,,PC,25h,NR,,1111661,Completed,First,25h,,,,,,,,,
104,4073,,PC,25h,NR,"21 hours in stats, 4 hours added for when I died and reloaded a save file",10247924,Completed,First,25h,,,,,,,,,
105,4073,Alos,PC,25h,NR,,3678789,Completed,First,25h,"November 26, 2016",,,,,,,,
106,4073,Desser,PC,25h,90%,,878422,Completed,First,25h,,45h,100h,,,,,,
107,4073,FrankAshbell,PC,25h,100%,,9183709,Completed,Replay,25h,"July 18, 2019",,,,,,,,
108,4073,Ingwersaft,Android,25h,90%,,858661,Completed,Replay,25h,"July 15, 2014",40h 13m,,,,,,,
109,4073,KruQ_,PC,25h,100%,"Can't remember exact time, the time is from other website.",1215304,Completed,Replay,25h,2015,,,"Can't remember when, only story mode.",,,,,
110,4073,OmarElmorsy188,PC,25h,NR,,8309276,Completed,First,25h,"July 19, 2013",45h,,,,,,,
111,4073,colonelchibbers,PlayStation 2,25h,100%,,1319114,Completed,First,25h,2014,,,,,,,,
112,4073,krysztal,PC,25h,NR,,822374,Completed,First,25h,"July 19, 2014",,,,,,,,
113,4073,Private,PC,25h,100%,,1339926,Completed,Replay,25h,"April 15, 2015",,,,,,,,
114,4073,meekhael,PC,25h 06m,100%,,7005266,Custom List Completed,Replay,25h 06m,"November 18, 2014",49h,,,49h /,,,,
115,4073,,PC,25h 11m,NR,This is what I got when I loaded my last save (Stats/Misc/Playing time).,2375361,Completed,First,25h 11m,,,,,,,,,
116,4073,IronStar,PC,25h 19m,NR,,592919,Completed,Replay,25h 19m,"January 24, 2014",,,25:19 taken from stats page. Worth noting is that I reloaded almost every time I got myself killed and didn't do much playing around mission to mission. Actual time was probably few hours longer.,,,,,
117,4073,,Android,25h 21m,NR,,5418753,Completed,Replay,25h 21m,,,,,,,,,
118,4073,Tacticaldemon,PlayStation 2,25h 46m,NR,,1001264,Completed,Replay,25h 46m,"October 15, 2014",,90h 56m,,,,,,
119,4073,,PC,26h,NR,,1206132,Completed,Replay,26h,,,,,,,,,
120,4073,Florisvlc,PC,26h,100%,I used a lot of cheats during this run.,8760753,Completed,First,26h,"May 12, 2019",,,,,,,,
121,4073,Harvey12,PC,26h,100%,,11461703,Completed,Replay,26h,"March 03, 2020",,,,,,,,
122,4073,MazowskiMaz,PC,26h,NR,,8598942,Completed,Replay,26h,"April 11, 2019",,,,,,,,
123,4073,Private,PC,26h,NR,,9574124,Completed,First,26h,,,,,,,,,
124,4073,bdzz,PC,26h,NR,,4389133,Completed,First,26h,"May 05, 2017",,,,,,,,
125,4073,polkadots,PC,26h,NR,,9305758,Completed,Replay,26h,"August 05, 2019",,,,,,,,
126,4073,,PC,26h 30m,NR,Played it without rush. Explored/freeroamed a littlebit to.,5835654,Completed,Replay,26h 30m,,,,,,,,,
127,4073,Darksage5,PC,26h 35m,100%,(In-game timer) 38 Steam hours,7412579,Completed,First,26h 35m,"January 10, 2019",,,,,,,,
128,4073,,PC,27h,NR,,1347103,Completed,Replay,27h,,36h,,,,,,,
129,4073,Seth,PC,27h,NR,,1346878,Completed,Replay,27h,,,,"Cut a few corners,cheated Oyesters, Snapshots and Horseshoes as well as the last takeover.",,,,,
130,4073,Mechanox,PC,27h 10m,NR,,10358469,Completed,First,27h 10m 35s,"November 04, 2019",,,,,,,,
131,4073,Private,PC,27h 14m,NR,,10886021,Completed,Replay,27h 14m,"January 25, 2020",,,,,,,,
132,4073,Kaligian,PC,27h 28m,NR,,8486620,Completed,First,27h 28m 34s,"June 04, 2019",,,,,,,,
133,4073,Darthaegis,PC,27h 30m,60%,,5774361,Completed,First,27h 30m,"February 04, 2018",,,,,,,,
134,4073,ingridje1986,PlayStation 2,27h 30m,90%,,4415282,Completed,First,27h 30m,"May 11, 2017",,,,,,,,
135,4073,,Android,27h 31m,NR,,4639945,Completed,First,27h 31m 29s,,,,,,,,,
136,4073,litb1tchy,PC,27h 34m,NR,,9017238,Completed,First,27h 34m,"June 24, 2019",,,,,,,,
137,4073,,PC,27h 47m,NR,,11921695,Completed,First,27h 47m 35s,,,,,,,,,
138,4073,,PC,28h,NR,,5496291,Completed,Replay,28h,,,,,,,,,
139,4073,DiamondKing96,PlayStation 4,28h,NR,,3376799,Playing Completed,Replay,28h,,,,,,,,,
140,4073,ERiiK,PC,28h,100%,,10400258,Completed,First,28h,"November 10, 2019",,,,,,,,
141,4073,EyceScherer,PlayStation 2,28h,NR,,8070098,Completed,Replay,28h,,34h,,,,,,,
142,4073,Optim,PlayStation 2,28h,60%,,9507163,Completed,First,28h,"September 04, 2019",,,,,,,,
143,4073,brunohcsv1997,PC,28h,NR,,11261488,Completed,First,28h,"March 27, 2020",,,,,,,,
144,4073,johnburo,PlayStation 2,28h,100%,,7259203,Replay Completed,First,28h,"October 16, 2018",47h,82h,,,,,,
145,4073,username141,PC,28h,70%,,10171879,Completed,First,28h,,,,,,,,,
146,4073,,Xbox 360,28h 30m,NR,,3792091,Completed,First,28h 30m,,,,,,,,,
147,4073,BL4CK_GH0ST,PlayStation 2,28h 50m,80%,,10799770,Completed,First,28h 50m,"August 08, 2009",,,,,,,,
148,4073,Vkt,PC,28h 50m,100%,With extras,6249096,Completed,Replay,28h 50m 10s,"September 19, 2016",,65h 40m 20s,,,,,,
149,4073,,PC,28h 54m,NR,,3952974,Completed,Replay,28h 54m,,,,,,,,,
150,4073,DarkForgotten,PlayStation 2,29h,80%,,8457647,Completed,First,29h,,,,,,,,,
151,4073,Vich941,PC,29h,NR,,9330902,Completed,Replay,29h,"August 09, 2011",,,,,,,,
152,4073,codemanga8,PC,29h,NR,,2192497,Completed,First,29h,,,,,,,,,
153,4073,kingphantom9,PC,29h,NR,,10400359,Completed,Replay,29h,,,,,,,,,
154,4073,mawohi,PC,29h,NR,,7445821,Completed,First,29h,"November 13, 2018",,,,,,,,
155,4073,Private,PC,29h,NR,,150574,Completed,First,29h,"May 21, 2013",,,,,,,,
156,4073,curSeEN,PC,29h 05m,NR,,8038389,Completed,First,29h 05m,"January 13, 2019",,,,,,,,
157,4073,,PC,29h 12m,NR,In-game timer. 62% complete,440677,Completed,First,29h 12m,,,,,,,,,
158,4073,Merclow,PC,29h 12m,NR,,442214,Completed,First,29h 12m,"October 10, 2013",,,,,,,,
159,4073,Kikkelipaa666,PC,29h 43m,90%,,1187270,Backlog Completed,First,29h 43m 27s,"March 05, 2015",,,,29h 43m 27s /,,,,
160,4073,,PC,29h 45m,NR,,8865531,Completed,Replay,29h 45m,,,,,,,,,
161,4073,,PlayStation 4,29h 52m,NR,,4279139,Completed,Replay,29h 52m,,37h,114h 24m,,,,,,
162,4073,neo_sporin,PlayStation 2,29h 52m,NR,,66946,Completed,First,29h 52m,"January 11, 2013",,,,,,,,
163,4073,,PC,30h,NR,,1336175,Completed,Replay,30h,,40h,58h 08m,,,,,,
164,4073,,PC,30h,NR,,8063163,Completed,First,30h,,60h,100h,,,,,,
165,4073,,PC,30h,NR,,11334447,Completed,First,30h,,,,,,,,,
166,4073,303204002,PC,30h,100%,,8854212,Completed,First,30h,,,,,,,,,
167,4073,Angela812PL,PC,30h,NR,,11296390,Completed,First,30h,"March 30, 2020",,,,,20h,,,
168,4073,Angietsune,PC,30h,80%,,7264670,Completed,Replay,30h,"October 16, 2018",,,,,,,,
169,4073,Antisocial_Freak,PC,30h,NR,,6328545,Completed,First,30h,,,,,,,,,
170,4073,Private,PC,30h,100%,,123835,Completed,First,30h,,,,,,,,,
171,4073,Drashi,PC,30h,NR,,183972,Completed,First,30h,"January 22, 2013",,,,,,,,
172,4073,FwadzZ,PlayStation 2,30h,70%,,3275962,Completed,First,30h,,,,,,,,,
173,4073,GoSic,PC,30h,NR,,4529842,Completed,First,30h,"October 23, 2018",,70h,,,,,,
174,4073,Kartoffelvieh,PC,30h,NR,,9581579,Completed,First,30h,"January 08, 2019",,,,,,,,
175,4073,Kriger,PlayStation 2,30h,NR,,4805344,Completed,First,30h,,,,,,,,,
176,4073,ManosPer23,PC,30h,NR,,11416437,Completed,First,30h,"September 09, 2018",,,,,,,,
177,4073,Necroheadbanger,PC,30h,NR,,5473788,Completed,Replay,30h,2017,50h,90h,"Got the %100 and some other unnecesary stuff, and then deleted the save by error.",,,,,
178,4073,Phare,PC,30h,NR,,11070210,Completed,First,30h,"December 31, 2005",45h,,,,,,,
179,4073,PreacherOfHell,Xbox 360,30h,NR,,1626818,Completed,First,30h,"March 08, 2015",,,,,,,,
180,4073,TheMiningMinor,PC,30h,NR,,814935,Completed,First,30h,,,,,,,,,
181,4073,black_tenchu0,PlayStation 2,30h,90%,,6295013,Completed,Replay,30h,"May 25, 2018",32h,,Este juego me hizo recordar porque juego vídeo juegos... por diversión.,,,,,
182,4073,boiafria,PlayStation 2,30h,100%,,11865135,Completed,First,30h,"May 29, 2020",,,,,,,,
183,4073,ikari88,PlayStation 2,30h,80%,,5210324,Completed,First,30h,"October 24, 2017",,,,,,,,
184,4073,juanjse,PlayStation 2,30h,NR,,5320777,Completed,First,30h,"May 14, 2007",,,,,,,,
185,4073,kariyanine,PlayStation 2,30h,100%,,8405790,Completed,First,30h,,,,,,,,,
186,4073,kisamek05,PC,30h,80%,,9369480,Completed,Replay,30h,"February 15, 2017",,,,,,,,
187,4073,mostafa631,PlayStation 3,30h,90%,,11175825,Completed,First,30h,,35h,,,,,,,
188,4073,neoXclusive,PC,30h,NR,,8551271,Completed,First,30h,,,,,,,,,
189,4073,reddragonx,PlayStation 2,30h,90%,,1116772,Completed,First,30h,"January 12, 2015",,,,,,,,
190,4073,robosapieo,PlayStation 2,30h,NR,,12036704,Completed,First,30h,"June 19, 2020",,,,,,,,
191,4073,sojer,PC,30h,70%,,5347611,Completed,First,30h,"September 29, 2005",50h,75h,2005-08-14	2005-09-29,,,,,
192,4073,spectreSTRONZO,,30h,90%,,335373,Completed,First,30h,"July 20, 2013",55h,100h,,,,,,
193,4073,ireali123,PC,30h 13m,100%,,6590953,Completed,First,30h 13m 29s,"December 21, 2018",,,,,,,,
194,4073,TheDIRO,PC,30h 19m,NR,,7917252,Completed,Replay,30h 19m,,,,,,,,,
195,4073,Pazig,PC,30h 30m,NR,,8583886,Completed,Replay,30h 30m,"April 08, 2019",,,,,,,,
196,4073,Theztret00,PC,30h 50m,90%,,8818492,Completed,First,30h 50m 11s,"April 12, 2019",38h 38m 11s,,In game time,,,,,
197,4073,PeacemakerZockt,PC,30h 50m,NR,,6161528,Completed,Replay,30h 50m 43s,"May 31, 2018",,,,,,,,
198,4073,Hinkelvinkel,PC,31h,90%,,485817,Completed,First,31h,,,,,,,,,
199,4073,brunohcsv1997,PlayStation 2,31h,NR,,11261490,Completed,First,31h,,,,,,,,,
200,4073,pablords,PC,31h,NR,,7051970,Playing Replay Completed,Replay,31h,"August 12, 2018",,,,,,,,
201,4073,victorhenriquetx,PC,31h,NR,,11772182,Completed Retired,First,31h,"April 19, 2015",45h,,,,,,,
202,4073,87Keyed,PC,31h 08m,NR,,1925715,Completed,First,31h 08m,"October 09, 2015",,,,,,,,
203,4073,joer40,Xbox 360,31h 09m,NR,,1429569,Completed,First,31h 09m,,47h 25m,,,,,,,
204,4073,JakeXD,PC,31h 14m,100%,,5690779,Completed,First,31h 14m,"August 03, 2017",,,,,,,,
205,4073,shefty,PC,31h 14m,NR,,9106694,Completed,First,31h 14m 21s,"July 08, 2019",50h 24m 05s,100h 59m 25s,,,,,,
206,4073,theaspin,PC,31h 19m,NR,,7011773,Completed,Replay,31h 19m,,,,,,,,,
207,4073,Tillion,PC,31h 22m,NR,,4344678,Completed,First,31h 22m 36s,"April 22, 2017",,,,,,,,
208,4073,xMars,PC,31h 24m,90%,,11180357,Completed,First,31h 24m,"September 18, 2013",,,,,,,,
209,4073,Billob,PC,31h 28m,80%,,636109,Completed,First,31h 28m 15s,"December 31, 2015",,,,,,,,
210,4073,SkeletonBill,PC,31h 31m,100%,,168462,Completed,Replay,31h 31m,"April 14, 2012",,,,,,,,
211,4073,Private,PlayStation 2,31h 33m,NR,,4393529,Completed,First,31h 33m,,,,,,,,,
212,4073,,PC,31h 37m,NR,,10681071,Completed,First,31h 37m 04s,,,,,,,,,
213,4073,BreakoutAR,PC,31h 44m,90%,,11979446,Completed,First,31h 44m,,,,,,,,,
214,4073,fredthebelgian,PlayStation 4,31h 56m,90%,,314162,Completed,First,31h 56m,"May 25, 2020",,,,,,,,
215,4073,,,32h,NR,,287377,Completed,First,32h,,,,,,,,,
216,4073,Benjax14,PC,32h,NR,,9450766,Completed,First,32h,"August 25, 2019",,,,,,,,
217,4073,Cuvaldis,PC,32h,NR,,10519501,Completed,First,32h,"December 01, 2009",,,,,,,,
218,4073,Private,PC,32h,30%,,11069418,Completed,First,32h,"February 29, 2020",,,,,,,,
219,4073,Jaksu,PlayStation 2,32h,NR,,728438,Completed,First,32h,"October 29, 2004",,,,,,,,
220,4073,KFattahi,PlayStation 4,32h,80%,,11334941,Completed,First,32h,"February 02, 2018",,,,,,,,
221,4073,KamikotoGasai,PC,32h,NR,,6521722,Completed,First,32h,"July 04, 2018",,,,,,,,
222,4073,KytaM95,Xbox One,32h,100%,,8360978,Completed,Replay,32h,"February 26, 2019",50h,,,,,,,
223,4073,MrPidf,PlayStation 2,32h,NR,,8484360,Completed,First,32h,,,,Main Story,,,,,
224,4073,Sneezedip,Xbox 360,32h,NR,,2088347,Completed,First,32h,"November 14, 2015",,,,,,,,
225,4073,Sparontax,PlayStation 2,32h,NR,,10830192,Backlog Completed,First,32h,"June 21, 2018",,,,,,,,
226,4073,Viroxx,PC,32h,NR,,8829192,Completed,Replay,32h,"May 22, 2019",,,,,,,,
227,4073,bariktanmoy98,PC,32h,NR,,10265706,Completed,First,32h,"October 18, 2019",,,,,,,,
228,4073,charliewoodhead,PlayStation 2,32h,90%,,2654488,Completed,First,32h,"July 21, 2008",,100h,,,,,,
229,4073,Private,PC,32h,NR,,803475,Completed,First,32h,"October 23, 2014",,,,,,,,
230,4073,dodomania8,PC,32h,80%,,2922024,Completed,First,32h,,,,,,,,,
231,4073,fosain,PC,32h,100%,,11190041,Completed,First,32h,,,,,,,,,
232,4073,interc3Ptor2,PlayStation 2,32h,90%,,3569421,Completed,First,32h,,,,,,,,,
233,4073,kurogachii,PC,32h,100%,,11407207,Completed,Replay,32h,,,,,,,,,
234,4073,vangeko,Xbox 360,32h,NR,,9228358,Completed,First,32h,"April 10, 2015",,88h,,,,,,
235,4073,vpapidokha,PC,32h,NR,,7478737,Completed,First,32h,,,,,,,,,
236,4073,xAbyssWatcher,PlayStation 2,32h,NR,,11299518,Completed,First,32h,"March 30, 2020",50h,,,,,,,
237,4073,,PC,32h 02m,NR,,6737869,Completed,First,32h 02m,,,,,,,,,
238,4073,SilverLake,PC,32h 11m,NR,,7861367,Completed,First,32h 11m,"December 29, 2018",,,,,,,,
239,4073,Footnice,PC,32h 12m,NR,,7756345,Replay Completed,Replay,32h 12m,"December 16, 2018",,,,,,,,
240,4073,Strasko,PC,32h 17m,NR,,8222935,Completed,First,32h 17m,,,,,,,,,
241,4073,Grantu0505,PC,32h 23m,100%,,10463348,Completed,First,32h 23m,,49h 43m,86h 43m,,,,,,
242,4073,chewzy,PlayStation 2,32h 31m,NR,,600649,Completed,First,32h 31m 42s,"December 01, 2004",,,,,,,,
243,4073,,PlayStation 3,32h 42m,NR,I had to repeat missions that was hard (flight school),5774720,Completed,First,32h 42m 27s,,61h 18m 10s,79h 59m 01s,,,,,,
244,4073,,PC,33h,NR,,7967336,Completed,Replay,33h,,,,,,,,,
245,4073,Alcarin,PC,33h,NR,,5784330,Completed,First,33h,,,,,,,,,
246,4073,BarrelRoll,PC,33h,NR,,866365,Completed,First,33h,"May 24, 2006",50h 40m,60h,,,,,,
247,4073,Chukko,PC,33h,NR,,9460316,Completed,Replay,33h,"August 26, 2019",,,,,,,,
248,4073,Equimanthorn,PC,33h,NR,,139492,Completed,First,33h,"June 27, 2012",,,,,,,,
249,4073,Fistberg,PlayStation 2,33h,90%,Just an estimate based on the average playtime. It's ages since I actually finished the game.,1338874,Completed,First,33h,,,,,,,,,
250,4073,Leon_Kennedy,PC,33h,100%,,5368564,Completed,First,33h,"November 23, 2008",60h,,,,,,,
251,4073,Megafaun,PlayStation 2,33h,NR,,987700,Completed,First,33h,,,,,,,,,
252,4073,Myshkin,PlayStation 2,33h,NR,,241222,Completed,First,33h,,,,,,,,,
