,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Personal Notes,Progress
19,18005,The89thGuardian,Xbox One,10h 12m,NR,,3922840,Completed Retired,First,10h 12m,"January 15, 2017",,,,
20,18005,CrimsonLobstrosity,PlayStation 4,10h 15m,NR,,1940633,Completed,First,10h 15m,"August 05, 2015",,38h 30m,,
21,18005,Everdred,Xbox One,10h 24m,80%,,8924891,Completed,Replay,10h 24m,"July 12, 2019",,,,
22,18005,Astrostar400,Xbox One,10h 25m,80%,On normal difficulty,1458842,Completed,First,10h 25m 36s,"July 08, 2015",,,Fairly easy,
23,18005,Everdred,PC,10h 29m,90%,"43%, normal difficulty.",1409278,Completed,First,10h 29m 47s,"July 05, 2015",,,,
24,18005,,PC,10h 30m,NR,,3403774,Completed,First,10h 30m 45s,,,,,
25,18005,DannosPlz,PC,10h 35m,100%,,1589127,Completed,First,10h 35m,"August 02, 2015",,,,
26,18005,CyDi,PC,10h 37m,90%,,3638740,Completed,First,10h 37m 48s,"November 18, 2016",,,,
27,18005,Thalaban,PlayStation 4,10h 48m,90%,,2919820,Completed,First,10h 48m 10s,"April 28, 2016",,,,
28,18005,,PlayStation 4,11h,NR,,1472644,Completed,Replay,11h,,,,,
29,18005,Luke_Mugen,PC,11h,90%,,1487119,Completed,First,11h,"July 16, 2015",,,,
30,18005,SatyricalObject,Xbox One,11h,NR,,6074792,Completed,First,11h,,,,,
31,18005,,PC,11h 03m,NR,,9120625,Completed,Replay,11h 03m 47s,,,,,
32,18005,fallingboy,Xbox One,11h 04m,NR,,1413957,Completed,First,11h 04m 01s,"June 25, 2015",,,,
33,18005,llocousc,PC,11h 08m,NR,,1627464,Completed,First,11h 08m 38s,"August 09, 2015",,,,
34,18005,Zapkaos,PlayStation 4,11h 20m,90%,,3900109,Completed,First,11h 20m,"October 17, 2017",,,,
35,18005,VonDozier,PlayStation 4,11h 26m,60%,,1959544,Completed,First,11h 26m 11s,"November 15, 2015",,,,
36,18005,skybluu,PlayStation 4,11h 30m,NR,,3421154,Completed,First,11h 30m,"September 12, 2016",,,,
37,18005,gencturk,Xbox One,11h 31m,90%,,11930201,Completed,First,11h 31m,"June 09, 2020",,,,
38,18005,tsiripimpop,PC,11h 35m,NR,,7134165,Completed,First,11h 35m,"September 20, 2018",,,,
39,18005,slickochet,PC,11h 45m,NR,Normal ending. Only did main missions.,1426253,Completed,First,11h 45m 33s,"July 09, 2015",,,,
40,18005,zackner,PlayStation 4,11h 52m,90%,,1642000,Completed,First,11h 52m 56s,"August 11, 2015",,,Dificultad Normal,
41,18005,,PlayStation 4,12h,NR,,1398244,Completed,First,12h,,,,,
42,18005,,PC,12h,NR,,1410166,Completed,First,12h,,,,,
43,18005,,PlayStation 4,12h,NR,,1421899,Completed,First,12h,,20h,27h,,
44,18005,,PlayStation 4,12h,NR,,1423783,Completed,First,12h,,17h,27h,,
45,18005,,PlayStation 4,12h,NR,,1425134,Completed,First,12h,,,,,
46,18005,,PlayStation 4,12h,NR,,1512494,Completed,First,12h,,,,,
47,18005,,PC,12h,NR,,3245907,Completed,First,12h,,,,,
48,18005,,PC,12h,NR,"very good story, one of the best games in the series",4397964,Completed,First,12h,,,,,
49,18005,Fluto,PlayStation 4,12h,NR,,1425980,Completed,First,12h,"June 30, 2015",16h,,,
50,18005,Kekachino,PC,12h,80%,,11252542,Completed,First,12h,"March 26, 2020",,,,
51,18005,Satoko,PC,12h,NR,,7281107,Completed,First,12h,"October 20, 2018",,,,
52,18005,TheMrToodles,PC,12h,80%,,1420088,Completed,First,12h,"June 27, 2015",,,,
53,18005,bendikts,PC,12h,NR,,8144778,Completed,First,12h,"February 20, 2019",22h,,,
54,18005,fahd_knight,PlayStation 4,12h,90%,,1691338,Backlog Completed,First,12h,"August 21, 2015",15h,45h,,
55,18005,jnr232001,PC,12h,NR,,2354868,Completed,First,12h,"January 04, 2016",,,,
56,18005,kregmo,PlayStation 4,12h,NR,,2537161,Completed,First,12h,"July 07, 2015",,,,
57,18005,oxitorenk,PC,12h,NR,,7842087,Completed,First,12h,"December 27, 2018",,,,
58,18005,sackboy97,PC,12h,80%,,6612751,Completed,First,12h,August 2018,,,,
59,18005,Private,PlayStation 4,12h,70%,,5564411,Completed,First,12h,,20h,,,
60,18005,,PlayStation 4,12h,NR,,4933410,Completed,Replay,12h 36s,,18h 25m 58s,28h 36m 47s,,
61,18005,JonnyVsTheBacklog,PlayStation 4,12h 15m,NR,,5467587,Completed,Replay,12h 15m,"December 15, 2017",19h 50m,35h 55m,,
62,18005,aasg12,PlayStation 4,12h 15m,NR,,9015120,Completed,First,12h 15m,"August 07, 2019",,,,
63,18005,ntylerwetrust,PlayStation 4,12h 18m,60%,"Little to no side content, powered through till the end",2166013,Completed,First,12h 18m 26s,"February 05, 2016",,,,
64,18005,RiK2139,PlayStation 4,12h 24m,70%,,4825678,Completed,Replay,12h 24m,"July 28, 2017",20h 34m,,,
65,18005,,PlayStation 4,12h 25m,NR,,1570126,Completed,First,12h 25m 10s,,20h 20m 10s,35h 15m 05s,,
66,18005,,PlayStation 4,12h 30m,NR,,1420539,Completed,First,12h 30m,,17h 30m,,,
67,18005,,PlayStation 4,12h 30m,NR,,1425129,Completed,First,12h 30m,,,,,
68,18005,,PlayStation 4,12h 30m,NR,,1464320,Completed,First,12h 30m,,,,,
69,18005,,PlayStation 4,12h 30m,NR,,1483608,Completed,First,12h 30m,,23h,,,
70,18005,,PlayStation 4,12h 30m,NR,Awesome and I took my time but I am a arkham pro so I probabl beat it on an average time for most,1483611,Completed,First,12h 30m,,23h,40h,,
71,18005,,Xbox One,12h 30m,NR,,1533394,Completed,First,12h 30m,,22h,40h 30m,,
72,18005,,PC,12h 30m,NR,,11298106,Completed,First,12h 30m,,,,,
73,18005,HowlinMadSnake,PlayStation 4,12h 30m,80%,,1522994,Completed,First,12h 30m,"July 25, 2015",,,,
74,18005,Thekoolbean,Xbox One,12h 30m,90%,,1395326,Completed,First,12h 30m,"June 28, 2015",,,,
75,18005,fahd_knight,PlayStation 4,12h 30m,NR,,1691324,Playing Replay Completed,First,12h 30m,,15h,45h,,
76,18005,,Xbox One,12h 30m,NR,,1534268,Completed,First,12h 30m 10s,,,,,
77,18005,,PlayStation 4,12h 36m,NR,,5982713,Completed,First,12h 36m,,,,,
78,18005,DapperKoala,PlayStation 4,12h 36m,60%,"Finished main story, didn't rush.",8954026,Completed,First,12h 36m 51s,"July 02, 2019",,,,
79,18005,,Neo Geo Pocket,12h 37m,NR,,1426572,Completed,First,12h 37m,,,,,
80,18005,,PlayStation 4,12h 37m,NR,RUSHED AS HECK,10178202,Completed,First,12h 37m 42s,,22h 45m 33s,,,
81,18005,rswann,PlayStation 4,12h 53m,80%,,2669623,Completed,First,12h 53m,,,,,
82,18005,,PlayStation 4,12h 54m,NR,,2418978,Completed,First,12h 54m 55s,,23h 33m 45s,34h 21m 25s,,
83,18005,,Xbox One,13h,NR,,1428505,Completed,First,13h,,20h,,,
84,18005,,Xbox One,13h,NR,,1435823,Completed,First,13h,,16h,37h 32m 11s,,
85,18005,,PC,13h,NR,,3482944,Completed,First,13h,,,,,
86,18005,,PC,13h,NR,,4108838,Completed,First,13h,,,,,
87,18005,,PC,13h,NR,,4122004,Completed,First,13h,,,50h,,
88,18005,,PC,13h,NR,,5771251,Completed,First,13h,,,,,
89,18005,,Xbox One,13h,NR,,11383160,Completed,First,13h,,,,,
90,18005,ACE_V,PC,13h,70%,,10306328,Completed,First,13h,"October 26, 2019",,,,
91,18005,Bartezoo,PlayStation 4,13h,70%,,1710973,Completed,First,13h,"July 25, 2015",22h,,,
92,18005,Cosmis,Xbox One,13h,NR,,2711111,Completed,First,13h,"June 24, 2015",,,,
93,18005,DrGoliath,PC,13h,NR,,6670846,Completed,First,13h,"July 26, 2018",,38h,,
94,18005,JacobMckinley,PC,13h,80%,Everything except Riddler trophies collected.,1424324,Completed,First,13h,"June 30, 2015",30h,,Beat main game and a handful of extras. Goal: Achieved.,
95,18005,Joutai,PC,13h,70%,,3442450,Completed,First,13h,,24h,,,
96,18005,LzyP4nd4,PC,13h,NR,,5127265,Completed,First,13h,"October 03, 2017",,,,
97,18005,Nightaries3030,Xbox One,13h,90%,,5002068,Completed,First,13h,,,,,
98,18005,OSUMaverick,PlayStation 4,13h,90%,Everything but the Riddler trophies,1467391,Completed,First,13h,"July 05, 2015",20h,,,
99,18005,Rainmaker07,PlayStation 4,13h,80%,,1629669,Completed,First,13h,"June 21, 2015",,40h,,
100,18005,Rootpith,PlayStation 4,13h,80%,,1869885,Completed,First,13h,"June 30, 2015",23h,,,
101,18005,ccCanuck,Xbox One,13h,NR,,2381183,Completed,First,13h,"January 08, 2016",,,,
102,18005,jbcillatwill,PlayStation 4,13h,90%,,1427724,Completed,First,13h,"June 30, 2015",,,,
103,18005,yarden42,PlayStation 4,13h,NR,,2766238,Completed,First,13h,"March 24, 2016",20h,,,
104,18005,FznRfq,PlayStation 4,13h 03m,100%,difficulty mode - hard,2009439,Completed,First,13h 03m 54s,"October 26, 2015",,,,
105,18005,,PlayStation 4,13h 09m,NR,,2291538,Completed,First,13h 09m 45s,,,,,
106,18005,,PlayStation 4,13h 12m,NR,,1412956,Completed,First,13h 12m,,14h,,,
107,18005,Cocanuta,PC,13h 20m,NR,,1580472,Completed,First,13h 20m 16s,,22h 59m 51s,37h 21m 22s,,
108,18005,,Xbox One,13h 22m,NR,,2506562,Completed,First,13h 22m 34s,,,,,
109,18005,thebatman747,PlayStation 4,13h 25m,NR,,3832417,Completed Retired,First,13h 25m 10s,"August 07, 2015",15h 30m 19s,28h 55m 29s,,
110,18005,trophytroll,PC,13h 26m,100%,"Hard. All arkham campaigns, DLC side missions, and and 13/14 for knightfall. 12/246 challenges. 56/243 Riddles.",11772577,Playing Completed,First,13h 26m,"May 17, 2020",32h 48m,,,
111,18005,005alpha,PC,13h 30m,80%,,8668800,Completed,First,13h 30m,April 2019,,,,
112,18005,Private,PlayStation 4,13h 30m,60%,,1987728,Completed,First,13h 30m,"October 22, 2015",,,,
113,18005,Cailiil,PC,13h 32m,80%,,6814028,Completed,First,13h 32m,"April 05, 2020",,,,
114,18005,XxMegaHD,Xbox One,13h 36m,NR,,8495792,Custom List Completed,First,13h 36m,"January 04, 2017",,,,
115,18005,,PlayStation 4,13h 46m,NR,,11309004,Completed,First,13h 46m,,27h 14m,44h 18m,,
116,18005,JNations,PlayStation 4,13h 46m,90%,,1644430,Completed,First,13h 46m 31s,"August 07, 2015",,,,
117,18005,,PlayStation 4,13h 47m,NR,,1469231,Completed,First,13h 47m,,,,,
118,18005,,PlayStation 4,13h 47m,NR,,1570705,Completed,First,13h 47m 34s,,,,,
119,18005,zpattack12,PC,13h 49m,NR,,10312690,Completed,First,13h 49m,,,,,
120,18005,jakey028,Xbox One,13h 55m,90%,,11774874,Completed,First,13h 55m,"May 18, 2020",,,,
121,18005,Jaksu,PC,13h 57m,NR,,1742240,Completed,First,13h 57m 32s,"August 31, 2015",,,,
122,18005,,PC,14h,NR,,1418194,Completed,First,14h,,,,,
123,18005,,PlayStation 4,14h,NR,,4557679,Completed,First,14h,,,,,
124,18005,Bartezoo,Xbox One,14h,NR,,11927159,Completed,First,14h,"June 07, 2020",,,,
125,18005,HosainH,PC,14h,NR,,3537929,Completed,First,14h,"October 21, 2016",,,,
126,18005,InfamousHobolord,PC,14h,60%,"Hard mode, probably took a bit longer than it should have because the PC version was borderline unplayable",7446575,Completed,First,14h,,,,,
127,18005,Lucario1,PlayStation 4,14h,90%,Amazing story and side quests wont let you down....but riddler can be a bummer,6427629,Completed,First,14h,"November 18, 2017",26h,30h,,
128,18005,MutantSuccubus,PlayStation 4,14h,70%,,10950927,Completed,First,14h,"February 07, 2020",,,,
129,18005,Private,PC,14h,NR,,2237243,Completed,First,14h,"December 10, 2015",20h,,,
130,18005,Seroon,PC,14h,NR,"Tracked time, normal difficulty.",6948417,Completed,First,14h,October 2016,,,,
131,18005,Shraneid,PC,14h,NR,,9605515,Completed,First,14h,"September 14, 2019",,,,
132,18005,T3rm0,PC,14h,NR,,10315005,Completed,First,14h,"October 28, 2019",,,,
133,18005,Private,Xbox One,14h,NR,,11025177,Backlog Completed,First,14h,,31h,,,38h /
134,18005,TheSuperBrioche,PlayStation 4,14h,NR,,4509352,Completed,First,14h,,,,,
135,18005,Tiiberiius,PC,14h,100%,,1421776,Completed,First,14h,"June 29, 2015",,27h,,
136,18005,atmur,PC,14h,60%,,7937933,Completed,First,14h,"January 04, 2019",,,,
137,18005,cyalins,PC,14h,NR,,3711249,Completed,First,14h,"September 09, 2016",,,,
138,18005,esq373,PC,14h,90%,,1476518,Completed,First,14h,"July 03, 2015",19h 30m,,,
139,18005,generatorulRaul,PC,14h,NR,,1941577,Completed,First,14h,"September 16, 2015",20h,,,
140,18005,scrubadub,PC,14h,NR,,5592926,Completed,First,14h,"January 05, 2018",,,,
141,18005,shol1122,PlayStation 4,14h,90%,,1552629,Completed,First,14h,"August 05, 2015",25h,,,
142,18005,videtonator,PlayStation 4,14h,NR,,1552617,Completed,First,14h,"September 21, 2015",,,,
143,18005,Gevaddatot,Xbox One,14h 05m,NR,,10863160,Completed,First,14h 05m,"March 03, 2017",,,,
144,18005,Private,PlayStation 4,14h 06m,NR,,1351367,Backlog Replay Completed,First,14h 06m 14s,"July 10, 2015",24h 18m 11s,39h 01m 15s,,39h 01m 15s /
145,18005,DCFC_eley007,PlayStation 4,14h 18m,NR,Good story,3871295,Completed,First,14h 18m,"January 05, 2017",,,,
146,18005,SarcasmAbound,PlayStation 4,14h 19m,100%,Main story and all side mission except for finding all of the Riddler trophies.,1421692,Completed Retired,First,14h 19m 40s,"August 07, 2015",26h 04m 15s,,,
147,18005,,PlayStation 4,14h 20m,NR,,1421212,Completed,First,14h 20m,,,,,
148,18005,,Xbox One,14h 22m,NR,,8327844,Completed,First,14h 22m 56s,,,,,
149,18005,,Xbox One,14h 22m,NR,,8328190,Completed,First,14h 22m 56s,,,,,
150,18005,,Xbox One,14h 30m,NR,,2666332,Completed,First,14h 30m,,28h,51h,,
151,18005,Elficzek,PC,14h 30m,90%,,1792594,Completed,First,14h 30m,"September 09, 2015",,,,
152,18005,habirlop,PC,14h 30m,70%,,11361788,Completed,First,14h 30m,"April 09, 2020",,,,
153,18005,Private,PlayStation 4,14h 30m,NR,,11555013,Completed,First,14h 30m 19s,,,,,
154,18005,BrickTrain,PC,14h 34m,80%,,6453916,Completed,First,14h 34m,"April 16, 2020",32h 57m,59h 05m,,
155,18005,,PlayStation 4,14h 36m,NR,,1412641,Completed,First,14h 36m 19s,,,,,
156,18005,Amaury,PC,14h 40m,70%,,6142454,Completed,First,14h 40m,"April 18, 2018",,,,
157,18005,Kdesktop,PlayStation 4,14h 41m,NR,,5875078,Completed,First,14h 41m,,,,,
158,18005,ismail777b,PlayStation 4,14h 45m,70%,,6954733,Completed,First,14h 45m,"June 18, 2018",,,,
159,18005,,PlayStation 4,14h 48m,NR,,2694703,Completed,First,14h 48m,,19h 23m,23h 38m,,
160,18005,iLLnLuciferian,Xbox One,14h 48m,NR,,4354892,Completed Retired,First,14h 48m,,,,,
161,18005,Badinfos,PC,14h 48m,NR,,11333570,Completed,First,14h 48m 59s,March 2020,,,,
162,18005,Private,PC,14h 50m,80%,,11513207,Completed,First,14h 50m 35s,"April 20, 2020",,,,
163,18005,,PC,14h 51m,NR,,3702055,Completed,First,14h 51m,,,,,
164,18005,Lucky_12AP95,PlayStation 4,14h 58m,NR,,3509917,Completed,First,14h 58m,"October 11, 2015",30h 21m,,,
165,18005,,PlayStation 4,15h,NR,,1483560,Completed,First,15h,,35h,40h,,
166,18005,,Xbox One,15h,NR,,2119862,Completed,First,15h,,30h,35h,,
167,18005,,PC,15h,NR,,2463947,Completed,First,15h,,,,,
168,18005,,PC,15h,NR,,2478741,Completed,First,15h,,27h,,,
169,18005,,PC,15h,NR,,5986247,Completed,First,15h,,38h,,,
170,18005,,PC,15h,NR,,6248406,Completed,First,15h,,,,,
171,18005,,PC,15h,NR,,6502043,Completed,First,15h,,40h,90h,,
172,18005,,PC,15h,NR,,10482540,Completed,First,15h,,28h,39h,,
173,18005,,PC,15h,NR,,11501994,Completed,First,15h,,,,,
174,18005,AlleyViper620,PlayStation 4,15h,80%,,4827364,Completed,First,15h,"November 30, 2017",30h,,,
175,18005,Cole999,PlayStation 4,15h,80%,,3790086,Completed,First,15h,"November 19, 2016",,,,
176,18005,Private,Xbox One,15h,100%,,5576039,Completed,First,15h,,,50h,,
177,18005,Darkoverlord,PC,15h,NR,,10144238,Completed,First,15h,"September 25, 2019",20h,,,
178,18005,Desser,PC,15h,80%,,1969899,Completed,First,15h,"October 19, 2015",40h,45h,,
179,18005,DilPez19,PlayStation 4,15h,40%,,10186077,Completed,First,15h,2016,,,,
180,18005,DreamEaglr,Xbox One,15h,NR,,9196847,Completed,Replay,15h,"July 21, 2019",20h,30h,,
181,18005,Emir96,PlayStation 4,15h,100%,,1646895,Replay Completed,First,15h,"August 16, 2015",20h,45h,,
182,18005,Gongbanza,PlayStation 4,15h,NR,,11134499,Completed,First,15h,"March 11, 2020",,,,
183,18005,Mapacherrr,PlayStation 4,15h,NR,,11832357,Completed,First,15h,"May 15, 2020",,,,
184,18005,Moogourou,Xbox One,15h,NR,,10458315,Playing Completed,First,15h,"January 18, 2020",,,,
185,18005,MrWhite117,PC,15h,NR,,1743871,Completed,First,15h,"July 07, 2015",21h,,PC Port was and still is fucking awful/ unplayable. Constant freezing and crashing,
186,18005,Phare,PlayStation 4,15h,NR,,11118736,Completed,First,15h,"July 31, 2015",18h,,,
187,18005,Politishin,PC,15h,80%,,6815211,Completed,First,15h,"July 14, 2015",,,,
188,18005,Ryukojin,PlayStation 4,15h,60%,,2295352,Completed,First,15h,"November 20, 2015",,,,
189,18005,SirMick56,PC,15h,80%,,1375034,Completed,First,15h,"April 26, 2019",,,,
190,18005,Private,PlayStation 4,15h,NR,,6829131,Completed,First,15h,"August 14, 2018",25h,,,
191,18005,Sora_O,PC,15h,NR,,5899865,Completed,First,15h,"June 20, 2016",,,,
192,18005,StHubi,PC,15h,NR,,3164637,Completed,First,15h,"July 07, 2016",,,,
193,18005,Storm1672,PlayStation 4,15h,90%,,1450687,Completed,Replay,15h,"July 08, 2015",35h,50h,,
194,18005,TGM,PC,15h,NR,,10940762,Completed,First,15h,"February 05, 2020",,,,
195,18005,ThePowerhouse18,PlayStation 4,15h,90%,,5761910,Completed Retired,First,15h,"June 06, 2017",25h,,,
196,18005,Titanas,PlayStation 4,15h,100%,,3542333,Completed,First,15h,"October 23, 2016",22h,25h,,
197,18005,Truong_913,PC,15h,70%,,4299356,Completed,First,15h,"April 11, 2017",30h,,,
198,18005,Zizio,PC,15h,NR,,4019522,Completed,First,15h,"February 05, 2017",,,,
199,18005,Zoltok,PlayStation 4,15h,NR,,2081246,Completed,First,15h,,,,,
200,18005,alexisplaying,PC,15h,80%,Knightfall Ending,2266935,Completed,First,15h,"December 24, 2015",,,,
201,18005,anianku,PlayStation 4,15h,NR,,1608314,Completed,First,15h,"August 05, 2015",,,,
202,18005,brianos1611,PC,15h,NR,,1404800,Completed,First,15h,"September 12, 2015",,,,
203,18005,collingpc,Xbox One,15h,NR,Story complete,11169130,Completed,First,15h,,,,,
204,18005,dodomania8,PlayStation 4,15h,100%,,2924270,Completed,First,15h,,,,,
205,18005,gamerjeffro,PlayStation 4,15h,NR,,7637377,Completed,First,15h,"December 05, 2018",,,,
206,18005,ggg128,PC,15h,NR,,6194271,Completed,First,15h,"May 01, 2018",30h,,,
207,18005,Private,PlayStation 4,15h,90%,,5201550,Completed,First,15h,"December 04, 2017",30h,,,
208,18005,hikle00,PlayStation 4,15h,NR,,10778725,Completed,Replay,15h,"November 17, 2019",35h,45h,,
209,18005,Private,PC,15h,NR,,7230633,Completed,First,15h,,,,,
210,18005,mrwarcriminal,PlayStation 4,15h,100%,,1836750,Completed,First,15h,"July 23, 2015",23h,25h,,
211,18005,oserus23,PlayStation 4,15h,70%,,1901423,Completed,First,15h,,,,,
212,18005,pointless1125,PlayStation 4,15h,NR,,6440713,Completed,First,15h,"June 19, 2018",,,,
213,18005,renegademrp,Xbox One,15h,NR,,2368410,Completed,First,15h,"July 04, 2015",,,,
214,18005,slashgear29,PlayStation 4,15h,NR,,1551859,Completed,First,15h,"July 24, 2015",24h,,,
215,18005,sonac,PlayStation 4,15h,NR,,7920989,Completed,First,15h,"January 02, 2019",25h,,,
216,18005,supertoast3000,PC,15h,NR,,6664525,Completed,First,15h,,,,,
217,18005,tlotr126,PlayStation 4,15h,90%,,6289316,Completed,First,15h,"May 23, 2018",25h,,,
218,18005,wanhero,PlayStation 4,15h,100%,,4640386,Completed,First,15h,"July 11, 2015",30h,40h,,
219,18005,yigitkoparan123,PC,15h,80%,,4917282,Completed,First,15h,"August 16, 2016",25h,50h,,
220,18005,Thranto,PlayStation 4,15h 03m,80%,Minimal Side Quests Complete,4068612,Completed,First,15h 03m,"June 07, 2017",,,,
221,18005,Nada,PlayStation 4,15h 05m,NR,,2462177,Completed,First,15h 05m,"June 27, 2015",26h 29m,,,
222,18005,Jacob_Darka,PC,15h 06m,100%,96.6%,7378083,Replay Completed,Replay,15h 06m,"October 07, 2016",35h 21m,,,35h 21m /
223,18005,Tim320,Xbox One,15h 10m,100%,,5232371,Playing Completed,First,15h 10m,"July 16, 2016",50h,,,50h /
224,18005,,PC,15h 11m,NR,,5853610,Completed,Replay,15h 11m 23s,,22h 36m 47s,26h 08m 54s,,
225,18005,Jake_Wllms,PlayStation 4,15h 12m,70%,,10281140,Completed,First,15h 12m,"July 14, 2017",20h 54m,,,
226,18005,Private,Xbox One,15h 19m,90%,,10900816,Completed,First,15h 19m,"September 28, 2019",,,,
227,18005,,PlayStation 4,15h 20m,NR,,1423108,Completed,First,15h 20m,,,,,
228,18005,eestevez,PlayStation 4,15h 20m,NR,,11474152,Completed,First,15h 20m,"April 17, 2020",,,,
229,18005,ildo,PC,15h 20m,NR,,1411033,Completed,First,15h 20m,"June 27, 2015",,,,
230,18005,Subtle_Villainy,Xbox One,15h 25m,70%,Normal difficulty. Normal ending. 59%.,9108694,Completed,First,15h 25m 55s,"July 14, 2019",,,,
231,18005,Private,PlayStation 4,15h 26m,90%,,1410992,Completed,First,15h 26m,"August 05, 2015",,,,
232,18005,,PlayStation 4,15h 30m,NR,,1423074,Completed,First,15h 30m,,20h,25h,,
233,18005,,PlayStation 4,15h 30m,NR,,2062497,Completed,First,15h 30m,,17h,,,
234,18005,,Xbox One,15h 30m,NR,,10549564,Completed,First,15h 30m,,30h,60h,,
235,18005,Adgalo,PC,15h 30m,80%,,2028199,Completed,First,15h 30m,"July 21, 2016",30h,50h,,
236,18005,Bikioman,PlayStation 4,15h 30m,90%,,6850223,Completed,First,15h 30m,"January 15, 2018",,,,
237,18005,FabioAuditore,Xbox One,15h 30m,NR,,4727414,Completed,First,15h 30m,"December 25, 2015",,,,
238,18005,GTBAtom,Xbox One,15h 30m,NR,,6476345,Completed,First,15h 30m,"July 02, 2015",,,,
239,18005,Neo1771991,PC,15h 30m,NR,,4434434,Replay Completed,Replay,15h 30m,"June 05, 2017",,,,18h 17m /
240,18005,Tangerz,PC,15h 30m,80%,,8214125,Completed,First,15h 30m,"February 05, 2019",,,,
241,18005,marcialwar,PlayStation 4,15h 30m,NR,,6312493,Completed,First,15h 30m,2018,,,,
242,18005,DIXIEKNORMOUS,Xbox One,15h 39m,70%,,6170060,Completed,First,15h 39m,"April 25, 2018",,,,
243,18005,Private,Xbox One,15h 39m,NR,Einige Nebenmissionen gemacht,7667424,Completed,First,15h 39m,"November 18, 2018",,,,
244,18005,Xyillo,PC,15h 52m,NR,,9561418,Completed,First,15h 52m 41s,"January 05, 2019",24h 34m 36s,31h 01s,,
245,18005,lukebourne2011,PlayStation 4,15h 53m,NR,,2136566,Custom List Completed,Replay,15h 53m 10s,"January 18, 2016",,,,42h 13m 35s /
246,18005,Zomoniac,PlayStation 4,15h 57m,NR,,1602802,Completed,First,15h 57m,"November 08, 2015",,,,
247,18005,,PlayStation 4,16h,NR,,1456262,Completed,First,16h,,28h 15m,,,
248,18005,,PC,16h,NR,,2152689,Completed,First,16h,,,,,
249,18005,,PC,16h,NR,,3302534,Completed,First,16h,,,,,
250,18005,,PlayStation 4,16h,NR,,4732787,Completed,First,16h,,25h,,,
251,18005,,PC,16h,NR,,6397925,Completed,First,16h,,30h,38h,,
252,18005,,PlayStation 4,16h,NR,,11287581,Completed,First,16h,,24h 22s,40h,,
253,18005,Alex5101,PlayStation 4,16h,NR,,6719750,Completed,First,16h,,,,,
254,18005,ArekkusuRin,PC,16h,60%,,1417606,Completed,First,16h,"June 27, 2015",,,,
255,18005,ArturGG,Xbox One,16h,NR,,9442852,Completed,First,16h,"August 24, 2019",,,,
256,18005,BSchwarz95,PlayStation 4,16h,100%,Times Beaten: 3,7900698,Replay Completed,First,16h,"July 18, 2017",,40h,,
257,18005,Brasilas10,PC,16h,70%,,7532139,Completed,First,16h,"November 26, 2018",,,,
258,18005,Chrisbreckenridge,PlayStation 4,16h,100%,,7429807,Completed,First,16h,"November 16, 2018",,,,
259,18005,Felypson,PlayStation 4,16h,90%,,5003179,Completed,Replay,16h,"June 28, 2017",25h,30h,,
260,18005,Giggykibbles709,PlayStation 4,16h,NR,,10934365,Playing Completed,First,16h,,25h,,,
261,18005,Grayfox001,PlayStation 4,16h,NR,,6124694,Completed,First,16h,"September 18, 2015",20h,,,
